,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
87,1,2:27.0,L. Barbosa misses 2-pt jump shot from 7 ft (block by M. Huertas),,18,18
88,1,2:25.0,,Defensive rebound by J. Randle,18,18
89,1,2:24.0,,Personal take foul by D. Green (drawn by J. Randle),18,18
90,1,2:24.0,Golden State full timeout,,18,18
91,1,2:24.0,,L. Nance enters the game for J. Randle,18,18
92,1,2:06.0,,N. Young misses 3-pt jump shot from 24 ft,18,18
93,1,2:05.0,,Offensive rebound by B. Bass,18,18
94,1,2:04.0,,B. Bass makes 2-pt dunk at rim,18,20
95,1,1:51.0,Personal foul by N. Young (drawn by S. Curry),,18,20
96,1,1:39.0,Shooting foul by B. Bass (drawn by B. Rush),,18,20
97,1,1:39.0,B. Rush misses free throw 1 of 2,,18,20
98,1,1:39.0,Offensive rebound by Team,,18,20
99,1,1:39.0,B. Rush makes free throw 2 of 2,,19,20
100,1,1:27.0,Violation by D. Green (kicked ball),,19,20
101,1,1:20.0,,J. Clarkson misses 2-pt jump shot from 10 ft,19,20
102,1,1:19.0,Defensive rebound by B. Rush,,19,20
103,1,1:08.0,Shooting foul by N. Young (drawn by A. Varejão),,19,20
104,1,1:08.0,A. Varejão misses free throw 1 of 2,,19,20
105,1,1:08.0,Offensive rebound by Team,,19,20
106,1,1:08.0,A. Varejão misses free throw 2 of 2,,19,20
107,1,1:07.0,,Defensive rebound by B. Bass,19,20
108,1,0:54.0,,L. Nance makes 2-pt dunk at rim (assist by M. Huertas),19,22
109,1,0:46.0,S. Curry misses 2-pt jump shot from 4 ft (block by B. Bass),,19,22
110,1,0:43.0,,Defensive rebound by L. Nance,19,22
111,1,0:39.0,,M. Huertas misses 2-pt layup at rim,19,22
112,1,0:35.0,Defensive rebound by B. Rush,,19,22
113,1,0:33.0,L. Barbosa makes 2-pt layup from 1 ft (assist by D. Green),,21,22
114,1,0:11.0,,J. Clarkson misses 2-pt jump shot from 16 ft,21,22
115,1,0:08.0,Defensive rebound by D. Green,,21,22
116,1,0:01.0,Turnover by S. Curry (bad pass; steal by M. Huertas),,21,22
117,1,0:00.0,,M. Huertas misses 3-pt jump shot from 54 ft,21,22
118,1,0:00.0,,Offensive rebound by Team,21,22
119,2,11:42.0,Turnover by S. Livingston (bad pass),,21,22
120,2,11:22.0,,B. Bass makes 2-pt layup from 3 ft (assist by M. Huertas),21,24
121,2,11:07.0,Personal foul by N. Young (drawn by H. Barnes),,21,24
122,2,11:01.0,S. Livingston makes 2-pt jump shot from 15 ft,,23,24
123,2,10:46.0,,B. Bass misses 2-pt layup from 1 ft (block by M. Speights),23,24
124,2,10:44.0,Defensive rebound by H. Barnes,,23,24
125,2,10:38.0,Turnover by B. Rush (bad pass; steal by L. Nance),,23,24
126,2,10:20.0,,D. Russell misses 3-pt jump shot from 25 ft,23,24
127,2,10:19.0,Defensive rebound by H. Barnes,,23,24
128,2,10:10.0,Shooting foul by L. Nance (drawn by S. Livingston),,23,24
129,2,10:10.0,S. Livingston makes free throw 1 of 2,,24,24
130,2,10:10.0,,K. Bryant enters the game for N. Young,24,24
131,2,10:10.0,S. Livingston makes free throw 2 of 2,,25,24
132,2,10:02.0,,Shooting foul by S. Livingston (drawn by D. Russell),25,24
133,2,10:02.0,,D. Russell makes free throw 1 of 2,25,25
134,2,10:02.0,,D. Russell makes free throw 2 of 2,25,26
135,2,9:51.0,M. Speights misses 2-pt jump shot from 17 ft,,25,26
136,2,9:50.0,,Defensive rebound by D. Russell,25,26
137,2,9:37.0,,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),25,28
138,2,9:19.0,L. Barbosa makes 2-pt jump shot from 21 ft (assist by M. Speights),,27,28
139,2,9:00.0,,K. Bryant makes 2-pt jump shot from 10 ft,27,30
140,2,8:46.0,M. Speights misses 2-pt jump shot from 4 ft,,27,30
141,2,8:44.0,Offensive rebound by S. Livingston,,27,30
142,2,8:40.0,L. Barbosa misses 2-pt jump shot from 4 ft (block by B. Bass),,27,30
143,2,8:38.0,Offensive rebound by B. Rush,,27,30
144,2,8:34.0,H. Barnes misses 3-pt jump shot from 26 ft,,27,30
145,2,8:32.0,Offensive rebound by M. Speights,,27,30
146,2,8:30.0,Turnover by M. Speights (bad pass; steal by L. Nance),,27,30
147,2,8:22.0,,K. Bryant misses 3-pt jump shot from 23 ft,27,30
148,2,8:21.0,,Offensive rebound by L. Nance,27,30
149,2,8:16.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by L. Nance),27,33
150,2,7:59.0,S. Livingston makes 2-pt jump shot from 10 ft (assist by L. Barbosa),,29,33
151,2,7:47.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by M. Huertas),29,36
152,2,7:44.0,Golden State full timeout,,29,36
153,2,7:44.0,K. Thompson enters the game for B. Rush,,29,36
154,2,7:44.0,D. Green enters the game for L. Barbosa,,29,36
155,2,7:32.0,Shooting foul by L. Nance (drawn by D. Green),,29,36
156,2,7:32.0,D. Green makes free throw 1 of 2,,30,36
157,2,7:32.0,D. Green makes free throw 2 of 2,,31,36
158,2,7:20.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by B. Bass),31,39
159,2,7:02.0,Turnover by S. Livingston (bad pass; steal by D. Russell),,31,39
160,2,6:57.0,,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),31,41
161,2,6:37.0,D. Green makes 3-pt jump shot from 27 ft (assist by S. Livingston),,34,41
162,2,6:22.0,,K. Bryant makes 2-pt jump shot from 7 ft (assist by M. Huertas),34,43
163,2,6:13.0,S. Livingston makes 2-pt jump shot from 10 ft,,36,43
164,2,5:56.0,,D. Russell misses 3-pt jump shot from 26 ft,36,43
165,2,5:55.0,Defensive rebound by M. Speights,,36,43
166,2,5:43.0,M. Speights makes 2-pt layup from 2 ft (assist by K. Thompson),,38,43
167,2,5:30.0,,Shooting foul by D. Green (drawn by K. Bryant),38,43
168,2,5:30.0,Official timeout,,38,43
169,2,5:30.0,S. Curry enters the game for H. Barnes,,38,43
170,2,5:30.0,A. Bogut enters the game for M. Speights,,38,43
171,2,5:30.0,,J. Randle enters the game for B. Bass,38,43
172,2,5:30.0,,R. Hibbert enters the game for L. Nance,38,43
173,2,5:30.0,,K. Bryant makes free throw 1 of 2,38,44
174,2,5:30.0,,K. Bryant makes free throw 2 of 2,38,45
175,2,5:20.0,Personal foul by R. Hibbert (drawn by A. Bogut),,38,45
176,2,5:11.0,S. Curry misses 2-pt jump shot from 15 ft,,38,45
177,2,5:09.0,Offensive rebound by S. Livingston,,38,45
178,2,5:03.0,K. Thompson misses 3-pt jump shot from 24 ft,,38,45
179,2,5:02.0,,Defensive rebound by J. Randle,38,45
180,2,4:45.0,,K. Bryant misses 3-pt jump shot from 26 ft,38,45
181,2,4:44.0,Defensive rebound by D. Green,,38,45
182,2,4:38.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,40,45
183,2,4:38.0,Shooting foul by R. Hibbert (drawn by K. Thompson),,40,45
184,2,4:38.0,,J. Clarkson enters the game for M. Huertas,40,45
185,2,4:38.0,I. Clark enters the game for S. Livingston,,40,45
186,2,4:38.0,K. Thompson makes free throw 1 of 1,,41,45
187,2,4:26.0,,J. Clarkson makes 2-pt dunk at rim (assist by J. Randle),41,47
188,2,4:15.0,A. Bogut misses 2-pt dunk at rim,,41,47
189,2,4:13.0,Offensive rebound by A. Bogut,,41,47
190,2,4:12.0,D. Green misses 2-pt layup from 1 ft,,41,47
191,2,4:10.0,Offensive rebound by Team,,41,47
192,2,4:10.0,,M. World Peace enters the game for K. Bryant,41,47
193,2,4:05.0,I. Clark makes 3-pt jump shot from 26 ft (assist by S. Curry),,44,47
194,2,4:01.0,,Personal foul by I. Clark (drawn by D. Russell),44,47
195,2,3:48.0,,J. Randle misses 2-pt layup from 1 ft,44,47
196,2,3:47.0,,Offensive rebound by J. Randle,44,47
197,2,3:47.0,,J. Randle misses 2-pt layup from 1 ft,44,47
198,2,3:44.0,Defensive rebound by D. Green,,44,47
199,2,3:26.0,D. Green misses 3-pt jump shot from 26 ft,,44,47
200,2,3:24.0,Offensive rebound by A. Bogut,,44,47
201,2,3:24.0,A. Bogut misses 2-pt layup at rim,,44,47
202,2,3:21.0,,Defensive rebound by J. Randle,44,47
203,2,3:18.0,,D. Russell misses 3-pt jump shot from 27 ft,44,47
204,2,3:17.0,Defensive rebound by K. Thompson,,44,47
205,2,3:16.0,Turnover by K. Thompson (lost ball; steal by M. World Peace),,44,47
206,2,3:10.0,,J. Randle misses 2-pt layup from 3 ft,44,47
207,2,3:09.0,Defensive rebound by Team,,44,47
208,2,3:00.0,Turnover by S. Curry (bad pass; steal by R. Hibbert),,44,47
209,2,2:58.0,,LA Lakers full timeout,44,47
210,2,2:58.0,,K. Bryant enters the game for M. World Peace,44,47
211,2,2:45.0,,Personal foul by I. Clark (drawn by J. Clarkson),44,47
212,2,2:33.0,,J. Clarkson misses 2-pt jump shot from 6 ft,44,47
213,2,2:32.0,,Offensive rebound by J. Clarkson,44,47
214,2,2:32.0,,J. Clarkson makes 2-pt jump shot from 6 ft,44,49
215,2,2:32.0,,Shooting foul by S. Curry (drawn by J. Clarkson),44,49
216,2,2:32.0,,J. Clarkson makes free throw 1 of 1,44,50
217,2,2:15.0,I. Clark misses 2-pt jump shot from 2 ft,,44,50
218,2,2:12.0,,Defensive rebound by R. Hibbert,44,50
219,2,2:01.0,,J. Randle makes 2-pt layup from 2 ft (assist by D. Russell),44,52
220,2,1:52.0,K. Thompson misses 2-pt jump shot from 13 ft,,44,52
221,2,1:49.0,,Defensive rebound by J. Randle,44,52
222,2,1:33.0,,J. Randle makes 2-pt layup from 2 ft (assist by D. Russell),44,54
223,2,1:11.0,Turnover by D. Green (bad pass; steal by D. Russell),,44,54
224,2,1:06.0,,D. Russell makes 2-pt layup from 1 ft,44,56
225,2,1:06.0,Golden State full timeout,,44,56
226,2,1:06.0,J. McAdoo enters the game for A. Bogut,,44,56
227,2,1:06.0,,B. Bass enters the game for R. Hibbert,44,56
228,2,0:52.0,J. McAdoo makes 2-pt layup from 1 ft (assist by D. Green),,46,56
229,2,0:41.0,,Shooting foul by D. Green (drawn by K. Bryant),46,56
230,2,0:41.0,,K. Bryant makes free throw 1 of 2,46,57
231,2,0:41.0,H. Barnes enters the game for D. Green,,46,57
232,2,0:41.0,,K. Bryant makes free throw 2 of 2,46,58
233,2,0:32.0,Turnover by S. Curry (bad pass; steal by J. Clarkson),,46,58
234,2,0:30.0,,J. Clarkson makes 2-pt dunk at rim,46,60
235,2,0:15.0,Shooting foul by K. Bryant (drawn by S. Curry),,46,60
236,2,0:15.0,S. Curry makes free throw 1 of 3,,47,60
237,2,0:15.0,S. Curry makes free throw 2 of 3,,48,60
238,2,0:15.0,S. Curry makes free throw 3 of 3,,49,60
239,2,0:01.0,,K. Bryant misses 3-pt jump shot from 22 ft,49,60
240,2,0:00.0,,Offensive rebound by Team,49,60
241,3,11:42.0,K. Thompson misses 2-pt jump shot from 14 ft,,49,60
242,3,11:39.0,Offensive rebound by A. Bogut,,49,60
243,3,11:34.0,K. Thompson misses 3-pt jump shot from 23 ft,,49,60
244,3,11:32.0,,Defensive rebound by J. Randle,49,60
245,3,11:12.0,,J. Clarkson makes 3-pt jump shot from 25 ft,49,63
246,3,11:04.0,Offensive foul by D. Green (drawn by D. Russell),,49,63
247,3,11:04.0,Turnover by D. Green (offensive foul),,49,63
248,3,10:46.0,,K. Bryant misses 2-pt jump shot from 23 ft,49,63
249,3,10:45.0,Defensive rebound by D. Green,,49,63
250,3,10:39.0,S. Curry misses 3-pt jump shot from 26 ft,,49,63
251,3,10:35.0,Offensive rebound by H. Barnes,,49,63
252,3,10:32.0,Turnover by D. Green (bad pass),,49,63
253,3,10:16.0,,Turnover by D. Russell (lost ball; steal by K. Thompson),49,63
254,3,10:10.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,51,63
255,3,9:51.0,,K. Bryant makes 2-pt layup from 2 ft (assist by J. Randle),51,65
256,3,9:41.0,K. Thompson misses 3-pt jump shot from 24 ft,,51,65
257,3,9:40.0,,Defensive rebound by J. Randle,51,65
258,3,9:17.0,,J. Randle misses 2-pt jump shot from 4 ft (block by D. Green),51,65
259,3,9:16.0,Defensive rebound by D. Green,,51,65
260,3,9:16.0,Personal foul by J. Randle (drawn by D. Green),,51,65
261,3,9:08.0,Turnover by D. Green (bad pass; steal by D. Russell),,51,65
262,3,9:08.0,,Personal take foul by A. Bogut (drawn by D. Russell),51,65
263,3,8:47.0,,J. Clarkson misses 2-pt jump shot from 19 ft,51,65
264,3,8:44.0,Defensive rebound by D. Green,,51,65
265,3,8:41.0,S. Curry misses 2-pt layup from 1 ft,,51,65
266,3,8:38.0,Offensive rebound by K. Thompson,,51,65
267,3,8:37.0,K. Thompson misses 2-pt layup at rim,,51,65
268,3,8:35.0,,Defensive rebound by R. Hibbert,51,65
269,3,8:14.0,,Turnover by K. Bryant (bad pass),51,65
270,3,8:06.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by D. Green),,53,65
271,3,7:47.0,Offensive charge foul by J. Clarkson (drawn by S. Curry),,53,65
272,3,7:47.0,,Turnover by J. Clarkson (offensive foul),53,65
273,3,7:36.0,A. Bogut makes 2-pt hook shot from 9 ft (assist by D. Green),,55,65
274,3,7:20.0,,Turnover by K. Bryant (bad pass; steal by S. Curry),55,65
275,3,7:19.0,Personal foul by J. Clarkson (drawn by S. Curry),,55,65
276,3,7:08.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by A. Bogut),,57,65
277,3,7:08.0,,LA Lakers full timeout,57,65
278,3,6:45.0,,K. Bryant misses 3-pt jump shot from 42 ft,57,65
279,3,6:44.0,,Offensive rebound by Team,57,65
280,3,6:44.0,,Turnover by Team (shot clock),57,65
281,3,6:29.0,K. Thompson misses 3-pt jump shot from 24 ft,,57,65
282,3,6:28.0,,Defensive rebound by K. Bryant,57,65
283,3,6:18.0,,J. Clarkson makes 3-pt jump shot from 26 ft,57,68
284,3,6:08.0,Def 3 sec tech foul by R. Hibbert,,57,68
285,3,6:08.0,S. Curry makes technical free throw,,58,68
286,3,6:08.0,,M. Huertas enters the game for D. Russell,58,68
287,3,6:08.0,B. Rush enters the game for H. Barnes,,58,68
288,3,5:56.0,K. Thompson misses 2-pt layup from 2 ft (block by R. Hibbert),,58,68
289,3,5:54.0,,Defensive rebound by R. Hibbert,58,68
290,3,5:49.0,,J. Randle makes 2-pt dunk at rim (assist by K. Bryant),58,70
291,3,5:43.0,Turnover by D. Green (bad pass),,58,70
292,3,5:29.0,,Turnover by R. Hibbert (bad pass; steal by A. Bogut),58,70
293,3,5:21.0,B. Rush misses 2-pt jump shot from 9 ft,,58,70
294,3,5:16.0,,Defensive rebound by J. Randle,58,70
295,3,5:07.0,,K. Bryant misses 2-pt layup from 1 ft (block by B. Rush),58,70
296,3,5:05.0,Defensive rebound by D. Green,,58,70
297,3,5:05.0,Personal take foul by J. Randle (drawn by D. Green),,58,70
298,3,5:05.0,L. Barbosa enters the game for K. Thompson,,58,70
299,3,4:55.0,A. Bogut makes 2-pt dunk at rim (assist by D. Green),,60,70
300,3,4:35.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by M. Huertas),60,73
301,3,4:23.0,Shooting foul by J. Randle (drawn by D. Green),,60,73
302,3,4:23.0,D. Green makes free throw 1 of 2,,61,73
303,3,4:23.0,,N. Young enters the game for K. Bryant,61,73
304,3,4:23.0,A. Varejão enters the game for A. Bogut,,61,73
305,3,4:23.0,D. Green makes free throw 2 of 2,,62,73
306,3,4:02.0,,J. Randle makes 2-pt jump shot from 2 ft,62,75
307,3,3:51.0,S. Curry misses 3-pt jump shot from 24 ft,,62,75
308,3,3:47.0,Offensive rebound by L. Barbosa,,62,75
309,3,3:46.0,D. Green misses 2-pt layup from 1 ft,,62,75
310,3,3:46.0,Offensive rebound by Team,,62,75
311,3,3:43.0,B. Rush makes 2-pt layup from 3 ft (assist by S. Curry),,64,75
312,3,3:19.0,,Turnover by J. Randle (3 sec),64,75
313,3,3:19.0,H. Barnes enters the game for D. Green,,64,75
314,3,3:19.0,,B. Bass enters the game for R. Hibbert,64,75
315,3,3:19.0,,L. Nance enters the game for J. Randle,64,75
316,3,3:07.0,H. Barnes misses 2-pt layup from 2 ft (block by B. Bass),,64,75
317,3,3:07.0,Offensive rebound by Team,,64,75
318,3,3:00.0,Turnover by L. Barbosa (bad pass; steal by J. Clarkson),,64,75
319,3,3:00.0,Loose ball foul by H. Barnes (drawn by J. Clarkson),,64,75
320,3,2:54.0,,Offensive foul by N. Young (drawn by L. Barbosa),64,75
321,3,2:54.0,,Turnover by N. Young (offensive foul),64,75
322,3,2:54.0,Golden State full timeout,,64,75
323,3,2:46.0,S. Curry misses 3-pt jump shot from 27 ft,,64,75
324,3,2:45.0,,Defensive rebound by M. Huertas,64,75
325,3,2:26.0,,J. Clarkson misses 3-pt jump shot from 23 ft,64,75
326,3,2:22.0,Defensive rebound by B. Rush,,64,75
327,3,2:18.0,S. Curry misses 2-pt layup from 2 ft,,64,75
328,3,2:16.0,,Defensive rebound by B. Bass,64,75
329,3,2:14.0,,Shooting block foul by A. Varejão (drawn by B. Bass),64,75
330,3,2:14.0,,B. Bass makes free throw 1 of 2,64,76
331,3,2:14.0,,B. Bass makes free throw 2 of 2,64,77
332,3,1:55.0,A. Varejão makes 2-pt dunk at rim (assist by S. Curry),,66,77
333,3,1:32.0,,Shooting foul by B. Rush (drawn by N. Young),66,77
334,3,1:32.0,,N. Young makes free throw 1 of 3,66,78
335,3,1:32.0,,N. Young makes free throw 2 of 3,66,79
336,3,1:32.0,,N. Young makes free throw 3 of 3,66,80
337,3,1:23.0,Turnover by S. Curry (traveling),,66,80
338,3,1:07.0,,N. Young makes 2-pt jump shot from 17 ft (assist by M. Huertas),66,82
339,3,0:58.0,H. Barnes makes 2-pt dunk at rim (assist by A. Varejão),,68,82
340,3,0:39.0,,M. Huertas makes 2-pt jump shot from 1 ft,68,84
341,3,0:32.0,H. Barnes makes 2-pt layup from 3 ft (assist by A. Varejão),,70,84
342,3,0:32.0,Shooting foul by J. Clarkson (drawn by H. Barnes),,70,84
343,3,0:32.0,H. Barnes makes free throw 1 of 1,,71,84
344,3,0:09.0,,J. Clarkson misses 2-pt layup at rim,71,84
345,3,0:07.0,Defensive rebound by S. Curry,,71,84
346,3,0:06.0,,Violation by L. Nance (kicked ball),71,84
347,3,0:02.0,S. Curry misses 3-pt jump shot from 28 ft,,71,84
348,3,0:01.0,Offensive rebound by L. Barbosa,,71,84
349,3,0:01.0,L. Barbosa makes 2-pt layup from 3 ft,,73,84
350,4,11:36.0,,Turnover by Team (shot clock),73,84
351,4,11:21.0,H. Barnes misses 2-pt jump shot from 16 ft,,73,84
352,4,11:20.0,,Defensive rebound by Team,73,84
353,4,11:00.0,,Shooting foul by A. Varejão (drawn by B. Bass),73,84
354,4,11:00.0,,B. Bass makes free throw 1 of 2,73,85
355,4,11:00.0,,B. Bass misses free throw 2 of 2,73,85
356,4,10:58.0,Defensive rebound by H. Barnes,,73,85
357,4,10:37.0,A. Varejão makes 2-pt jump shot from 17 ft (assist by K. Thompson),,75,85
358,4,10:18.0,,N. Young makes 3-pt jump shot from 24 ft,75,88
359,4,10:02.0,L. Barbosa misses 3-pt jump shot from 25 ft,,75,88
360,4,10:01.0,,Defensive rebound by B. Bass,75,88
361,4,9:53.0,,Turnover by J. Clarkson (bad pass; steal by K. Thompson),75,88
362,4,9:52.0,Personal take foul by M. Huertas (drawn by K. Thompson),,75,88
363,4,9:52.0,,D. Russell enters the game for J. Clarkson,75,88
364,4,9:38.0,L. Barbosa misses 3-pt jump shot from 24 ft,,75,88
365,4,9:37.0,Offensive rebound by S. Livingston,,75,88
366,4,9:31.0,H. Barnes misses 3-pt jump shot from 25 ft,,75,88
367,4,9:30.0,,Defensive rebound by D. Russell,75,88
368,4,9:24.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),75,91
369,4,9:24.0,Golden State full timeout,,75,91
370,4,9:24.0,D. Green enters the game for L. Barbosa,,75,91
371,4,9:24.0,S. Curry enters the game for A. Varejão,,75,91
372,4,9:15.0,Personal foul by N. Young (drawn by H. Barnes),,75,91
373,4,9:00.0,S. Curry misses 3-pt jump shot from 24 ft,,75,91
374,4,8:58.0,,Defensive rebound by N. Young,75,91
375,4,8:49.0,,Personal foul by S. Livingston (drawn by N. Young),75,91
376,4,8:44.0,,M. Huertas makes 2-pt jump shot from 3 ft (assist by N. Young),75,93
377,4,8:32.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,77,93
378,4,8:26.0,,N. Young misses 2-pt layup from 2 ft,77,93
379,4,8:20.0,Defensive rebound by S. Curry,,77,93
380,4,8:15.0,S. Curry makes 2-pt layup at rim (assist by S. Livingston),,79,93
381,4,7:53.0,,M. Huertas makes 2-pt layup from 1 ft,79,95
382,4,7:41.0,D. Green misses 3-pt jump shot from 24 ft,,79,95
383,4,7:39.0,Offensive rebound by S. Curry,,79,95
384,4,7:35.0,K. Thompson misses 3-pt jump shot from 24 ft,,79,95
385,4,7:33.0,,Defensive rebound by M. Huertas,79,95
386,4,7:14.0,,D. Russell misses 2-pt jump shot from 20 ft,79,95
387,4,7:12.0,Defensive rebound by S. Curry,,79,95
388,4,7:07.0,D. Green makes 2-pt layup at rim (assist by S. Curry),,81,95
