,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
41,1,6:33.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by K. Garnett),,18,6
42,1,6:13.0,,D. West makes 2-pt jump shot from 16 ft (assist by K. Leonard),18,8
43,1,5:52.0,K. Garnett makes 2-pt jump shot from 19 ft (assist by R. Rubio),,20,8
44,1,5:37.0,,D. West makes 2-pt jump shot from 16 ft (assist by K. Leonard),20,10
45,1,5:25.0,Personal foul by D. West (drawn by K. Towns),,20,10
46,1,5:25.0,,M. Ginóbili enters the game for D. Green,20,10
47,1,5:25.0,,P. Mills enters the game for T. Parker,20,10
48,1,5:25.0,G. Dieng enters the game for K. Garnett,,20,10
49,1,5:18.0,A. Wiggins misses 2-pt jump shot from 7 ft,,20,10
50,1,5:16.0,,Defensive rebound by D. West,20,10
51,1,5:05.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),20,13
52,1,4:47.0,G. Dieng misses 2-pt hook shot from 5 ft,,20,13
53,1,4:46.0,,Defensive rebound by Team,20,13
54,1,4:46.0,Loose ball foul by G. Dieng (drawn by D. West),,20,13
55,1,4:38.0,,Personal foul by T. Prince (drawn by K. Leonard),20,13
56,1,4:30.0,,D. West makes 2-pt dunk at rim (assist by L. Aldridge),20,15
57,1,4:10.0,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),,22,15
58,1,4:02.0,,K. Leonard makes 2-pt layup from 1 ft,22,17
59,1,3:44.0,K. Towns misses 2-pt jump shot from 12 ft,,22,17
60,1,3:42.0,,Defensive rebound by L. Aldridge,22,17
61,1,3:36.0,,Turnover by L. Aldridge (bad pass; steal by K. Towns),22,17
62,1,3:31.0,Minnesota full timeout,,22,17
63,1,3:31.0,,B. Marjanović enters the game for D. West,22,17
64,1,3:31.0,,B. Diaw enters the game for L. Aldridge,22,17
65,1,3:21.0,T. Prince misses 2-pt jump shot from 18 ft,,22,17
66,1,3:20.0,Offensive rebound by G. Dieng,,22,17
67,1,3:18.0,G. Dieng misses 2-pt layup at rim (block by B. Marjanović),,22,17
68,1,3:18.0,,Offensive rebound by Team,22,17
69,1,3:09.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),22,20
70,1,2:56.0,R. Rubio makes 2-pt jump shot from 16 ft (assist by G. Dieng),,24,20
71,1,2:39.0,,Turnover by B. Diaw (bad pass),24,20
72,1,2:39.0,Z. LaVine enters the game for T. Prince,,24,20
73,1,2:25.0,G. Dieng misses 2-pt jump shot from 18 ft,,24,20
74,1,2:24.0,,Defensive rebound by K. Leonard,24,20
75,1,2:09.0,,B. Marjanović makes 2-pt layup at rim (assist by B. Diaw),24,22
76,1,1:54.0,A. Wiggins misses 2-pt jump shot from 11 ft,,24,22
77,1,1:53.0,,Defensive rebound by Team,24,22
78,1,1:34.0,,Turnover by M. Ginóbili (bad pass; steal by G. Dieng),24,22
79,1,1:24.0,R. Rubio misses 2-pt jump shot from 17 ft,,24,22
80,1,1:22.0,,Defensive rebound by Team,24,22
81,1,1:22.0,A. Payne enters the game for K. Towns,,24,22
82,1,1:08.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by P. Mills),24,24
83,1,0:48.0,A. Payne misses 3-pt jump shot from 23 ft,,24,24
84,1,0:45.0,,Defensive rebound by B. Marjanović,24,24
85,1,0:45.0,,Turnover by B. Marjanović (lost ball; steal by A. Wiggins),24,24
86,1,0:41.0,Z. LaVine makes 2-pt layup at rim,,26,24
87,1,0:41.0,Shooting foul by K. Leonard (drawn by Z. LaVine),,26,24
88,1,0:41.0,T. Jones enters the game for R. Rubio,,26,24
89,1,0:41.0,Z. LaVine makes free throw 1 of 1,,27,24
90,1,0:32.0,,Turnover by Team (back court),27,24
91,1,0:15.0,G. Dieng misses 2-pt hook shot at rim,,27,24
92,1,0:11.0,,Defensive rebound by M. Ginóbili,27,24
93,1,0:08.0,,Personal take foul by Z. LaVine (drawn by M. Ginóbili),27,24
94,1,0:08.0,S. Muhammad enters the game for A. Wiggins,,27,24
95,1,0:02.0,,P. Mills makes 2-pt layup from 1 ft (assist by M. Ginóbili),27,26
96,2,11:40.0,,M. Ginóbili misses 2-pt layup from 2 ft,27,26
97,2,11:38.0,,Offensive rebound by B. Marjanović,27,26
98,2,11:38.0,,B. Marjanović makes 2-pt dunk at rim,27,28
99,2,11:24.0,Personal foul by M. Ginóbili (drawn by G. Dieng),,27,28
100,2,11:18.0,Turnover by G. Dieng (traveling),,27,28
101,2,11:06.0,,P. Mills makes 2-pt jump shot from 17 ft,27,30
102,2,10:45.0,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),,29,30
103,2,10:25.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by J. Simmons),29,33
104,2,10:14.0,Turnover by T. Jones (bad pass),,29,33
105,2,9:52.0,,J. Simmons misses 2-pt jump shot from 6 ft (block by A. Payne),29,33
106,2,9:50.0,Defensive rebound by A. Payne,,29,33
107,2,9:40.0,A. Payne makes 2-pt jump shot from 18 ft,,31,33
108,2,9:24.0,,J. Simmons misses 2-pt layup at rim (block by A. Payne),31,33
109,2,9:23.0,Defensive rebound by Team,,31,33
110,2,9:11.0,S. Muhammad makes 3-pt jump shot from 22 ft (assist by T. Jones),,34,33
111,2,9:11.0,,San Antonio full timeout,34,33
112,2,9:11.0,,K. Anderson enters the game for M. Ginóbili,34,33
113,2,9:11.0,,D. Green enters the game for J. Simmons,34,33
114,2,8:57.0,,Turnover by B. Marjanović (bad pass; steal by A. Payne),34,33
115,2,8:35.0,A. Payne misses 2-pt jump shot from 16 ft,,34,33
116,2,8:33.0,,Defensive rebound by B. Marjanović,34,33
117,2,8:17.0,,Shooting foul by A. Payne (drawn by B. Marjanović),34,33
118,2,8:17.0,,B. Marjanović makes free throw 1 of 2,34,34
119,2,8:17.0,,T. Parker enters the game for P. Mills,34,34
120,2,8:17.0,,B. Marjanović makes free throw 2 of 2,34,35
121,2,8:03.0,Z. LaVine misses 3-pt jump shot from 24 ft,,34,35
122,2,8:00.0,Offensive rebound by G. Dieng,,34,35
123,2,7:58.0,Turnover by T. Jones (bad pass; steal by K. Anderson),,34,35
124,2,7:43.0,,Personal foul by G. Dieng (drawn by B. Marjanović),34,35
125,2,7:43.0,,L. Aldridge enters the game for B. Marjanović,34,35
126,2,7:35.0,,D. Green makes 2-pt jump shot from 17 ft (assist by T. Parker),34,37
127,2,7:14.0,S. Muhammad makes 3-pt jump shot from 24 ft (assist by T. Jones),,37,37
128,2,6:59.0,,Personal foul by T. Jones (drawn by T. Parker),37,37
129,2,6:59.0,K. Towns enters the game for A. Payne,,37,37
130,2,6:59.0,R. Rubio enters the game for T. Jones,,37,37
131,2,6:53.0,,K. Anderson makes 2-pt hook shot from 6 ft (assist by B. Diaw),37,39
132,2,6:41.0,Z. LaVine makes 2-pt layup from 1 ft,,39,39
133,2,6:25.0,,T. Parker misses 3-pt jump shot from 23 ft,39,39
134,2,6:25.0,Defensive rebound by R. Rubio,,39,39
135,2,6:20.0,Z. LaVine makes 2-pt layup at rim (assist by R. Rubio),,41,39
136,2,6:00.0,,Personal foul by K. Towns (drawn by B. Diaw),41,39
137,2,6:00.0,,D. West enters the game for B. Diaw,41,39
138,2,6:00.0,A. Wiggins enters the game for S. Muhammad,,41,39
139,2,5:54.0,,Shooting foul by R. Rubio (drawn by T. Parker),41,39
140,2,5:54.0,Official timeout,,41,39
141,2,5:54.0,,K. Leonard enters the game for D. Green,41,39
142,2,5:54.0,K. Garnett enters the game for G. Dieng,,41,39
143,2,5:54.0,,T. Parker makes free throw 1 of 2,41,40
144,2,5:54.0,,T. Parker makes free throw 2 of 2,41,41
145,2,5:45.0,Offensive foul by K. Garnett (drawn by K. Anderson),,41,41
146,2,5:45.0,Turnover by K. Garnett (offensive foul),,41,41
147,2,5:45.0,T. Prince enters the game for Z. LaVine,,41,41
148,2,5:32.0,,Personal foul by K. Towns (drawn by D. West),41,41
149,2,5:32.0,,D. West makes free throw 1 of 2,41,42
150,2,5:32.0,,D. West makes free throw 2 of 2,41,43
151,2,5:13.0,R. Rubio misses 3-pt jump shot from 24 ft,,41,43
152,2,5:12.0,,Defensive rebound by T. Parker,41,43
153,2,4:47.0,,L. Aldridge misses 2-pt jump shot from 17 ft,41,43
154,2,4:47.0,Defensive rebound by Team,,41,43
155,2,4:34.0,K. Garnett makes 2-pt jump shot from 5 ft (assist by R. Rubio),,43,43
156,2,4:19.0,,Personal foul by K. Garnett (drawn by T. Parker),43,43
157,2,4:19.0,,T. Parker makes free throw 1 of 2,43,44
158,2,4:19.0,,M. Ginóbili enters the game for K. Anderson,43,44
159,2,4:19.0,,T. Parker makes free throw 2 of 2,43,45
160,2,4:10.0,Shooting foul by K. Leonard (drawn by A. Wiggins),,43,45
161,2,4:10.0,A. Wiggins misses free throw 1 of 2,,43,45
162,2,4:10.0,Offensive rebound by Team,,43,45
163,2,4:10.0,A. Wiggins misses free throw 2 of 2,,43,45
164,2,4:09.0,,Defensive rebound by K. Leonard,43,45
165,2,3:52.0,,D. West misses 2-pt jump shot from 5 ft (block by T. Prince),43,45
166,2,3:51.0,Defensive rebound by K. Garnett,,43,45
167,2,3:34.0,K. Garnett misses 2-pt jump shot from 19 ft,,43,45
168,2,3:33.0,Offensive rebound by A. Wiggins,,43,45
169,2,3:30.0,A. Wiggins makes 2-pt layup from 2 ft,,45,45
170,2,3:12.0,,L. Aldridge misses 2-pt jump shot from 8 ft,45,45
171,2,3:11.0,Defensive rebound by T. Prince,,45,45
172,2,3:01.0,R. Rubio misses 2-pt jump shot from 18 ft,,45,45
173,2,3:00.0,,Defensive rebound by K. Leonard,45,45
174,2,2:46.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,45,45
175,2,2:46.0,Defensive rebound by K. Towns,,45,45
176,2,2:33.0,A. Wiggins misses 2-pt jump shot from 15 ft,,45,45
177,2,2:33.0,Offensive rebound by Team,,45,45
178,2,2:33.0,Minnesota full timeout,,45,45
179,2,2:33.0,A. Payne enters the game for K. Towns,,45,45
180,2,2:26.0,R. Rubio misses 3-pt jump shot from 23 ft,,45,45
181,2,2:26.0,Offensive rebound by Team,,45,45
182,2,2:26.0,,Loose ball foul by T. Parker (drawn by A. Wiggins),45,45
183,2,2:06.0,K. Garnett misses 2-pt jump shot from 10 ft,,45,45
184,2,2:04.0,,Defensive rebound by D. West,45,45
185,2,2:02.0,,Turnover by M. Ginóbili (lost ball),45,45
186,2,1:46.0,Turnover by A. Wiggins (lost ball),,45,45
187,2,1:26.0,,Turnover by L. Aldridge (bad pass; steal by A. Wiggins),45,45
188,2,1:20.0,A. Wiggins makes 2-pt dunk at rim,,47,45
189,2,1:13.0,,Technical foul by Team,47,45
190,2,1:13.0,,Technical foul by Team,47,45
191,2,1:13.0,R. Rubio makes technical free throw,,48,45
192,2,1:13.0,R. Rubio makes technical free throw,,49,45
193,2,1:13.0,T. Jones enters the game for R. Rubio,,49,45
194,2,1:00.0,,L. Aldridge makes 2-pt layup at rim (assist by T. Parker),49,47
195,2,0:47.0,Shooting foul by L. Aldridge (drawn by A. Wiggins),,49,47
196,2,0:47.0,A. Wiggins makes free throw 1 of 2,,50,47
197,2,0:47.0,A. Wiggins misses free throw 2 of 2,,50,47
198,2,0:46.0,,Defensive rebound by L. Aldridge,50,47
199,2,0:33.0,,Shooting foul by A. Payne (drawn by D. West),50,47
200,2,0:33.0,,D. West makes 2-pt dunk at rim (assist by T. Parker),50,49
201,2,0:33.0,Z. LaVine enters the game for T. Prince,,50,49
202,2,0:33.0,,D. West makes free throw 1 of 1,50,50
203,2,0:17.0,A. Payne makes 2-pt jump shot from 11 ft,,52,50
204,2,0:01.0,,M. Ginóbili misses 2-pt jump shot from 16 ft,52,50
205,2,0:00.0,,Offensive rebound by Team,52,50
206,3,11:38.0,,D. West misses 2-pt jump shot from 14 ft,52,50
207,3,11:37.0,Defensive rebound by K. Towns,,52,50
208,3,11:23.0,K. Towns misses 2-pt jump shot from 18 ft,,52,50
209,3,11:20.0,Offensive rebound by Team,,52,50
210,3,11:13.0,A. Wiggins misses 2-pt jump shot from 6 ft,,52,50
211,3,11:12.0,,Defensive rebound by L. Aldridge,52,50
212,3,10:58.0,,Shooting foul by A. Wiggins (drawn by K. Leonard),52,50
213,3,10:58.0,,K. Leonard makes free throw 1 of 2,52,51
214,3,10:58.0,,K. Leonard makes free throw 2 of 2,52,52
215,3,10:46.0,Personal foul by L. Aldridge (drawn by K. Towns),,52,52
216,3,10:32.0,K. Garnett makes 2-pt jump shot from 7 ft (assist by R. Rubio),,54,52
217,3,10:08.0,,K. Leonard makes 2-pt hook shot from 2 ft,54,54
218,3,9:56.0,Offensive foul by K. Towns (drawn by L. Aldridge),,54,54
219,3,9:56.0,Turnover by K. Towns (offensive foul),,54,54
220,3,9:38.0,,T. Parker makes 2-pt layup from 4 ft,54,56
221,3,9:25.0,T. Prince makes 2-pt jump shot from 20 ft (assist by K. Garnett),,56,56
222,3,9:01.0,,T. Parker misses 2-pt jump shot from 15 ft,56,56
223,3,9:00.0,Defensive rebound by A. Wiggins,,56,56
224,3,8:54.0,Personal foul by K. Leonard (drawn by A. Wiggins),,56,56
225,3,8:54.0,G. Dieng enters the game for K. Garnett,,56,56
226,3,8:44.0,A. Wiggins makes 2-pt jump shot from 19 ft,,58,56
227,3,8:22.0,,K. Leonard makes 2-pt jump shot from 13 ft,58,58
228,3,8:12.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,60,58
229,3,8:12.0,Shooting foul by L. Aldridge (drawn by K. Towns),,60,58
230,3,8:12.0,,B. Diaw enters the game for L. Aldridge,60,58
231,3,8:12.0,K. Towns misses free throw 1 of 1,,60,58
232,3,8:11.0,,Defensive rebound by K. Leonard,60,58
233,3,7:46.0,,T. Parker misses 2-pt jump shot from 20 ft,60,58
234,3,7:45.0,Defensive rebound by K. Towns,,60,58
235,3,7:29.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,62,58
236,3,7:29.0,,San Antonio full timeout,62,58
237,3,7:21.0,,Turnover by T. Parker (bad pass),62,58
238,3,7:06.0,Shooting foul by D. Green (drawn by A. Wiggins),,62,58
239,3,7:06.0,A. Wiggins makes free throw 1 of 2,,63,58
240,3,7:06.0,A. Wiggins misses free throw 2 of 2,,63,58
241,3,7:05.0,,Defensive rebound by K. Leonard,63,58
242,3,6:50.0,,D. Green misses 3-pt jump shot from 23 ft,63,58
243,3,6:49.0,Defensive rebound by G. Dieng,,63,58
244,3,6:40.0,A. Wiggins misses 2-pt jump shot from 10 ft,,63,58
245,3,6:39.0,,Defensive rebound by B. Diaw,63,58
246,3,6:32.0,,Personal foul by R. Rubio (drawn by D. Green),63,58
247,3,6:18.0,,K. Leonard misses 2-pt jump shot from 13 ft,63,58
248,3,6:16.0,Defensive rebound by G. Dieng,,63,58
249,3,6:08.0,T. Prince makes 2-pt jump shot from 19 ft (assist by R. Rubio),,65,58
250,3,5:53.0,,D. Green makes 2-pt jump shot from 18 ft (assist by T. Parker),65,60
251,3,5:32.0,R. Rubio misses 2-pt jump shot from 18 ft,,65,60
252,3,5:32.0,,Defensive rebound by Team,65,60
253,3,5:32.0,Loose ball foul by K. Towns (drawn by D. West),,65,60
254,3,5:32.0,,P. Mills enters the game for T. Parker,65,60
255,3,5:32.0,,M. Ginóbili enters the game for D. Green,65,60
256,3,5:32.0,,B. Marjanović enters the game for D. West,65,60
257,3,5:32.0,A. Payne enters the game for K. Towns,,65,60
258,3,5:19.0,,K. Leonard misses 2-pt jump shot from 20 ft,65,60
259,3,5:19.0,,Offensive rebound by Team,65,60
260,3,5:15.0,,M. Ginóbili makes 2-pt jump shot from 8 ft (assist by P. Mills),65,62
261,3,5:03.0,Turnover by G. Dieng (lost ball; steal by P. Mills),,65,62
262,3,5:01.0,,Personal foul by T. Prince (drawn by K. Leonard),65,62
263,3,4:47.0,,P. Mills misses 3-pt jump shot from 23 ft,65,62
264,3,4:47.0,,Offensive rebound by Team,65,62
265,3,4:47.0,Loose ball foul by A. Payne (drawn by B. Marjanović),,65,62
266,3,4:47.0,,B. Marjanović misses free throw 1 of 2,65,62
267,3,4:47.0,,Offensive rebound by Team,65,62
268,3,4:47.0,,B. Marjanović makes free throw 2 of 2,65,63
269,3,4:33.0,G. Dieng misses 2-pt jump shot from 17 ft,,65,63
270,3,4:32.0,,Defensive rebound by K. Leonard,65,63
271,3,4:27.0,,Personal block foul by A. Wiggins (drawn by K. Leonard),65,63
272,3,4:27.0,,K. Leonard misses free throw 1 of 2,65,63
273,3,4:27.0,,Offensive rebound by Team,65,63
274,3,4:27.0,,K. Leonard makes free throw 2 of 2,65,64
275,3,4:08.0,A. Wiggins misses 3-pt jump shot from 25 ft,,65,64
276,3,4:06.0,,Defensive rebound by M. Ginóbili,65,64
277,3,4:01.0,,Personal foul by G. Dieng (drawn by P. Mills),65,64
278,3,4:01.0,,P. Mills makes free throw 1 of 2,65,65
279,3,4:01.0,Minnesota full timeout,,65,65
280,3,4:01.0,,P. Mills makes free throw 2 of 2,65,66
281,3,3:35.0,A. Payne misses 2-pt jump shot from 9 ft,,65,66
282,3,3:34.0,Offensive rebound by G. Dieng,,65,66
283,3,3:34.0,G. Dieng makes 2-pt layup at rim,,67,66
284,3,3:22.0,,P. Mills misses 3-pt jump shot from 22 ft,67,66
285,3,3:21.0,Defensive rebound by A. Wiggins,,67,66
286,3,3:14.0,Turnover by G. Dieng (offensive foul),,67,66
287,3,3:14.0,Offensive foul by G. Dieng (drawn by P. Mills),,67,66
288,3,3:14.0,Z. LaVine enters the game for T. Prince,,67,66
289,3,3:04.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,67,66
290,3,3:03.0,,Offensive rebound by B. Marjanović,67,66
291,3,2:59.0,,B. Marjanović makes 2-pt jump shot from 7 ft,67,68
292,3,2:39.0,Shooting foul by B. Marjanović (drawn by G. Dieng),,67,68
293,3,2:39.0,G. Dieng misses free throw 1 of 2,,67,68
294,3,2:39.0,Offensive rebound by Team,,67,68
295,3,2:39.0,G. Dieng misses free throw 2 of 2,,67,68
296,3,2:38.0,,Defensive rebound by K. Leonard,67,68
297,3,2:15.0,,P. Mills makes 2-pt layup from 4 ft,67,70
298,3,1:49.0,A. Payne makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,70,70
299,3,1:33.0,,P. Mills misses 3-pt jump shot from 24 ft,70,70
300,3,1:32.0,,Offensive rebound by M. Ginóbili,70,70
301,3,1:26.0,,B. Marjanović makes 2-pt jump shot from 8 ft (assist by M. Ginóbili),70,72
302,3,1:09.0,G. Dieng makes 2-pt jump shot from 7 ft (assist by R. Rubio),,72,72
303,3,0:59.0,,Turnover by P. Mills (bad pass; steal by A. Payne),72,72
304,3,0:54.0,Z. LaVine misses 2-pt layup from 1 ft (block by B. Diaw),,72,72
305,3,0:52.0,,Defensive rebound by K. Leonard,72,72
306,3,0:45.0,,B. Marjanović makes 2-pt jump shot from 3 ft (assist by M. Ginóbili),72,74
307,3,0:33.0,Turnover by G. Dieng (bad pass; steal by B. Marjanović),,72,74
308,3,0:13.0,,B. Marjanović makes 2-pt layup from 4 ft (assist by B. Diaw),72,76
309,3,0:00.0,Z. LaVine misses 2-pt jump shot from 22 ft,,72,76
310,3,0:00.0,,Defensive rebound by M. Ginóbili,72,76
311,4,11:43.0,Offensive foul by G. Dieng (drawn by M. Ginóbili),,72,76
312,4,11:43.0,Turnover by G. Dieng (offensive foul),,72,76
313,4,11:24.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by B. Diaw),72,79
314,4,11:14.0,G. Dieng misses 2-pt jump shot from 18 ft,,72,79
315,4,11:13.0,,Defensive rebound by K. Anderson,72,79
316,4,11:05.0,,Turnover by K. Anderson (bad pass; steal by G. Dieng),72,79
317,4,10:48.0,Shooting foul by B. Marjanović (drawn by G. Dieng),,72,79
318,4,10:48.0,G. Dieng makes free throw 1 of 2,,73,79
319,4,10:48.0,,L. Aldridge enters the game for B. Marjanović,73,79
320,4,10:48.0,G. Dieng makes free throw 2 of 2,,74,79
321,4,10:40.0,,Turnover by B. Diaw (bad pass; steal by G. Dieng),74,79
322,4,10:33.0,S. Muhammad makes 2-pt layup from 1 ft (assist by N. Bjelica),,76,79
323,4,10:10.0,,M. Ginóbili makes 2-pt hook shot from 4 ft,76,81
324,4,9:49.0,Z. LaVine misses 2-pt jump shot from 18 ft,,76,81
325,4,9:48.0,,Defensive rebound by L. Aldridge,76,81
326,4,9:39.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),76,83
327,4,9:39.0,Minnesota full timeout,,76,83
328,4,9:39.0,,T. Parker enters the game for M. Ginóbili,76,83
329,4,9:39.0,,D. West enters the game for B. Diaw,76,83
330,4,9:39.0,K. Towns enters the game for G. Dieng,,76,83
331,4,9:22.0,,Offensive charge foul by T. Jones (drawn by P. Mills),76,83
332,4,9:22.0,Turnover by T. Jones (offensive foul),,76,83
333,4,9:08.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by T. Parker),76,85
334,4,8:53.0,T. Jones makes 2-pt jump shot from 18 ft,,78,85
335,4,8:33.0,,K. Anderson makes 2-pt jump shot from 4 ft,78,87
336,4,8:19.0,T. Jones misses 2-pt jump shot from 17 ft,,78,87
337,4,8:18.0,,Defensive rebound by T. Parker,78,87
338,4,7:56.0,,T. Parker misses 2-pt jump shot from 20 ft,78,87
339,4,7:55.0,Defensive rebound by K. Towns,,78,87
340,4,7:46.0,,Violation by K. Anderson (def goaltending),78,87
341,4,7:46.0,Z. LaVine makes 2-pt layup from 3 ft,,80,87
342,4,7:35.0,,T. Parker misses 2-pt layup from 3 ft,80,87
343,4,7:34.0,Defensive rebound by K. Towns,,80,87
344,4,7:29.0,S. Muhammad misses 2-pt jump shot from 3 ft (block by K. Anderson),,80,87
345,4,7:29.0,Offensive rebound by Team,,80,87
346,4,7:29.0,R. Rubio enters the game for T. Jones,,80,87
347,4,7:29.0,A. Wiggins enters the game for N. Bjelica,,80,87
348,4,7:29.0,,D. Green enters the game for P. Mills,80,87
349,4,7:29.0,,K. Leonard enters the game for D. West,80,87
350,4,7:23.0,A. Wiggins misses 2-pt jump shot from 8 ft,,80,87
351,4,7:21.0,,Defensive rebound by K. Anderson,80,87
352,4,7:17.0,,Turnover by K. Anderson (bad pass; steal by R. Rubio),80,87
353,4,7:13.0,Turnover by R. Rubio (bad pass),,80,87
354,4,6:53.0,,D. Green misses 3-pt jump shot from 24 ft,80,87
355,4,6:52.0,Defensive rebound by R. Rubio,,80,87
356,4,6:37.0,Shooting foul by L. Aldridge (drawn by Z. LaVine),,80,87
357,4,6:37.0,Z. LaVine makes free throw 1 of 2,,81,87
358,4,6:37.0,,B. Diaw enters the game for K. Anderson,81,87
359,4,6:37.0,T. Prince enters the game for S. Muhammad,,81,87
360,4,6:37.0,Z. LaVine makes free throw 2 of 2,,82,87
361,4,6:21.0,,B. Diaw makes 2-pt hook shot from 6 ft,82,89
362,4,6:03.0,Z. LaVine makes 2-pt layup from 2 ft,,84,89
363,4,5:51.0,,Offensive foul by B. Diaw (drawn by R. Rubio),84,89
364,4,5:51.0,,Turnover by B. Diaw (offensive foul),84,89
365,4,5:51.0,Official timeout,,84,89
366,4,5:51.0,,D. West enters the game for L. Aldridge,84,89
367,4,5:38.0,A. Wiggins makes 2-pt layup from 1 ft,,86,89
368,4,5:10.0,,D. Green makes 2-pt jump shot from 8 ft (assist by T. Parker),86,91
369,4,4:57.0,R. Rubio misses 2-pt layup from 2 ft,,86,91
370,4,4:56.0,Offensive rebound by K. Towns,,86,91
371,4,4:56.0,K. Towns makes 2-pt dunk at rim,,88,91
372,4,4:27.0,,B. Diaw makes 2-pt jump shot from 8 ft (assist by D. Green),88,93
373,4,4:12.0,Turnover by Z. LaVine (step out of bounds),,88,93
374,4,3:54.0,,T. Parker misses 3-pt jump shot from 23 ft,88,93
375,4,3:52.0,Defensive rebound by A. Wiggins,,88,93
376,4,3:46.0,Turnover by A. Wiggins (lost ball; steal by D. Green),,88,93
377,4,3:34.0,,Shooting foul by K. Towns (drawn by K. Leonard),88,93
378,4,3:34.0,,K. Leonard makes free throw 1 of 2,88,94
379,4,3:34.0,,M. Ginóbili enters the game for D. Green,88,94
380,4,3:34.0,,K. Leonard makes free throw 2 of 2,88,95
381,4,3:19.0,T. Prince makes 2-pt jump shot from 16 ft (assist by K. Towns),,90,95
382,4,2:56.0,,D. West misses 2-pt jump shot from 5 ft,90,95
