,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA CLIPPERS_ACTION,CHARLOTTE_SCORE,LA CLIPPERS_SCORE
55,1,4:07.0,,J. Crawford makes 2-pt jump shot from 13 ft,14,23
56,1,3:45.0,J. Lin misses 2-pt jump shot from 9 ft,,14,23
57,1,3:42.0,Offensive rebound by C. Zeller,,14,23
58,1,3:37.0,K. Walker misses 3-pt jump shot from 28 ft,,14,23
59,1,3:37.0,Offensive rebound by C. Zeller,,14,23
60,1,3:35.0,Turnover by K. Walker (step out of bounds),,14,23
61,1,3:35.0,,P. Prigioni enters the game for J. Redick,14,23
62,1,3:35.0,,A. Rivers enters the game for C. Paul,14,23
63,1,3:33.0,F. Kaminsky enters the game for M. Williams,,14,23
64,1,3:33.0,J. Lamb enters the game for J. Lin,,14,23
65,1,3:24.0,,Personal foul by K. Walker (drawn by D. Jordan),14,23
66,1,3:15.0,,J. Crawford makes 2-pt jump shot from 16 ft,14,25
67,1,2:59.0,P. Hairston makes 2-pt jump shot from 12 ft (assist by K. Walker),,16,25
68,1,2:37.0,,W. Johnson misses 2-pt jump shot from 16 ft,16,25
69,1,2:34.0,,Offensive rebound by D. Jordan,16,25
70,1,2:31.0,,D. Jordan misses 2-pt layup from 1 ft,16,25
71,1,2:29.0,Defensive rebound by J. Lamb,,16,25
72,1,2:25.0,K. Walker misses 2-pt jump shot from 17 ft,,16,25
73,1,2:24.0,,Defensive rebound by P. Prigioni,16,25
74,1,2:05.0,,A. Rivers misses 2-pt jump shot from 11 ft,16,25
75,1,2:05.0,,Offensive rebound by D. Jordan,16,25
76,1,2:05.0,,D. Jordan misses 2-pt layup from 1 ft,16,25
77,1,2:05.0,Defensive rebound by Team,,16,25
78,1,2:05.0,,LA Clippers full timeout,16,25
79,1,2:05.0,S. Hawes enters the game for C. Zeller,,16,25
80,1,1:47.0,Shooting foul by P. Prigioni (drawn by F. Kaminsky),,16,25
81,1,1:47.0,F. Kaminsky makes free throw 1 of 2,,17,25
82,1,1:47.0,J. Lin enters the game for P. Hairston,,17,25
83,1,1:47.0,F. Kaminsky makes free throw 2 of 2,,18,25
84,1,1:32.0,,J. Crawford misses 2-pt jump shot from 14 ft,18,25
85,1,1:31.0,Defensive rebound by S. Hawes,,18,25
86,1,1:12.0,S. Hawes misses 3-pt jump shot from 23 ft,,18,25
87,1,1:10.0,,Defensive rebound by J. Crawford,18,25
88,1,1:06.0,,Turnover by J. Crawford (bad pass; steal by J. Lamb),18,25
89,1,0:48.0,J. Lin misses 2-pt jump shot from 13 ft,,18,25
90,1,0:46.0,,Defensive rebound by W. Johnson,18,25
91,1,0:32.0,,A. Rivers misses 2-pt jump shot from 12 ft,18,25
92,1,0:31.0,Defensive rebound by S. Hawes,,18,25
93,1,0:19.0,S. Hawes misses 2-pt layup from 2 ft,,18,25
94,1,0:18.0,Offensive rebound by S. Hawes,,18,25
95,1,0:18.0,S. Hawes misses 2-pt layup from 1 ft,,18,25
96,1,0:18.0,,Defensive rebound by D. Jordan,18,25
97,1,0:01.0,,J. Crawford makes 2-pt jump shot from 18 ft,18,27
98,2,11:44.0,Personal foul by P. Prigioni (drawn by J. Lin),,18,27
99,2,11:37.0,F. Kaminsky misses 2-pt layup from 1 ft,,18,27
100,2,11:36.0,Offensive rebound by J. Lamb,,18,27
101,2,11:29.0,J. Lamb makes 3-pt jump shot from 24 ft,,21,27
102,2,11:17.0,,J. Crawford makes 2-pt jump shot from 17 ft,21,29
103,2,10:57.0,J. Lamb makes 2-pt layup from 2 ft (assist by J. Lin),,23,29
104,2,10:51.0,,Offensive foul by J. Crawford (drawn by B. Roberts),23,29
105,2,10:51.0,,Turnover by J. Crawford (offensive foul),23,29
106,2,10:41.0,J. Lin makes 3-pt jump shot from 24 ft (assist by B. Roberts),,26,29
107,2,10:22.0,,C. Aldrich makes 2-pt layup from 2 ft (assist by P. Prigioni),26,31
108,2,10:09.0,F. Kaminsky misses 2-pt layup from 1 ft (block by W. Johnson),,26,31
109,2,10:09.0,Offensive rebound by Team,,26,31
110,2,10:03.0,,Violation by C. Aldrich (kicked ball),26,31
111,2,9:46.0,B. Roberts misses 2-pt layup from 1 ft,,26,31
112,2,9:38.0,,Defensive rebound by C. Aldrich,26,31
113,2,9:34.0,,J. Crawford makes 2-pt jump shot from 19 ft,26,33
114,2,9:19.0,Personal block foul by W. Johnson (drawn by J. Lin),,26,33
115,2,9:09.0,Turnover by B. Roberts (lost ball; steal by W. Johnson),,26,33
116,2,8:51.0,,W. Johnson misses 3-pt jump shot from 24 ft,26,33
117,2,8:51.0,,Offensive rebound by C. Aldrich,26,33
118,2,8:44.0,,J. Crawford misses 3-pt jump shot from 24 ft,26,33
119,2,8:43.0,Defensive rebound by J. Lin,,26,33
120,2,8:40.0,Shooting foul by A. Rivers (drawn by S. Hawes),,26,33
121,2,8:40.0,Official timeout,,26,33
122,2,8:40.0,S. Hawes makes free throw 1 of 2,,27,33
123,2,8:40.0,S. Hawes makes free throw 2 of 2,,28,33
124,2,8:28.0,,A. Rivers misses 2-pt jump shot from 15 ft,28,33
125,2,8:28.0,Defensive rebound by J. Lamb,,28,33
126,2,8:14.0,J. Lin misses 3-pt jump shot from 24 ft,,28,33
127,2,8:14.0,Offensive rebound by J. Lamb,,28,33
128,2,8:02.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,28,33
129,2,8:01.0,,Defensive rebound by P. Prigioni,28,33
130,2,7:46.0,,C. Aldrich makes 2-pt jump shot from 4 ft (assist by P. Prigioni),28,35
131,2,7:31.0,J. Lin makes 2-pt layup at rim (assist by S. Hawes),,30,35
132,2,7:16.0,,W. Johnson misses 2-pt jump shot from 19 ft,30,35
133,2,7:15.0,Defensive rebound by J. Lamb,,30,35
134,2,7:07.0,Turnover by F. Kaminsky (bad pass; steal by A. Rivers),,30,35
135,2,7:00.0,,A. Rivers misses 2-pt layup from 1 ft,30,35
136,2,6:57.0,Defensive rebound by F. Kaminsky,,30,35
137,2,6:47.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by B. Roberts),,33,35
138,2,6:39.0,,LA Clippers full timeout,33,35
139,2,6:39.0,,C. Paul enters the game for W. Johnson,33,35
140,2,6:39.0,,J. Redick enters the game for P. Prigioni,33,35
141,2,6:39.0,,P. Pierce enters the game for A. Rivers,33,35
142,2,6:39.0,,D. Jordan enters the game for C. Aldrich,33,35
143,2,6:39.0,C. Zeller enters the game for S. Hawes,,33,35
144,2,6:27.0,,J. Redick misses 2-pt jump shot from 18 ft,33,35
145,2,6:26.0,Defensive rebound by F. Kaminsky,,33,35
146,2,6:17.0,Turnover by B. Roberts (bad pass; steal by C. Paul),,33,35
147,2,6:17.0,,Personal foul by C. Zeller (drawn by C. Paul),33,35
148,2,6:00.0,,J. Crawford misses 3-pt jump shot from 26 ft,33,35
149,2,5:59.0,Defensive rebound by C. Zeller,,33,35
150,2,5:42.0,B. Roberts misses 2-pt jump shot from 18 ft,,33,35
151,2,5:39.0,,Defensive rebound by D. Jordan,33,35
152,2,5:33.0,,C. Paul makes 2-pt jump shot from 17 ft,33,37
153,2,5:18.0,J. Lin makes 2-pt jump shot from 13 ft,,35,37
154,2,4:59.0,,Turnover by J. Crawford (bad pass; steal by B. Roberts),35,37
155,2,4:53.0,J. Lamb makes 2-pt dunk at rim (assist by B. Roberts),,37,37
156,2,4:45.0,,Personal foul by J. Lin (drawn by J. Redick),37,37
157,2,4:45.0,M. Williams enters the game for F. Kaminsky,,37,37
158,2,4:45.0,K. Walker enters the game for B. Roberts,,37,37
159,2,4:35.0,,J. Crawford misses 3-pt jump shot from 24 ft,37,37
160,2,4:34.0,Defensive rebound by J. Lin,,37,37
161,2,4:25.0,J. Lin makes 2-pt jump shot from 7 ft,,39,37
162,2,4:09.0,,C. Paul makes 2-pt layup from 1 ft,39,39
163,2,4:03.0,Charlotte full timeout,,39,39
164,2,4:03.0,,A. Rivers enters the game for J. Crawford,39,39
165,2,3:47.0,M. Williams makes 2-pt layup from 1 ft (assist by J. Lin),,41,39
166,2,3:28.0,,C. Paul makes 2-pt jump shot from 15 ft,41,41
167,2,3:12.0,M. Williams misses 3-pt jump shot from 24 ft,,41,41
168,2,3:11.0,,Defensive rebound by D. Jordan,41,41
169,2,2:59.0,,C. Paul misses 2-pt jump shot from 11 ft,41,41
170,2,2:59.0,Defensive rebound by J. Lamb,,41,41
171,2,2:48.0,J. Lamb makes 2-pt layup from 1 ft,,43,41
172,2,2:28.0,,P. Pierce misses 3-pt jump shot from 24 ft,43,41
173,2,2:28.0,Defensive rebound by J. Lamb,,43,41
174,2,2:23.0,C. Zeller misses 2-pt layup from 1 ft (block by P. Pierce),,43,41
175,2,2:23.0,Offensive rebound by Team,,43,41
176,2,2:23.0,P. Hairston enters the game for J. Lin,,43,41
177,2,2:22.0,C. Zeller misses 2-pt layup from 1 ft (block by D. Jordan),,43,41
178,2,2:22.0,Offensive rebound by Team,,43,41
179,2,2:17.0,M. Williams misses 3-pt jump shot from 24 ft,,43,41
180,2,2:17.0,,Defensive rebound by A. Rivers,43,41
181,2,1:53.0,,P. Pierce makes 2-pt jump shot from 20 ft,43,43
182,2,1:34.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),,46,43
183,2,1:15.0,,P. Pierce misses 3-pt jump shot from 24 ft,46,43
184,2,1:14.0,Defensive rebound by J. Lamb,,46,43
185,2,1:05.0,Personal foul by C. Paul (drawn by K. Walker),,46,43
186,2,0:58.0,Turnover by K. Walker (bad pass),,46,43
187,2,0:42.0,,J. Redick misses 3-pt jump shot from 24 ft,46,43
188,2,0:41.0,Defensive rebound by C. Zeller,,46,43
189,2,0:29.0,K. Walker misses 3-pt jump shot from 23 ft,,46,43
190,2,0:28.0,,Defensive rebound by J. Redick,46,43
191,2,0:05.0,,C. Paul misses 3-pt jump shot from 25 ft,46,43
192,2,0:04.0,,Offensive rebound by D. Jordan,46,43
193,2,0:04.0,,D. Jordan misses 2-pt hook shot from 5 ft,46,43
194,2,0:02.0,Defensive rebound by C. Zeller,,46,43
195,2,0:00.0,M. Williams misses 3-pt jump shot from 49 ft,,46,43
196,2,0:00.0,Offensive rebound by Team,,46,43
197,3,11:47.0,P. Hairston misses 2-pt jump shot from 21 ft,,46,43
198,3,11:46.0,,Defensive rebound by P. Pierce,46,43
199,3,11:30.0,,P. Pierce misses 3-pt jump shot from 24 ft,46,43
200,3,11:28.0,Defensive rebound by C. Zeller,,46,43
201,3,11:20.0,K. Walker misses 2-pt jump shot from 12 ft (block by C. Paul),,46,43
202,3,11:18.0,,Defensive rebound by C. Paul,46,43
203,3,11:11.0,,Shooting foul by C. Zeller (drawn by L. Mbah a Moute),46,43
204,3,11:11.0,,L. Mbah a Moute makes free throw 1 of 2,46,44
205,3,11:11.0,,L. Mbah a Moute makes free throw 2 of 2,46,45
206,3,10:51.0,Shooting foul by L. Mbah a Moute (drawn by J. Lin),,46,45
207,3,10:51.0,J. Lin makes free throw 1 of 2,,47,45
208,3,10:51.0,J. Lin makes free throw 2 of 2,,48,45
209,3,10:33.0,,P. Pierce misses 3-pt jump shot from 24 ft,48,45
210,3,10:32.0,Defensive rebound by P. Hairston,,48,45
211,3,10:18.0,M. Williams misses 2-pt jump shot from 6 ft (block by D. Jordan),,48,45
212,3,10:17.0,,Defensive rebound by D. Jordan,48,45
213,3,10:08.0,,Personal foul by K. Walker (drawn by D. Jordan),48,45
214,3,9:59.0,,C. Paul misses 2-pt jump shot from 7 ft,48,45
215,3,9:58.0,,Offensive rebound by L. Mbah a Moute,48,45
216,3,9:54.0,,L. Mbah a Moute makes 2-pt layup at rim,48,47
217,3,9:42.0,Turnover by K. Walker (bad pass; steal by P. Pierce),,48,47
218,3,9:32.0,,Turnover by J. Redick (bad pass),48,47
219,3,9:24.0,Offensive foul by C. Zeller (drawn by J. Redick),,48,47
220,3,9:24.0,Turnover by C. Zeller (offensive foul),,48,47
221,3,9:09.0,,C. Paul makes 3-pt jump shot from 24 ft,48,50
222,3,8:44.0,C. Zeller misses 2-pt jump shot from 4 ft (block by D. Jordan),,48,50
223,3,8:42.0,,Defensive rebound by L. Mbah a Moute,48,50
224,3,8:39.0,,Turnover by C. Paul (bad pass),48,50
225,3,8:24.0,Turnover by J. Lin (bad pass),,48,50
226,3,8:18.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by C. Paul),48,52
227,3,8:18.0,Charlotte full timeout,,48,52
228,3,7:59.0,J. Lin misses 2-pt jump shot from 20 ft,,48,52
229,3,7:52.0,,Defensive rebound by P. Pierce,48,52
230,3,7:44.0,,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),48,54
231,3,7:31.0,Shooting foul by C. Paul (drawn by K. Walker),,48,54
232,3,7:31.0,K. Walker misses free throw 1 of 2,,48,54
233,3,7:31.0,Offensive rebound by Team,,48,54
234,3,7:31.0,K. Walker makes free throw 2 of 2,,49,54
235,3,7:18.0,,C. Paul misses 3-pt jump shot from 24 ft,49,54
236,3,7:17.0,Defensive rebound by C. Zeller,,49,54
237,3,7:09.0,J. Lin misses 2-pt jump shot from 12 ft,,49,54
238,3,7:08.0,,Defensive rebound by D. Jordan,49,54
239,3,7:00.0,,P. Pierce misses 3-pt jump shot from 24 ft,49,54
240,3,6:59.0,,Offensive rebound by D. Jordan,49,54
241,3,6:43.0,,D. Jordan makes 2-pt layup from 1 ft (assist by J. Redick),49,56
242,3,6:37.0,Charlotte full timeout,,49,56
243,3,6:37.0,J. Lamb enters the game for J. Lin,,49,56
244,3,6:17.0,P. Hairston misses 3-pt jump shot from 26 ft,,49,56
245,3,6:16.0,Offensive rebound by M. Williams,,49,56
246,3,6:14.0,M. Williams misses 2-pt layup from 1 ft,,49,56
247,3,6:12.0,,Defensive rebound by D. Jordan,49,56
248,3,6:02.0,,C. Paul makes 2-pt jump shot from 18 ft,49,58
249,3,5:55.0,Personal block foul by P. Pierce (drawn by K. Walker),,49,58
250,3,5:39.0,K. Walker misses 3-pt jump shot from 25 ft (block by P. Pierce),,49,58
251,3,5:39.0,Offensive rebound by Team,,49,58
252,3,5:39.0,Turnover by Team (shot clock),,49,58
253,3,5:16.0,,L. Mbah a Moute misses 2-pt jump shot from 4 ft (block by C. Zeller),49,58
254,3,5:15.0,Defensive rebound by J. Lamb,,49,58
255,3,5:09.0,M. Williams misses 3-pt jump shot from 25 ft,,49,58
256,3,5:08.0,,Defensive rebound by D. Jordan,49,58
257,3,5:00.0,,P. Pierce misses 3-pt jump shot from 24 ft,49,58
258,3,4:59.0,,Offensive rebound by D. Jordan,49,58
259,3,4:53.0,,P. Pierce misses 3-pt jump shot from 24 ft,49,58
260,3,4:53.0,,Offensive rebound by C. Paul,49,58
261,3,4:47.0,,D. Jordan misses 2-pt layup from 2 ft,49,58
262,3,4:45.0,Defensive rebound by M. Williams,,49,58
263,3,4:36.0,J. Lamb makes 2-pt jump shot from 9 ft,,51,58
264,3,4:36.0,,LA Clippers full timeout,51,58
265,3,4:36.0,,W. Johnson enters the game for P. Pierce,51,58
266,3,4:36.0,F. Kaminsky enters the game for M. Williams,,51,58
267,3,4:27.0,,Shooting foul by P. Hairston (drawn by D. Jordan),51,58
268,3,4:27.0,,D. Jordan misses free throw 1 of 2,51,58
269,3,4:27.0,,Offensive rebound by Team,51,58
270,3,4:27.0,,D. Jordan makes free throw 2 of 2,51,59
271,3,4:09.0,J. Lamb misses 2-pt jump shot from 19 ft,,51,59
272,3,4:09.0,Offensive rebound by K. Walker,,51,59
273,3,4:09.0,K. Walker misses 2-pt jump shot from 19 ft,,51,59
274,3,4:09.0,Offensive rebound by Team,,51,59
275,3,4:09.0,Personal foul by W. Johnson (drawn by C. Zeller),,51,59
276,3,4:09.0,,J. Crawford enters the game for J. Redick,51,59
277,3,3:51.0,Turnover by F. Kaminsky (lost ball; steal by L. Mbah a Moute),,51,59
278,3,3:38.0,,C. Paul makes 2-pt layup from 2 ft,51,61
279,3,3:36.0,Shooting foul by C. Paul (drawn by K. Walker),,51,61
280,3,3:36.0,K. Walker misses free throw 1 of 2,,51,61
281,3,3:36.0,Offensive rebound by Team,,51,61
282,3,3:36.0,J. Lin enters the game for P. Hairston,,51,61
283,3,3:36.0,,A. Rivers enters the game for L. Mbah a Moute,51,61
284,3,3:36.0,K. Walker makes free throw 2 of 2,,52,61
285,3,3:22.0,,D. Jordan misses 2-pt hook shot from 2 ft,52,61
286,3,3:20.0,Defensive rebound by C. Zeller,,52,61
287,3,3:17.0,K. Walker makes 2-pt layup at rim,,54,61
288,3,3:17.0,Shooting foul by D. Jordan (drawn by K. Walker),,54,61
289,3,3:17.0,S. Hawes enters the game for C. Zeller,,54,61
290,3,3:17.0,K. Walker makes free throw 1 of 1,,55,61
291,3,3:03.0,,J. Crawford misses 2-pt jump shot from 18 ft,55,61
292,3,3:01.0,,Offensive rebound by D. Jordan,55,61
293,3,2:53.0,,C. Paul misses 2-pt jump shot from 10 ft,55,61
294,3,2:52.0,,Offensive rebound by D. Jordan,55,61
295,3,2:52.0,,D. Jordan misses 2-pt layup from 1 ft,55,61
296,3,2:52.0,,Offensive rebound by Team,55,61
297,3,2:52.0,Loose ball foul by F. Kaminsky (drawn by D. Jordan),,55,61
298,3,2:52.0,,D. Jordan makes free throw 1 of 2,55,62
299,3,2:52.0,,P. Prigioni enters the game for C. Paul,55,62
300,3,2:52.0,,D. Jordan makes free throw 2 of 2,55,63
301,3,2:31.0,F. Kaminsky misses 2-pt jump shot from 18 ft,,55,63
302,3,2:29.0,,Defensive rebound by W. Johnson,55,63
303,3,2:19.0,,W. Johnson misses 3-pt jump shot from 24 ft,55,63
304,3,2:17.0,Defensive rebound by K. Walker,,55,63
305,3,2:15.0,Turnover by K. Walker (lost ball),,55,63
306,3,2:15.0,,C. Aldrich enters the game for D. Jordan,55,63
307,3,2:00.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by A. Rivers),55,66
308,3,1:46.0,J. Lamb misses 2-pt jump shot from 9 ft,,55,66
309,3,1:45.0,Offensive rebound by F. Kaminsky,,55,66
310,3,1:34.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by J. Lin),,57,66
311,3,1:23.0,,Shooting foul by J. Lin (drawn by A. Rivers),57,66
312,3,1:23.0,,A. Rivers makes free throw 1 of 2,57,67
313,3,1:23.0,,A. Rivers makes free throw 2 of 2,57,68
314,3,1:10.0,J. Lin makes 3-pt jump shot from 24 ft,,60,68
315,3,0:54.0,,J. Crawford makes 2-pt jump shot from 14 ft,60,70
316,3,0:41.0,J. Lin makes 2-pt jump shot from 23 ft,,62,70
317,3,0:29.0,,W. Johnson misses 3-pt jump shot from 23 ft,62,70
318,3,0:28.0,Defensive rebound by J. Lamb,,62,70
319,3,0:21.0,S. Hawes makes 2-pt layup from 1 ft (assist by F. Kaminsky),,64,70
320,3,0:03.0,,J. Crawford misses 2-pt jump shot from 22 ft,64,70
321,3,0:00.0,Defensive rebound by F. Kaminsky,,64,70
322,4,11:49.0,,J. Crawford makes 2-pt jump shot from 19 ft (assist by A. Rivers),64,72
323,4,11:30.0,B. Roberts misses 2-pt jump shot from 17 ft,,64,72
324,4,11:29.0,Offensive rebound by Team,,64,72
325,4,11:20.0,Personal foul by A. Rivers (drawn by J. Lin),,64,72
326,4,11:12.0,B. Roberts makes 2-pt layup from 1 ft (assist by F. Kaminsky),,66,72
327,4,10:57.0,,C. Aldrich makes 2-pt jump shot from 7 ft (assist by P. Prigioni),66,74
328,4,10:43.0,Turnover by S. Hawes (traveling),,66,74
329,4,10:25.0,,W. Johnson misses 3-pt jump shot from 23 ft,66,74
330,4,10:25.0,Defensive rebound by J. Lin,,66,74
331,4,10:19.0,J. Lin makes 2-pt layup from 1 ft,,68,74
332,4,10:04.0,,C. Aldrich misses 2-pt layup at rim,68,74
333,4,10:03.0,Defensive rebound by F. Kaminsky,,68,74
334,4,9:50.0,F. Kaminsky misses 2-pt layup from 1 ft,,68,74
335,4,9:49.0,,Defensive rebound by C. Aldrich,68,74
336,4,9:40.0,,J. Crawford makes 2-pt jump shot from 7 ft,68,76
337,4,9:34.0,Turnover by B. Roberts (bad pass),,68,76
338,4,9:24.0,,A. Rivers makes 2-pt jump shot from 8 ft (assist by P. Prigioni),68,78
339,4,9:24.0,Charlotte full timeout,,68,78
340,4,9:24.0,K. Walker enters the game for B. Roberts,,68,78
341,4,9:24.0,M. Williams enters the game for F. Kaminsky,,68,78
342,4,9:10.0,Shooting foul by W. Johnson (drawn by J. Lin),,68,78
343,4,9:10.0,J. Lin makes free throw 1 of 2,,69,78
344,4,9:10.0,J. Lin makes free throw 2 of 2,,70,78
345,4,8:43.0,,A. Rivers misses 3-pt jump shot from 25 ft,70,78
346,4,8:42.0,,Offensive rebound by P. Prigioni,70,78
347,4,8:28.0,,J. Crawford misses 3-pt jump shot from 24 ft,70,78
348,4,8:27.0,Defensive rebound by J. Lamb,,70,78
349,4,8:08.0,J. Lamb misses 3-pt jump shot from 24 ft,,70,78
350,4,8:08.0,,Defensive rebound by W. Johnson,70,78
351,4,7:51.0,,J. Crawford misses 3-pt jump shot from 25 ft,70,78
352,4,7:51.0,Defensive rebound by S. Hawes,,70,78
353,4,7:49.0,Personal take foul by P. Prigioni (drawn by J. Lin),,70,78
354,4,7:49.0,C. Zeller enters the game for S. Hawes,,70,78
355,4,7:34.0,J. Lamb misses 2-pt jump shot from 17 ft,,70,78
356,4,7:33.0,Offensive rebound by J. Lamb,,70,78
357,4,7:28.0,J. Lamb makes 2-pt jump shot from 6 ft,,72,78
358,4,7:16.0,,C. Aldrich misses 2-pt dunk at rim (block by M. Williams),72,78
359,4,7:11.0,,Offensive rebound by C. Aldrich,72,78
360,4,7:08.0,,C. Aldrich makes 2-pt layup from 1 ft,72,80
361,4,7:01.0,,Offensive charge foul by J. Lamb (drawn by P. Prigioni),72,80
362,4,7:01.0,Turnover by J. Lamb (offensive foul),,72,80
363,4,7:01.0,,D. Jordan enters the game for C. Aldrich,72,80
364,4,7:01.0,,C. Paul enters the game for P. Prigioni,72,80
365,4,6:48.0,,J. Crawford misses 2-pt jump shot from 7 ft,72,80
366,4,6:45.0,Defensive rebound by J. Lamb,,72,80
367,4,6:32.0,J. Lin makes 2-pt jump shot from 13 ft,,74,80
368,4,6:16.0,,A. Rivers makes 2-pt layup from 1 ft,74,82
369,4,5:57.0,M. Williams misses 3-pt jump shot from 24 ft,,74,82
370,4,5:56.0,,Defensive rebound by C. Paul,74,82
371,4,5:47.0,,C. Paul misses 2-pt jump shot from 18 ft,74,82
372,4,5:47.0,Defensive rebound by C. Zeller,,74,82
373,4,5:37.0,Shooting foul by W. Johnson (drawn by C. Zeller),,74,82
374,4,5:37.0,Official timeout,,74,82
375,4,5:37.0,,J. Redick enters the game for A. Rivers,74,82
376,4,5:37.0,,L. Mbah a Moute enters the game for W. Johnson,74,82
377,4,5:37.0,C. Zeller misses free throw 1 of 2,,74,82
378,4,5:37.0,Offensive rebound by Team,,74,82
379,4,5:37.0,C. Zeller makes free throw 2 of 2,,75,82
380,4,5:25.0,,Shooting foul by J. Lin (drawn by J. Redick),75,82
381,4,5:25.0,,J. Redick makes free throw 1 of 2,75,83
382,4,5:25.0,,J. Redick makes free throw 2 of 2,75,84
383,4,5:08.0,J. Lamb misses 3-pt jump shot from 24 ft,,75,84
384,4,5:08.0,,Defensive rebound by D. Jordan,75,84
385,4,4:57.0,,Personal foul by J. Lin (drawn by J. Redick),75,84
386,4,4:43.0,,Turnover by C. Paul (lost ball; steal by J. Lin),75,84
387,4,4:32.0,K. Walker misses 2-pt jump shot from 18 ft,,75,84
