,QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
127,2,9:14.0,M. Morris misses 2-pt jump shot from 14 ft,,23,29
128,2,9:12.0,,Defensive rebound by E. Turner,23,29
129,2,9:06.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by E. Turner),23,32
130,2,8:46.0,M. Morris misses 2-pt jump shot from 21 ft,,23,32
131,2,8:45.0,,Defensive rebound by M. Smart,23,32
132,2,8:39.0,,M. Smart misses 3-pt jump shot from 24 ft,23,32
133,2,8:38.0,Defensive rebound by M. Morris,,23,32
134,2,8:29.0,B. Jennings misses 2-pt layup from 1 ft (block by T. Zeller),,23,32
135,2,8:28.0,,Defensive rebound by T. Zeller,23,32
136,2,8:25.0,,Shooting foul by S. Johnson (drawn by E. Turner),23,32
137,2,8:25.0,Official timeout,,23,32
138,2,8:25.0,,E. Turner makes free throw 1 of 2,23,33
139,2,8:25.0,,E. Turner makes free throw 2 of 2,23,34
140,2,8:14.0,A. Baynes misses 2-pt jump shot from 14 ft,,23,34
141,2,8:13.0,,Defensive rebound by E. Turner,23,34
142,2,7:59.0,,A. Bradley misses 2-pt jump shot from 18 ft,23,34
143,2,7:58.0,Defensive rebound by A. Tolliver,,23,34
144,2,7:45.0,S. Johnson misses 3-pt jump shot from 25 ft,,23,34
145,2,7:44.0,,Defensive rebound by T. Zeller,23,34
146,2,7:31.0,,E. Turner misses 2-pt jump shot from 13 ft,23,34
147,2,7:30.0,Defensive rebound by S. Johnson,,23,34
148,2,7:16.0,M. Morris makes 2-pt jump shot from 13 ft (assist by B. Jennings),,25,34
149,2,7:03.0,,A. Bradley makes 2-pt layup at rim (assist by K. Olynyk),25,36
150,2,6:49.0,Personal foul by K. Olynyk (drawn by B. Jennings),,25,36
151,2,6:49.0,K. Caldwell-Pope enters the game for S. Johnson,,25,36
152,2,6:35.0,M. Morris misses 2-pt jump shot from 19 ft,,25,36
153,2,6:34.0,,Defensive rebound by K. Olynyk,25,36
154,2,6:24.0,,Turnover by M. Smart (bad pass; steal by A. Baynes),25,36
155,2,6:14.0,A. Tolliver misses 3-pt jump shot from 23 ft,,25,36
156,2,6:13.0,,Defensive rebound by T. Zeller,25,36
157,2,6:11.0,,K. Olynyk makes 2-pt layup at rim (assist by E. Turner),25,38
158,2,6:04.0,Detroit full timeout,,25,38
159,2,6:04.0,,J. Crowder enters the game for M. Smart,25,38
160,2,6:04.0,R. Jackson enters the game for B. Jennings,,25,38
161,2,6:04.0,A. Drummond enters the game for A. Baynes,,25,38
162,2,5:52.0,Personal foul by K. Olynyk (drawn by A. Drummond),,25,38
163,2,5:50.0,K. Caldwell-Pope makes 2-pt dunk at rim (assist by M. Morris),,27,38
164,2,5:34.0,,K. Olynyk misses 3-pt jump shot from 23 ft,27,38
165,2,5:33.0,Defensive rebound by K. Caldwell-Pope,,27,38
166,2,5:22.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,27,38
167,2,5:21.0,Offensive rebound by K. Caldwell-Pope,,27,38
168,2,5:21.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,27,38
169,2,5:20.0,,Defensive rebound by K. Olynyk,27,38
170,2,5:11.0,,E. Turner makes 2-pt layup at rim (assist by T. Zeller),27,40
171,2,4:54.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),,30,40
172,2,4:35.0,,J. Crowder misses 3-pt jump shot from 24 ft,30,40
173,2,4:34.0,,Offensive rebound by T. Zeller,30,40
174,2,4:27.0,,Personal foul by M. Morris (drawn by E. Turner),30,40
175,2,4:27.0,,A. Johnson enters the game for K. Olynyk,30,40
176,2,4:22.0,,Shooting foul by R. Jackson (drawn by E. Turner),30,40
177,2,4:22.0,,E. Turner makes free throw 1 of 2,30,41
178,2,4:22.0,,E. Turner makes free throw 2 of 2,30,42
179,2,4:22.0,Personal take foul by T. Zeller (drawn by A. Drummond),,30,42
180,2,4:22.0,A. Drummond misses free throw 1 of 2,,30,42
181,2,4:22.0,Offensive rebound by Team,,30,42
182,2,4:22.0,,I. Thomas enters the game for E. Turner,30,42
183,2,4:22.0,A. Drummond makes free throw 2 of 2,,31,42
184,2,4:03.0,,T. Zeller makes 2-pt dunk at rim (assist by A. Johnson),31,44
185,2,3:44.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by R. Jackson),,34,44
186,2,3:29.0,,J. Crowder makes 2-pt jump shot from 20 ft (assist by T. Zeller),34,46
187,2,3:07.0,Turnover by K. Caldwell-Pope (lost ball; steal by J. Crowder),,34,46
188,2,3:00.0,,Personal foul by R. Jackson (drawn by A. Bradley),34,46
189,2,3:00.0,Detroit full timeout,,34,46
190,2,3:00.0,S. Johnson enters the game for K. Caldwell-Pope,,34,46
191,2,2:53.0,,T. Zeller misses 2-pt hook shot from 7 ft,34,46
192,2,2:52.0,Defensive rebound by A. Drummond,,34,46
193,2,2:40.0,S. Johnson misses 3-pt jump shot from 23 ft,,34,46
194,2,2:39.0,,Defensive rebound by T. Zeller,34,46
195,2,2:34.0,Offensive charge foul by I. Thomas (drawn by R. Jackson),,34,46
196,2,2:34.0,,Turnover by I. Thomas (offensive foul),34,46
197,2,2:34.0,,Boston full timeout,34,46
198,2,2:34.0,,M. Smart enters the game for A. Bradley,34,46
199,2,2:34.0,,J. Sullinger enters the game for T. Zeller,34,46
200,2,2:23.0,Turnover by S. Johnson (lost ball; steal by J. Crowder),,34,46
201,2,2:19.0,,Shooting foul by S. Johnson (drawn by J. Crowder),34,46
202,2,2:19.0,,J. Crowder misses free throw 1 of 2,34,46
203,2,2:19.0,,Offensive rebound by Team,34,46
204,2,2:19.0,B. Jennings enters the game for R. Jackson,,34,46
205,2,2:19.0,,J. Crowder makes free throw 2 of 2,34,47
206,2,2:08.0,M. Morris misses 3-pt jump shot from 24 ft,,34,47
207,2,2:04.0,,Defensive rebound by A. Johnson,34,47
208,2,1:58.0,,I. Thomas makes 2-pt layup at rim,34,49
209,2,1:58.0,,Shooting foul by B. Jennings (drawn by I. Thomas),34,49
210,2,1:58.0,,I. Thomas misses free throw 1 of 1,34,49
211,2,1:58.0,Defensive rebound by A. Drummond,,34,49
212,2,1:40.0,A. Drummond misses 2-pt layup from 1 ft,,34,49
213,2,1:39.0,,Defensive rebound by A. Johnson,34,49
214,2,1:38.0,,Turnover by A. Johnson (bad pass),34,49
215,2,1:26.0,Turnover by A. Tolliver (bad pass; steal by J. Sullinger),,34,49
216,2,1:20.0,,Offensive foul by J. Sullinger (drawn by A. Tolliver),34,49
217,2,1:20.0,,Turnover by J. Sullinger (offensive foul),34,49
218,2,1:08.0,Turnover by S. Johnson (lost ball; steal by J. Crowder),,34,49
219,2,1:03.0,,J. Crowder makes 2-pt layup at rim (assist by M. Smart),34,51
220,2,0:56.0,Shooting foul by J. Crowder (drawn by A. Drummond),,34,51
221,2,0:56.0,A. Drummond makes free throw 1 of 2,,35,51
222,2,0:56.0,A. Drummond makes free throw 2 of 2,,36,51
223,2,0:36.0,,J. Sullinger makes 2-pt layup from 1 ft,36,53
224,2,0:27.0,B. Jennings misses 2-pt jump shot from 8 ft,,36,53
225,2,0:26.0,,Defensive rebound by J. Crowder,36,53
226,2,0:01.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by A. Johnson),36,56
227,2,0:00.0,B. Jennings misses 3-pt jump shot from 52 ft,,36,56
228,2,0:00.0,Offensive rebound by Team,,36,56
229,3,11:38.0,A. Drummond makes 2-pt hook shot from 6 ft,,38,56
230,3,11:18.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Sullinger),38,59
231,3,10:55.0,R. Jackson makes 2-pt jump shot from 5 ft,,40,59
232,3,10:35.0,,A. Bradley misses 2-pt jump shot from 21 ft,40,59
233,3,10:34.0,Defensive rebound by A. Drummond,,40,59
234,3,10:28.0,Turnover by R. Jackson (lost ball),,40,59
235,3,10:13.0,,J. Sullinger makes 2-pt jump shot from 5 ft,40,61
236,3,9:56.0,M. Morris misses 2-pt jump shot from 15 ft,,40,61
237,3,9:55.0,,Defensive rebound by J. Sullinger,40,61
238,3,9:48.0,,J. Crowder misses 3-pt jump shot from 25 ft,40,61
239,3,9:47.0,Defensive rebound by S. Johnson,,40,61
240,3,9:29.0,M. Morris misses 2-pt jump shot from 14 ft (block by A. Johnson),,40,61
241,3,9:29.0,,Defensive rebound by J. Crowder,40,61
242,3,9:28.0,,Turnover by A. Bradley (lost ball),40,61
243,3,9:19.0,Shooting foul by A. Johnson (drawn by E. İlyasova),,40,61
244,3,9:19.0,E. İlyasova makes free throw 1 of 2,,41,61
245,3,9:19.0,E. İlyasova misses free throw 2 of 2,,41,61
246,3,9:19.0,,Defensive rebound by J. Crowder,41,61
247,3,9:03.0,,J. Sullinger makes 2-pt jump shot from 20 ft (assist by A. Bradley),41,63
248,3,8:53.0,Personal foul by I. Thomas (drawn by R. Jackson),,41,63
249,3,8:52.0,Turnover by M. Morris (bad pass),,41,63
250,3,8:30.0,,J. Sullinger misses 2-pt jump shot from 7 ft,41,63
251,3,8:30.0,Defensive rebound by S. Johnson,,41,63
252,3,8:20.0,M. Morris misses 2-pt jump shot from 4 ft (block by J. Sullinger),,41,63
253,3,8:19.0,,Defensive rebound by I. Thomas,41,63
254,3,8:15.0,,I. Thomas misses 2-pt layup from 2 ft,41,63
255,3,8:15.0,,Offensive rebound by A. Bradley,41,63
256,3,8:14.0,,A. Bradley makes 2-pt layup at rim,41,65
257,3,8:14.0,Detroit full timeout,,41,65
258,3,8:02.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by R. Jackson),,44,65
259,3,7:45.0,,I. Thomas misses 2-pt layup from 2 ft (block by R. Jackson),44,65
260,3,7:44.0,,Offensive rebound by Team,44,65
261,3,7:39.0,,A. Bradley misses 2-pt jump shot from 16 ft,44,65
262,3,7:38.0,Defensive rebound by A. Drummond,,44,65
263,3,7:26.0,R. Jackson makes 3-pt jump shot from 24 ft,,47,65
264,3,7:16.0,,I. Thomas misses 3-pt jump shot from 25 ft,47,65
265,3,7:15.0,Defensive rebound by R. Jackson,,47,65
266,3,7:05.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by M. Morris),,50,65
267,3,7:05.0,,Boston full timeout,50,65
268,3,6:47.0,,I. Thomas makes 2-pt jump shot from 21 ft (assist by J. Sullinger),50,67
269,3,6:25.0,E. İlyasova makes 2-pt jump shot from 22 ft (assist by S. Johnson),,52,67
270,3,6:12.0,,J. Crowder misses 2-pt jump shot from 16 ft,52,67
271,3,6:11.0,Defensive rebound by A. Drummond,,52,67
272,3,5:58.0,Turnover by E. İlyasova (3 sec),,52,67
273,3,5:44.0,,J. Crowder makes 2-pt layup from 2 ft,52,69
274,3,5:44.0,,Shooting foul by R. Jackson (drawn by J. Crowder),52,69
275,3,5:44.0,,J. Crowder makes free throw 1 of 1,52,70
276,3,5:31.0,M. Morris misses 2-pt hook shot from 5 ft,,52,70
277,3,5:30.0,,Defensive rebound by J. Crowder,52,70
278,3,5:12.0,,J. Sullinger misses 2-pt jump shot from 8 ft,52,70
279,3,5:10.0,Defensive rebound by S. Johnson,,52,70
280,3,5:04.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by S. Johnson),,55,70
281,3,4:49.0,,Offensive foul by J. Sullinger (drawn by S. Johnson),55,70
282,3,4:49.0,,Turnover by J. Sullinger (offensive foul),55,70
283,3,4:49.0,,E. Turner enters the game for J. Sullinger,55,70
284,3,4:49.0,,M. Smart enters the game for A. Bradley,55,70
285,3,4:49.0,B. Jennings enters the game for R. Jackson,,55,70
286,3,4:35.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Jennings),,58,70
287,3,4:09.0,,M. Smart misses 2-pt jump shot from 4 ft (block by A. Drummond),58,70
288,3,4:08.0,,Offensive rebound by Team,58,70
289,3,4:08.0,,K. Olynyk enters the game for A. Johnson,58,70
290,3,4:05.0,,J. Crowder makes 2-pt jump shot from 21 ft (assist by I. Thomas),58,72
291,3,3:46.0,E. İlyasova makes 2-pt layup from 1 ft,,60,72
292,3,3:36.0,,K. Olynyk misses 3-pt jump shot from 25 ft,60,72
293,3,3:35.0,Defensive rebound by E. İlyasova,,60,72
294,3,3:18.0,A. Drummond misses 2-pt hook shot from 6 ft,,60,72
295,3,3:17.0,,Defensive rebound by M. Smart,60,72
296,3,3:09.0,,M. Smart misses 3-pt jump shot from 25 ft,60,72
297,3,3:06.0,Defensive rebound by S. Johnson,,60,72
298,3,2:58.0,M. Morris misses 3-pt jump shot from 24 ft,,60,72
299,3,2:57.0,,Defensive rebound by I. Thomas,60,72
300,3,2:54.0,,J. Crowder misses 2-pt layup at rim (block by B. Jennings),60,72
301,3,2:53.0,Defensive rebound by Team,,60,72
302,3,2:42.0,E. İlyasova misses 3-pt jump shot from 25 ft,,60,72
303,3,2:41.0,,Defensive rebound by K. Olynyk,60,72
304,3,2:30.0,,Turnover by I. Thomas (bad pass),60,72
305,3,2:13.0,Turnover by M. Morris (bad pass; steal by J. Crowder),,60,72
306,3,2:10.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by I. Thomas),60,74
307,3,1:53.0,E. İlyasova misses 2-pt jump shot from 4 ft (block by E. Turner),,60,74
308,3,1:53.0,Offensive rebound by Team,,60,74
309,3,1:53.0,,J. Jerebko enters the game for J. Crowder,60,74
310,3,1:53.0,D. Hilliard enters the game for M. Morris,,60,74
311,3,1:53.0,A. Tolliver enters the game for E. İlyasova,,60,74
312,3,1:53.0,A. Baynes enters the game for A. Drummond,,60,74
313,3,1:53.0,Offensive foul by A. Tolliver (drawn by I. Thomas),,60,74
314,3,1:53.0,Turnover by A. Tolliver (offensive foul),,60,74
315,3,1:34.0,,I. Thomas misses 2-pt layup at rim,60,74
316,3,1:33.0,,Offensive rebound by K. Olynyk,60,74
317,3,1:33.0,,K. Olynyk makes 2-pt layup at rim,60,76
318,3,1:17.0,S. Johnson misses 3-pt jump shot from 25 ft,,60,76
319,3,1:16.0,,Defensive rebound by I. Thomas,60,76
320,3,1:09.0,,Personal foul by A. Tolliver (drawn by K. Olynyk),60,76
321,3,1:09.0,R. Jackson enters the game for S. Johnson,,60,76
322,3,1:02.0,,K. Olynyk misses 2-pt layup from 1 ft (block by A. Baynes),60,76
323,3,1:01.0,,Offensive rebound by I. Thomas,60,76
324,3,0:56.0,,E. Turner makes 2-pt layup from 2 ft (assist by I. Thomas),60,78
325,3,0:41.0,A. Baynes misses 2-pt jump shot from 13 ft,,60,78
326,3,0:40.0,,Defensive rebound by K. Olynyk,60,78
327,3,0:25.0,,J. Jerebko misses 2-pt jump shot from 17 ft,60,78
328,3,0:24.0,Defensive rebound by D. Hilliard,,60,78
329,3,0:04.0,Turnover by R. Jackson (bad pass; steal by M. Smart),,60,78
330,4,11:37.0,,M. Smart misses 3-pt jump shot from 26 ft,60,78
331,4,11:36.0,Defensive rebound by D. Hilliard,,60,78
332,4,11:24.0,D. Hilliard makes 2-pt layup from 1 ft,,62,78
333,4,11:12.0,,E. Turner makes 2-pt jump shot from 16 ft,62,80
334,4,10:57.0,A. Tolliver misses 3-pt jump shot from 26 ft,,62,80
335,4,10:56.0,,Defensive rebound by M. Smart,62,80
336,4,10:45.0,,E. Turner makes 2-pt jump shot from 8 ft,62,82
337,4,10:22.0,D. Hilliard makes 2-pt layup from 2 ft,,64,82
338,4,10:03.0,,E. Turner misses 2-pt jump shot from 17 ft,64,82
339,4,10:02.0,Defensive rebound by A. Baynes,,64,82
340,4,9:50.0,R. Jackson misses 3-pt jump shot from 25 ft,,64,82
341,4,9:49.0,,Defensive rebound by J. Jerebko,64,82
342,4,9:35.0,,A. Bradley makes 2-pt layup at rim (assist by E. Turner),64,84
343,4,9:20.0,R. Jackson makes 2-pt jump shot from 11 ft,,66,84
344,4,8:56.0,,Turnover by J. Jerebko (lost ball; steal by A. Baynes),66,84
345,4,8:49.0,B. Jennings misses 3-pt jump shot from 25 ft,,66,84
346,4,8:48.0,,Defensive rebound by J. Jerebko,66,84
347,4,8:40.0,,J. Jerebko misses 2-pt layup from 1 ft,66,84
348,4,8:39.0,Defensive rebound by A. Tolliver,,66,84
349,4,8:33.0,B. Jennings misses 3-pt jump shot from 23 ft,,66,84
350,4,8:31.0,,Defensive rebound by E. Turner,66,84
351,4,8:15.0,,K. Olynyk misses 2-pt jump shot from 18 ft,66,84
352,4,8:14.0,Defensive rebound by A. Tolliver,,66,84
353,4,8:04.0,R. Jackson makes 3-pt jump shot from 25 ft,,69,84
354,4,8:03.0,,Boston full timeout,69,84
355,4,8:03.0,,T. Zeller enters the game for K. Olynyk,69,84
356,4,8:03.0,E. İlyasova enters the game for B. Jennings,,69,84
357,4,8:03.0,A. Drummond enters the game for A. Tolliver,,69,84
358,4,8:03.0,S. Johnson enters the game for A. Baynes,,69,84
359,4,7:50.0,,A. Bradley makes 2-pt jump shot from 21 ft (assist by T. Zeller),69,86
360,4,7:35.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by D. Hilliard),,72,86
361,4,7:15.0,,M. Smart misses 2-pt jump shot from 15 ft,72,86
362,4,7:13.0,,Offensive rebound by J. Jerebko,72,86
363,4,7:13.0,,J. Jerebko makes 2-pt layup at rim,72,88
364,4,7:04.0,R. Jackson misses 3-pt jump shot from 24 ft,,72,88
365,4,7:02.0,Offensive rebound by D. Hilliard,,72,88
366,4,6:59.0,A. Drummond misses 2-pt jump shot from 7 ft (block by T. Zeller),,72,88
367,4,6:58.0,Offensive rebound by Team,,72,88
368,4,6:57.0,Shooting foul by A. Bradley (drawn by R. Jackson),,72,88
369,4,6:57.0,R. Jackson makes free throw 1 of 2,,73,88
370,4,6:57.0,R. Jackson makes free throw 2 of 2,,74,88
371,4,6:45.0,,T. Zeller misses 2-pt jump shot from 18 ft,74,88
372,4,6:44.0,Defensive rebound by S. Johnson,,74,88
373,4,6:38.0,Turnover by S. Johnson (bad pass; steal by T. Zeller),,74,88
374,4,6:32.0,,E. Turner misses 2-pt jump shot from 10 ft (block by A. Drummond),74,88
375,4,6:31.0,,Offensive rebound by Team,74,88
376,4,6:27.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),74,90
377,4,6:15.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,76,90
378,4,5:56.0,,A. Bradley misses 2-pt jump shot from 7 ft,76,90
379,4,5:55.0,Defensive rebound by Team,,76,90
380,4,5:55.0,Official timeout,,76,90
381,4,5:55.0,,I. Thomas enters the game for M. Smart,76,90
