,QUARTER,TIME_REMAINING,UTAH_ACTION,PHOENIX_ACTION,UTAH_SCORE,PHOENIX_SCORE
75,1,3:00.0,Utah full timeout,,9,16
76,1,3:00.0,R. Hood enters the game for D. Favors,,9,16
77,1,2:51.0,G. Hayward misses 3-pt jump shot from 24 ft,,9,16
78,1,2:50.0,,Defensive rebound by T. Chandler,9,16
79,1,2:35.0,,M. Teletović misses 2-pt layup from 2 ft,9,16
80,1,2:35.0,Defensive rebound by G. Hayward,,9,16
81,1,2:29.0,S. Mack misses 3-pt jump shot from 24 ft,,9,16
82,1,2:29.0,,Defensive rebound by Team,9,16
83,1,2:04.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by R. Price),9,19
84,1,1:53.0,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),,11,19
85,1,1:38.0,,Shooting foul by G. Hayward (drawn by D. Booker),11,19
86,1,1:38.0,,D. Booker makes free throw 1 of 2,11,20
87,1,1:38.0,C. Johnson enters the game for S. Mack,,11,20
88,1,1:38.0,,A. Goodwin enters the game for R. Price,11,20
89,1,1:38.0,D. Favors enters the game for R. Hood,,11,20
90,1,1:38.0,R. Neto enters the game for G. Hayward,,11,20
91,1,1:38.0,,D. Booker makes free throw 2 of 2,11,21
92,1,1:20.0,T. Lyles makes 3-pt jump shot from 22 ft (assist by R. Neto),,14,21
93,1,1:07.0,,Turnover by A. Goodwin (bad pass),14,21
94,1,1:07.0,,P. Tucker enters the game for A. Len,14,21
95,1,0:53.0,T. Lyles makes 2-pt layup from 2 ft,,16,21
96,1,0:40.0,,Turnover by A. Goodwin (bad pass; steal by R. Neto),16,21
97,1,0:34.0,T. Lyles misses 2-pt layup from 1 ft,,16,21
98,1,0:33.0,,Defensive rebound by M. Teletović,16,21
99,1,0:26.0,,M. Teletović misses 2-pt layup from 3 ft (block by C. Johnson),16,21
100,1,0:26.0,,Offensive rebound by Team,16,21
101,1,0:25.0,,Shooting foul by R. Neto (drawn by M. Teletović),16,21
102,1,0:25.0,,M. Teletović makes free throw 1 of 2,16,22
103,1,0:25.0,R. Hood enters the game for C. Johnson,,16,22
104,1,0:25.0,,R. Price enters the game for P. Tucker,16,22
105,1,0:25.0,,M. Teletović makes free throw 2 of 2,16,23
106,1,0:05.0,T. Lyles misses 2-pt layup from 2 ft,,16,23
107,1,0:04.0,,Defensive rebound by A. Goodwin,16,23
108,1,0:00.0,,A. Goodwin misses 2-pt jump shot from 8 ft,16,23
109,1,0:00.0,,Offensive rebound by Team,16,23
110,2,11:46.0,,A. Goodwin makes 2-pt layup at rim,16,25
111,2,11:26.0,D. Favors makes 2-pt jump shot from 16 ft (assist by R. Hood),,18,25
112,2,11:10.0,,J. Jenkins misses 2-pt jump shot from 17 ft,18,25
113,2,11:08.0,Defensive rebound by R. Hood,,18,25
114,2,10:54.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Neto),,20,25
115,2,10:39.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by J. Jenkins),20,28
116,2,10:23.0,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Favors),,23,28
117,2,10:06.0,,M. Teletović misses 3-pt jump shot from 24 ft,23,28
118,2,10:05.0,Defensive rebound by R. Neto,,23,28
119,2,9:56.0,R. Neto misses 3-pt jump shot from 25 ft,,23,28
120,2,9:56.0,,Defensive rebound by P. Tucker,23,28
121,2,9:44.0,,Personal foul by D. Favors,23,28
122,2,9:44.0,R. Gobert enters the game for D. Favors,,23,28
123,2,9:33.0,,A. Len misses 2-pt layup from 2 ft (block by R. Gobert),23,28
124,2,9:32.0,Defensive rebound by T. Booker,,23,28
125,2,9:16.0,R. Hood misses 3-pt jump shot from 25 ft,,23,28
126,2,9:15.0,,Defensive rebound by Team,23,28
127,2,9:02.0,,J. Jenkins misses 2-pt jump shot from 9 ft,23,28
128,2,9:01.0,Defensive rebound by R. Gobert,,23,28
129,2,8:56.0,Shooting foul by A. Goodwin (drawn by R. Neto),,23,28
130,2,8:56.0,Official timeout,,23,28
131,2,8:56.0,,D. Booker enters the game for A. Goodwin,23,28
132,2,8:56.0,G. Hayward enters the game for C. Johnson,,23,28
133,2,8:56.0,R. Neto misses free throw 1 of 2,,23,28
134,2,8:56.0,Offensive rebound by Team,,23,28
135,2,8:56.0,R. Neto makes free throw 2 of 2,,24,28
136,2,8:51.0,,Turnover by A. Len (bad pass; steal by R. Neto),24,28
137,2,8:51.0,Turnover by R. Neto (bad pass),,24,28
138,2,8:37.0,,J. Jenkins misses 3-pt jump shot from 25 ft,24,28
139,2,8:36.0,Defensive rebound by R. Neto,,24,28
140,2,8:18.0,R. Gobert makes 2-pt dunk at rim (assist by T. Booker),,26,28
141,2,7:59.0,,Shooting foul by R. Neto (drawn by J. Jenkins),26,28
142,2,7:59.0,,J. Jenkins makes free throw 1 of 2,26,29
143,2,7:59.0,C. Johnson enters the game for R. Neto,,26,29
144,2,7:59.0,S. Mack enters the game for R. Hood,,26,29
145,2,7:59.0,,J. Jenkins makes free throw 2 of 2,26,30
146,2,7:53.0,,Violation by Team (delay of game),26,30
147,2,7:53.0,,T. Chandler enters the game for J. Jenkins,26,30
148,2,7:36.0,C. Johnson makes 3-pt jump shot from 24 ft (assist by S. Mack),,29,30
149,2,7:19.0,,A. Len misses 2-pt layup from 2 ft,29,30
150,2,7:18.0,,Offensive rebound by T. Chandler,29,30
151,2,7:16.0,,Offensive foul by M. Teletović (drawn by C. Johnson),29,30
152,2,7:16.0,,Turnover by M. Teletović (offensive foul),29,30
153,2,6:59.0,Shooting foul by A. Len (drawn by G. Hayward),,29,30
154,2,6:59.0,G. Hayward makes free throw 1 of 2,,30,30
155,2,6:59.0,G. Hayward makes free throw 2 of 2,,31,30
156,2,6:43.0,,D. Booker misses 2-pt jump shot from 10 ft (block by S. Mack),31,30
157,2,6:43.0,Defensive rebound by S. Mack,,31,30
158,2,6:39.0,R. Gobert makes 2-pt layup from 1 ft (assist by G. Hayward),,33,30
159,2,6:39.0,,Phoenix full timeout,33,30
160,2,6:39.0,,R. Price enters the game for M. Teletović,33,30
161,2,6:21.0,,R. Price misses 3-pt jump shot from 25 ft,33,30
162,2,6:20.0,Defensive rebound by R. Gobert,,33,30
163,2,6:07.0,Turnover by G. Hayward (bad pass; steal by D. Booker),,33,30
164,2,6:00.0,,P. Tucker misses 3-pt jump shot from 23 ft,33,30
165,2,5:58.0,Defensive rebound by C. Johnson,,33,30
166,2,5:46.0,R. Gobert misses 2-pt jump shot from 3 ft,,33,30
167,2,5:44.0,Offensive rebound by T. Booker,,33,30
168,2,5:44.0,T. Booker makes 2-pt dunk at rim,,35,30
169,2,5:20.0,,D. Booker misses 3-pt jump shot from 25 ft,35,30
170,2,5:19.0,Defensive rebound by R. Gobert,,35,30
171,2,5:10.0,T. Booker misses 2-pt hook shot from 7 ft,,35,30
172,2,5:08.0,,Defensive rebound by T. Chandler,35,30
173,2,4:58.0,,A. Len misses 2-pt jump shot from 17 ft (block by T. Booker),35,30
174,2,4:56.0,Defensive rebound by S. Mack,,35,30
175,2,4:52.0,T. Booker misses 2-pt layup at rim,,35,30
176,2,4:51.0,,Defensive rebound by P. Tucker,35,30
177,2,4:33.0,,Personal foul by T. Booker,35,30
178,2,4:33.0,R. Hood enters the game for R. Gobert,,35,30
179,2,4:33.0,T. Lyles enters the game for C. Johnson,,35,30
180,2,4:33.0,D. Favors enters the game for T. Booker,,35,30
181,2,4:27.0,,D. Booker misses 2-pt jump shot from 17 ft (block by R. Hood),35,30
182,2,4:26.0,Defensive rebound by G. Hayward,,35,30
183,2,4:19.0,Turnover by T. Lyles (step out of bounds),,35,30
184,2,4:05.0,,Turnover by D. Booker (bad pass),35,30
185,2,3:51.0,D. Favors makes 2-pt jump shot from 12 ft (assist by S. Mack),,37,30
186,2,3:32.0,,R. Price misses 3-pt jump shot from 23 ft,37,30
187,2,3:32.0,Defensive rebound by T. Lyles,,37,30
188,2,3:29.0,Turnover by T. Lyles (traveling),,37,30
189,2,3:08.0,,A. Len misses 2-pt layup from 1 ft,37,30
190,2,3:07.0,Defensive rebound by D. Favors,,37,30
191,2,2:55.0,D. Favors makes 2-pt jump shot from 15 ft (assist by G. Hayward),,39,30
192,2,2:48.0,,Phoenix full timeout,39,30
193,2,2:48.0,Utah full timeout,,39,30
194,2,2:48.0,,M. Teletović enters the game for R. Price,39,30
195,2,2:36.0,,A. Len misses 2-pt jump shot from 14 ft,39,30
196,2,2:36.0,Defensive rebound by Team,,39,30
197,2,2:14.0,S. Mack misses 2-pt jump shot from 17 ft,,39,30
198,2,2:13.0,,Defensive rebound by T. Chandler,39,30
199,2,2:07.0,,Turnover by D. Booker (bad pass),39,30
200,2,1:46.0,G. Hayward makes 2-pt jump shot from 8 ft,,41,30
201,2,1:34.0,,Offensive foul by M. Teletović (drawn by G. Hayward),41,30
202,2,1:34.0,,Turnover by M. Teletović (offensive foul),41,30
203,2,1:17.0,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),,44,30
204,2,0:59.0,,D. Booker makes 2-pt jump shot from 13 ft,44,32
205,2,0:56.0,T. Lyles makes 2-pt dunk at rim (assist by G. Hayward),,46,32
206,2,0:41.0,,D. Booker misses 2-pt jump shot from 17 ft,46,32
207,2,0:40.0,,Offensive rebound by A. Len,46,32
208,2,0:39.0,,Shooting foul by R. Hood (drawn by A. Len),46,32
209,2,0:39.0,,A. Len misses free throw 1 of 2,46,32
210,2,0:39.0,,Offensive rebound by Team,46,32
211,2,0:39.0,,A. Len makes free throw 2 of 2,46,33
212,2,0:33.0,D. Favors misses 2-pt jump shot from 4 ft,,46,33
213,2,0:32.0,,Defensive rebound by Team,46,33
214,2,0:12.0,,Turnover by D. Booker (bad pass; steal by D. Favors),46,33
215,2,0:01.0,Utah full timeout,,46,33
216,2,0:01.0,R. Gobert enters the game for D. Favors,,46,33
217,3,11:41.0,,Turnover by R. Price (bad pass; steal by R. Gobert),46,33
218,3,11:28.0,G. Hayward misses 3-pt jump shot from 23 ft,,46,33
219,3,11:27.0,,Defensive rebound by T. Chandler,46,33
220,3,11:19.0,,R. Price makes 2-pt jump shot from 19 ft,46,35
221,3,10:53.0,R. Hood misses 3-pt jump shot from 24 ft,,46,35
222,3,10:53.0,,Defensive rebound by P. Tucker,46,35
223,3,10:47.0,,D. Booker makes 3-pt jump shot from 24 ft,46,38
224,3,10:24.0,D. Favors misses 2-pt jump shot from 15 ft,,46,38
225,3,10:23.0,,Defensive rebound by T. Chandler,46,38
226,3,10:13.0,,Turnover by A. Len (bad pass; steal by R. Hood),46,38
227,3,10:07.0,R. Hood makes 3-pt jump shot from 24 ft (assist by S. Mack),,49,38
228,3,9:51.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by D. Booker),49,41
229,3,9:34.0,Offensive foul by R. Gobert (drawn by R. Price),,49,41
230,3,9:34.0,Turnover by R. Gobert (offensive foul),,49,41
231,3,9:16.0,,D. Booker misses 3-pt jump shot from 25 ft,49,41
232,3,9:16.0,Defensive rebound by G. Hayward,,49,41
233,3,9:10.0,Turnover by S. Mack (bad pass; steal by P. Tucker),,49,41
234,3,9:05.0,,P. Tucker misses 2-pt layup from 1 ft (block by G. Hayward),49,41
235,3,9:04.0,Defensive rebound by S. Mack,,49,41
236,3,8:59.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Hood),,51,41
237,3,8:59.0,Shooting foul by T. Chandler (drawn by D. Favors),,51,41
238,3,8:59.0,T. Lyles enters the game for R. Gobert,,51,41
239,3,8:59.0,D. Favors misses free throw 1 of 1,,51,41
240,3,8:58.0,,Defensive rebound by T. Chandler,51,41
241,3,8:41.0,,A. Len misses 2-pt hook shot from 7 ft,51,41
242,3,8:39.0,,Offensive rebound by A. Len,51,41
243,3,8:39.0,,A. Len misses 2-pt layup from 3 ft,51,41
244,3,8:37.0,,Offensive rebound by T. Chandler,51,41
245,3,8:37.0,,T. Chandler makes 2-pt layup from 1 ft,51,43
246,3,8:37.0,,Shooting foul by D. Favors (drawn by T. Chandler),51,43
247,3,8:37.0,,T. Chandler misses free throw 1 of 1,51,43
248,3,8:36.0,Defensive rebound by G. Hayward,,51,43
249,3,8:25.0,S. Mack makes 2-pt jump shot from 4 ft,,53,43
250,3,8:08.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by D. Booker),53,46
251,3,7:43.0,T. Lyles misses 2-pt jump shot from 17 ft,,53,46
252,3,7:41.0,,Defensive rebound by T. Chandler,53,46
253,3,7:29.0,,P. Tucker makes 3-pt jump shot from 24 ft,53,49
254,3,7:24.0,Utah full timeout,,53,49
255,3,7:16.0,G. Hayward misses 2-pt jump shot from 19 ft,,53,49
256,3,7:16.0,Offensive rebound by Team,,53,49
257,3,7:16.0,,Loose ball foul by R. Price,53,49
258,3,7:07.0,Personal foul by D. Booker,,53,49
259,3,6:54.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by D. Favors),,56,49
260,3,6:39.0,,Personal foul by G. Hayward,56,49
261,3,6:25.0,,D. Booker makes 2-pt jump shot from 10 ft,56,51
262,3,6:08.0,D. Favors makes 2-pt hook shot from 3 ft (assist by R. Hood),,58,51
263,3,6:08.0,Shooting foul by R. Price (drawn by D. Favors),,58,51
264,3,6:08.0,J. Ingles enters the game for G. Hayward,,58,51
265,3,6:08.0,D. Favors makes free throw 1 of 1,,59,51
266,3,5:56.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),59,53
267,3,5:36.0,J. Ingles misses 3-pt jump shot from 24 ft,,59,53
268,3,5:36.0,,Defensive rebound by T. Chandler,59,53
269,3,5:19.0,,P. Tucker misses 3-pt jump shot from 22 ft,59,53
270,3,5:19.0,Defensive rebound by S. Mack,,59,53
271,3,5:11.0,Personal foul by D. Booker,,59,53
272,3,5:11.0,S. Mack makes free throw 1 of 2,,60,53
273,3,5:11.0,S. Mack makes free throw 2 of 2,,61,53
274,3,4:49.0,,A. Len misses 2-pt jump shot from 19 ft,61,53
275,3,4:47.0,,Offensive rebound by T. Chandler,61,53
276,3,4:47.0,,T. Chandler misses 2-pt layup from 2 ft,61,53
277,3,4:47.0,Defensive rebound by Team,,61,53
278,3,4:31.0,D. Favors makes 2-pt dunk at rim (assist by R. Hood),,63,53
279,3,4:15.0,,Turnover by R. Price (bad pass),63,53
280,3,4:01.0,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Favors),,66,53
281,3,4:01.0,,Phoenix full timeout,66,53
282,3,4:01.0,,M. Teletović enters the game for A. Len,66,53
283,3,4:01.0,,A. Goodwin enters the game for R. Price,66,53
284,3,3:53.0,,Personal foul by R. Hood,66,53
285,3,3:49.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),66,55
286,3,3:28.0,T. Lyles makes 2-pt jump shot from 7 ft,,68,55
287,3,3:06.0,,T. Chandler makes 2-pt layup at rim (assist by A. Goodwin),68,57
288,3,2:56.0,Shooting foul by M. Teletović (drawn by T. Lyles),,68,57
289,3,2:56.0,T. Lyles makes free throw 1 of 2,,69,57
290,3,2:56.0,R. Gobert enters the game for R. Hood,,69,57
291,3,2:56.0,C. Johnson enters the game for D. Favors,,69,57
292,3,2:56.0,T. Lyles misses free throw 2 of 2,,69,57
293,3,2:55.0,,Defensive rebound by P. Tucker,69,57
294,3,2:36.0,,Turnover by A. Goodwin (lost ball),69,57
295,3,2:26.0,T. Lyles misses 3-pt jump shot from 24 ft,,69,57
296,3,2:26.0,,Defensive rebound by T. Chandler,69,57
297,3,2:17.0,,D. Booker misses 2-pt jump shot from 7 ft (block by S. Mack),69,57
298,3,2:17.0,,Offensive rebound by Team,69,57
299,3,2:14.0,,M. Teletović makes 2-pt jump shot from 19 ft (assist by P. Tucker),69,59
300,3,1:55.0,R. Gobert misses 2-pt jump shot from 4 ft,,69,59
301,3,1:55.0,,Defensive rebound by P. Tucker,69,59
302,3,1:38.0,,M. Teletović misses 3-pt jump shot from 24 ft,69,59
303,3,1:37.0,,Offensive rebound by P. Tucker,69,59
304,3,1:36.0,,Shooting foul by T. Lyles (drawn by P. Tucker),69,59
305,3,1:36.0,,P. Tucker makes 2-pt layup from 2 ft,69,61
306,3,1:36.0,T. Booker enters the game for T. Lyles,,69,61
307,3,1:36.0,G. Hayward enters the game for J. Ingles,,69,61
308,3,1:36.0,,A. Len enters the game for T. Chandler,69,61
309,3,1:36.0,,P. Tucker makes free throw 1 of 1,69,62
310,3,1:19.0,S. Mack misses 3-pt jump shot from 25 ft,,69,62
311,3,1:19.0,,Defensive rebound by P. Tucker,69,62
312,3,1:08.0,,A. Goodwin misses 2-pt jump shot from 18 ft,69,62
313,3,1:07.0,Defensive rebound by T. Booker,,69,62
314,3,0:53.0,Personal foul by A. Goodwin,,69,62
315,3,0:53.0,S. Mack misses free throw 1 of 2,,69,62
316,3,0:53.0,Offensive rebound by Team,,69,62
317,3,0:53.0,S. Mack makes free throw 2 of 2,,70,62
318,3,0:34.0,,Turnover by P. Tucker (bad pass),70,62
319,3,0:29.0,G. Hayward makes 2-pt jump shot from 18 ft,,72,62
320,3,0:06.0,,M. Teletović makes 2-pt jump shot from 16 ft (assist by D. Booker),72,64
321,3,0:00.0,S. Mack makes 2-pt layup from 1 ft,,74,64
322,4,11:40.0,G. Hayward makes 2-pt jump shot from 8 ft,,76,64
323,4,11:40.0,Shooting block foul by J. Jenkins (drawn by G. Hayward),,76,64
324,4,11:40.0,G. Hayward makes free throw 1 of 1,,77,64
325,4,11:19.0,,M. Teletović misses 3-pt jump shot from 24 ft,77,64
326,4,11:19.0,Defensive rebound by R. Gobert,,77,64
327,4,11:03.0,Shooting foul by A. Len (drawn by R. Gobert),,77,64
328,4,11:03.0,R. Gobert makes free throw 1 of 2,,78,64
329,4,11:03.0,,R. Price enters the game for J. Jenkins,78,64
330,4,11:03.0,R. Gobert makes free throw 2 of 2,,79,64
331,4,10:44.0,,M. Teletović makes 2-pt jump shot from 8 ft,79,66
332,4,10:25.0,G. Hayward misses 2-pt jump shot from 4 ft,,79,66
333,4,10:23.0,,Defensive rebound by A. Len,79,66
334,4,10:16.0,,A. Goodwin makes 2-pt layup from 1 ft,79,68
335,4,10:08.0,Personal foul by R. Price,,79,68
336,4,9:54.0,G. Hayward makes 2-pt jump shot from 9 ft (assist by T. Booker),,81,68
337,4,9:39.0,,Turnover by A. Goodwin (bad pass; steal by R. Gobert),81,68
338,4,9:33.0,G. Hayward misses 3-pt jump shot from 24 ft,,81,68
339,4,9:33.0,Offensive rebound by T. Booker,,81,68
340,4,9:28.0,C. Johnson misses 3-pt jump shot from 24 ft,,81,68
341,4,9:28.0,,Defensive rebound by M. Teletović,81,68
342,4,9:11.0,,A. Goodwin misses 3-pt jump shot from 25 ft,81,68
343,4,9:11.0,Defensive rebound by T. Booker,,81,68
344,4,9:05.0,C. Johnson makes 2-pt dunk at rim (assist by G. Hayward),,83,68
345,4,9:04.0,,Phoenix full timeout,83,68
346,4,9:04.0,,D. Booker enters the game for A. Len,83,68
347,4,9:04.0,,P. Tucker enters the game for A. Goodwin,83,68
348,4,9:04.0,,T. Chandler enters the game for C. Budinger,83,68
349,4,8:50.0,,T. Chandler makes 2-pt layup from 1 ft (assist by P. Tucker),83,70
350,4,8:50.0,,Shooting foul by R. Gobert (drawn by T. Chandler),83,70
351,4,8:50.0,,T. Chandler misses free throw 1 of 1,83,70
352,4,8:49.0,,Offensive rebound by P. Tucker,83,70
353,4,8:24.0,,P. Tucker misses 3-pt jump shot from 24 ft,83,70
354,4,8:24.0,,Offensive rebound by M. Teletović,83,70
355,4,8:17.0,,D. Booker misses 3-pt jump shot from 23 ft,83,70
356,4,8:16.0,Defensive rebound by C. Johnson,,83,70
357,4,8:02.0,G. Hayward makes 2-pt jump shot from 7 ft,,85,70
358,4,7:59.0,,Turnover by R. Price (bad pass),85,70
359,4,7:59.0,R. Hood enters the game for G. Hayward,,85,70
360,4,7:50.0,Personal foul by R. Price,,85,70
361,4,7:50.0,D. Favors enters the game for R. Gobert,,85,70
362,4,7:41.0,R. Hood misses 2-pt jump shot from 9 ft,,85,70
363,4,7:39.0,,Defensive rebound by D. Booker,85,70
364,4,7:32.0,,M. Teletović misses 3-pt jump shot from 22 ft,85,70
365,4,7:32.0,Defensive rebound by Team,,85,70
366,4,7:09.0,D. Favors makes 2-pt jump shot from 17 ft (assist by R. Neto),,87,70
367,4,6:44.0,,T. Chandler makes 2-pt hook shot from 2 ft (assist by D. Booker),87,72
368,4,6:27.0,Turnover by R. Hood (bad pass; steal by M. Teletović),,87,72
369,4,6:16.0,,M. Teletović makes 2-pt layup at rim,87,74
370,4,6:16.0,Utah full timeout,,87,74
371,4,6:16.0,S. Mack enters the game for C. Johnson,,87,74
372,4,6:16.0,G. Hayward enters the game for R. Neto,,87,74
373,4,6:08.0,Turnover by R. Hood (bad pass; steal by T. Chandler),,87,74
374,4,6:04.0,,D. Booker misses 2-pt layup from 1 ft (block by R. Hood),87,74
375,4,6:03.0,Defensive rebound by R. Hood,,87,74
376,4,5:57.0,T. Booker makes 2-pt jump shot from 6 ft (assist by R. Hood),,89,74
377,4,5:41.0,,M. Teletović misses 3-pt jump shot from 24 ft (block by T. Booker),89,74
378,4,5:41.0,Defensive rebound by D. Favors,,89,74
379,4,5:25.0,R. Hood misses 2-pt jump shot from 20 ft,,89,74
380,4,5:24.0,,Defensive rebound by T. Chandler,89,74
381,4,5:14.0,,Turnover by T. Chandler (bad pass; steal by D. Favors),89,74
382,4,5:05.0,S. Mack makes 2-pt jump shot from 12 ft,,91,74
383,4,4:41.0,,M. Teletović makes 2-pt jump shot from 15 ft,91,76
384,4,4:23.0,Turnover by D. Favors (bad pass; steal by D. Booker),,91,76
385,4,4:23.0,,Personal foul by G. Hayward,91,76
386,4,4:23.0,T. Lyles enters the game for D. Favors,,91,76
387,4,4:23.0,R. Gobert enters the game for T. Booker,,91,76
388,4,4:02.0,,P. Tucker makes 2-pt layup from 2 ft,91,78
389,4,3:52.0,Offensive foul by G. Hayward (drawn by R. Price),,91,78
390,4,3:52.0,Turnover by G. Hayward (offensive foul),,91,78
391,4,3:42.0,,Shooting foul by R. Hood (drawn by T. Chandler),91,78
392,4,3:42.0,,T. Chandler misses free throw 1 of 2,91,78
393,4,3:42.0,,Offensive rebound by Team,91,78
394,4,3:42.0,,T. Chandler makes free throw 2 of 2,91,79
395,4,3:27.0,G. Hayward misses 2-pt layup from 1 ft,,91,79
396,4,3:27.0,Offensive rebound by R. Gobert,,91,79
397,4,3:18.0,S. Mack misses 2-pt jump shot from 10 ft,,91,79
398,4,3:18.0,Offensive rebound by S. Mack,,91,79
