,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
0,1,11:43.0,J. Valančiūnas misses 2-pt jump shot from 3 ft (block by N. Noel),,0,0
1,1,11:41.0,,Defensive rebound by N. Noel,0,0
2,1,11:21.0,,N. Noel makes 2-pt jump shot from 6 ft (assist by J. Grant),0,2
3,1,11:04.0,D. DeRozan misses 2-pt jump shot from 14 ft (block by N. Stauskas),,0,2
4,1,11:03.0,,Defensive rebound by N. Stauskas,0,2
5,1,10:48.0,,J. Okafor makes 2-pt layup from 1 ft (assist by I. Smith),0,4
6,1,10:36.0,L. Scola misses 3-pt jump shot from 23 ft,,0,4
7,1,10:21.0,,Defensive rebound by N. Noel,0,4
8,1,10:14.0,,J. Okafor makes 2-pt layup from 1 ft (assist by I. Smith),0,6
9,1,9:53.0,J. Johnson misses 2-pt jump shot from 3 ft,,0,6
10,1,9:52.0,,Defensive rebound by J. Okafor,0,6
11,1,9:39.0,,J. Okafor makes 2-pt layup at rim,0,8
12,1,9:39.0,Violation by J. Valančiūnas (def goaltending),,0,8
13,1,9:35.0,Toronto full timeout,,0,8
14,1,9:24.0,K. Lowry misses 2-pt jump shot from 12 ft,,0,8
15,1,9:22.0,,Defensive rebound by J. Grant,0,8
16,1,9:10.0,,Personal foul by J. Johnson (drawn by J. Okafor),0,8
17,1,9:01.0,,I. Smith misses 2-pt jump shot from 15 ft,0,8
18,1,8:59.0,,Offensive rebound by J. Okafor,0,8
19,1,8:55.0,,J. Okafor makes 2-pt layup from 1 ft,0,10
20,1,8:34.0,J. Johnson misses 3-pt jump shot from 23 ft,,0,10
21,1,8:32.0,,Defensive rebound by I. Smith,0,10
22,1,8:28.0,,Personal foul by K. Lowry (drawn by J. Grant),0,10
23,1,8:17.0,,N. Noel misses 2-pt hook shot from 9 ft,0,10
24,1,8:13.0,Defensive rebound by J. Valančiūnas,,0,10
25,1,8:06.0,J. Valančiūnas misses 2-pt jump shot from 18 ft,,0,10
26,1,8:05.0,,Defensive rebound by N. Noel,0,10
27,1,7:54.0,,I. Smith makes 2-pt layup at rim,0,12
28,1,7:29.0,K. Lowry makes 2-pt layup at rim,,2,12
29,1,7:19.0,,J. Grant misses 3-pt jump shot from 23 ft,2,12
30,1,7:18.0,,Offensive rebound by J. Okafor,2,12
31,1,7:18.0,T. Ross enters the game for J. Johnson,,2,12
32,1,7:18.0,P. Patterson enters the game for L. Scola,,2,12
33,1,7:09.0,,J. Grant misses 2-pt layup from 1 ft (block by J. Valančiūnas),2,12
34,1,7:09.0,,Offensive rebound by Team,2,12
35,1,7:09.0,,H. Thompson enters the game for J. Okafor,2,12
36,1,7:02.0,,I. Smith misses 2-pt layup from 2 ft,2,12
37,1,7:01.0,Defensive rebound by J. Valančiūnas,,2,12
38,1,6:51.0,Shooting foul by I. Smith (drawn by K. Lowry),,2,12
39,1,6:51.0,K. Lowry makes free throw 1 of 2,,3,12
40,1,6:51.0,K. Lowry makes free throw 2 of 2,,4,12
41,1,6:45.0,,I. Smith misses 2-pt jump shot from 5 ft (block by P. Patterson),4,12
42,1,6:42.0,Defensive rebound by J. Valančiūnas,,4,12
43,1,6:26.0,,J. Sampson enters the game for N. Stauskas,4,12
44,1,6:19.0,T. Ross misses 3-pt jump shot from 25 ft,,4,12
45,1,6:17.0,,Defensive rebound by I. Smith,4,12
46,1,6:04.0,,J. Sampson misses 2-pt jump shot from 8 ft,4,12
47,1,6:03.0,Defensive rebound by J. Valančiūnas,,4,12
48,1,5:46.0,T. Ross makes 2-pt jump shot from 20 ft (assist by P. Patterson),,6,12
49,1,5:36.0,,Philadelphia full timeout,6,12
50,1,5:36.0,,R. Covington enters the game for J. Grant,6,12
51,1,5:19.0,,N. Noel misses 2-pt layup from 2 ft,6,12
52,1,5:18.0,Defensive rebound by K. Lowry,,6,12
53,1,5:04.0,P. Patterson makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,9,12
54,1,4:49.0,,Shooting foul by K. Lowry (drawn by N. Noel),9,12
55,1,4:49.0,,N. Noel makes free throw 1 of 2,9,13
56,1,4:49.0,C. Joseph enters the game for K. Lowry,,9,13
57,1,4:49.0,,N. Noel makes free throw 2 of 2,9,14
58,1,4:29.0,D. DeRozan makes 2-pt layup from 1 ft (assist by C. Joseph),,11,14
59,1,4:22.0,,I. Smith makes 2-pt layup at rim,11,16
60,1,4:05.0,D. DeRozan misses 2-pt jump shot from 15 ft,,11,16
61,1,4:03.0,Offensive rebound by J. Valančiūnas,,11,16
62,1,4:02.0,J. Valančiūnas makes 2-pt hook shot from 4 ft,,13,16
63,1,4:02.0,Shooting foul by J. Sampson (drawn by J. Valančiūnas),,13,16
64,1,4:02.0,,J. Okafor enters the game for N. Noel,13,16
65,1,4:02.0,J. Valančiūnas makes free throw 1 of 1,,14,16
66,1,3:45.0,,J. Sampson misses 2-pt layup from 2 ft (block by C. Joseph),14,16
67,1,3:45.0,,Offensive rebound by Team,14,16
68,1,3:45.0,B. Biyombo enters the game for J. Valančiūnas,,14,16
69,1,3:45.0,,T. McConnell enters the game for I. Smith,14,16
70,1,3:35.0,T. Ross makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,16,16
71,1,3:20.0,,H. Thompson misses 2-pt layup from 2 ft,16,16
72,1,3:18.0,,Offensive rebound by J. Okafor,16,16
73,1,3:16.0,,J. Okafor makes 2-pt layup from 1 ft,16,18
74,1,3:00.0,D. DeRozan makes 2-pt jump shot from 13 ft,,18,18
75,1,2:36.0,,T. McConnell makes 2-pt jump shot from 3 ft (assist by J. Okafor),18,20
76,1,2:27.0,Toronto full timeout,,18,20
77,1,2:14.0,Turnover by C. Joseph (bad pass),,18,20
78,1,1:59.0,,H. Thompson misses 2-pt layup from 1 ft,18,20
79,1,1:56.0,Defensive rebound by D. DeRozan,,18,20
80,1,1:45.0,T. Ross makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,21,20
81,1,1:20.0,,T. McConnell makes 3-pt jump shot from 24 ft (assist by J. Okafor),21,23
82,1,1:02.0,T. Ross misses 3-pt jump shot from 25 ft,,21,23
83,1,1:01.0,Offensive rebound by Team,,21,23
84,1,1:01.0,,Loose ball foul by J. Sampson (drawn by P. Patterson),21,23
85,1,0:52.0,C. Joseph misses 2-pt jump shot from 18 ft,,21,23
86,1,0:50.0,Offensive rebound by B. Biyombo,,21,23
87,1,0:39.0,T. Ross makes 2-pt jump shot from 18 ft,,23,23
88,1,0:27.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by T. McConnell),23,26
89,1,0:27.0,Violation by T. Ross (def goaltending),,23,26
90,1,0:02.0,D. DeRozan makes 2-pt jump shot from 6 ft,,25,26
91,2,11:43.0,,R. Covington misses 3-pt jump shot from 25 ft,25,26
92,2,11:42.0,Defensive rebound by B. Biyombo,,25,26
93,2,11:22.0,T. Ross makes 2-pt jump shot from 13 ft (assist by C. Joseph),,27,26
94,2,11:10.0,,T. McConnell misses 2-pt jump shot from 11 ft,27,26
95,2,11:08.0,Defensive rebound by T. Ross,,27,26
96,2,10:54.0,C. Joseph misses 2-pt layup at rim,,27,26
97,2,10:50.0,,Defensive rebound by T. McConnell,27,26
98,2,10:44.0,,R. Covington misses 2-pt layup from 1 ft,27,26
99,2,10:42.0,Defensive rebound by C. Joseph,,27,26
100,2,10:39.0,Shooting foul by T. McConnell (drawn by T. Ross),,27,26
101,2,10:39.0,T. Ross makes free throw 1 of 2,,28,26
102,2,10:39.0,,J. Grant enters the game for R. Covington,28,26
103,2,10:39.0,,N. Stauskas enters the game for H. Thompson,28,26
104,2,10:39.0,T. Ross makes free throw 2 of 2,,29,26
105,2,10:27.0,,J. Okafor makes 2-pt layup from 1 ft (assist by J. Sampson),29,28
106,2,10:17.0,Turnover by K. Lowry (bad pass; steal by J. Okafor),,29,28
107,2,10:04.0,,J. Okafor misses 2-pt jump shot from 10 ft,29,28
