,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA CLIPPERS_ACTION,ORLANDO_SCORE,LA CLIPPERS_SCORE
383,4,5:09.0,,B. Griffin makes 2-pt layup from 2 ft,96,88
384,4,4:53.0,V. Oladipo misses 3-pt jump shot from 24 ft,,96,88
385,4,4:53.0,,Defensive rebound by W. Johnson,96,88
386,4,4:48.0,,Shooting foul by V. Oladipo (drawn by J. Crawford),96,88
387,4,4:48.0,,J. Crawford makes free throw 1 of 2,96,89
388,4,4:48.0,E. Fournier enters the game for V. Oladipo,,96,89
389,4,4:48.0,N. Vučević enters the game for A. Nicholson,,96,89
390,4,4:48.0,,J. Crawford makes free throw 2 of 2,96,90
391,4,4:26.0,A. Gordon misses 2-pt jump shot from 11 ft,,96,90
392,4,4:24.0,,Defensive rebound by B. Griffin,96,90
393,4,4:13.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),96,92
394,4,3:53.0,A. Gordon misses 2-pt jump shot from 12 ft (block by W. Johnson),,96,92
395,4,3:52.0,,Defensive rebound by W. Johnson,96,92
396,4,3:32.0,,Shooting foul by J. Smith (drawn by J. Crawford),96,92
397,4,3:32.0,,J. Crawford makes free throw 1 of 2,96,93
398,4,3:32.0,T. Harris enters the game for A. Gordon,,96,93
399,4,3:32.0,,J. Crawford makes free throw 2 of 2,96,94
400,4,3:17.0,Turnover by T. Harris (bad pass; steal by W. Johnson),,96,94
401,4,3:07.0,,W. Johnson misses 3-pt jump shot from 23 ft,96,94
402,4,3:06.0,,Offensive rebound by D. Jordan,96,94
403,4,3:02.0,,J. Crawford makes 3-pt jump shot from 27 ft (assist by W. Johnson),96,97
404,4,3:02.0,Orlando full timeout,,96,97
405,4,2:45.0,E. Payton misses 2-pt jump shot from 18 ft,,96,97
406,4,2:44.0,,Defensive rebound by B. Griffin,96,97
407,4,2:31.0,,Turnover by J. Crawford (bad pass),96,97
408,4,2:20.0,Turnover by N. Vučević (offensive foul),,96,97
409,4,2:20.0,Offensive foul by N. Vučević (drawn by A. Rivers),,96,97
410,4,2:04.0,,J. Crawford makes 2-pt layup from 3 ft,96,99
411,4,1:53.0,Shooting foul by W. Johnson (drawn by T. Harris),,96,99
412,4,1:53.0,T. Harris makes free throw 1 of 2,,97,99
413,4,1:53.0,T. Harris makes free throw 2 of 2,,98,99
414,4,1:41.0,,A. Rivers misses 2-pt layup from 2 ft (block by E. Fournier),98,99
415,4,1:41.0,Defensive rebound by Team,,98,99
416,4,1:23.0,Turnover by E. Fournier (traveling),,98,99
417,4,1:07.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by J. Crawford),98,101
418,4,1:07.0,Orlando full timeout,,98,101
419,4,1:07.0,V. Oladipo enters the game for E. Fournier,,98,101
420,4,0:52.0,E. Payton misses 3-pt jump shot from 26 ft,,98,101
421,4,0:51.0,Offensive rebound by J. Smith,,98,101
422,4,0:51.0,J. Smith makes 2-pt layup from 2 ft,,100,101
423,4,0:34.0,,J. Crawford misses 3-pt jump shot from 27 ft,100,101
424,4,0:34.0,Defensive rebound by N. Vučević,,100,101
425,4,0:13.0,T. Harris misses 2-pt jump shot from 13 ft,,100,101
426,4,0:12.0,,Defensive rebound by J. Crawford,100,101
427,4,0:10.0,,Personal take foul by E. Payton (drawn by J. Crawford),100,101
428,4,0:10.0,,J. Crawford misses free throw 1 of 2,100,101
429,4,0:10.0,,Offensive rebound by Team,100,101
430,4,0:10.0,,J. Crawford makes free throw 2 of 2,100,102
431,4,0:10.0,Orlando full timeout,,100,102
432,4,0:10.0,,L. Mbah a Moute enters the game for J. Crawford,100,102
433,4,0:04.0,V. Oladipo misses 2-pt jump shot from 21 ft,,100,102
434,4,0:04.0,,Defensive rebound by A. Rivers,100,102
435,4,0:04.0,,Personal take foul by T. Harris (drawn by A. Rivers),100,102
436,4,0:04.0,,A. Rivers makes free throw 1 of 2,100,103
437,4,0:04.0,,A. Rivers misses free throw 2 of 2,100,103
438,4,0:04.0,Defensive rebound by E. Payton,,100,103
439,4,0:02.0,Personal take foul by L. Mbah a Moute (drawn by E. Payton),,100,103
440,4,0:02.0,E. Payton makes free throw 1 of 2,,101,103
441,4,0:02.0,E. Payton misses free throw 2 of 2,,101,103
442,4,0:01.0,,Defensive rebound by Team,101,103
443,4,0:01.0,,LA Clippers full timeout,101,103
444,4,0:01.0,,J. Crawford enters the game for L. Mbah a Moute,101,103
445,4,0:01.0,,P. Pierce enters the game for D. Jordan,101,103
446,4,0:01.0,E. Fournier enters the game for N. Vučević,,101,103
447,4,0:01.0,A. Gordon enters the game for J. Smith,,101,103
448,4,0:01.0,,Turnover by P. Pierce (bad pass; steal by E. Payton),101,103
