,QUARTER,TIME_REMAINING,BOSTON_ACTION,MIAMI_ACTION,BOSTON_SCORE,MIAMI_SCORE
0,1,11:38.0,,D. Wade misses 2-pt layup from 2 ft,0,0
1,1,11:37.0,Defensive rebound by A. Johnson,,0,0
2,1,11:25.0,Turnover by J. Crowder (bad pass; steal by D. Wade),,0,0
3,1,11:17.0,,G. Green makes 3-pt jump shot from 23 ft (assist by C. Bosh),0,3
4,1,10:52.0,J. Sullinger misses 3-pt jump shot from 24 ft,,0,3
5,1,10:51.0,,Defensive rebound by G. Green,0,3
6,1,10:42.0,,G. Dragić makes 2-pt jump shot from 5 ft,0,5
7,1,10:26.0,A. Johnson makes 3-pt jump shot from 24 ft (assist by I. Thomas),,3,5
8,1,10:12.0,,C. Bosh misses 2-pt jump shot from 14 ft,3,5
9,1,10:11.0,Defensive rebound by Team,,3,5
10,1,9:52.0,A. Bradley misses 2-pt jump shot from 19 ft,,3,5
11,1,9:51.0,,Defensive rebound by H. Whiteside,3,5
12,1,9:28.0,,D. Wade makes 2-pt layup from 2 ft,3,7
13,1,9:06.0,A. Johnson makes 2-pt hook shot from 8 ft,,5,7
14,1,8:50.0,,G. Dragić misses 2-pt layup from 1 ft,5,7
15,1,8:49.0,Defensive rebound by A. Johnson,,5,7
16,1,8:43.0,I. Thomas misses 2-pt jump shot from 18 ft,,5,7
17,1,8:42.0,,Defensive rebound by C. Bosh,5,7
18,1,8:30.0,,D. Wade makes 2-pt jump shot from 11 ft,5,9
19,1,8:23.0,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),,7,9
20,1,8:06.0,Violation by J. Crowder (kicked ball),,7,9
21,1,8:01.0,Violation by J. Crowder (kicked ball),,7,9
22,1,7:49.0,,C. Bosh misses 3-pt jump shot from 24 ft,7,9
23,1,7:47.0,,Offensive rebound by H. Whiteside,7,9
24,1,7:36.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by G. Dragić),7,12
25,1,7:18.0,I. Thomas misses 2-pt jump shot from 12 ft,,7,12
26,1,7:17.0,,Defensive rebound by C. Bosh,7,12
27,1,7:14.0,,Shooting foul by J. Crowder (drawn by G. Dragić),7,12
28,1,7:14.0,,G. Dragić misses free throw 1 of 2,7,12
29,1,7:14.0,,Offensive rebound by Team,7,12
30,1,7:14.0,,G. Dragić makes free throw 2 of 2,7,13
31,1,7:03.0,I. Thomas misses 2-pt jump shot from 18 ft,,7,13
32,1,7:02.0,,Defensive rebound by C. Bosh,7,13
33,1,6:52.0,,C. Bosh misses 3-pt jump shot from 23 ft,7,13
34,1,6:51.0,Defensive rebound by A. Bradley,,7,13
35,1,6:38.0,J. Sullinger makes 2-pt jump shot from 16 ft (assist by A. Bradley),,9,13
36,1,6:18.0,,D. Wade misses 2-pt jump shot from 8 ft,9,13
37,1,6:17.0,,Offensive rebound by H. Whiteside,9,13
38,1,6:16.0,,Shooting foul by J. Sullinger (drawn by H. Whiteside),9,13
39,1,6:16.0,,H. Whiteside makes free throw 1 of 2,9,14
40,1,6:16.0,,J. McRoberts enters the game for C. Bosh,9,14
41,1,6:16.0,,J. Winslow enters the game for G. Green,9,14
42,1,6:16.0,,H. Whiteside makes free throw 2 of 2,9,15
43,1,6:03.0,Turnover by Team (back court),,9,15
44,1,5:51.0,,Offensive foul by H. Whiteside (drawn by J. Sullinger),9,15
45,1,5:51.0,,Turnover by H. Whiteside (offensive foul),9,15
46,1,5:51.0,,Miami full timeout,9,15
47,1,5:51.0,E. Turner enters the game for I. Thomas,,9,15
48,1,5:36.0,J. Crowder makes 2-pt jump shot from 19 ft (assist by A. Johnson),,11,15
49,1,5:27.0,,Personal foul by J. Crowder (drawn by D. Wade),11,15
50,1,5:13.0,,H. Whiteside misses 2-pt hook shot from 8 ft,11,15
51,1,5:12.0,Defensive rebound by A. Johnson,,11,15
52,1,5:04.0,A. Bradley makes 2-pt jump shot from 21 ft,,13,15
53,1,4:47.0,,Turnover by G. Dragić (bad pass; steal by J. Crowder),13,15
54,1,4:42.0,E. Turner makes 2-pt layup from 1 ft (assist by A. Bradley),,15,15
55,1,4:21.0,,D. Wade misses 2-pt jump shot from 19 ft,15,15
56,1,4:20.0,,Offensive rebound by H. Whiteside,15,15
57,1,4:11.0,,D. Wade makes 2-pt layup from 2 ft,15,17
58,1,3:57.0,Def 3 sec tech foul by H. Whiteside,,15,17
59,1,3:57.0,A. Bradley makes technical free throw,,16,17
60,1,3:57.0,,T. Johnson enters the game for D. Wade,16,17
61,1,3:57.0,J. Jerebko enters the game for A. Johnson,,16,17
62,1,3:47.0,J. Sullinger makes 2-pt jump shot from 15 ft,,18,17
63,1,3:32.0,,Turnover by T. Johnson (bad pass; steal by E. Turner),18,17
64,1,3:28.0,E. Turner misses 2-pt layup from 2 ft,,18,17
65,1,3:27.0,Offensive rebound by J. Crowder,,18,17
66,1,3:26.0,J. Crowder makes 2-pt layup from 1 ft,,20,17
67,1,3:05.0,,Turnover by J. Winslow (lost ball; steal by J. Jerebko),20,17
68,1,2:56.0,Shooting foul by H. Whiteside (drawn by J. Crowder),,20,17
69,1,2:56.0,Boston full timeout,,20,17
