,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
0,1,11:45.0,,C. Bosh makes 2-pt layup from 1 ft (assist by L. Deng),0,2
1,1,11:27.0,M. Williams misses 3-pt jump shot from 25 ft,,0,2
2,1,11:26.0,,Defensive rebound by L. Deng,0,2
3,1,11:07.0,,Personal foul by M. Williams (drawn by C. Bosh),0,2
4,1,11:01.0,,D. Wade makes 2-pt jump shot from 18 ft (assist by G. Dragić),0,4
5,1,10:39.0,A. Jefferson makes 2-pt jump shot from 7 ft,,2,4
6,1,10:24.0,,G. Dragić makes 2-pt layup from 1 ft,2,6
7,1,10:09.0,A. Jefferson misses 2-pt jump shot from 8 ft,,2,6
8,1,10:08.0,,Defensive rebound by C. Bosh,2,6
9,1,10:04.0,,G. Dragić makes 2-pt layup from 1 ft,2,8
10,1,10:04.0,Charlotte full timeout,,2,8
11,1,9:51.0,A. Jefferson misses 2-pt jump shot from 5 ft (block by D. Wade),,2,8
12,1,9:50.0,,Defensive rebound by C. Bosh,2,8
13,1,9:34.0,,Turnover by H. Whiteside (traveling),2,8
14,1,9:18.0,A. Jefferson makes 2-pt layup from 2 ft (assist by M. Williams),,4,8
15,1,9:03.0,,D. Wade misses 2-pt jump shot from 16 ft,4,8
16,1,9:02.0,Defensive rebound by N. Batum,,4,8
17,1,8:51.0,M. Williams misses 3-pt jump shot from 23 ft,,4,8
18,1,8:50.0,,Defensive rebound by L. Deng,4,8
19,1,8:38.0,,Turnover by H. Whiteside (lost ball; steal by A. Jefferson),4,8
20,1,8:20.0,A. Jefferson makes 2-pt jump shot from 13 ft,,6,8
21,1,8:20.0,Shooting foul by H. Whiteside (drawn by A. Jefferson),,6,8
22,1,8:20.0,A. Jefferson misses free throw 1 of 1,,6,8
23,1,8:19.0,,Defensive rebound by C. Bosh,6,8
24,1,8:04.0,,H. Whiteside misses 2-pt jump shot from 18 ft,6,8
25,1,8:03.0,Defensive rebound by N. Batum,,6,8
26,1,8:02.0,A. Jefferson makes 2-pt layup from 1 ft (assist by P. Hairston),,8,8
27,1,8:02.0,,Violation by L. Deng (def goaltending),8,8
28,1,7:46.0,,G. Dragić misses 2-pt jump shot from 13 ft,8,8
29,1,7:45.0,Defensive rebound by M. Williams,,8,8
30,1,7:40.0,M. Williams makes 2-pt layup at rim (assist by P. Hairston),,10,8
31,1,7:34.0,,Miami full timeout,10,8
32,1,7:34.0,,U. Haslem enters the game for H. Whiteside,10,8
33,1,7:25.0,,Shooting foul by P. Hairston (drawn by D. Wade),10,8
34,1,7:25.0,,D. Wade makes free throw 1 of 2,10,9
35,1,7:25.0,,D. Wade makes free throw 2 of 2,10,10
36,1,7:10.0,N. Batum misses 2-pt layup from 3 ft (block by L. Deng),,10,10
37,1,7:09.0,Offensive rebound by N. Batum,,10,10
38,1,7:07.0,N. Batum makes 2-pt jump shot from 4 ft,,12,10
39,1,6:53.0,,Shooting foul by A. Jefferson (drawn by C. Bosh),12,10
40,1,6:53.0,,C. Bosh makes free throw 1 of 2,12,11
41,1,6:53.0,,C. Bosh makes free throw 2 of 2,12,12
42,1,6:40.0,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),,14,12
43,1,6:20.0,,C. Bosh misses 3-pt jump shot from 25 ft,14,12
44,1,6:19.0,Defensive rebound by A. Jefferson,,14,12
45,1,5:57.0,K. Walker misses 2-pt jump shot from 16 ft,,14,12
46,1,5:56.0,,Defensive rebound by U. Haslem,14,12
47,1,5:51.0,Offensive charge foul by D. Wade (drawn by P. Hairston),,14,12
48,1,5:51.0,,Turnover by D. Wade (offensive foul),14,12
49,1,5:51.0,,J. Winslow enters the game for C. Bosh,14,12
50,1,5:51.0,C. Zeller enters the game for M. Williams,,14,12
51,1,5:40.0,Shooting foul by U. Haslem (drawn by A. Jefferson),,14,12
52,1,5:40.0,A. Jefferson makes free throw 1 of 2,,15,12
53,1,5:40.0,A. Jefferson misses free throw 2 of 2,,15,12
54,1,5:39.0,,Defensive rebound by U. Haslem,15,12
55,1,5:27.0,,D. Wade makes 2-pt jump shot from 17 ft,15,14
56,1,5:15.0,K. Walker misses 3-pt jump shot from 24 ft,,15,14
57,1,5:14.0,,Defensive rebound by Team,15,14
58,1,5:14.0,,M. Chalmers enters the game for G. Dragić,15,14
59,1,5:06.0,,Turnover by U. Haslem (offensive foul),15,14
60,1,5:06.0,,Offensive foul by U. Haslem (drawn by P. Hairston),15,14
61,1,5:06.0,,G. Green enters the game for D. Wade,15,14
62,1,5:06.0,J. Lin enters the game for N. Batum,,15,14
63,1,4:49.0,A. Jefferson makes 2-pt jump shot from 11 ft,,17,14
64,1,4:33.0,,M. Chalmers misses 2-pt layup from 2 ft (block by K. Walker),17,14
65,1,4:32.0,,Offensive rebound by Team,17,14
66,1,4:29.0,,L. Deng misses 2-pt jump shot from 17 ft,17,14
67,1,4:28.0,Defensive rebound by J. Lin,,17,14
68,1,4:23.0,Personal foul by L. Deng (drawn by J. Lin),,17,14
69,1,4:23.0,S. Hawes enters the game for A. Jefferson,,17,14
70,1,4:23.0,,J. McRoberts enters the game for L. Deng,17,14
71,1,4:14.0,K. Walker misses 2-pt jump shot from 16 ft,,17,14
72,1,4:13.0,,Defensive rebound by J. Winslow,17,14
73,1,3:55.0,,G. Green misses 3-pt jump shot from 24 ft,17,14
74,1,3:54.0,Defensive rebound by C. Zeller,,17,14
75,1,3:34.0,P. Hairston misses 3-pt jump shot from 23 ft,,17,14
76,1,3:33.0,,Defensive rebound by J. McRoberts,17,14
77,1,3:21.0,,U. Haslem makes 2-pt jump shot from 8 ft (assist by J. McRoberts),17,16
78,1,3:05.0,Turnover by C. Zeller (offensive foul),,17,16
79,1,3:05.0,Offensive foul by C. Zeller (drawn by U. Haslem),,17,16
80,1,3:05.0,B. Roberts enters the game for P. Hairston,,17,16
81,1,3:05.0,M. Williams enters the game for K. Walker,,17,16
82,1,2:45.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by J. Winslow),17,19
83,1,2:29.0,S. Hawes misses 2-pt jump shot from 17 ft,,17,19
84,1,2:28.0,,Defensive rebound by J. Winslow,17,19
85,1,2:13.0,,G. Green misses 2-pt jump shot from 19 ft,17,19
86,1,2:12.0,Defensive rebound by B. Roberts,,17,19
87,1,2:07.0,J. Lin makes 2-pt layup from 2 ft (assist by M. Williams),,19,19
88,1,1:59.0,,Personal foul by J. Lin (drawn by M. Chalmers),19,19
89,1,1:47.0,,M. Chalmers misses 3-pt jump shot from 23 ft,19,19
90,1,1:46.0,Defensive rebound by S. Hawes,,19,19
91,1,1:29.0,B. Roberts makes 2-pt jump shot from 15 ft,,21,19
92,1,1:29.0,Shooting foul by M. Chalmers (drawn by B. Roberts),,21,19
93,1,1:29.0,,C. Bosh enters the game for U. Haslem,21,19
94,1,1:29.0,B. Roberts makes free throw 1 of 1,,22,19
95,1,1:16.0,,Turnover by J. Winslow (bad pass; steal by C. Zeller),22,19
96,1,1:01.0,J. Lin makes 3-pt jump shot from 24 ft,,25,19
97,1,0:55.0,,Personal foul by B. Roberts (drawn by M. Chalmers),25,19
98,1,0:55.0,,M. Chalmers makes free throw 1 of 2,25,20
99,1,0:55.0,,M. Chalmers makes free throw 2 of 2,25,21
100,1,0:32.0,J. Lin misses 2-pt jump shot from 19 ft,,25,21
101,1,0:31.0,Offensive rebound by Team,,25,21
102,1,0:31.0,Turnover by Team (shot clock),,25,21
103,1,0:11.0,,Personal foul by S. Hawes (drawn by C. Bosh),25,21
104,1,0:11.0,,C. Bosh makes free throw 1 of 2,25,22
105,1,0:11.0,,C. Bosh makes free throw 2 of 2,25,23
106,1,0:00.0,S. Hawes makes 2-pt layup at rim (assist by J. Lin),,27,23
107,2,11:35.0,J. Lin makes 2-pt jump shot from 8 ft,,29,23
108,2,11:19.0,,G. Green misses 2-pt jump shot from 17 ft,29,23
109,2,11:18.0,Defensive rebound by C. Zeller,,29,23
110,2,11:05.0,B. Roberts misses 2-pt jump shot from 10 ft,,29,23
111,2,11:04.0,,Defensive rebound by J. McRoberts,29,23
112,2,10:50.0,,C. Bosh makes 2-pt jump shot from 15 ft,29,25
113,2,10:35.0,S. Hawes misses 3-pt jump shot from 24 ft,,29,25
114,2,10:34.0,,Defensive rebound by J. Winslow,29,25
115,2,10:21.0,,C. Bosh misses 2-pt jump shot from 12 ft,29,25
116,2,10:20.0,,Offensive rebound by Team,29,25
117,2,10:20.0,Violation by S. Hawes (kicked ball),,29,25
118,2,10:13.0,,Shooting foul by S. Hawes (drawn by C. Bosh),29,25
119,2,10:13.0,,C. Bosh misses free throw 1 of 2,29,25
