,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHARLOTTE_ACTION,ATLANTA_SCORE,CHARLOTTE_SCORE
44,1,4:59.0,T. Splitter enters the game for K. Bazemore,,15,14
45,1,4:44.0,P. Millsap makes 2-pt jump shot from 7 ft,,17,14
46,1,4:26.0,L. Patterson enters the game for A. Horford,,17,14
47,1,4:26.0,D. Schröder enters the game for J. Teague,,17,14
48,1,4:26.0,T. Sefolosha enters the game for K. Korver,,17,14
49,1,4:18.0,,N. Batum misses 2-pt jump shot from 13 ft,17,14
50,1,4:16.0,Defensive rebound by P. Millsap,,17,14
51,1,4:09.0,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),,19,14
52,1,3:52.0,,A. Jefferson misses 2-pt jump shot from 16 ft,19,14
53,1,3:51.0,Defensive rebound by P. Millsap,,19,14
54,1,3:34.0,T. Splitter makes 2-pt layup from 1 ft (assist by P. Millsap),,21,14
55,1,3:34.0,,Charlotte full timeout,21,14
56,1,3:34.0,,S. Hawes enters the game for P. Hairston,21,14
57,1,3:34.0,,J. Lin enters the game for A. Jefferson,21,14
58,1,3:34.0,,M. Williams enters the game for K. Walker,21,14
59,1,3:14.0,,S. Hawes makes 2-pt jump shot from 19 ft (assist by J. Lin),21,16
60,1,2:56.0,Personal foul by J. Lin (drawn by D. Schröder),,21,16
61,1,2:44.0,P. Millsap misses 2-pt jump shot from 9 ft,,21,16
62,1,2:42.0,Offensive rebound by P. Millsap,,21,16
63,1,2:37.0,L. Patterson misses 3-pt jump shot from 25 ft,,21,16
64,1,2:37.0,,Defensive rebound by Team,21,16
65,1,2:10.0,,Turnover by J. Lin (bad pass; steal by T. Splitter),21,16
66,1,2:04.0,D. Schröder makes 2-pt layup from 2 ft,,23,16
67,1,1:46.0,,Personal foul by T. Splitter (drawn by J. Lin),23,16
68,1,1:46.0,M. Scott enters the game for P. Millsap,,23,16
69,1,1:46.0,,J. Lamb enters the game for N. Batum,23,16
70,1,1:35.0,,S. Hawes misses 2-pt jump shot from 11 ft,23,16
71,1,1:34.0,Defensive rebound by T. Sefolosha,,23,16
72,1,1:26.0,T. Sefolosha misses 2-pt jump shot from 17 ft (block by J. Lamb),,23,16
73,1,1:26.0,Offensive rebound by Team,,23,16
74,1,1:22.0,D. Schröder misses 2-pt jump shot from 20 ft,,23,16
75,1,1:21.0,,Defensive rebound by S. Hawes,23,16
76,1,1:13.0,,Turnover by M. Williams (bad pass; steal by T. Splitter),23,16
77,1,1:04.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by M. Scott),,26,16
78,1,0:50.0,,J. Lamb misses 2-pt layup from 2 ft,26,16
79,1,0:49.0,Defensive rebound by T. Splitter,,26,16
80,1,0:32.0,D. Schröder makes 2-pt layup from 1 ft,,28,16
81,1,0:16.0,,Shooting foul by T. Sefolosha (drawn by J. Lin),28,16
82,1,0:16.0,,J. Lin makes free throw 1 of 2,28,17
83,1,0:16.0,,J. Lin makes free throw 2 of 2,28,18
84,1,0:02.0,L. Patterson misses 2-pt layup from 2 ft (block by M. Williams),,28,18
85,1,0:01.0,,Defensive rebound by C. Zeller,28,18
86,1,0:00.0,,Turnover by C. Zeller (bad pass; steal by D. Schröder),28,18
87,2,11:39.0,M. Scott misses 3-pt jump shot from 26 ft,,28,18
88,2,11:38.0,,Defensive rebound by S. Hawes,28,18
89,2,11:21.0,,J. Lamb makes 2-pt jump shot from 17 ft (assist by S. Hawes),28,20
90,2,11:02.0,D. Schröder misses 2-pt jump shot from 12 ft,,28,20
91,2,10:59.0,,Defensive rebound by M. Williams,28,20
92,2,10:51.0,,J. Lamb misses 3-pt jump shot from 26 ft,28,20
93,2,10:49.0,Defensive rebound by A. Horford,,28,20
94,2,10:41.0,M. Scott misses 2-pt jump shot from 6 ft (block by J. Lamb),,28,20
95,2,10:39.0,,Defensive rebound by S. Hawes,28,20
96,2,10:26.0,,S. Hawes misses 3-pt jump shot from 25 ft (block by A. Horford),28,20
97,2,10:23.0,Defensive rebound by A. Horford,,28,20
98,2,10:20.0,A. Horford makes 2-pt layup from 1 ft,,30,20
99,2,10:03.0,,J. Lin misses 3-pt jump shot from 24 ft,30,20
100,2,10:01.0,,Offensive rebound by C. Zeller,30,20
101,2,9:53.0,,J. Lamb misses 3-pt jump shot from 25 ft,30,20
102,2,9:52.0,Defensive rebound by Team,,30,20
103,2,9:52.0,,F. Kaminsky enters the game for C. Zeller,30,20
104,2,9:52.0,K. Korver enters the game for T. Sefolosha,,30,20
105,2,9:38.0,J. Teague makes 2-pt layup from 1 ft,,32,20
106,2,9:28.0,,Personal foul by J. Teague (drawn by J. Lin),32,20
107,2,9:28.0,K. Bazemore enters the game for D. Schröder,,32,20
108,2,9:15.0,,S. Hawes misses 2-pt layup from 2 ft,32,20
109,2,9:13.0,Defensive rebound by J. Teague,,32,20
110,2,9:10.0,,Violation by S. Hawes (def goaltending),32,20
111,2,9:10.0,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),,34,20
112,2,9:10.0,,Charlotte full timeout,34,20
113,2,8:56.0,,J. Lamb makes 2-pt jump shot from 15 ft (assist by S. Hawes),34,22
114,2,8:28.0,A. Horford misses 2-pt jump shot from 15 ft,,34,22
115,2,8:27.0,,Defensive rebound by J. Lamb,34,22
116,2,8:14.0,,M. Williams misses 3-pt jump shot from 25 ft,34,22
117,2,8:12.0,Defensive rebound by M. Scott,,34,22
118,2,8:04.0,J. Teague misses 2-pt jump shot from 3 ft (block by J. Lin),,34,22
119,2,8:02.0,,Defensive rebound by M. Williams,34,22
120,2,7:53.0,,J. Lamb makes 2-pt layup from 1 ft (assist by J. Lin),34,24
121,2,7:32.0,J. Teague misses 3-pt jump shot from 23 ft,,34,24
122,2,7:31.0,,Defensive rebound by J. Lamb,34,24
123,2,7:12.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lin),34,27
124,2,6:52.0,A. Horford makes 2-pt jump shot from 8 ft,,36,27
125,2,6:39.0,,J. Lin misses 3-pt jump shot from 25 ft,36,27
126,2,6:38.0,Defensive rebound by K. Bazemore,,36,27
127,2,6:20.0,A. Horford misses 3-pt jump shot from 22 ft,,36,27
128,2,6:19.0,,Defensive rebound by M. Williams,36,27
129,2,5:57.0,,S. Hawes misses 3-pt jump shot from 37 ft,36,27
130,2,5:57.0,,Offensive rebound by Team,36,27
131,2,5:57.0,,Turnover by Team (shot clock),36,27
132,2,5:57.0,Official timeout,,36,27
133,2,5:57.0,T. Splitter enters the game for A. Horford,,36,27
134,2,5:57.0,P. Millsap enters the game for J. Teague,,36,27
135,2,5:57.0,D. Schröder enters the game for M. Scott,,36,27
136,2,5:57.0,,K. Walker enters the game for M. Williams,36,27
137,2,5:57.0,,P. Hairston enters the game for S. Hawes,36,27
138,2,5:57.0,,A. Jefferson enters the game for J. Lin,36,27
139,2,5:57.0,,N. Batum enters the game for J. Lamb,36,27
140,2,5:36.0,T. Splitter makes 2-pt layup from 2 ft (assist by K. Bazemore),,38,27
141,2,5:18.0,,Shooting foul by D. Schröder (drawn by K. Walker),38,27
142,2,5:18.0,,K. Walker misses free throw 1 of 2,38,27
143,2,5:18.0,,Offensive rebound by Team,38,27
144,2,5:18.0,,K. Walker makes free throw 2 of 2,38,28
145,2,5:02.0,K. Bazemore makes 2-pt layup at rim (assist by T. Splitter),,40,28
146,2,4:41.0,,K. Walker makes 2-pt jump shot from 2 ft,40,30
147,2,4:21.0,D. Schröder misses 3-pt jump shot from 24 ft,,40,30
148,2,4:20.0,,Defensive rebound by A. Jefferson,40,30
149,2,4:12.0,,K. Walker makes 2-pt layup from 1 ft,40,32
150,2,3:53.0,T. Sefolosha enters the game for K. Bazemore,,40,32
151,2,3:53.0,,C. Zeller enters the game for F. Kaminsky,40,32
152,2,3:46.0,P. Millsap makes 2-pt jump shot from 11 ft (assist by K. Korver),,42,32
153,2,3:34.0,,Turnover by P. Hairston (bad pass; steal by T. Sefolosha),42,32
154,2,3:13.0,Turnover by D. Schröder (bad pass; steal by K. Walker),,42,32
155,2,3:10.0,,Shooting foul by P. Millsap (drawn by P. Hairston),42,32
156,2,3:10.0,,P. Hairston makes 2-pt layup from 1 ft (assist by N. Batum),42,34
157,2,3:10.0,J. Teague enters the game for T. Splitter,,42,34
158,2,3:10.0,A. Horford enters the game for K. Korver,,42,34
159,2,3:10.0,,P. Hairston makes free throw 1 of 1,42,35
160,2,2:44.0,J. Teague misses 2-pt layup from 1 ft,,42,35
161,2,2:43.0,,Defensive rebound by A. Jefferson,42,35
162,2,2:37.0,,P. Hairston misses 3-pt jump shot from 26 ft,42,35
163,2,2:35.0,,Offensive rebound by N. Batum,42,35
164,2,2:30.0,,K. Walker misses 3-pt jump shot from 26 ft,42,35
165,2,2:27.0,Defensive rebound by D. Schröder,,42,35
166,2,2:15.0,Turnover by T. Sefolosha (bad pass; steal by K. Walker),,42,35
167,2,2:10.0,,K. Walker misses 2-pt layup at rim,42,35
168,2,2:07.0,,Offensive rebound by C. Zeller,42,35
169,2,2:07.0,,C. Zeller misses 2-pt layup from 1 ft,42,35
170,2,2:05.0,Defensive rebound by A. Horford,,42,35
171,2,1:52.0,A. Horford makes 2-pt layup from 1 ft (assist by P. Millsap),,44,35
172,2,1:24.0,,N. Batum misses 3-pt jump shot from 26 ft,44,35
173,2,1:22.0,Defensive rebound by A. Horford,,44,35
174,2,1:17.0,Atlanta full timeout,,44,35
175,2,1:13.0,Turnover by A. Horford (offensive foul),,44,35
176,2,1:13.0,Offensive foul by A. Horford (drawn by K. Walker),,44,35
177,2,0:51.0,,A. Jefferson makes 2-pt hook shot from 6 ft (assist by P. Hairston),44,37
178,2,0:38.0,P. Millsap misses 3-pt jump shot from 24 ft,,44,37
179,2,0:37.0,Offensive rebound by T. Sefolosha,,44,37
180,2,0:34.0,T. Sefolosha misses 2-pt layup from 1 ft,,44,37
181,2,0:33.0,,Defensive rebound by K. Walker,44,37
182,2,0:32.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),44,39
183,2,0:12.0,D. Schröder misses 2-pt layup from 1 ft (block by C. Zeller),,44,39
184,2,0:09.0,,Defensive rebound by P. Hairston,44,39
185,2,0:09.0,,Offensive foul by P. Hairston (drawn by J. Teague),44,39
186,2,0:09.0,,Turnover by P. Hairston (offensive foul),44,39
187,2,0:09.0,Atlanta full timeout,,44,39
188,2,0:09.0,K. Korver enters the game for D. Schröder,,44,39
189,2,0:09.0,K. Bazemore enters the game for T. Sefolosha,,44,39
190,2,0:09.0,,M. Williams enters the game for A. Jefferson,44,39
191,2,0:03.0,J. Teague makes 2-pt jump shot from 5 ft,,46,39
192,3,11:46.0,K. Bazemore misses 2-pt layup from 2 ft (block by N. Batum),,46,39
193,3,11:43.0,,Defensive rebound by K. Walker,46,39
194,3,11:39.0,,A. Jefferson makes 2-pt dunk at rim (assist by K. Walker),46,41
195,3,11:23.0,J. Teague misses 2-pt jump shot from 7 ft (block by A. Jefferson),,46,41
196,3,11:21.0,,Defensive rebound by M. Williams,46,41
197,3,11:14.0,,Shooting foul by P. Millsap (drawn by K. Walker),46,41
198,3,11:14.0,,K. Walker makes free throw 1 of 2,46,42
199,3,11:14.0,,K. Walker makes free throw 2 of 2,46,43
200,3,10:59.0,K. Bazemore misses 2-pt layup from 2 ft (block by N. Batum),,46,43
201,3,10:57.0,,Defensive rebound by K. Walker,46,43
202,3,10:53.0,,K. Walker misses 2-pt jump shot from 17 ft,46,43
203,3,10:51.0,Defensive rebound by A. Horford,,46,43
204,3,10:46.0,Personal foul by K. Walker (drawn by J. Teague),,46,43
205,3,10:39.0,A. Horford misses 3-pt jump shot from 25 ft,,46,43
206,3,10:37.0,,Defensive rebound by P. Hairston,46,43
207,3,10:24.0,,N. Batum misses 2-pt jump shot from 11 ft,46,43
208,3,10:23.0,Defensive rebound by A. Horford,,46,43
209,3,10:17.0,J. Teague makes 2-pt layup from 1 ft,,48,43
210,3,10:04.0,,N. Batum makes 2-pt jump shot from 10 ft,48,45
211,3,9:49.0,K. Bazemore makes 3-pt jump shot from 27 ft (assist by P. Millsap),,51,45
212,3,9:37.0,,Personal foul by K. Bazemore (drawn by A. Jefferson),51,45
213,3,9:30.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Williams),51,48
214,3,9:17.0,A. Horford misses 2-pt jump shot from 3 ft (block by M. Williams),,51,48
215,3,9:13.0,,Defensive rebound by Team,51,48
216,3,9:02.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),51,51
217,3,9:01.0,Atlanta full timeout,,51,51
218,3,8:48.0,K. Bazemore makes 2-pt layup from 2 ft (assist by P. Millsap),,53,51
219,3,8:27.0,,A. Jefferson misses 2-pt layup from 1 ft (block by A. Horford),53,51
220,3,8:24.0,,Offensive rebound by N. Batum,53,51
221,3,8:19.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),53,54
222,3,8:01.0,A. Horford misses 3-pt jump shot from 23 ft,,53,54
223,3,7:59.0,,Defensive rebound by N. Batum,53,54
224,3,7:48.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),53,56
225,3,7:37.0,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),,55,56
226,3,7:20.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),55,59
227,3,7:05.0,J. Teague misses 2-pt jump shot from 3 ft (block by A. Jefferson),,55,59
228,3,7:03.0,,Defensive rebound by P. Hairston,55,59
229,3,7:03.0,,Shooting foul by K. Korver (drawn by P. Hairston),55,59
230,3,7:03.0,T. Splitter enters the game for K. Bazemore,,55,59
231,3,7:03.0,,P. Hairston makes free throw 1 of 2,55,60
232,3,7:03.0,,P. Hairston makes free throw 2 of 2,55,61
233,3,6:52.0,P. Millsap misses 2-pt jump shot from 17 ft,,55,61
234,3,6:49.0,,Defensive rebound by Team,55,61
235,3,6:39.0,,Personal foul by K. Korver (drawn by K. Walker),55,61
236,3,6:28.0,,P. Hairston misses 3-pt jump shot from 25 ft,55,61
237,3,6:27.0,Defensive rebound by J. Teague,,55,61
238,3,6:24.0,Personal foul by N. Batum (drawn by P. Millsap),,55,61
239,3,6:16.0,K. Korver misses 3-pt jump shot from 22 ft,,55,61
240,3,6:14.0,Offensive rebound by T. Splitter,,55,61
241,3,6:14.0,Shooting foul by A. Jefferson (drawn by T. Splitter),,55,61
242,3,6:14.0,T. Splitter makes free throw 1 of 2,,56,61
243,3,6:14.0,T. Splitter misses free throw 2 of 2,,56,61
244,3,6:13.0,,Defensive rebound by A. Jefferson,56,61
245,3,5:57.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by N. Batum),56,63
246,3,5:39.0,J. Teague makes 3-pt jump shot from 25 ft,,59,63
247,3,5:23.0,,A. Jefferson misses 2-pt jump shot from 15 ft,59,63
248,3,5:21.0,Defensive rebound by K. Korver,,59,63
249,3,5:12.0,J. Teague misses 2-pt jump shot from 9 ft,,59,63
250,3,5:09.0,,Defensive rebound by A. Jefferson,59,63
251,3,4:59.0,,N. Batum misses 3-pt jump shot from 25 ft,59,63
252,3,4:57.0,Defensive rebound by T. Splitter,,59,63
253,3,4:50.0,Turnover by A. Horford (bad pass; steal by N. Batum),,59,63
254,3,4:42.0,,P. Hairston makes 2-pt layup from 1 ft (assist by N. Batum),59,65
255,3,4:31.0,K. Korver misses 3-pt jump shot from 25 ft,,59,65
256,3,4:29.0,Offensive rebound by Team,,59,65
257,3,4:29.0,,C. Zeller enters the game for M. Williams,59,65
258,3,4:29.0,D. Schröder enters the game for J. Teague,,59,65
259,3,4:23.0,K. Korver makes 2-pt jump shot from 18 ft (assist by D. Schröder),,61,65
260,3,4:06.0,,A. Jefferson misses 2-pt jump shot from 3 ft,61,65
261,3,4:05.0,Defensive rebound by T. Splitter,,61,65
262,3,3:52.0,K. Korver makes 2-pt jump shot from 17 ft,,63,65
263,3,3:25.0,,K. Walker misses 2-pt layup from 1 ft (block by P. Millsap),63,65
264,3,3:23.0,Defensive rebound by D. Schröder,,63,65
265,3,3:19.0,K. Korver misses 3-pt jump shot from 24 ft,,63,65
266,3,3:18.0,Offensive rebound by A. Horford,,63,65
267,3,3:15.0,K. Korver misses 3-pt jump shot from 23 ft,,63,65
268,3,3:14.0,,Defensive rebound by A. Jefferson,63,65
269,3,3:11.0,,Charlotte full timeout,63,65
270,3,3:11.0,L. Patterson enters the game for A. Horford,,63,65
271,3,3:11.0,T. Sefolosha enters the game for K. Korver,,63,65
272,3,3:11.0,,J. Lin enters the game for P. Hairston,63,65
273,3,3:11.0,,S. Hawes enters the game for A. Jefferson,63,65
274,3,3:11.0,,J. Lamb enters the game for K. Walker,63,65
275,3,3:02.0,,C. Zeller makes 2-pt dunk at rim (assist by J. Lamb),63,67
276,3,2:51.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),,66,67
277,3,2:45.0,,Personal foul by D. Schröder (drawn by N. Batum),66,67
278,3,2:45.0,,N. Batum makes free throw 1 of 2,66,68
279,3,2:45.0,,N. Batum makes free throw 2 of 2,66,69
280,3,2:31.0,Personal foul by S. Hawes (drawn by D. Schröder),,66,69
281,3,2:19.0,P. Millsap makes 2-pt layup from 1 ft (assist by L. Patterson),,68,69
282,3,2:02.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by N. Batum),68,72
283,3,1:48.0,P. Millsap misses 3-pt jump shot from 25 ft,,68,72
284,3,1:47.0,,Defensive rebound by N. Batum,68,72
285,3,1:36.0,,C. Zeller makes 2-pt layup from 1 ft (assist by J. Lamb),68,74
286,3,1:20.0,D. Schröder misses 3-pt jump shot from 24 ft,,68,74
287,3,1:19.0,,Defensive rebound by Team,68,74
288,3,1:19.0,M. Scott enters the game for P. Millsap,,68,74
289,3,1:03.0,,J. Lin misses 3-pt jump shot from 25 ft,68,74
290,3,1:02.0,Defensive rebound by T. Splitter,,68,74
291,3,0:48.0,Turnover by L. Patterson (lost ball; steal by C. Zeller),,68,74
292,3,0:44.0,,J. Lin makes 2-pt layup from 1 ft,68,76
293,3,0:31.0,T. Splitter misses 2-pt layup from 1 ft (block by J. Lin),,68,76
294,3,0:29.0,Offensive rebound by T. Splitter,,68,76
295,3,0:27.0,Turnover by T. Splitter (lost ball; steal by J. Lin),,68,76
296,3,0:09.0,,N. Batum misses 3-pt jump shot from 28 ft,68,76
297,3,0:07.0,Defensive rebound by M. Scott,,68,76
298,3,0:00.0,T. Sefolosha makes 2-pt jump shot from 21 ft (assist by L. Patterson),,70,76
299,4,11:45.0,,J. Lin misses 2-pt jump shot from 6 ft,70,76
300,4,11:45.0,Defensive rebound by Team,,70,76
301,4,11:45.0,,Loose ball foul by S. Hawes (drawn by L. Patterson),70,76
302,4,11:35.0,D. Schröder misses 2-pt layup from 1 ft (block by S. Hawes),,70,76
303,4,11:33.0,Offensive rebound by T. Sefolosha,,70,76
304,4,11:30.0,T. Sefolosha misses 2-pt layup from 1 ft,,70,76
305,4,11:29.0,Offensive rebound by D. Schröder,,70,76
306,4,11:15.0,L. Patterson misses 2-pt jump shot from 11 ft,,70,76
307,4,11:13.0,,Defensive rebound by M. Williams,70,76
308,4,11:04.0,,C. Zeller misses 2-pt jump shot from 18 ft,70,76
309,4,11:03.0,Defensive rebound by L. Patterson,,70,76
310,4,10:48.0,M. Scott misses 3-pt jump shot from 25 ft,,70,76
311,4,10:47.0,,Defensive rebound by J. Lamb,70,76
312,4,10:38.0,,J. Lamb misses 2-pt layup from 2 ft,70,76
313,4,10:36.0,Defensive rebound by T. Sefolosha,,70,76
314,4,10:33.0,Turnover by T. Sefolosha (lost ball),,70,76
315,4,10:33.0,A. Horford enters the game for T. Splitter,,70,76
316,4,10:31.0,K. Bazemore enters the game for L. Patterson,,70,76
317,4,10:18.0,,Turnover by S. Hawes (bad pass; steal by K. Bazemore),70,76
318,4,10:15.0,Shooting foul by J. Lin (drawn by K. Bazemore),,70,76
319,4,10:15.0,K. Bazemore makes free throw 1 of 2,,71,76
320,4,10:15.0,K. Bazemore makes free throw 2 of 2,,72,76
321,4,10:04.0,,Personal foul by M. Scott (drawn by C. Zeller),72,76
322,4,9:55.0,,S. Hawes misses 2-pt jump shot from 9 ft,72,76
323,4,9:54.0,Defensive rebound by A. Horford,,72,76
324,4,9:45.0,D. Schröder makes 2-pt jump shot from 17 ft,,74,76
325,4,9:22.0,,Turnover by M. Williams (bad pass; steal by T. Sefolosha),74,76
326,4,9:11.0,Turnover by T. Sefolosha (bad pass; steal by S. Hawes),,74,76
327,4,9:03.0,,J. Lamb makes 3-pt jump shot from 22 ft (assist by J. Lin),74,79
328,4,8:43.0,A. Horford misses 3-pt jump shot from 24 ft,,74,79
329,4,8:41.0,,Defensive rebound by J. Lin,74,79
330,4,8:19.0,,J. Lin misses 3-pt jump shot from 24 ft,74,79
331,4,8:18.0,Defensive rebound by M. Scott,,74,79
332,4,8:04.0,Shooting foul by S. Hawes (drawn by K. Bazemore),,74,79
333,4,8:04.0,Official timeout,,74,79
334,4,8:04.0,J. Teague enters the game for D. Schröder,,74,79
335,4,8:04.0,P. Millsap enters the game for T. Sefolosha,,74,79
336,4,8:04.0,K. Korver enters the game for M. Scott,,74,79
337,4,8:04.0,,N. Batum enters the game for M. Williams,74,79
338,4,8:04.0,,K. Walker enters the game for J. Lin,74,79
339,4,8:04.0,K. Bazemore makes free throw 1 of 2,,75,79
340,4,8:04.0,K. Bazemore makes free throw 2 of 2,,76,79
341,4,7:39.0,,J. Lamb misses 3-pt jump shot from 25 ft,76,79
342,4,7:37.0,,Offensive rebound by K. Walker,76,79
343,4,7:36.0,,Charlotte full timeout,76,79
344,4,7:29.0,,S. Hawes misses 2-pt jump shot from 17 ft,76,79
345,4,7:28.0,Defensive rebound by K. Korver,,76,79
346,4,7:18.0,Personal foul by J. Lamb (drawn by K. Korver),,76,79
347,4,7:10.0,K. Bazemore misses 3-pt jump shot from 25 ft,,76,79
348,4,7:09.0,,Defensive rebound by J. Lamb,76,79
349,4,6:57.0,,S. Hawes misses 2-pt jump shot from 3 ft,76,79
350,4,6:56.0,Defensive rebound by J. Teague,,76,79
351,4,6:48.0,P. Millsap misses 2-pt jump shot from 10 ft,,76,79
352,4,6:48.0,Offensive rebound by Team,,76,79
353,4,6:48.0,,Loose ball foul by N. Batum (drawn by P. Millsap),76,79
354,4,6:48.0,A. Horford makes free throw 1 of 2,,77,79
355,4,6:48.0,,A. Jefferson enters the game for S. Hawes,77,79
356,4,6:48.0,A. Horford makes free throw 2 of 2,,78,79
357,4,6:31.0,,C. Zeller misses 2-pt jump shot from 20 ft,78,79
358,4,6:30.0,Defensive rebound by P. Millsap,,78,79
359,4,6:21.0,Turnover by J. Teague (bad pass; steal by N. Batum),,78,79
360,4,6:17.0,,Personal foul by J. Teague (drawn by N. Batum),78,79
361,4,6:12.0,,N. Batum misses 3-pt jump shot from 25 ft,78,79
362,4,6:11.0,Defensive rebound by A. Horford,,78,79
363,4,6:01.0,A. Horford makes 2-pt jump shot from 12 ft (assist by J. Teague),,80,79
364,4,5:42.0,,J. Lamb misses 2-pt jump shot from 12 ft,80,79
365,4,5:40.0,Defensive rebound by P. Millsap,,80,79
366,4,5:27.0,A. Horford misses 3-pt jump shot from 22 ft,,80,79
367,4,5:26.0,,Defensive rebound by C. Zeller,80,79
368,4,5:14.0,,A. Jefferson misses 2-pt hook shot from 9 ft,80,79
369,4,5:13.0,Defensive rebound by A. Horford,,80,79
370,4,5:01.0,J. Teague misses 3-pt jump shot from 25 ft,,80,79
371,4,4:59.0,,Defensive rebound by C. Zeller,80,79
372,4,4:44.0,,J. Lamb misses 2-pt dunk at rim (block by K. Bazemore),80,79
373,4,4:44.0,,Offensive rebound by Team,80,79
374,4,4:44.0,,Charlotte full timeout,80,79
375,4,4:44.0,T. Splitter enters the game for A. Horford,,80,79
376,4,4:44.0,,M. Williams enters the game for C. Zeller,80,79
377,4,4:44.0,,J. Lin enters the game for J. Lamb,80,79
378,4,4:44.0,Violation by K. Bazemore (kicked ball),,80,79
379,4,4:41.0,,N. Batum misses 2-pt jump shot from 18 ft,80,79
380,4,4:39.0,Defensive rebound by P. Millsap,,80,79
381,4,4:27.0,Personal foul by K. Walker (drawn by J. Teague),,80,79
382,4,4:27.0,J. Teague makes free throw 1 of 2,,81,79
383,4,4:27.0,J. Teague makes free throw 2 of 2,,82,79
