,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
0,1,11:45.0,,S. Curry misses 2-pt layup from 1 ft,0,0
1,1,11:45.0,,Offensive rebound by A. Bogut,0,0
2,1,11:45.0,,A. Bogut makes 2-pt layup from 1 ft,0,2
3,1,11:28.0,R. Hibbert makes 2-pt jump shot from 12 ft (assist by L. Williams),,2,2
4,1,11:11.0,,B. Rush misses 3-pt jump shot from 25 ft,2,2
5,1,11:11.0,Defensive rebound by R. Hibbert,,2,2
6,1,11:01.0,L. Williams misses 2-pt jump shot from 13 ft,,2,2
7,1,11:00.0,,Defensive rebound by A. Bogut,2,2
8,1,10:51.0,,Turnover by A. Bogut (bad pass; steal by L. Nance),2,2
9,1,10:44.0,R. Hibbert misses 2-pt jump shot from 18 ft,,2,2
10,1,10:43.0,,Defensive rebound by A. Bogut,2,2
11,1,10:28.0,,D. Green misses 3-pt jump shot from 25 ft,2,2
12,1,10:27.0,Defensive rebound by R. Hibbert,,2,2
13,1,10:17.0,J. Clarkson misses 2-pt jump shot from 18 ft,,2,2
14,1,10:17.0,Offensive rebound by J. Clarkson,,2,2
15,1,10:00.0,Turnover by K. Bryant (lost ball; steal by D. Green),,2,2
16,1,9:51.0,,K. Thompson makes 3-pt jump shot from 26 ft,2,5
17,1,9:39.0,K. Bryant makes 2-pt jump shot from 21 ft (assist by L. Williams),,4,5
18,1,9:30.0,,K. Thompson misses 2-pt jump shot from 5 ft,4,5
19,1,9:30.0,Defensive rebound by L. Nance,,4,5
20,1,9:21.0,K. Bryant misses 3-pt jump shot from 26 ft,,4,5
21,1,9:21.0,,Defensive rebound by A. Bogut,4,5
22,1,9:15.0,,S. Curry misses 3-pt jump shot from 27 ft,4,5
23,1,9:15.0,Defensive rebound by J. Clarkson,,4,5
24,1,9:08.0,J. Clarkson makes 2-pt layup from 2 ft,,6,5
25,1,8:47.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by B. Rush),6,7
26,1,8:24.0,Turnover by J. Clarkson (traveling),,6,7
27,1,8:19.0,,K. Thompson misses 3-pt jump shot from 26 ft,6,7
28,1,8:19.0,Defensive rebound by Team,,6,7
29,1,8:08.0,L. Williams misses 3-pt jump shot from 24 ft,,6,7
30,1,8:07.0,,Defensive rebound by S. Curry,6,7
31,1,8:04.0,,Turnover by S. Curry (bad pass),6,7
32,1,7:54.0,K. Bryant makes 2-pt jump shot from 21 ft,,8,7
33,1,7:42.0,,S. Curry makes 3-pt jump shot from 25 ft,8,10
34,1,7:24.0,K. Bryant misses 2-pt jump shot from 18 ft,,8,10
35,1,7:23.0,,Defensive rebound by A. Bogut,8,10
36,1,7:08.0,,K. Thompson misses 2-pt jump shot from 14 ft,8,10
37,1,7:08.0,Defensive rebound by K. Bryant,,8,10
38,1,6:55.0,K. Bryant misses 2-pt layup from 2 ft (block by A. Bogut),,8,10
39,1,6:54.0,,Defensive rebound by K. Thompson,8,10
40,1,6:52.0,,Turnover by K. Thompson (bad pass; steal by L. Nance),8,10
41,1,6:30.0,L. Williams misses 3-pt jump shot from 25 ft,,8,10
42,1,6:30.0,,Defensive rebound by S. Curry,8,10
43,1,6:25.0,,D. Green misses 2-pt layup from 1 ft,8,10
44,1,6:25.0,Defensive rebound by K. Bryant,,8,10
45,1,6:15.0,K. Bryant makes 2-pt jump shot from 10 ft,,10,10
46,1,6:09.0,,Golden State full timeout,10,10
47,1,6:09.0,,A. Iguodala enters the game for B. Rush,10,10
48,1,6:02.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),10,13
49,1,5:37.0,Shooting foul by S. Curry (drawn by R. Hibbert),,10,13
50,1,5:37.0,R. Hibbert misses free throw 1 of 2,,10,13
51,1,5:37.0,Offensive rebound by Team,,10,13
52,1,5:37.0,D. Russell enters the game for J. Clarkson,,10,13
53,1,5:37.0,R. Hibbert misses free throw 2 of 2,,10,13
54,1,5:37.0,,Defensive rebound by A. Bogut,10,13
55,1,5:21.0,,K. Thompson misses 2-pt jump shot from 18 ft,10,13
56,1,5:20.0,Defensive rebound by R. Hibbert,,10,13
57,1,5:11.0,K. Bryant misses 2-pt jump shot from 12 ft,,10,13
58,1,5:10.0,Offensive rebound by R. Hibbert,,10,13
59,1,5:01.0,Turnover by D. Russell (bad pass),,10,13
60,1,5:01.0,J. Randle enters the game for L. Nance,,10,13
61,1,4:54.0,,S. Curry makes 3-pt jump shot from 26 ft,10,16
62,1,4:38.0,K. Bryant misses 2-pt jump shot from 17 ft,,10,16
63,1,4:38.0,,Defensive rebound by D. Green,10,16
64,1,4:27.0,,K. Thompson misses 3-pt jump shot from 26 ft,10,16
65,1,4:26.0,Defensive rebound by J. Randle,,10,16
66,1,4:15.0,D. Russell makes 3-pt jump shot from 26 ft,,13,16
67,1,4:03.0,,S. Curry misses 3-pt jump shot from 26 ft,13,16
68,1,4:03.0,Defensive rebound by R. Hibbert,,13,16
69,1,3:52.0,K. Bryant misses 2-pt jump shot from 11 ft,,13,16
70,1,3:51.0,Offensive rebound by K. Bryant,,13,16
71,1,3:48.0,K. Bryant misses 2-pt jump shot from 3 ft (block by A. Iguodala),,13,16
72,1,3:47.0,,Defensive rebound by Team,13,16
73,1,3:47.0,T. Black enters the game for R. Hibbert,,13,16
74,1,3:47.0,,H. Barnes enters the game for A. Bogut,13,16
75,1,3:23.0,,H. Barnes misses 2-pt jump shot from 4 ft,13,16
76,1,3:21.0,,Offensive rebound by D. Green,13,16
77,1,3:20.0,,D. Green makes 2-pt layup from 3 ft,13,18
78,1,3:05.0,L. Williams misses 2-pt jump shot from 12 ft (block by K. Thompson),,13,18
79,1,3:01.0,Offensive rebound by L. Williams,,13,18
80,1,2:59.0,L. Williams misses 2-pt jump shot from 4 ft,,13,18
81,1,2:58.0,Offensive rebound by J. Randle,,13,18
82,1,2:56.0,J. Randle makes 2-pt layup at rim,,15,18
83,1,2:33.0,,K. Thompson misses 2-pt jump shot from 16 ft,15,18
84,1,2:33.0,,Offensive rebound by S. Curry,15,18
85,1,2:27.0,,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),15,20
86,1,2:16.0,L. Williams makes 2-pt layup from 1 ft,,17,20
87,1,2:07.0,,Shooting foul by L. Williams (drawn by K. Thompson),17,20
88,1,2:07.0,LA Lakers full timeout,,17,20
89,1,2:07.0,A. Brown enters the game for K. Bryant,,17,20
90,1,2:07.0,,K. Thompson makes free throw 1 of 2,17,21
91,1,2:07.0,,K. Thompson makes free throw 2 of 2,17,22
92,1,2:00.0,Shooting foul by H. Barnes (drawn by L. Williams),,17,22
93,1,2:00.0,L. Williams makes free throw 1 of 2,,18,22
94,1,2:00.0,,S. Livingston enters the game for K. Thompson,18,22
95,1,2:00.0,L. Williams makes free throw 2 of 2,,19,22
96,1,1:51.0,,H. Barnes misses 2-pt jump shot from 3 ft (block by J. Randle),19,22
97,1,1:48.0,Defensive rebound by J. Randle,,19,22
98,1,1:43.0,Turnover by J. Randle (lost ball; steal by A. Iguodala),,19,22
99,1,1:36.0,,S. Livingston makes 2-pt layup from 2 ft,19,24
100,1,1:24.0,A. Brown misses 3-pt jump shot from 23 ft,,19,24
101,1,1:22.0,Offensive rebound by T. Black,,19,24
102,1,1:20.0,D. Russell misses 3-pt jump shot from 25 ft,,19,24
103,1,1:19.0,,Defensive rebound by H. Barnes,19,24
104,1,1:09.0,,A. Iguodala misses 3-pt jump shot from 26 ft,19,24
105,1,1:09.0,Defensive rebound by T. Black,,19,24
