,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SACRAMENTO_ACTION,MINNESOTA_SCORE,SACRAMENTO_SCORE
0,1,11:45.0,,R. Gay misses 3-pt jump shot from 24 ft,0,0
1,1,11:43.0,Defensive rebound by K. Towns,,0,0
2,1,11:33.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by Z. LaVine),,2,0
3,1,11:22.0,,K. Koufos misses 2-pt jump shot from 5 ft,2,0
4,1,11:21.0,Defensive rebound by Z. LaVine,,2,0
5,1,11:10.0,K. Towns makes 2-pt jump shot from 20 ft (assist by K. Garnett),,4,0
6,1,10:57.0,,R. Rondo makes 2-pt jump shot from 13 ft,4,2
7,1,10:50.0,Turnover by Z. LaVine (lost ball; steal by B. McLemore),,4,2
8,1,10:46.0,,B. McLemore makes 2-pt dunk at rim,4,4
9,1,10:20.0,Z. LaVine misses 3-pt jump shot from 25 ft,,4,4
10,1,10:20.0,,Defensive rebound by Team,4,4
11,1,10:06.0,,K. Koufos misses 2-pt jump shot from 9 ft,4,4
12,1,10:06.0,Defensive rebound by K. Garnett,,4,4
13,1,9:48.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by K. Garnett),,7,4
14,1,9:33.0,,W. Cauley-Stein misses 2-pt dunk at rim,7,4
15,1,9:31.0,Defensive rebound by K. Towns,,7,4
16,1,9:19.0,Z. LaVine makes 2-pt dunk at rim,,9,4
17,1,9:05.0,,Personal foul by K. Garnett (drawn by K. Koufos),9,4
18,1,9:05.0,,K. Koufos makes free throw 1 of 2,9,5
19,1,9:05.0,,K. Koufos makes free throw 2 of 2,9,6
20,1,8:46.0,A. Wiggins makes 2-pt jump shot from 20 ft,,11,6
21,1,8:37.0,,R. Rondo makes 2-pt layup from 2 ft,11,8
22,1,8:20.0,K. Towns makes 3-pt jump shot from 24 ft (assist by K. Garnett),,14,8
23,1,8:08.0,,B. McLemore makes 2-pt layup from 2 ft (assist by R. Rondo),14,10
24,1,8:01.0,A. Wiggins misses 2-pt jump shot from 8 ft,,14,10
25,1,8:00.0,,Defensive rebound by B. McLemore,14,10
26,1,7:54.0,,K. Koufos makes 2-pt jump shot from 9 ft (assist by R. Rondo),14,12
27,1,7:38.0,Turnover by K. Martin (lost ball),,14,12
28,1,7:27.0,Violation by K. Towns (kicked ball),,14,12
29,1,7:22.0,,R. Rondo makes 2-pt layup from 1 ft,14,14
30,1,7:22.0,,Shooting foul by Z. LaVine (drawn by R. Rondo),14,14
31,1,7:22.0,,R. Rondo misses free throw 1 of 1,14,14
32,1,7:20.0,,Offensive rebound by K. Koufos,14,14
33,1,7:12.0,,R. Gay misses 3-pt jump shot from 25 ft,14,14
34,1,7:11.0,Defensive rebound by Z. LaVine,,14,14
35,1,7:07.0,Minnesota full timeout,,14,14
36,1,6:50.0,K. Martin makes 3-pt jump shot from 23 ft (assist by K. Garnett),,17,14
37,1,6:41.0,,R. Gay misses 3-pt jump shot from 24 ft,17,14
