,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHARLOTTE_ACTION,BOSTON_SCORE,CHARLOTTE_SCORE
0,1,11:40.0,I. Thomas misses 2-pt jump shot from 16 ft,,0,0
1,1,11:39.0,,Defensive rebound by N. Batum,0,0
2,1,11:29.0,,M. Williams misses 3-pt jump shot from 25 ft,0,0
3,1,11:27.0,Defensive rebound by J. Crowder,,0,0
4,1,11:20.0,J. Sullinger misses 2-pt jump shot from 22 ft,,0,0
5,1,11:19.0,,Defensive rebound by P. Hairston,0,0
6,1,11:10.0,,M. Williams misses 3-pt jump shot from 25 ft,0,0
7,1,11:08.0,Defensive rebound by J. Crowder,,0,0
8,1,10:55.0,A. Bradley misses 2-pt layup from 1 ft (block by M. Williams),,0,0
9,1,10:53.0,,Defensive rebound by C. Zeller,0,0
10,1,10:41.0,,C. Zeller misses 2-pt jump shot from 13 ft,0,0
11,1,10:40.0,Defensive rebound by A. Johnson,,0,0
12,1,10:30.0,A. Bradley makes 2-pt jump shot from 19 ft,,2,0
13,1,10:09.0,,K. Walker misses 2-pt jump shot from 15 ft,2,0
14,1,10:08.0,Defensive rebound by A. Johnson,,2,0
15,1,9:57.0,A. Bradley misses 3-pt jump shot from 23 ft,,2,0
16,1,9:56.0,,Defensive rebound by N. Batum,2,0
17,1,9:51.0,,P. Hairston misses 3-pt jump shot from 23 ft,2,0
18,1,9:48.0,Defensive rebound by J. Sullinger,,2,0
19,1,9:42.0,I. Thomas misses 3-pt jump shot from 24 ft,,2,0
20,1,9:40.0,,Defensive rebound by N. Batum,2,0
21,1,9:29.0,,M. Williams misses 3-pt jump shot from 25 ft,2,0
22,1,9:28.0,Defensive rebound by I. Thomas,,2,0
23,1,9:07.0,J. Sullinger makes 2-pt hook shot from 7 ft,,4,0
24,1,8:46.0,,N. Batum misses 3-pt jump shot from 24 ft,4,0
25,1,8:46.0,Defensive rebound by Team,,4,0
26,1,8:23.0,A. Bradley makes 2-pt jump shot from 22 ft,,6,0
27,1,8:06.0,,Personal foul by J. Crowder (drawn by N. Batum),6,0
28,1,7:59.0,,N. Batum misses 3-pt jump shot from 23 ft,6,0
29,1,7:59.0,Defensive rebound by Team,,6,0
30,1,7:46.0,J. Crowder misses 3-pt jump shot from 25 ft,,6,0
31,1,7:45.0,,Defensive rebound by P. Hairston,6,0
32,1,7:34.0,,N. Batum makes 2-pt jump shot from 16 ft (assist by K. Walker),6,2
33,1,7:17.0,J. Crowder misses 2-pt layup from 1 ft,,6,2
34,1,7:15.0,,Defensive rebound by M. Williams,6,2
35,1,7:07.0,,Turnover by N. Batum (bad pass; steal by A. Johnson),6,2
36,1,6:59.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by I. Thomas),,9,2
37,1,6:41.0,,K. Walker misses 2-pt jump shot from 19 ft,9,2
38,1,6:40.0,Defensive rebound by J. Sullinger,,9,2
39,1,6:36.0,I. Thomas misses 2-pt layup from 2 ft (block by P. Hairston),,9,2
40,1,6:36.0,Offensive rebound by Team,,9,2
41,1,6:30.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by I. Thomas),,11,2
