,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
0,1,11:44.0,,Turnover by R. Hollins (lost ball),0,0
1,1,11:20.0,D. Cunningham misses 3-pt jump shot from 22 ft,,0,0
2,1,11:20.0,,Defensive rebound by B. Weber,0,0
3,1,11:14.0,,M. Barnes misses 2-pt layup at rim (block by A. Davis),0,0
4,1,11:11.0,Defensive rebound by J. Holiday,,0,0
5,1,11:06.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. Douglas),,3,0
6,1,10:45.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by T. Allen),3,3
7,1,10:35.0,J. Holiday misses 3-pt jump shot from 25 ft,,3,3
8,1,10:33.0,,Defensive rebound by M. Barnes,3,3
9,1,10:17.0,,R. Hollins misses 2-pt hook shot from 8 ft,3,3
10,1,10:15.0,Defensive rebound by A. Davis,,3,3
11,1,10:04.0,A. Davis makes 2-pt jump shot from 20 ft (assist by T. Douglas),,5,3
12,1,9:47.0,,J. Green misses 2-pt jump shot from 20 ft,5,3
13,1,9:47.0,Defensive rebound by T. Douglas,,5,3
14,1,9:44.0,Clear path foul by J. Green,,5,3
15,1,9:44.0,A. Davis makes clear path free throw 1 of 2,,6,3
16,1,9:44.0,A. Davis makes clear path free throw 2 of 2,,7,3
17,1,9:36.0,A. Davis misses 2-pt jump shot from 19 ft,,7,3
18,1,9:35.0,,Defensive rebound by M. Barnes,7,3
19,1,9:26.0,,J. Green misses 2-pt jump shot from 13 ft,7,3
20,1,9:25.0,Defensive rebound by Ö. Aşık,,7,3
21,1,9:14.0,A. Davis misses 2-pt jump shot from 11 ft,,7,3
22,1,9:13.0,,Defensive rebound by M. Barnes,7,3
23,1,9:04.0,,T. Allen misses 2-pt layup from 2 ft,7,3
24,1,9:01.0,,Offensive rebound by R. Hollins,7,3
25,1,9:01.0,,R. Hollins makes 2-pt layup at rim,7,5
26,1,8:50.0,T. Douglas makes 3-pt jump shot from 25 ft,,10,5
27,1,8:31.0,,Turnover by R. Hollins (bad pass; steal by D. Cunningham),10,5
28,1,8:29.0,Shooting block foul by B. Weber (drawn by D. Cunningham),,10,5
29,1,8:29.0,D. Cunningham misses free throw 1 of 2,,10,5
30,1,8:29.0,Offensive rebound by Team,,10,5
31,1,8:29.0,D. Cunningham makes free throw 2 of 2,,11,5
32,1,8:17.0,,T. Allen misses 2-pt jump shot from 17 ft,11,5
33,1,8:16.0,,Offensive rebound by J. Green,11,5
34,1,8:16.0,Loose ball foul by A. Davis,,11,5
35,1,8:11.0,,B. Weber makes 2-pt jump shot from 19 ft,11,7
36,1,7:59.0,Turnover by T. Douglas (bad pass; steal by T. Allen),,11,7
37,1,7:55.0,,J. Green misses 2-pt layup from 1 ft,11,7
38,1,7:53.0,,Offensive rebound by J. Green,11,7
39,1,7:48.0,,J. Green misses 2-pt layup from 2 ft (block by D. Cunningham),11,7
40,1,7:47.0,Defensive rebound by D. Cunningham,,11,7
41,1,7:37.0,T. Douglas misses 3-pt jump shot from 24 ft,,11,7
42,1,7:36.0,Offensive rebound by Ö. Aşık,,11,7
43,1,7:25.0,A. Davis misses 2-pt jump shot from 10 ft,,11,7
44,1,7:25.0,,Defensive rebound by R. Hollins,11,7
45,1,7:13.0,,Turnover by B. Weber (bad pass; steal by A. Davis),11,7
