,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,WASHINGTON_ACTION,CLEVELAND_SCORE,WASHINGTON_SCORE
139,2,9:56.0,,N. Hilário makes 2-pt dunk at rim (assist by R. Sessions),26,30
140,2,9:40.0,K. Irving makes 2-pt jump shot from 4 ft,,28,30
141,2,9:28.0,,R. Sessions makes 2-pt jump shot from 5 ft,28,32
142,2,9:13.0,I. Shumpert misses 3-pt jump shot from 23 ft,,28,32
143,2,9:12.0,,Defensive rebound by Team,28,32
144,2,9:12.0,Loose ball foul by T. Mozgov (drawn by N. Hilário),,28,32
145,2,9:12.0,L. James enters the game for R. Jefferson,,28,32
146,2,9:12.0,,J. Wall enters the game for G. Neal,28,32
147,2,9:12.0,T. Thompson enters the game for T. Mozgov,,28,32
148,2,9:04.0,,R. Sessions makes 3-pt jump shot from 25 ft,28,35
149,2,8:42.0,Official timeout,,28,35
150,2,8:42.0,,M. Gortat enters the game for N. Hilário,28,35
151,2,8:37.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,30,35
152,2,8:19.0,,R. Sessions misses 2-pt jump shot from 6 ft,30,35
153,2,8:18.0,Defensive rebound by K. Irving,,30,35
154,2,8:04.0,T. Thompson misses 2-pt layup at rim (block by O. Porter),,30,35
155,2,8:03.0,,Defensive rebound by J. Eddie,30,35
156,2,7:58.0,,Turnover by R. Sessions (bad pass),30,35
157,2,7:58.0,J. Smith enters the game for K. Irving,,30,35
158,2,7:47.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,32,35
159,2,7:32.0,,Turnover by J. Wall (bad pass; steal by I. Shumpert),32,35
160,2,7:25.0,J. Smith makes 3-pt jump shot from 23 ft,,35,35
161,2,7:16.0,,M. Gortat makes 2-pt layup from 1 ft (assist by R. Sessions),35,37
162,2,7:00.0,,G. Temple enters the game for J. Eddie,35,37
163,2,6:55.0,L. James makes 2-pt jump shot from 14 ft (assist by J. Smith),,37,37
164,2,6:36.0,,J. Wall misses 2-pt jump shot from 21 ft,37,37
165,2,6:35.0,,Offensive rebound by O. Porter,37,37
166,2,6:32.0,,O. Porter misses 2-pt layup from 1 ft,37,37
167,2,6:31.0,,Offensive rebound by O. Porter,37,37
168,2,6:29.0,,M. Gortat misses 2-pt jump shot from 7 ft,37,37
169,2,6:28.0,Defensive rebound by J. Smith,,37,37
170,2,6:07.0,L. James misses 3-pt jump shot from 23 ft,,37,37
171,2,6:06.0,,Defensive rebound by R. Sessions,37,37
172,2,6:01.0,,J. Wall misses 2-pt layup from 2 ft (block by L. James),37,37
173,2,5:58.0,Defensive rebound by M. Dellavedova,,37,37
174,2,5:50.0,J. Smith makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,40,37
175,2,5:43.0,,Shooting foul by I. Shumpert (drawn by R. Sessions),40,37
176,2,5:43.0,,Washington full timeout,40,37
177,2,5:43.0,,Technical foul by Team,40,37
178,2,5:43.0,K. Love enters the game for T. Thompson,,40,37
179,2,5:43.0,L. James makes technical free throw,,41,37
180,2,5:43.0,,R. Sessions makes free throw 1 of 2,41,38
181,2,5:43.0,,R. Sessions makes free throw 2 of 2,41,39
182,2,5:34.0,Turnover by K. Love (bad pass; steal by O. Porter),,41,39
183,2,5:33.0,,Personal foul by K. Love (drawn by O. Porter),41,39
184,2,5:19.0,,M. Gortat makes 2-pt layup at rim (assist by R. Sessions),41,41
185,2,4:52.0,J. Smith misses 3-pt jump shot from 29 ft,,41,41
186,2,4:52.0,Offensive rebound by K. Love,,41,41
187,2,4:52.0,Turnover by Team (shot clock),,41,41
188,2,4:40.0,,R. Sessions misses 3-pt jump shot from 24 ft,41,41
189,2,4:39.0,Defensive rebound by L. James,,41,41
190,2,4:31.0,L. James makes 2-pt layup from 1 ft,,43,41
191,2,4:21.0,,J. Wall misses 2-pt layup from 1 ft,43,41
192,2,4:20.0,,Offensive rebound by M. Gortat,43,41
193,2,4:19.0,,M. Gortat makes 2-pt layup from 1 ft,43,43
194,2,4:06.0,K. Love misses 3-pt jump shot from 27 ft,,43,43
195,2,4:05.0,Offensive rebound by I. Shumpert,,43,43
196,2,3:51.0,J. Smith makes 3-pt jump shot from 27 ft (assist by L. James),,46,43
197,2,3:41.0,,Turnover by J. Wall (bad pass; steal by J. Smith),46,43
198,2,3:39.0,Personal foul by R. Sessions (drawn by M. Dellavedova),,46,43
199,2,3:39.0,,G. Neal enters the game for R. Sessions,46,43
200,2,3:39.0,K. Irving enters the game for M. Dellavedova,,46,43
201,2,3:30.0,L. James makes 2-pt jump shot from 3 ft (assist by I. Shumpert),,48,43
202,2,3:19.0,,Turnover by J. Wall (lost ball; steal by K. Irving),48,43
203,2,3:15.0,Shooting foul by O. Porter (drawn by L. James),,48,43
204,2,3:15.0,L. James makes free throw 1 of 2,,49,43
205,2,3:15.0,,K. Oubre enters the game for O. Porter,49,43
206,2,3:15.0,L. James makes free throw 2 of 2,,50,43
207,2,2:58.0,,G. Neal makes 3-pt jump shot from 26 ft (assist by J. Wall),50,46
208,2,2:36.0,J. Smith misses 3-pt jump shot from 22 ft,,50,46
209,2,2:35.0,Offensive rebound by Team,,50,46
210,2,2:35.0,,Loose ball foul by M. Gortat (drawn by K. Love),50,46
211,2,2:35.0,Cleveland full timeout,,50,46
212,2,2:35.0,,J. Dudley enters the game for G. Temple,50,46
213,2,2:18.0,K. Irving makes 2-pt layup from 2 ft,,52,46
214,2,2:05.0,,Shooting foul by J. Smith (drawn by J. Dudley),52,46
215,2,2:05.0,,J. Dudley misses free throw 1 of 3,52,46
216,2,2:05.0,,Offensive rebound by Team,52,46
217,2,2:05.0,,J. Dudley makes free throw 2 of 3,52,47
218,2,2:05.0,M. Dellavedova enters the game for J. Smith,,52,47
219,2,2:05.0,,J. Dudley makes free throw 3 of 3,52,48
220,2,1:50.0,I. Shumpert makes 2-pt jump shot from 16 ft,,54,48
221,2,1:32.0,,J. Wall misses 2-pt layup from 1 ft (block by K. Love),54,48
222,2,1:31.0,Defensive rebound by I. Shumpert,,54,48
223,2,1:25.0,Shooting foul by J. Wall (drawn by L. James),,54,48
224,2,1:25.0,L. James makes free throw 1 of 2,,55,48
225,2,1:25.0,L. James makes free throw 2 of 2,,56,48
226,2,1:10.0,,Turnover by K. Oubre (bad pass; steal by K. Irving),56,48
227,2,1:00.0,I. Shumpert makes 3-pt jump shot from 25 ft (assist by K. Irving),,59,48
228,2,0:48.0,,Personal foul by L. James (drawn by J. Dudley),59,48
229,2,0:48.0,,J. Dudley makes free throw 1 of 2,59,49
230,2,0:48.0,,G. Temple enters the game for K. Oubre,59,49
231,2,0:48.0,,J. Dudley makes free throw 2 of 2,59,50
232,2,0:32.0,K. Irving makes 2-pt layup at rim,,61,50
233,2,0:21.0,,Turnover by J. Wall (bad pass; steal by L. James),61,50
234,2,0:17.0,Shooting foul by G. Temple (drawn by L. James),,61,50
235,2,0:17.0,L. James makes free throw 1 of 2,,62,50
236,2,0:17.0,,J. Eddie enters the game for G. Neal,62,50
237,2,0:17.0,,R. Sessions enters the game for M. Gortat,62,50
238,2,0:17.0,J. Cunningham enters the game for K. Love,,62,50
239,2,0:17.0,L. James misses free throw 2 of 2,,62,50
240,2,0:16.0,,Defensive rebound by J. Dudley,62,50
241,2,0:00.0,,J. Wall misses 2-pt layup from 1 ft (block by K. Irving),62,50
242,2,0:00.0,,Offensive rebound by Team,62,50
243,3,11:41.0,K. Love makes 2-pt jump shot from 20 ft (assist by L. James),,64,50
244,3,11:20.0,,J. Wall makes 3-pt jump shot from 24 ft (assist by O. Porter),64,53
245,3,10:49.0,L. James makes 3-pt jump shot from 29 ft (assist by K. Irving),,67,53
246,3,10:36.0,,J. Dudley misses 2-pt jump shot from 20 ft,67,53
247,3,10:35.0,Defensive rebound by K. Irving,,67,53
248,3,10:28.0,L. James makes 3-pt jump shot from 29 ft,,70,53
249,3,10:14.0,,J. Wall makes 2-pt jump shot from 17 ft (assist by M. Gortat),70,55
250,3,10:05.0,L. James makes 3-pt jump shot from 26 ft,,73,55
251,3,9:49.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by J. Wall),73,58
252,3,9:37.0,L. James misses 3-pt jump shot from 26 ft,,73,58
253,3,9:36.0,,Defensive rebound by G. Temple,73,58
254,3,9:25.0,,O. Porter makes 3-pt jump shot from 22 ft (assist by M. Gortat),73,61
255,3,9:03.0,L. James makes 3-pt jump shot from 26 ft,,76,61
256,3,8:50.0,,Turnover by J. Dudley (bad pass),76,61
257,3,8:36.0,L. James misses 3-pt jump shot from 24 ft,,76,61
258,3,8:36.0,,Defensive rebound by Team,76,61
259,3,8:36.0,Loose ball foul by T. Thompson (drawn by J. Dudley),,76,61
260,3,8:27.0,,J. Wall misses 2-pt jump shot from 20 ft,76,61
261,3,8:26.0,Defensive rebound by J. Smith,,76,61
262,3,8:18.0,Personal foul by J. Dudley (drawn by K. Irving),,76,61
263,3,8:12.0,K. Irving makes 2-pt jump shot from 14 ft,,78,61
264,3,8:06.0,,Shooting foul by K. Love (drawn by G. Temple),78,61
265,3,8:06.0,,G. Temple makes 2-pt jump shot from 3 ft (assist by J. Wall),78,63
266,3,8:06.0,,G. Temple makes free throw 1 of 1,78,64
267,3,7:44.0,J. Smith misses 3-pt jump shot from 30 ft,,78,64
268,3,7:43.0,,Defensive rebound by O. Porter,78,64
269,3,7:35.0,,M. Gortat makes 2-pt hook shot from 4 ft (assist by O. Porter),78,66
270,3,7:18.0,K. Love misses 2-pt jump shot from 3 ft,,78,66
271,3,7:17.0,,Defensive rebound by O. Porter,78,66
272,3,7:12.0,,Shooting foul by J. Smith (drawn by O. Porter),78,66
273,3,7:12.0,,O. Porter misses free throw 1 of 2,78,66
274,3,7:12.0,,Offensive rebound by Team,78,66
275,3,7:12.0,,O. Porter makes free throw 2 of 2,78,67
276,3,6:49.0,L. James makes 2-pt dunk at rim,,80,67
277,3,6:29.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by J. Wall),80,70
278,3,6:06.0,J. Smith makes 3-pt jump shot from 26 ft (assist by T. Thompson),,83,70
279,3,5:54.0,,O. Porter misses 3-pt jump shot from 26 ft,83,70
280,3,5:53.0,Defensive rebound by K. Love,,83,70
281,3,5:48.0,Turnover by K. Irving (bad pass; steal by O. Porter),,83,70
282,3,5:42.0,,J. Dudley misses 3-pt jump shot from 26 ft,83,70
283,3,5:41.0,Defensive rebound by K. Irving,,83,70
284,3,5:35.0,Cleveland full timeout,,83,70
285,3,5:29.0,Shooting foul by M. Gortat (drawn by T. Thompson),,83,70
286,3,5:29.0,T. Thompson makes free throw 1 of 2,,84,70
287,3,5:29.0,M. Dellavedova enters the game for K. Irving,,84,70
288,3,5:29.0,T. Thompson makes free throw 2 of 2,,85,70
289,3,5:18.0,,Personal foul by T. Thompson (drawn by J. Wall),85,70
290,3,5:10.0,,J. Wall makes 2-pt jump shot from 18 ft,85,72
291,3,4:53.0,J. Smith misses 3-pt jump shot from 24 ft,,85,72
292,3,4:52.0,,Defensive rebound by J. Dudley,85,72
293,3,4:47.0,,G. Temple makes 2-pt layup from 1 ft (assist by J. Wall),85,74
294,3,4:25.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,87,74
295,3,4:12.0,,G. Temple makes 3-pt jump shot from 27 ft (assist by J. Dudley),87,77
296,3,3:51.0,M. Dellavedova misses 2-pt jump shot from 12 ft,,87,77
297,3,3:50.0,Offensive rebound by M. Dellavedova,,87,77
298,3,3:32.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. James),,90,77
299,3,3:08.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Wall),90,80
300,3,2:47.0,L. James misses 2-pt jump shot from 7 ft,,90,80
301,3,2:46.0,,Defensive rebound by M. Gortat,90,80
302,3,2:31.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by J. Dudley),90,83
303,3,2:13.0,M. Dellavedova misses 2-pt jump shot from 13 ft,,90,83
304,3,2:13.0,,Defensive rebound by M. Gortat,90,83
305,3,2:05.0,,O. Porter makes 2-pt layup from 1 ft (assist by G. Temple),90,85
306,3,2:05.0,,Shooting foul by K. Love (drawn by O. Porter),90,85
307,3,2:05.0,,Washington full timeout,90,85
308,3,2:05.0,I. Shumpert enters the game for T. Thompson,,90,85
309,3,2:05.0,,O. Porter makes free throw 1 of 1,90,86
310,3,1:41.0,J. Smith makes 2-pt jump shot from 21 ft,,92,86
311,3,1:20.0,,O. Porter misses 3-pt jump shot from 24 ft,92,86
312,3,1:19.0,Defensive rebound by L. James,,92,86
313,3,1:02.0,L. James misses 3-pt jump shot from 28 ft,,92,86
314,3,1:01.0,,Defensive rebound by O. Porter,92,86
315,3,0:50.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by J. Dudley),92,89
316,3,0:36.0,Def 3 sec tech foul by M. Gortat,,92,89
317,3,0:36.0,L. James misses technical free throw,,92,89
318,3,0:36.0,Offensive rebound by Team,,92,89
319,3,0:36.0,,N. Hilário enters the game for M. Gortat,92,89
320,3,0:28.0,M. Dellavedova misses 3-pt jump shot from 28 ft,,92,89
321,3,0:27.0,,Defensive rebound by N. Hilário,92,89
322,3,0:10.0,,Turnover by J. Wall (lost ball; steal by K. Love),92,89
323,3,0:00.0,J. Smith makes 3-pt jump shot from 29 ft (assist by M. Dellavedova),,95,89
324,4,11:45.0,,N. Hilário makes 2-pt layup at rim,95,91
325,4,11:26.0,J. Smith misses 3-pt jump shot from 26 ft,,95,91
326,4,11:24.0,Offensive rebound by Team,,95,91
327,4,11:12.0,L. James misses 2-pt layup from 1 ft,,95,91
328,4,11:11.0,,Defensive rebound by N. Hilário,95,91
329,4,11:06.0,,G. Neal makes 2-pt jump shot from 20 ft (assist by R. Sessions),95,93
330,4,11:06.0,,Shooting foul by L. James (drawn by G. Neal),95,93
331,4,11:06.0,,G. Neal misses free throw 1 of 1,95,93
332,4,11:05.0,Defensive rebound by L. James,,95,93
333,4,10:57.0,Turnover by K. Irving (lost ball; steal by N. Hilário),,95,93
334,4,10:53.0,,R. Sessions makes 2-pt dunk at rim (assist by N. Hilário),95,95
335,4,10:34.0,K. Irving makes 2-pt layup from 1 ft,,97,95
336,4,10:34.0,Shooting foul by G. Temple (drawn by K. Irving),,97,95
337,4,10:34.0,K. Irving misses free throw 1 of 1,,97,95
338,4,10:34.0,,Defensive rebound by J. Dudley,97,95
339,4,10:11.0,,G. Temple misses 3-pt jump shot from 23 ft,97,95
340,4,10:10.0,Defensive rebound by I. Shumpert,,97,95
341,4,9:59.0,K. Irving makes 2-pt layup at rim,,99,95
342,4,9:44.0,,J. Dudley misses 2-pt layup at rim,99,95
343,4,9:43.0,Defensive rebound by L. James,,99,95
344,4,9:42.0,Personal foul by G. Neal (drawn by L. James),,99,95
345,4,9:19.0,Personal foul by N. Hilário (drawn by L. James),,99,95
346,4,9:04.0,K. Irving makes 2-pt jump shot from 20 ft,,101,95
347,4,8:52.0,,R. Sessions misses 2-pt jump shot from 6 ft,101,95
348,4,8:51.0,Defensive rebound by L. James,,101,95
349,4,8:43.0,Shooting foul by J. Dudley (drawn by K. Irving),,101,95
350,4,8:43.0,Official timeout,,101,95
351,4,8:43.0,,J. Wall enters the game for J. Dudley,101,95
352,4,8:43.0,,O. Porter enters the game for G. Temple,101,95
353,4,8:43.0,K. Irving makes free throw 1 of 3,,102,95
354,4,8:43.0,K. Irving makes free throw 2 of 3,,103,95
355,4,8:43.0,K. Irving misses free throw 3 of 3,,103,95
356,4,8:42.0,,Defensive rebound by G. Neal,103,95
357,4,8:20.0,,Offensive foul by N. Hilário (drawn by L. James),103,95
358,4,8:20.0,,Turnover by N. Hilário (offensive foul),103,95
359,4,8:00.0,K. Irving misses 2-pt layup from 2 ft,,103,95
360,4,7:59.0,Offensive rebound by K. Irving,,103,95
361,4,7:58.0,K. Irving misses 2-pt layup at rim,,103,95
362,4,7:57.0,,Defensive rebound by N. Hilário,103,95
363,4,7:47.0,,J. Wall misses 2-pt jump shot from 15 ft,103,95
364,4,7:46.0,Defensive rebound by L. James,,103,95
365,4,7:35.0,K. Irving makes 2-pt layup from 1 ft,,105,95
366,4,7:21.0,,Turnover by O. Porter (lost ball; steal by J. Smith),105,95
367,4,7:15.0,,J. Eddie enters the game for R. Sessions,105,95
368,4,7:15.0,M. Dellavedova enters the game for L. James,,105,95
369,4,7:07.0,Shooting foul by J. Wall (drawn by T. Thompson),,105,95
370,4,7:07.0,T. Thompson makes free throw 1 of 2,,106,95
371,4,7:07.0,T. Thompson misses free throw 2 of 2,,106,95
372,4,7:06.0,,Defensive rebound by N. Hilário,106,95
373,4,6:44.0,,Shooting foul by J. Smith (drawn by G. Neal),106,95
374,4,6:44.0,,G. Neal makes free throw 1 of 2,106,96
375,4,6:44.0,,J. Dudley enters the game for N. Hilário,106,96
376,4,6:44.0,,G. Neal makes free throw 2 of 2,106,97
377,4,6:28.0,K. Irving misses 3-pt jump shot from 29 ft,,106,97
378,4,6:27.0,Offensive rebound by M. Dellavedova,,106,97
379,4,6:11.0,J. Smith makes 2-pt layup from 1 ft,,108,97
380,4,6:03.0,,J. Dudley misses 3-pt jump shot from 26 ft,108,97
381,4,6:01.0,Defensive rebound by I. Shumpert,,108,97
382,4,5:43.0,I. Shumpert misses 3-pt jump shot from 26 ft,,108,97
383,4,5:42.0,Offensive rebound by M. Dellavedova,,108,97
384,4,5:30.0,K. Irving makes 2-pt jump shot from 9 ft,,110,97
385,4,5:29.0,,Washington full timeout,110,97
386,4,5:29.0,L. James enters the game for J. Smith,,110,97
387,4,5:29.0,,G. Temple enters the game for J. Eddie,110,97
388,4,5:20.0,,G. Neal makes 2-pt jump shot from 18 ft (assist by J. Wall),110,99
389,4,5:04.0,L. James makes 2-pt layup from 1 ft (assist by K. Irving),,112,99
390,4,4:39.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by J. Wall),112,101
391,4,4:19.0,Turnover by K. Irving (lost ball; steal by J. Dudley),,112,101
392,4,4:12.0,,G. Neal misses 3-pt jump shot from 24 ft,112,101
393,4,4:10.0,Defensive rebound by I. Shumpert,,112,101
