,QUARTER,TIME_REMAINING,DETROIT_ACTION,MIAMI_ACTION,DETROIT_SCORE,MIAMI_SCORE
0,1,11:46.0,,A. Stoudemire misses 2-pt jump shot from 16 ft,0,0
1,1,11:45.0,Defensive rebound by M. Morris,,0,0
2,1,11:32.0,T. Harris makes 2-pt jump shot from 18 ft,,2,0
3,1,11:19.0,,D. Wade makes 2-pt jump shot from 6 ft,2,2
4,1,10:55.0,A. Drummond misses 2-pt hook shot from 6 ft,,2,2
5,1,10:54.0,,Defensive rebound by A. Stoudemire,2,2
6,1,10:48.0,,G. Dragić misses 2-pt layup at rim,2,2
7,1,10:47.0,Defensive rebound by A. Drummond,,2,2
8,1,10:36.0,T. Harris makes 2-pt layup at rim (assist by M. Morris),,4,2
9,1,10:15.0,,J. Johnson makes 2-pt layup from 1 ft,4,4
10,1,10:06.0,Offensive foul by A. Drummond (drawn by A. Stoudemire),,4,4
11,1,10:06.0,Turnover by A. Drummond (offensive foul),,4,4
12,1,9:53.0,,D. Wade makes 2-pt jump shot from 3 ft (assist by J. Johnson),4,6
13,1,9:28.0,Turnover by M. Morris (lost ball; steal by J. Johnson),,4,6
14,1,9:17.0,,D. Wade misses 2-pt jump shot from 15 ft,4,6
15,1,9:16.0,Defensive rebound by A. Drummond,,4,6
16,1,9:08.0,R. Jackson misses 2-pt jump shot from 12 ft,,4,6
17,1,9:07.0,,Defensive rebound by L. Deng,4,6
18,1,9:01.0,,L. Deng makes 2-pt layup from 1 ft,4,8
19,1,8:43.0,M. Morris misses 2-pt jump shot from 18 ft,,4,8
20,1,8:42.0,,Defensive rebound by A. Stoudemire,4,8
21,1,8:21.0,,A. Stoudemire misses 2-pt layup from 2 ft,4,8
22,1,8:20.0,Defensive rebound by T. Harris,,4,8
23,1,8:11.0,T. Harris makes 2-pt layup from 2 ft,,6,8
24,1,7:54.0,,Turnover by D. Wade (lost ball; steal by M. Morris),6,8
25,1,7:47.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,6,8
26,1,7:46.0,,Defensive rebound by G. Dragić,6,8
27,1,7:37.0,,J. Johnson makes 2-pt jump shot from 11 ft (assist by L. Deng),6,10
28,1,7:22.0,Personal foul by J. Johnson,,6,10
29,1,7:06.0,R. Jackson misses 3-pt jump shot from 26 ft,,6,10
30,1,7:05.0,,Defensive rebound by A. Stoudemire,6,10
31,1,6:52.0,,L. Deng makes 2-pt jump shot from 17 ft,6,12
32,1,6:40.0,Shooting foul by A. Stoudemire (drawn by R. Jackson),,6,12
33,1,6:40.0,R. Jackson makes free throw 1 of 2,,7,12
34,1,6:40.0,R. Jackson makes free throw 2 of 2,,8,12
35,1,6:21.0,,D. Wade misses 2-pt jump shot from 6 ft,8,12
36,1,6:20.0,Defensive rebound by A. Drummond,,8,12
37,1,6:10.0,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),,10,12
38,1,5:58.0,,G. Dragić makes 2-pt layup from 2 ft,10,14
39,1,5:48.0,Personal foul by G. Dragić,,10,14
40,1,5:48.0,,Miami full timeout,10,14
41,1,5:48.0,,J. Richardson enters the game for G. Dragić,10,14
42,1,5:37.0,T. Harris makes 2-pt jump shot from 11 ft,,12,14
43,1,5:11.0,,L. Deng misses 3-pt jump shot from 23 ft,12,14
44,1,5:10.0,Defensive rebound by A. Drummond,,12,14
45,1,5:03.0,R. Jackson misses 2-pt jump shot from 9 ft,,12,14
46,1,5:02.0,,Defensive rebound by J. Richardson,12,14
47,1,4:51.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by D. Wade),12,17
48,1,4:25.0,M. Morris misses 3-pt jump shot from 23 ft,,12,17
49,1,4:24.0,,Defensive rebound by L. Deng,12,17
50,1,4:13.0,,D. Wade misses 2-pt jump shot from 11 ft,12,17
51,1,4:11.0,Defensive rebound by T. Harris,,12,17
52,1,4:03.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by T. Harris),,15,17
53,1,4:03.0,,Miami full timeout,15,17
54,1,4:03.0,S. Johnson enters the game for M. Morris,,15,17
55,1,4:03.0,,J. Winslow enters the game for L. Deng,15,17
56,1,4:03.0,,G. Dragić enters the game for A. Stoudemire,15,17
57,1,4:03.0,,H. Whiteside enters the game for D. Wade,15,17
58,1,3:46.0,,J. Winslow misses 2-pt jump shot from 21 ft,15,17
59,1,3:45.0,Defensive rebound by A. Drummond,,15,17
60,1,3:35.0,R. Jackson misses 2-pt jump shot from 7 ft,,15,17
61,1,3:34.0,,Defensive rebound by H. Whiteside,15,17
62,1,3:22.0,,H. Whiteside misses 2-pt jump shot from 17 ft,15,17
63,1,3:21.0,Defensive rebound by R. Jackson,,15,17
64,1,3:17.0,Turnover by K. Caldwell-Pope (lost ball),,15,17
65,1,3:08.0,,G. Dragić misses 2-pt layup from 2 ft,15,17
66,1,3:07.0,Defensive rebound by T. Harris,,15,17
