,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
0,1,11:42.0,,R. Hood misses 2-pt jump shot from 10 ft,0,0
1,1,11:41.0,Defensive rebound by H. Barnes,,0,0
2,1,11:24.0,A. Bogut makes 2-pt dunk at rim (assist by D. Green),,2,0
3,1,11:02.0,,D. Favors makes 2-pt jump shot from 1 ft (assist by S. Mack),2,2
4,1,10:50.0,D. Green misses 3-pt jump shot from 24 ft,,2,2
5,1,10:50.0,Offensive rebound by A. Bogut,,2,2
6,1,10:47.0,A. Bogut misses 2-pt layup from 1 ft,,2,2
7,1,10:46.0,,Defensive rebound by D. Favors,2,2
8,1,10:35.0,,D. Favors makes 2-pt layup from 1 ft (assist by S. Mack),2,4
9,1,10:23.0,Turnover by A. Bogut (lost ball; steal by S. Mack),,2,4
10,1,10:15.0,,Personal foul by A. Bogut,2,4
11,1,9:58.0,,R. Hood makes 3-pt jump shot from 26 ft,2,7
12,1,9:37.0,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),,4,7
13,1,9:15.0,,S. Mack misses 3-pt jump shot from 24 ft,4,7
14,1,9:14.0,Defensive rebound by K. Thompson,,4,7
15,1,9:02.0,H. Barnes misses 3-pt jump shot from 22 ft,,4,7
16,1,9:02.0,,Defensive rebound by R. Gobert,4,7
17,1,8:51.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by S. Mack),4,10
18,1,8:43.0,S. Curry makes 2-pt layup from 2 ft,,6,10
19,1,8:31.0,,R. Gobert misses 2-pt jump shot from 3 ft (block by A. Bogut),6,10
20,1,8:30.0,Defensive rebound by S. Curry,,6,10
21,1,8:25.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,9,10
22,1,8:02.0,,D. Favors misses 2-pt jump shot from 15 ft,9,10
23,1,8:02.0,Defensive rebound by S. Curry,,9,10
24,1,7:56.0,S. Curry misses 3-pt jump shot from 24 ft,,9,10
25,1,7:55.0,,Defensive rebound by R. Gobert,9,10
26,1,7:35.0,,G. Hayward makes 2-pt jump shot from 20 ft,9,12
27,1,7:19.0,H. Barnes makes 2-pt jump shot from 20 ft,,11,12
28,1,7:01.0,,Turnover by G. Hayward (lost ball),11,12
29,1,6:48.0,A. Bogut misses 2-pt jump shot from 3 ft,,11,12
30,1,6:48.0,,Defensive rebound by D. Favors,11,12
31,1,6:42.0,,Turnover by S. Mack (lost ball; steal by S. Curry),11,12
32,1,6:34.0,S. Curry misses 2-pt layup from 2 ft,,11,12
33,1,6:33.0,Offensive rebound by H. Barnes,,11,12
34,1,6:26.0,K. Thompson makes 2-pt jump shot from 5 ft,,13,12
35,1,6:22.0,,Utah full timeout,13,12
36,1,6:13.0,,S. Mack misses 2-pt jump shot from 19 ft,13,12
37,1,6:12.0,Defensive rebound by D. Green,,13,12
38,1,5:52.0,H. Barnes makes 2-pt jump shot from 16 ft,,15,12
39,1,5:25.0,,D. Favors misses 2-pt jump shot from 11 ft,15,12
40,1,5:24.0,Defensive rebound by H. Barnes,,15,12
41,1,5:13.0,K. Thompson makes 2-pt dunk at rim (assist by A. Bogut),,17,12
42,1,4:58.0,,G. Hayward misses 3-pt jump shot from 24 ft,17,12
43,1,4:57.0,Defensive rebound by Team,,17,12
44,1,4:57.0,Personal foul by R. Gobert,,17,12
45,1,4:57.0,,J. Ingles enters the game for R. Hood,17,12
46,1,4:57.0,,T. Lyles enters the game for D. Favors,17,12
47,1,4:43.0,K. Thompson misses 2-pt jump shot from 17 ft,,17,12
48,1,4:42.0,Offensive rebound by S. Curry,,17,12
49,1,4:35.0,H. Barnes misses 3-pt jump shot from 24 ft,,17,12
50,1,4:35.0,,Defensive rebound by G. Hayward,17,12
51,1,4:23.0,,S. Mack misses 2-pt jump shot from 4 ft,17,12
52,1,4:23.0,Defensive rebound by A. Bogut,,17,12
53,1,4:13.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),,19,12
54,1,3:54.0,,R. Gobert misses 2-pt jump shot from 5 ft,19,12
55,1,3:54.0,Defensive rebound by S. Curry,,19,12
56,1,3:45.0,S. Curry misses 2-pt jump shot from 13 ft,,19,12
57,1,3:45.0,,Defensive rebound by R. Gobert,19,12
58,1,3:45.0,,Personal foul by A. Bogut,19,12
59,1,3:45.0,L. Barbosa enters the game for K. Thompson,,19,12
60,1,3:45.0,A. Varejão enters the game for A. Bogut,,19,12
61,1,3:28.0,,T. Lyles makes 2-pt jump shot from 18 ft,19,14
62,1,3:11.0,H. Barnes misses 3-pt jump shot from 24 ft,,19,14
63,1,3:11.0,Offensive rebound by S. Curry,,19,14
64,1,3:05.0,S. Curry makes 3-pt jump shot from 24 ft,,22,14
65,1,2:46.0,,R. Gobert makes 2-pt dunk at rim,22,16
66,1,2:46.0,,S. Mack misses 2-pt jump shot from 6 ft,22,16
67,1,2:46.0,,Offensive rebound by R. Gobert,22,16
68,1,2:46.0,Golden State full timeout,,22,16
69,1,2:46.0,S. Livingston enters the game for H. Barnes,,22,16
70,1,2:30.0,S. Curry misses 2-pt layup from 3 ft,,22,16
71,1,2:29.0,,Defensive rebound by J. Ingles,22,16
72,1,2:21.0,,S. Mack misses 3-pt jump shot from 25 ft,22,16
73,1,2:20.0,Defensive rebound by S. Livingston,,22,16
74,1,2:12.0,Turnover by S. Curry (bad pass; steal by J. Ingles),,22,16
75,1,2:07.0,,T. Lyles misses 3-pt jump shot from 23 ft,22,16
76,1,2:06.0,Defensive rebound by D. Green,,22,16
77,1,2:01.0,Turnover by D. Green (bad pass),,22,16
78,1,2:01.0,B. Rush enters the game for D. Green,,22,16
79,1,2:01.0,,R. Neto enters the game for S. Mack,22,16
80,1,1:42.0,,G. Hayward misses 2-pt jump shot from 3 ft,22,16
81,1,1:42.0,,Offensive rebound by G. Hayward,22,16
82,1,1:42.0,,Shooting foul by A. Varejão (drawn by G. Hayward),22,16
83,1,1:42.0,,G. Hayward makes free throw 1 of 2,22,17
84,1,1:42.0,,D. Favors enters the game for R. Gobert,22,17
85,1,1:42.0,,G. Hayward misses free throw 2 of 2,22,17
86,1,1:41.0,Defensive rebound by B. Rush,,22,17
87,1,1:31.0,S. Livingston misses 2-pt jump shot from 14 ft,,22,17
88,1,1:31.0,,Defensive rebound by T. Lyles,22,17
89,1,1:22.0,,G. Hayward misses 2-pt jump shot from 4 ft,22,17
90,1,1:20.0,,Offensive rebound by D. Favors,22,17
91,1,1:20.0,,D. Favors makes 2-pt layup at rim,22,19
92,1,1:04.0,L. Barbosa makes 2-pt jump shot from 12 ft,,24,19
93,1,0:52.0,,G. Hayward misses 2-pt jump shot from 5 ft,24,19
94,1,0:51.0,Defensive rebound by Team,,24,19
95,1,0:51.0,,R. Hood enters the game for G. Hayward,24,19
96,1,0:32.0,Turnover by S. Curry (bad pass; steal by T. Lyles),,24,19
97,1,0:27.0,,T. Lyles makes 2-pt layup from 1 ft,24,21
98,1,0:11.0,Personal foul by J. Ingles,,24,21
99,1,0:01.0,S. Curry makes 2-pt jump shot from 15 ft,,26,21
100,2,11:52.0,Turnover by S. Livingston (offensive foul),,26,21
101,2,11:52.0,,Offensive charge foul by S. Livingston (drawn by R. Neto),26,21
102,2,11:34.0,,Turnover by R. Neto (lost ball; steal by S. Livingston),26,21
103,2,11:33.0,Personal foul by R. Neto,,26,21
