,QUARTER,TIME_REMAINING,ORLANDO_ACTION,HOUSTON_ACTION,ORLANDO_SCORE,HOUSTON_SCORE
120,2,9:55.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by D. Howard),42,42
121,2,9:40.0,E. Payton misses 2-pt jump shot from 18 ft,,42,42
122,2,9:39.0,,Defensive rebound by T. Ariza,42,42
123,2,9:25.0,,D. Howard makes 2-pt layup from 2 ft (assist by T. Lawson),42,44
124,2,9:14.0,M. Hezonja misses 2-pt jump shot from 18 ft,,42,44
125,2,9:13.0,Offensive rebound by A. Gordon,,42,44
126,2,9:11.0,A. Gordon misses 2-pt layup from 1 ft,,42,44
127,2,9:10.0,,Defensive rebound by D. Howard,42,44
128,2,9:07.0,,Turnover by D. Howard (bad pass; steal by V. Oladipo),42,44
129,2,9:00.0,Flagrant foul type 1 by D. Howard (drawn by A. Gordon),,42,44
130,2,9:00.0,A. Gordon makes flagrant free throw 1 of 2,,43,44
131,2,9:00.0,A. Gordon makes flagrant free throw 2 of 2,,44,44
132,2,9:00.0,,C. Capela enters the game for D. Howard,44,44
133,2,9:00.0,N. Vučević enters the game for A. Gordon,,44,44
134,2,9:00.0,T. Harris enters the game for J. Smith,,44,44
135,2,8:54.0,V. Oladipo misses 2-pt jump shot from 5 ft,,44,44
136,2,8:53.0,,Defensive rebound by T. Ariza,44,44
137,2,8:52.0,,Turnover by T. Ariza (bad pass),44,44
138,2,8:52.0,Official timeout,,44,44
139,2,8:42.0,N. Vučević misses 2-pt jump shot from 19 ft,,44,44
140,2,8:41.0,,Defensive rebound by T. Ariza,44,44
141,2,8:17.0,,P. Beverley misses 3-pt jump shot from 24 ft,44,44
142,2,8:16.0,,Offensive rebound by C. Capela,44,44
143,2,8:06.0,,T. Lawson misses 3-pt jump shot from 25 ft,44,44
144,2,8:05.0,Defensive rebound by T. Harris,,44,44
145,2,7:50.0,,Offensive charge foul by T. Harris (drawn by T. Lawson),44,44
146,2,7:50.0,Turnover by T. Harris (offensive foul),,44,44
147,2,7:50.0,,M. Thornton enters the game for P. Beverley,44,44
148,2,7:50.0,,J. Harden enters the game for C. Brewer,44,44
149,2,7:50.0,E. Fournier enters the game for M. Hezonja,,44,44
150,2,7:43.0,,Personal foul by E. Fournier (drawn by J. Harden),44,44
151,2,7:30.0,,J. Harden misses 3-pt jump shot from 24 ft,44,44
152,2,7:29.0,Defensive rebound by V. Oladipo,,44,44
153,2,7:23.0,V. Oladipo makes 2-pt jump shot from 17 ft,,46,44
154,2,7:11.0,,M. Thornton makes 2-pt jump shot from 13 ft (assist by J. Harden),46,46
155,2,6:45.0,E. Payton misses 2-pt jump shot from 15 ft,,46,46
156,2,6:45.0,Offensive rebound by Team,,46,46
157,2,6:45.0,Turnover by Team (shot clock),,46,46
158,2,6:36.0,,M. Thornton misses 3-pt jump shot from 25 ft,46,46
159,2,6:34.0,,Offensive rebound by C. Capela,46,46
160,2,6:21.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by M. Thornton),46,49
161,2,6:11.0,Personal foul by C. Capela (drawn by E. Payton),,46,49
162,2,6:11.0,,P. Beverley enters the game for T. Lawson,46,49
163,2,5:59.0,,Houston full timeout,46,49
164,2,5:53.0,T. Harris misses 3-pt jump shot from 24 ft,,46,49
165,2,5:52.0,,Defensive rebound by T. Ariza,46,49
166,2,5:43.0,,Def 3 sec tech foul by N. Vučević,46,49
167,2,5:43.0,,J. Harden makes technical free throw,46,50
168,2,5:35.0,,C. Capela makes 2-pt dunk at rim (assist by M. Thornton),46,52
169,2,5:15.0,T. Harris makes 2-pt jump shot from 3 ft (assist by V. Oladipo),,48,52
170,2,4:55.0,,T. Ariza makes 3-pt jump shot from 26 ft,48,55
171,2,4:55.0,,Shooting foul by T. Harris (drawn by T. Ariza),48,55
172,2,4:55.0,,D. Howard enters the game for C. Capela,48,55
173,2,4:55.0,A. Gordon enters the game for T. Harris,,48,55
174,2,4:55.0,,T. Ariza makes free throw 1 of 1,48,56
175,2,4:43.0,Shooting foul by P. Beverley (drawn by E. Fournier),,48,56
176,2,4:43.0,E. Fournier misses free throw 1 of 2,,48,56
177,2,4:43.0,Offensive rebound by Team,,48,56
178,2,4:43.0,E. Fournier makes free throw 2 of 2,,49,56
179,2,4:28.0,,J. Harden misses 2-pt jump shot from 17 ft,49,56
180,2,4:27.0,,Offensive rebound by D. Howard,49,56
181,2,4:21.0,,Turnover by J. Harden (bad pass; steal by V. Oladipo),49,56
182,2,4:04.0,A. Gordon makes 2-pt dunk at rim,,51,56
183,2,3:47.0,,Turnover by T. Ariza (bad pass; steal by E. Fournier),51,56
184,2,3:42.0,V. Oladipo misses 2-pt layup from 1 ft,,51,56
185,2,3:41.0,Offensive rebound by E. Fournier,,51,56
186,2,3:41.0,E. Fournier makes 2-pt layup from 1 ft,,53,56
187,2,3:28.0,,Offensive foul by D. Howard (drawn by E. Fournier),53,56
188,2,3:28.0,,Turnover by D. Howard (offensive foul),53,56
189,2,3:28.0,Orlando full timeout,,53,56
190,2,3:28.0,,C. Brewer enters the game for T. Ariza,53,56
191,2,3:28.0,,T. Lawson enters the game for P. Beverley,53,56
192,2,3:11.0,V. Oladipo misses 2-pt jump shot from 21 ft,,53,56
193,2,3:10.0,,Defensive rebound by J. Harden,53,56
194,2,2:58.0,,D. Howard makes 2-pt dunk at rim (assist by T. Lawson),53,58
195,2,2:47.0,N. Vučević makes 2-pt hook shot from 7 ft,,55,58
196,2,2:26.0,,M. Thornton makes 2-pt layup from 2 ft (assist by D. Howard),55,60
197,2,2:00.0,N. Vučević misses 2-pt jump shot from 22 ft,,55,60
198,2,1:59.0,,Defensive rebound by D. Howard,55,60
199,2,1:46.0,,Def 3 sec tech foul by N. Vučević,55,60
200,2,1:46.0,,J. Harden makes technical free throw,55,61
201,2,1:46.0,J. Smith enters the game for N. Vučević,,55,61
202,2,1:46.0,C. Watson enters the game for E. Payton,,55,61
203,2,1:46.0,,C. Capela enters the game for D. Howard,55,61
204,2,1:38.0,,T. Lawson makes 3-pt jump shot from 24 ft,55,64
205,2,1:20.0,Personal foul by J. Harden (drawn by A. Gordon),,55,64
206,2,1:20.0,A. Gordon makes free throw 1 of 2,,56,64
207,2,1:20.0,A. Gordon makes free throw 2 of 2,,57,64
208,2,1:04.0,,Shooting block foul by C. Watson (drawn by J. Harden),57,64
209,2,1:04.0,,J. Harden makes free throw 1 of 2,57,65
210,2,1:04.0,,J. Harden makes free throw 2 of 2,57,66
211,2,0:45.0,J. Smith makes 2-pt jump shot from 14 ft (assist by C. Watson),,59,66
212,2,0:32.0,,J. Harden misses 3-pt jump shot from 24 ft,59,66
213,2,0:31.0,,Offensive rebound by T. Lawson,59,66
214,2,0:09.0,,J. Harden makes 2-pt jump shot from 20 ft,59,68
215,2,0:04.0,E. Fournier misses 3-pt jump shot from 27 ft,,59,68
216,2,0:03.0,,Defensive rebound by C. Capela,59,68
217,2,0:00.0,,T. Lawson misses 3-pt jump shot from 67 ft,59,68
218,2,0:00.0,,Offensive rebound by Team,59,68
219,3,11:41.0,Shooting foul by D. Howard (drawn by T. Harris),,59,68
220,3,11:41.0,T. Harris makes free throw 1 of 2,,60,68
221,3,11:41.0,T. Harris makes free throw 2 of 2,,61,68
222,3,11:26.0,,Shooting foul by T. Harris (drawn by D. Howard),61,68
223,3,11:26.0,,D. Howard makes free throw 1 of 2,61,69
224,3,11:26.0,,D. Howard misses free throw 2 of 2,61,69
225,3,11:26.0,Defensive rebound by N. Vučević,,61,69
226,3,11:12.0,Turnover by E. Payton (bad pass),,61,69
227,3,11:02.0,,Turnover by T. Lawson (bad pass; steal by T. Harris),61,69
228,3,10:52.0,Personal foul by D. Howard (drawn by N. Vučević),,61,69
229,3,10:52.0,Orlando full timeout,,61,69
230,3,10:52.0,,C. Capela enters the game for D. Howard,61,69
231,3,10:52.0,D. Dedmon enters the game for N. Vučević,,61,69
232,3,10:45.0,E. Fournier makes 2-pt jump shot from 14 ft (assist by E. Payton),,63,69
233,3,10:32.0,,M. Thornton misses 3-pt jump shot from 25 ft,63,69
234,3,10:31.0,Defensive rebound by E. Fournier,,63,69
235,3,10:21.0,T. Harris misses 2-pt jump shot from 7 ft,,63,69
236,3,10:20.0,,Defensive rebound by T. Ariza,63,69
237,3,10:03.0,,T. Lawson misses 2-pt jump shot from 23 ft,63,69
238,3,10:01.0,,Offensive rebound by M. Thornton,63,69
239,3,9:58.0,,M. Thornton makes 2-pt layup from 1 ft,63,71
240,3,9:45.0,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),,65,71
241,3,9:33.0,,Personal foul by E. Fournier (drawn by J. Harden),65,71
242,3,9:19.0,,Turnover by T. Lawson (bad pass; steal by E. Payton),65,71
243,3,9:11.0,V. Oladipo misses 3-pt jump shot from 22 ft,,65,71
244,3,9:10.0,,Defensive rebound by M. Thornton,65,71
245,3,9:03.0,,J. Harden misses 3-pt jump shot from 24 ft,65,71
246,3,9:01.0,Defensive rebound by T. Harris,,65,71
247,3,8:52.0,D. Dedmon makes 2-pt layup from 1 ft (assist by E. Payton),,67,71
248,3,8:52.0,,Houston full timeout,67,71
249,3,8:42.0,,Turnover by T. Lawson (bad pass),67,71
250,3,8:30.0,Turnover by E. Payton (bad pass),,67,71
251,3,8:06.0,,M. Thornton misses 2-pt layup at rim,67,71
252,3,8:05.0,,Offensive rebound by C. Capela,67,71
253,3,8:05.0,,C. Capela makes 2-pt dunk at rim,67,73
254,3,7:51.0,Shooting foul by J. Harden (drawn by T. Harris),,67,73
255,3,7:51.0,T. Harris misses free throw 1 of 2,,67,73
256,3,7:51.0,Offensive rebound by Team,,67,73
257,3,7:51.0,,C. Brewer enters the game for M. Thornton,67,73
258,3,7:51.0,T. Harris makes free throw 2 of 2,,68,73
259,3,7:33.0,,C. Brewer makes 2-pt layup from 1 ft (assist by T. Ariza),68,75
260,3,7:08.0,E. Payton misses 2-pt jump shot from 18 ft,,68,75
261,3,7:07.0,,Defensive rebound by J. Harden,68,75
262,3,6:43.0,,T. Ariza misses 2-pt jump shot from 6 ft,68,75
263,3,6:42.0,Defensive rebound by D. Dedmon,,68,75
264,3,6:29.0,D. Dedmon misses 2-pt jump shot from 10 ft,,68,75
265,3,6:27.0,Offensive rebound by T. Harris,,68,75
266,3,6:26.0,T. Harris makes 2-pt layup at rim,,70,75
267,3,6:17.0,,C. Capela makes 2-pt dunk at rim (assist by T. Lawson),70,77
268,3,5:51.0,D. Dedmon misses 2-pt layup from 1 ft (block by C. Capela),,70,77
269,3,5:49.0,,Defensive rebound by C. Brewer,70,77
270,3,5:45.0,,Personal foul by E. Payton (drawn by J. Harden),70,77
271,3,5:45.0,,M. Harrell enters the game for C. Capela,70,77
272,3,5:45.0,C. Watson enters the game for E. Payton,,70,77
273,3,5:45.0,,J. Terry enters the game for T. Lawson,70,77
274,3,5:35.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Terry),70,80
275,3,5:30.0,Shooting foul by J. Terry (drawn by V. Oladipo),,70,80
276,3,5:30.0,V. Oladipo makes free throw 1 of 2,,71,80
277,3,5:30.0,A. Gordon enters the game for T. Harris,,71,80
278,3,5:30.0,V. Oladipo makes free throw 2 of 2,,72,80
279,3,5:20.0,,Shooting foul by D. Dedmon (drawn by J. Harden),72,80
280,3,5:20.0,,J. Harden misses free throw 1 of 2,72,80
281,3,5:20.0,,Offensive rebound by Team,72,80
282,3,5:20.0,,J. Harden makes free throw 2 of 2,72,81
283,3,4:58.0,E. Fournier makes 2-pt jump shot from 12 ft (assist by C. Watson),,74,81
284,3,4:42.0,,J. Harden misses 3-pt jump shot from 24 ft,74,81
285,3,4:40.0,Defensive rebound by V. Oladipo,,74,81
286,3,4:28.0,E. Fournier makes 3-pt jump shot from 23 ft,,77,81
287,3,4:15.0,,Turnover by J. Harden (bad pass; steal by C. Watson),77,81
288,3,4:11.0,E. Fournier makes 2-pt layup at rim (assist by C. Watson),,79,81
289,3,3:49.0,,C. Brewer misses 2-pt jump shot from 6 ft,79,81
290,3,3:48.0,Defensive rebound by E. Fournier,,79,81
291,3,3:41.0,V. Oladipo makes 2-pt layup from 1 ft (assist by A. Gordon),,81,81
292,3,3:40.0,,Houston full timeout,81,81
293,3,3:40.0,,T. Lawson enters the game for J. Harden,81,81
294,3,3:40.0,Violation by Team (delay of game),,81,81
295,3,3:25.0,,J. Terry makes 2-pt jump shot from 11 ft (assist by C. Brewer),81,83
296,3,3:05.0,Def 3 sec tech foul by M. Harrell,,81,83
297,3,3:05.0,V. Oladipo makes technical free throw,,82,83
298,3,3:05.0,M. Hezonja enters the game for E. Fournier,,82,83
299,3,2:55.0,V. Oladipo makes 2-pt jump shot from 11 ft,,84,83
300,3,2:47.0,,Shooting foul by M. Hezonja (drawn by T. Lawson),84,83
301,3,2:47.0,,T. Lawson makes free throw 1 of 2,84,84
302,3,2:47.0,,C. Capela enters the game for M. Harrell,84,84
303,3,2:47.0,,T. Lawson makes free throw 2 of 2,84,85
304,3,2:24.0,D. Dedmon misses 2-pt hook shot from 9 ft,,84,85
305,3,2:23.0,Offensive rebound by A. Gordon,,84,85
306,3,2:21.0,A. Gordon misses 2-pt layup from 1 ft,,84,85
307,3,2:20.0,,Defensive rebound by J. Terry,84,85
308,3,2:13.0,,T. Lawson misses 3-pt jump shot from 24 ft,84,85
309,3,2:12.0,,Offensive rebound by Team,84,85
310,3,2:03.0,,C. Brewer misses 3-pt jump shot from 23 ft,84,85
311,3,2:01.0,Defensive rebound by V. Oladipo,,84,85
312,3,1:45.0,C. Watson makes 2-pt layup from 2 ft,,86,85
313,3,1:37.0,,T. Lawson makes 2-pt layup at rim,86,87
314,3,1:14.0,Turnover by M. Hezonja (bad pass; steal by C. Capela),,86,87
315,3,1:01.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Terry),86,90
316,3,0:45.0,A. Gordon makes 2-pt jump shot from 12 ft (assist by C. Watson),,88,90
317,3,0:39.0,,T. Lawson misses 3-pt jump shot from 24 ft,88,90
318,3,0:38.0,Defensive rebound by D. Dedmon,,88,90
319,3,0:33.0,Turnover by C. Watson (bad pass; steal by T. Ariza),,88,90
320,3,0:13.0,,C. Brewer misses 2-pt layup from 2 ft (block by D. Dedmon),88,90
321,3,0:12.0,,Offensive rebound by Team,88,90
322,3,0:12.0,,J. Harden enters the game for T. Ariza,88,90
323,3,0:09.0,,J. Harden misses 3-pt jump shot from 24 ft (block by A. Gordon),88,90
324,3,0:08.0,,Offensive rebound by J. Harden,88,90
325,3,0:05.0,,J. Harden misses 2-pt jump shot from 20 ft,88,90
326,3,0:04.0,,Offensive rebound by C. Brewer,88,90
327,3,0:02.0,,C. Brewer misses 2-pt jump shot from 8 ft,88,90
328,3,0:01.0,Defensive rebound by V. Oladipo,,88,90
329,3,0:00.0,V. Oladipo misses 3-pt jump shot from 67 ft,,88,90
330,3,0:00.0,Offensive rebound by Team,,88,90
331,4,11:40.0,,J. Harden misses 2-pt layup from 2 ft (block by D. Dedmon),88,90
332,4,11:39.0,,Offensive rebound by D. Howard,88,90
333,4,11:38.0,,D. Howard makes 2-pt layup at rim,88,92
334,4,11:23.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by C. Watson),,91,92
335,4,10:56.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by J. Terry),91,95
336,4,10:31.0,S. Napier misses 3-pt jump shot from 25 ft,,91,95
337,4,10:29.0,,Defensive rebound by J. Terry,91,95
338,4,10:18.0,,Turnover by J. Harden (lost ball; steal by D. Dedmon),91,95
339,4,10:03.0,Offensive foul by E. Fournier (drawn by M. Thornton),,91,95
340,4,10:03.0,Turnover by E. Fournier (offensive foul),,91,95
341,4,10:03.0,J. Smith enters the game for D. Dedmon,,91,95
342,4,9:46.0,,D. Howard makes 2-pt dunk at rim (assist by C. Brewer),91,97
343,4,9:27.0,J. Smith makes 2-pt jump shot from 14 ft (assist by S. Napier),,93,97
344,4,9:04.0,,C. Brewer misses 2-pt jump shot from 4 ft (block by J. Smith),93,97
345,4,9:03.0,Defensive rebound by S. Napier,,93,97
346,4,8:56.0,E. Fournier makes 2-pt jump shot from 3 ft,,95,97
347,4,8:37.0,,Turnover by J. Harden (bad pass; steal by C. Watson),95,97
348,4,8:33.0,C. Watson makes 2-pt layup at rim,,97,97
349,4,8:33.0,,Houston full timeout,97,97
350,4,8:33.0,,T. Lawson enters the game for J. Terry,97,97
351,4,8:16.0,,Turnover by T. Lawson (bad pass; steal by C. Watson),97,97
352,4,7:59.0,Turnover by J. Smith (lost ball; steal by C. Brewer),,97,97
353,4,7:55.0,,Shooting block foul by E. Fournier (drawn by J. Harden),97,97
354,4,7:55.0,,J. Harden misses free throw 1 of 2,97,97
355,4,7:55.0,,Offensive rebound by Team,97,97
356,4,7:55.0,,J. Harden makes free throw 2 of 2,97,98
357,4,7:39.0,E. Fournier misses 2-pt jump shot from 3 ft,,97,98
358,4,7:37.0,Offensive rebound by A. Gordon,,97,98
359,4,7:37.0,A. Gordon makes 2-pt layup from 1 ft,,99,98
360,4,7:12.0,,M. Thornton makes 2-pt jump shot from 13 ft (assist by C. Brewer),99,100
361,4,6:50.0,J. Smith makes 2-pt layup from 1 ft (assist by E. Fournier),,101,100
362,4,6:39.0,,Turnover by M. Thornton (lost ball; steal by C. Watson),101,100
363,4,6:28.0,E. Fournier misses 2-pt layup from 1 ft,,101,100
364,4,6:27.0,,Defensive rebound by D. Howard,101,100
365,4,6:13.0,,Shooting foul by J. Smith (drawn by D. Howard),101,100
366,4,6:13.0,,D. Howard misses free throw 1 of 2,101,100
367,4,6:13.0,,Offensive rebound by Team,101,100
368,4,6:13.0,,T. Ariza enters the game for C. Brewer,101,100
369,4,6:13.0,V. Oladipo enters the game for S. Napier,,101,100
370,4,6:13.0,,D. Howard makes free throw 2 of 2,101,101
371,4,5:54.0,E. Fournier misses 3-pt jump shot from 23 ft,,101,101
372,4,5:54.0,,Defensive rebound by D. Howard,101,101
373,4,5:49.0,Official timeout,,101,101
374,4,5:49.0,D. Dedmon enters the game for C. Watson,,101,101
375,4,5:49.0,E. Payton enters the game for J. Smith,,101,101
376,4,5:33.0,,T. Ariza makes 2-pt layup from 2 ft (assist by M. Thornton),101,103
377,4,5:17.0,Shooting foul by J. Harden (drawn by A. Gordon),,101,103
378,4,5:17.0,A. Gordon makes free throw 1 of 2,,102,103
379,4,5:17.0,A. Gordon misses free throw 2 of 2,,102,103
380,4,5:17.0,,Defensive rebound by T. Ariza,102,103
381,4,4:52.0,,J. Harden misses 3-pt jump shot from 24 ft,102,103
382,4,4:51.0,Defensive rebound by V. Oladipo,,102,103
383,4,4:42.0,E. Fournier misses 3-pt jump shot from 24 ft,,102,103
384,4,4:41.0,,Defensive rebound by Team,102,103
385,4,4:26.0,,M. Thornton misses 3-pt jump shot from 23 ft,102,103
386,4,4:25.0,Defensive rebound by E. Payton,,102,103
