,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MEMPHIS_ACTION,PHOENIX_SCORE,MEMPHIS_SCORE
34,1,7:33.0,,Offensive rebound by C. Andersen,7,10
35,1,7:33.0,,C. Andersen makes 2-pt layup from 1 ft,7,12
36,1,7:22.0,A. Len makes 2-pt jump shot from 18 ft (assist by D. Booker),,9,12
37,1,7:00.0,,M. Barnes makes 2-pt layup from 1 ft (assist by Z. Randolph),9,14
38,1,6:50.0,A. Len makes 2-pt jump shot from 17 ft (assist by R. Price),,11,14
39,1,6:23.0,,Z. Randolph misses 2-pt jump shot from 7 ft,11,14
40,1,6:23.0,Defensive rebound by T. Chandler,,11,14
41,1,6:11.0,Turnover by D. Booker (bad pass),,11,14
42,1,5:52.0,,Personal foul by P. Tucker (drawn by P. Hairston),11,14
43,1,5:52.0,,Memphis full timeout,11,14
44,1,5:52.0,,R. Hollins enters the game for C. Andersen,11,14
45,1,5:52.0,,M. Chalmers enters the game for M. Conley,11,14
46,1,5:38.0,,M. Chalmers misses 2-pt jump shot at rim,11,14
47,1,5:37.0,,Offensive rebound by M. Chalmers,11,14
48,1,5:37.0,,M. Chalmers makes 2-pt layup at rim,11,16
49,1,5:27.0,Personal foul by M. Barnes (drawn by D. Booker),,11,16
50,1,5:18.0,A. Len misses 2-pt jump shot from 10 ft,,11,16
51,1,5:18.0,,Defensive rebound by Z. Randolph,11,16
52,1,5:05.0,,Z. Randolph misses 2-pt jump shot from 21 ft,11,16
53,1,5:05.0,Defensive rebound by A. Len,,11,16
54,1,4:54.0,R. Price misses 2-pt jump shot from 11 ft,,11,16
55,1,4:52.0,Offensive rebound by A. Len,,11,16
56,1,4:45.0,Personal foul by R. Hollins (drawn by A. Len),,11,16
57,1,4:45.0,,L. Stephenson enters the game for M. Barnes,11,16
58,1,4:33.0,P. Tucker makes 2-pt jump shot from 7 ft,,13,16
59,1,4:08.0,,R. Hollins misses 2-pt hook shot from 8 ft,13,16
60,1,4:06.0,,Offensive rebound by Z. Randolph,13,16
61,1,4:03.0,,Z. Randolph makes 2-pt layup from 1 ft,13,18
62,1,3:49.0,T. Chandler misses 2-pt jump shot from 4 ft (block by R. Hollins),,13,18
63,1,3:48.0,Offensive rebound by A. Len,,13,18
64,1,3:40.0,P. Tucker makes 2-pt jump shot from 14 ft (assist by D. Booker),,15,18
65,1,3:18.0,,Personal foul by R. Price (drawn by M. Chalmers),15,18
66,1,3:18.0,,V. Carter enters the game for P. Hairston,15,18
67,1,3:18.0,A. Goodwin enters the game for T. Chandler,,15,18
68,1,3:18.0,M. Teletović enters the game for R. Price,,15,18
69,1,3:05.0,,Turnover by L. Stephenson (traveling),15,18
70,1,2:54.0,D. Booker makes 2-pt jump shot from 17 ft,,17,18
71,1,2:34.0,,Z. Randolph misses 2-pt jump shot from 7 ft,17,18
72,1,2:34.0,Defensive rebound by D. Booker,,17,18
73,1,2:16.0,M. Teletović misses 3-pt jump shot from 25 ft,,17,18
74,1,2:16.0,,Defensive rebound by Z. Randolph,17,18
75,1,2:11.0,,Shooting foul by D. Booker (drawn by L. Stephenson),17,18
76,1,2:11.0,,Technical foul by L. Stephenson,17,18
77,1,2:11.0,Phoenix full timeout,,17,18
78,1,2:11.0,,J. Green enters the game for Z. Randolph,17,18
79,1,2:11.0,D. Booker makes technical free throw,,18,18
80,1,2:11.0,,L. Stephenson makes free throw 1 of 2,18,19
81,1,2:11.0,,L. Stephenson makes free throw 2 of 2,18,20
82,1,1:52.0,M. Teletović makes 2-pt jump shot from 7 ft (assist by A. Goodwin),,20,20
83,1,1:34.0,,L. Stephenson misses 2-pt jump shot from 5 ft,20,20
84,1,1:33.0,,Offensive rebound by L. Stephenson,20,20
85,1,1:29.0,,L. Stephenson makes 2-pt layup from 1 ft,20,22
86,1,1:17.0,D. Booker makes 2-pt layup from 2 ft,,22,22
87,1,1:17.0,,Memphis full timeout,22,22
88,1,1:17.0,J. Leuer enters the game for A. Len,,22,22
89,1,1:03.0,,L. Stephenson misses 2-pt jump shot from 4 ft,22,22
90,1,1:03.0,Defensive rebound by P. Tucker,,22,22
91,1,0:58.0,A. Goodwin makes 2-pt layup from 1 ft,,24,22
92,1,0:48.0,,Shooting foul by J. Leuer (drawn by J. Green),24,22
93,1,0:48.0,,J. Green makes free throw 1 of 2,24,23
94,1,0:48.0,,J. Martin enters the game for R. Hollins,24,23
95,1,0:48.0,,J. Green makes free throw 2 of 2,24,24
96,1,0:23.0,A. Goodwin misses 3-pt jump shot from 24 ft,,24,24
97,1,0:23.0,,Defensive rebound by V. Carter,24,24
98,1,0:19.0,,Turnover by V. Carter (bad pass),24,24
99,1,0:03.0,D. Booker misses 3-pt jump shot from 25 ft,,24,24
100,1,0:03.0,Offensive rebound by P. Tucker,,24,24
101,1,0:01.0,P. Tucker misses 2-pt jump shot from 19 ft,,24,24
102,1,0:00.0,Offensive rebound by Team,,24,24
103,2,11:46.0,Shooting foul by J. Martin (drawn by J. Leuer),,24,24
104,2,11:46.0,J. Leuer makes free throw 1 of 2,,25,24
105,2,11:46.0,J. Leuer makes free throw 2 of 2,,26,24
106,2,11:39.0,,Shooting foul by M. Teletović (drawn by J. Green),26,24
107,2,11:39.0,,J. Green makes free throw 1 of 2,26,25
108,2,11:39.0,,J. Green makes free throw 2 of 2,26,26
109,2,11:22.0,R. Price misses 3-pt jump shot from 26 ft,,26,26
110,2,11:22.0,,Defensive rebound by J. Green,26,26
111,2,11:12.0,,L. Stephenson misses 3-pt jump shot from 25 ft,26,26
112,2,11:11.0,,Offensive rebound by J. Green,26,26
113,2,11:10.0,,J. Martin misses 2-pt layup at rim,26,26
114,2,11:09.0,Defensive rebound by M. Teletović,,26,26
115,2,11:03.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by A. Goodwin),,29,26
116,2,10:48.0,,Turnover by J. Martin (bad pass),29,26
117,2,10:36.0,M. Teletović makes 3-pt jump shot from 27 ft (assist by J. Jenkins),,32,26
118,2,10:31.0,,Memphis full timeout,32,26
119,2,10:31.0,,C. Andersen enters the game for J. Martin,32,26
120,2,10:16.0,,V. Carter misses 2-pt jump shot from 18 ft,32,26
121,2,10:15.0,Defensive rebound by J. Leuer,,32,26
122,2,10:04.0,Turnover by R. Price (bad pass; steal by V. Carter),,32,26
123,2,9:58.0,,M. Chalmers misses 3-pt jump shot from 22 ft,32,26
124,2,9:56.0,,Offensive rebound by C. Andersen,32,26
125,2,9:53.0,,M. Chalmers misses 3-pt jump shot from 23 ft,32,26
126,2,9:52.0,Defensive rebound by J. Leuer,,32,26
127,2,9:41.0,A. Goodwin makes 2-pt layup at rim,,34,26
128,2,9:17.0,,J. Green makes 2-pt jump shot from 11 ft (assist by M. Chalmers),34,28
129,2,9:00.0,Turnover by J. Jenkins (bad pass),,34,28
130,2,8:47.0,,Shooting foul by J. Leuer (drawn by J. Green),34,28
131,2,8:47.0,,J. Green misses free throw 1 of 2,34,28
132,2,8:47.0,,Offensive rebound by Team,34,28
133,2,8:47.0,,J. Green makes free throw 2 of 2,34,29
134,2,8:38.0,Turnover by A. Goodwin (bad pass; steal by L. Stephenson),,34,29
135,2,8:24.0,,M. Chalmers misses 2-pt jump shot from 3 ft,34,29
136,2,8:24.0,Defensive rebound by Team,,34,29
137,2,8:05.0,Personal foul by V. Carter (drawn by J. Leuer),,34,29
138,2,7:59.0,J. Leuer makes 2-pt jump shot from 12 ft,,36,29
139,2,7:59.0,,Memphis full timeout,36,29
140,2,7:59.0,,M. Barnes enters the game for C. Andersen,36,29
141,2,7:46.0,,Shooting foul by J. Leuer (drawn by M. Chalmers),36,29
142,2,7:46.0,,M. Chalmers makes free throw 1 of 2,36,30
143,2,7:46.0,A. Len enters the game for J. Leuer,,36,30
144,2,7:46.0,,M. Chalmers makes free throw 2 of 2,36,31
145,2,7:37.0,Turnover by A. Goodwin (lost ball; steal by M. Chalmers),,36,31
146,2,7:33.0,,M. Chalmers makes 2-pt layup from 1 ft,36,33
147,2,7:08.0,A. Goodwin misses 3-pt jump shot from 24 ft,,36,33
148,2,7:07.0,,Defensive rebound by V. Carter,36,33
149,2,7:01.0,,L. Stephenson misses 2-pt layup from 2 ft (block by A. Len),36,33
150,2,6:59.0,Defensive rebound by A. Len,,36,33
151,2,6:58.0,,M. Conley enters the game for L. Stephenson,36,33
152,2,6:52.0,Turnover by R. Price (bad pass; steal by M. Chalmers),,36,33
153,2,6:49.0,,M. Chalmers makes 2-pt layup at rim,36,35
154,2,6:49.0,,Shooting foul by R. Price (drawn by M. Chalmers),36,35
155,2,6:49.0,D. Booker enters the game for R. Price,,36,35
156,2,6:49.0,P. Tucker enters the game for A. Goodwin,,36,35
157,2,6:49.0,,M. Chalmers makes free throw 1 of 1,36,36
158,2,6:38.0,Personal foul by M. Chalmers (drawn by D. Booker),,36,36
159,2,6:33.0,M. Teletović misses 3-pt jump shot from 24 ft,,36,36
160,2,6:33.0,Offensive rebound by A. Len,,36,36
161,2,6:32.0,Shooting foul by M. Conley (drawn by A. Len),,36,36
162,2,6:32.0,A. Len makes free throw 1 of 2,,37,36
163,2,6:32.0,A. Len misses free throw 2 of 2,,37,36
164,2,6:31.0,,Defensive rebound by M. Barnes,37,36
165,2,6:15.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Chalmers),37,39
166,2,6:02.0,M. Teletović misses 2-pt jump shot from 18 ft,,37,39
167,2,6:01.0,,Defensive rebound by J. Green,37,39
168,2,5:58.0,,Personal foul by P. Tucker (drawn by J. Green),37,39
169,2,5:58.0,,J. Green makes free throw 1 of 2,37,40
170,2,5:58.0,T. Chandler enters the game for M. Teletović,,37,40
171,2,5:58.0,,J. Green misses free throw 2 of 2,37,40
172,2,5:57.0,Defensive rebound by T. Chandler,,37,40
173,2,5:38.0,Personal foul by J. Green (drawn by A. Len),,37,40
174,2,5:38.0,A. Len makes free throw 1 of 2,,38,40
175,2,5:38.0,,Z. Randolph enters the game for J. Green,38,40
176,2,5:38.0,A. Len misses free throw 2 of 2,,38,40
177,2,5:37.0,Offensive rebound by A. Len,,38,40
178,2,5:37.0,A. Len makes 2-pt layup from 1 ft,,40,40
179,2,5:37.0,Shooting foul by V. Carter (drawn by A. Len),,40,40
180,2,5:37.0,A. Len makes free throw 1 of 1,,41,40
181,2,5:19.0,,M. Conley makes 2-pt jump shot from 10 ft,41,42
182,2,5:19.0,,Shooting foul by J. Jenkins (drawn by M. Conley),41,42
183,2,5:19.0,,M. Conley makes free throw 1 of 1,41,43
184,2,5:05.0,D. Booker misses 3-pt jump shot from 24 ft,,41,43
185,2,5:04.0,Offensive rebound by A. Len,,41,43
186,2,5:04.0,Shooting foul by M. Conley (drawn by A. Len),,41,43
187,2,5:04.0,A. Len makes free throw 1 of 2,,42,43
188,2,5:04.0,P. Pressey enters the game for J. Jenkins,,42,43
189,2,5:04.0,A. Len misses free throw 2 of 2,,42,43
190,2,5:03.0,,Defensive rebound by Z. Randolph,42,43
191,2,4:55.0,,M. Chalmers misses 2-pt layup at rim,42,43
192,2,4:53.0,Defensive rebound by A. Len,,42,43
193,2,4:45.0,Turnover by P. Tucker (offensive foul),,42,43
194,2,4:45.0,Offensive foul by P. Tucker (drawn by M. Chalmers),,42,43
195,2,4:45.0,A. Goodwin enters the game for P. Tucker,,42,43
196,2,4:26.0,,V. Carter misses 2-pt jump shot from 21 ft,42,43
197,2,4:25.0,Defensive rebound by A. Len,,42,43
198,2,4:18.0,A. Len misses 2-pt layup from 1 ft (block by M. Barnes),,42,43
199,2,4:17.0,,Defensive rebound by V. Carter,42,43
200,2,4:00.0,,M. Conley misses 3-pt jump shot from 25 ft,42,43
201,2,3:59.0,Defensive rebound by A. Len,,42,43
202,2,3:52.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,44,43
203,2,3:26.0,,V. Carter misses 2-pt jump shot from 20 ft,44,43
204,2,3:25.0,Defensive rebound by A. Goodwin,,44,43
205,2,3:19.0,D. Booker misses 3-pt jump shot from 26 ft,,44,43
206,2,3:18.0,,Defensive rebound by M. Conley,44,43
207,2,3:10.0,,Shooting foul by P. Pressey (drawn by M. Conley),44,43
208,2,3:10.0,,M. Conley makes free throw 1 of 2,44,44
209,2,3:10.0,,P. Hairston enters the game for V. Carter,44,44
210,2,3:10.0,,M. Conley makes free throw 2 of 2,44,45
211,2,2:56.0,A. Len misses 2-pt jump shot from 19 ft,,44,45
212,2,2:54.0,Offensive rebound by T. Chandler,,44,45
213,2,2:54.0,T. Chandler makes 2-pt layup from 1 ft,,46,45
214,2,2:34.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by M. Conley),46,48
215,2,2:28.0,Personal foul by P. Hairston (drawn by A. Goodwin),,46,48
216,2,2:28.0,Phoenix full timeout,,46,48
217,2,2:28.0,M. Teletović enters the game for P. Pressey,,46,48
218,2,2:28.0,,J. Green enters the game for M. Chalmers,46,48
219,2,2:28.0,A. Goodwin misses free throw 1 of 2,,46,48
220,2,2:28.0,Offensive rebound by Team,,46,48
221,2,2:28.0,A. Goodwin misses free throw 2 of 2,,46,48
222,2,2:27.0,,Defensive rebound by Z. Randolph,46,48
223,2,2:13.0,,P. Hairston makes 2-pt layup from 1 ft (assist by J. Green),46,50
224,2,1:56.0,D. Booker makes 3-pt jump shot from 27 ft (assist by A. Len),,49,50
225,2,1:41.0,,P. Hairston misses 2-pt jump shot from 10 ft,49,50
226,2,1:39.0,Defensive rebound by A. Len,,49,50
227,2,1:26.0,Turnover by A. Len (traveling),,49,50
228,2,1:13.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by Z. Randolph),49,53
229,2,0:48.0,Shooting foul by M. Barnes (drawn by A. Goodwin),,49,53
230,2,0:48.0,A. Goodwin misses free throw 1 of 2,,49,53
231,2,0:48.0,Offensive rebound by Team,,49,53
232,2,0:48.0,A. Goodwin makes free throw 2 of 2,,50,53
233,2,0:36.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by Z. Randolph),50,56
234,2,0:12.0,D. Booker makes 3-pt jump shot from 28 ft (assist by A. Len),,53,56
235,2,0:00.0,,M. Conley makes 3-pt jump shot from 25 ft,53,59
236,3,11:42.0,T. Chandler makes 2-pt jump shot from 5 ft (assist by A. Len),,55,59
237,3,11:22.0,,M. Barnes misses 2-pt jump shot from 5 ft (block by A. Len),55,59
238,3,11:21.0,Defensive rebound by P. Tucker,,55,59
239,3,11:11.0,Turnover by A. Len (bad pass),,55,59
240,3,10:58.0,,Shooting foul by A. Len (drawn by R. Hollins),55,59
241,3,10:58.0,,R. Hollins misses free throw 1 of 2,55,59
242,3,10:58.0,,Offensive rebound by Team,55,59
243,3,10:58.0,,R. Hollins makes free throw 2 of 2,55,60
244,3,10:42.0,D. Booker misses 2-pt jump shot from 21 ft,,55,60
245,3,10:41.0,,Defensive rebound by Z. Randolph,55,60
246,3,10:34.0,,Shooting foul by P. Tucker (drawn by R. Hollins),55,60
247,3,10:34.0,,R. Hollins misses free throw 1 of 2,55,60
248,3,10:34.0,,Offensive rebound by Team,55,60
249,3,10:34.0,,R. Hollins makes free throw 2 of 2,55,61
250,3,10:27.0,Personal foul by R. Hollins (drawn by T. Chandler),,55,61
251,3,10:10.0,D. Booker makes 2-pt jump shot from 21 ft,,57,61
252,3,9:49.0,,M. Barnes misses 3-pt jump shot from 25 ft,57,61
253,3,9:49.0,Defensive rebound by P. Tucker,,57,61
254,3,9:32.0,R. Price makes 3-pt jump shot from 23 ft (assist by A. Len),,60,61
255,3,9:11.0,,Z. Randolph misses 2-pt jump shot from 6 ft,60,61
256,3,9:11.0,Defensive rebound by T. Chandler,,60,61
257,3,9:01.0,Shooting foul by R. Hollins (drawn by A. Len),,60,61
258,3,9:01.0,A. Len makes free throw 1 of 2,,61,61
259,3,9:01.0,A. Len makes free throw 2 of 2,,62,61
260,3,8:46.0,,P. Hairston misses 3-pt jump shot from 22 ft,62,61
261,3,8:46.0,Defensive rebound by R. Price,,62,61
262,3,8:38.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,64,61
263,3,8:24.0,,M. Conley misses 2-pt layup at rim,64,61
264,3,8:23.0,Defensive rebound by A. Len,,64,61
265,3,8:22.0,Turnover by A. Len (bad pass),,64,61
266,3,8:09.0,,Z. Randolph makes 2-pt layup at rim,64,63
267,3,7:54.0,R. Price misses 3-pt jump shot from 25 ft,,64,63
268,3,7:53.0,,Defensive rebound by M. Barnes,64,63
269,3,7:32.0,,Turnover by P. Hairston (bad pass),64,63
270,3,7:13.0,A. Len misses 2-pt jump shot from 7 ft,,64,63
271,3,7:12.0,,Defensive rebound by Z. Randolph,64,63
272,3,7:03.0,,Z. Randolph misses 2-pt jump shot from 18 ft,64,63
273,3,7:03.0,Defensive rebound by R. Price,,64,63
274,3,6:57.0,Personal foul by Z. Randolph (drawn by T. Chandler),,64,63
275,3,6:46.0,A. Len makes 2-pt jump shot from 7 ft,,66,63
276,3,6:24.0,,Turnover by M. Conley (lost ball; steal by A. Len),66,63
277,3,6:19.0,Shooting foul by M. Barnes (drawn by D. Booker),,66,63
278,3,6:19.0,D. Booker makes free throw 1 of 2,,67,63
279,3,6:19.0,D. Booker makes free throw 2 of 2,,68,63
280,3,5:56.0,,R. Hollins misses 2-pt layup from 1 ft,68,63
281,3,5:56.0,Defensive rebound by T. Chandler,,68,63
282,3,5:44.0,A. Len makes 2-pt layup at rim (assist by D. Booker),,70,63
283,3,5:22.0,,P. Hairston misses 2-pt jump shot from 12 ft,70,63
284,3,5:22.0,,Offensive rebound by R. Hollins,70,63
285,3,5:18.0,,R. Hollins misses 2-pt layup from 2 ft,70,63
286,3,5:18.0,,Offensive rebound by R. Hollins,70,63
287,3,5:07.0,,Z. Randolph misses 2-pt layup from 1 ft,70,63
288,3,5:07.0,Defensive rebound by A. Len,,70,63
289,3,4:52.0,R. Price makes 3-pt jump shot from 25 ft,,73,63
290,3,4:49.0,,Memphis full timeout,73,63
291,3,4:49.0,,L. Stephenson enters the game for P. Hairston,73,63
292,3,4:49.0,,J. Green enters the game for R. Hollins,73,63
293,3,4:35.0,,M. Conley misses 3-pt jump shot from 25 ft,73,63
294,3,4:34.0,Defensive rebound by T. Chandler,,73,63
295,3,4:18.0,P. Tucker misses 2-pt layup from 2 ft,,73,63
296,3,4:18.0,,Defensive rebound by Z. Randolph,73,63
297,3,4:09.0,,L. Stephenson makes 2-pt jump shot from 14 ft,73,65
298,3,3:46.0,D. Booker misses 3-pt jump shot from 25 ft,,73,65
299,3,3:46.0,,Defensive rebound by L. Stephenson,73,65
300,3,3:41.0,,M. Barnes misses 2-pt layup at rim (block by D. Booker),73,65
301,3,3:39.0,Defensive rebound by A. Len,,73,65
302,3,3:36.0,T. Chandler makes 2-pt dunk at rim (assist by P. Tucker),,75,65
303,3,3:14.0,,L. Stephenson misses 2-pt jump shot from 12 ft,75,65
304,3,3:13.0,Defensive rebound by A. Len,,75,65
305,3,2:51.0,R. Price makes 3-pt jump shot from 26 ft (assist by D. Booker),,78,65
306,3,2:33.0,,L. Stephenson makes 3-pt jump shot from 25 ft (assist by M. Conley),78,68
307,3,2:09.0,Turnover by D. Booker (bad pass; steal by M. Conley),,78,68
308,3,2:05.0,,M. Conley makes 2-pt layup at rim,78,70
309,3,2:05.0,,Shooting foul by R. Price (drawn by M. Conley),78,70
310,3,2:05.0,Phoenix full timeout,,78,70
311,3,2:05.0,,V. Carter enters the game for Z. Randolph,78,70
312,3,2:05.0,P. Pressey enters the game for A. Len,,78,70
313,3,2:05.0,M. Teletović enters the game for R. Price,,78,70
314,3,2:05.0,,M. Conley misses free throw 1 of 1,78,70
315,3,2:02.0,Defensive rebound by T. Chandler,,78,70
316,3,1:46.0,M. Teletović makes 3-pt jump shot from 22 ft (assist by P. Pressey),,81,70
317,3,1:27.0,,J. Green makes 2-pt dunk at rim (assist by M. Barnes),81,72
318,3,1:08.0,Shooting foul by V. Carter (drawn by D. Booker),,81,72
319,3,1:08.0,D. Booker makes free throw 1 of 2,,82,72
320,3,1:08.0,,M. Chalmers enters the game for M. Conley,82,72
321,3,1:08.0,A. Goodwin enters the game for P. Tucker,,82,72
322,3,1:08.0,D. Booker makes free throw 2 of 2,,83,72
323,3,0:54.0,,L. Stephenson misses 2-pt jump shot from 18 ft,83,72
324,3,0:53.0,Defensive rebound by T. Chandler,,83,72
325,3,0:32.0,D. Booker misses 3-pt jump shot from 25 ft,,83,72
326,3,0:31.0,,Defensive rebound by L. Stephenson,83,72
327,3,0:08.0,,J. Green makes 2-pt layup from 1 ft (assist by L. Stephenson),83,74
328,3,0:02.0,Shooting foul by V. Carter (drawn by D. Booker),,83,74
329,3,0:02.0,D. Booker makes free throw 1 of 2,,84,74
330,3,0:02.0,D. Booker makes free throw 2 of 2,,85,74
331,3,0:01.0,,M. Chalmers misses 2-pt jump shot from 12 ft,85,74
332,3,0:00.0,,Offensive rebound by Team,85,74
333,4,11:45.0,,M. Chalmers misses 2-pt jump shot from 5 ft,85,74
334,4,11:44.0,,Offensive rebound by J. Green,85,74
335,4,11:44.0,,J. Green makes 2-pt dunk at rim,85,76
336,4,11:27.0,D. Booker makes 3-pt jump shot from 28 ft (assist by J. Leuer),,88,76
337,4,11:09.0,,Shooting foul by A. Goodwin (drawn by L. Stephenson),88,76
338,4,11:09.0,,L. Stephenson makes free throw 1 of 2,88,77
339,4,11:09.0,,L. Stephenson makes free throw 2 of 2,88,78
340,4,10:59.0,Offensive foul by D. Booker (drawn by M. Chalmers),,88,78
341,4,10:59.0,Turnover by D. Booker (offensive foul),,88,78
342,4,10:43.0,,V. Carter misses 3-pt jump shot from 25 ft,88,78
343,4,10:43.0,Defensive rebound by J. Leuer,,88,78
344,4,10:18.0,A. Goodwin makes 3-pt jump shot from 25 ft (assist by J. Leuer),,91,78
345,4,10:06.0,,Offensive foul by J. Green (drawn by R. Price),91,78
346,4,10:06.0,,Turnover by J. Green (offensive foul),91,78
347,4,10:06.0,,J. Martin enters the game for M. Barnes,91,78
348,4,9:59.0,Personal foul by M. Chalmers (drawn by D. Booker),,91,78
349,4,9:53.0,M. Teletović misses 3-pt jump shot from 26 ft,,91,78
350,4,9:52.0,,Defensive rebound by L. Stephenson,91,78
351,4,9:44.0,,M. Chalmers makes 3-pt jump shot from 22 ft (assist by L. Stephenson),91,81
352,4,9:24.0,R. Price misses 3-pt jump shot from 25 ft,,91,81
353,4,9:23.0,,Defensive rebound by J. Martin,91,81
354,4,9:12.0,,J. Green misses 2-pt jump shot from 18 ft,91,81
355,4,9:10.0,Defensive rebound by D. Booker,,91,81
356,4,8:53.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by D. Booker),,94,81
357,4,8:39.0,,M. Chalmers misses 2-pt layup from 1 ft,94,81
358,4,8:39.0,Defensive rebound by J. Leuer,,94,81
359,4,8:26.0,A. Goodwin misses 2-pt layup from 2 ft,,94,81
360,4,8:26.0,,Defensive rebound by V. Carter,94,81
361,4,8:15.0,,Shooting foul by M. Teletović (drawn by V. Carter),94,81
362,4,8:15.0,,Memphis full timeout,94,81
363,4,8:15.0,,V. Carter makes free throw 1 of 2,94,82
364,4,8:15.0,,V. Carter makes free throw 2 of 2,94,83
365,4,8:06.0,Personal foul by J. Green (drawn by M. Teletović),,94,83
366,4,7:58.0,M. Teletović misses 2-pt jump shot from 11 ft,,94,83
367,4,7:57.0,,Defensive rebound by J. Martin,94,83
368,4,7:33.0,,Turnover by M. Chalmers (bad pass; steal by A. Goodwin),94,83
369,4,7:31.0,Shooting foul by J. Martin (drawn by M. Teletović),,94,83
370,4,7:31.0,M. Teletović makes free throw 1 of 2,,95,83
371,4,7:31.0,M. Teletović makes free throw 2 of 2,,96,83
372,4,7:20.0,,Shooting foul by J. Leuer (drawn by M. Chalmers),96,83
373,4,7:20.0,,M. Chalmers makes free throw 1 of 2,96,84
374,4,7:20.0,,M. Chalmers makes free throw 2 of 2,96,85
375,4,7:01.0,M. Teletović makes 2-pt jump shot from 5 ft (assist by D. Booker),,98,85
376,4,6:36.0,,V. Carter makes 3-pt jump shot from 22 ft (assist by M. Chalmers),98,88
377,4,6:07.0,R. Price misses 3-pt jump shot from 25 ft,,98,88
378,4,6:06.0,,Defensive rebound by L. Stephenson,98,88
379,4,5:55.0,,J. Martin misses 2-pt jump shot from 21 ft,98,88
380,4,5:54.0,,Offensive rebound by J. Green,98,88
381,4,5:52.0,,J. Green makes 2-pt layup at rim,98,90
382,4,5:51.0,Phoenix full timeout,,98,90
383,4,5:51.0,T. Chandler enters the game for A. Goodwin,,98,90
384,4,5:51.0,P. Tucker enters the game for M. Teletović,,98,90
385,4,5:51.0,A. Len enters the game for J. Leuer,,98,90
386,4,5:51.0,,Z. Randolph enters the game for L. Stephenson,98,90
387,4,5:51.0,,M. Conley enters the game for J. Martin,98,90
388,4,5:41.0,Personal foul by J. Green (drawn by A. Len),,98,90
389,4,5:36.0,Personal foul by J. Green (drawn by P. Tucker),,98,90
390,4,5:36.0,P. Tucker makes free throw 1 of 2,,99,90
391,4,5:36.0,P. Tucker makes free throw 2 of 2,,100,90
392,4,5:23.0,,Shooting foul by A. Len (drawn by J. Green),100,90
