,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,OKLAHOMA CITY_ACTION,WASHINGTON_SCORE,OKLAHOMA CITY_SCORE
54,1,3:29.0,,Shooting foul by B. Beal (drawn by S. Ibaka),14,28
55,1,3:29.0,,K. Singler enters the game for D. Waiters,14,28
56,1,3:29.0,N. Hilário enters the game for M. Gortat,,14,28
57,1,3:29.0,,S. Ibaka misses free throw 1 of 1,14,28
58,1,3:28.0,Defensive rebound by N. Hilário,,14,28
59,1,3:08.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Beal),,17,28
60,1,2:59.0,,Turnover by R. Westbrook (bad pass),17,28
61,1,2:59.0,,Oklahoma City full timeout,17,28
62,1,2:59.0,,D. Waiters enters the game for S. Ibaka,17,28
63,1,2:40.0,N. Hilário makes 2-pt layup from 2 ft,,19,28
64,1,2:16.0,Violation by J. Dudley (kicked ball),,19,28
65,1,2:16.0,,E. Freedom enters the game for S. Adams,19,28
66,1,2:09.0,,R. Westbrook makes 2-pt layup from 2 ft,19,30
67,1,1:53.0,Personal foul by K. Durant (drawn by J. Dudley),,19,30
68,1,1:42.0,N. Hilário misses 2-pt jump shot from 6 ft,,19,30
69,1,1:41.0,,Defensive rebound by R. Westbrook,19,30
70,1,1:35.0,,E. Freedom misses 2-pt layup at rim,19,30
71,1,1:35.0,,Offensive rebound by Team,19,30
72,1,1:35.0,,Turnover by E. Freedom (traveling),19,30
73,1,1:35.0,,C. Payne enters the game for R. Westbrook,19,30
74,1,1:35.0,D. Gooden enters the game for J. Dudley,,19,30
75,1,1:24.0,J. Wall makes 2-pt layup at rim,,21,30
76,1,1:08.0,,E. Freedom makes 2-pt jump shot from 14 ft (assist by C. Payne),21,32
77,1,0:58.0,J. Wall makes 2-pt layup at rim,,23,32
78,1,0:41.0,,C. Payne misses 2-pt layup from 1 ft,23,32
79,1,0:41.0,,Offensive rebound by K. Singler,23,32
80,1,0:41.0,,K. Singler makes 2-pt layup from 1 ft,23,34
81,1,0:32.0,Turnover by J. Wall (lost ball; steal by C. Payne),,23,34
82,1,0:15.0,,E. Freedom makes 2-pt jump shot from 14 ft (assist by D. Waiters),23,36
83,1,0:02.0,J. Wall makes 2-pt jump shot from 5 ft,,25,36
84,1,0:02.0,Shooting foul by C. Payne (drawn by J. Wall),,25,36
85,1,0:02.0,J. Wall makes free throw 1 of 1,,26,36
86,2,11:50.0,D. Gooden misses 3-pt jump shot from 24 ft,,26,36
87,2,11:50.0,Offensive rebound by Team,,26,36
88,2,11:44.0,R. Sessions misses 2-pt layup at rim (block by N. Collison),,26,36
89,2,11:43.0,,Defensive rebound by C. Payne,26,36
90,2,11:40.0,,C. Payne makes 2-pt jump shot from 3 ft,26,38
91,2,11:40.0,,Shooting foul by G. Neal (drawn by C. Payne),26,38
92,2,11:40.0,,C. Payne makes free throw 1 of 1,26,39
93,2,11:14.0,D. Gooden misses 2-pt jump shot from 14 ft,,26,39
94,2,11:14.0,,Defensive rebound by E. Freedom,26,39
95,2,10:51.0,,K. Singler makes 2-pt jump shot from 8 ft (assist by C. Payne),26,41
96,2,10:41.0,Personal foul by C. Payne (drawn by D. Gooden),,26,41
97,2,10:32.0,B. Beal makes 2-pt jump shot from 13 ft,,28,41
98,2,10:11.0,,C. Payne misses 3-pt jump shot from 24 ft,28,41
99,2,10:10.0,Defensive rebound by G. Neal,,28,41
100,2,10:01.0,G. Neal misses 2-pt jump shot from 13 ft,,28,41
101,2,10:01.0,,Defensive rebound by K. Singler,28,41
102,2,9:49.0,,A. Morrow misses 2-pt jump shot from 18 ft,28,41
103,2,9:48.0,,Offensive rebound by C. Payne,28,41
104,2,9:45.0,,Turnover by N. Collison (lost ball),28,41
105,2,9:25.0,B. Beal makes 2-pt jump shot from 6 ft,,30,41
106,2,9:02.0,,C. Payne misses 3-pt jump shot from 26 ft,30,41
107,2,9:01.0,Defensive rebound by D. Gooden,,30,41
108,2,8:55.0,R. Sessions makes 2-pt layup from 1 ft,,32,41
109,2,8:47.0,,Oklahoma City full timeout,32,41
110,2,8:34.0,,Shooting foul by B. Beal (drawn by E. Freedom),32,41
111,2,8:34.0,,E. Freedom makes free throw 1 of 2,32,42
112,2,8:34.0,,S. Ibaka enters the game for N. Collison,32,42
113,2,8:34.0,,R. Westbrook enters the game for C. Payne,32,42
114,2,8:34.0,,E. Freedom makes free throw 2 of 2,32,43
115,2,8:26.0,B. Beal misses 2-pt jump shot from 2 ft,,32,43
116,2,8:24.0,,Defensive rebound by E. Freedom,32,43
117,2,8:20.0,,Shooting foul by N. Hilário (drawn by E. Freedom),32,43
118,2,8:20.0,,E. Freedom makes free throw 1 of 2,32,44
119,2,8:20.0,J. Wall enters the game for B. Beal,,32,44
120,2,8:20.0,,E. Freedom makes free throw 2 of 2,32,45
121,2,8:11.0,Personal foul by K. Singler (drawn by D. Gooden),,32,45
122,2,7:58.0,N. Hilário misses 2-pt layup from 2 ft (block by S. Ibaka),,32,45
123,2,7:57.0,,Defensive rebound by S. Ibaka,32,45
124,2,7:51.0,,R. Westbrook makes 2-pt layup from 1 ft,32,47
125,2,7:39.0,Personal foul by K. Singler (drawn by D. Gooden),,32,47
126,2,7:28.0,J. Wall misses 3-pt jump shot from 23 ft,,32,47
127,2,7:27.0,,Defensive rebound by E. Freedom,32,47
128,2,7:23.0,,Personal block foul by J. Wall (drawn by R. Westbrook),32,47
129,2,7:17.0,Violation by N. Hilário (kicked ball),,32,47
130,2,7:12.0,,Turnover by R. Westbrook (bad pass; steal by R. Sessions),32,47
131,2,7:08.0,J. Wall makes 2-pt dunk at rim (assist by R. Sessions),,34,47
132,2,6:49.0,,A. Morrow misses 2-pt jump shot from 13 ft,34,47
133,2,6:49.0,Defensive rebound by J. Wall,,34,47
134,2,6:42.0,Shooting foul by K. Singler (drawn by R. Sessions),,34,47
135,2,6:42.0,R. Sessions makes free throw 1 of 2,,35,47
136,2,6:42.0,G. Temple enters the game for G. Neal,,35,47
137,2,6:42.0,,K. Durant enters the game for K. Singler,35,47
138,2,6:42.0,,S. Adams enters the game for E. Freedom,35,47
139,2,6:42.0,R. Sessions makes free throw 2 of 2,,36,47
140,2,6:32.0,,S. Ibaka misses 3-pt jump shot from 25 ft,36,47
141,2,6:31.0,Defensive rebound by G. Temple,,36,47
142,2,6:13.0,Personal foul by K. Durant (drawn by J. Wall),,36,47
143,2,6:13.0,J. Wall makes free throw 1 of 2,,37,47
144,2,6:13.0,M. Gortat enters the game for N. Hilário,,37,47
145,2,6:13.0,J. Wall misses free throw 2 of 2,,37,47
146,2,6:12.0,,Defensive rebound by R. Westbrook,37,47
147,2,5:59.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by R. Westbrook),37,49
148,2,5:42.0,Turnover by R. Sessions (bad pass; steal by R. Westbrook),,37,49
149,2,5:37.0,,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),37,51
150,2,5:35.0,Washington full timeout,,37,51
151,2,5:35.0,,D. Waiters enters the game for A. Morrow,37,51
152,2,5:35.0,J. Dudley enters the game for D. Gooden,,37,51
153,2,5:35.0,O. Porter enters the game for R. Sessions,,37,51
154,2,5:13.0,M. Gortat makes 2-pt layup at rim,,39,51
155,2,4:56.0,,Personal foul by O. Porter (drawn by K. Durant),39,51
156,2,4:56.0,,K. Durant makes free throw 1 of 2,39,52
157,2,4:56.0,,K. Durant makes free throw 2 of 2,39,53
158,2,4:45.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,41,53
159,2,4:36.0,,Shooting foul by J. Dudley (drawn by S. Adams),41,53
160,2,4:36.0,,S. Adams makes free throw 1 of 2,41,54
161,2,4:36.0,,S. Adams misses free throw 2 of 2,41,54
162,2,4:35.0,Defensive rebound by M. Gortat,,41,54
163,2,4:24.0,G. Temple misses 3-pt jump shot from 23 ft,,41,54
164,2,4:23.0,,Defensive rebound by R. Westbrook,41,54
165,2,4:15.0,,Turnover by S. Ibaka (bad pass),41,54
166,2,4:05.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Dudley),,43,54
167,2,3:55.0,,D. Waiters misses 2-pt jump shot from 16 ft,43,54
168,2,3:54.0,,Offensive rebound by S. Adams,43,54
169,2,3:54.0,,S. Adams makes 2-pt layup from 1 ft,43,56
170,2,3:46.0,O. Porter misses 3-pt jump shot from 23 ft,,43,56
171,2,3:45.0,,Defensive rebound by S. Ibaka,43,56
172,2,3:21.0,,R. Westbrook misses 3-pt jump shot from 25 ft,43,56
173,2,3:20.0,,Offensive rebound by K. Durant,43,56
174,2,3:14.0,,D. Waiters misses 2-pt dunk at rim,43,56
175,2,3:14.0,Defensive rebound by G. Temple,,43,56
176,2,3:09.0,G. Temple makes 2-pt layup at rim,,45,56
177,2,2:50.0,,R. Westbrook misses 2-pt jump shot from 16 ft,45,56
178,2,2:49.0,Defensive rebound by M. Gortat,,45,56
179,2,2:42.0,J. Dudley makes 2-pt layup from 1 ft (assist by J. Wall),,47,56
180,2,2:42.0,Shooting foul by S. Ibaka (drawn by J. Dudley),,47,56
181,2,2:42.0,Official timeout,,47,56
182,2,2:42.0,J. Dudley makes free throw 1 of 1,,48,56
183,2,2:28.0,,K. Durant makes 3-pt jump shot from 24 ft,48,59
184,2,2:15.0,Personal take foul by R. Westbrook (drawn by M. Gortat),,48,59
185,2,2:15.0,M. Gortat misses free throw 1 of 2,,48,59
186,2,2:15.0,Offensive rebound by Team,,48,59
187,2,2:15.0,M. Gortat misses free throw 2 of 2,,48,59
188,2,2:14.0,,Defensive rebound by R. Westbrook,48,59
189,2,2:00.0,,Turnover by R. Westbrook (bad pass; steal by M. Gortat),48,59
190,2,1:53.0,J. Dudley misses 3-pt jump shot from 25 ft,,48,59
191,2,1:53.0,,Defensive rebound by D. Waiters,48,59
192,2,1:40.0,,S. Ibaka misses 2-pt jump shot from 3 ft,48,59
193,2,1:40.0,Defensive rebound by Team,,48,59
194,2,1:40.0,,Loose ball foul by S. Adams (drawn by J. Dudley),48,59
195,2,1:40.0,J. Dudley makes free throw 1 of 2,,49,59
196,2,1:40.0,J. Dudley makes free throw 2 of 2,,50,59
197,2,1:26.0,,K. Durant makes 2-pt jump shot from 11 ft (assist by R. Westbrook),50,61
198,2,1:12.0,G. Temple makes 2-pt jump shot from 13 ft,,52,61
199,2,0:55.0,,D. Waiters misses 3-pt jump shot from 22 ft,52,61
200,2,0:54.0,,Offensive rebound by Team,52,61
201,2,0:43.0,,R. Westbrook misses 3-pt jump shot from 24 ft,52,61
202,2,0:42.0,Defensive rebound by J. Wall,,52,61
203,2,0:34.0,J. Wall misses 2-pt jump shot from 18 ft,,52,61
204,2,0:34.0,,Defensive rebound by R. Westbrook,52,61
205,2,0:28.0,,K. Durant misses 2-pt layup from 2 ft (block by J. Wall),52,61
206,2,0:27.0,,Offensive rebound by K. Durant,52,61
207,2,0:26.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Durant),52,64
208,2,0:00.0,J. Wall misses 3-pt jump shot from 26 ft,,52,64
209,2,0:00.0,Offensive rebound by Team,,52,64
210,3,12:00.0,,Technical foul by K. Durant,52,64
211,3,12:00.0,J. Wall makes technical free throw,,53,64
212,3,11:41.0,M. Gortat misses 2-pt jump shot from 10 ft,,53,64
213,3,11:41.0,,Defensive rebound by R. Westbrook,53,64
214,3,11:30.0,,K. Durant misses 2-pt jump shot from 13 ft,53,64
215,3,11:29.0,Defensive rebound by J. Dudley,,53,64
216,3,11:14.0,J. Dudley misses 2-pt jump shot from 19 ft,,53,64
217,3,11:13.0,Offensive rebound by M. Gortat,,53,64
218,3,11:02.0,J. Wall misses 2-pt layup at rim (block by D. Waiters),,53,64
219,3,11:01.0,,Defensive rebound by S. Ibaka,53,64
220,3,10:54.0,,Shooting foul by M. Gortat (drawn by K. Durant),53,64
221,3,10:54.0,,K. Durant makes free throw 1 of 2,53,65
222,3,10:54.0,,K. Durant misses free throw 2 of 2,53,65
223,3,10:53.0,Defensive rebound by M. Gortat,,53,65
224,3,10:34.0,M. Gortat misses 2-pt jump shot from 15 ft,,53,65
225,3,10:34.0,Offensive rebound by J. Dudley,,53,65
226,3,10:23.0,G. Temple misses 3-pt jump shot from 25 ft,,53,65
227,3,10:23.0,Offensive rebound by Team,,53,65
228,3,10:23.0,,Loose ball foul by S. Ibaka (drawn by M. Gortat),53,65
229,3,10:13.0,M. Gortat makes 2-pt layup from 2 ft (assist by G. Temple),,55,65
230,3,9:50.0,,R. Westbrook makes 2-pt jump shot from 14 ft,55,67
231,3,9:34.0,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),,57,67
232,3,9:17.0,,S. Ibaka misses 2-pt hook shot from 9 ft,57,67
233,3,9:16.0,Defensive rebound by J. Wall,,57,67
234,3,9:11.0,O. Porter makes 2-pt layup at rim (assist by J. Wall),,59,67
235,3,9:11.0,,Oklahoma City full timeout,59,67
236,3,9:11.0,B. Beal enters the game for O. Porter,,59,67
237,3,9:00.0,,Turnover by K. Durant (bad pass; steal by G. Temple),59,67
238,3,8:57.0,Turnover by J. Wall (lost ball; steal by D. Waiters),,59,67
239,3,8:52.0,,Turnover by D. Waiters (bad pass; steal by J. Wall),59,67
240,3,8:46.0,M. Gortat makes 2-pt layup at rim (assist by J. Dudley),,61,67
241,3,8:22.0,,Shooting foul by M. Gortat (drawn by S. Ibaka),61,67
242,3,8:22.0,,S. Ibaka makes 2-pt dunk at rim (assist by K. Durant),61,69
243,3,8:22.0,,S. Ibaka makes free throw 1 of 1,61,70
244,3,8:03.0,G. Temple misses 2-pt layup from 2 ft (block by S. Adams),,61,70
245,3,8:02.0,,Defensive rebound by R. Westbrook,61,70
246,3,7:52.0,,K. Durant makes 2-pt jump shot from 10 ft (assist by S. Ibaka),61,72
247,3,7:29.0,B. Beal makes 3-pt jump shot from 24 ft,,64,72
248,3,7:18.0,,R. Westbrook makes 2-pt jump shot from 13 ft,64,74
249,3,7:18.0,,Technical foul by S. Adams,64,74
250,3,7:18.0,Technical foul by M. Gortat,,64,74
251,3,7:18.0,N. Hilário enters the game for M. Gortat,,64,74
252,3,7:03.0,Turnover by N. Hilário (lost ball; steal by D. Waiters),,64,74
253,3,6:53.0,,D. Waiters misses 2-pt jump shot from 16 ft,64,74
254,3,6:52.0,Defensive rebound by J. Dudley,,64,74
255,3,6:41.0,N. Hilário makes 2-pt layup from 2 ft,,66,74
256,3,6:41.0,Shooting foul by K. Durant (drawn by N. Hilário),,66,74
257,3,6:41.0,N. Hilário makes free throw 1 of 1,,67,74
258,3,6:30.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),67,76
259,3,6:08.0,N. Hilário misses 2-pt jump shot from 10 ft,,67,76
260,3,6:08.0,,Defensive rebound by K. Durant,67,76
261,3,5:57.0,,Shooting foul by G. Temple (drawn by K. Durant),67,76
262,3,5:57.0,,K. Durant makes 2-pt layup at rim (assist by S. Adams),67,78
263,3,5:57.0,O. Porter enters the game for G. Temple,,67,78
264,3,5:57.0,,K. Durant makes free throw 1 of 1,67,79
265,3,5:37.0,B. Beal misses 2-pt jump shot from 22 ft,,67,79
266,3,5:37.0,,Defensive rebound by S. Ibaka,67,79
267,3,5:16.0,,Shooting foul by O. Porter (drawn by S. Adams),67,79
268,3,5:16.0,,S. Adams makes free throw 1 of 2,67,80
269,3,5:16.0,,S. Adams misses free throw 2 of 2,67,80
270,3,5:16.0,,Offensive rebound by R. Westbrook,67,80
271,3,4:56.0,,S. Adams makes 2-pt hook shot from 7 ft (assist by R. Westbrook),67,82
272,3,4:55.0,Washington full timeout,,67,82
273,3,4:36.0,B. Beal makes 2-pt jump shot from 13 ft,,69,82
274,3,4:25.0,,Turnover by R. Westbrook (lost ball; steal by J. Dudley),69,82
275,3,4:21.0,J. Wall makes 2-pt layup from 1 ft (assist by J. Dudley),,71,82
276,3,4:02.0,,Shooting foul by N. Hilário (drawn by S. Adams),71,82
277,3,4:02.0,,S. Adams misses free throw 1 of 2,71,82
278,3,4:02.0,,Offensive rebound by Team,71,82
279,3,4:02.0,,S. Adams misses free throw 2 of 2,71,82
280,3,4:01.0,Defensive rebound by N. Hilário,,71,82
281,3,3:49.0,J. Wall misses 2-pt jump shot from 14 ft,,71,82
282,3,3:48.0,,Defensive rebound by S. Adams,71,82
283,3,3:27.0,,K. Durant misses 3-pt jump shot from 24 ft,71,82
284,3,3:27.0,Defensive rebound by J. Wall,,71,82
285,3,3:19.0,O. Porter misses 2-pt jump shot from 21 ft,,71,82
286,3,3:18.0,,Defensive rebound by S. Ibaka,71,82
287,3,3:08.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by S. Ibaka),71,85
288,3,3:01.0,B. Beal misses 3-pt jump shot from 24 ft,,71,85
289,3,3:01.0,,Defensive rebound by S. Ibaka,71,85
290,3,2:56.0,,R. Westbrook makes 2-pt layup at rim,71,87
291,3,2:56.0,,Shooting foul by B. Beal (drawn by R. Westbrook),71,87
292,3,2:56.0,,E. Freedom enters the game for S. Adams,71,87
293,3,2:56.0,,N. Collison enters the game for S. Ibaka,71,87
294,3,2:56.0,D. Gooden enters the game for J. Dudley,,71,87
295,3,2:56.0,,R. Westbrook makes free throw 1 of 1,71,88
296,3,2:37.0,O. Porter makes 2-pt jump shot from 18 ft (assist by J. Wall),,73,88
297,3,2:20.0,,Turnover by E. Freedom (step out of bounds),73,88
298,3,2:12.0,N. Hilário misses 2-pt layup at rim,,73,88
299,3,2:12.0,,Defensive rebound by K. Durant,73,88
300,3,2:02.0,,Turnover by R. Westbrook (bad pass),73,88
301,3,1:48.0,O. Porter makes 3-pt jump shot from 24 ft,,76,88
302,3,1:32.0,,E. Freedom makes 2-pt jump shot from 13 ft (assist by R. Westbrook),76,90
303,3,1:18.0,Turnover by N. Hilário (lost ball; steal by N. Collison),,76,90
304,3,1:13.0,,K. Durant misses 2-pt layup at rim (block by J. Wall),76,90
305,3,1:13.0,,Offensive rebound by Team,76,90
306,3,1:13.0,,K. Singler enters the game for D. Waiters,76,90
307,3,1:13.0,,C. Payne enters the game for R. Westbrook,76,90
308,3,1:03.0,,N. Collison makes 2-pt dunk at rim (assist by K. Durant),76,92
309,3,0:47.0,B. Beal misses 2-pt jump shot from 17 ft,,76,92
310,3,0:46.0,,Defensive rebound by C. Payne,76,92
311,3,0:31.0,,Turnover by K. Durant (step out of bounds),76,92
312,3,0:11.0,D. Gooden misses 3-pt jump shot from 25 ft,,76,92
313,3,0:11.0,,Defensive rebound by K. Durant,76,92
314,3,0:04.0,,Turnover by K. Durant (lost ball; steal by D. Gooden),76,92
315,3,0:00.0,Turnover by J. Wall (lost ball; steal by C. Payne),,76,92
316,4,11:34.0,,E. Freedom makes 2-pt jump shot from 15 ft,76,94
317,4,11:11.0,R. Sessions makes 2-pt jump shot from 20 ft (assist by D. Gooden),,78,94
318,4,10:47.0,,N. Collison makes 2-pt layup from 1 ft (assist by A. Morrow),78,96
319,4,10:30.0,B. Beal makes 2-pt layup from 2 ft,,80,96
320,4,10:30.0,Shooting foul by N. Collison (drawn by B. Beal),,80,96
321,4,10:30.0,B. Beal makes free throw 1 of 1,,81,96
322,4,10:16.0,,C. Payne misses 2-pt jump shot from 17 ft,81,96
323,4,10:15.0,Defensive rebound by D. Gooden,,81,96
324,4,10:05.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by G. Temple),,84,96
325,4,10:04.0,,Oklahoma City full timeout,84,96
326,4,10:04.0,J. Wall enters the game for B. Beal,,84,96
327,4,9:50.0,,A. Morrow misses 3-pt jump shot from 26 ft,84,96
328,4,9:48.0,Defensive rebound by R. Sessions,,84,96
329,4,9:39.0,Turnover by D. Gooden (lost ball; steal by K. Singler),,84,96
330,4,9:29.0,,E. Freedom misses 2-pt jump shot from 12 ft,84,96
331,4,9:27.0,,Offensive rebound by N. Collison,84,96
332,4,9:27.0,,N. Collison misses 2-pt layup from 2 ft,84,96
333,4,9:27.0,Defensive rebound by D. Gooden,,84,96
334,4,9:22.0,Turnover by J. Wall (bad pass),,84,96
335,4,9:22.0,,D. Waiters enters the game for A. Morrow,84,96
336,4,9:10.0,,N. Collison misses 2-pt dunk at rim (block by J. Wall),84,96
337,4,9:09.0,Defensive rebound by M. Gortat,,84,96
338,4,8:57.0,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Wall),,87,96
339,4,8:33.0,,C. Payne makes 3-pt jump shot from 25 ft (assist by D. Waiters),87,99
340,4,8:19.0,R. Sessions misses 3-pt jump shot from 25 ft,,87,99
341,4,8:19.0,,Defensive rebound by E. Freedom,87,99
342,4,8:06.0,,E. Freedom misses 2-pt jump shot from 16 ft,87,99
343,4,8:06.0,,Offensive rebound by N. Collison,87,99
344,4,8:06.0,,N. Collison misses 2-pt layup from 1 ft,87,99
345,4,8:05.0,Defensive rebound by M. Gortat,,87,99
346,4,7:51.0,J. Wall misses 3-pt jump shot from 25 ft,,87,99
347,4,7:51.0,,Defensive rebound by D. Waiters,87,99
348,4,7:36.0,,D. Waiters misses 3-pt jump shot from 24 ft,87,99
349,4,7:35.0,,Offensive rebound by E. Freedom,87,99
350,4,7:33.0,,Shooting foul by G. Temple (drawn by E. Freedom),87,99
351,4,7:33.0,,E. Freedom makes free throw 1 of 2,87,100
352,4,7:33.0,,S. Ibaka enters the game for K. Singler,87,100
353,4,7:33.0,,R. Westbrook enters the game for N. Collison,87,100
354,4,7:33.0,J. Dudley enters the game for D. Gooden,,87,100
355,4,7:33.0,B. Beal enters the game for R. Sessions,,87,100
356,4,7:33.0,,E. Freedom makes free throw 2 of 2,87,101
357,4,7:10.0,B. Beal misses 3-pt jump shot from 22 ft,,87,101
358,4,7:10.0,,Defensive rebound by R. Westbrook,87,101
359,4,6:56.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by R. Westbrook),87,104
360,4,6:46.0,Shooting foul by D. Waiters (drawn by M. Gortat),,87,104
361,4,6:46.0,M. Gortat misses free throw 1 of 2,,87,104
362,4,6:46.0,Offensive rebound by Team,,87,104
363,4,6:46.0,,K. Durant enters the game for C. Payne,87,104
364,4,6:46.0,M. Gortat makes free throw 2 of 2,,88,104
365,4,6:28.0,,R. Westbrook misses 3-pt jump shot from 24 ft,88,104
366,4,6:27.0,,Offensive rebound by S. Ibaka,88,104
367,4,6:17.0,Offensive charge foul by E. Freedom (drawn by B. Beal),,88,104
368,4,6:17.0,,Turnover by E. Freedom (offensive foul),88,104
369,4,6:17.0,D. Blair enters the game for M. Gortat,,88,104
370,4,5:58.0,B. Beal makes 3-pt jump shot from 24 ft,,91,104
371,4,5:42.0,,K. Durant misses 2-pt jump shot from 19 ft,91,104
372,4,5:41.0,,Offensive rebound by S. Ibaka,91,104
373,4,5:25.0,,Personal foul by D. Blair (drawn by E. Freedom),91,104
374,4,5:25.0,Official timeout,,91,104
375,4,5:25.0,,S. Adams enters the game for E. Freedom,91,104
376,4,5:10.0,,Turnover by Team (shot clock),91,104
377,4,5:01.0,B. Beal misses 3-pt jump shot from 25 ft,,91,104
378,4,5:00.0,,Defensive rebound by K. Durant,91,104
379,4,4:54.0,,Shooting foul by D. Blair (drawn by K. Durant),91,104
380,4,4:54.0,,K. Durant makes free throw 1 of 2,91,105
381,4,4:54.0,,K. Durant makes free throw 2 of 2,91,106
382,4,4:45.0,J. Wall makes 2-pt layup at rim,,93,106
383,4,4:31.0,,R. Westbrook misses 2-pt jump shot from 11 ft,93,106
384,4,4:31.0,Defensive rebound by B. Beal,,93,106
385,4,4:17.0,J. Wall misses 3-pt jump shot from 24 ft,,93,106
386,4,4:17.0,Offensive rebound by Team,,93,106
387,4,4:17.0,,Loose ball foul by R. Westbrook (drawn by D. Blair),93,106
