,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SACRAMENTO_ACTION,PHILADELPHIA_SCORE,SACRAMENTO_SCORE
390,3,0:00.0,R. Holmes makes 2-pt layup from 1 ft (assist by J. Grant),,85,81
391,4,11:44.0,,M. Belinelli misses 3-pt jump shot from 24 ft,85,81
392,4,11:43.0,Defensive rebound by N. Stauskas,,85,81
393,4,11:30.0,N. Stauskas misses 3-pt jump shot from 24 ft,,85,81
394,4,11:29.0,,Defensive rebound by D. Collison,85,81
395,4,11:27.0,,Shooting foul by N. Stauskas (drawn by M. Belinelli),85,81
396,4,11:27.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by D. Collison),85,83
397,4,11:27.0,,M. Belinelli misses free throw 1 of 1,85,83
398,4,11:26.0,Defensive rebound by R. Covington,,85,83
399,4,11:12.0,R. Covington misses 2-pt jump shot from 7 ft,,85,83
400,4,11:11.0,,Defensive rebound by R. Gay,85,83
401,4,11:03.0,,K. Koufos misses 2-pt hook shot from 6 ft,85,83
402,4,11:02.0,Defensive rebound by J. Grant,,85,83
403,4,10:42.0,J. Okafor makes 2-pt jump shot from 6 ft (assist by N. Stauskas),,87,83
404,4,10:21.0,,R. Gay misses 2-pt jump shot from 5 ft (block by J. Grant),87,83
405,4,10:21.0,,Offensive rebound by Team,87,83
406,4,10:15.0,,R. Gay makes 2-pt jump shot from 8 ft,87,85
407,4,9:56.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,90,85
408,4,9:37.0,,Shooting foul by T. McConnell (drawn by M. Belinelli),90,85
409,4,9:37.0,,M. Belinelli makes free throw 1 of 2,90,86
410,4,9:37.0,,M. Belinelli misses free throw 2 of 2,90,86
411,4,9:36.0,Defensive rebound by R. Covington,,90,86
412,4,9:20.0,J. Grant makes 2-pt jump shot from 5 ft (assist by T. McConnell),,92,86
413,4,9:07.0,,Turnover by D. Collison (bad pass),92,86
414,4,8:59.0,Philadelphia full timeout,,92,86
415,4,8:59.0,,R. Rondo enters the game for D. Collison,92,86
416,4,8:45.0,Personal foul by R. Rondo (drawn by J. Grant),,92,86
417,4,8:30.0,R. Covington makes 3-pt jump shot from 24 ft (assist by T. McConnell),,95,86
418,4,8:13.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Rondo),95,89
419,4,7:59.0,Turnover by J. Okafor (bad pass),,95,89
420,4,7:59.0,,O. Casspi enters the game for B. McLemore,95,89
421,4,7:59.0,,D. Cousins enters the game for K. Koufos,95,89
422,4,7:42.0,,M. Belinelli misses 2-pt jump shot from 8 ft,95,89
423,4,7:42.0,Defensive rebound by J. Grant,,95,89
424,4,7:42.0,Personal foul by O. Casspi (drawn by J. Grant),,95,89
425,4,7:27.0,T. McConnell misses 2-pt jump shot from 11 ft (block by R. Gay),,95,89
426,4,7:26.0,Offensive rebound by J. Okafor,,95,89
427,4,7:23.0,J. Okafor misses 2-pt jump shot from 7 ft,,95,89
428,4,7:22.0,,Defensive rebound by O. Casspi,95,89
429,4,7:18.0,,Personal foul by J. Okafor (drawn by D. Cousins),95,89
430,4,7:08.0,,O. Casspi makes 3-pt jump shot from 23 ft,95,92
431,4,6:45.0,J. Grant misses 3-pt jump shot from 23 ft,,95,92
432,4,6:44.0,,Defensive rebound by Team,95,92
433,4,6:20.0,,O. Casspi misses 3-pt jump shot from 24 ft,95,92
434,4,6:19.0,Defensive rebound by N. Stauskas,,95,92
435,4,6:14.0,N. Stauskas misses 2-pt jump shot from 6 ft,,95,92
436,4,6:12.0,Offensive rebound by J. Okafor,,95,92
437,4,6:12.0,J. Okafor makes 2-pt layup from 1 ft,,97,92
438,4,5:48.0,,Shooting foul by N. Stauskas (drawn by D. Cousins),97,92
439,4,5:48.0,Official timeout,,97,92
440,4,5:48.0,I. Canaan enters the game for R. Covington,,97,92
441,4,5:48.0,I. Smith enters the game for J. Okafor,,97,92
442,4,5:48.0,N. Noel enters the game for T. McConnell,,97,92
443,4,5:48.0,,D. Cousins makes free throw 1 of 2,97,93
444,4,5:48.0,,D. Cousins misses free throw 2 of 2,97,93
445,4,5:48.0,Defensive rebound by I. Canaan,,97,93
446,4,5:26.0,I. Smith misses 2-pt layup from 3 ft,,97,93
447,4,5:26.0,,Defensive rebound by O. Casspi,97,93
448,4,5:20.0,,R. Rondo misses 2-pt jump shot from 17 ft,97,93
449,4,5:19.0,Defensive rebound by N. Noel,,97,93
450,4,5:12.0,Turnover by N. Noel (offensive goaltending),,97,93
451,4,5:08.0,,Personal foul by N. Noel (drawn by D. Cousins),97,93
452,4,5:08.0,,D. Cousins makes free throw 1 of 2,97,94
453,4,5:08.0,R. Covington enters the game for N. Stauskas,,97,94
454,4,5:08.0,,D. Cousins misses free throw 2 of 2,97,94
455,4,5:07.0,Defensive rebound by R. Covington,,97,94
456,4,4:56.0,Shooting foul by D. Cousins (drawn by N. Noel),,97,94
457,4,4:56.0,N. Noel makes free throw 1 of 2,,98,94
458,4,4:56.0,N. Noel makes free throw 2 of 2,,99,94
459,4,4:39.0,,O. Casspi misses 3-pt jump shot from 23 ft (block by J. Grant),99,94
460,4,4:38.0,,Offensive rebound by Team,99,94
461,4,4:36.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by R. Rondo),99,96
462,4,4:36.0,,Violation by Team (delay of game),99,96
463,4,4:26.0,,Offensive charge foul by J. Grant (drawn by D. Cousins),99,96
464,4,4:26.0,Turnover by J. Grant (offensive foul),,99,96
465,4,4:15.0,,M. Belinelli misses 2-pt jump shot from 20 ft,99,96
466,4,4:14.0,Defensive rebound by N. Noel,,99,96
467,4,4:08.0,I. Canaan misses 3-pt jump shot from 25 ft,,99,96
468,4,4:07.0,,Defensive rebound by D. Cousins,99,96
469,4,4:01.0,,Shooting block foul by J. Grant (drawn by R. Gay),99,96
470,4,4:01.0,,R. Gay makes free throw 1 of 2,99,97
471,4,4:01.0,,R. Gay misses free throw 2 of 2,99,97
472,4,4:00.0,Defensive rebound by J. Grant,,99,97
473,4,3:50.0,N. Noel makes 2-pt dunk at rim (assist by I. Smith),,101,97
474,4,3:28.0,,Shooting foul by I. Smith (drawn by D. Cousins),101,97
475,4,3:28.0,,D. Cousins makes free throw 1 of 2,101,98
476,4,3:28.0,,D. Cousins makes free throw 2 of 2,101,99
477,4,3:16.0,I. Smith makes 2-pt jump shot from 19 ft,,103,99
478,4,3:01.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by R. Rondo),103,101
479,4,2:39.0,,Offensive charge foul by N. Noel (drawn by D. Cousins),103,101
480,4,2:39.0,Turnover by N. Noel (offensive foul),,103,101
481,4,2:39.0,,Sacramento full timeout,103,101
482,4,2:21.0,,R. Gay misses 2-pt jump shot from 4 ft,103,101
483,4,2:21.0,Defensive rebound by R. Covington,,103,101
484,4,2:02.0,I. Smith makes 2-pt jump shot from 6 ft,,105,101
485,4,1:47.0,,Turnover by M. Belinelli (bad pass),105,101
486,4,1:47.0,,Loose ball foul by D. Cousins (drawn by N. Noel),105,101
487,4,1:47.0,Philadelphia full timeout,,105,101
488,4,1:47.0,,D. Collison enters the game for D. Cousins,105,101
489,4,1:47.0,J. Sampson enters the game for N. Noel,,105,101
490,4,1:27.0,Personal foul by O. Casspi (drawn by J. Grant),,105,101
491,4,1:27.0,J. Grant makes free throw 1 of 2,,106,101
492,4,1:27.0,J. Grant makes free throw 2 of 2,,107,101
493,4,1:27.0,,Sacramento full timeout,107,101
494,4,1:15.0,,Personal foul by J. Sampson (drawn by M. Belinelli),107,101
495,4,1:15.0,,M. Belinelli makes free throw 1 of 2,107,102
496,4,1:15.0,,Q. Acy enters the game for D. Collison,107,102
497,4,1:15.0,,M. Belinelli makes free throw 2 of 2,107,103
498,4,0:52.0,I. Canaan misses 3-pt jump shot from 23 ft,,107,103
499,4,0:51.0,Offensive rebound by I. Smith,,107,103
500,4,0:49.0,Personal foul by R. Rondo (drawn by I. Smith),,107,103
501,4,0:49.0,I. Smith makes free throw 1 of 2,,108,103
502,4,0:49.0,N. Noel enters the game for J. Sampson,,108,103
503,4,0:49.0,I. Smith misses free throw 2 of 2,,108,103
504,4,0:49.0,,Defensive rebound by Q. Acy,108,103
505,4,0:49.0,,Sacramento full timeout,108,103
506,4,0:49.0,,D. Collison enters the game for Q. Acy,108,103
507,4,0:49.0,J. Sampson enters the game for N. Noel,,108,103
508,4,0:44.0,,Shooting foul by J. Grant (drawn by R. Gay),108,103
509,4,0:44.0,,R. Gay misses free throw 1 of 2,108,103
510,4,0:44.0,,Offensive rebound by Team,108,103
511,4,0:44.0,,Q. Acy enters the game for M. Belinelli,108,103
512,4,0:44.0,N. Noel enters the game for J. Sampson,,108,103
513,4,0:44.0,,R. Gay misses free throw 2 of 2,108,103
514,4,0:43.0,Defensive rebound by N. Noel,,108,103
515,4,0:18.0,I. Canaan misses 3-pt jump shot from 24 ft,,108,103
516,4,0:18.0,Offensive rebound by J. Grant,,108,103
517,4,0:18.0,Personal foul by R. Rondo (drawn by J. Grant),,108,103
518,4,0:18.0,J. Grant makes free throw 1 of 2,,109,103
519,4,0:18.0,,M. Belinelli enters the game for Q. Acy,109,103
520,4,0:18.0,J. Sampson enters the game for N. Noel,,109,103
521,4,0:18.0,J. Grant misses free throw 2 of 2,,109,103
522,4,0:17.0,,Defensive rebound by O. Casspi,109,103
523,4,0:09.0,,Turnover by O. Casspi (back court),109,103
524,4,0:08.0,Personal foul by O. Casspi (drawn by R. Covington),,109,103
525,4,0:08.0,,Q. Acy enters the game for O. Casspi,109,103
526,4,0:08.0,R. Covington makes free throw 1 of 2,,110,103
527,4,0:08.0,R. Covington misses free throw 2 of 2,,110,103
528,4,0:07.0,,Defensive rebound by R. Gay,110,103
529,4,0:00.0,,R. Gay makes 2-pt layup from 2 ft,110,105
