,QUARTER,TIME_REMAINING,ATLANTA_ACTION,OKLAHOMA CITY_ACTION,ATLANTA_SCORE,OKLAHOMA CITY_SCORE
85,1,0:12.0,Shooting foul by D. Waiters (drawn by D. Schröder),,27,35
86,1,0:12.0,D. Schröder makes free throw 1 of 2,,28,35
87,1,0:12.0,D. Schröder misses free throw 2 of 2,,28,35
88,1,0:12.0,,Defensive rebound by N. Collison,28,35
89,1,0:00.0,,D. Waiters misses 2-pt jump shot from 17 ft,28,35
90,1,0:00.0,,Offensive rebound by Team,28,35
91,2,11:49.0,K. Korver misses 3-pt jump shot from 24 ft,,28,35
92,2,11:49.0,,Defensive rebound by E. Freedom,28,35
93,2,11:31.0,,A. Morrow misses 2-pt jump shot from 16 ft,28,35
94,2,11:30.0,Defensive rebound by D. Schröder,,28,35
95,2,11:18.0,D. Schröder misses 2-pt layup at rim,,28,35
96,2,11:18.0,,Defensive rebound by Team,28,35
97,2,11:18.0,Loose ball foul by D. Schröder (drawn by E. Freedom),,28,35
98,2,11:08.0,,Personal foul by P. Millsap (drawn by E. Freedom),28,35
99,2,11:06.0,,Turnover by E. Freedom (bad pass; steal by P. Millsap),28,35
100,2,10:50.0,K. Bazemore makes 2-pt layup from 1 ft,,30,35
101,2,10:35.0,,D. Waiters misses 2-pt layup from 2 ft (block by P. Millsap),30,35
102,2,10:35.0,,Offensive rebound by Team,30,35
103,2,10:35.0,,A. Roberson enters the game for A. Morrow,30,35
104,2,10:32.0,,D. Waiters misses 3-pt jump shot from 24 ft,30,35
105,2,10:31.0,,Offensive rebound by E. Freedom,30,35
106,2,10:22.0,,Shooting foul by K. Korver (drawn by D. Augustin),30,35
107,2,10:22.0,,D. Augustin makes free throw 1 of 2,30,36
108,2,10:22.0,,D. Augustin makes free throw 2 of 2,30,37
109,2,10:09.0,D. Schröder misses 2-pt layup from 1 ft,,30,37
110,2,10:08.0,,Defensive rebound by E. Freedom,30,37
111,2,10:01.0,,D. Waiters makes 2-pt layup from 1 ft,30,39
112,2,9:49.0,P. Millsap makes 2-pt jump shot from 3 ft (assist by A. Horford),,32,39
113,2,9:32.0,,D. Waiters misses 2-pt jump shot from 19 ft,32,39
114,2,9:32.0,Defensive rebound by P. Millsap,,32,39
115,2,9:25.0,Shooting foul by N. Collison (drawn by P. Millsap),,32,39
116,2,9:25.0,P. Millsap misses free throw 1 of 2,,32,39
117,2,9:25.0,Offensive rebound by Team,,32,39
118,2,9:25.0,,K. Durant enters the game for D. Waiters,32,39
119,2,9:25.0,,S. Ibaka enters the game for N. Collison,32,39
120,2,9:25.0,,S. Adams enters the game for E. Freedom,32,39
121,2,9:25.0,T. Sefolosha enters the game for K. Bazemore,,32,39
122,2,9:25.0,P. Millsap misses free throw 2 of 2,,32,39
123,2,9:24.0,,Defensive rebound by A. Roberson,32,39
124,2,9:09.0,,Turnover by A. Roberson (bad pass),32,39
125,2,8:49.0,D. Schröder makes 2-pt layup at rim,,34,39
126,2,8:36.0,,Shooting foul by D. Schröder (drawn by D. Augustin),34,39
127,2,8:36.0,Official timeout,,34,39
128,2,8:36.0,M. Muscala enters the game for A. Horford,,34,39
129,2,8:36.0,J. Teague enters the game for D. Schröder,,34,39
130,2,8:36.0,,D. Augustin makes free throw 1 of 2,34,40
131,2,8:36.0,,D. Augustin misses free throw 2 of 2,34,40
132,2,8:34.0,Defensive rebound by J. Teague,,34,40
133,2,8:08.0,Turnover by Team (shot clock),,34,40
134,2,7:44.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by A. Roberson),34,43
135,2,7:30.0,Def 3 sec tech foul by S. Ibaka,,34,43
136,2,7:30.0,J. Teague makes technical free throw,,35,43
137,2,7:30.0,D. Schröder enters the game for K. Korver,,35,43
138,2,7:22.0,J. Teague makes 2-pt layup from 1 ft,,37,43
139,2,6:58.0,,S. Ibaka makes 2-pt jump shot from 12 ft (assist by K. Durant),37,45
140,2,6:47.0,M. Muscala makes 2-pt jump shot from 14 ft (assist by J. Teague),,39,45
141,2,6:47.0,,Oklahoma City full timeout,39,45
142,2,6:47.0,,R. Westbrook enters the game for A. Roberson,39,45
143,2,6:47.0,,D. Waiters enters the game for D. Augustin,39,45
144,2,6:24.0,,D. Waiters misses 2-pt jump shot from 7 ft,39,45
145,2,6:23.0,,Offensive rebound by S. Adams,39,45
146,2,6:23.0,,S. Adams misses 2-pt layup from 2 ft,39,45
147,2,6:21.0,Defensive rebound by P. Millsap,,39,45
148,2,5:54.0,D. Schröder misses 3-pt jump shot from 24 ft,,39,45
149,2,5:54.0,,Defensive rebound by S. Ibaka,39,45
150,2,5:49.0,,K. Durant makes 2-pt layup from 2 ft (assist by R. Westbrook),39,47
151,2,5:26.0,M. Muscala misses 2-pt jump shot from 15 ft,,39,47
152,2,5:25.0,,Defensive rebound by R. Westbrook,39,47
153,2,5:17.0,,Turnover by S. Ibaka (bad pass; steal by T. Sefolosha),39,47
154,2,5:00.0,T. Sefolosha misses 3-pt jump shot from 22 ft,,39,47
155,2,4:59.0,,Defensive rebound by S. Adams,39,47
156,2,4:47.0,,S. Ibaka misses 2-pt jump shot from 18 ft,39,47
157,2,4:46.0,,Offensive rebound by S. Adams,39,47
158,2,4:46.0,,S. Adams makes 2-pt layup from 1 ft,39,49
159,2,4:32.0,Turnover by D. Schröder (bad pass; steal by K. Durant),,39,49
160,2,4:27.0,,R. Westbrook makes 2-pt dunk at rim (assist by K. Durant),39,51
161,2,4:27.0,Atlanta full timeout,,39,51
162,2,4:27.0,A. Horford enters the game for P. Millsap,,39,51
163,2,4:27.0,K. Bazemore enters the game for M. Muscala,,39,51
164,2,4:27.0,K. Korver enters the game for D. Schröder,,39,51
165,2,4:10.0,J. Teague misses 2-pt layup from 2 ft,,39,51
166,2,4:09.0,,Defensive rebound by Team,39,51
167,2,3:52.0,,K. Durant misses 2-pt jump shot from 14 ft,39,51
168,2,3:51.0,Defensive rebound by A. Horford,,39,51
169,2,3:39.0,K. Korver misses 3-pt jump shot from 23 ft,,39,51
170,2,3:39.0,,Defensive rebound by S. Ibaka,39,51
171,2,3:23.0,,R. Westbrook makes 2-pt jump shot from 9 ft (assist by K. Durant),39,53
172,2,3:06.0,A. Horford misses 2-pt jump shot from 20 ft,,39,53
173,2,3:06.0,,Defensive rebound by K. Durant,39,53
174,2,2:54.0,,D. Waiters misses 2-pt jump shot from 16 ft,39,53
175,2,2:54.0,,Offensive rebound by Team,39,53
176,2,2:54.0,,Personal foul by K. Korver (drawn by S. Ibaka),39,53
177,2,2:54.0,,S. Ibaka makes free throw 1 of 2,39,54
178,2,2:54.0,,S. Ibaka makes free throw 2 of 2,39,55
179,2,2:40.0,Turnover by A. Horford (bad pass; steal by S. Ibaka),,39,55
180,2,2:36.0,,Personal foul by J. Teague (drawn by R. Westbrook),39,55
181,2,2:36.0,,R. Westbrook misses free throw 1 of 2,39,55
182,2,2:36.0,,Offensive rebound by Team,39,55
183,2,2:36.0,,R. Westbrook makes free throw 2 of 2,39,56
184,2,2:25.0,T. Sefolosha makes 2-pt jump shot from 5 ft (assist by J. Teague),,41,56
185,2,2:09.0,,R. Westbrook misses 3-pt jump shot from 24 ft,41,56
186,2,2:09.0,Defensive rebound by K. Korver,,41,56
187,2,2:02.0,Shooting foul by S. Ibaka (drawn by K. Bazemore),,41,56
188,2,2:02.0,K. Bazemore makes free throw 1 of 2,,42,56
189,2,2:02.0,K. Bazemore makes free throw 2 of 2,,43,56
190,2,1:50.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),43,58
191,2,1:31.0,J. Teague misses 2-pt jump shot from 9 ft,,43,58
192,2,1:30.0,Offensive rebound by T. Sefolosha,,43,58
193,2,1:25.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),,46,58
194,2,1:06.0,,R. Westbrook misses 2-pt jump shot from 12 ft,46,58
195,2,1:05.0,Defensive rebound by K. Bazemore,,46,58
196,2,0:53.0,K. Bazemore makes 3-pt jump shot from 24 ft,,49,58
197,2,0:39.0,,Personal foul by T. Sefolosha (drawn by K. Durant),49,58
198,2,0:39.0,,K. Durant makes free throw 1 of 2,49,59
199,2,0:39.0,,K. Durant makes free throw 2 of 2,49,60
200,2,0:26.0,Turnover by J. Teague (bad pass; steal by S. Adams),,49,60
201,2,0:21.0,,Turnover by R. Westbrook (traveling),49,60
202,2,0:02.0,J. Teague misses 2-pt layup from 1 ft,,49,60
203,2,0:02.0,,Defensive rebound by S. Ibaka,49,60
204,3,11:44.0,A. Horford misses 3-pt jump shot from 23 ft,,49,60
205,3,11:43.0,,Defensive rebound by S. Ibaka,49,60
206,3,11:33.0,,Shooting foul by A. Horford (drawn by S. Adams),49,60
207,3,11:33.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),49,62
208,3,11:33.0,,S. Adams makes free throw 1 of 1,49,63
209,3,11:17.0,T. Sefolosha makes 2-pt jump shot from 21 ft (assist by K. Korver),,51,63
210,3,11:06.0,,K. Durant misses 2-pt jump shot from 16 ft,51,63
211,3,11:05.0,Defensive rebound by P. Millsap,,51,63
212,3,10:51.0,P. Millsap misses 2-pt jump shot from 16 ft,,51,63
213,3,10:50.0,,Defensive rebound by S. Adams,51,63
214,3,10:38.0,,K. Durant misses 2-pt jump shot from 3 ft,51,63
215,3,10:37.0,Defensive rebound by P. Millsap,,51,63
216,3,10:20.0,J. Teague misses 3-pt jump shot from 24 ft,,51,63
217,3,10:20.0,,Defensive rebound by K. Durant,51,63
218,3,10:19.0,,Personal foul by P. Millsap (drawn by K. Durant),51,63
219,3,9:57.0,,Shooting foul by K. Korver (drawn by A. Roberson),51,63
220,3,9:57.0,,A. Roberson makes free throw 1 of 2,51,64
221,3,9:57.0,,A. Roberson misses free throw 2 of 2,51,64
222,3,9:56.0,Defensive rebound by T. Sefolosha,,51,64
223,3,9:49.0,Personal foul by S. Ibaka (drawn by A. Horford),,51,64
224,3,9:36.0,T. Sefolosha misses 2-pt jump shot from 3 ft,,51,64
225,3,9:36.0,,Defensive rebound by K. Durant,51,64
226,3,9:27.0,,Turnover by R. Westbrook (step out of bounds),51,64
227,3,9:13.0,J. Teague makes 2-pt jump shot from 2 ft,,53,64
228,3,8:59.0,,R. Westbrook makes 2-pt jump shot from 12 ft,53,66
229,3,8:40.0,A. Horford makes 2-pt layup from 3 ft (assist by K. Korver),,55,66
230,3,8:24.0,,K. Durant misses 2-pt jump shot from 14 ft,55,66
231,3,8:24.0,Defensive rebound by J. Teague,,55,66
232,3,8:07.0,J. Teague makes 2-pt layup from 1 ft,,57,66
233,3,7:57.0,,Oklahoma City full timeout,57,66
234,3,7:50.0,,S. Ibaka misses 3-pt jump shot from 23 ft,57,66
235,3,7:50.0,Defensive rebound by J. Teague,,57,66
236,3,7:30.0,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),,60,66
237,3,7:12.0,,K. Durant misses 2-pt jump shot from 13 ft,60,66
238,3,7:12.0,Defensive rebound by K. Korver,,60,66
239,3,7:04.0,K. Korver makes 3-pt jump shot from 22 ft (assist by A. Horford),,63,66
240,3,6:50.0,,R. Westbrook makes 2-pt jump shot from 14 ft,63,68
241,3,6:35.0,A. Horford misses 2-pt jump shot from 18 ft,,63,68
242,3,6:34.0,,Defensive rebound by S. Adams,63,68
243,3,6:26.0,,R. Westbrook misses 2-pt jump shot from 15 ft,63,68
244,3,6:25.0,Defensive rebound by Team,,63,68
245,3,6:04.0,A. Horford misses 2-pt jump shot from 12 ft,,63,68
246,3,6:03.0,,Defensive rebound by S. Ibaka,63,68
247,3,5:53.0,,S. Adams misses 2-pt jump shot from 8 ft,63,68
248,3,5:53.0,Defensive rebound by P. Millsap,,63,68
249,3,5:46.0,J. Teague makes 3-pt jump shot from 23 ft (assist by P. Millsap),,66,68
250,3,5:23.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by S. Adams),66,70
251,3,5:09.0,A. Horford makes 3-pt jump shot from 24 ft (assist by K. Korver),,69,70
252,3,4:50.0,,K. Durant misses 2-pt jump shot from 4 ft (block by A. Horford),69,70
253,3,4:48.0,,Offensive rebound by S. Ibaka,69,70
254,3,4:43.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),69,72
255,3,4:42.0,Atlanta full timeout,,69,72
256,3,4:42.0,K. Bazemore enters the game for P. Millsap,,69,72
257,3,4:42.0,Violation by Team (delay of game),,69,72
258,3,4:21.0,A. Horford misses 2-pt jump shot from 12 ft,,69,72
259,3,4:21.0,,Defensive rebound by K. Durant,69,72
260,3,4:16.0,,Personal foul by A. Horford (drawn by S. Adams),69,72
261,3,4:16.0,P. Millsap enters the game for A. Horford,,69,72
262,3,4:07.0,,K. Durant makes 2-pt layup from 1 ft,69,74
263,3,3:44.0,J. Teague makes 2-pt layup from 1 ft,,71,74
264,3,3:30.0,,Shooting block foul by P. Millsap (drawn by K. Durant),71,74
265,3,3:30.0,,K. Durant makes free throw 1 of 2,71,75
266,3,3:30.0,,D. Waiters enters the game for A. Roberson,71,75
267,3,3:30.0,M. Muscala enters the game for K. Korver,,71,75
268,3,3:30.0,,A. Morrow enters the game for S. Adams,71,75
269,3,3:30.0,,K. Durant makes free throw 2 of 2,71,76
270,3,3:19.0,Personal foul by D. Waiters (drawn by K. Bazemore),,71,76
271,3,3:19.0,D. Schröder enters the game for J. Teague,,71,76
272,3,3:14.0,K. Bazemore makes 2-pt jump shot from 22 ft (assist by P. Millsap),,73,76
273,3,2:50.0,,Turnover by K. Durant (lost ball; steal by K. Bazemore),73,76
274,3,2:42.0,T. Sefolosha makes 2-pt layup at rim (assist by K. Bazemore),,75,76
275,3,2:28.0,,R. Westbrook misses 2-pt layup from 1 ft,75,76
276,3,2:27.0,Defensive rebound by M. Muscala,,75,76
277,3,2:15.0,P. Millsap misses 2-pt layup from 1 ft (block by S. Ibaka),,75,76
278,3,2:14.0,,Defensive rebound by S. Ibaka,75,76
279,3,2:09.0,,Shooting foul by M. Muscala (drawn by R. Westbrook),75,76
280,3,2:09.0,,R. Westbrook makes free throw 1 of 2,75,77
281,3,2:09.0,,E. Freedom enters the game for K. Durant,75,77
282,3,2:09.0,L. Patterson enters the game for T. Sefolosha,,75,77
283,3,2:09.0,,R. Westbrook makes free throw 2 of 2,75,78
284,3,1:53.0,K. Bazemore misses 2-pt jump shot from 3 ft (block by S. Ibaka),,75,78
285,3,1:52.0,,Defensive rebound by A. Morrow,75,78
286,3,1:47.0,,D. Waiters misses 2-pt layup from 1 ft (block by M. Muscala),75,78
287,3,1:46.0,,Offensive rebound by D. Waiters,75,78
288,3,1:44.0,,D. Waiters makes 2-pt layup from 1 ft,75,80
289,3,1:26.0,D. Schröder misses 2-pt layup from 1 ft,,75,80
290,3,1:26.0,,Defensive rebound by S. Ibaka,75,80
291,3,1:20.0,,E. Freedom misses 2-pt layup at rim (block by P. Millsap),75,80
292,3,1:18.0,Defensive rebound by D. Schröder,,75,80
293,3,1:12.0,,N. Collison enters the game for S. Ibaka,75,80
294,3,1:04.0,M. Muscala misses 3-pt jump shot from 25 ft,,75,80
295,3,1:04.0,,Defensive rebound by R. Westbrook,75,80
296,3,0:59.0,,R. Westbrook misses 2-pt jump shot from 17 ft,75,80
297,3,0:58.0,Defensive rebound by P. Millsap,,75,80
298,3,0:42.0,M. Muscala misses 3-pt jump shot from 22 ft,,75,80
299,3,0:41.0,,Defensive rebound by R. Westbrook,75,80
300,3,0:35.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by R. Westbrook),75,83
301,3,0:28.0,Personal foul by N. Collison (drawn by D. Schröder),,75,83
302,3,0:28.0,A. Horford enters the game for P. Millsap,,75,83
303,3,0:28.0,K. Korver enters the game for M. Muscala,,75,83
304,3,0:22.0,A. Horford misses 2-pt jump shot from 18 ft,,75,83
305,3,0:20.0,,Defensive rebound by N. Collison,75,83
306,3,0:00.0,,R. Westbrook misses 2-pt jump shot from 14 ft,75,83
307,3,0:00.0,,Offensive rebound by Team,75,83
308,4,11:43.0,,E. Freedom misses 2-pt layup from 2 ft,75,83
309,4,11:43.0,Defensive rebound by D. Schröder,,75,83
310,4,11:32.0,D. Schröder makes 2-pt jump shot from 8 ft,,77,83
311,4,11:17.0,,D. Waiters makes 2-pt jump shot from 16 ft,77,85
312,4,10:58.0,A. Horford makes 2-pt jump shot from 11 ft (assist by D. Schröder),,79,85
313,4,10:39.0,,D. Waiters misses 2-pt jump shot from 17 ft,79,85
314,4,10:39.0,Defensive rebound by A. Horford,,79,85
315,4,10:29.0,A. Horford misses 3-pt jump shot from 24 ft,,79,85
316,4,10:29.0,,Defensive rebound by E. Freedom,79,85
317,4,10:18.0,,Turnover by N. Collison (bad pass),79,85
318,4,10:03.0,Offensive foul by D. Schröder (drawn by A. Morrow),,79,85
319,4,10:03.0,Turnover by D. Schröder (offensive foul),,79,85
320,4,9:40.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by D. Waiters),79,88
321,4,9:16.0,K. Korver misses 2-pt jump shot from 21 ft,,79,88
322,4,9:16.0,,Defensive rebound by D. Augustin,79,88
323,4,8:55.0,,A. Morrow misses 2-pt jump shot from 13 ft (block by K. Korver),79,88
324,4,8:54.0,Defensive rebound by K. Korver,,79,88
325,4,8:52.0,Shooting foul by N. Collison (drawn by K. Bazemore),,79,88
326,4,8:52.0,Official timeout,,79,88
327,4,8:52.0,,K. Durant enters the game for E. Freedom,79,88
328,4,8:52.0,J. Teague enters the game for D. Schröder,,79,88
329,4,8:52.0,T. Sefolosha enters the game for M. Muscala,,79,88
330,4,8:52.0,K. Bazemore makes free throw 1 of 2,,80,88
331,4,8:52.0,K. Bazemore makes free throw 2 of 2,,81,88
332,4,8:34.0,,A. Morrow makes 2-pt layup from 1 ft (assist by N. Collison),81,90
333,4,8:22.0,Personal foul by K. Durant (drawn by K. Bazemore),,81,90
334,4,8:22.0,,R. Westbrook enters the game for D. Augustin,81,90
335,4,8:07.0,A. Horford misses 2-pt hook shot from 9 ft,,81,90
336,4,8:06.0,,Defensive rebound by K. Durant,81,90
337,4,7:57.0,,N. Collison misses 2-pt layup at rim,81,90
338,4,7:56.0,Defensive rebound by J. Teague,,81,90
339,4,7:51.0,K. Bazemore misses 3-pt jump shot from 23 ft,,81,90
340,4,7:50.0,,Defensive rebound by N. Collison,81,90
341,4,7:43.0,,D. Waiters misses 3-pt jump shot from 24 ft,81,90
342,4,7:42.0,,Offensive rebound by R. Westbrook,81,90
343,4,7:38.0,,A. Morrow misses 3-pt jump shot from 23 ft,81,90
344,4,7:37.0,,Offensive rebound by R. Westbrook,81,90
345,4,7:23.0,,Turnover by K. Durant (lost ball; steal by J. Teague),81,90
346,4,7:10.0,J. Teague misses 2-pt layup from 2 ft,,81,90
347,4,7:09.0,Offensive rebound by A. Horford,,81,90
348,4,7:08.0,A. Horford misses 2-pt layup at rim,,81,90
349,4,7:08.0,Offensive rebound by A. Horford,,81,90
350,4,7:08.0,Shooting foul by A. Morrow (drawn by A. Horford),,81,90
351,4,7:08.0,A. Horford makes free throw 1 of 2,,82,90
352,4,7:08.0,,S. Ibaka enters the game for N. Collison,82,90
353,4,7:08.0,P. Millsap enters the game for K. Korver,,82,90
354,4,7:08.0,A. Horford makes free throw 2 of 2,,83,90
355,4,6:52.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Durant),83,92
356,4,6:35.0,Shooting foul by S. Ibaka (drawn by T. Sefolosha),,83,92
357,4,6:35.0,T. Sefolosha misses free throw 1 of 2,,83,92
358,4,6:35.0,Offensive rebound by Team,,83,92
359,4,6:35.0,,S. Adams enters the game for A. Morrow,83,92
360,4,6:35.0,T. Sefolosha misses free throw 2 of 2,,83,92
361,4,6:34.0,,Defensive rebound by S. Ibaka,83,92
362,4,6:16.0,,S. Ibaka misses 2-pt hook shot from 3 ft,83,92
363,4,6:15.0,Defensive rebound by K. Bazemore,,83,92
364,4,6:01.0,P. Millsap makes 2-pt jump shot from 8 ft,,85,92
365,4,5:38.0,,R. Westbrook misses 2-pt layup at rim,85,92
366,4,5:38.0,Defensive rebound by A. Horford,,85,92
367,4,5:24.0,K. Bazemore misses 3-pt jump shot from 23 ft,,85,92
368,4,5:23.0,,Defensive rebound by K. Durant,85,92
369,4,5:18.0,,Oklahoma City full timeout,85,92
370,4,5:18.0,M. Muscala enters the game for A. Horford,,85,92
371,4,5:07.0,,Shooting foul by M. Muscala (drawn by S. Adams),85,92
372,4,5:07.0,,S. Adams misses free throw 1 of 2,85,92
373,4,5:07.0,,Offensive rebound by Team,85,92
374,4,5:07.0,,S. Adams misses free throw 2 of 2,85,92
375,4,5:07.0,Defensive rebound by T. Sefolosha,,85,92
376,4,4:58.0,J. Teague misses 2-pt layup from 2 ft,,85,92
377,4,4:57.0,,Defensive rebound by K. Durant,85,92
378,4,4:53.0,,K. Durant makes 3-pt jump shot from 24 ft,85,95
379,4,4:31.0,T. Sefolosha misses 3-pt jump shot from 22 ft,,85,95
380,4,4:30.0,Offensive rebound by P. Millsap,,85,95
381,4,4:29.0,Personal foul by R. Westbrook (drawn by P. Millsap),,85,95
382,4,4:29.0,P. Millsap makes free throw 1 of 2,,86,95
383,4,4:29.0,K. Korver enters the game for K. Bazemore,,86,95
