,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PORTLAND_ACTION,HOUSTON_SCORE,PORTLAND_SCORE
119,2,9:55.0,Turnover by T. Ariza (traveling),,33,31
120,2,9:43.0,,C. McCollum misses 2-pt layup from 2 ft (block by D. Howard),33,31
121,2,9:42.0,Defensive rebound by D. Howard,,33,31
122,2,9:33.0,D. Howard makes 2-pt dunk at rim (assist by T. Ariza),,35,31
123,2,9:07.0,,G. Henderson misses 3-pt jump shot from 24 ft,35,31
124,2,9:07.0,Defensive rebound by T. Lawson,,35,31
125,2,9:01.0,Shooting foul by E. Davis (drawn by C. Brewer),,35,31
126,2,9:01.0,C. Brewer misses free throw 1 of 2,,35,31
127,2,9:01.0,Offensive rebound by Team,,35,31
128,2,9:01.0,,A. Aminu enters the game for E. Davis,35,31
129,2,9:01.0,C. Brewer makes free throw 2 of 2,,36,31
130,2,8:45.0,,A. Crabbe misses 2-pt layup at rim,36,31
131,2,8:45.0,,Offensive rebound by A. Aminu,36,31
132,2,8:36.0,,M. Leonard makes 2-pt jump shot from 6 ft (assist by A. Crabbe),36,33
133,2,8:25.0,C. Brewer misses 3-pt jump shot from 22 ft,,36,33
134,2,8:24.0,,Defensive rebound by G. Henderson,36,33
135,2,8:19.0,,Shooting foul by M. Thornton (drawn by G. Henderson),36,33
136,2,8:19.0,Official timeout,,36,33
137,2,8:19.0,P. Beverley enters the game for T. Lawson,,36,33
138,2,8:19.0,,G. Henderson makes free throw 1 of 2,36,34
139,2,8:19.0,,G. Henderson makes free throw 2 of 2,36,35
140,2,8:11.0,Turnover by M. Thornton (lost ball),,36,35
141,2,7:56.0,,A. Aminu misses 3-pt jump shot from 22 ft,36,35
142,2,7:55.0,Defensive rebound by D. Howard,,36,35
143,2,7:44.0,Personal foul by M. Leonard (drawn by D. Howard),,36,35
144,2,7:31.0,D. Howard makes 2-pt hook shot from 6 ft (assist by P. Beverley),,38,35
145,2,7:22.0,,C. McCollum makes 2-pt jump shot from 16 ft,38,37
146,2,6:59.0,M. Thornton makes 2-pt layup from 1 ft (assist by D. Howard),,40,37
147,2,6:47.0,,Turnover by C. McCollum (bad pass; steal by C. Brewer),40,37
148,2,6:44.0,Turnover by M. Thornton (bad pass; steal by A. Crabbe),,40,37
149,2,6:38.0,,G. Henderson makes 2-pt dunk at rim (assist by A. Aminu),40,39
150,2,6:14.0,M. Thornton misses 3-pt jump shot from 24 ft,,40,39
151,2,6:13.0,,Defensive rebound by M. Leonard,40,39
152,2,6:05.0,,Shooting foul by M. Thornton (drawn by G. Henderson),40,39
153,2,6:05.0,,G. Henderson makes free throw 1 of 2,40,40
154,2,6:05.0,J. Harden enters the game for C. Brewer,,40,40
155,2,6:05.0,,G. Henderson misses free throw 2 of 2,40,40
156,2,6:03.0,Defensive rebound by P. Beverley,,40,40
157,2,5:58.0,P. Beverley makes 2-pt layup from 1 ft,,42,40
158,2,5:44.0,,C. McCollum makes 2-pt layup from 1 ft,42,42
159,2,5:37.0,M. Thornton misses 3-pt jump shot from 22 ft,,42,42
160,2,5:36.0,,Defensive rebound by Team,42,42
161,2,5:36.0,,Portland full timeout,42,42
162,2,5:36.0,,M. Plumlee enters the game for M. Leonard,42,42
163,2,5:36.0,,D. Lillard enters the game for C. McCollum,42,42
164,2,5:36.0,,M. Harkless enters the game for A. Crabbe,42,42
165,2,5:19.0,,Shooting foul by M. Thornton (drawn by G. Henderson),42,42
166,2,5:19.0,,G. Henderson makes free throw 1 of 2,42,43
167,2,5:19.0,C. Capela enters the game for M. Thornton,,42,43
168,2,5:19.0,,G. Henderson makes free throw 2 of 2,42,44
169,2,5:05.0,Turnover by P. Beverley (bad pass; steal by D. Lillard),,42,44
170,2,5:02.0,,Personal foul by P. Beverley (drawn by D. Lillard),42,44
171,2,4:58.0,,Offensive foul by D. Lillard (drawn by P. Beverley),42,44
172,2,4:58.0,,Turnover by D. Lillard (offensive foul),42,44
173,2,4:46.0,Personal foul by G. Henderson (drawn by J. Harden),,42,44
174,2,4:38.0,J. Harden misses 2-pt jump shot from 9 ft,,42,44
175,2,4:37.0,,Defensive rebound by M. Harkless,42,44
176,2,4:23.0,,D. Lillard misses 2-pt jump shot from 20 ft,42,44
177,2,4:20.0,,Offensive rebound by M. Plumlee,42,44
178,2,4:17.0,,D. Lillard misses 2-pt jump shot from 4 ft,42,44
179,2,4:16.0,Defensive rebound by T. Ariza,,42,44
180,2,4:11.0,Turnover by J. Harden (offensive foul),,42,44
181,2,4:11.0,,Offensive charge foul by J. Harden (drawn by D. Lillard),42,44
182,2,3:51.0,,D. Lillard makes 3-pt jump shot from 23 ft,42,47
183,2,3:39.0,J. Harden misses 3-pt jump shot from 24 ft,,42,47
184,2,3:38.0,,Defensive rebound by M. Plumlee,42,47
185,2,3:29.0,,D. Lillard misses 3-pt jump shot from 26 ft,42,47
186,2,3:29.0,Defensive rebound by D. Howard,,42,47
187,2,3:13.0,D. Howard misses 2-pt jump shot from 7 ft,,42,47
188,2,3:12.0,Offensive rebound by C. Capela,,42,47
189,2,3:12.0,Personal foul by A. Aminu (drawn by C. Capela),,42,47
190,2,3:12.0,C. Capela misses free throw 1 of 2,,42,47
191,2,3:12.0,Offensive rebound by Team,,42,47
192,2,3:12.0,C. Capela misses free throw 2 of 2,,42,47
193,2,3:11.0,,Defensive rebound by M. Harkless,42,47
194,2,2:54.0,,M. Harkless makes 3-pt jump shot from 22 ft (assist by A. Aminu),42,50
195,2,2:53.0,Houston full timeout,,42,50
196,2,2:44.0,Turnover by J. Harden (bad pass; steal by M. Plumlee),,42,50
197,2,2:38.0,,M. Harkless makes 2-pt layup at rim (assist by D. Lillard),42,52
198,2,2:35.0,Houston full timeout,,42,52
199,2,2:20.0,Shooting foul by M. Plumlee (drawn by D. Howard),,42,52
200,2,2:20.0,D. Howard makes free throw 1 of 2,,43,52
201,2,2:20.0,,C. McCollum enters the game for G. Henderson,43,52
202,2,2:20.0,D. Howard misses free throw 2 of 2,,43,52
203,2,2:19.0,,Defensive rebound by Team,43,52
204,2,2:02.0,,D. Lillard misses 3-pt jump shot from 26 ft,43,52
205,2,2:01.0,,Offensive rebound by M. Harkless,43,52
206,2,2:01.0,,M. Harkless misses 2-pt layup from 1 ft,43,52
207,2,1:59.0,,Offensive rebound by M. Harkless,43,52
208,2,1:47.0,,A. Aminu misses 2-pt jump shot from 3 ft,43,52
209,2,1:47.0,,Offensive rebound by A. Aminu,43,52
210,2,1:44.0,,A. Aminu misses 2-pt layup from 2 ft,43,52
211,2,1:44.0,Defensive rebound by C. Capela,,43,52
212,2,1:38.0,Turnover by J. Harden (bad pass; steal by M. Harkless),,43,52
213,2,1:32.0,,A. Aminu makes 2-pt layup from 1 ft (assist by M. Harkless),43,54
214,2,1:19.0,P. Beverley misses 3-pt jump shot from 23 ft,,43,54
215,2,1:19.0,,Defensive rebound by D. Lillard,43,54
216,2,1:16.0,,Shooting foul by T. Ariza (drawn by M. Harkless),43,54
217,2,1:16.0,,M. Harkless misses free throw 1 of 2,43,54
218,2,1:16.0,,Offensive rebound by Team,43,54
219,2,1:16.0,C. Brewer enters the game for D. Howard,,43,54
220,2,1:16.0,,M. Harkless makes free throw 2 of 2,43,55
221,2,0:59.0,C. Brewer misses 2-pt layup from 2 ft,,43,55
222,2,0:59.0,Offensive rebound by C. Capela,,43,55
223,2,0:58.0,Shooting foul by A. Aminu (drawn by C. Capela),,43,55
224,2,0:58.0,C. Capela misses free throw 1 of 2,,43,55
225,2,0:58.0,Offensive rebound by Team,,43,55
226,2,0:58.0,C. Capela misses free throw 2 of 2,,43,55
227,2,0:57.0,,Defensive rebound by M. Harkless,43,55
228,2,0:48.0,,Turnover by D. Lillard (bad pass; steal by J. Harden),43,55
229,2,0:44.0,P. Beverley makes 2-pt layup from 1 ft (assist by J. Harden),,45,55
230,2,0:33.0,,C. McCollum misses 2-pt jump shot from 13 ft,45,55
231,2,0:31.0,Defensive rebound by C. Capela,,45,55
232,2,0:24.0,Personal take foul by M. Harkless (drawn by C. Capela),,45,55
233,2,0:24.0,C. Capela misses free throw 1 of 2,,45,55
234,2,0:24.0,Offensive rebound by Team,,45,55
235,2,0:24.0,C. Capela makes free throw 2 of 2,,46,55
236,2,0:24.0,,Portland full timeout,46,55
237,2,0:24.0,,A. Crabbe enters the game for A. Aminu,46,55
238,2,0:24.0,,M. Leonard enters the game for M. Plumlee,46,55
239,2,0:24.0,,G. Henderson enters the game for M. Harkless,46,55
240,2,0:00.0,,D. Lillard makes 2-pt layup from 1 ft,46,57
241,3,11:41.0,,A. Aminu misses 2-pt jump shot from 17 ft,46,57
242,3,11:39.0,,Offensive rebound by M. Plumlee,46,57
243,3,11:39.0,,M. Plumlee makes 2-pt layup at rim,46,59
244,3,11:26.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,49,59
245,3,11:13.0,,Offensive foul by M. Plumlee (drawn by P. Beverley),49,59
246,3,11:13.0,,Turnover by M. Plumlee (offensive foul),49,59
247,3,10:59.0,T. Ariza misses 2-pt layup from 2 ft,,49,59
248,3,10:58.0,,Defensive rebound by M. Harkless,49,59
249,3,10:47.0,Violation by D. Howard (def goaltending),,49,59
250,3,10:47.0,,M. Harkless makes 2-pt jump shot from 2 ft,49,61
251,3,10:31.0,Turnover by J. Harden (lost ball; steal by M. Harkless),,49,61
252,3,10:25.0,,M. Harkless misses 2-pt layup from 1 ft,49,61
253,3,10:24.0,,Offensive rebound by M. Harkless,49,61
254,3,10:21.0,,Offensive foul by A. Aminu (drawn by C. Brewer),49,61
255,3,10:21.0,,Turnover by A. Aminu (offensive foul),49,61
256,3,10:07.0,Shooting foul by D. Lillard (drawn by J. Harden),,49,61
257,3,10:07.0,J. Harden makes free throw 1 of 2,,50,61
258,3,10:07.0,J. Harden makes free throw 2 of 2,,51,61
259,3,9:45.0,,C. McCollum makes 2-pt jump shot from 5 ft,51,63
260,3,9:31.0,T. Ariza misses 3-pt jump shot from 22 ft,,51,63
261,3,9:30.0,,Defensive rebound by M. Harkless,51,63
262,3,9:27.0,,Shooting foul by P. Beverley (drawn by M. Plumlee),51,63
263,3,9:27.0,,M. Plumlee makes free throw 1 of 2,51,64
264,3,9:27.0,,M. Plumlee makes free throw 2 of 2,51,65
265,3,9:06.0,Turnover by T. Ariza (lost ball; steal by A. Aminu),,51,65
266,3,8:57.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),51,68
267,3,8:57.0,Houston full timeout,,51,68
268,3,8:43.0,D. Howard makes 2-pt dunk at rim (assist by C. Brewer),,53,68
269,3,8:28.0,,M. Plumlee makes 2-pt jump shot from 14 ft,53,70
270,3,8:25.0,Personal foul by M. Harkless (drawn by J. Harden),,53,70
271,3,8:01.0,J. Harden misses 2-pt jump shot from 16 ft,,53,70
272,3,8:01.0,Offensive rebound by D. Howard,,53,70
273,3,8:00.0,D. Howard makes 2-pt layup at rim,,55,70
274,3,8:00.0,Shooting foul by M. Plumlee (drawn by D. Howard),,55,70
275,3,8:00.0,,M. Leonard enters the game for M. Plumlee,55,70
276,3,8:00.0,D. Howard misses free throw 1 of 1,,55,70
277,3,8:00.0,,Defensive rebound by M. Leonard,55,70
278,3,7:52.0,,M. Harkless makes 2-pt layup at rim,55,72
279,3,7:52.0,,C. McCollum misses 2-pt layup from 2 ft,55,72
280,3,7:52.0,,Offensive rebound by M. Harkless,55,72
281,3,7:37.0,C. Brewer makes 3-pt jump shot from 22 ft (assist by P. Beverley),,58,72
282,3,7:32.0,,Personal take foul by C. Brewer (drawn by C. McCollum),58,72
283,3,7:32.0,C. Capela enters the game for D. Howard,,58,72
284,3,7:14.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),58,75
285,3,6:58.0,J. Harden makes 2-pt jump shot from 16 ft,,60,75
286,3,6:37.0,,C. McCollum misses 2-pt jump shot from 15 ft,60,75
287,3,6:36.0,Defensive rebound by C. Capela,,60,75
288,3,6:28.0,J. Harden makes 2-pt jump shot from 9 ft,,62,75
289,3,6:28.0,Shooting foul by A. Aminu (drawn by J. Harden),,62,75
290,3,6:28.0,D. Howard enters the game for C. Capela,,62,75
291,3,6:28.0,,A. Crabbe enters the game for C. McCollum,62,75
292,3,6:28.0,,G. Henderson enters the game for A. Aminu,62,75
293,3,6:28.0,J. Harden makes free throw 1 of 1,,63,75
294,3,6:12.0,,Shooting foul by P. Beverley (drawn by D. Lillard),63,75
295,3,6:12.0,,D. Lillard makes free throw 1 of 2,63,76
296,3,6:12.0,,D. Lillard makes free throw 2 of 2,63,77
297,3,6:02.0,Turnover by T. Ariza (bad pass),,63,77
298,3,5:50.0,,M. Harkless makes 2-pt layup from 2 ft (assist by A. Crabbe),63,79
299,3,5:43.0,C. Brewer makes 2-pt layup at rim (assist by J. Harden),,65,79
300,3,5:25.0,,M. Leonard makes 2-pt jump shot from 16 ft (assist by D. Lillard),65,81
301,3,5:11.0,J. Harden misses 2-pt layup from 1 ft (block by M. Leonard),,65,81
302,3,5:10.0,,Defensive rebound by D. Lillard,65,81
303,3,5:09.0,,Shooting foul by T. Ariza (drawn by M. Harkless),65,81
304,3,5:09.0,,M. Harkless misses free throw 1 of 2,65,81
305,3,5:09.0,,Offensive rebound by Team,65,81
306,3,5:09.0,M. Thornton enters the game for P. Beverley,,65,81
307,3,5:09.0,J. Terry enters the game for C. Brewer,,65,81
308,3,5:09.0,,M. Harkless makes free throw 2 of 2,65,82
309,3,4:57.0,Turnover by J. Harden (bad pass; steal by D. Lillard),,65,82
310,3,4:51.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),65,84
311,3,4:51.0,Houston full timeout,,65,84
312,3,4:26.0,J. Terry misses 2-pt jump shot from 5 ft,,65,84
313,3,4:25.0,,Defensive rebound by M. Harkless,65,84
314,3,4:20.0,,Turnover by D. Lillard (bad pass; steal by J. Harden),65,84
315,3,4:14.0,J. Terry misses 3-pt jump shot from 23 ft,,65,84
316,3,4:13.0,Offensive rebound by J. Harden,,65,84
317,3,4:12.0,Turnover by J. Harden (lost ball; steal by G. Henderson),,65,84
318,3,4:04.0,,A. Crabbe makes 2-pt jump shot from 16 ft,65,86
319,3,3:44.0,D. Howard misses 2-pt hook shot from 7 ft,,65,86
320,3,3:44.0,,Defensive rebound by M. Harkless,65,86
321,3,3:26.0,,M. Harkless misses 3-pt jump shot from 23 ft,65,86
322,3,3:25.0,Defensive rebound by J. Harden,,65,86
323,3,3:16.0,D. Howard makes 2-pt dunk at rim (assist by M. Thornton),,67,86
324,3,2:54.0,,M. Leonard misses 3-pt jump shot from 24 ft,67,86
325,3,2:54.0,Defensive rebound by J. Harden,,67,86
326,3,2:47.0,J. Harden makes 2-pt jump shot from 4 ft,,69,86
327,3,2:45.0,,Portland full timeout,69,86
328,3,2:45.0,C. Capela enters the game for T. Ariza,,69,86
329,3,2:45.0,M. Harrell enters the game for D. Howard,,69,86
330,3,2:45.0,,C. McCollum enters the game for D. Lillard,69,86
331,3,2:33.0,,M. Leonard misses 2-pt jump shot from 15 ft,69,86
332,3,2:33.0,Defensive rebound by M. Harrell,,69,86
333,3,2:24.0,J. Terry makes 2-pt jump shot from 13 ft (assist by J. Harden),,71,86
334,3,2:17.0,Technical foul by J. Terry,,71,86
335,3,2:17.0,,E. Davis enters the game for M. Harkless,71,86
336,3,2:17.0,,A. Crabbe makes technical free throw,71,87
337,3,1:59.0,,A. Crabbe misses 3-pt jump shot from 24 ft,71,87
338,3,1:58.0,Defensive rebound by J. Harden,,71,87
339,3,1:52.0,M. Thornton makes 3-pt jump shot from 25 ft (assist by J. Harden),,74,87
340,3,1:32.0,,M. Leonard makes 2-pt layup from 2 ft (assist by C. McCollum),74,89
341,3,1:17.0,Shooting foul by M. Leonard (drawn by J. Harden),,74,89
342,3,1:17.0,J. Harden makes free throw 1 of 2,,75,89
343,3,1:17.0,J. Harden makes free throw 2 of 2,,76,89
344,3,1:01.0,,Personal foul by J. Harden (drawn by M. Leonard),76,89
345,3,1:01.0,,M. Leonard makes free throw 1 of 2,76,90
346,3,1:01.0,,M. Leonard makes free throw 2 of 2,76,91
347,3,0:48.0,J. Harden makes 2-pt jump shot from 15 ft,,78,91
348,3,0:39.0,,Shooting foul by M. Thornton (drawn by E. Davis),78,91
349,3,0:39.0,,E. Davis misses free throw 1 of 2,78,91
350,3,0:39.0,,Offensive rebound by Team,78,91
351,3,0:39.0,,E. Davis makes free throw 2 of 2,78,92
352,3,0:32.0,J. Harden misses 3-pt jump shot from 23 ft,,78,92
353,3,0:31.0,,Defensive rebound by E. Davis,78,92
354,3,0:11.0,,C. McCollum misses 2-pt jump shot from 3 ft,78,92
355,3,0:10.0,Defensive rebound by C. Capela,,78,92
356,3,0:07.0,Shooting foul by M. Leonard (drawn by J. Harden),,78,92
357,3,0:07.0,J. Harden misses free throw 1 of 2,,78,92
358,3,0:07.0,Offensive rebound by Team,,78,92
359,3,0:07.0,J. Harden makes free throw 2 of 2,,79,92
360,3,0:05.0,,Turnover by E. Davis (lost ball; steal by M. Harrell),79,92
361,3,0:05.0,M. Harrell makes 2-pt dunk at rim,,81,92
362,3,0:05.0,Shooting foul by E. Davis (drawn by M. Harrell),,81,92
363,3,0:05.0,T. Ariza enters the game for J. Terry,,81,92
364,3,0:05.0,M. Harrell misses free throw 1 of 1,,81,92
365,3,0:05.0,,Defensive rebound by E. Davis,81,92
366,3,0:00.0,,C. McCollum misses 3-pt jump shot from 24 ft,81,92
367,3,0:00.0,,Offensive rebound by Team,81,92
368,4,11:40.0,J. Terry makes 3-pt jump shot from 22 ft (assist by J. Harden),,84,92
369,4,11:19.0,,A. Crabbe misses 2-pt jump shot from 14 ft,84,92
370,4,11:18.0,Defensive rebound by C. Capela,,84,92
371,4,11:10.0,J. Harden misses 2-pt jump shot from 4 ft,,84,92
372,4,11:10.0,,Defensive rebound by E. Davis,84,92
373,4,11:01.0,,Shooting foul by M. Thornton (drawn by G. Henderson),84,92
374,4,11:01.0,,G. Henderson misses free throw 1 of 2,84,92
375,4,11:01.0,,Offensive rebound by Team,84,92
376,4,11:01.0,,G. Henderson makes free throw 2 of 2,84,93
377,4,10:46.0,M. Thornton misses 3-pt jump shot from 24 ft,,84,93
378,4,10:45.0,,Defensive rebound by M. Leonard,84,93
379,4,10:36.0,,Turnover by G. Henderson (step out of bounds),84,93
380,4,10:28.0,Shooting foul by M. Leonard (drawn by M. Thornton),,84,93
381,4,10:28.0,M. Thornton makes free throw 1 of 2,,85,93
382,4,10:28.0,M. Thornton misses free throw 2 of 2,,85,93
383,4,10:27.0,,Defensive rebound by M. Leonard,85,93
384,4,10:08.0,,M. Leonard misses 2-pt jump shot from 15 ft,85,93
385,4,10:07.0,Defensive rebound by C. Capela,,85,93
386,4,9:56.0,M. Thornton misses 2-pt jump shot from 15 ft,,85,93
387,4,9:55.0,,Defensive rebound by C. McCollum,85,93
388,4,9:46.0,,C. McCollum misses 3-pt jump shot from 24 ft (block by M. Harrell),85,93
389,4,9:45.0,Defensive rebound by J. Harden,,85,93
390,4,9:34.0,C. Capela misses 2-pt layup from 1 ft (block by E. Davis),,85,93
391,4,9:34.0,Offensive rebound by Team,,85,93
