,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CLEVELAND_ACTION,NEW ORLEANS_SCORE,CLEVELAND_SCORE
390,4,2:04.0,,I. Shumpert misses 3-pt jump shot from 24 ft,84,96
391,4,2:04.0,Defensive rebound by J. Holiday,,84,96
392,4,1:56.0,Turnover by R. Anderson (bad pass; steal by L. James),,84,96
393,4,1:39.0,,L. James makes 2-pt layup from 1 ft,84,98
394,4,1:39.0,,Shooting foul by D. Cunningham (drawn by L. James),84,98
395,4,1:39.0,,L. James makes free throw 1 of 1,84,99
396,4,1:39.0,New Orleans full timeout,,84,99
397,4,1:26.0,A. Davis misses 2-pt jump shot from 3 ft (block by I. Shumpert),,84,99
398,4,1:26.0,,Defensive rebound by L. James,84,99
399,4,1:26.0,,Cleveland full timeout,84,99
400,4,1:26.0,,J. Cunningham enters the game for L. James,84,99
401,4,1:26.0,,R. Jefferson enters the game for J. Smith,84,99
402,4,1:26.0,,M. Williams enters the game for K. Irving,84,99
403,4,1:26.0,B. Dejean-Jones enters the game for J. Holiday,,84,99
404,4,1:26.0,A. Gee enters the game for D. Cunningham,,84,99
405,4,1:04.0,,Turnover by Team (shot clock),84,99
406,4,0:46.0,R. Anderson misses 2-pt jump shot from 14 ft,,84,99
407,4,0:44.0,,Defensive rebound by A. Varejão,84,99
408,4,0:34.0,,Turnover by M. Williams (offensive foul),84,99
409,4,0:34.0,,Offensive foul by M. Williams (drawn by B. Dejean-Jones),84,99
410,4,0:17.0,A. Davis misses 2-pt jump shot from 7 ft (block by I. Shumpert),,84,99
411,4,0:15.0,,Defensive rebound by I. Shumpert,84,99
