,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
382,4,3:26.0,B. Portis misses 2-pt jump shot from 18 ft,,93,112
383,4,3:24.0,,Defensive rebound by D. Jordan,93,112
384,4,3:16.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),93,114
385,4,3:00.0,D. McDermott misses 2-pt jump shot from 17 ft,,93,114
386,4,2:59.0,,Defensive rebound by D. Jordan,93,114
387,4,2:43.0,,C. Paul misses 3-pt jump shot from 25 ft,93,114
388,4,2:41.0,,Offensive rebound by L. Mbah a Moute,93,114
389,4,2:37.0,Official timeout,,93,114
390,4,2:37.0,,L. Stephenson enters the game for L. Mbah a Moute,93,114
391,4,2:37.0,,C. Wilcox enters the game for D. Jordan,93,114
392,4,2:37.0,,A. Rivers enters the game for J. Redick,93,114
393,4,2:37.0,,P. Prigioni enters the game for C. Paul,93,114
394,4,2:37.0,,J. Ayres enters the game for J. Crawford,93,114
395,4,2:24.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by J. Ayres),93,117
396,4,1:59.0,B. Portis misses 3-pt jump shot from 24 ft,,93,117
397,4,1:58.0,,Defensive rebound by P. Prigioni,93,117
398,4,1:45.0,,C. Wilcox misses 3-pt jump shot from 27 ft,93,117
399,4,1:44.0,Defensive rebound by C. Bairstow,,93,117
400,4,1:37.0,D. McDermott misses 2-pt jump shot from 19 ft,,93,117
401,4,1:36.0,,Defensive rebound by L. Stephenson,93,117
402,4,1:11.0,,C. Wilcox misses 2-pt layup from 2 ft,93,117
403,4,1:08.0,Defensive rebound by B. Portis,,93,117
404,4,1:05.0,D. McDermott misses 3-pt jump shot from 24 ft,,93,117
405,4,1:04.0,,Defensive rebound by L. Stephenson,93,117
406,4,0:51.0,,C. Wilcox misses 2-pt jump shot from 21 ft,93,117
407,4,0:50.0,Defensive rebound by C. Bairstow,,93,117
408,4,0:39.0,C. Bairstow misses 2-pt jump shot from 5 ft,,93,117
409,4,0:35.0,,Defensive rebound by J. Ayres,93,117
410,4,0:19.0,,A. Rivers makes 3-pt jump shot from 26 ft,93,120
411,4,0:11.0,T. Snell misses 3-pt jump shot from 26 ft,,93,120
412,4,0:11.0,Offensive rebound by Team,,93,120
413,4,0:07.0,T. Snell misses 2-pt jump shot from 4 ft (block by J. Ayres),,93,120
414,4,0:05.0,,Defensive rebound by P. Prigioni,93,120
