,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW ORLEANS_ACTION,GOLDEN STATE_SCORE,NEW ORLEANS_SCORE
0,1,11:39.0,,J. Holiday misses 2-pt jump shot from 16 ft,0,0
1,1,11:38.0,Defensive rebound by D. Green,,0,0
2,1,11:30.0,F. Ezeli misses 2-pt layup from 1 ft (block by A. Davis),,0,0
3,1,11:29.0,,Defensive rebound by Team,0,0
4,1,11:07.0,,K. Perkins makes 2-pt layup from 1 ft (assist by J. Holiday),0,2
5,1,10:52.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),,2,2
6,1,10:40.0,,E. Gordon misses 2-pt jump shot from 19 ft,2,2
7,1,10:39.0,,Offensive rebound by E. Gordon,2,2
8,1,10:34.0,,E. Gordon makes 3-pt jump shot from 25 ft,2,5
9,1,10:25.0,Shooting foul by K. Perkins (drawn by F. Ezeli),,2,5
10,1,10:25.0,F. Ezeli misses free throw 1 of 2,,2,5
11,1,10:25.0,Offensive rebound by Team,,2,5
12,1,10:25.0,F. Ezeli misses free throw 2 of 2,,2,5
13,1,10:24.0,,Defensive rebound by A. Davis,2,5
14,1,10:13.0,,Def 3 sec tech foul by F. Ezeli,2,5
15,1,10:13.0,,A. Davis makes technical free throw,2,6
16,1,9:57.0,,E. Gordon makes 2-pt jump shot from 5 ft (assist by K. Perkins),2,8
17,1,9:48.0,D. Green makes 2-pt jump shot from 8 ft (assist by S. Curry),,4,8
18,1,9:42.0,,J. Holiday misses 3-pt jump shot from 24 ft,4,8
19,1,9:40.0,Defensive rebound by Team,,4,8
20,1,9:34.0,D. Green misses 2-pt jump shot from 18 ft,,4,8
21,1,9:34.0,,Defensive rebound by Team,4,8
22,1,9:34.0,Loose ball foul by F. Ezeli (drawn by A. Davis),,4,8
23,1,9:34.0,,Ö. Aşık enters the game for K. Perkins,4,8
24,1,9:14.0,,J. Holiday misses 2-pt layup from 2 ft,4,8
25,1,9:13.0,Defensive rebound by S. Curry,,4,8
26,1,9:07.0,H. Barnes misses 2-pt layup from 3 ft (block by D. Cunningham),,4,8
27,1,9:06.0,,Defensive rebound by E. Gordon,4,8
28,1,9:02.0,,E. Gordon makes 2-pt dunk at rim (assist by A. Davis),4,10
29,1,8:40.0,D. Green makes 3-pt jump shot from 25 ft (assist by H. Barnes),,7,10
30,1,8:16.0,,A. Davis misses 3-pt jump shot from 23 ft,7,10
31,1,8:15.0,Defensive rebound by K. Thompson,,7,10
32,1,8:08.0,,Violation by Ö. Aşık (kicked ball),7,10
33,1,8:04.0,Shooting foul by E. Gordon (drawn by K. Thompson),,7,10
34,1,8:04.0,K. Thompson makes free throw 1 of 2,,8,10
35,1,8:04.0,K. Thompson makes free throw 2 of 2,,9,10
36,1,7:52.0,,A. Davis misses 2-pt jump shot from 15 ft,9,10
37,1,7:52.0,Defensive rebound by D. Green,,9,10
38,1,7:42.0,S. Curry makes 3-pt jump shot from 31 ft,,12,10
39,1,7:22.0,,D. Cunningham makes 3-pt jump shot from 25 ft (assist by J. Holiday),12,13
40,1,7:14.0,Turnover by S. Curry (bad pass; steal by E. Gordon),,12,13
41,1,7:08.0,,A. Davis misses 2-pt layup from 2 ft (block by K. Thompson),12,13
42,1,7:03.0,Defensive rebound by H. Barnes,,12,13
43,1,6:57.0,Shooting foul by E. Gordon (drawn by K. Thompson),,12,13
44,1,6:57.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,14,13
45,1,6:57.0,K. Thompson makes free throw 1 of 1,,15,13
46,1,6:49.0,,Personal foul by K. Thompson (drawn by E. Gordon),15,13
47,1,6:49.0,,I. Smith enters the game for E. Gordon,15,13
48,1,6:35.0,,I. Smith makes 2-pt jump shot from 9 ft,15,15
49,1,6:30.0,S. Curry misses 3-pt jump shot from 27 ft,,15,15
50,1,6:28.0,,Defensive rebound by J. Holiday,15,15
51,1,6:23.0,,J. Holiday makes 2-pt layup from 1 ft,15,17
52,1,6:10.0,S. Curry makes 2-pt jump shot from 18 ft (assist by D. Green),,17,17
53,1,5:55.0,,A. Davis misses 2-pt jump shot from 7 ft,17,17
54,1,5:54.0,,Offensive rebound by A. Davis,17,17
55,1,5:50.0,,Personal foul by K. Thompson (drawn by J. Holiday),17,17
56,1,5:50.0,,New Orleans full timeout,17,17
57,1,5:50.0,,T. Douglas enters the game for J. Holiday,17,17
58,1,5:50.0,A. Iguodala enters the game for H. Barnes,,17,17
59,1,5:50.0,S. Livingston enters the game for K. Thompson,,17,17
60,1,5:50.0,Violation by Team (delay of game),,17,17
61,1,5:33.0,,Turnover by T. Douglas (bad pass; steal by F. Ezeli),17,17
62,1,5:26.0,A. Iguodala makes 2-pt layup from 1 ft (assist by F. Ezeli),,19,17
63,1,5:16.0,,T. Douglas misses 2-pt jump shot from 13 ft,19,17
64,1,5:15.0,,Offensive rebound by Ö. Aşık,19,17
65,1,5:14.0,,A. Davis misses 2-pt layup at rim,19,17
66,1,5:14.0,,Offensive rebound by A. Davis,19,17
67,1,5:13.0,,A. Davis makes 2-pt dunk at rim,19,19
68,1,5:01.0,Shooting foul by T. Douglas (drawn by S. Curry),,19,19
69,1,5:01.0,S. Curry makes free throw 1 of 2,,20,19
70,1,5:01.0,S. Curry makes free throw 2 of 2,,21,19
71,1,4:49.0,,I. Smith misses 2-pt jump shot from 6 ft,21,19
72,1,4:48.0,Defensive rebound by F. Ezeli,,21,19
73,1,4:46.0,Shooting foul by D. Cunningham (drawn by D. Green),,21,19
74,1,4:46.0,D. Green misses free throw 1 of 2,,21,19
75,1,4:46.0,Offensive rebound by Team,,21,19
76,1,4:46.0,D. Green makes free throw 2 of 2,,22,19
77,1,4:25.0,,T. Douglas makes 2-pt jump shot from 8 ft,22,21
78,1,4:21.0,Personal foul by Ö. Aşık (drawn by F. Ezeli),,22,21
79,1,4:21.0,F. Ezeli misses free throw 1 of 2,,22,21
80,1,4:21.0,Offensive rebound by Team,,22,21
81,1,4:21.0,F. Ezeli misses free throw 2 of 2,,22,21
82,1,4:21.0,,Defensive rebound by Team,22,21
83,1,4:09.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by I. Smith),22,23
84,1,4:03.0,S. Curry makes 3-pt jump shot from 29 ft,,25,23
85,1,3:47.0,,I. Smith misses 2-pt layup from 2 ft,25,23
86,1,3:47.0,,Offensive rebound by T. Douglas,25,23
87,1,3:30.0,,A. Davis misses 2-pt jump shot from 15 ft,25,23
88,1,3:28.0,Defensive rebound by F. Ezeli,,25,23
89,1,3:19.0,Turnover by S. Curry (bad pass),,25,23
90,1,3:14.0,,New Orleans full timeout,25,23
91,1,3:14.0,M. Speights enters the game for F. Ezeli,,25,23
92,1,2:56.0,,T. Douglas misses 2-pt jump shot from 9 ft,25,23
93,1,2:54.0,Defensive rebound by S. Curry,,25,23
94,1,2:34.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by M. Speights),,28,23
95,1,2:32.0,Technical foul by Team,,28,23
96,1,2:32.0,,A. Davis misses technical free throw,28,23
97,1,2:32.0,,Offensive rebound by Team,28,23
98,1,2:32.0,,L. Babbitt enters the game for D. Cunningham,28,23
99,1,2:32.0,,R. Anderson enters the game for Ö. Aşık,28,23
100,1,2:24.0,,Personal foul by D. Green (drawn by A. Davis),28,23
101,1,2:16.0,,Turnover by I. Smith (bad pass; steal by D. Green),28,23
102,1,2:05.0,S. Curry misses 3-pt jump shot from 26 ft,,28,23
103,1,2:04.0,,Defensive rebound by L. Babbitt,28,23
104,1,1:45.0,,I. Smith misses 3-pt jump shot from 26 ft,28,23
105,1,1:39.0,,Offensive rebound by I. Smith,28,23
106,1,1:35.0,,T. Douglas makes 2-pt layup from 2 ft (assist by I. Smith),28,25
107,1,1:13.0,D. Green makes 2-pt layup from 2 ft,,30,25
108,1,1:03.0,,R. Anderson misses 2-pt layup from 1 ft,30,25
109,1,1:03.0,Defensive rebound by M. Speights,,30,25
110,1,0:54.0,S. Curry misses 2-pt jump shot from 10 ft,,30,25
111,1,0:53.0,,Defensive rebound by L. Babbitt,30,25
112,1,0:42.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by I. Smith),30,28
113,1,0:26.0,S. Livingston misses 2-pt jump shot from 13 ft,,30,28
114,1,0:25.0,Offensive rebound by A. Iguodala,,30,28
115,1,0:25.0,Personal foul by L. Babbitt (drawn by A. Iguodala),,30,28
116,1,0:25.0,A. Iguodala makes free throw 1 of 2,,31,28
117,1,0:25.0,H. Barnes enters the game for M. Speights,,31,28
118,1,0:25.0,A. Iguodala misses free throw 2 of 2,,31,28
119,1,0:24.0,,Defensive rebound by A. Davis,31,28
120,1,0:00.0,,I. Smith misses 2-pt jump shot from 21 ft,31,28
121,1,0:00.0,,Offensive rebound by Team,31,28
122,2,11:45.0,S. Livingston misses 2-pt jump shot from 14 ft,,31,28
123,2,11:44.0,,Defensive rebound by R. Anderson,31,28
124,2,11:31.0,,L. Babbitt makes 2-pt jump shot from 17 ft (assist by E. Gordon),31,30
125,2,11:11.0,L. Barbosa makes 2-pt layup from 2 ft (assist by H. Barnes),,33,30
126,2,10:46.0,,T. Douglas misses 2-pt jump shot from 9 ft,33,30
127,2,10:45.0,,Offensive rebound by A. Ajinça,33,30
128,2,10:44.0,,A. Ajinça misses 2-pt layup from 2 ft,33,30
129,2,10:43.0,Defensive rebound by H. Barnes,,33,30
130,2,10:33.0,Shooting foul by L. Babbitt (drawn by M. Speights),,33,30
131,2,10:33.0,M. Speights misses free throw 1 of 2,,33,30
132,2,10:33.0,Offensive rebound by Team,,33,30
133,2,10:33.0,M. Speights makes free throw 2 of 2,,34,30
134,2,10:19.0,,Turnover by T. Douglas (bad pass; steal by A. Iguodala),34,30
135,2,10:12.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),,36,30
136,2,10:00.0,,A. Ajinça makes 2-pt dunk at rim (assist by T. Douglas),36,32
137,2,10:00.0,,Shooting foul by A. Iguodala (drawn by A. Ajinça),36,32
138,2,10:00.0,,A. Ajinça makes free throw 1 of 1,36,33
139,2,9:46.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by S. Livingston),,38,33
140,2,9:34.0,,Personal foul by L. Barbosa (drawn by L. Babbitt),38,33
141,2,9:26.0,,T. Douglas misses 2-pt jump shot from 6 ft (block by M. Speights),38,33
142,2,9:23.0,,Offensive rebound by A. Ajinça,38,33
143,2,9:22.0,,A. Ajinça misses 2-pt layup at rim,38,33
144,2,9:21.0,Defensive rebound by H. Barnes,,38,33
145,2,9:14.0,Turnover by H. Barnes (bad pass; steal by T. Douglas),,38,33
146,2,9:03.0,,R. Anderson misses 2-pt dunk at rim,38,33
147,2,9:01.0,Defensive rebound by A. Iguodala,,38,33
148,2,8:56.0,L. Barbosa makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,41,33
149,2,8:50.0,,New Orleans full timeout,41,33
150,2,8:50.0,,Violation by Team (delay of game),41,33
151,2,8:34.0,,E. Gordon misses 2-pt layup from 1 ft,41,33
152,2,8:31.0,,Offensive rebound by A. Ajinça,41,33
153,2,8:31.0,,A. Ajinça makes 2-pt dunk at rim,41,35
154,2,8:21.0,L. Barbosa misses 2-pt jump shot from 15 ft,,41,35
155,2,8:20.0,,Defensive rebound by E. Gordon,41,35
156,2,8:12.0,,E. Gordon misses 2-pt jump shot from 11 ft,41,35
157,2,8:11.0,,Offensive rebound by A. Ajinça,41,35
158,2,8:11.0,,A. Ajinça makes 2-pt layup from 1 ft,41,37
159,2,7:53.0,Turnover by M. Speights (lost ball; steal by A. Ajinça),,41,37
160,2,7:37.0,,R. Anderson makes 2-pt jump shot from 14 ft (assist by T. Douglas),41,39
161,2,7:30.0,Golden State full timeout,,41,39
162,2,7:30.0,K. Thompson enters the game for A. Iguodala,,41,39
163,2,7:30.0,F. Ezeli enters the game for S. Livingston,,41,39
164,2,7:30.0,S. Curry enters the game for M. Speights,,41,39
165,2,7:21.0,H. Barnes misses 3-pt jump shot from 26 ft,,41,39
166,2,7:20.0,,Defensive rebound by R. Anderson,41,39
167,2,7:05.0,,Shooting foul by F. Ezeli (drawn by E. Gordon),41,39
168,2,7:05.0,,E. Gordon makes free throw 1 of 2,41,40
169,2,7:05.0,,E. Gordon makes free throw 2 of 2,41,41
170,2,6:51.0,S. Curry makes 2-pt jump shot from 9 ft,,43,41
171,2,6:38.0,,T. Douglas makes 3-pt jump shot from 25 ft (assist by A. Ajinça),43,44
172,2,6:26.0,F. Ezeli misses 2-pt jump shot from 9 ft,,43,44
173,2,6:26.0,,Defensive rebound by A. Ajinça,43,44
174,2,6:17.0,,E. Gordon misses 2-pt layup from 2 ft (block by F. Ezeli),43,44
175,2,6:16.0,Defensive rebound by K. Thompson,,43,44
176,2,6:11.0,K. Thompson makes 2-pt layup from 1 ft,,45,44
177,2,5:51.0,,R. Anderson makes 2-pt layup from 1 ft (assist by T. Douglas),45,46
178,2,5:51.0,,Shooting foul by F. Ezeli (drawn by R. Anderson),45,46
179,2,5:51.0,,A. Davis enters the game for A. Ajinça,45,46
180,2,5:51.0,D. Green enters the game for L. Barbosa,,45,46
181,2,5:51.0,,J. Holiday enters the game for T. Douglas,45,46
182,2,5:51.0,,R. Anderson makes free throw 1 of 1,45,47
183,2,5:39.0,Shooting foul by A. Davis (drawn by F. Ezeli),,45,47
184,2,5:39.0,F. Ezeli misses free throw 1 of 2,,45,47
185,2,5:39.0,Offensive rebound by Team,,45,47
186,2,5:39.0,F. Ezeli makes free throw 2 of 2,,46,47
187,2,5:32.0,,J. Holiday makes 2-pt jump shot from 5 ft,46,49
188,2,5:32.0,,Shooting foul by S. Curry (drawn by J. Holiday),46,49
189,2,5:32.0,J. McAdoo enters the game for F. Ezeli,,46,49
190,2,5:32.0,,J. Holiday makes free throw 1 of 1,46,50
191,2,5:14.0,Shooting foul by E. Gordon (drawn by K. Thompson),,46,50
192,2,5:14.0,K. Thompson makes free throw 1 of 2,,47,50
193,2,5:14.0,,T. Douglas enters the game for E. Gordon,47,50
194,2,5:14.0,K. Thompson makes free throw 2 of 2,,48,50
195,2,4:57.0,,R. Anderson misses 2-pt jump shot from 10 ft,48,50
196,2,4:57.0,Defensive rebound by S. Curry,,48,50
