,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
72,1,2:39.0,,T. Thompson makes 2-pt dunk at rim (assist by R. Jefferson),24,22
73,1,2:33.0,O. Porter misses 2-pt jump shot from 14 ft,,24,22
74,1,2:29.0,,Defensive rebound by T. Thompson,24,22
75,1,2:19.0,,R. Jefferson misses 3-pt jump shot from 24 ft,24,22
76,1,2:19.0,Defensive rebound by M. Gortat,,24,22
77,1,2:09.0,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),,26,22
78,1,1:56.0,,M. Dellavedova misses 2-pt jump shot from 4 ft (block by M. Gortat),26,22
79,1,1:56.0,,Offensive rebound by Team,26,22
80,1,1:56.0,,L. James enters the game for K. Love,26,22
81,1,1:56.0,,M. Williams enters the game for J. Smith,26,22
82,1,1:56.0,K. Humphries enters the game for O. Porter,,26,22
83,1,1:56.0,G. Temple enters the game for J. Dudley,,26,22
84,1,1:45.0,Violation by K. Humphries (kicked ball),,26,22
85,1,1:37.0,,M. Dellavedova misses 2-pt jump shot from 8 ft,26,22
86,1,1:36.0,Defensive rebound by K. Humphries,,26,22
87,1,1:32.0,R. Sessions misses 2-pt jump shot from 3 ft (block by M. Dellavedova),,26,22
88,1,1:32.0,,Defensive rebound by Team,26,22
89,1,1:13.0,,M. Williams misses 3-pt jump shot from 25 ft,26,22
90,1,1:12.0,Offensive rebound by Team,,26,22
91,1,1:10.0,Clear path foul by M. Dellavedova,,26,22
92,1,1:10.0,B. Beal misses clear path free throw 1 of 2,,26,22
93,1,1:10.0,Offensive rebound by Team,,26,22
94,1,1:10.0,B. Beal makes clear path free throw 2 of 2,,27,22
95,1,1:02.0,B. Beal misses 3-pt jump shot from 24 ft,,27,22
96,1,1:01.0,,Defensive rebound by L. James,27,22
97,1,0:52.0,,L. James misses 2-pt jump shot from 13 ft (block by M. Gortat),27,22
98,1,0:51.0,Defensive rebound by K. Humphries,,27,22
99,1,0:40.0,K. Humphries misses 2-pt layup from 1 ft,,27,22
100,1,0:38.0,,Defensive rebound by M. Dellavedova,27,22
101,1,0:37.0,,R. Jefferson makes 2-pt dunk at rim (assist by L. James),27,24
102,1,0:32.0,G. Temple misses 2-pt jump shot from 12 ft,,27,24
103,1,0:32.0,,Defensive rebound by Team,27,24
104,1,0:32.0,Loose ball foul by K. Humphries (drawn by L. James),,27,24
105,1,0:32.0,J. Wall enters the game for B. Beal,,27,24
106,1,0:19.0,,M. Dellavedova misses 2-pt jump shot from 10 ft (block by M. Gortat),27,24
107,1,0:17.0,Defensive rebound by J. Wall,,27,24
108,1,0:02.0,Turnover by J. Wall (bad pass; steal by R. Jefferson),,27,24
109,1,0:00.0,,R. Jefferson misses 3-pt jump shot from 40 ft,27,24
110,1,0:00.0,,Offensive rebound by Team,27,24
111,2,11:37.0,,Turnover by L. James (offensive goaltending),27,24
112,2,11:20.0,J. Wall makes 2-pt layup from 1 ft,,29,24
113,2,11:05.0,,L. James makes 2-pt layup at rim (assist by M. Williams),29,26
114,2,10:57.0,G. Temple makes 3-pt jump shot from 23 ft (assist by O. Porter),,32,26
115,2,10:36.0,,L. James misses 2-pt hook shot from 5 ft,32,26
116,2,10:34.0,Defensive rebound by O. Porter,,32,26
117,2,10:26.0,Shooting foul by M. Dellavedova (drawn by R. Sessions),,32,26
118,2,10:26.0,R. Sessions makes free throw 1 of 2,,33,26
119,2,10:26.0,,J. Smith enters the game for M. Dellavedova,33,26
120,2,10:26.0,R. Sessions makes free throw 2 of 2,,34,26
121,2,10:07.0,,T. Thompson makes 2-pt jump shot from 7 ft (assist by R. Jefferson),34,28
122,2,10:03.0,Offensive foul by O. Porter (drawn by R. Jefferson),,34,28
123,2,10:03.0,Turnover by O. Porter (offensive foul),,34,28
124,2,10:03.0,,J. Jones enters the game for R. Jefferson,34,28
125,2,10:03.0,,K. Love enters the game for T. Thompson,34,28
126,2,9:43.0,,L. James makes 2-pt layup from 1 ft (assist by M. Williams),34,30
127,2,9:27.0,K. Humphries misses 2-pt jump shot from 18 ft,,34,30
128,2,9:26.0,,Defensive rebound by J. Smith,34,30
129,2,9:22.0,,Shooting foul by G. Temple (drawn by K. Love),34,30
130,2,9:22.0,,K. Love makes free throw 1 of 2,34,31
131,2,9:22.0,,K. Love makes free throw 2 of 2,34,32
132,2,9:03.0,J. Wall makes 3-pt jump shot from 24 ft (assist by O. Porter),,37,32
133,2,8:51.0,,J. Jones misses 3-pt jump shot from 23 ft,37,32
134,2,8:50.0,,Offensive rebound by L. James,37,32
135,2,8:48.0,,L. James makes 2-pt layup at rim,37,34
136,2,8:37.0,J. Wall misses 3-pt jump shot from 24 ft,,37,34
137,2,8:36.0,,Defensive rebound by L. James,37,34
138,2,8:30.0,,L. James makes 2-pt layup at rim,37,36
139,2,8:15.0,O. Porter makes 2-pt jump shot from 21 ft (assist by R. Sessions),,39,36
140,2,7:58.0,,Personal foul by K. Humphries (drawn by L. James),39,36
141,2,7:58.0,Official timeout,,39,36
142,2,7:58.0,J. Dudley enters the game for R. Sessions,,39,36
143,2,7:58.0,B. Beal enters the game for K. Humphries,,39,36
144,2,7:58.0,,R. Jefferson enters the game for L. James,39,36
145,2,7:49.0,,K. Love misses 3-pt jump shot from 24 ft,39,36
146,2,7:48.0,Defensive rebound by J. Dudley,,39,36
147,2,7:38.0,B. Beal misses 3-pt jump shot from 24 ft,,39,36
148,2,7:37.0,,Defensive rebound by M. Williams,39,36
149,2,7:20.0,,J. Smith misses 2-pt jump shot from 13 ft,39,36
150,2,7:18.0,Defensive rebound by B. Beal,,39,36
151,2,7:14.0,J. Wall makes 2-pt layup from 1 ft (assist by B. Beal),,41,36
152,2,6:47.0,,M. Williams misses 2-pt jump shot from 14 ft,41,36
153,2,6:47.0,Defensive rebound by Team,,41,36
154,2,6:30.0,J. Wall misses 2-pt jump shot from 18 ft,,41,36
155,2,6:29.0,Offensive rebound by B. Beal,,41,36
156,2,6:29.0,B. Beal misses 2-pt layup from 2 ft,,41,36
157,2,6:27.0,Offensive rebound by G. Temple,,41,36
158,2,6:14.0,J. Dudley makes 3-pt jump shot from 23 ft (assist by B. Beal),,44,36
159,2,6:14.0,,Cleveland full timeout,44,36
160,2,6:14.0,,T. Thompson enters the game for J. Jones,44,36
161,2,6:13.0,,Personal foul by J. Dudley (drawn by M. Williams),44,36
162,2,5:56.0,,J. Smith misses 2-pt jump shot from 7 ft,44,36
163,2,5:56.0,,Offensive rebound by T. Thompson,44,36
164,2,5:54.0,,Turnover by T. Thompson (lost ball; steal by B. Beal),44,36
165,2,5:40.0,G. Temple makes 2-pt hook shot from 5 ft (assist by B. Beal),,46,36
166,2,5:24.0,,Turnover by M. Williams (offensive foul),46,36
167,2,5:24.0,Offensive charge foul by M. Williams (drawn by J. Dudley),,46,36
168,2,5:24.0,,L. James enters the game for R. Jefferson,46,36
169,2,5:11.0,B. Beal misses 2-pt jump shot from 14 ft,,46,36
170,2,5:10.0,,Defensive rebound by K. Love,46,36
171,2,5:02.0,,Turnover by Team (turnover),46,36
172,2,5:02.0,M. Gortat enters the game for J. Dudley,,46,36
173,2,4:55.0,Turnover by M. Gortat (bad pass; steal by L. James),,46,36
174,2,4:53.0,,Shooting foul by O. Porter (drawn by L. James),46,36
175,2,4:53.0,,L. James makes free throw 1 of 2,46,37
176,2,4:53.0,,L. James makes free throw 2 of 2,46,38
177,2,4:47.0,Personal foul by J. Smith (drawn by B. Beal),,46,38
178,2,4:47.0,,M. Dellavedova enters the game for J. Smith,46,38
179,2,4:39.0,G. Temple misses 3-pt jump shot from 23 ft,,46,38
180,2,4:39.0,,Defensive rebound by L. James,46,38
181,2,4:30.0,,K. Love misses 3-pt jump shot from 25 ft,46,38
182,2,4:29.0,Defensive rebound by G. Temple,,46,38
183,2,4:15.0,J. Wall makes 2-pt layup at rim,,48,38
184,2,3:55.0,,T. Thompson misses 2-pt jump shot from 7 ft,48,38
185,2,3:55.0,Defensive rebound by M. Gortat,,48,38
186,2,3:48.0,B. Beal misses 2-pt dunk at rim,,48,38
187,2,3:45.0,,Defensive rebound by T. Thompson,48,38
188,2,3:37.0,,K. Love misses 3-pt jump shot from 24 ft,48,38
189,2,3:36.0,Defensive rebound by O. Porter,,48,38
190,2,3:25.0,Personal foul by M. Dellavedova (drawn by J. Wall),,48,38
191,2,3:25.0,,J. Smith enters the game for M. Dellavedova,48,38
192,2,3:15.0,G. Temple makes 2-pt jump shot from 23 ft (assist by J. Wall),,50,38
193,2,2:54.0,,J. Smith misses 3-pt jump shot from 22 ft,50,38
194,2,2:54.0,,Offensive rebound by T. Thompson,50,38
195,2,2:36.0,,T. Thompson misses 2-pt jump shot from 8 ft,50,38
196,2,2:34.0,Defensive rebound by G. Temple,,50,38
197,2,2:28.0,J. Wall makes 2-pt layup from 1 ft,,52,38
198,2,2:23.0,,Cleveland full timeout,52,38
199,2,2:23.0,Washington full timeout,,52,38
200,2,2:23.0,,Cleveland full timeout,52,38
201,2,2:06.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by J. Smith),52,41
202,2,1:40.0,G. Temple misses 3-pt jump shot from 24 ft,,52,41
203,2,1:40.0,,Defensive rebound by L. James,52,41
204,2,1:16.0,,J. Smith misses 3-pt jump shot from 24 ft,52,41
205,2,1:15.0,,Offensive rebound by L. James,52,41
206,2,1:12.0,,J. Smith misses 3-pt jump shot from 23 ft,52,41
207,2,1:11.0,Defensive rebound by M. Gortat,,52,41
208,2,1:02.0,J. Wall makes 2-pt jump shot from 18 ft,,54,41
209,2,0:39.0,,Personal foul by J. Wall (drawn by J. Smith),54,41
210,2,0:39.0,,J. Smith makes free throw 1 of 2,54,42
211,2,0:39.0,K. Oubre enters the game for O. Porter,,54,42
212,2,0:39.0,,J. Smith makes free throw 2 of 2,54,43
213,2,0:16.0,J. Wall misses 2-pt jump shot from 15 ft,,54,43
214,2,0:15.0,,Defensive rebound by L. James,54,43
215,2,0:02.0,,L. James misses 2-pt layup at rim,54,43
216,2,0:02.0,Defensive rebound by B. Beal,,54,43
217,2,0:00.0,B. Beal misses 3-pt jump shot from 34 ft,,54,43
218,2,0:00.0,Offensive rebound by Team,,54,43
219,3,11:37.0,,Turnover by L. James (bad pass; steal by M. Gortat),54,43
220,3,11:19.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,56,43
221,3,11:02.0,,Turnover by T. Mozgov (traveling),56,43
222,3,10:54.0,,Violation by M. Williams (kicked ball),56,43
223,3,10:47.0,J. Wall makes 2-pt jump shot from 16 ft,,58,43
224,3,10:33.0,,Offensive foul by T. Mozgov (drawn by O. Porter),58,43
225,3,10:33.0,,Turnover by T. Mozgov (offensive foul),58,43
226,3,10:24.0,Shooting foul by J. Smith (drawn by B. Beal),,58,43
227,3,10:24.0,B. Beal makes free throw 1 of 2,,59,43
228,3,10:24.0,B. Beal makes free throw 2 of 2,,60,43
229,3,10:08.0,,J. Smith misses 2-pt jump shot from 6 ft,60,43
230,3,10:06.0,Defensive rebound by M. Gortat,,60,43
231,3,10:01.0,O. Porter misses 3-pt jump shot from 23 ft,,60,43
232,3,9:59.0,,Defensive rebound by K. Love,60,43
233,3,9:52.0,,Personal foul by M. Gortat (drawn by T. Mozgov),60,43
234,3,9:45.0,,M. Williams misses 2-pt jump shot from 11 ft,60,43
235,3,9:43.0,Defensive rebound by O. Porter,,60,43
236,3,9:37.0,B. Beal misses 3-pt jump shot from 27 ft,,60,43
237,3,9:36.0,,Defensive rebound by L. James,60,43
238,3,9:30.0,,L. James misses 3-pt jump shot from 24 ft,60,43
239,3,9:29.0,Defensive rebound by M. Gortat,,60,43
240,3,9:20.0,M. Gortat makes 2-pt jump shot from 5 ft (assist by J. Wall),,62,43
241,3,9:20.0,,Cleveland full timeout,62,43
242,3,9:20.0,,A. Varejão enters the game for T. Mozgov,62,43
243,3,9:20.0,,M. Dellavedova enters the game for M. Williams,62,43
244,3,9:06.0,,A. Varejão makes 2-pt jump shot from 15 ft,62,45
245,3,8:44.0,J. Dudley misses 3-pt jump shot from 25 ft,,62,45
246,3,8:44.0,,Defensive rebound by L. James,62,45
247,3,8:40.0,,Turnover by L. James (bad pass),62,45
248,3,8:29.0,O. Porter misses 2-pt jump shot from 17 ft,,62,45
249,3,8:29.0,,Defensive rebound by K. Love,62,45
250,3,8:07.0,,K. Love misses 2-pt jump shot from 3 ft,62,45
251,3,8:06.0,Defensive rebound by J. Dudley,,62,45
252,3,7:59.0,J. Wall makes 2-pt layup from 1 ft,,64,45
253,3,7:40.0,,L. James misses 2-pt jump shot from 20 ft,64,45
254,3,7:39.0,Defensive rebound by B. Beal,,64,45
255,3,7:30.0,Turnover by J. Wall (bad pass; steal by K. Love),,64,45
256,3,7:22.0,,J. Smith misses 3-pt jump shot from 23 ft,64,45
257,3,7:21.0,,Offensive rebound by L. James,64,45
258,3,7:21.0,,Shooting foul by O. Porter (drawn by L. James),64,45
259,3,7:21.0,,L. James makes free throw 1 of 2,64,46
260,3,7:21.0,,L. James makes free throw 2 of 2,64,47
261,3,7:01.0,B. Beal misses 2-pt jump shot from 9 ft,,64,47
262,3,6:58.0,,Offensive rebound by Team,64,47
263,3,6:46.0,,Personal foul by J. Wall (drawn by J. Smith),64,47
264,3,6:46.0,,R. Jefferson enters the game for J. Smith,64,47
265,3,6:33.0,,A. Varejão misses 2-pt jump shot from 8 ft,64,47
266,3,6:32.0,Defensive rebound by M. Gortat,,64,47
267,3,6:18.0,J. Dudley makes 3-pt jump shot from 22 ft (assist by J. Wall),,67,47
268,3,5:59.0,,K. Love misses 2-pt layup from 1 ft,67,47
269,3,5:56.0,,Offensive rebound by K. Love,67,47
270,3,5:54.0,,K. Love misses 2-pt layup from 1 ft,67,47
271,3,5:54.0,Defensive rebound by M. Gortat,,67,47
272,3,5:46.0,J. Dudley makes 2-pt layup from 1 ft,,69,47
273,3,5:30.0,,T. Thompson enters the game for K. Love,69,47
274,3,5:22.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by A. Varejão),69,50
275,3,4:59.0,B. Beal misses 3-pt jump shot from 24 ft,,69,50
276,3,4:58.0,,Defensive rebound by A. Varejão,69,50
277,3,4:44.0,,R. Jefferson misses 2-pt jump shot from 6 ft,69,50
278,3,4:42.0,Defensive rebound by M. Gortat,,69,50
279,3,4:29.0,J. Wall misses 3-pt jump shot from 25 ft,,69,50
280,3,4:29.0,,Defensive rebound by Team,69,50
281,3,4:29.0,Loose ball foul by M. Gortat (drawn by A. Varejão),,69,50
282,3,4:15.0,,L. James makes 2-pt layup at rim,69,52
283,3,4:08.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,72,52
284,3,3:51.0,,L. James misses 3-pt jump shot from 25 ft,72,52
285,3,3:51.0,Defensive rebound by J. Wall,,72,52
286,3,3:41.0,J. Dudley misses 3-pt jump shot from 25 ft,,72,52
287,3,3:41.0,,Defensive rebound by T. Thompson,72,52
288,3,3:37.0,R. Sessions enters the game for J. Wall,,72,52
289,3,3:37.0,,J. Smith enters the game for L. James,72,52
290,3,3:37.0,G. Temple enters the game for O. Porter,,72,52
291,3,3:32.0,,M. Dellavedova makes 2-pt jump shot from 10 ft (assist by R. Jefferson),72,54
292,3,3:12.0,Turnover by M. Gortat (traveling),,72,54
293,3,3:06.0,,Personal foul by R. Sessions (drawn by M. Dellavedova),72,54
294,3,3:06.0,,M. Dellavedova makes free throw 1 of 2,72,55
295,3,3:06.0,,M. Dellavedova makes free throw 2 of 2,72,56
296,3,3:02.0,Washington full timeout,,72,56
297,3,2:49.0,R. Sessions makes 2-pt jump shot from 5 ft,,74,56
298,3,2:28.0,,M. Dellavedova makes 3-pt jump shot from 24 ft,74,59
299,3,2:13.0,M. Gortat misses 2-pt jump shot from 14 ft,,74,59
300,3,2:12.0,,Defensive rebound by R. Jefferson,74,59
301,3,1:58.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),74,62
302,3,1:48.0,Personal block foul by A. Varejão (drawn by G. Temple),,74,62
303,3,1:48.0,,Technical foul by Team,74,62
304,3,1:48.0,B. Beal makes technical free throw,,75,62
305,3,1:48.0,K. Humphries enters the game for J. Dudley,,75,62
306,3,1:39.0,Personal foul by R. Jefferson (drawn by M. Gortat),,75,62
307,3,1:39.0,M. Gortat makes free throw 1 of 2,,76,62
308,3,1:39.0,M. Gortat misses free throw 2 of 2,,76,62
309,3,1:38.0,,Defensive rebound by A. Varejão,76,62
310,3,1:26.0,,Shooting foul by B. Beal (drawn by J. Smith),76,62
311,3,1:26.0,,J. Smith makes free throw 1 of 3,76,63
312,3,1:26.0,,J. Smith misses free throw 2 of 3,76,63
313,3,1:26.0,,Offensive rebound by Team,76,63
314,3,1:26.0,,J. Smith makes free throw 3 of 3,76,64
315,3,1:12.0,B. Beal makes 2-pt jump shot from 10 ft,,78,64
316,3,1:00.0,,M. Dellavedova makes 3-pt jump shot from 24 ft,78,67
317,3,0:43.0,B. Beal makes 2-pt jump shot from 13 ft,,80,67
318,3,0:33.0,,J. Smith misses 3-pt jump shot from 25 ft,80,67
319,3,0:32.0,,Offensive rebound by Team,80,67
320,3,0:32.0,Loose ball foul by M. Gortat (drawn by T. Thompson),,80,67
321,3,0:32.0,,T. Thompson misses free throw 1 of 2,80,67
322,3,0:32.0,,Offensive rebound by Team,80,67
323,3,0:32.0,,J. Cunningham enters the game for M. Dellavedova,80,67
324,3,0:32.0,J. Wall enters the game for K. Humphries,,80,67
325,3,0:32.0,,T. Thompson misses free throw 2 of 2,80,67
326,3,0:32.0,Defensive rebound by R. Sessions,,80,67
327,3,0:21.0,Turnover by J. Wall (bad pass; steal by J. Smith),,80,67
328,3,0:00.0,,J. Smith misses 3-pt jump shot from 25 ft,80,67
329,3,0:00.0,,Offensive rebound by Team,80,67
330,4,11:43.0,B. Beal makes 2-pt layup at rim,,82,67
331,4,11:33.0,,Shooting foul by O. Porter (drawn by K. Love),82,67
332,4,11:33.0,,K. Love makes free throw 1 of 2,82,68
333,4,11:33.0,,K. Love makes free throw 2 of 2,82,69
334,4,11:14.0,K. Humphries misses 3-pt jump shot from 25 ft,,82,69
335,4,11:13.0,,Defensive rebound by T. Thompson,82,69
336,4,11:11.0,,Turnover by L. James (bad pass; steal by J. Wall),82,69
337,4,11:03.0,J. Wall misses 2-pt jump shot from 5 ft (block by L. James),,82,69
338,4,11:02.0,Offensive rebound by Team,,82,69
339,4,10:47.0,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),,85,69
340,4,10:28.0,,L. James misses 2-pt jump shot from 7 ft,85,69
341,4,10:28.0,,Offensive rebound by L. James,85,69
342,4,10:24.0,,L. James makes 2-pt layup at rim,85,71
343,4,10:16.0,G. Temple misses 3-pt jump shot from 24 ft,,85,71
344,4,10:15.0,,Defensive rebound by K. Love,85,71
345,4,10:09.0,,Turnover by L. James (offensive foul),85,71
346,4,10:09.0,Offensive charge foul by L. James (drawn by J. Wall),,85,71
347,4,10:09.0,M. Gortat enters the game for K. Humphries,,85,71
348,4,10:09.0,R. Sessions enters the game for B. Beal,,85,71
349,4,10:01.0,Offensive foul by M. Gortat (drawn by M. Dellavedova),,85,71
350,4,10:01.0,Turnover by M. Gortat (offensive foul),,85,71
351,4,10:01.0,,J. Jones enters the game for T. Thompson,85,71
352,4,9:46.0,,Turnover by L. James (lost ball),85,71
353,4,9:30.0,J. Wall makes 2-pt jump shot from 15 ft,,87,71
354,4,9:15.0,,Shooting foul by M. Gortat (drawn by L. James),87,71
355,4,9:15.0,,L. James makes free throw 1 of 2,87,72
356,4,9:15.0,J. Dudley enters the game for M. Gortat,,87,72
357,4,9:15.0,,L. James makes free throw 2 of 2,87,73
358,4,8:57.0,Personal foul by L. James (drawn by G. Temple),,87,73
359,4,8:57.0,Official timeout,,87,73
360,4,8:49.0,Turnover by J. Wall (bad pass; steal by M. Dellavedova),,87,73
361,4,8:41.0,,Turnover by L. James (lost ball),87,73
362,4,8:39.0,,Loose ball foul by L. James (drawn by G. Temple),87,73
363,4,8:26.0,R. Sessions misses 3-pt jump shot from 23 ft,,87,73
364,4,8:25.0,,Defensive rebound by K. Love,87,73
365,4,8:13.0,,Personal foul by G. Temple (drawn by K. Love),87,73
366,4,8:13.0,B. Beal enters the game for R. Sessions,,87,73
367,4,8:13.0,,J. Smith enters the game for M. Williams,87,73
368,4,8:03.0,,Turnover by J. Jones (bad pass),87,73
369,4,7:52.0,J. Dudley makes 2-pt jump shot from 12 ft (assist by J. Wall),,89,73
370,4,7:37.0,,J. Smith misses 3-pt jump shot from 23 ft,89,73
371,4,7:37.0,,Offensive rebound by Team,89,73
372,4,7:34.0,,Personal foul by G. Temple (drawn by L. James),89,73
373,4,7:25.0,,K. Love misses 2-pt jump shot from 5 ft,89,73
374,4,7:24.0,Defensive rebound by J. Wall,,89,73
375,4,7:12.0,J. Wall makes 3-pt jump shot from 25 ft (assist by J. Dudley),,92,73
376,4,6:58.0,,L. James misses 3-pt jump shot from 25 ft,92,73
377,4,6:57.0,Defensive rebound by B. Beal,,92,73
378,4,6:42.0,O. Porter misses 2-pt layup from 2 ft,,92,73
379,4,6:41.0,,Defensive rebound by K. Love,92,73
380,4,6:30.0,,K. Love misses 2-pt jump shot from 16 ft,92,73
381,4,6:29.0,Defensive rebound by G. Temple,,92,73
382,4,6:20.0,B. Beal misses 3-pt jump shot from 24 ft,,92,73
383,4,6:20.0,,Defensive rebound by M. Dellavedova,92,73
384,4,6:04.0,,Shooting foul by G. Temple (drawn by L. James),92,73
385,4,6:04.0,,L. James makes free throw 1 of 2,92,74
386,4,6:04.0,,L. James makes free throw 2 of 2,92,75
387,4,5:53.0,G. Temple misses 3-pt jump shot from 24 ft,,92,75
388,4,5:53.0,Offensive rebound by Team,,92,75
389,4,5:53.0,,Loose ball foul by J. Jones (drawn by O. Porter),92,75
390,4,5:53.0,,Cleveland full timeout,92,75
391,4,5:53.0,,T. Thompson enters the game for K. Love,92,75
392,4,5:41.0,J. Wall misses 2-pt jump shot from 18 ft,,92,75
393,4,5:40.0,,Defensive rebound by T. Thompson,92,75
394,4,5:24.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),92,78
395,4,5:08.0,Shooting foul by T. Thompson (drawn by B. Beal),,92,78
396,4,5:08.0,B. Beal makes free throw 1 of 2,,93,78
397,4,5:08.0,B. Beal misses free throw 2 of 2,,93,78
