,QUARTER,TIME_REMAINING,ATLANTA_ACTION,NEW ORLEANS_ACTION,ATLANTA_SCORE,NEW ORLEANS_SCORE
51,1,5:16.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by E. Gordon),9,12
52,1,5:01.0,T. Splitter misses 2-pt layup from 1 ft,,9,12
53,1,5:00.0,,Defensive rebound by A. Ajinça,9,12
54,1,4:52.0,,D. Cunningham makes 2-pt jump shot from 20 ft (assist by I. Smith),9,14
55,1,4:37.0,T. Splitter makes 2-pt layup from 2 ft (assist by K. Korver),,11,14
56,1,4:24.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by A. Davis),11,17
57,1,4:15.0,Shooting foul by D. Cunningham (drawn by P. Millsap),,11,17
58,1,4:15.0,P. Millsap makes free throw 1 of 2,,12,17
59,1,4:15.0,,L. Babbitt enters the game for D. Cunningham,12,17
60,1,4:15.0,D. Schröder enters the game for K. Korver,,12,17
61,1,4:15.0,L. Patterson enters the game for J. Teague,,12,17
62,1,4:15.0,P. Millsap makes free throw 2 of 2,,13,17
63,1,3:58.0,,Personal foul by L. Patterson (drawn by I. Smith),13,17
64,1,3:50.0,,A. Davis makes 2-pt layup from 1 ft,13,19
65,1,3:33.0,Shooting foul by A. Davis (drawn by T. Splitter),,13,19
66,1,3:33.0,T. Splitter makes free throw 1 of 2,,14,19
67,1,3:33.0,,R. Anderson enters the game for A. Davis,14,19
68,1,3:33.0,T. Splitter makes free throw 2 of 2,,15,19
69,1,3:11.0,,I. Smith misses 3-pt jump shot from 23 ft,15,19
70,1,3:10.0,Defensive rebound by K. Bazemore,,15,19
71,1,3:05.0,Shooting foul by A. Ajinça (drawn by K. Bazemore),,15,19
72,1,3:05.0,K. Bazemore makes free throw 1 of 2,,16,19
73,1,3:05.0,K. Bazemore makes free throw 2 of 2,,17,19
74,1,2:50.0,,Personal block foul by P. Millsap (drawn by E. Gordon),17,19
75,1,2:50.0,,New Orleans full timeout,17,19
76,1,2:37.0,,Shooting foul by T. Splitter (drawn by L. Babbitt),17,19
77,1,2:37.0,,L. Babbitt makes free throw 1 of 2,17,20
78,1,2:37.0,,L. Babbitt makes free throw 2 of 2,17,21
79,1,2:18.0,P. Millsap makes 2-pt layup from 2 ft (assist by L. Patterson),,19,21
80,1,2:07.0,,A. Ajinça makes 2-pt jump shot from 16 ft (assist by I. Smith),19,23
81,1,1:53.0,D. Schröder makes 2-pt jump shot from 15 ft,,21,23
82,1,1:35.0,,L. Babbitt makes 3-pt jump shot from 22 ft (assist by R. Anderson),21,26
83,1,1:14.0,P. Millsap misses 3-pt jump shot from 24 ft,,21,26
84,1,1:14.0,,Defensive rebound by A. Ajinça,21,26
85,1,1:02.0,,R. Anderson misses 3-pt jump shot from 23 ft,21,26
86,1,1:01.0,Defensive rebound by L. Patterson,,21,26
87,1,0:55.0,D. Schröder makes 3-pt jump shot from 23 ft (assist by L. Patterson),,24,26
88,1,0:45.0,,A. Ajinça makes 2-pt layup from 2 ft (assist by I. Smith),24,28
89,1,0:19.0,P. Millsap misses 2-pt jump shot from 13 ft,,24,28
90,1,0:19.0,Offensive rebound by T. Splitter,,24,28
91,1,0:19.0,Shooting foul by I. Smith (drawn by T. Splitter),,24,28
92,1,0:19.0,T. Splitter makes free throw 1 of 2,,25,28
93,1,0:19.0,M. Scott enters the game for P. Millsap,,25,28
94,1,0:19.0,T. Splitter makes free throw 2 of 2,,26,28
95,2,11:42.0,,I. Smith makes 2-pt layup from 2 ft,26,30
96,2,11:23.0,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),,28,30
97,2,11:13.0,,I. Smith misses 2-pt jump shot from 17 ft,28,30
98,2,11:12.0,Defensive rebound by M. Scott,,28,30
99,2,11:05.0,K. Korver enters the game for L. Patterson,,28,30
100,2,11:05.0,J. Teague enters the game for D. Schröder,,28,30
101,2,11:05.0,,A. Davis enters the game for A. Ajinça,28,30
102,2,11:02.0,M. Scott makes 2-pt layup from 2 ft (assist by K. Korver),,30,30
103,2,10:47.0,,R. Anderson misses 2-pt jump shot from 17 ft,30,30
104,2,10:46.0,Defensive rebound by K. Korver,,30,30
105,2,10:40.0,Turnover by J. Teague (lost ball; steal by I. Smith),,30,30
106,2,10:28.0,,Turnover by T. Douglas (bad pass; steal by A. Horford),30,30
107,2,10:12.0,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Holiday),,33,30
108,2,9:58.0,,I. Smith misses 3-pt jump shot from 24 ft,33,30
109,2,9:57.0,Defensive rebound by A. Horford,,33,30
110,2,9:48.0,Turnover by J. Teague (bad pass; steal by A. Davis),,33,30
111,2,9:45.0,Violation by M. Scott (def goaltending),,33,30
112,2,9:45.0,,I. Smith makes 2-pt layup from 2 ft (assist by A. Davis),33,32
113,2,9:33.0,M. Scott misses 3-pt jump shot from 25 ft,,33,32
114,2,9:33.0,,Defensive rebound by Team,33,32
115,2,9:33.0,,A. Gee enters the game for I. Smith,33,32
116,2,9:09.0,,T. Douglas misses 2-pt jump shot from 10 ft,33,32
117,2,9:09.0,Defensive rebound by K. Korver,,33,32
118,2,8:52.0,M. Scott makes 2-pt jump shot from 5 ft (assist by K. Korver),,35,32
119,2,8:48.0,,New Orleans full timeout,35,32
120,2,8:48.0,,E. Gordon enters the game for L. Babbitt,35,32
121,2,8:48.0,,Violation by Team (delay of game),35,32
122,2,8:27.0,,R. Anderson misses 3-pt jump shot from 25 ft,35,32
123,2,8:27.0,Defensive rebound by A. Horford,,35,32
124,2,8:16.0,K. Korver makes 2-pt jump shot from 6 ft (assist by A. Horford),,37,32
125,2,8:03.0,,T. Douglas misses 3-pt jump shot from 25 ft,37,32
126,2,8:02.0,Defensive rebound by A. Horford,,37,32
127,2,7:56.0,J. Teague makes 2-pt layup from 1 ft,,39,32
128,2,7:34.0,,Shooting foul by M. Scott (drawn by A. Davis),39,32
129,2,7:34.0,,A. Davis makes free throw 1 of 2,39,33
130,2,7:34.0,,I. Smith enters the game for T. Douglas,39,33
131,2,7:34.0,,A. Davis makes free throw 2 of 2,39,34
132,2,7:22.0,M. Scott misses 3-pt jump shot from 25 ft,,39,34
133,2,7:22.0,,Defensive rebound by I. Smith,39,34
134,2,7:14.0,,R. Anderson misses 3-pt jump shot from 24 ft,39,34
135,2,7:14.0,Defensive rebound by K. Korver,,39,34
136,2,7:11.0,,Offensive charge foul by J. Holiday (drawn by R. Anderson),39,34
137,2,7:11.0,Turnover by J. Holiday (offensive foul),,39,34
138,2,7:11.0,T. Splitter enters the game for A. Horford,,39,34
139,2,6:59.0,,A. Gee misses 2-pt jump shot from 21 ft,39,34
140,2,6:57.0,Defensive rebound by J. Holiday,,39,34
141,2,6:46.0,T. Splitter misses 2-pt layup from 2 ft,,39,34
142,2,6:45.0,,Defensive rebound by E. Gordon,39,34
143,2,6:42.0,,A. Gee misses 2-pt layup from 3 ft (block by K. Korver),39,34
144,2,6:41.0,,Offensive rebound by A. Gee,39,34
145,2,6:38.0,,E. Gordon misses 3-pt jump shot from 24 ft,39,34
146,2,6:35.0,Defensive rebound by K. Korver,,39,34
147,2,6:30.0,J. Teague misses 2-pt layup from 1 ft,,39,34
148,2,6:29.0,Offensive rebound by M. Scott,,39,34
149,2,6:29.0,Shooting foul by E. Gordon (drawn by M. Scott),,39,34
150,2,6:29.0,M. Scott makes free throw 1 of 2,,40,34
151,2,6:29.0,D. Schröder enters the game for J. Teague,,40,34
152,2,6:29.0,M. Scott makes free throw 2 of 2,,41,34
153,2,6:11.0,Offensive charge foul by R. Anderson (drawn by K. Korver),,41,34
154,2,6:11.0,,Turnover by R. Anderson (offensive foul),41,34
155,2,5:51.0,J. Holiday makes 2-pt dunk at rim (assist by K. Korver),,43,34
156,2,5:35.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by I. Smith),43,37
157,2,5:16.0,Personal foul by R. Anderson (drawn by M. Scott),,43,37
158,2,5:16.0,Official timeout,,43,37
159,2,5:16.0,,D. Cunningham enters the game for A. Gee,43,37
160,2,5:16.0,K. Bazemore enters the game for M. Scott,,43,37
161,2,5:16.0,P. Millsap enters the game for J. Holiday,,43,37
162,2,5:16.0,Violation by Team (delay of game),,43,37
163,2,5:09.0,Turnover by K. Bazemore (illegal screen),,43,37
164,2,4:56.0,,A. Davis misses 2-pt jump shot from 12 ft,43,37
165,2,4:56.0,Defensive rebound by P. Millsap,,43,37
166,2,4:44.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),,46,37
167,2,4:27.0,,R. Anderson makes 2-pt layup from 2 ft,46,39
168,2,4:07.0,P. Millsap makes 2-pt jump shot from 5 ft (assist by D. Schröder),,48,39
169,2,3:50.0,,A. Davis misses 2-pt hook shot from 4 ft,48,39
170,2,3:46.0,Defensive rebound by K. Korver,,48,39
171,2,3:39.0,D. Schröder makes 2-pt layup from 1 ft,,50,39
172,2,3:13.0,,A. Davis misses 2-pt jump shot from 12 ft,50,39
173,2,3:12.0,Defensive rebound by P. Millsap,,50,39
174,2,3:02.0,D. Schröder makes 2-pt layup from 2 ft,,52,39
175,2,3:02.0,,New Orleans full timeout,52,39
176,2,3:02.0,J. Holiday enters the game for K. Korver,,52,39
177,2,2:45.0,,I. Smith misses 2-pt layup from 1 ft (block by K. Bazemore),52,39
178,2,2:44.0,Defensive rebound by P. Millsap,,52,39
179,2,2:28.0,D. Schröder misses 3-pt jump shot from 26 ft,,52,39
180,2,2:28.0,,Defensive rebound by Team,52,39
181,2,2:28.0,J. Teague enters the game for J. Holiday,,52,39
182,2,2:15.0,,A. Davis makes 2-pt layup from 2 ft (assist by I. Smith),52,41
183,2,2:03.0,Shooting foul by D. Cunningham (drawn by K. Bazemore),,52,41
184,2,2:03.0,K. Bazemore misses free throw 1 of 2,,52,41
185,2,2:03.0,Offensive rebound by Team,,52,41
186,2,2:03.0,A. Horford enters the game for T. Splitter,,52,41
187,2,2:03.0,,L. Babbitt enters the game for D. Cunningham,52,41
188,2,2:03.0,K. Bazemore makes free throw 2 of 2,,53,41
189,2,1:47.0,,L. Babbitt misses 3-pt jump shot from 22 ft,53,41
190,2,1:47.0,,Offensive rebound by I. Smith,53,41
191,2,1:41.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by I. Smith),53,44
192,2,1:17.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by J. Teague),,56,44
193,2,1:06.0,,Shooting foul by A. Horford (drawn by A. Davis),56,44
194,2,1:06.0,,A. Davis misses free throw 1 of 2,56,44
195,2,1:06.0,,Offensive rebound by Team,56,44
196,2,1:06.0,,A. Davis misses free throw 2 of 2,56,44
197,2,1:05.0,Defensive rebound by K. Bazemore,,56,44
198,2,0:52.0,A. Horford misses 2-pt hook shot from 10 ft,,56,44
199,2,0:50.0,,Defensive rebound by A. Davis,56,44
200,2,0:41.0,,E. Gordon misses 3-pt jump shot from 24 ft,56,44
201,2,0:40.0,Defensive rebound by K. Bazemore,,56,44
202,2,0:35.0,,A. Ajinça enters the game for A. Davis,56,44
203,2,0:31.0,D. Schröder misses 2-pt jump shot from 19 ft,,56,44
204,2,0:30.0,,Defensive rebound by R. Anderson,56,44
205,2,0:24.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by I. Smith),56,47
206,2,0:01.0,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),,58,47
207,3,11:47.0,,A. Davis makes 2-pt hook shot from 6 ft (assist by L. Babbitt),58,49
208,3,11:31.0,Turnover by P. Millsap (bad pass; steal by A. Davis),,58,49
209,3,11:13.0,,E. Gordon misses 2-pt jump shot from 17 ft,58,49
210,3,11:13.0,Defensive rebound by P. Millsap,,58,49
211,3,11:04.0,K. Korver makes 2-pt jump shot from 6 ft (assist by J. Teague),,60,49
212,3,10:53.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by J. Holiday),60,51
213,3,10:34.0,K. Korver makes 2-pt jump shot from 14 ft (assist by A. Horford),,62,51
214,3,10:23.0,,Turnover by J. Holiday (lost ball; steal by K. Bazemore),62,51
215,3,10:16.0,Turnover by K. Bazemore (bad pass; steal by A. Davis),,62,51
216,3,10:02.0,,E. Gordon misses 2-pt layup from 2 ft,62,51
217,3,10:02.0,Defensive rebound by P. Millsap,,62,51
218,3,9:51.0,A. Horford misses 3-pt jump shot from 23 ft,,62,51
219,3,9:51.0,,Defensive rebound by L. Babbitt,62,51
220,3,9:45.0,,E. Gordon makes 2-pt layup from 1 ft (assist by J. Holiday),62,53
221,3,9:37.0,Personal foul by E. Gordon (drawn by J. Teague),,62,53
222,3,9:27.0,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),,64,53
223,3,9:09.0,,Turnover by J. Holiday (bad pass; steal by J. Teague),64,53
224,3,9:04.0,K. Bazemore makes 2-pt jump shot from 7 ft (assist by J. Teague),,66,53
225,3,9:04.0,Shooting foul by L. Babbitt (drawn by K. Bazemore),,66,53
226,3,9:04.0,K. Bazemore makes free throw 1 of 1,,67,53
227,3,8:50.0,,L. Babbitt makes 2-pt jump shot from 13 ft (assist by D. Cunningham),67,55
228,3,8:38.0,J. Teague makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,70,55
229,3,8:14.0,,Personal foul by P. Millsap (drawn by E. Gordon),70,55
230,3,8:03.0,,L. Babbitt misses 3-pt jump shot from 24 ft,70,55
231,3,8:02.0,,Offensive rebound by A. Davis,70,55
232,3,8:01.0,,A. Davis makes 2-pt layup from 1 ft,70,57
233,3,7:43.0,K. Bazemore misses 3-pt jump shot from 24 ft,,70,57
234,3,7:43.0,,Defensive rebound by D. Cunningham,70,57
235,3,7:28.0,,L. Babbitt misses 3-pt jump shot from 25 ft,70,57
236,3,7:27.0,Defensive rebound by J. Teague,,70,57
237,3,7:16.0,J. Teague misses 3-pt jump shot from 25 ft,,70,57
238,3,7:16.0,,Defensive rebound by L. Babbitt,70,57
239,3,7:11.0,,Personal foul by K. Bazemore (drawn by J. Holiday),70,57
240,3,7:11.0,T. Splitter enters the game for K. Bazemore,,70,57
241,3,6:55.0,,L. Babbitt makes 2-pt layup from 2 ft (assist by J. Holiday),70,59
242,3,6:43.0,P. Millsap makes 2-pt jump shot from 6 ft,,72,59
243,3,6:34.0,,Turnover by J. Holiday (bad pass; steal by K. Korver),72,59
244,3,6:26.0,J. Teague makes 2-pt layup from 2 ft,,74,59
245,3,6:24.0,,New Orleans full timeout,74,59
246,3,6:24.0,,I. Smith enters the game for E. Gordon,74,59
247,3,6:18.0,,Shooting foul by J. Teague (drawn by J. Holiday),74,59
248,3,6:18.0,,J. Holiday misses free throw 1 of 2,74,59
249,3,6:18.0,,Offensive rebound by Team,74,59
250,3,6:18.0,,J. Holiday makes free throw 2 of 2,74,60
251,3,6:02.0,P. Millsap misses 2-pt jump shot from 6 ft,,74,60
252,3,6:01.0,,Defensive rebound by L. Babbitt,74,60
253,3,5:54.0,,Turnover by J. Holiday (bad pass; steal by P. Millsap),74,60
254,3,5:48.0,J. Teague misses 2-pt layup from 2 ft,,74,60
255,3,5:47.0,,Defensive rebound by D. Cunningham,74,60
256,3,5:39.0,,L. Babbitt makes 2-pt layup from 1 ft,74,62
257,3,5:28.0,Shooting foul by L. Babbitt (drawn by P. Millsap),,74,62
258,3,5:28.0,P. Millsap makes free throw 1 of 2,,75,62
259,3,5:28.0,P. Millsap misses free throw 2 of 2,,75,62
260,3,5:26.0,,Defensive rebound by L. Babbitt,75,62
261,3,5:06.0,,D. Cunningham misses 2-pt jump shot from 22 ft,75,62
262,3,5:05.0,Defensive rebound by P. Millsap,,75,62
263,3,4:59.0,A. Horford makes 2-pt hook shot from 5 ft (assist by P. Millsap),,77,62
264,3,4:50.0,,I. Smith misses 2-pt layup from 2 ft,77,62
265,3,4:48.0,Defensive rebound by T. Splitter,,77,62
266,3,4:40.0,A. Horford misses 3-pt jump shot from 24 ft,,77,62
267,3,4:40.0,,Defensive rebound by A. Davis,77,62
268,3,4:29.0,,Personal foul by J. Teague (drawn by A. Davis),77,62
269,3,4:29.0,D. Schröder enters the game for J. Teague,,77,62
270,3,4:29.0,L. Patterson enters the game for K. Korver,,77,62
271,3,4:15.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),77,64
272,3,4:04.0,Personal foul by L. Babbitt (drawn by T. Splitter),,77,64
273,3,4:04.0,K. Bazemore enters the game for A. Horford,,77,64
274,3,3:54.0,P. Millsap makes 2-pt jump shot from 13 ft,,79,64
275,3,3:35.0,,L. Babbitt misses 3-pt jump shot from 23 ft,79,64
276,3,3:34.0,,Offensive rebound by Team,79,64
277,3,3:34.0,,R. Anderson enters the game for D. Cunningham,79,64
278,3,3:34.0,,T. Douglas enters the game for J. Holiday,79,64
279,3,3:27.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by I. Smith),79,66
280,3,3:05.0,L. Patterson misses 2-pt jump shot from 19 ft,,79,66
281,3,3:04.0,,Defensive rebound by I. Smith,79,66
282,3,2:58.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by A. Davis),79,69
283,3,2:51.0,Atlanta full timeout,,79,69
284,3,2:51.0,,E. Gordon enters the game for L. Babbitt,79,69
285,3,2:35.0,P. Millsap makes 2-pt jump shot from 6 ft (assist by D. Schröder),,81,69
286,3,2:22.0,,Personal foul by K. Bazemore (drawn by E. Gordon),81,69
287,3,2:22.0,,E. Gordon makes free throw 1 of 2,81,70
288,3,2:22.0,,E. Gordon makes free throw 2 of 2,81,71
289,3,2:09.0,K. Bazemore misses 2-pt layup at rim,,81,71
290,3,2:08.0,Offensive rebound by T. Splitter,,81,71
291,3,2:07.0,T. Splitter misses 2-pt layup from 3 ft (block by A. Davis),,81,71
292,3,2:04.0,,Defensive rebound by I. Smith,81,71
293,3,1:58.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by I. Smith),81,73
294,3,1:37.0,Turnover by P. Millsap (traveling),,81,73
295,3,1:37.0,A. Horford enters the game for T. Splitter,,81,73
296,3,1:20.0,,A. Davis misses 2-pt layup from 2 ft (block by A. Horford),81,73
297,3,1:18.0,Defensive rebound by P. Millsap,,81,73
298,3,1:13.0,K. Bazemore makes 2-pt layup from 2 ft,,83,73
299,3,1:03.0,,Shooting foul by P. Millsap (drawn by A. Davis),83,73
300,3,1:03.0,,A. Davis makes free throw 1 of 2,83,74
301,3,1:03.0,M. Scott enters the game for P. Millsap,,83,74
302,3,1:03.0,,A. Davis makes free throw 2 of 2,83,75
303,3,0:56.0,D. Schröder makes 3-pt jump shot from 24 ft,,86,75
304,3,0:46.0,,E. Gordon makes 2-pt layup from 2 ft,86,77
305,3,0:32.0,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),,89,77
306,3,0:19.0,,A. Davis makes 2-pt dunk at rim (assist by I. Smith),89,79
307,3,0:00.0,A. Horford misses 2-pt jump shot from 3 ft,,89,79
308,3,0:00.0,Offensive rebound by Team,,89,79
309,4,12:00.0,K. Korver makes technical free throw,,90,79
310,4,12:00.0,,Technical foul by Team,90,79
311,4,12:00.0,K. Korver makes technical free throw,,91,79
312,4,11:51.0,Offensive foul by A. Horford (drawn by I. Smith),,91,79
313,4,11:51.0,Turnover by A. Horford (offensive foul),,91,79
314,4,11:37.0,Offensive charge foul by E. Gordon (drawn by J. Holiday),,91,79
315,4,11:37.0,,Turnover by E. Gordon (offensive foul),91,79
316,4,11:18.0,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),,93,79
317,4,11:00.0,,R. Anderson misses 3-pt jump shot from 24 ft,93,79
318,4,11:00.0,Defensive rebound by Team,,93,79
319,4,11:00.0,,J. Holiday enters the game for E. Gordon,93,79
320,4,10:46.0,K. Korver makes 3-pt jump shot from 25 ft (assist by A. Horford),,96,79
321,4,10:26.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by J. Holiday),96,81
322,4,10:26.0,,Shooting foul by A. Horford (drawn by D. Cunningham),96,81
323,4,10:26.0,,A. Davis enters the game for R. Anderson,96,81
324,4,10:26.0,,D. Cunningham makes free throw 1 of 1,96,82
325,4,10:13.0,Turnover by D. Schröder (bad pass; steal by I. Smith),,96,82
326,4,10:09.0,,A. Davis makes 2-pt layup from 2 ft (assist by I. Smith),96,84
327,4,10:09.0,,Shooting foul by J. Holiday (drawn by A. Davis),96,84
328,4,10:09.0,,A. Davis makes free throw 1 of 1,96,85
329,4,9:56.0,K. Korver makes 2-pt jump shot from 15 ft (assist by A. Horford),,98,85
330,4,9:41.0,,Turnover by A. Davis (lost ball; steal by K. Korver),98,85
331,4,9:37.0,Turnover by M. Scott (bad pass; steal by J. Holiday),,98,85
332,4,9:33.0,,Shooting foul by K. Korver (drawn by A. Davis),98,85
333,4,9:33.0,,A. Davis makes free throw 1 of 2,98,86
334,4,9:33.0,J. Teague enters the game for D. Schröder,,98,86
335,4,9:33.0,,A. Davis makes free throw 2 of 2,98,87
336,4,9:12.0,A. Horford misses 2-pt jump shot from 19 ft,,98,87
337,4,9:12.0,,Defensive rebound by J. Holiday,98,87
338,4,9:00.0,,A. Davis misses 2-pt jump shot from 9 ft,98,87
339,4,8:57.0,Defensive rebound by J. Holiday,,98,87
340,4,8:52.0,Shooting foul by A. Davis (drawn by J. Teague),,98,87
341,4,8:52.0,Official timeout,,98,87
342,4,8:52.0,,R. Anderson enters the game for D. Cunningham,98,87
343,4,8:52.0,,E. Gordon enters the game for J. Holiday,98,87
344,4,8:52.0,J. Teague makes free throw 1 of 2,,99,87
345,4,8:52.0,J. Teague makes free throw 2 of 2,,100,87
346,4,8:36.0,,A. Davis makes 2-pt jump shot from 8 ft (assist by E. Gordon),100,89
347,4,8:36.0,,Shooting foul by A. Horford (drawn by A. Davis),100,89
348,4,8:36.0,,A. Davis makes free throw 1 of 1,100,90
349,4,8:18.0,J. Teague misses 3-pt jump shot from 24 ft,,100,90
350,4,8:18.0,,Defensive rebound by A. Davis,100,90
351,4,7:57.0,,Turnover by Team (shot clock),100,90
352,4,7:57.0,T. Splitter enters the game for A. Horford,,100,90
353,4,7:45.0,J. Holiday makes 2-pt layup from 1 ft (assist by K. Korver),,102,90
354,4,7:30.0,,I. Smith makes 2-pt jump shot from 19 ft (assist by R. Anderson),102,92
355,4,7:10.0,T. Splitter misses 2-pt jump shot from 5 ft (block by A. Davis),,102,92
356,4,7:10.0,,Defensive rebound by R. Anderson,102,92
357,4,6:59.0,,Shooting foul by K. Korver (drawn by A. Davis),102,92
358,4,6:59.0,,A. Davis makes free throw 1 of 2,102,93
359,4,6:59.0,,J. Holiday enters the game for L. Babbitt,102,93
360,4,6:59.0,,A. Davis makes free throw 2 of 2,102,94
361,4,6:44.0,Turnover by M. Scott (bad pass; steal by E. Gordon),,102,94
362,4,6:41.0,,E. Gordon makes 2-pt layup from 1 ft,102,96
363,4,6:41.0,Atlanta full timeout,,102,96
364,4,6:41.0,K. Bazemore enters the game for K. Korver,,102,96
365,4,6:41.0,P. Millsap enters the game for M. Scott,,102,96
366,4,6:26.0,Shooting foul by A. Davis (drawn by P. Millsap),,102,96
367,4,6:26.0,P. Millsap makes free throw 1 of 2,,103,96
368,4,6:26.0,P. Millsap makes free throw 2 of 2,,104,96
369,4,6:13.0,,A. Davis makes 3-pt jump shot from 24 ft (assist by J. Holiday),104,99
370,4,5:51.0,J. Holiday misses 2-pt jump shot from 3 ft (block by A. Davis),,104,99
371,4,5:49.0,,Defensive rebound by E. Gordon,104,99
372,4,5:45.0,,Shooting foul by K. Bazemore (drawn by A. Davis),104,99
373,4,5:45.0,,A. Davis makes free throw 1 of 2,104,100
374,4,5:45.0,,A. Davis makes free throw 2 of 2,104,101
375,4,5:32.0,J. Teague misses 2-pt layup from 1 ft (block by R. Anderson),,104,101
376,4,5:32.0,Offensive rebound by Team,,104,101
377,4,5:28.0,J. Teague misses 2-pt jump shot from 11 ft,,104,101
378,4,5:28.0,Offensive rebound by P. Millsap,,104,101
379,4,5:28.0,Personal foul by I. Smith (drawn by P. Millsap),,104,101
380,4,5:28.0,A. Horford enters the game for T. Splitter,,104,101
