,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW YORK_ACTION,CLEVELAND_SCORE,NEW YORK_SCORE
83,1,1:28.0,Offensive rebound by C. Frye,,26,15
84,1,1:28.0,C. Frye makes 2-pt layup at rim,,28,15
85,1,1:19.0,,D. Williams misses 3-pt jump shot from 24 ft,28,15
86,1,1:18.0,Defensive rebound by L. James,,28,15
87,1,1:10.0,J. Smith misses 3-pt jump shot from 23 ft,,28,15
88,1,1:09.0,Offensive rebound by Team,,28,15
89,1,1:09.0,I. Shumpert enters the game for J. Smith,,28,15
90,1,1:02.0,I. Shumpert misses 3-pt jump shot from 24 ft,,28,15
91,1,1:01.0,Offensive rebound by C. Frye,,28,15
92,1,1:00.0,C. Frye makes 2-pt layup from 1 ft,,30,15
93,1,0:44.0,,C. Anthony misses 2-pt layup from 2 ft,30,15
94,1,0:43.0,,Offensive rebound by C. Anthony,30,15
95,1,0:41.0,,C. Anthony misses 2-pt layup from 1 ft (block by T. Thompson),30,15
96,1,0:40.0,Defensive rebound by L. James,,30,15
97,1,0:34.0,C. Frye misses 3-pt jump shot from 24 ft,,30,15
98,1,0:32.0,Offensive rebound by T. Thompson,,30,15
99,1,0:09.0,L. James makes 2-pt jump shot from 20 ft,,32,15
100,1,0:05.0,,Personal foul by M. Williams,32,15
101,1,0:05.0,R. Jefferson enters the game for L. James,,32,15
102,1,0:05.0,,K. Porziņģis enters the game for C. Anthony,32,15
103,1,0:02.0,,J. Grant misses 2-pt jump shot from 11 ft,32,15
104,1,0:01.0,Defensive rebound by T. Thompson,,32,15
105,2,11:37.0,M. Williams misses 2-pt layup from 1 ft,,32,15
106,2,11:36.0,Offensive rebound by M. Williams,,32,15
107,2,11:31.0,Turnover by C. Frye (offensive foul),,32,15
108,2,11:31.0,Offensive foul by C. Frye (drawn by J. Grant),,32,15
109,2,11:18.0,,Turnover by K. Porziņģis (bad pass; steal by I. Shumpert),32,15
110,2,11:12.0,I. Shumpert makes 2-pt layup from 1 ft (assist by M. Williams),,34,15
111,2,10:52.0,,Shooting foul by R. Jefferson (drawn by D. Williams),34,15
112,2,10:52.0,,D. Williams misses free throw 1 of 2,34,15
113,2,10:52.0,,Offensive rebound by Team,34,15
114,2,10:52.0,M. Dellavedova enters the game for M. Williams,,34,15
115,2,10:52.0,,D. Williams makes free throw 2 of 2,34,16
116,2,10:34.0,R. Jefferson misses 3-pt jump shot from 24 ft,,34,16
117,2,10:33.0,,Defensive rebound by A. Afflalo,34,16
118,2,10:14.0,,K. Séraphin misses 2-pt hook shot from 9 ft,34,16
119,2,10:13.0,Defensive rebound by I. Shumpert,,34,16
120,2,10:08.0,Turnover by I. Shumpert (bad pass),,34,16
121,2,9:47.0,,Shooting foul by C. Frye (drawn by J. Grant),34,16
122,2,9:47.0,,J. Grant makes free throw 1 of 2,34,17
123,2,9:47.0,,J. Grant makes free throw 2 of 2,34,18
124,2,9:27.0,I. Shumpert misses 2-pt dunk at rim,,34,18
125,2,9:26.0,Offensive rebound by T. Thompson,,34,18
126,2,9:25.0,Shooting foul by K. Séraphin (drawn by T. Thompson),,34,18
127,2,9:25.0,T. Thompson misses free throw 1 of 2,,34,18
128,2,9:25.0,Offensive rebound by Team,,34,18
129,2,9:25.0,T. Thompson makes free throw 2 of 2,,35,18
130,2,9:04.0,,A. Afflalo makes 2-pt jump shot from 18 ft (assist by D. Williams),35,20
131,2,8:53.0,Turnover by M. Dellavedova (bad pass; steal by D. Williams),,35,20
132,2,8:50.0,,Turnover by D. Williams (lost ball; steal by C. Frye),35,20
133,2,8:42.0,R. Jefferson makes 2-pt layup from 1 ft (assist by C. Frye),,37,20
134,2,8:32.0,,Turnover by J. Grant (bad pass; steal by R. Jefferson),37,20
135,2,8:27.0,Shooting foul by D. Williams (drawn by T. Thompson),,37,20
136,2,8:27.0,Official timeout,,37,20
137,2,8:27.0,,R. Lopez enters the game for J. Grant,37,20
138,2,8:27.0,,J. Calderón enters the game for K. Séraphin,37,20
139,2,8:27.0,T. Thompson makes free throw 1 of 2,,38,20
140,2,8:27.0,T. Thompson misses free throw 2 of 2,,38,20
141,2,8:26.0,Offensive rebound by R. Jefferson,,38,20
142,2,8:24.0,Personal foul by R. Lopez,,38,20
143,2,8:22.0,Turnover by R. Jefferson (bad pass; steal by K. Porziņģis),,38,20
144,2,8:13.0,,Personal foul by T. Thompson,38,20
145,2,8:06.0,,A. Afflalo misses 3-pt jump shot from 23 ft,38,20
146,2,8:05.0,Defensive rebound by C. Frye,,38,20
147,2,7:56.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,38,20
148,2,7:55.0,,Defensive rebound by R. Lopez,38,20
149,2,7:44.0,,R. Lopez misses 2-pt hook shot from 7 ft,38,20
150,2,7:43.0,Defensive rebound by T. Thompson,,38,20
151,2,7:29.0,C. Frye makes 2-pt jump shot from 20 ft (assist by M. Dellavedova),,40,20
152,2,7:04.0,,D. Williams makes 2-pt layup from 2 ft (assist by J. Calderón),40,22
153,2,7:04.0,,Shooting foul by R. Jefferson (drawn by D. Williams),40,22
154,2,7:04.0,K. Love enters the game for C. Frye,,40,22
155,2,7:04.0,,D. Williams misses free throw 1 of 1,40,22
156,2,7:03.0,Defensive rebound by K. Love,,40,22
157,2,6:53.0,Personal foul by J. Calderón,,40,22
158,2,6:53.0,,C. Anthony enters the game for D. Williams,40,22
159,2,6:41.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,40,22
160,2,6:40.0,,Defensive rebound by A. Afflalo,40,22
161,2,6:25.0,,Shooting foul by T. Thompson (drawn by K. Porziņģis),40,22
162,2,6:25.0,,K. Porziņģis makes free throw 1 of 2,40,23
163,2,6:25.0,L. James enters the game for R. Jefferson,,40,23
164,2,6:25.0,T. Mozgov enters the game for I. Shumpert,,40,23
165,2,6:25.0,J. Smith enters the game for T. Thompson,,40,23
166,2,6:25.0,,K. Porziņģis misses free throw 2 of 2,40,23
167,2,6:24.0,Defensive rebound by M. Dellavedova,,40,23
168,2,6:02.0,K. Love makes 2-pt hook shot from 3 ft,,42,23
169,2,5:43.0,,C. Anthony misses 2-pt jump shot from 16 ft,42,23
170,2,5:42.0,,Offensive rebound by R. Lopez,42,23
171,2,5:42.0,,R. Lopez misses 2-pt layup from 2 ft,42,23
172,2,5:41.0,,Offensive rebound by K. Porziņģis,42,23
173,2,5:41.0,,K. Porziņģis makes 2-pt layup from 2 ft,42,25
174,2,5:22.0,K. Love makes 2-pt jump shot from 19 ft,,44,25
175,2,5:05.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,44,25
176,2,5:04.0,Defensive rebound by L. James,,44,25
177,2,4:57.0,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),,47,25
178,2,4:49.0,,New York full timeout,47,25
179,2,4:34.0,,C. Anthony misses 2-pt layup from 3 ft (block by L. James),47,25
180,2,4:33.0,Defensive rebound by M. Dellavedova,,47,25
181,2,4:27.0,K. Love misses 3-pt jump shot from 25 ft,,47,25
182,2,4:26.0,,Defensive rebound by R. Lopez,47,25
183,2,4:14.0,,J. Calderón makes 2-pt jump shot from 18 ft,47,27
184,2,3:53.0,Turnover by J. Smith (lost ball),,47,27
185,2,3:44.0,Violation by K. Love (kicked ball),,47,27
186,2,3:38.0,,A. Afflalo misses 2-pt jump shot from 19 ft,47,27
187,2,3:37.0,,Offensive rebound by Team,47,27
188,2,3:37.0,Personal foul by C. Anthony,,47,27
189,2,3:37.0,,Personal foul by L. James,47,27
190,2,3:26.0,,J. Calderón misses 3-pt jump shot from 25 ft,47,27
191,2,3:25.0,,Offensive rebound by C. Anthony,47,27
192,2,3:23.0,,C. Anthony misses 2-pt layup from 1 ft (block by T. Mozgov),47,27
193,2,3:22.0,,Offensive rebound by J. Calderón,47,27
194,2,3:17.0,,Personal foul by M. Dellavedova,47,27
195,2,3:17.0,,C. Anthony misses free throw 1 of 2,47,27
196,2,3:17.0,,Offensive rebound by Team,47,27
197,2,3:17.0,,C. Anthony makes free throw 2 of 2,47,28
198,2,3:10.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),,50,28
199,2,2:52.0,,Turnover by C. Anthony (traveling),50,28
200,2,2:52.0,Cleveland full timeout,,50,28
201,2,2:52.0,,D. Williams enters the game for R. Lopez,50,28
202,2,2:52.0,I. Shumpert enters the game for M. Dellavedova,,50,28
203,2,2:37.0,L. James misses 2-pt jump shot from 22 ft,,50,28
204,2,2:36.0,,Defensive rebound by D. Williams,50,28
205,2,2:22.0,,C. Anthony makes 2-pt layup from 1 ft,50,30
206,2,2:01.0,K. Love makes 2-pt hook shot from 3 ft (assist by J. Smith),,52,30
207,2,1:35.0,,J. Calderón misses 2-pt jump shot from 18 ft,52,30
208,2,1:34.0,Defensive rebound by L. James,,52,30
209,2,1:14.0,J. Smith makes 2-pt layup from 3 ft,,54,30
210,2,0:50.0,,Shooting foul by L. James (drawn by K. Porziņģis),54,30
211,2,0:50.0,,K. Porziņģis makes free throw 1 of 2,54,31
212,2,0:50.0,R. Jefferson enters the game for L. James,,54,31
213,2,0:50.0,,K. Porziņģis makes free throw 2 of 2,54,32
214,2,0:35.0,K. Love misses 2-pt jump shot from 5 ft,,54,32
215,2,0:33.0,,Defensive rebound by K. Porziņģis,54,32
216,2,0:25.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,54,32
217,2,0:24.0,Defensive rebound by K. Love,,54,32
218,2,0:17.0,Cleveland full timeout,,54,32
219,2,0:17.0,,S. Vujačić enters the game for C. Anthony,54,32
220,2,0:17.0,,J. Grant enters the game for J. Calderón,54,32
221,2,0:17.0,M. Dellavedova enters the game for T. Mozgov,,54,32
222,2,0:17.0,L. James enters the game for I. Shumpert,,54,32
223,2,0:01.0,L. James misses 2-pt layup from 1 ft,,54,32
224,2,0:00.0,Offensive rebound by K. Love,,54,32
225,2,0:00.0,K. Love makes 2-pt layup from 2 ft,,56,32
226,3,11:44.0,Shooting foul by R. Lopez (drawn by T. Mozgov),,56,32
227,3,11:44.0,T. Mozgov misses free throw 1 of 2,,56,32
228,3,11:44.0,Offensive rebound by Team,,56,32
229,3,11:44.0,T. Mozgov makes free throw 2 of 2,,57,32
230,3,11:20.0,,K. Porziņģis misses 2-pt jump shot from 14 ft,57,32
231,3,11:19.0,Defensive rebound by T. Mozgov,,57,32
232,3,11:16.0,Turnover by T. Mozgov (bad pass; steal by C. Anthony),,57,32
233,3,11:10.0,,K. Porziņģis misses 2-pt jump shot from 12 ft,57,32
234,3,11:09.0,Defensive rebound by L. James,,57,32
235,3,11:01.0,K. Love misses 3-pt jump shot from 25 ft,,57,32
236,3,11:00.0,,Defensive rebound by S. Vujačić,57,32
237,3,10:50.0,,R. Lopez makes 2-pt layup at rim (assist by J. Calderón),57,34
238,3,10:31.0,J. Smith misses 3-pt jump shot from 25 ft,,57,34
239,3,10:30.0,,Defensive rebound by J. Calderón,57,34
240,3,10:20.0,,R. Lopez makes 2-pt dunk at rim (assist by J. Calderón),57,36
241,3,9:58.0,Personal foul by C. Anthony,,57,36
242,3,9:45.0,J. Smith misses 3-pt jump shot from 24 ft,,57,36
243,3,9:44.0,,Defensive rebound by C. Anthony,57,36
244,3,9:33.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,57,36
245,3,9:32.0,Defensive rebound by J. Smith,,57,36
246,3,9:28.0,L. James makes 2-pt dunk at rim (assist by J. Smith),,59,36
247,3,9:12.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),59,39
248,3,8:56.0,K. Love misses 3-pt jump shot from 24 ft,,59,39
249,3,8:55.0,Offensive rebound by J. Smith,,59,39
250,3,8:52.0,J. Smith misses 3-pt jump shot from 26 ft,,59,39
251,3,8:51.0,Offensive rebound by T. Mozgov,,59,39
252,3,8:51.0,T. Mozgov misses 2-pt dunk at rim,,59,39
253,3,8:50.0,Offensive rebound by L. James,,59,39
254,3,8:47.0,T. Mozgov misses 2-pt layup from 1 ft,,59,39
255,3,8:46.0,Offensive rebound by T. Mozgov,,59,39
256,3,8:45.0,Shooting foul by J. Calderón (drawn by T. Mozgov),,59,39
257,3,8:45.0,T. Mozgov makes free throw 1 of 2,,60,39
258,3,8:45.0,T. Mozgov makes free throw 2 of 2,,61,39
259,3,8:24.0,,C. Anthony makes 3-pt jump shot from 23 ft (assist by J. Calderón),61,42
260,3,8:08.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. James),,64,42
261,3,7:52.0,,J. Calderón makes 2-pt layup from 1 ft,64,44
262,3,7:43.0,M. Dellavedova makes 3-pt jump shot from 24 ft,,67,44
263,3,7:42.0,,New York full timeout,67,44
264,3,7:26.0,,S. Vujačić makes 2-pt jump shot from 20 ft (assist by J. Calderón),67,46
265,3,7:07.0,L. James misses 2-pt jump shot from 20 ft,,67,46
266,3,7:06.0,,Defensive rebound by S. Vujačić,67,46
267,3,6:56.0,,C. Anthony makes 3-pt jump shot from 24 ft,67,49
268,3,6:35.0,Personal foul by J. Calderón,,67,49
269,3,6:35.0,,L. Galloway enters the game for J. Calderón,67,49
270,3,6:25.0,K. Love makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,70,49
271,3,6:17.0,,Personal foul by J. Smith,70,49
272,3,6:03.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,70,49
273,3,6:02.0,Defensive rebound by L. James,,70,49
274,3,5:52.0,K. Love makes 2-pt layup from 1 ft (assist by L. James),,72,49
275,3,5:33.0,,L. Galloway makes 2-pt layup from 1 ft,72,51
276,3,5:28.0,J. Smith makes 2-pt dunk at rim (assist by K. Love),,74,51
277,3,5:09.0,,Personal foul by J. Smith,74,51
278,3,4:59.0,,S. Vujačić makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),74,54
279,3,4:40.0,Shooting foul by C. Anthony (drawn by K. Love),,74,54
280,3,4:40.0,K. Love misses free throw 1 of 2,,74,54
281,3,4:40.0,Offensive rebound by Team,,74,54
282,3,4:40.0,K. Love makes free throw 2 of 2,,75,54
283,3,4:27.0,,S. Vujačić makes 2-pt jump shot from 19 ft (assist by K. Porziņģis),75,56
284,3,4:08.0,L. James misses 2-pt jump shot from 17 ft,,75,56
285,3,4:07.0,,Defensive rebound by R. Lopez,75,56
286,3,3:56.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by S. Vujačić),75,59
287,3,3:55.0,Cleveland full timeout,,75,59
288,3,3:55.0,M. Williams enters the game for M. Dellavedova,,75,59
289,3,3:42.0,L. James makes 2-pt layup at rim,,77,59
290,3,3:14.0,,K. Porziņģis makes 2-pt jump shot from 15 ft,77,61
291,3,2:58.0,K. Love makes 3-pt jump shot from 26 ft (assist by M. Williams),,80,61
292,3,2:40.0,,L. Galloway misses 3-pt jump shot from 23 ft,80,61
293,3,2:39.0,Defensive rebound by K. Love,,80,61
294,3,2:29.0,Turnover by L. James (offensive foul),,80,61
295,3,2:29.0,Offensive foul by L. James (drawn by S. Vujačić),,80,61
296,3,2:29.0,C. Frye enters the game for T. Mozgov,,80,61
297,3,2:29.0,T. Thompson enters the game for K. Love,,80,61
298,3,2:18.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by L. Galloway),80,64
299,3,2:04.0,Shooting foul by S. Vujačić (drawn by T. Thompson),,80,64
300,3,2:04.0,T. Thompson makes free throw 1 of 2,,81,64
301,3,2:04.0,I. Shumpert enters the game for J. Smith,,81,64
302,3,2:04.0,,A. Afflalo enters the game for S. Vujačić,81,64
303,3,2:04.0,,D. Williams enters the game for C. Anthony,81,64
304,3,2:04.0,T. Thompson makes free throw 2 of 2,,82,64
305,3,1:50.0,,D. Williams misses 2-pt jump shot from 20 ft,82,64
306,3,1:49.0,,Offensive rebound by K. Porziņģis,82,64
307,3,1:46.0,,K. Porziņģis makes 2-pt jump shot from 3 ft,82,66
308,3,1:25.0,L. James makes 3-pt jump shot from 25 ft,,85,66
309,3,0:59.0,,R. Lopez makes 2-pt jump shot from 19 ft (assist by D. Williams),85,68
310,3,0:42.0,L. James makes 2-pt layup at rim,,87,68
311,3,0:42.0,Shooting foul by R. Lopez (drawn by L. James),,87,68
312,3,0:42.0,L. James misses free throw 1 of 1,,87,68
313,3,0:41.0,,Defensive rebound by D. Williams,87,68
314,3,0:34.0,,Shooting foul by L. James (drawn by A. Afflalo),87,68
315,3,0:34.0,,A. Afflalo makes free throw 1 of 2,87,69
316,3,0:34.0,,L. Amundson enters the game for R. Lopez,87,69
317,3,0:34.0,,A. Afflalo misses free throw 2 of 2,87,69
318,3,0:33.0,,Offensive rebound by K. Porziņģis,87,69
319,3,0:33.0,,Personal foul by T. Thompson,87,69
320,3,0:33.0,,K. Porziņģis makes free throw 1 of 2,87,70
321,3,0:33.0,,K. Porziņģis misses free throw 2 of 2,87,70
322,3,0:32.0,Defensive rebound by C. Frye,,87,70
323,3,0:15.0,L. James makes 2-pt dunk at rim,,89,70
324,3,0:15.0,Technical foul by L. James,,89,70
325,3,0:15.0,,A. Afflalo misses technical free throw,89,70
326,3,0:15.0,,Offensive rebound by Team,89,70
327,3,0:15.0,R. Jefferson enters the game for L. James,,89,70
328,3,0:15.0,,C. Anthony enters the game for L. Amundson,89,70
329,3,0:02.0,,D. Williams misses 2-pt layup from 2 ft,89,70
330,3,0:01.0,,Offensive rebound by D. Williams,89,70
331,3,0:00.0,,D. Williams makes 2-pt layup from 1 ft,89,72
332,4,11:47.0,,Shooting foul by I. Shumpert (drawn by A. Afflalo),89,72
333,4,11:47.0,,A. Afflalo misses free throw 1 of 2,89,72
334,4,11:47.0,,Offensive rebound by Team,89,72
335,4,11:47.0,,L. Amundson enters the game for K. Porziņģis,89,72
336,4,11:47.0,,A. Afflalo misses free throw 2 of 2,89,72
337,4,11:46.0,Defensive rebound by R. Jefferson,,89,72
338,4,11:31.0,M. Williams misses 2-pt jump shot from 18 ft,,89,72
339,4,11:30.0,,Defensive rebound by D. Williams,89,72
340,4,11:22.0,,Turnover by L. Galloway (bad pass; steal by R. Jefferson),89,72
341,4,11:18.0,M. Williams makes 2-pt layup from 1 ft (assist by I. Shumpert),,91,72
342,4,11:04.0,,Shooting foul by T. Thompson (drawn by D. Williams),91,72
343,4,11:04.0,,D. Williams makes free throw 1 of 2,91,73
344,4,11:04.0,,D. Williams makes free throw 2 of 2,91,74
345,4,10:50.0,C. Frye misses 2-pt jump shot from 12 ft,,91,74
346,4,10:49.0,,Defensive rebound by C. Anthony,91,74
347,4,10:43.0,,Offensive foul by L. Amundson (drawn by C. Frye),91,74
348,4,10:43.0,,Turnover by L. Amundson (offensive foul),91,74
349,4,10:20.0,M. Williams misses 2-pt jump shot from 17 ft,,91,74
350,4,10:19.0,,Defensive rebound by C. Anthony,91,74
351,4,10:13.0,,C. Anthony misses 3-pt jump shot from 24 ft,91,74
352,4,10:12.0,Defensive rebound by M. Williams,,91,74
353,4,9:56.0,Personal foul by L. Galloway,,91,74
354,4,9:50.0,Personal foul by L. Galloway,,91,74
355,4,9:41.0,R. Jefferson misses 3-pt jump shot from 27 ft,,91,74
356,4,9:40.0,,Defensive rebound by L. Galloway,91,74
357,4,9:34.0,,Shooting foul by C. Frye (drawn by D. Williams),91,74
358,4,9:34.0,,D. Williams makes free throw 1 of 2,91,75
359,4,9:34.0,M. Dellavedova enters the game for M. Williams,,91,75
360,4,9:34.0,,D. Williams makes free throw 2 of 2,91,76
361,4,9:20.0,C. Frye misses 3-pt jump shot from 26 ft,,91,76
362,4,9:19.0,,Defensive rebound by D. Williams,91,76
363,4,9:10.0,,D. Williams misses 2-pt layup at rim,91,76
364,4,9:09.0,,Offensive rebound by Team,91,76
365,4,9:06.0,,C. Anthony makes 2-pt jump shot from 18 ft (assist by L. Galloway),91,78
366,4,9:04.0,Cleveland full timeout,,91,78
367,4,9:04.0,K. Love enters the game for C. Frye,,91,78
368,4,8:40.0,Turnover by Team (shot clock),,91,78
369,4,8:25.0,,L. Galloway misses 2-pt jump shot from 15 ft,91,78
370,4,8:24.0,Defensive rebound by I. Shumpert,,91,78
371,4,8:10.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,91,78
372,4,8:09.0,,Defensive rebound by A. Afflalo,91,78
373,4,7:47.0,,C. Anthony makes 2-pt jump shot from 21 ft,91,80
374,4,7:28.0,Shooting foul by L. Galloway (drawn by T. Thompson),,91,80
375,4,7:28.0,T. Thompson makes free throw 1 of 2,,92,80
376,4,7:28.0,L. James enters the game for R. Jefferson,,92,80
377,4,7:28.0,T. Thompson makes free throw 2 of 2,,93,80
378,4,7:07.0,,C. Anthony misses 2-pt layup from 2 ft (block by L. James),93,80
379,4,7:06.0,Defensive rebound by K. Love,,93,80
380,4,6:49.0,L. James misses 2-pt jump shot from 17 ft,,93,80
381,4,6:48.0,,Defensive rebound by C. Anthony,93,80
382,4,6:39.0,,A. Afflalo makes 2-pt jump shot from 6 ft (assist by L. Galloway),93,82
383,4,6:30.0,M. Dellavedova misses 2-pt layup from 1 ft,,93,82
384,4,6:29.0,,Defensive rebound by L. Amundson,93,82
385,4,6:22.0,,D. Williams misses 2-pt jump shot from 3 ft (block by I. Shumpert),93,82
386,4,6:21.0,Defensive rebound by T. Thompson,,93,82
387,4,6:15.0,K. Love makes 3-pt jump shot from 22 ft (assist by T. Thompson),,96,82
388,4,6:14.0,,New York full timeout,96,82
389,4,6:14.0,,K. Porziņģis enters the game for L. Amundson,96,82
390,4,6:01.0,,K. Porziņģis makes 2-pt dunk at rim (assist by L. Galloway),96,84
391,4,5:46.0,L. James makes 2-pt layup from 1 ft,,98,84
392,4,5:46.0,Shooting foul by A. Afflalo (drawn by L. James),,98,84
393,4,5:46.0,L. James makes free throw 1 of 1,,99,84
394,4,5:32.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by A. Afflalo),99,87
