,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,,R. Westbrook makes 2-pt layup at rim,0,2
1,1,11:25.0,Z. Pachulia makes 2-pt jump shot from 16 ft (assist by W. Matthews),,2,2
2,1,11:09.0,,K. Durant misses 2-pt jump shot from 18 ft,2,2
3,1,11:09.0,Defensive rebound by Z. Pachulia,,2,2
4,1,10:52.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,2,2
5,1,10:51.0,,Defensive rebound by K. Durant,2,2
6,1,10:39.0,,K. Durant makes 2-pt jump shot from 9 ft,2,4
7,1,10:21.0,J. Anderson makes 2-pt dunk at rim (assist by R. Felton),,4,4
8,1,10:04.0,,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),4,6
9,1,9:43.0,Z. Pachulia makes 2-pt jump shot from 5 ft (assist by R. Felton),,6,6
10,1,9:29.0,,S. Adams makes 2-pt dunk at rim (assist by K. Durant),6,8
11,1,9:02.0,Shooting foul by S. Ibaka (drawn by J. Anderson),,6,8
12,1,9:02.0,J. Anderson misses free throw 1 of 2,,6,8
13,1,9:02.0,Offensive rebound by Team,,6,8
14,1,9:02.0,J. Anderson misses free throw 2 of 2,,6,8
15,1,9:02.0,,Defensive rebound by K. Durant,6,8
16,1,8:48.0,,R. Westbrook makes 2-pt jump shot from 20 ft,6,10
17,1,8:29.0,D. Nowitzki makes 2-pt jump shot from 9 ft,,8,10
18,1,8:14.0,,R. Westbrook makes 2-pt jump shot from 20 ft,8,12
19,1,8:01.0,R. Felton misses 2-pt jump shot from 10 ft,,8,12
20,1,8:01.0,,Defensive rebound by S. Adams,8,12
21,1,7:42.0,,Personal foul by R. Felton,8,12
22,1,7:42.0,D. Powell enters the game for D. Nowitzki,,8,12
23,1,7:31.0,,R. Westbrook misses 2-pt jump shot from 7 ft,8,12
24,1,7:30.0,,Offensive rebound by S. Adams,8,12
25,1,7:29.0,,S. Adams makes 2-pt dunk at rim,8,14
26,1,7:10.0,R. Felton makes 2-pt jump shot from 22 ft,,10,14
27,1,6:46.0,,R. Westbrook makes 3-pt jump shot from 24 ft,10,17
28,1,6:28.0,J. Anderson misses 2-pt jump shot from 19 ft,,10,17
29,1,6:28.0,,Defensive rebound by S. Ibaka,10,17
30,1,6:14.0,,Shooting foul by Z. Pachulia (drawn by S. Ibaka),10,17
31,1,6:14.0,,S. Ibaka makes free throw 1 of 2,10,18
32,1,6:14.0,,S. Ibaka makes free throw 2 of 2,10,19
33,1,6:14.0,Dallas full timeout,,10,19
34,1,6:14.0,D. Nowitzki enters the game for J. Anderson,,10,19
35,1,6:14.0,J. Barea enters the game for Z. Pachulia,,10,19
36,1,6:01.0,Def 3 sec tech foul by S. Adams,,10,19
37,1,6:01.0,D. Nowitzki makes technical free throw,,11,19
38,1,5:47.0,W. Matthews misses 2-pt jump shot from 21 ft (block by K. Durant),,11,19
39,1,5:47.0,,Defensive rebound by K. Durant,11,19
40,1,5:47.0,,Personal foul by W. Matthews,11,19
41,1,5:47.0,,D. Waiters enters the game for K. Durant,11,19
42,1,5:34.0,,S. Adams makes 2-pt layup from 3 ft,11,21
43,1,5:34.0,,Shooting foul by D. Powell (drawn by S. Adams),11,21
44,1,5:34.0,,S. Adams misses free throw 1 of 1,11,21
45,1,5:33.0,Defensive rebound by D. Powell,,11,21
46,1,5:22.0,Personal foul by S. Ibaka,,11,21
47,1,5:22.0,,N. Collison enters the game for S. Ibaka,11,21
48,1,5:07.0,R. Felton makes 2-pt jump shot from 20 ft,,13,21
49,1,4:45.0,,S. Adams misses 2-pt layup from 1 ft,13,21
50,1,4:44.0,Defensive rebound by Team,,13,21
51,1,4:37.0,Shooting foul by N. Collison (drawn by D. Powell),,13,21
52,1,4:37.0,D. Powell makes free throw 1 of 2,,14,21
53,1,4:37.0,J. Anderson enters the game for W. Matthews,,14,21
54,1,4:37.0,D. Powell misses free throw 2 of 2,,14,21
55,1,4:36.0,,Defensive rebound by R. Westbrook,14,21
56,1,4:27.0,,R. Westbrook misses 2-pt layup from 2 ft,14,21
57,1,4:26.0,,Offensive rebound by Team,14,21
58,1,4:22.0,,R. Westbrook makes 2-pt dunk at rim (assist by N. Collison),14,23
59,1,4:06.0,R. Felton misses 2-pt jump shot from 5 ft (block by S. Adams),,14,23
60,1,4:04.0,Offensive rebound by D. Powell,,14,23
61,1,4:04.0,D. Powell misses 2-pt layup from 1 ft,,14,23
62,1,4:04.0,,Defensive rebound by S. Adams,14,23
63,1,3:51.0,,Turnover by D. Waiters (lost ball),14,23
64,1,3:30.0,Turnover by J. Anderson (bad pass; steal by A. Roberson),,14,23
65,1,3:20.0,,R. Westbrook misses 3-pt jump shot from 24 ft,14,23
