,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW ORLEANS_ACTION,DENVER_SCORE,NEW ORLEANS_SCORE
372,4,3:07.0,,Turnover by L. Babbitt (bad pass; steal by D. Augustin),87,92
373,4,3:03.0,G. Harris makes 2-pt dunk at rim (assist by D. Augustin),,89,92
374,4,2:43.0,,T. Douglas misses 3-pt jump shot from 25 ft,89,92
375,4,2:42.0,Defensive rebound by E. Mudiay,,89,92
376,4,2:27.0,G. Harris misses 3-pt jump shot from 25 ft,,89,92
377,4,2:26.0,,Defensive rebound by L. Babbitt,89,92
378,4,2:23.0,,New Orleans full timeout,89,92
379,4,2:07.0,,L. Babbitt makes 2-pt layup from 2 ft,89,94
380,4,1:46.0,D. Augustin misses 3-pt jump shot from 25 ft,,89,94
381,4,1:44.0,Offensive rebound by K. Faried,,89,94
382,4,1:43.0,Shooting foul by L. Babbitt (drawn by K. Faried),,89,94
383,4,1:43.0,K. Faried makes free throw 1 of 2,,90,94
384,4,1:43.0,K. Faried makes free throw 2 of 2,,91,94
385,4,1:28.0,,L. Babbitt misses 3-pt jump shot from 25 ft,91,94
386,4,1:27.0,Defensive rebound by W. Barton,,91,94
387,4,1:20.0,W. Barton misses 3-pt jump shot from 24 ft,,91,94
388,4,1:19.0,,Defensive rebound by T. Frazier,91,94
389,4,1:15.0,,Shooting foul by G. Harris (drawn by L. Babbitt),91,94
390,4,1:15.0,,L. Babbitt makes free throw 1 of 2,91,95
391,4,1:15.0,,L. Babbitt makes free throw 2 of 2,91,96
392,4,1:15.0,Denver full timeout,,91,96
393,4,1:05.0,E. Mudiay misses 3-pt jump shot from 25 ft,,91,96
394,4,1:05.0,,Defensive rebound by Team,91,96
395,4,0:53.0,,J. Ennis misses 2-pt layup from 2 ft (block by W. Barton),91,96
396,4,0:52.0,,Offensive rebound by T. Frazier,91,96
397,4,0:45.0,,T. Frazier makes 3-pt jump shot from 25 ft,91,99
398,4,0:35.0,G. Harris makes 2-pt layup from 1 ft (assist by E. Mudiay),,93,99
399,4,0:28.0,,Turnover by T. Frazier (lost ball; steal by W. Barton),93,99
400,4,0:26.0,Personal foul by T. Frazier,,93,99
401,4,0:26.0,W. Barton makes free throw 1 of 2,,94,99
402,4,0:26.0,W. Barton makes free throw 2 of 2,,95,99
403,4,0:26.0,,New Orleans full timeout,95,99
404,4,0:24.0,,Personal take foul by W. Barton,95,99
405,4,0:24.0,,T. Douglas makes free throw 1 of 2,95,100
406,4,0:24.0,,T. Douglas makes free throw 2 of 2,95,101
407,4,0:24.0,Denver full timeout,,95,101
408,4,0:19.0,E. Mudiay misses 3-pt jump shot from 25 ft,,95,101
409,4,0:18.0,,Defensive rebound by D. Cunningham,95,101
