,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
383,4,3:41.0,,B. Lopez misses 2-pt layup from 4 ft (block by A. Aminu),105,96
384,4,3:39.0,,Offensive rebound by D. Sloan,105,96
385,4,3:35.0,,D. Sloan makes 3-pt jump shot from 23 ft,105,99
386,4,3:12.0,A. Aminu misses 3-pt jump shot from 25 ft,,105,99
387,4,3:11.0,,Defensive rebound by B. Lopez,105,99
388,4,2:58.0,,J. Johnson misses 2-pt jump shot from 7 ft,105,99
389,4,2:57.0,,Offensive rebound by J. Johnson,105,99
390,4,2:55.0,,J. Johnson misses 2-pt jump shot from 4 ft (block by A. Aminu),105,99
391,4,2:54.0,Defensive rebound by A. Crabbe,,105,99
392,4,2:37.0,C. McCollum misses 2-pt jump shot from 6 ft,,105,99
393,4,2:35.0,Offensive rebound by C. McCollum,,105,99
394,4,2:31.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by C. McCollum),,108,99
395,4,2:13.0,,Shooting foul by A. Crabbe (drawn by B. Lopez),108,99
396,4,2:13.0,Official timeout,,108,99
397,4,2:13.0,,B. Lopez makes free throw 1 of 2,108,100
398,4,2:13.0,,B. Lopez misses free throw 2 of 2,108,100
399,4,2:12.0,Defensive rebound by E. Davis,,108,100
400,4,1:50.0,C. McCollum makes 2-pt jump shot from 19 ft,,110,100
401,4,1:38.0,,W. Ellington makes 2-pt jump shot from 16 ft,110,102
402,4,1:20.0,D. Lillard makes 2-pt jump shot from 19 ft,,112,102
403,4,1:06.0,,T. Young misses 2-pt layup from 2 ft,112,102
404,4,1:05.0,,Offensive rebound by B. Lopez,112,102
405,4,1:04.0,,B. Lopez misses 2-pt layup from 2 ft,112,102
406,4,1:03.0,,Offensive rebound by T. Young,112,102
407,4,1:03.0,,T. Young makes 2-pt layup at rim,112,104
408,4,0:47.0,D. Lillard makes 2-pt jump shot from 4 ft,,114,104
409,4,0:37.0,,Turnover by D. Sloan (bad pass; steal by C. McCollum),114,104
410,4,0:35.0,A. Crabbe makes 2-pt dunk at rim (assist by C. McCollum),,116,104
411,4,0:35.0,,Brooklyn full timeout,116,104
412,4,0:35.0,,T. Robinson enters the game for J. Johnson,116,104
413,4,0:35.0,,S. Karasev enters the game for T. Young,116,104
414,4,0:35.0,,B. Bogdanović enters the game for B. Lopez,116,104
415,4,0:35.0,,S. Larkin enters the game for W. Ellington,116,104
416,4,0:35.0,,M. Brown enters the game for D. Sloan,116,104
417,4,0:35.0,T. Frazier enters the game for C. McCollum,,116,104
418,4,0:35.0,M. Leonard enters the game for D. Lillard,,116,104
419,4,0:35.0,P. Connaughton enters the game for E. Davis,,116,104
420,4,0:28.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by A. Aminu),116,104
421,4,0:26.0,Defensive rebound by A. Crabbe,,116,104
422,4,0:21.0,T. Frazier misses 2-pt layup from 2 ft (block by S. Larkin),,116,104
423,4,0:21.0,,Defensive rebound by Team,116,104
424,4,0:13.0,,S. Karasev misses 3-pt jump shot from 24 ft,116,104
425,4,0:12.0,Defensive rebound by P. Connaughton,,116,104
