,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
384,4,4:31.0,,A. Len makes free throw 1 of 2,92,101
385,4,4:31.0,,A. Len makes free throw 2 of 2,92,102
386,4,4:19.0,T. Harris misses 2-pt jump shot from 4 ft (block by A. Len),,92,102
387,4,4:19.0,Offensive rebound by Team,,92,102
388,4,4:10.0,E. Payton misses 3-pt jump shot from 22 ft,,92,102
389,4,4:08.0,Offensive rebound by N. Vučević,,92,102
390,4,4:07.0,N. Vučević misses 2-pt layup from 1 ft (block by E. Bledsoe),,92,102
391,4,4:07.0,Offensive rebound by Team,,92,102
392,4,3:57.0,Shooting foul by M. Teletović (drawn by T. Harris),,92,102
393,4,3:57.0,T. Harris makes 2-pt jump shot from 6 ft,,94,102
394,4,3:57.0,T. Harris makes free throw 1 of 1,,95,102
395,4,3:44.0,,Turnover by B. Knight (lost ball; steal by E. Payton),95,102
396,4,3:44.0,,Loose ball foul by B. Knight (drawn by E. Payton),95,102
397,4,3:32.0,T. Harris makes 2-pt jump shot from 16 ft,,97,102
398,4,3:31.0,,Phoenix full timeout,97,102
399,4,3:31.0,E. Fournier enters the game for M. Hezonja,,97,102
400,4,3:09.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,97,102
401,4,3:07.0,,Offensive rebound by P. Tucker,97,102
402,4,3:04.0,,B. Knight misses 3-pt jump shot from 25 ft,97,102
403,4,3:02.0,Defensive rebound by V. Oladipo,,97,102
404,4,2:45.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,100,102
405,4,2:24.0,,E. Bledsoe misses 2-pt layup from 1 ft,100,102
406,4,2:21.0,Defensive rebound by E. Payton,,100,102
407,4,2:15.0,Shooting foul by E. Bledsoe (drawn by T. Harris),,100,102
408,4,2:15.0,T. Harris makes free throw 1 of 2,,101,102
409,4,2:15.0,,D. Booker enters the game for M. Teletović,101,102
410,4,2:15.0,T. Harris makes free throw 2 of 2,,102,102
411,4,2:03.0,Violation by V. Oladipo (kicked ball),,102,102
412,4,1:41.0,,Personal foul by T. Harris (drawn by E. Bledsoe),102,102
413,4,1:41.0,,E. Bledsoe makes free throw 1 of 2,102,103
414,4,1:41.0,,E. Bledsoe makes free throw 2 of 2,102,104
415,4,1:28.0,Shooting foul by A. Len (drawn by N. Vučević),,102,104
416,4,1:28.0,N. Vučević makes free throw 1 of 2,,103,104
417,4,1:28.0,N. Vučević makes free throw 2 of 2,,104,104
418,4,1:11.0,,E. Bledsoe makes 2-pt layup from 1 ft,104,106
419,4,0:54.0,E. Fournier misses 2-pt layup from 2 ft,,104,106
420,4,0:52.0,Offensive rebound by N. Vučević,,104,106
421,4,0:52.0,N. Vučević misses 2-pt layup from 1 ft,,104,106
422,4,0:50.0,,Defensive rebound by B. Knight,104,106
423,4,0:29.0,,P. Tucker misses 3-pt jump shot from 22 ft,104,106
424,4,0:28.0,Defensive rebound by E. Fournier,,104,106
425,4,0:28.0,Orlando full timeout,,104,106
426,4,0:26.0,Turnover by E. Payton (back court),,104,106
427,4,0:26.0,,Phoenix full timeout,104,106
428,4,0:26.0,,M. Teletović enters the game for P. Tucker,104,106
429,4,0:26.0,A. Gordon enters the game for N. Vučević,,104,106
430,4,0:26.0,,Phoenix full timeout,104,106
431,4,0:26.0,,P. Tucker enters the game for A. Len,104,106
432,4,0:17.0,,Personal take foul by V. Oladipo (drawn by E. Bledsoe),104,106
433,4,0:17.0,,E. Bledsoe makes free throw 1 of 2,104,107
434,4,0:17.0,N. Vučević enters the game for T. Harris,,104,107
435,4,0:17.0,,E. Bledsoe misses free throw 2 of 2,104,107
436,4,0:16.0,Defensive rebound by Team,,104,107
437,4,0:16.0,Orlando full timeout,,104,107
438,4,0:16.0,T. Harris enters the game for A. Gordon,,104,107
439,4,0:16.0,,A. Len enters the game for M. Teletović,104,107
440,4,0:06.0,V. Oladipo misses 3-pt jump shot from 24 ft,,104,107
441,4,0:03.0,Offensive rebound by Team,,104,107
442,4,0:00.0,E. Fournier misses 3-pt jump shot from 24 ft (block by A. Len),,104,107
443,4,0:00.0,,Defensive rebound by B. Knight,104,107
