,QUARTER,TIME_REMAINING,INDIANA_ACTION,GOLDEN STATE_ACTION,INDIANA_SCORE,GOLDEN STATE_SCORE
396,4,8:19.0,,Offensive foul by L. Barbosa (drawn by P. George),84,94
397,4,8:19.0,,Turnover by L. Barbosa (offensive foul),84,94
398,4,7:55.0,M. Turner makes 2-pt layup from 1 ft (assist by J. Young),,86,94
399,4,7:39.0,,Shooting foul by L. Allen (drawn by S. Livingston),86,94
400,4,7:39.0,,S. Livingston makes free throw 1 of 2,86,95
401,4,7:39.0,,S. Curry enters the game for L. Barbosa,86,95
402,4,7:39.0,,S. Livingston makes free throw 2 of 2,86,96
403,4,7:28.0,Shooting foul by D. Green (drawn by M. Turner),,86,96
404,4,7:28.0,M. Turner makes free throw 1 of 2,,87,96
405,4,7:28.0,M. Turner makes free throw 2 of 2,,88,96
406,4,7:09.0,,A. Iguodala misses 2-pt jump shot from 17 ft,88,96
407,4,7:09.0,,Offensive rebound by D. Green,88,96
408,4,7:09.0,,D. Green misses 2-pt layup from 2 ft,88,96
409,4,7:07.0,,Offensive rebound by D. Green,88,96
410,4,7:07.0,,D. Green makes 2-pt layup from 1 ft,88,98
411,4,6:53.0,Shooting foul by A. Iguodala (drawn by P. George),,88,98
412,4,6:53.0,P. George makes free throw 1 of 2,,89,98
413,4,6:53.0,,H. Barnes enters the game for A. Iguodala,89,98
414,4,6:53.0,P. George misses free throw 2 of 2,,89,98
415,4,6:52.0,,Defensive rebound by H. Barnes,89,98
416,4,6:42.0,,Personal foul by P. George (drawn by S. Curry),89,98
417,4,6:42.0,G. Robinson enters the game for P. George,,89,98
418,4,6:32.0,,S. Curry makes 2-pt layup from 2 ft (assist by H. Barnes),89,100
419,4,6:17.0,G. Robinson makes 2-pt jump shot from 6 ft (assist by J. Young),,91,100
420,4,6:01.0,,K. Thompson misses 3-pt jump shot from 26 ft,91,100
421,4,6:00.0,Defensive rebound by M. Turner,,91,100
422,4,5:43.0,M. Turner makes 2-pt layup from 2 ft (assist by M. Ellis),,93,100
423,4,5:31.0,,S. Curry makes 2-pt jump shot from 13 ft,93,102
424,4,5:19.0,J. Young misses 2-pt jump shot from 18 ft,,93,102
425,4,5:18.0,,Defensive rebound by S. Livingston,93,102
426,4,5:10.0,Violation by M. Turner (def goaltending),,93,102
427,4,5:10.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),93,104
428,4,5:00.0,M. Ellis makes 3-pt jump shot from 25 ft (assist by J. Young),,96,104
429,4,4:43.0,,S. Livingston makes 2-pt dunk at rim (assist by K. Thompson),96,106
430,4,4:21.0,Turnover by G. Robinson (lost ball; steal by D. Green),,96,106
431,4,4:16.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),96,109
432,4,4:15.0,Indiana full timeout,,96,109
433,4,4:15.0,P. George enters the game for J. Young,,96,109
434,4,4:15.0,C. Miles enters the game for M. Turner,,96,109
435,4,4:15.0,S. Hill enters the game for L. Allen,,96,109
436,4,3:56.0,Shooting foul by D. Green (drawn by G. Robinson),,96,109
437,4,3:56.0,G. Robinson makes free throw 1 of 2,,97,109
438,4,3:56.0,,A. Iguodala enters the game for S. Livingston,97,109
439,4,3:56.0,G. Robinson makes free throw 2 of 2,,98,109
440,4,3:45.0,,H. Barnes misses 2-pt jump shot from 18 ft,98,109
441,4,3:44.0,Defensive rebound by G. Robinson,,98,109
442,4,3:38.0,Turnover by M. Ellis (lost ball; steal by D. Green),,98,109
443,4,3:26.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by H. Barnes),98,112
444,4,3:25.0,Indiana full timeout,,98,112
445,4,3:11.0,G. Robinson misses 3-pt jump shot from 23 ft,,98,112
446,4,3:10.0,,Defensive rebound by K. Thompson,98,112
447,4,2:57.0,,D. Green misses 2-pt layup at rim,98,112
448,4,2:55.0,,Offensive rebound by D. Green,98,112
449,4,2:51.0,,H. Barnes misses 2-pt jump shot from 5 ft,98,112
450,4,2:48.0,Defensive rebound by S. Hill,,98,112
451,4,2:44.0,Turnover by M. Ellis (lost ball; steal by A. Iguodala),,98,112
452,4,2:40.0,,Turnover by A. Iguodala (bad pass; steal by P. George),98,112
453,4,2:34.0,P. George misses 2-pt layup from 1 ft,,98,112
454,4,2:32.0,,Defensive rebound by S. Curry,98,112
455,4,2:26.0,,S. Curry makes 2-pt layup from 1 ft (assist by K. Thompson),98,114
456,4,2:02.0,S. Hill makes 2-pt jump shot from 7 ft,,100,114
457,4,1:50.0,,Turnover by D. Green (lost ball; steal by P. George),100,114
458,4,1:46.0,P. George makes 2-pt layup at rim (assist by M. Ellis),,102,114
459,4,1:46.0,,Golden State full timeout,102,114
460,4,1:46.0,M. Turner enters the game for S. Hill,,102,114
461,4,1:30.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),102,116
462,4,1:30.0,,Shooting foul by M. Turner (drawn by D. Green),102,116
463,4,1:30.0,,D. Green makes free throw 1 of 1,102,117
464,4,1:18.0,Shooting foul by H. Barnes (drawn by M. Turner),,102,117
465,4,1:18.0,M. Turner makes free throw 1 of 2,,103,117
466,4,1:18.0,,I. Clark enters the game for D. Green,103,117
467,4,1:18.0,,B. Rush enters the game for S. Curry,103,117
468,4,1:18.0,,M. Speights enters the game for A. Iguodala,103,117
469,4,1:18.0,S. Hill enters the game for P. George,,103,117
470,4,1:18.0,J. Young enters the game for M. Ellis,,103,117
471,4,1:18.0,M. Turner makes free throw 2 of 2,,104,117
472,4,1:05.0,,I. Clark makes 2-pt layup from 1 ft (assist by M. Speights),104,119
473,4,0:54.0,M. Turner makes 2-pt jump shot from 13 ft (assist by J. Young),,106,119
474,4,0:42.0,,H. Barnes misses 3-pt jump shot from 25 ft,106,119
475,4,0:41.0,Defensive rebound by C. Miles,,106,119
476,4,0:35.0,Shooting foul by M. Speights (drawn by M. Turner),,106,119
477,4,0:35.0,M. Turner makes free throw 1 of 2,,107,119
478,4,0:35.0,M. Turner makes free throw 2 of 2,,108,119
479,4,0:14.0,,M. Speights makes 3-pt jump shot from 27 ft (assist by K. Thompson),108,122
480,4,0:07.0,Personal foul by I. Clark,,108,122
481,4,0:07.0,J. Young makes free throw 1 of 2,,109,122
482,4,0:07.0,J. Young makes free throw 2 of 2,,110,122
