,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
198,2,0:58.0,,J. Teague makes 3-pt jump shot from 23 ft,48,57
199,2,0:40.0,I. Thomas misses 3-pt jump shot from 23 ft,,48,57
200,2,0:39.0,,Defensive rebound by K. Korver,48,57
201,2,0:27.0,,J. Teague misses 2-pt layup from 2 ft,48,57
202,2,0:25.0,Defensive rebound by J. Sullinger,,48,57
203,2,0:02.0,A. Bradley misses 2-pt jump shot from 17 ft,,48,57
204,2,0:01.0,,Defensive rebound by T. Sefolosha,48,57
205,3,11:35.0,,Turnover by Team (shot clock),48,57
206,3,11:23.0,J. Sullinger misses 2-pt jump shot from 20 ft,,48,57
207,3,11:22.0,,Defensive rebound by P. Millsap,48,57
208,3,11:07.0,,K. Korver misses 2-pt jump shot from 19 ft,48,57
209,3,11:06.0,,Offensive rebound by Team,48,57
210,3,11:06.0,Loose ball foul by I. Thomas (drawn by A. Horford),,48,57
211,3,10:59.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),48,59
212,3,10:44.0,Personal foul by P. Millsap (drawn by A. Johnson),,48,59
213,3,10:28.0,A. Bradley misses 2-pt jump shot from 23 ft (block by T. Sefolosha),,48,59
214,3,10:28.0,Offensive rebound by Team,,48,59
215,3,10:28.0,Turnover by Team (shot clock),,48,59
216,3,10:17.0,,Shooting foul by I. Thomas (drawn by J. Teague),48,59
217,3,10:17.0,,J. Teague makes free throw 1 of 2,48,60
218,3,10:17.0,,J. Teague makes free throw 2 of 2,48,61
219,3,10:03.0,Personal foul by J. Teague (drawn by I. Thomas),,48,61
220,3,9:54.0,I. Thomas makes 3-pt jump shot from 25 ft,,51,61
221,3,9:38.0,,A. Horford misses 2-pt jump shot from 16 ft,51,61
222,3,9:37.0,,Offensive rebound by P. Millsap,51,61
223,3,9:35.0,,P. Millsap makes 2-pt layup at rim,51,63
224,3,9:19.0,A. Bradley misses 2-pt jump shot from 19 ft,,51,63
225,3,9:17.0,Offensive rebound by A. Johnson,,51,63
226,3,9:17.0,A. Johnson misses 2-pt layup from 1 ft,,51,63
227,3,9:15.0,Offensive rebound by A. Johnson,,51,63
228,3,9:15.0,A. Johnson makes 2-pt layup at rim,,53,63
229,3,8:58.0,,T. Sefolosha makes 2-pt layup at rim (assist by J. Teague),53,65
230,3,8:41.0,A. Johnson misses 2-pt layup from 1 ft (block by T. Sefolosha),,53,65
231,3,8:41.0,Offensive rebound by Team,,53,65
232,3,8:33.0,Personal foul by T. Sefolosha (drawn by J. Crowder),,53,65
233,3,8:23.0,J. Sullinger makes 2-pt hook shot from 3 ft,,55,65
234,3,8:12.0,,Personal foul by A. Bradley (drawn by K. Korver),55,65
235,3,8:06.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Teague),55,68
236,3,7:48.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by I. Thomas),,58,68
237,3,7:41.0,Offensive charge foul by J. Teague (drawn by I. Thomas),,58,68
238,3,7:41.0,,Turnover by J. Teague (offensive foul),58,68
239,3,7:31.0,Turnover by A. Bradley (traveling),,58,68
240,3,7:26.0,,T. Sefolosha makes 2-pt dunk at rim (assist by J. Teague),58,70
241,3,7:02.0,I. Thomas misses 3-pt jump shot from 24 ft,,58,70
242,3,6:59.0,,Defensive rebound by P. Millsap,58,70
243,3,6:45.0,,J. Teague misses 2-pt jump shot from 7 ft,58,70
244,3,6:43.0,Defensive rebound by A. Johnson,,58,70
245,3,6:40.0,Turnover by I. Thomas (lost ball; steal by J. Teague),,58,70
246,3,6:39.0,,J. Teague makes 2-pt layup from 1 ft,58,72
247,3,6:39.0,,Shooting foul by A. Bradley (drawn by J. Teague),58,72
248,3,6:39.0,,M. Muscala enters the game for T. Sefolosha,58,72
249,3,6:39.0,,L. Patterson enters the game for A. Horford,58,72
250,3,6:39.0,D. Lee enters the game for J. Crowder,,58,72
251,3,6:39.0,E. Turner enters the game for A. Johnson,,58,72
252,3,6:39.0,,J. Teague misses free throw 1 of 1,58,72
253,3,6:37.0,Defensive rebound by E. Turner,,58,72
254,3,6:25.0,Shooting foul by M. Muscala (drawn by A. Bradley),,58,72
255,3,6:25.0,A. Bradley misses free throw 1 of 2,,58,72
256,3,6:25.0,Offensive rebound by Team,,58,72
257,3,6:25.0,A. Bradley makes free throw 2 of 2,,59,72
258,3,6:10.0,,J. Teague misses 3-pt jump shot from 23 ft,59,72
259,3,6:08.0,Defensive rebound by J. Sullinger,,59,72
260,3,6:07.0,Shooting foul by L. Patterson (drawn by I. Thomas),,59,72
261,3,6:07.0,I. Thomas makes free throw 1 of 2,,60,72
262,3,6:07.0,,Atlanta full timeout,60,72
263,3,6:07.0,I. Thomas makes free throw 2 of 2,,61,72
264,3,5:54.0,,J. Teague misses 2-pt layup from 3 ft,61,72
265,3,5:53.0,Defensive rebound by A. Bradley,,61,72
266,3,5:35.0,J. Sullinger makes 2-pt hook shot from 6 ft,,63,72
267,3,5:35.0,Shooting foul by M. Muscala (drawn by J. Sullinger),,63,72
268,3,5:35.0,J. Sullinger misses free throw 1 of 1,,63,72
269,3,5:33.0,,Defensive rebound by M. Muscala,63,72
270,3,5:16.0,,K. Korver misses 2-pt jump shot from 17 ft (block by A. Bradley),63,72
271,3,5:16.0,,Offensive rebound by Team,63,72
272,3,5:11.0,,L. Patterson makes 3-pt jump shot from 25 ft (assist by K. Korver),63,75
273,3,4:49.0,Turnover by D. Lee (lost ball),,63,75
274,3,4:49.0,,D. Schröder enters the game for J. Teague,63,75
275,3,4:36.0,,P. Millsap misses 2-pt jump shot from 4 ft,63,75
276,3,4:35.0,Defensive rebound by D. Lee,,63,75
277,3,4:26.0,A. Bradley misses 3-pt jump shot from 23 ft,,63,75
278,3,4:23.0,Offensive rebound by J. Sullinger,,63,75
279,3,4:20.0,I. Thomas misses 3-pt jump shot from 24 ft,,63,75
280,3,4:19.0,,Defensive rebound by P. Millsap,63,75
281,3,4:14.0,,Turnover by P. Millsap (lost ball; steal by A. Bradley),63,75
282,3,4:10.0,A. Bradley makes 2-pt layup from 1 ft (assist by E. Turner),,65,75
283,3,3:51.0,,Turnover by L. Patterson (bad pass; steal by I. Thomas),65,75
284,3,3:46.0,E. Turner makes 2-pt layup from 1 ft (assist by I. Thomas),,67,75
285,3,3:29.0,,Turnover by D. Schröder (bad pass; steal by A. Bradley),67,75
286,3,3:25.0,I. Thomas makes 2-pt layup at rim (assist by A. Bradley),,69,75
287,3,3:25.0,,Atlanta full timeout,69,75
288,3,3:25.0,K. Olynyk enters the game for J. Sullinger,,69,75
289,3,3:25.0,R. Hunter enters the game for I. Thomas,,69,75
290,3,3:04.0,,K. Korver misses 2-pt jump shot from 16 ft,69,75
291,3,3:03.0,,Offensive rebound by P. Millsap,69,75
292,3,2:59.0,,K. Korver makes 2-pt jump shot from 22 ft (assist by P. Millsap),69,77
293,3,2:38.0,D. Lee misses 2-pt layup from 1 ft,,69,77
294,3,2:36.0,,Defensive rebound by M. Muscala,69,77
295,3,2:29.0,,Personal block foul by D. Lee (drawn by D. Schröder),69,77
296,3,2:29.0,Boston full timeout,,69,77
297,3,2:29.0,,T. Sefolosha enters the game for K. Korver,69,77
298,3,2:29.0,J. Jerebko enters the game for A. Bradley,,69,77
299,3,2:29.0,,D. Schröder makes free throw 1 of 2,69,78
300,3,2:29.0,,D. Schröder makes free throw 2 of 2,69,79
301,3,2:13.0,D. Lee makes 2-pt layup from 2 ft (assist by R. Hunter),,71,79
302,3,1:59.0,,Shooting foul by D. Lee (drawn by P. Millsap),71,79
303,3,1:59.0,,P. Millsap makes free throw 1 of 2,71,80
304,3,1:59.0,,P. Millsap makes free throw 2 of 2,71,81
305,3,1:34.0,D. Lee misses 2-pt hook shot from 10 ft,,71,81
306,3,1:33.0,,Defensive rebound by T. Sefolosha,71,81
307,3,1:18.0,,P. Millsap misses 3-pt jump shot from 26 ft,71,81
308,3,1:17.0,Defensive rebound by J. Jerebko,,71,81
309,3,1:09.0,Turnover by E. Turner (lost ball; steal by T. Sefolosha),,71,81
310,3,1:09.0,,A. Horford enters the game for P. Millsap,71,81
311,3,0:52.0,,M. Muscala misses 3-pt jump shot from 24 ft,71,81
312,3,0:50.0,Defensive rebound by D. Lee,,71,81
313,3,0:45.0,Personal foul by L. Patterson (drawn by J. Jerebko),,71,81
314,3,0:45.0,J. Jerebko makes free throw 1 of 2,,72,81
315,3,0:45.0,,T. Hardaway enters the game for L. Patterson,72,81
316,3,0:45.0,J. Jerebko makes free throw 2 of 2,,73,81
317,3,0:22.0,,D. Schröder misses 2-pt jump shot from 20 ft,73,81
318,3,0:21.0,Defensive rebound by K. Olynyk,,73,81
319,3,0:03.0,E. Turner misses 2-pt jump shot from 10 ft,,73,81
320,3,0:01.0,,Defensive rebound by M. Muscala,73,81
321,3,0:00.0,,M. Muscala misses 3-pt jump shot from 64 ft,73,81
322,3,0:00.0,,Offensive rebound by Team,73,81
323,4,11:46.0,Personal foul by M. Scott (drawn by K. Olynyk),,73,81
324,4,11:38.0,D. Lee makes 2-pt hook shot from 8 ft (assist by E. Turner),,75,81
325,4,11:23.0,,T. Hardaway misses 2-pt jump shot from 23 ft,75,81
326,4,11:22.0,,Offensive rebound by Team,75,81
327,4,11:13.0,,D. Schröder makes 2-pt layup from 1 ft,75,83
328,4,10:59.0,,Offensive charge foul by D. Lee (drawn by D. Schröder),75,83
329,4,10:59.0,Turnover by D. Lee (offensive foul),,75,83
330,4,10:45.0,,A. Horford misses 2-pt jump shot from 19 ft,75,83
331,4,10:44.0,Defensive rebound by J. Jerebko,,75,83
332,4,10:29.0,J. Jerebko misses 2-pt hook shot from 6 ft,,75,83
333,4,10:27.0,,Defensive rebound by T. Sefolosha,75,83
334,4,10:20.0,,T. Sefolosha misses 2-pt layup from 1 ft,75,83
335,4,10:13.0,Defensive rebound by D. Lee,,75,83
336,4,10:07.0,R. Hunter makes 2-pt jump shot from 16 ft,,77,83
337,4,9:46.0,,T. Sefolosha makes 2-pt jump shot from 18 ft (assist by A. Horford),77,85
338,4,9:26.0,D. Lee misses 2-pt jump shot from 17 ft,,77,85
339,4,9:24.0,,Defensive rebound by D. Schröder,77,85
340,4,9:16.0,,M. Scott misses 3-pt jump shot from 24 ft,77,85
341,4,9:14.0,,Offensive rebound by A. Horford,77,85
342,4,9:11.0,,M. Scott makes 2-pt layup from 1 ft (assist by D. Schröder),77,87
343,4,9:11.0,,Shooting foul by R. Hunter (drawn by M. Scott),77,87
344,4,9:11.0,,M. Scott makes free throw 1 of 1,77,88
345,4,8:59.0,,Loose ball foul by T. Sefolosha (drawn by J. Jerebko),77,88
346,4,8:59.0,E. Turner misses 2-pt dunk at rim,,77,88
347,4,8:59.0,Offensive rebound by Team,,77,88
348,4,8:59.0,Official timeout,,77,88
349,4,8:59.0,I. Thomas enters the game for D. Lee,,77,88
350,4,8:45.0,E. Turner makes 2-pt layup from 1 ft,,79,88
351,4,8:45.0,Shooting foul by T. Sefolosha (drawn by E. Turner),,79,88
352,4,8:45.0,,K. Korver enters the game for T. Hardaway,79,88
353,4,8:45.0,,L. Patterson enters the game for T. Sefolosha,79,88
354,4,8:45.0,E. Turner misses free throw 1 of 1,,79,88
355,4,8:43.0,,Defensive rebound by L. Patterson,79,88
356,4,8:28.0,,M. Scott makes 2-pt layup from 2 ft (assist by K. Korver),79,90
357,4,8:17.0,I. Thomas misses 2-pt layup at rim,,79,90
358,4,8:16.0,,Defensive rebound by D. Schröder,79,90
359,4,8:07.0,,Turnover by D. Schröder (lost ball; steal by R. Hunter),79,90
360,4,8:03.0,E. Turner misses 2-pt layup from 1 ft,,79,90
361,4,8:02.0,,Defensive rebound by A. Horford,79,90
362,4,7:51.0,,L. Patterson makes 3-pt jump shot from 25 ft (assist by A. Horford),79,93
363,4,7:34.0,J. Jerebko misses 2-pt layup from 1 ft (block by A. Horford),,79,93
364,4,7:31.0,,Defensive rebound by L. Patterson,79,93
365,4,7:19.0,,M. Scott makes 2-pt layup from 2 ft (assist by A. Horford),79,95
366,4,7:19.0,Boston full timeout,,79,95
367,4,7:19.0,,J. Teague enters the game for A. Horford,79,95
368,4,7:19.0,,P. Millsap enters the game for D. Schröder,79,95
369,4,7:19.0,A. Bradley enters the game for K. Olynyk,,79,95
370,4,7:19.0,J. Crowder enters the game for E. Turner,,79,95
371,4,7:19.0,J. Sullinger enters the game for R. Hunter,,79,95
372,4,7:19.0,A. Johnson enters the game for J. Jerebko,,79,95
373,4,7:13.0,Personal foul by K. Korver (drawn by A. Bradley),,79,95
374,4,7:05.0,Shooting foul by P. Millsap (drawn by J. Sullinger),,79,95
375,4,7:05.0,J. Sullinger makes free throw 1 of 2,,80,95
376,4,7:05.0,J. Sullinger misses free throw 2 of 2,,80,95
377,4,7:03.0,,Defensive rebound by K. Korver,80,95
378,4,6:44.0,,K. Korver makes 3-pt jump shot from 28 ft (assist by P. Millsap),80,98
379,4,6:30.0,Shooting foul by J. Teague (drawn by J. Sullinger),,80,98
380,4,6:30.0,J. Sullinger misses free throw 1 of 2,,80,98
381,4,6:30.0,Offensive rebound by Team,,80,98
382,4,6:30.0,J. Sullinger misses free throw 2 of 2,,80,98
