,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
0,1,11:45.0,K. Durant misses 2-pt jump shot from 19 ft,,0,0
1,1,11:45.0,Offensive rebound by N. Collison,,0,0
2,1,11:36.0,R. Westbrook makes 2-pt layup from 1 ft,,2,0
3,1,11:13.0,,Z. Pachulia makes 2-pt layup at rim (assist by C. Parsons),2,2
4,1,10:49.0,R. Westbrook misses 2-pt jump shot from 7 ft,,2,2
5,1,10:48.0,,Defensive rebound by Z. Pachulia,2,2
6,1,10:39.0,,Turnover by D. Williams (bad pass; steal by R. Westbrook),2,2
7,1,10:34.0,K. Durant makes 2-pt layup from 2 ft (assist by R. Westbrook),,4,2
8,1,10:16.0,,D. Nowitzki makes 2-pt jump shot from 14 ft,4,4
9,1,9:52.0,K. Durant makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,6,4
10,1,9:37.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Williams),6,7
11,1,9:23.0,Turnover by S. Ibaka (lost ball; steal by D. Williams),,6,7
12,1,9:15.0,,D. Nowitzki misses 3-pt jump shot from 28 ft,6,7
13,1,9:13.0,Defensive rebound by Team,,6,7
14,1,9:03.0,R. Westbrook makes 2-pt layup from 3 ft,,8,7
15,1,9:03.0,Violation by Team (delay of game),,8,7
16,1,8:54.0,,Personal foul by N. Collison (drawn by Z. Pachulia),8,7
17,1,8:51.0,,Personal foul by S. Ibaka (drawn by D. Nowitzki),8,7
18,1,8:44.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),8,10
19,1,8:29.0,K. Durant misses 2-pt jump shot from 6 ft,,8,10
20,1,8:27.0,Offensive rebound by N. Collison,,8,10
21,1,8:17.0,R. Westbrook misses 3-pt jump shot from 25 ft,,8,10
22,1,8:13.0,,Defensive rebound by D. Williams,8,10
23,1,8:08.0,,D. Williams makes 2-pt jump shot from 18 ft,8,12
24,1,7:46.0,R. Westbrook misses 2-pt layup from 1 ft (block by W. Matthews),,8,12
25,1,7:44.0,,Defensive rebound by Z. Pachulia,8,12
26,1,7:36.0,,Shooting foul by N. Collison (drawn by W. Matthews),8,12
27,1,7:36.0,,W. Matthews makes free throw 1 of 2,8,13
28,1,7:36.0,E. Freedom enters the game for N. Collison,,8,13
29,1,7:36.0,,W. Matthews makes free throw 2 of 2,8,14
30,1,7:16.0,R. Westbrook misses 3-pt jump shot from 24 ft,,8,14
31,1,7:15.0,,Defensive rebound by Team,8,14
32,1,6:56.0,,W. Matthews makes 2-pt hook shot from 4 ft,8,16
33,1,6:50.0,Oklahoma City full timeout,,8,16
34,1,6:43.0,E. Freedom misses 2-pt jump shot from 6 ft,,8,16
35,1,6:42.0,,Defensive rebound by Z. Pachulia,8,16
36,1,6:28.0,,C. Parsons misses 2-pt jump shot from 19 ft,8,16
37,1,6:27.0,Defensive rebound by K. Durant,,8,16
38,1,6:20.0,Turnover by K. Durant (bad pass; steal by W. Matthews),,8,16
39,1,6:16.0,,Turnover by C. Parsons (bad pass),8,16
40,1,6:07.0,,D. Powell enters the game for D. Nowitzki,8,16
41,1,6:07.0,,D. Harris enters the game for C. Parsons,8,16
42,1,6:02.0,K. Durant makes 2-pt jump shot from 16 ft,,10,16
43,1,5:40.0,,D. Williams makes 2-pt jump shot from 4 ft,10,18
44,1,5:21.0,K. Durant makes 2-pt jump shot from 5 ft,,12,18
45,1,5:00.0,,D. Williams makes 2-pt jump shot from 21 ft (assist by D. Harris),12,20
46,1,4:44.0,R. Westbrook misses 2-pt jump shot from 6 ft,,12,20
47,1,4:43.0,,Defensive rebound by D. Powell,12,20
48,1,4:26.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),12,23
49,1,4:10.0,E. Freedom makes 2-pt layup from 3 ft (assist by K. Durant),,14,23
50,1,3:49.0,,D. Williams misses 3-pt jump shot from 25 ft,14,23
51,1,3:48.0,,Offensive rebound by D. Powell,14,23
52,1,3:44.0,,Dallas full timeout,14,23
53,1,3:44.0,D. Waiters enters the game for A. Roberson,,14,23
54,1,3:33.0,,Turnover by D. Williams (lost ball; steal by R. Westbrook),14,23
55,1,3:24.0,K. Durant misses 3-pt jump shot from 24 ft,,14,23
56,1,3:23.0,Offensive rebound by R. Westbrook,,14,23
57,1,3:15.0,Turnover by R. Westbrook (bad pass),,14,23
58,1,2:59.0,,W. Matthews misses 2-pt jump shot from 20 ft,14,23
59,1,2:58.0,Defensive rebound by Team,,14,23
60,1,2:45.0,E. Freedom makes 2-pt jump shot from 13 ft (assist by K. Durant),,16,23
61,1,2:33.0,,D. Harris makes 2-pt layup from 2 ft,16,25
62,1,2:14.0,E. Freedom misses 2-pt jump shot from 4 ft (block by D. Harris),,16,25
63,1,2:13.0,,Defensive rebound by D. Harris,16,25
64,1,2:06.0,,W. Matthews misses 3-pt jump shot from 22 ft,16,25
65,1,2:05.0,Defensive rebound by E. Freedom,,16,25
