,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,LA LAKERS_ACTION,NEW ORLEANS_SCORE,LA LAKERS_SCORE
265,3,7:04.0,,Offensive rebound by R. Hibbert,51,48
266,3,6:58.0,,L. Williams misses 3-pt jump shot from 24 ft,51,48
267,3,6:57.0,Defensive rebound by Ö. Aşık,,51,48
268,3,6:55.0,Def 3 sec tech foul by R. Hibbert,,51,48
269,3,6:55.0,R. Anderson misses technical free throw,,51,48
270,3,6:55.0,Offensive rebound by Team,,51,48
271,3,6:55.0,A. Ajinça enters the game for Ö. Aşık,,51,48
272,3,6:47.0,N. Cole misses 2-pt jump shot from 16 ft,,51,48
273,3,6:44.0,Offensive rebound by A. Ajinça,,51,48
274,3,6:40.0,E. Gordon makes 2-pt layup from 2 ft (assist by A. Ajinça),,53,48
275,3,6:26.0,,A. Brown makes 3-pt jump shot from 22 ft (assist by L. Williams),53,51
276,3,6:26.0,,Shooting foul by D. Cunningham (drawn by A. Brown),53,51
277,3,6:26.0,,A. Brown misses free throw 1 of 1,53,51
278,3,6:26.0,Defensive rebound by R. Anderson,,53,51
279,3,5:59.0,N. Cole makes 2-pt jump shot from 13 ft,,55,51
280,3,5:52.0,,J. Clarkson misses 3-pt jump shot from 24 ft,55,51
281,3,5:51.0,Defensive rebound by D. Cunningham,,55,51
282,3,5:45.0,E. Gordon makes 2-pt layup at rim,,57,51
283,3,5:45.0,,LA Lakers full timeout,57,51
284,3,5:45.0,A. Gee enters the game for D. Cunningham,,57,51
285,3,5:45.0,,D. Russell enters the game for L. Williams,57,51
286,3,5:25.0,,R. Hibbert misses 2-pt jump shot from 18 ft,57,51
287,3,5:24.0,Defensive rebound by A. Ajinça,,57,51
288,3,5:08.0,E. Gordon makes 2-pt jump shot from 20 ft (assist by N. Cole),,59,51
289,3,4:45.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by L. Nance),59,54
290,3,4:45.0,,Shooting foul by E. Gordon (drawn by J. Clarkson),59,54
291,3,4:45.0,,J. Clarkson makes free throw 1 of 1,59,55
292,3,4:32.0,Turnover by R. Anderson (lost ball; steal by L. Nance),,59,55
293,3,4:26.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by D. Russell),59,57
294,3,4:14.0,N. Cole misses 2-pt hook shot from 3 ft,,59,57
295,3,4:14.0,,Defensive rebound by Team,59,57
296,3,4:14.0,Loose ball foul by A. Ajinça (drawn by A. Brown),,59,57
297,3,4:14.0,,A. Brown misses free throw 1 of 2,59,57
298,3,4:14.0,,Offensive rebound by Team,59,57
299,3,4:14.0,,J. Randle enters the game for L. Nance,59,57
300,3,4:14.0,J. Holiday enters the game for E. Gordon,,59,57
301,3,4:14.0,,A. Brown makes free throw 2 of 2,59,58
302,3,4:00.0,R. Anderson misses 3-pt jump shot from 26 ft,,59,58
303,3,3:59.0,,Defensive rebound by A. Brown,59,58
304,3,3:50.0,,J. Clarkson misses 3-pt jump shot from 26 ft,59,58
305,3,3:49.0,Defensive rebound by J. Holiday,,59,58
306,3,3:34.0,Shooting block foul by J. Clarkson (drawn by A. Gee),,59,58
307,3,3:34.0,A. Gee makes free throw 1 of 2,,60,58
308,3,3:34.0,,N. Young enters the game for A. Brown,60,58
309,3,3:34.0,A. Gee makes free throw 2 of 2,,61,58
310,3,3:22.0,,Shooting foul by N. Cole (drawn by D. Russell),61,58
311,3,3:22.0,,D. Russell makes free throw 1 of 2,61,59
312,3,3:22.0,,D. Russell makes free throw 2 of 2,61,60
313,3,3:12.0,Shooting foul by D. Russell (drawn by A. Ajinça),,61,60
314,3,3:12.0,A. Ajinça makes free throw 1 of 2,,62,60
315,3,3:12.0,A. Ajinça makes free throw 2 of 2,,63,60
316,3,2:56.0,,D. Russell misses 3-pt jump shot from 25 ft,63,60
317,3,2:55.0,,Offensive rebound by J. Clarkson,63,60
318,3,2:43.0,,D. Russell makes 3-pt jump shot from 24 ft,63,63
319,3,2:32.0,N. Cole makes 2-pt layup from 2 ft,,65,63
320,3,2:22.0,Offensive charge foul by J. Randle (drawn by R. Anderson),,65,63
321,3,2:22.0,,Turnover by J. Randle (offensive foul),65,63
322,3,2:22.0,New Orleans full timeout,,65,63
323,3,2:22.0,,B. Bass enters the game for R. Hibbert,65,63
324,3,2:11.0,N. Cole misses 2-pt jump shot from 19 ft,,65,63
325,3,2:10.0,Offensive rebound by R. Anderson,,65,63
326,3,1:57.0,J. Holiday makes 2-pt jump shot from 15 ft (assist by R. Anderson),,67,63
327,3,1:36.0,,D. Russell makes 2-pt jump shot from 9 ft,67,65
328,3,1:22.0,R. Anderson misses 3-pt jump shot from 24 ft,,67,65
329,3,1:21.0,,Defensive rebound by D. Russell,67,65
330,3,1:15.0,,N. Young misses 3-pt jump shot from 25 ft,67,65
331,3,1:13.0,Defensive rebound by N. Cole,,67,65
332,3,1:07.0,J. Holiday makes 2-pt layup from 1 ft (assist by N. Cole),,69,65
333,3,0:42.0,,D. Russell misses 2-pt jump shot from 17 ft,69,65
334,3,0:42.0,,Offensive rebound by J. Clarkson,69,65
335,3,0:40.0,,J. Clarkson misses 2-pt layup at rim (block by R. Anderson),69,65
336,3,0:40.0,Defensive rebound by J. Holiday,,69,65
337,3,0:40.0,,Violation by J. Randle (kicked ball),69,65
338,3,0:30.0,J. Holiday makes 2-pt layup from 1 ft,,71,65
339,3,0:08.0,,J. Clarkson misses 3-pt jump shot from 22 ft,71,65
340,3,0:08.0,,Offensive rebound by J. Clarkson,71,65
341,3,0:06.0,,J. Clarkson makes 2-pt layup at rim,71,67
342,3,0:01.0,,Violation by J. Randle (kicked ball),71,67
343,3,0:01.0,R. Anderson misses 3-pt jump shot from 25 ft,,71,67
344,3,0:00.0,Offensive rebound by Team,,71,67
345,4,11:45.0,J. Holiday misses 2-pt jump shot from 13 ft,,71,67
346,4,11:43.0,Offensive rebound by A. Ajinça,,71,67
347,4,11:35.0,Turnover by T. Evans (lost ball; steal by N. Young),,71,67
348,4,11:16.0,,Personal foul by D. Cunningham (drawn by J. Randle),71,67
349,4,11:01.0,,D. Russell makes 2-pt layup from 2 ft,71,69
350,4,10:50.0,Personal foul by J. Clarkson (drawn by J. Holiday),,71,69
351,4,10:50.0,A. Gee enters the game for D. Cunningham,,71,69
352,4,10:50.0,,L. Williams enters the game for J. Clarkson,71,69
353,4,10:41.0,A. Ajinça misses 2-pt jump shot from 12 ft,,71,69
354,4,10:40.0,,Defensive rebound by J. Randle,71,69
355,4,10:23.0,,B. Bass makes 2-pt layup from 2 ft (assist by L. Williams),71,71
356,4,10:14.0,J. Holiday misses 2-pt jump shot from 18 ft,,71,71
357,4,10:11.0,,Defensive rebound by J. Randle,71,71
358,4,10:03.0,,B. Bass misses 2-pt layup at rim (block by N. Cole),71,71
359,4,10:01.0,,Offensive rebound by B. Bass,71,71
360,4,10:00.0,,Personal foul by A. Gee (drawn by J. Randle),71,71
361,4,9:50.0,,B. Bass misses 2-pt hook shot from 2 ft,71,71
362,4,9:49.0,,Offensive rebound by B. Bass,71,71
363,4,9:49.0,,B. Bass misses 2-pt layup from 2 ft,71,71
364,4,9:47.0,Defensive rebound by A. Gee,,71,71
365,4,9:41.0,N. Cole misses 2-pt layup from 1 ft,,71,71
366,4,9:38.0,,Defensive rebound by L. Williams,71,71
367,4,9:25.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by B. Bass),71,74
368,4,9:08.0,T. Evans makes 3-pt jump shot from 24 ft (assist by A. Ajinça),,74,74
369,4,8:49.0,,N. Young misses 2-pt jump shot from 20 ft,74,74
370,4,8:46.0,Defensive rebound by A. Ajinça,,74,74
371,4,8:37.0,J. Holiday misses 2-pt jump shot from 12 ft,,74,74
372,4,8:37.0,Offensive rebound by A. Ajinça,,74,74
373,4,8:37.0,Personal foul by B. Bass (drawn by A. Ajinça),,74,74
374,4,8:37.0,Official timeout,,74,74
375,4,8:37.0,,R. Hibbert enters the game for B. Bass,74,74
376,4,8:37.0,R. Anderson enters the game for A. Ajinça,,74,74
377,4,8:23.0,T. Evans misses 2-pt layup from 1 ft (block by N. Young),,74,74
378,4,8:20.0,Offensive rebound by Team,,74,74
379,4,8:20.0,,L. Nance enters the game for R. Hibbert,74,74
380,4,8:08.0,J. Holiday misses 3-pt jump shot from 24 ft,,74,74
381,4,8:08.0,,Defensive rebound by J. Randle,74,74
382,4,7:49.0,,L. Williams misses 3-pt jump shot from 25 ft,74,74
383,4,7:48.0,Defensive rebound by T. Evans,,74,74
384,4,7:41.0,R. Anderson makes 2-pt layup from 1 ft,,76,74
385,4,7:19.0,,L. Nance misses 2-pt jump shot from 8 ft,76,74
386,4,7:15.0,Defensive rebound by R. Anderson,,76,74
387,4,7:10.0,N. Cole makes 3-pt jump shot from 24 ft (assist by R. Anderson),,79,74
388,4,6:50.0,,D. Russell misses 3-pt jump shot from 25 ft,79,74
389,4,6:50.0,Defensive rebound by J. Holiday,,79,74
