,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
0,1,11:48.0,,A. Drummond misses 2-pt layup from 1 ft,0,0
1,1,11:47.0,Defensive rebound by G. Antetokounmpo,,0,0
2,1,11:24.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,0,0
3,1,11:24.0,Offensive rebound by J. Parker,,0,0
4,1,11:11.0,K. Middleton makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo),,2,0
5,1,10:57.0,,A. Drummond misses 2-pt layup at rim (block by J. Parker),2,0
6,1,10:56.0,,Offensive rebound by A. Drummond,2,0
7,1,10:53.0,,A. Drummond makes 2-pt layup at rim,2,2
8,1,10:36.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,2,2
9,1,10:36.0,Offensive rebound by G. Monroe,,2,2
10,1,10:33.0,G. Monroe makes 2-pt layup at rim,,4,2
11,1,10:12.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),4,5
12,1,9:56.0,G. Monroe misses 2-pt jump shot from 19 ft,,4,5
13,1,9:56.0,,Defensive rebound by R. Jackson,4,5
14,1,9:52.0,,Shooting foul by J. Bayless (drawn by R. Jackson),4,5
15,1,9:52.0,,R. Jackson makes free throw 1 of 2,4,6
16,1,9:52.0,,R. Jackson makes free throw 2 of 2,4,7
17,1,9:40.0,J. Parker misses 2-pt jump shot from 17 ft,,4,7
18,1,9:40.0,,Defensive rebound by A. Drummond,4,7
19,1,9:33.0,,Turnover by R. Jackson (bad pass; steal by G. Monroe),4,7
20,1,9:27.0,G. Monroe makes 2-pt layup at rim (assist by G. Antetokounmpo),,6,7
21,1,9:03.0,,A. Drummond misses 2-pt hook shot from 7 ft,6,7
22,1,9:01.0,Defensive rebound by G. Antetokounmpo,,6,7
23,1,8:54.0,G. Monroe makes 2-pt hook shot from 6 ft (assist by G. Antetokounmpo),,8,7
24,1,8:42.0,,R. Jackson misses 2-pt layup at rim,8,7
25,1,8:41.0,Defensive rebound by G. Monroe,,8,7
26,1,8:25.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by J. Bayless),,11,7
27,1,8:02.0,,T. Harris makes 2-pt jump shot from 16 ft (assist by M. Morris),11,9
28,1,7:43.0,K. Middleton misses 2-pt jump shot from 13 ft,,11,9
29,1,7:43.0,,Defensive rebound by M. Morris,11,9
30,1,7:37.0,Offensive charge foul by R. Jackson (drawn by G. Monroe),,11,9
31,1,7:37.0,,Turnover by R. Jackson (offensive foul),11,9
32,1,7:24.0,G. Monroe misses 2-pt layup at rim,,11,9
33,1,7:23.0,,Defensive rebound by M. Morris,11,9
34,1,7:14.0,,K. Caldwell-Pope makes 2-pt jump shot from 9 ft (assist by R. Jackson),11,11
35,1,6:48.0,G. Antetokounmpo makes 2-pt jump shot from 5 ft,,13,11
36,1,6:33.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,13,11
37,1,6:33.0,Defensive rebound by G. Antetokounmpo,,13,11
38,1,6:20.0,J. Parker misses 2-pt jump shot from 17 ft,,13,11
39,1,6:20.0,,Defensive rebound by A. Drummond,13,11
40,1,6:12.0,,T. Harris misses 3-pt jump shot from 23 ft,13,11
41,1,6:12.0,Defensive rebound by G. Monroe,,13,11
42,1,5:51.0,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Bayless),,15,11
43,1,5:45.0,,Detroit full timeout,15,11
44,1,5:24.0,,T. Harris misses 2-pt layup at rim,15,11
45,1,5:24.0,Defensive rebound by J. Parker,,15,11
46,1,5:03.0,G. Monroe makes 2-pt layup at rim (assist by K. Middleton),,17,11
47,1,4:42.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),17,14
48,1,4:19.0,K. Middleton makes 2-pt jump shot from 11 ft,,19,14
49,1,4:19.0,Technical foul by G. Antetokounmpo,,19,14
50,1,4:19.0,,R. Jackson makes technical free throw,19,15
51,1,3:57.0,,M. Morris misses 2-pt jump shot from 13 ft,19,15
52,1,3:56.0,,Offensive rebound by A. Drummond,19,15
53,1,3:53.0,,A. Drummond misses 2-pt layup at rim,19,15
54,1,3:51.0,Defensive rebound by G. Antetokounmpo,,19,15
55,1,3:47.0,G. Antetokounmpo makes 2-pt dunk at rim,,21,15
56,1,3:28.0,,Turnover by M. Morris (bad pass; steal by K. Middleton),21,15
57,1,3:16.0,J. Parker makes 3-pt jump shot from 23 ft (assist by K. Middleton),,24,15
58,1,2:59.0,,Personal foul by K. Middleton,24,15
59,1,2:59.0,Milwaukee full timeout,,24,15
60,1,2:59.0,,S. Blake enters the game for M. Morris,24,15
61,1,2:59.0,,S. Johnson enters the game for R. Jackson,24,15
62,1,2:52.0,,Turnover by K. Caldwell-Pope (step out of bounds),24,15
63,1,2:27.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,24,15
64,1,2:26.0,,Defensive rebound by A. Drummond,24,15
65,1,2:15.0,,T. Harris misses 2-pt layup at rim,24,15
66,1,2:15.0,,Offensive rebound by A. Drummond,24,15
67,1,2:11.0,,A. Drummond makes 2-pt layup at rim,24,17
68,1,1:59.0,G. Monroe makes 2-pt layup at rim (assist by J. Parker),,26,17
69,1,1:41.0,,S. Johnson misses 3-pt jump shot from 25 ft,26,17
70,1,1:40.0,Defensive rebound by G. Antetokounmpo,,26,17
71,1,1:18.0,G. Monroe makes 2-pt layup at rim (assist by J. Parker),,28,17
72,1,0:54.0,,S. Johnson misses 3-pt jump shot from 25 ft,28,17
73,1,0:51.0,Defensive rebound by J. Bayless,,28,17
74,1,0:45.0,J. Parker misses 2-pt jump shot from 22 ft,,28,17
75,1,0:44.0,,Defensive rebound by A. Drummond,28,17
76,1,0:29.0,D. Inglis enters the game for J. Parker,,28,17
77,1,0:29.0,T. Ennis enters the game for J. Bayless,,28,17
78,1,0:22.0,,A. Drummond misses 2-pt layup from 2 ft,28,17
79,1,0:22.0,Defensive rebound by G. Monroe,,28,17
80,1,0:03.0,K. Middleton makes 2-pt jump shot from 10 ft,,30,17
81,1,0:01.0,,S. Blake misses 3-pt jump shot from 59 ft,30,17
82,1,0:00.0,,Offensive rebound by Team,30,17
83,2,11:40.0,,Offensive charge foul by K. Middleton (drawn by A. Tolliver),30,17
84,2,11:40.0,Turnover by K. Middleton (offensive foul),,30,17
85,2,11:19.0,,Personal foul by M. Plumlee,30,17
86,2,11:08.0,,A. Tolliver misses 3-pt jump shot from 25 ft,30,17
87,2,11:07.0,Defensive rebound by M. Plumlee,,30,17
88,2,11:01.0,Shooting foul by A. Tolliver (drawn by K. Middleton),,30,17
89,2,11:01.0,K. Middleton makes free throw 1 of 2,,31,17
90,2,11:01.0,K. Middleton makes free throw 2 of 2,,32,17
91,2,10:47.0,,Personal foul by T. Ennis,32,17
92,2,10:47.0,J. Cunningham enters the game for K. Middleton,,32,17
93,2,10:30.0,,M. Morris makes 2-pt jump shot from 17 ft,32,19
