,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
79,1,1:02.0,Defensive rebound by T. Young,,16,25
80,1,0:51.0,J. Johnson makes 2-pt jump shot from 11 ft,,18,25
81,1,0:27.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,18,25
82,1,0:26.0,Defensive rebound by S. Larkin,,18,25
83,1,0:21.0,Turnover by S. Larkin (bad pass; steal by J. Barea),,18,25
84,1,0:04.0,,Personal foul by S. Larkin,18,25
85,1,0:01.0,,R. Felton misses 2-pt jump shot from 7 ft,18,25
86,1,0:00.0,,Offensive rebound by Team,18,25
87,2,11:44.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by J. Barea),18,27
88,2,11:29.0,W. Ellington misses 2-pt jump shot from 10 ft,,18,27
89,2,11:28.0,,Defensive rebound by D. Nowitzki,18,27
90,2,11:12.0,,C. Villanueva makes 3-pt jump shot from 23 ft (assist by R. Felton),18,30
91,2,10:57.0,S. Larkin misses 2-pt jump shot from 16 ft,,18,30
92,2,10:56.0,,Defensive rebound by C. Villanueva,18,30
93,2,10:49.0,,R. Felton makes 2-pt layup from 1 ft,18,32
94,2,10:48.0,Brooklyn full timeout,,18,32
95,2,10:48.0,B. Lopez enters the game for W. Ellington,,18,32
96,2,10:33.0,Turnover by S. Larkin (lost ball; steal by J. Anderson),,18,32
97,2,10:18.0,,C. Villanueva misses 3-pt jump shot from 24 ft,18,32
98,2,10:17.0,Defensive rebound by A. Bargnani,,18,32
99,2,9:55.0,B. Lopez misses 2-pt jump shot from 15 ft,,18,32
100,2,9:54.0,Offensive rebound by S. Karasev,,18,32
101,2,9:54.0,S. Karasev misses 2-pt layup at rim,,18,32
102,2,9:53.0,,Defensive rebound by J. Anderson,18,32
103,2,9:48.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by R. Felton),18,35
104,2,9:30.0,Turnover by B. Lopez (bad pass),,18,35
105,2,9:30.0,D. Sloan enters the game for A. Bargnani,,18,35
106,2,9:30.0,J. Johnson enters the game for S. Larkin,,18,35
107,2,9:30.0,T. Young enters the game for S. Karasev,,18,35
108,2,9:17.0,,C. Villanueva misses 2-pt jump shot from 4 ft,18,35
109,2,9:16.0,Defensive rebound by J. Johnson,,18,35
110,2,9:06.0,T. Young misses 2-pt layup at rim (block by D. Nowitzki),,18,35
111,2,9:05.0,,Defensive rebound by C. Villanueva,18,35
112,2,8:43.0,,R. Felton misses 2-pt jump shot from 5 ft,18,35
113,2,8:42.0,Defensive rebound by T. Young,,18,35
114,2,8:29.0,B. Lopez makes 2-pt jump shot from 14 ft (assist by D. Sloan),,20,35
115,2,8:11.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by R. Felton),20,37
116,2,7:47.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,20,37
117,2,7:46.0,,Defensive rebound by J. Anderson,20,37
118,2,7:35.0,,J. Barea misses 2-pt layup from 1 ft,20,37
119,2,7:33.0,Defensive rebound by B. Lopez,,20,37
120,2,7:30.0,Personal foul by J. Barea,,20,37
121,2,7:30.0,,C. Parsons enters the game for D. Nowitzki,20,37
122,2,7:30.0,,Z. Pachulia enters the game for C. Villanueva,20,37
123,2,7:16.0,Shooting foul by J. Barea (drawn by J. Johnson),,20,37
124,2,7:16.0,J. Johnson makes free throw 1 of 2,,21,37
125,2,7:16.0,J. Johnson makes free throw 2 of 2,,22,37
126,2,6:54.0,,Turnover by J. Anderson (bad pass; steal by D. Sloan),22,37
127,2,6:42.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,22,37
128,2,6:41.0,,Defensive rebound by Z. Pachulia,22,37
129,2,6:25.0,,C. Parsons misses 2-pt jump shot from 3 ft (block by B. Lopez),22,37
130,2,6:23.0,,Offensive rebound by Z. Pachulia,22,37
131,2,6:18.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by J. Anderson),22,40
132,2,6:08.0,D. Sloan misses 2-pt layup from 1 ft (block by J. Anderson),,22,40
133,2,6:08.0,Offensive rebound by Team,,22,40
134,2,6:05.0,Shooting foul by Z. Pachulia (drawn by B. Lopez),,22,40
135,2,6:05.0,B. Lopez makes 2-pt layup from 2 ft,,24,40
136,2,6:05.0,B. Lopez makes free throw 1 of 1,,25,40
137,2,5:59.0,,Dallas full timeout,25,40
138,2,5:59.0,,D. Williams enters the game for J. Anderson,25,40
139,2,5:41.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),25,43
140,2,5:22.0,B. Lopez misses 2-pt jump shot from 13 ft,,25,43
141,2,5:21.0,,Defensive rebound by C. Parsons,25,43
142,2,5:04.0,,Personal foul by B. Bogdanović (drawn by D. Williams),25,43
143,2,5:04.0,S. Larkin enters the game for B. Bogdanović,,25,43
144,2,4:51.0,,C. Parsons misses 2-pt jump shot from 12 ft,25,43
145,2,4:50.0,,Offensive rebound by Z. Pachulia,25,43
146,2,4:50.0,,Turnover by Team (shot clock),25,43
147,2,4:35.0,J. Johnson makes 2-pt jump shot from 10 ft,,27,43
148,2,4:21.0,,J. Barea misses 2-pt jump shot from 8 ft,27,43
149,2,4:20.0,Defensive rebound by J. Johnson,,27,43
150,2,4:04.0,S. Larkin misses 2-pt jump shot from 10 ft,,27,43
151,2,4:03.0,,Defensive rebound by J. Barea,27,43
152,2,3:51.0,,Turnover by D. Williams (bad pass; steal by T. Young),27,43
153,2,3:44.0,T. Young makes 2-pt layup from 2 ft,,29,43
154,2,3:39.0,,Dallas full timeout,29,43
155,2,3:39.0,,D. Nowitzki enters the game for R. Felton,29,43
156,2,3:39.0,,W. Matthews enters the game for J. Barea,29,43
157,2,3:32.0,,D. Williams makes 2-pt layup from 1 ft,29,45
158,2,3:11.0,D. Sloan makes 2-pt layup from 2 ft (assist by B. Lopez),,31,45
159,2,3:01.0,,D. Williams makes 2-pt layup from 1 ft,31,47
160,2,2:47.0,Def 3 sec tech foul by C. Parsons,,31,47
161,2,2:47.0,Official timeout,,31,47
162,2,2:47.0,J. Johnson makes technical free throw,,32,47
163,2,2:39.0,J. Johnson misses 3-pt jump shot from 23 ft,,32,47
164,2,2:37.0,Offensive rebound by S. Larkin,,32,47
165,2,2:34.0,B. Lopez misses 2-pt jump shot from 5 ft,,32,47
166,2,2:33.0,Offensive rebound by B. Lopez,,32,47
167,2,2:32.0,Shooting foul by D. Williams (drawn by B. Lopez),,32,47
168,2,2:32.0,B. Lopez misses free throw 1 of 2,,32,47
169,2,2:32.0,Offensive rebound by Team,,32,47
170,2,2:32.0,B. Lopez makes free throw 2 of 2,,33,47
171,2,2:19.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by C. Parsons),33,49
172,2,1:59.0,Shooting foul by W. Matthews (drawn by B. Lopez),,33,49
173,2,1:59.0,B. Lopez makes free throw 1 of 2,,34,49
174,2,1:59.0,B. Lopez makes free throw 2 of 2,,35,49
175,2,1:38.0,,W. Matthews misses 3-pt jump shot from 24 ft,35,49
176,2,1:37.0,Defensive rebound by T. Young,,35,49
177,2,1:22.0,D. Sloan misses 3-pt jump shot from 24 ft,,35,49
178,2,1:21.0,,Defensive rebound by D. Williams,35,49
179,2,1:09.0,,Shooting foul by B. Lopez (drawn by Z. Pachulia),35,49
180,2,1:09.0,,Z. Pachulia makes free throw 1 of 2,35,50
181,2,1:09.0,,Z. Pachulia makes free throw 2 of 2,35,51
182,2,1:00.0,T. Young makes 2-pt layup at rim (assist by J. Johnson),,37,51
183,2,0:40.0,,Turnover by Z. Pachulia (3 sec),37,51
184,2,0:40.0,,S. Mejri enters the game for Z. Pachulia,37,51
185,2,0:29.0,J. Johnson misses 3-pt jump shot from 24 ft,,37,51
186,2,0:28.0,,Defensive rebound by D. Nowitzki,37,51
187,2,0:10.0,,D. Williams misses 2-pt layup from 2 ft,37,51
188,2,0:08.0,Defensive rebound by B. Lopez,,37,51
189,2,0:03.0,B. Lopez makes 2-pt layup from 1 ft (assist by J. Johnson),,39,51
190,2,0:00.0,,D. Williams misses 3-pt jump shot from 53 ft,39,51
191,2,0:00.0,,Offensive rebound by Team,39,51
192,3,11:47.0,,Turnover by C. Parsons (lost ball; steal by D. Sloan),39,51
193,3,11:47.0,,Loose ball foul by C. Parsons (drawn by J. Johnson),39,51
194,3,11:32.0,T. Young makes 2-pt layup at rim (assist by J. Johnson),,41,51
195,3,11:13.0,,C. Parsons misses 2-pt jump shot from 15 ft,41,51
196,3,11:12.0,Defensive rebound by W. Ellington,,41,51
197,3,10:51.0,B. Lopez makes 2-pt jump shot from 12 ft,,43,51
198,3,10:37.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,43,51
199,3,10:36.0,Defensive rebound by T. Young,,43,51
200,3,10:27.0,J. Johnson misses 2-pt jump shot from 11 ft,,43,51
201,3,10:26.0,,Defensive rebound by Z. Pachulia,43,51
202,3,10:18.0,,Z. Pachulia makes 2-pt layup at rim (assist by W. Matthews),43,53
203,3,9:58.0,B. Lopez misses 2-pt jump shot from 21 ft,,43,53
204,3,9:57.0,,Defensive rebound by D. Nowitzki,43,53
205,3,9:47.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,43,53
206,3,9:46.0,Defensive rebound by W. Ellington,,43,53
207,3,9:34.0,D. Sloan misses 3-pt jump shot from 24 ft,,43,53
208,3,9:33.0,,Defensive rebound by C. Parsons,43,53
209,3,9:17.0,,Z. Pachulia misses 2-pt layup from 1 ft (block by B. Lopez),43,53
210,3,9:15.0,Defensive rebound by D. Sloan,,43,53
211,3,9:10.0,Turnover by D. Sloan (bad pass; steal by D. Nowitzki),,43,53
212,3,9:02.0,,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by C. Parsons),43,55
213,3,8:46.0,B. Lopez makes 2-pt layup at rim (assist by D. Sloan),,45,55
214,3,8:28.0,,D. Williams misses 2-pt jump shot from 16 ft,45,55
215,3,8:27.0,Defensive rebound by B. Lopez,,45,55
216,3,8:13.0,Shooting foul by D. Nowitzki (drawn by T. Young),,45,55
217,3,8:13.0,T. Young makes free throw 1 of 2,,46,55
218,3,8:13.0,T. Young makes free throw 2 of 2,,47,55
219,3,7:52.0,,Turnover by C. Parsons (bad pass; steal by T. Young),47,55
220,3,7:45.0,T. Young misses 2-pt jump shot from 11 ft,,47,55
221,3,7:44.0,,Defensive rebound by C. Parsons,47,55
222,3,7:35.0,,C. Parsons misses 3-pt jump shot from 24 ft,47,55
223,3,7:34.0,Defensive rebound by W. Ellington,,47,55
224,3,7:16.0,T. Young misses 2-pt hook shot from 6 ft,,47,55
225,3,7:15.0,,Defensive rebound by Z. Pachulia,47,55
226,3,6:54.0,,Shooting foul by B. Lopez (drawn by Z. Pachulia),47,55
227,3,6:54.0,,Z. Pachulia makes free throw 1 of 2,47,56
228,3,6:54.0,,Z. Pachulia misses free throw 2 of 2,47,56
229,3,6:54.0,Defensive rebound by B. Lopez,,47,56
230,3,6:35.0,W. Ellington misses 2-pt jump shot from 21 ft,,47,56
231,3,6:35.0,,Defensive rebound by C. Parsons,47,56
232,3,6:19.0,,D. Williams misses 2-pt jump shot from 6 ft,47,56
233,3,6:18.0,,Offensive rebound by Z. Pachulia,47,56
234,3,6:16.0,,Turnover by Z. Pachulia (lost ball; steal by T. Young),47,56
235,3,6:05.0,B. Lopez makes 2-pt jump shot from 5 ft,,49,56
236,3,6:04.0,,Dallas full timeout,49,56
237,3,6:04.0,,R. Felton enters the game for D. Nowitzki,49,56
238,3,5:46.0,,C. Parsons makes 2-pt layup from 1 ft (assist by W. Matthews),49,58
239,3,5:26.0,W. Ellington misses 3-pt jump shot from 24 ft,,49,58
240,3,5:25.0,,Defensive rebound by Z. Pachulia,49,58
241,3,5:13.0,,W. Matthews misses 2-pt jump shot from 9 ft,49,58
242,3,5:12.0,Defensive rebound by D. Sloan,,49,58
243,3,5:04.0,Shooting foul by D. Williams (drawn by J. Johnson),,49,58
244,3,5:04.0,J. Johnson makes free throw 1 of 2,,50,58
245,3,5:04.0,B. Bogdanović enters the game for W. Ellington,,50,58
246,3,5:04.0,J. Johnson makes free throw 2 of 2,,51,58
247,3,4:53.0,,Personal foul by B. Bogdanović (drawn by R. Felton),51,58
248,3,4:47.0,,Z. Pachulia makes 2-pt jump shot from 9 ft (assist by D. Williams),51,60
249,3,4:27.0,Turnover by T. Young (3 sec),,51,60
250,3,4:14.0,,Turnover by R. Felton (bad pass; steal by B. Lopez),51,60
251,3,4:05.0,B. Lopez misses 2-pt jump shot from 21 ft,,51,60
252,3,4:04.0,,Defensive rebound by C. Parsons,51,60
253,3,3:54.0,,C. Parsons makes 2-pt jump shot from 9 ft,51,62
254,3,3:46.0,Brooklyn full timeout,,51,62
255,3,3:38.0,Shooting foul by C. Parsons (drawn by B. Lopez),,51,62
256,3,3:38.0,B. Lopez misses free throw 1 of 2,,51,62
257,3,3:38.0,Offensive rebound by Team,,51,62
258,3,3:38.0,S. Larkin enters the game for D. Sloan,,51,62
259,3,3:38.0,B. Lopez makes free throw 2 of 2,,52,62
260,3,3:23.0,W. Ellington enters the game for J. Johnson,,52,62
261,3,3:23.0,,Turnover by C. Parsons (bad pass; steal by B. Lopez),52,62
262,3,3:11.0,B. Lopez misses 2-pt layup from 1 ft,,52,62
263,3,3:09.0,Offensive rebound by T. Young,,52,62
264,3,3:09.0,T. Young misses 2-pt layup from 2 ft,,52,62
265,3,3:08.0,,Defensive rebound by Z. Pachulia,52,62
266,3,2:57.0,,C. Parsons makes 3-pt jump shot from 22 ft (assist by D. Williams),52,65
267,3,2:38.0,Shooting foul by C. Parsons (drawn by T. Young),,52,65
268,3,2:38.0,T. Young makes free throw 1 of 2,,53,65
269,3,2:38.0,,J. Barea enters the game for D. Williams,53,65
270,3,2:38.0,,D. Nowitzki enters the game for C. Parsons,53,65
271,3,2:38.0,A. Bargnani enters the game for B. Lopez,,53,65
272,3,2:38.0,,S. Mejri enters the game for Z. Pachulia,53,65
273,3,2:38.0,T. Young misses free throw 2 of 2,,53,65
274,3,2:37.0,Offensive rebound by W. Ellington,,53,65
275,3,2:28.0,B. Bogdanović misses 2-pt layup from 1 ft (block by D. Nowitzki),,53,65
276,3,2:26.0,,Defensive rebound by R. Felton,53,65
277,3,2:16.0,,Turnover by J. Barea (bad pass; steal by T. Young),53,65
278,3,2:10.0,S. Larkin misses 2-pt jump shot from 16 ft,,53,65
279,3,2:09.0,,Defensive rebound by J. Barea,53,65
280,3,1:57.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),53,67
281,3,1:37.0,W. Ellington makes 2-pt jump shot from 17 ft,,55,67
282,3,1:22.0,,R. Felton makes 2-pt jump shot from 6 ft,55,69
283,3,0:59.0,S. Larkin misses 3-pt jump shot from 22 ft,,55,69
284,3,0:58.0,,Defensive rebound by D. Nowitzki,55,69
285,3,0:37.0,,R. Felton misses 2-pt jump shot from 5 ft,55,69
286,3,0:36.0,Defensive rebound by S. Larkin,,55,69
287,3,0:24.0,Turnover by T. Young (bad pass; steal by R. Felton),,55,69
288,3,0:01.0,,R. Felton makes 2-pt jump shot from 20 ft,55,71
289,4,11:39.0,A. Bargnani misses 2-pt jump shot from 15 ft,,55,71
290,4,11:38.0,,Defensive rebound by J. Barea,55,71
291,4,11:26.0,,Shooting block foul by W. Ellington (drawn by R. Felton),55,71
292,4,11:26.0,,R. Felton makes free throw 1 of 2,55,72
293,4,11:26.0,,R. Felton misses free throw 2 of 2,55,72
294,4,11:25.0,Defensive rebound by T. Robinson,,55,72
295,4,11:13.0,A. Bargnani makes 2-pt jump shot from 14 ft (assist by T. Robinson),,57,72
296,4,10:59.0,,Personal foul by W. Ellington (drawn by D. Nowitzki),57,72
297,4,10:47.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,57,72
298,4,10:46.0,Defensive rebound by A. Bargnani,,57,72
299,4,10:34.0,S. Larkin misses 3-pt jump shot from 23 ft,,57,72
300,4,10:32.0,Offensive rebound by A. Bargnani,,57,72
301,4,10:32.0,A. Bargnani misses 2-pt jump shot from 3 ft (block by D. Nowitzki),,57,72
302,4,10:30.0,,Defensive rebound by D. Nowitzki,57,72
303,4,10:23.0,,Personal foul by A. Bargnani (drawn by D. Nowitzki),57,72
304,4,10:13.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,57,72
305,4,10:13.0,Defensive rebound by T. Robinson,,57,72
306,4,10:12.0,,Flagrant foul type 1 by A. Bargnani (drawn by S. Mejri),57,72
307,4,10:12.0,Turnover by A. Bargnani (offensive foul),,57,72
308,4,10:12.0,,S. Mejri misses flagrant free throw 1 of 2,57,72
309,4,10:12.0,,Offensive rebound by Team,57,72
310,4,10:12.0,,S. Mejri makes flagrant free throw 2 of 2,57,73
311,4,9:57.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,57,73
312,4,9:57.0,Defensive rebound by A. Bargnani,,57,73
313,4,9:57.0,,Loose ball foul by S. Mejri (drawn by A. Bargnani),57,73
314,4,9:35.0,A. Bargnani misses 2-pt jump shot from 13 ft,,57,73
315,4,9:34.0,,Defensive rebound by Team,57,73
316,4,9:20.0,,J. Anderson makes 2-pt jump shot from 18 ft,57,75
317,4,8:56.0,W. Ellington makes 2-pt jump shot from 21 ft,,59,75
318,4,8:45.0,,J. Barea misses 2-pt jump shot from 17 ft,59,75
319,4,8:43.0,,Offensive rebound by S. Mejri,59,75
320,4,8:42.0,,S. Mejri makes 2-pt layup from 1 ft,59,77
321,4,8:42.0,Brooklyn full timeout,,59,77
322,4,8:42.0,J. Johnson enters the game for A. Bargnani,,59,77
323,4,8:42.0,B. Lopez enters the game for B. Bogdanović,,59,77
324,4,8:42.0,T. Young enters the game for S. Larkin,,59,77
325,4,8:42.0,D. Sloan enters the game for T. Robinson,,59,77
326,4,8:29.0,J. Johnson misses 3-pt jump shot from 24 ft,,59,77
327,4,8:28.0,Offensive rebound by B. Lopez,,59,77
328,4,8:21.0,W. Ellington makes 2-pt layup from 1 ft (assist by B. Lopez),,61,77
329,4,8:05.0,,Turnover by R. Felton (bad pass; steal by T. Young),61,77
330,4,7:58.0,B. Lopez misses 2-pt jump shot at rim,,61,77
331,4,7:57.0,Offensive rebound by B. Lopez,,61,77
332,4,7:57.0,B. Lopez misses 2-pt layup at rim,,61,77
333,4,7:56.0,Offensive rebound by B. Lopez,,61,77
334,4,7:54.0,Shooting foul by D. Nowitzki (drawn by B. Lopez),,61,77
335,4,7:54.0,B. Lopez makes free throw 1 of 2,,62,77
336,4,7:54.0,,C. Parsons enters the game for D. Nowitzki,62,77
337,4,7:54.0,,Z. Pachulia enters the game for S. Mejri,62,77
338,4,7:54.0,,W. Matthews enters the game for J. Anderson,62,77
339,4,7:54.0,,D. Williams enters the game for R. Felton,62,77
340,4,7:54.0,B. Lopez makes free throw 2 of 2,,63,77
341,4,7:32.0,,Z. Pachulia misses 2-pt jump shot from 7 ft,63,77
342,4,7:31.0,Defensive rebound by W. Ellington,,63,77
343,4,7:20.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by T. Young),,66,77
344,4,7:19.0,,Dallas full timeout,66,77
345,4,7:03.0,,Z. Pachulia makes 2-pt jump shot from 16 ft (assist by D. Williams),66,79
346,4,6:41.0,W. Ellington misses 3-pt jump shot from 23 ft,,66,79
347,4,6:39.0,,Defensive rebound by C. Parsons,66,79
348,4,6:16.0,,J. Barea makes 2-pt layup at rim (assist by Z. Pachulia),66,81
349,4,5:53.0,B. Lopez misses 2-pt jump shot from 11 ft,,66,81
350,4,5:52.0,,Defensive rebound by W. Matthews,66,81
351,4,5:41.0,,Personal foul by J. Johnson (drawn by Z. Pachulia),66,81
352,4,5:41.0,,Z. Pachulia makes free throw 1 of 2,66,82
353,4,5:41.0,,Z. Pachulia misses free throw 2 of 2,66,82
354,4,5:41.0,Defensive rebound by T. Young,,66,82
355,4,5:25.0,B. Lopez makes 2-pt layup from 1 ft,,68,82
356,4,5:06.0,,C. Parsons misses 3-pt jump shot from 24 ft,68,82
357,4,5:05.0,Defensive rebound by B. Lopez,,68,82
358,4,4:55.0,D. Sloan misses 2-pt jump shot from 21 ft,,68,82
359,4,4:54.0,,Defensive rebound by Z. Pachulia,68,82
360,4,4:45.0,,C. Parsons misses 3-pt jump shot from 23 ft,68,82
361,4,4:45.0,Defensive rebound by W. Ellington,,68,82
362,4,4:32.0,D. Sloan misses 3-pt jump shot from 23 ft,,68,82
363,4,4:30.0,,Defensive rebound by C. Parsons,68,82
364,4,4:14.0,,D. Williams misses 2-pt jump shot from 21 ft,68,82
365,4,4:13.0,,Offensive rebound by W. Matthews,68,82
366,4,3:57.0,,C. Parsons makes 2-pt layup from 1 ft (assist by Z. Pachulia),68,84
367,4,3:46.0,Personal block foul by D. Williams (drawn by D. Sloan),,68,84
368,4,3:30.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by J. Johnson),,70,84
369,4,3:10.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Williams),70,87
370,4,2:59.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by D. Sloan),,73,87
371,4,2:44.0,,Turnover by Z. Pachulia (bad pass; steal by W. Ellington),73,87
372,4,2:29.0,W. Ellington misses 3-pt jump shot from 23 ft,,73,87
373,4,2:29.0,,Defensive rebound by C. Parsons,73,87
374,4,2:12.0,,J. Barea misses 2-pt jump shot from 10 ft,73,87
375,4,2:11.0,Defensive rebound by T. Young,,73,87
376,4,2:02.0,D. Sloan makes 2-pt layup at rim,,75,87
377,4,2:02.0,Shooting foul by J. Barea (drawn by D. Sloan),,75,87
378,4,2:02.0,Official timeout,,75,87
379,4,2:02.0,,S. Mejri enters the game for Z. Pachulia,75,87
380,4,2:02.0,D. Sloan makes free throw 1 of 1,,76,87
381,4,1:47.0,,C. Parsons makes 2-pt jump shot from 17 ft (assist by J. Barea),76,89
382,4,1:40.0,Personal foul by C. Parsons (drawn by J. Johnson),,76,89
383,4,1:40.0,J. Johnson makes free throw 1 of 2,,77,89
