,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
0,1,11:41.0,Turnover by B. Beal (bad pass),,0,0
1,1,11:26.0,,N. Vučević misses 2-pt jump shot from 15 ft,0,0
2,1,11:25.0,Defensive rebound by J. Wall,,0,0
3,1,11:14.0,Turnover by B. Beal (kicked ball),,0,0
4,1,10:58.0,,T. Harris makes 2-pt jump shot from 19 ft (assist by E. Fournier),0,2
5,1,10:48.0,Turnover by K. Humphries (bad pass),,0,2
6,1,10:34.0,,E. Fournier misses 2-pt jump shot from 18 ft,0,2
7,1,10:32.0,Defensive rebound by B. Beal,,0,2
8,1,10:22.0,B. Beal misses 2-pt jump shot from 18 ft,,0,2
9,1,10:21.0,Offensive rebound by B. Beal,,0,2
10,1,10:21.0,B. Beal misses 2-pt jump shot from 18 ft,,0,2
11,1,10:21.0,Offensive rebound by B. Beal,,0,2
12,1,10:10.0,K. Humphries misses 2-pt layup at rim (block by N. Vučević),,0,2
13,1,10:08.0,,Defensive rebound by V. Oladipo,0,2
14,1,9:52.0,,E. Payton misses 2-pt jump shot from 21 ft,0,2
15,1,9:51.0,Defensive rebound by M. Gortat,,0,2
16,1,9:36.0,J. Wall makes 3-pt jump shot from 23 ft (assist by M. Gortat),,3,2
17,1,9:15.0,,Shooting foul by M. Gortat (drawn by E. Fournier),3,2
18,1,9:15.0,,E. Fournier misses free throw 1 of 2,3,2
19,1,9:15.0,,Offensive rebound by Team,3,2
20,1,9:15.0,,E. Fournier makes free throw 2 of 2,3,3
21,1,8:51.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,6,3
22,1,8:31.0,,V. Oladipo misses 3-pt jump shot from 25 ft,6,3
23,1,8:30.0,Defensive rebound by J. Wall,,6,3
24,1,8:22.0,J. Wall makes 2-pt jump shot from 16 ft,,8,3
25,1,8:01.0,,Turnover by E. Payton (bad pass; steal by J. Wall),8,3
26,1,7:58.0,Shooting foul by T. Harris (drawn by J. Wall),,8,3
27,1,7:58.0,J. Wall misses free throw 1 of 2,,8,3
28,1,7:58.0,Offensive rebound by Team,,8,3
29,1,7:58.0,J. Wall makes free throw 2 of 2,,9,3
30,1,7:46.0,,E. Fournier makes 2-pt layup from 1 ft (assist by N. Vučević),9,5
31,1,7:37.0,M. Gortat makes 2-pt layup from 1 ft (assist by O. Porter),,11,5
32,1,7:24.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by V. Oladipo),11,7
33,1,7:15.0,J. Wall makes 2-pt jump shot from 15 ft,,13,7
34,1,6:55.0,,E. Payton misses 3-pt jump shot from 22 ft,13,7
35,1,6:55.0,Defensive rebound by K. Humphries,,13,7
36,1,6:47.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,16,7
37,1,6:41.0,,Orlando full timeout,16,7
38,1,6:41.0,,A. Gordon enters the game for T. Harris,16,7
39,1,6:41.0,,C. Watson enters the game for E. Payton,16,7
40,1,6:30.0,,N. Vučević misses 2-pt hook shot from 8 ft,16,7
41,1,6:29.0,,Offensive rebound by V. Oladipo,16,7
42,1,6:29.0,,V. Oladipo makes 2-pt layup from 1 ft,16,9
43,1,6:13.0,B. Beal misses 2-pt jump shot at rim,,16,9
44,1,6:12.0,Offensive rebound by B. Beal,,16,9
45,1,6:12.0,B. Beal makes 2-pt layup at rim (assist by O. Porter),,18,9
46,1,5:58.0,,Turnover by E. Fournier (lost ball; steal by O. Porter),18,9
47,1,5:46.0,O. Porter misses 2-pt layup at rim,,18,9
48,1,5:43.0,,Defensive rebound by N. Vučević,18,9
49,1,5:36.0,,N. Vučević makes 2-pt hook shot at rim,18,11
50,1,5:21.0,J. Wall misses 2-pt jump shot from 10 ft,,18,11
51,1,5:20.0,,Defensive rebound by A. Gordon,18,11
52,1,5:11.0,,N. Vučević makes 2-pt jump shot from 8 ft,18,13
53,1,4:59.0,B. Beal misses 2-pt jump shot from 15 ft,,18,13
54,1,4:57.0,,Defensive rebound by A. Gordon,18,13
55,1,4:57.0,,Personal foul by B. Beal (drawn by A. Gordon),18,13
56,1,4:57.0,R. Sessions enters the game for K. Humphries,,18,13
57,1,4:57.0,D. Gooden enters the game for J. Wall,,18,13
58,1,4:57.0,,E. Payton enters the game for E. Fournier,18,13
59,1,4:57.0,,M. Hezonja enters the game for V. Oladipo,18,13
60,1,4:47.0,,C. Watson misses 2-pt layup from 1 ft,18,13
61,1,4:45.0,,Offensive rebound by A. Gordon,18,13
62,1,4:45.0,,A. Gordon makes 2-pt dunk at rim,18,15
63,1,4:38.0,B. Beal makes 2-pt layup at rim (assist by M. Gortat),,20,15
64,1,4:33.0,,M. Hezonja makes 3-pt jump shot from 27 ft (assist by E. Payton),20,18
65,1,4:22.0,D. Gooden makes 3-pt jump shot from 24 ft (assist by R. Sessions),,23,18
66,1,4:00.0,,M. Hezonja misses 2-pt jump shot from 17 ft,23,18
67,1,3:59.0,Defensive rebound by M. Gortat,,23,18
68,1,3:54.0,R. Sessions misses 2-pt layup at rim (block by N. Vučević),,23,18
69,1,3:50.0,,Defensive rebound by E. Payton,23,18
70,1,3:47.0,,M. Hezonja makes 2-pt jump shot from 6 ft (assist by E. Payton),23,20
71,1,3:39.0,B. Beal makes 2-pt jump shot from 6 ft,,25,20
72,1,3:39.0,Shooting foul by E. Payton (drawn by B. Beal),,25,20
73,1,3:39.0,,D. Dedmon enters the game for N. Vučević,25,20
74,1,3:39.0,N. Hilário enters the game for M. Gortat,,25,20
75,1,3:39.0,B. Beal makes free throw 1 of 1,,26,20
76,1,3:28.0,,E. Payton makes 2-pt jump shot from 20 ft (assist by A. Gordon),26,22
77,1,3:06.0,D. Gooden misses 3-pt jump shot from 24 ft,,26,22
78,1,3:05.0,,Defensive rebound by D. Dedmon,26,22
79,1,2:51.0,,M. Hezonja makes 3-pt jump shot from 22 ft (assist by E. Payton),26,25
80,1,2:33.0,B. Beal makes 2-pt jump shot from 20 ft (assist by R. Sessions),,28,25
81,1,2:23.0,,Personal foul by N. Hilário (drawn by A. Gordon),28,25
82,1,2:23.0,Washington full timeout,,28,25
83,1,2:16.0,,Turnover by M. Hezonja (bad pass; steal by N. Hilário),28,25
84,1,2:09.0,Personal foul by M. Hezonja (drawn by R. Sessions),,28,25
85,1,2:05.0,Personal foul by M. Hezonja (drawn by N. Hilário),,28,25
86,1,1:58.0,Shooting foul by D. Dedmon (drawn by N. Hilário),,28,25
87,1,1:58.0,N. Hilário misses free throw 1 of 2,,28,25
88,1,1:58.0,Offensive rebound by Team,,28,25
89,1,1:58.0,G. Neal enters the game for O. Porter,,28,25
90,1,1:58.0,N. Hilário makes free throw 2 of 2,,29,25
91,1,1:43.0,,Turnover by M. Hezonja (bad pass; steal by R. Sessions),29,25
92,1,1:31.0,N. Hilário misses 2-pt jump shot from 18 ft,,29,25
93,1,1:29.0,,Defensive rebound by A. Gordon,29,25
94,1,1:20.0,,A. Gordon misses 2-pt jump shot from 15 ft,29,25
95,1,1:17.0,Defensive rebound by D. Gooden,,29,25
96,1,1:10.0,Shooting foul by C. Watson (drawn by R. Sessions),,29,25
97,1,1:10.0,R. Sessions makes free throw 1 of 2,,30,25
98,1,1:10.0,R. Sessions makes free throw 2 of 2,,31,25
99,1,0:59.0,,A. Gordon misses 3-pt jump shot from 24 ft,31,25
100,1,0:56.0,Defensive rebound by R. Sessions,,31,25
101,1,0:47.0,B. Beal misses 3-pt jump shot from 23 ft,,31,25
102,1,0:46.0,,Defensive rebound by M. Hezonja,31,25
103,1,0:33.0,,C. Watson makes 2-pt jump shot from 17 ft (assist by E. Payton),31,27
104,1,0:20.0,D. Gooden misses 2-pt jump shot from 4 ft (block by A. Gordon),,31,27
105,1,0:17.0,Offensive rebound by N. Hilário,,31,27
106,1,0:09.0,N. Hilário misses 2-pt jump shot from 19 ft (block by D. Dedmon),,31,27
107,1,0:07.0,,Defensive rebound by M. Hezonja,31,27
108,1,0:06.0,,Personal take foul by R. Sessions (drawn by M. Hezonja),31,27
109,1,0:06.0,,T. Harris enters the game for D. Dedmon,31,27
110,1,0:01.0,,E. Payton misses 2-pt layup from 1 ft,31,27
111,1,0:00.0,,Offensive rebound by A. Gordon,31,27
112,1,0:00.0,,A. Gordon makes 2-pt dunk at rim,31,29
113,2,11:44.0,,D. Dedmon misses 2-pt jump shot from 14 ft,31,29
114,2,11:41.0,,Offensive rebound by E. Payton,31,29
115,2,11:41.0,,E. Payton makes 2-pt layup from 1 ft,31,31
116,2,11:24.0,G. Neal makes 2-pt jump shot from 16 ft (assist by N. Hilário),,33,31
117,2,11:08.0,,T. Harris makes 2-pt jump shot from 7 ft,33,33
118,2,10:56.0,R. Sessions misses 2-pt layup from 1 ft,,33,33
119,2,10:56.0,Offensive rebound by Team,,33,33
120,2,10:56.0,,Loose ball foul by E. Fournier (drawn by R. Sessions),33,33
121,2,10:56.0,,V. Oladipo enters the game for C. Watson,33,33
122,2,10:39.0,N. Hilário misses 2-pt jump shot from 20 ft,,33,33
123,2,10:36.0,,Defensive rebound by V. Oladipo,33,33
124,2,10:28.0,,E. Payton makes 2-pt jump shot from 18 ft (assist by V. Oladipo),33,35
125,2,10:21.0,Turnover by J. Wall (bad pass; steal by V. Oladipo),,33,35
126,2,10:17.0,,V. Oladipo misses 2-pt layup from 1 ft (block by J. Wall),33,35
127,2,10:14.0,,Offensive rebound by T. Harris,33,35
128,2,10:12.0,,D. Dedmon misses 2-pt jump shot from 8 ft,33,35
129,2,10:12.0,Defensive rebound by Team,,33,35
130,2,10:12.0,,Loose ball foul by D. Dedmon (drawn by N. Hilário),33,35
131,2,9:53.0,J. Wall misses 2-pt jump shot from 16 ft,,33,35
132,2,9:52.0,,Defensive rebound by V. Oladipo,33,35
133,2,9:36.0,,D. Dedmon misses 2-pt dunk at rim,33,35
134,2,9:32.0,,Offensive rebound by V. Oladipo,33,35
135,2,9:31.0,,V. Oladipo misses 3-pt jump shot from 23 ft,33,35
136,2,9:28.0,Defensive rebound by R. Sessions,,33,35
137,2,9:26.0,Shooting block foul by T. Harris (drawn by R. Sessions),,33,35
138,2,9:26.0,R. Sessions makes free throw 1 of 2,,34,35
139,2,9:26.0,M. Gortat enters the game for N. Hilário,,34,35
140,2,9:26.0,,C. Watson enters the game for E. Payton,34,35
141,2,9:26.0,,N. Vučević enters the game for D. Dedmon,34,35
142,2,9:26.0,R. Sessions misses free throw 2 of 2,,34,35
143,2,9:25.0,,Defensive rebound by E. Fournier,34,35
144,2,9:15.0,,V. Oladipo makes 2-pt layup at rim (assist by T. Harris),34,37
145,2,9:01.0,G. Neal misses 2-pt jump shot from 20 ft,,34,37
146,2,8:59.0,,Defensive rebound by N. Vučević,34,37
147,2,8:46.0,,V. Oladipo misses 3-pt jump shot from 23 ft,34,37
148,2,8:44.0,Defensive rebound by D. Gooden,,34,37
149,2,8:40.0,J. Wall misses 2-pt layup from 2 ft,,34,37
150,2,8:38.0,,Defensive rebound by N. Vučević,34,37
151,2,8:33.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by T. Harris),34,39
152,2,8:27.0,Washington full timeout,,34,39
153,2,8:27.0,O. Porter enters the game for R. Sessions,,34,39
154,2,8:17.0,O. Porter misses 3-pt jump shot from 23 ft,,34,39
155,2,8:15.0,Offensive rebound by D. Gooden,,34,39
156,2,8:14.0,Personal foul by N. Vučević (drawn by J. Wall),,34,39
157,2,8:06.0,G. Neal makes 2-pt jump shot from 13 ft,,36,39
158,2,7:48.0,Offensive charge foul by N. Vučević (drawn by D. Gooden),,36,39
159,2,7:48.0,,Turnover by N. Vučević (offensive foul),36,39
160,2,7:48.0,,J. Smith enters the game for N. Vučević,36,39
161,2,7:34.0,D. Gooden misses 2-pt jump shot from 21 ft,,36,39
162,2,7:33.0,,Defensive rebound by E. Fournier,36,39
163,2,7:20.0,,J. Smith misses 2-pt jump shot from 20 ft,36,39
164,2,7:19.0,Defensive rebound by G. Neal,,36,39
165,2,7:10.0,M. Gortat makes 2-pt hook shot from 3 ft (assist by J. Wall),,38,39
166,2,7:03.0,,V. Oladipo makes 2-pt jump shot from 20 ft,38,41
167,2,6:46.0,M. Gortat makes 2-pt layup at rim (assist by O. Porter),,40,41
168,2,6:29.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by C. Watson),40,43
169,2,6:17.0,D. Gooden misses 3-pt jump shot from 25 ft,,40,43
170,2,6:16.0,,Defensive rebound by V. Oladipo,40,43
171,2,6:11.0,,V. Oladipo misses 2-pt layup from 3 ft (block by M. Gortat),40,43
172,2,6:11.0,,Offensive rebound by Team,40,43
173,2,6:11.0,K. Humphries enters the game for D. Gooden,,40,43
174,2,6:11.0,,A. Gordon enters the game for E. Fournier,40,43
175,2,6:11.0,,M. Hezonja enters the game for T. Harris,40,43
176,2,6:01.0,,C. Watson misses 2-pt jump shot from 19 ft,40,43
177,2,6:00.0,Defensive rebound by J. Wall,,40,43
178,2,5:56.0,Turnover by J. Wall (lost ball; steal by V. Oladipo),,40,43
179,2,5:45.0,,C. Watson misses 3-pt jump shot from 24 ft,40,43
180,2,5:43.0,Defensive rebound by O. Porter,,40,43
181,2,5:34.0,J. Wall misses 3-pt jump shot from 25 ft,,40,43
182,2,5:32.0,Offensive rebound by K. Humphries,,40,43
183,2,5:32.0,K. Humphries makes 2-pt layup at rim,,42,43
184,2,5:12.0,,V. Oladipo misses 3-pt jump shot from 25 ft,42,43
185,2,5:08.0,Defensive rebound by K. Humphries,,42,43
186,2,5:02.0,G. Neal makes 2-pt jump shot from 20 ft (assist by J. Wall),,44,43
187,2,4:55.0,,Orlando full timeout,44,43
188,2,4:55.0,B. Beal enters the game for G. Neal,,44,43
