,QUARTER,TIME_REMAINING,DALLAS_ACTION,SAN ANTONIO_ACTION,DALLAS_SCORE,SAN ANTONIO_SCORE
0,1,11:39.0,,T. Parker misses 2-pt jump shot from 4 ft,0,0
1,1,11:38.0,Defensive rebound by Z. Pachulia,,0,0
2,1,11:27.0,Personal foul by T. Parker (drawn by D. Williams),,0,0
3,1,11:16.0,C. Parsons misses 2-pt jump shot from 3 ft,,0,0
4,1,11:15.0,,Defensive rebound by K. Leonard,0,0
5,1,11:04.0,,D. Green misses 3-pt jump shot from 26 ft,0,0
6,1,11:03.0,Defensive rebound by D. Nowitzki,,0,0
7,1,10:53.0,Turnover by W. Matthews (traveling),,0,0
8,1,10:44.0,,Def 3 sec tech foul by Z. Pachulia,0,0
9,1,10:44.0,,K. Leonard makes technical free throw,0,1
10,1,10:37.0,,L. Aldridge misses 2-pt jump shot from 18 ft,0,1
11,1,10:36.0,Defensive rebound by D. Williams,,0,1
12,1,10:20.0,Z. Pachulia makes 2-pt jump shot from 10 ft (assist by W. Matthews),,2,1
13,1,10:02.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Parker),2,3
14,1,9:44.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,2,3
15,1,9:41.0,,Defensive rebound by T. Duncan,2,3
16,1,9:33.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by K. Leonard),2,5
17,1,9:14.0,C. Parsons misses 2-pt layup from 1 ft (block by L. Aldridge),,2,5
18,1,9:12.0,,Defensive rebound by T. Duncan,2,5
19,1,9:04.0,,L. Aldridge misses 2-pt jump shot from 16 ft,2,5
20,1,9:03.0,Defensive rebound by Z. Pachulia,,2,5
21,1,8:52.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,2,5
22,1,8:51.0,,Defensive rebound by L. Aldridge,2,5
23,1,8:40.0,,K. Leonard misses 3-pt jump shot from 25 ft,2,5
24,1,8:39.0,Defensive rebound by Z. Pachulia,,2,5
25,1,8:19.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,2,5
26,1,8:18.0,,Defensive rebound by T. Parker,2,5
27,1,8:12.0,,Shooting foul by W. Matthews (drawn by T. Parker),2,5
28,1,8:12.0,,T. Parker makes free throw 1 of 2,2,6
29,1,8:12.0,,T. Parker makes free throw 2 of 2,2,7
30,1,7:59.0,C. Parsons makes 2-pt jump shot from 17 ft (assist by D. Williams),,4,7
31,1,7:47.0,,T. Parker misses 2-pt jump shot from 17 ft,4,7
32,1,7:46.0,Defensive rebound by D. Nowitzki,,4,7
33,1,7:30.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,4,7
34,1,7:30.0,,Defensive rebound by Team,4,7
35,1,7:08.0,,L. Aldridge misses 2-pt jump shot from 8 ft,4,7
36,1,7:07.0,Defensive rebound by C. Parsons,,4,7
37,1,6:57.0,D. Williams misses 2-pt jump shot from 14 ft,,4,7
38,1,6:56.0,,Defensive rebound by T. Parker,4,7
39,1,6:51.0,,T. Parker misses 2-pt layup from 1 ft,4,7
