,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MEMPHIS_ACTION,MINNESOTA_SCORE,MEMPHIS_SCORE
25,1,8:41.0,,Offensive rebound by R. Hollins,12,10
26,1,8:38.0,,R. Hollins misses 2-pt dunk at rim (block by G. Dieng),12,10
27,1,8:35.0,,Offensive rebound by B. Weber,12,10
28,1,8:27.0,,R. Hollins makes 2-pt dunk at rim (assist by T. Allen),12,12
29,1,8:26.0,Minnesota full timeout,,12,12
30,1,8:08.0,G. Dieng makes 2-pt dunk at rim (assist by K. Towns),,14,12
31,1,7:52.0,,T. Allen makes 2-pt layup from 1 ft (assist by M. Barnes),14,14
32,1,7:29.0,Z. LaVine makes 3-pt jump shot from 27 ft,,17,14
33,1,7:20.0,,R. Hollins misses 2-pt hook shot from 3 ft,17,14
34,1,7:18.0,Defensive rebound by G. Dieng,,17,14
35,1,7:04.0,Z. LaVine misses 2-pt jump shot from 19 ft,,17,14
36,1,7:02.0,,Defensive rebound by T. Allen,17,14
37,1,6:49.0,,J. Green misses 2-pt layup from 2 ft,17,14
38,1,6:48.0,,Offensive rebound by J. Green,17,14
39,1,6:46.0,,J. Green makes 2-pt dunk at rim,17,16
40,1,6:26.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by R. Rubio),,20,16
41,1,6:19.0,,Personal foul by R. Rubio,20,16
42,1,6:12.0,,M. Barnes misses 2-pt layup at rim,20,16
43,1,6:10.0,Defensive rebound by A. Wiggins,,20,16
44,1,5:59.0,Turnover by R. Rubio (bad pass),,20,16
45,1,5:48.0,,Personal foul by A. Wiggins,20,16
46,1,5:43.0,,Turnover by B. Weber (bad pass; steal by R. Rubio),20,16
47,1,5:37.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,22,16
48,1,5:20.0,,T. Allen misses 2-pt layup from 2 ft (block by G. Dieng),22,16
49,1,5:18.0,,Offensive rebound by R. Hollins,22,16
50,1,5:15.0,,T. Allen misses 3-pt jump shot from 23 ft,22,16
51,1,5:14.0,Defensive rebound by R. Rubio,,22,16
52,1,5:02.0,Shooting foul by J. Green (drawn by G. Dieng),,22,16
53,1,5:02.0,G. Dieng makes free throw 1 of 2,,23,16
54,1,5:02.0,,J. Martin enters the game for R. Hollins,23,16
55,1,5:02.0,G. Dieng misses free throw 2 of 2,,23,16
56,1,5:01.0,,Defensive rebound by J. Martin,23,16
57,1,4:45.0,,Shooting foul by R. Rubio (drawn by M. Barnes),23,16
58,1,4:45.0,,M. Barnes makes free throw 1 of 2,23,17
59,1,4:45.0,,R. McCallum enters the game for B. Weber,23,17
60,1,4:45.0,T. Jones enters the game for R. Rubio,,23,17
61,1,4:45.0,,L. Stephenson enters the game for T. Allen,23,17
62,1,4:45.0,G. Smith enters the game for K. Towns,,23,17
63,1,4:45.0,,M. Barnes misses free throw 2 of 2,23,17
64,1,4:45.0,Defensive rebound by G. Dieng,,23,17
65,1,4:25.0,G. Smith misses 2-pt layup from 1 ft (block by J. Martin),,23,17
66,1,4:25.0,Offensive rebound by Team,,23,17
67,1,4:22.0,A. Wiggins makes 2-pt jump shot from 6 ft (assist by Z. LaVine),,25,17
68,1,3:55.0,,M. Barnes misses 3-pt jump shot from 24 ft,25,17
69,1,3:55.0,Defensive rebound by A. Wiggins,,25,17
70,1,3:44.0,G. Dieng misses 2-pt layup at rim,,25,17
71,1,3:42.0,,Defensive rebound by J. Martin,25,17
72,1,3:37.0,,J. Martin makes 2-pt layup from 2 ft (assist by R. McCallum),25,19
73,1,3:21.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by G. Dieng),,28,19
74,1,3:01.0,,J. Green misses 2-pt hook shot from 6 ft,28,19
75,1,2:59.0,Defensive rebound by G. Smith,,28,19
76,1,2:54.0,T. Jones makes 2-pt layup from 1 ft,,30,19
77,1,2:54.0,Shooting foul by R. McCallum (drawn by T. Jones),,30,19
78,1,2:54.0,,Memphis full timeout,30,19
79,1,2:54.0,,A. Stepheson enters the game for J. Green,30,19
80,1,2:54.0,K. Towns enters the game for A. Wiggins,,30,19
81,1,2:54.0,T. Prince enters the game for G. Dieng,,30,19
82,1,2:54.0,T. Jones makes free throw 1 of 1,,31,19
83,1,2:33.0,,L. Stephenson misses 2-pt jump shot from 13 ft,31,19
84,1,2:31.0,,Offensive rebound by J. Martin,31,19
85,1,2:31.0,,Shooting foul by Z. LaVine (drawn by J. Martin),31,19
86,1,2:31.0,,J. Martin makes free throw 1 of 2,31,20
87,1,2:31.0,,J. Martin misses free throw 2 of 2,31,20
88,1,2:30.0,Defensive rebound by G. Smith,,31,20
89,1,2:14.0,T. Prince misses 2-pt jump shot from 19 ft,,31,20
90,1,2:14.0,Offensive rebound by K. Towns,,31,20
91,1,2:07.0,Z. LaVine misses 3-pt jump shot from 28 ft,,31,20
92,1,2:06.0,Offensive rebound by T. Prince,,31,20
93,1,1:52.0,Z. LaVine makes 2-pt jump shot from 20 ft (assist by K. Towns),,33,20
94,1,1:38.0,,M. Barnes misses 2-pt layup from 1 ft,33,20
95,1,1:38.0,Defensive rebound by Team,,33,20
96,1,1:38.0,S. Muhammad enters the game for Z. LaVine,,33,20
97,1,1:38.0,,T. Allen enters the game for M. Barnes,33,20
98,1,1:20.0,K. Towns makes 2-pt hook shot from 7 ft,,35,20
99,1,1:12.0,,Shooting foul by G. Smith (drawn by L. Stephenson),35,20
100,1,1:12.0,,L. Stephenson makes free throw 1 of 2,35,21
101,1,1:12.0,,L. Stephenson makes free throw 2 of 2,35,22
102,1,1:00.0,G. Smith makes 2-pt jump shot from 7 ft (assist by T. Jones),,37,22
103,1,0:48.0,,L. Stephenson makes 2-pt jump shot from 5 ft,37,24
104,1,0:48.0,,Shooting foul by T. Prince (drawn by L. Stephenson),37,24
105,1,0:48.0,,L. Stephenson makes free throw 1 of 1,37,25
106,1,0:26.0,Shooting foul by A. Stepheson (drawn by T. Prince),,37,25
107,1,0:26.0,T. Prince makes free throw 1 of 2,,38,25
108,1,0:26.0,,M. Barnes enters the game for A. Stepheson,38,25
109,1,0:26.0,A. Wiggins enters the game for G. Smith,,38,25
110,1,0:26.0,T. Prince makes free throw 2 of 2,,39,25
111,1,0:03.0,,M. Barnes misses 2-pt jump shot from 5 ft (block by T. Jones),39,25
112,1,0:02.0,,Offensive rebound by L. Stephenson,39,25
113,1,0:02.0,,Turnover by Team (shot clock),39,25
114,1,0:01.0,Shooting foul by M. Barnes (drawn by T. Jones),,39,25
115,1,0:01.0,T. Jones makes free throw 1 of 3,,40,25
116,1,0:01.0,T. Jones makes free throw 2 of 3,,41,25
117,1,0:01.0,T. Jones makes free throw 3 of 3,,42,25
118,1,0:00.0,,J. Martin misses 3-pt jump shot from 57 ft,42,25
119,1,0:00.0,,Offensive rebound by Team,42,25
120,2,11:42.0,S. Muhammad misses 2-pt layup from 1 ft,,42,25
121,2,11:41.0,Offensive rebound by S. Muhammad,,42,25
122,2,11:41.0,Shooting foul by L. Stephenson (drawn by S. Muhammad),,42,25
123,2,11:41.0,S. Muhammad misses free throw 1 of 2,,42,25
124,2,11:41.0,Offensive rebound by Team,,42,25
125,2,11:41.0,S. Muhammad misses free throw 2 of 2,,42,25
126,2,11:39.0,,Defensive rebound by T. Allen,42,25
127,2,11:19.0,,L. Stephenson misses 2-pt jump shot from 16 ft,42,25
128,2,11:18.0,Defensive rebound by K. Towns,,42,25
129,2,11:06.0,Turnover by K. Towns (traveling),,42,25
130,2,10:58.0,,Memphis full timeout,42,25
131,2,10:46.0,,R. McCallum makes 3-pt jump shot from 25 ft (assist by J. Martin),42,28
132,2,10:31.0,K. Towns misses 2-pt jump shot from 21 ft,,42,28
133,2,10:31.0,,Defensive rebound by L. Stephenson,42,28
134,2,10:27.0,,Personal foul by G. Smith,42,28
135,2,10:21.0,,Shooting foul by K. Towns (drawn by L. Stephenson),42,28
136,2,10:21.0,,L. Stephenson makes free throw 1 of 2,42,29
137,2,10:21.0,,L. Stephenson makes free throw 2 of 2,42,30
138,2,10:09.0,G. Smith misses 2-pt dunk at rim (block by T. Allen),,42,30
139,2,10:07.0,,Defensive rebound by A. Stepheson,42,30
140,2,9:57.0,,R. McCallum misses 3-pt jump shot from 23 ft,42,30
141,2,9:56.0,Defensive rebound by K. Towns,,42,30
142,2,9:50.0,S. Muhammad makes 2-pt dunk at rim (assist by T. Prince),,44,30
143,2,9:30.0,,J. Martin misses 2-pt jump shot from 17 ft,44,30
144,2,9:29.0,Defensive rebound by K. Towns,,44,30
145,2,9:21.0,G. Smith makes 2-pt dunk at rim (assist by T. Jones),,46,30
146,2,9:01.0,,Def 3 sec tech foul by K. Towns,46,30
147,2,9:01.0,,L. Stephenson makes technical free throw,46,31
148,2,9:01.0,,R. Hollins enters the game for A. Stepheson,46,31
149,2,9:01.0,,B. Weber enters the game for R. McCallum,46,31
150,2,8:46.0,,Turnover by Team (shot clock),46,31
151,2,8:31.0,Shooting foul by R. Hollins (drawn by K. Towns),,46,31
152,2,8:31.0,K. Towns makes free throw 1 of 2,,47,31
153,2,8:31.0,K. Towns makes free throw 2 of 2,,48,31
154,2,8:19.0,,Shooting foul by S. Muhammad (drawn by T. Allen),48,31
155,2,8:19.0,,T. Allen makes free throw 1 of 2,48,32
156,2,8:19.0,,T. Allen makes free throw 2 of 2,48,33
157,2,8:11.0,Turnover by T. Jones (bad pass),,48,33
158,2,7:47.0,,T. Allen misses 2-pt jump shot from 11 ft,48,33
159,2,7:46.0,,Offensive rebound by R. Hollins,48,33
160,2,7:46.0,,R. Hollins makes 2-pt dunk at rim,48,35
161,2,7:35.0,K. Towns makes 2-pt jump shot from 19 ft (assist by T. Jones),,50,35
162,2,7:16.0,,L. Stephenson misses 2-pt layup at rim,50,35
163,2,7:16.0,,Offensive rebound by J. Martin,50,35
164,2,7:16.0,,J. Martin makes 2-pt layup at rim,50,37
165,2,7:03.0,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),,52,37
166,2,6:46.0,,Shooting foul by G. Smith (drawn by L. Stephenson),52,37
167,2,6:46.0,,L. Stephenson misses free throw 1 of 2,52,37
168,2,6:46.0,,Offensive rebound by Team,52,37
169,2,6:46.0,,J. Green enters the game for J. Martin,52,37
170,2,6:46.0,G. Dieng enters the game for G. Smith,,52,37
171,2,6:46.0,A. Wiggins enters the game for S. Muhammad,,52,37
172,2,6:46.0,Z. LaVine enters the game for T. Prince,,52,37
173,2,6:46.0,,L. Stephenson makes free throw 2 of 2,52,38
174,2,6:35.0,Shooting foul by T. Allen (drawn by K. Towns),,52,38
175,2,6:35.0,K. Towns makes free throw 1 of 2,,53,38
176,2,6:35.0,K. Towns makes free throw 2 of 2,,54,38
177,2,6:19.0,,B. Weber misses 2-pt layup from 1 ft (block by T. Jones),54,38
178,2,6:19.0,Defensive rebound by Team,,54,38
179,2,5:56.0,Z. LaVine makes 2-pt jump shot from 17 ft,,56,38
180,2,5:32.0,,L. Stephenson makes 2-pt layup at rim,56,40
181,2,5:23.0,T. Jones misses 3-pt jump shot from 25 ft,,56,40
182,2,5:23.0,Offensive rebound by Team,,56,40
183,2,5:23.0,Minnesota full timeout,,56,40
184,2,5:23.0,R. Rubio enters the game for T. Jones,,56,40
185,2,5:23.0,,M. Barnes enters the game for T. Allen,56,40
186,2,5:23.0,,Violation by Team (jump ball),56,40
187,2,5:12.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Towns),,59,40
188,2,4:50.0,,R. Hollins makes 2-pt hook shot from 5 ft (assist by L. Stephenson),59,42
189,2,4:36.0,K. Towns misses 2-pt jump shot from 21 ft,,59,42
190,2,4:36.0,,Defensive rebound by L. Stephenson,59,42
191,2,4:27.0,,J. Green makes 3-pt jump shot from 24 ft (assist by L. Stephenson),59,45
192,2,4:19.0,Minnesota full timeout,,59,45
193,2,4:15.0,Offensive foul by G. Dieng (drawn by L. Stephenson),,59,45
194,2,4:15.0,Turnover by G. Dieng (offensive foul),,59,45
195,2,4:00.0,,M. Barnes makes 2-pt jump shot from 16 ft,59,47
196,2,3:43.0,Turnover by K. Towns (lost ball),,59,47
197,2,3:19.0,,M. Barnes misses 2-pt jump shot from 20 ft,59,47
198,2,3:19.0,,Offensive rebound by L. Stephenson,59,47
199,2,3:16.0,,L. Stephenson misses 2-pt layup at rim,59,47
200,2,3:16.0,,Offensive rebound by L. Stephenson,59,47
201,2,3:16.0,,L. Stephenson makes 2-pt layup at rim,59,49
202,2,2:58.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by R. Rubio),,62,49
203,2,2:32.0,,J. Green misses 2-pt dunk at rim (block by G. Dieng),62,49
204,2,2:29.0,,Offensive rebound by J. Green,62,49
205,2,2:29.0,,J. Green misses 2-pt layup from 1 ft,62,49
206,2,2:28.0,Defensive rebound by K. Towns,,62,49
207,2,2:22.0,Turnover by R. Rubio (lost ball),,62,49
208,2,2:07.0,,B. Weber misses 2-pt jump shot from 9 ft,62,49
209,2,2:06.0,,Offensive rebound by M. Barnes,62,49
210,2,2:02.0,,R. Hollins makes 2-pt dunk at rim (assist by L. Stephenson),62,51
211,2,1:37.0,Z. LaVine misses 2-pt jump shot from 21 ft,,62,51
212,2,1:36.0,,Defensive rebound by L. Stephenson,62,51
213,2,1:31.0,,L. Stephenson makes 2-pt layup from 1 ft,62,53
214,2,1:23.0,Minnesota full timeout,,62,53
215,2,1:11.0,R. Rubio misses 2-pt jump shot from 19 ft,,62,53
216,2,1:11.0,,Defensive rebound by M. Barnes,62,53
217,2,0:47.0,,L. Stephenson misses 2-pt jump shot from 20 ft,62,53
218,2,0:47.0,,Offensive rebound by Team,62,53
219,2,0:45.0,,Turnover by Team (shot clock),62,53
220,2,0:30.0,Turnover by A. Wiggins (bad pass; steal by R. Hollins),,62,53
221,2,0:25.0,,Memphis full timeout,62,53
222,2,0:08.0,,L. Stephenson makes 2-pt layup from 2 ft,62,55
223,2,0:05.0,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),,64,55
224,2,0:00.0,,B. Weber misses 2-pt jump shot from 19 ft,64,55
225,2,0:00.0,Defensive rebound by Team,,64,55
226,3,11:43.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,66,55
227,3,11:43.0,Shooting foul by R. Hollins (drawn by K. Towns),,66,55
228,3,11:43.0,K. Towns makes free throw 1 of 1,,67,55
229,3,11:25.0,,J. Green misses 3-pt jump shot from 26 ft,67,55
230,3,11:24.0,Defensive rebound by G. Dieng,,67,55
231,3,11:19.0,R. Rubio makes 2-pt layup from 1 ft,,69,55
232,3,11:03.0,,M. Barnes misses 2-pt layup from 2 ft (block by A. Wiggins),69,55
233,3,11:00.0,Defensive rebound by K. Towns,,69,55
234,3,10:48.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by G. Dieng),,71,55
235,3,10:45.0,,Memphis full timeout,71,55
236,3,10:24.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by J. Green),71,58
237,3,10:03.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by G. Dieng),,74,58
238,3,9:42.0,,B. Weber misses 3-pt jump shot from 25 ft,74,58
239,3,9:41.0,Defensive rebound by G. Dieng,,74,58
240,3,9:30.0,Z. LaVine makes 2-pt jump shot from 20 ft (assist by G. Dieng),,76,58
241,3,9:11.0,,M. Barnes misses 3-pt jump shot from 25 ft,76,58
242,3,9:11.0,,Offensive rebound by R. Hollins,76,58
243,3,9:06.0,,T. Allen misses 3-pt jump shot from 24 ft,76,58
244,3,9:05.0,,Offensive rebound by M. Barnes,76,58
245,3,9:03.0,,M. Barnes misses 2-pt layup at rim,76,58
246,3,9:01.0,,Offensive rebound by M. Barnes,76,58
247,3,9:01.0,,M. Barnes makes 2-pt layup at rim,76,60
248,3,8:46.0,Z. LaVine makes 2-pt jump shot from 21 ft (assist by R. Rubio),,78,60
249,3,8:25.0,,M. Barnes misses 3-pt jump shot from 22 ft,78,60
250,3,8:25.0,,Offensive rebound by R. Hollins,78,60
251,3,8:21.0,,J. Green misses 2-pt dunk at rim (block by K. Towns),78,60
252,3,8:18.0,,Offensive rebound by M. Barnes,78,60
253,3,8:18.0,,M. Barnes misses 2-pt layup from 1 ft,78,60
254,3,8:17.0,,Offensive rebound by Team,78,60
255,3,8:16.0,,Turnover by M. Barnes (bad pass; steal by K. Towns),78,60
256,3,8:00.0,G. Dieng makes 2-pt jump shot from 8 ft (assist by A. Wiggins),,80,60
257,3,7:47.0,,B. Weber makes 2-pt jump shot from 20 ft,80,62
258,3,7:25.0,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),,82,62
259,3,7:10.0,,J. Green misses 2-pt jump shot from 7 ft,82,62
260,3,7:07.0,Defensive rebound by A. Wiggins,,82,62
261,3,7:04.0,,L. Stephenson enters the game for R. Hollins,82,62
262,3,6:57.0,Z. LaVine misses 3-pt jump shot from 25 ft,,82,62
263,3,6:57.0,,Defensive rebound by B. Weber,82,62
264,3,6:48.0,,B. Weber makes 2-pt jump shot from 20 ft,82,64
265,3,6:24.0,R. Rubio misses 3-pt jump shot from 24 ft,,82,64
266,3,6:23.0,,Defensive rebound by J. Green,82,64
267,3,6:12.0,,Offensive foul by J. Green (drawn by R. Rubio),82,64
268,3,6:12.0,,Turnover by J. Green (offensive foul),82,64
269,3,6:12.0,T. Prince enters the game for G. Dieng,,82,64
270,3,5:56.0,A. Wiggins misses 2-pt jump shot from 5 ft (block by M. Barnes),,82,64
271,3,5:55.0,,Defensive rebound by T. Allen,82,64
272,3,5:53.0,,T. Allen makes 2-pt dunk at rim (assist by B. Weber),82,66
273,3,5:32.0,A. Wiggins misses 3-pt jump shot from 23 ft,,82,66
274,3,5:31.0,,Defensive rebound by M. Barnes,82,66
275,3,5:27.0,,J. Green makes 2-pt layup from 1 ft (assist by B. Weber),82,68
276,3,5:27.0,,Shooting foul by R. Rubio (drawn by J. Green),82,68
277,3,5:27.0,,J. Green misses free throw 1 of 1,82,68
278,3,5:26.0,,Offensive rebound by M. Barnes,82,68
279,3,5:24.0,,Turnover by M. Barnes (traveling),82,68
280,3,5:15.0,A. Wiggins misses 3-pt jump shot from 25 ft,,82,68
281,3,5:15.0,,Defensive rebound by J. Green,82,68
282,3,5:03.0,,L. Stephenson misses 2-pt jump shot from 11 ft (block by A. Wiggins),82,68
283,3,5:01.0,,Offensive rebound by J. Green,82,68
284,3,5:00.0,,Personal foul by A. Wiggins,82,68
285,3,4:53.0,,M. Barnes misses 2-pt layup from 1 ft,82,68
286,3,4:51.0,Defensive rebound by Z. LaVine,,82,68
287,3,4:39.0,Turnover by K. Towns (lost ball; steal by B. Weber),,82,68
288,3,4:34.0,,J. Green makes 2-pt dunk at rim (assist by B. Weber),82,70
289,3,4:34.0,Minnesota full timeout,,82,70
290,3,4:34.0,S. Muhammad enters the game for A. Wiggins,,82,70
291,3,4:10.0,Turnover by Team (shot clock),,82,70
292,3,3:56.0,,L. Stephenson misses 3-pt jump shot from 25 ft,82,70
293,3,3:54.0,,Offensive rebound by J. Green,82,70
294,3,3:54.0,,J. Green misses 2-pt layup at rim,82,70
295,3,3:54.0,,Offensive rebound by J. Green,82,70
296,3,3:54.0,,J. Green makes 2-pt layup at rim,82,72
297,3,3:54.0,,Shooting foul by K. Towns (drawn by J. Green),82,72
298,3,3:54.0,G. Dieng enters the game for K. Towns,,82,72
299,3,3:54.0,,J. Green makes free throw 1 of 1,82,73
300,3,3:37.0,Z. LaVine misses 2-pt jump shot from 18 ft,,82,73
301,3,3:36.0,,Defensive rebound by B. Weber,82,73
302,3,3:29.0,,B. Weber misses 2-pt jump shot from 20 ft,82,73
303,3,3:27.0,,Offensive rebound by Team,82,73
304,3,3:15.0,,L. Stephenson misses 2-pt jump shot from 14 ft,82,73
305,3,3:13.0,Defensive rebound by R. Rubio,,82,73
306,3,2:53.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by G. Dieng),,85,73
307,3,2:27.0,,M. Barnes misses 3-pt jump shot from 25 ft,85,73
308,3,2:27.0,Defensive rebound by T. Prince,,85,73
309,3,2:19.0,Shooting foul by B. Weber (drawn by R. Rubio),,85,73
310,3,2:19.0,R. Rubio makes free throw 1 of 2,,86,73
311,3,2:19.0,,J. Martin enters the game for J. Green,86,73
312,3,2:19.0,R. Rubio misses free throw 2 of 2,,86,73
313,3,2:18.0,,Defensive rebound by M. Barnes,86,73
314,3,1:57.0,,Personal foul by R. Rubio,86,73
315,3,1:57.0,T. Jones enters the game for R. Rubio,,86,73
316,3,1:46.0,,M. Barnes makes 2-pt dunk at rim (assist by B. Weber),86,75
317,3,1:22.0,Z. LaVine makes 2-pt jump shot from 19 ft,,88,75
318,3,1:13.0,,J. Martin makes 2-pt jump shot from 4 ft (assist by M. Barnes),88,77
319,3,1:13.0,,Shooting foul by G. Dieng (drawn by J. Martin),88,77
320,3,1:13.0,,R. McCallum enters the game for B. Weber,88,77
321,3,1:13.0,,J. Martin makes free throw 1 of 1,88,78
322,3,0:56.0,Z. LaVine misses 3-pt jump shot from 23 ft,,88,78
323,3,0:55.0,,Defensive rebound by J. Martin,88,78
324,3,0:45.0,,Turnover by L. Stephenson (bad pass; steal by T. Prince),88,78
325,3,0:39.0,Personal take foul by M. Barnes,,88,78
326,3,0:28.0,T. Prince makes 2-pt hook shot from 9 ft (assist by T. Jones),,90,78
327,3,0:09.0,,L. Stephenson misses 2-pt layup from 1 ft,90,78
328,3,0:07.0,,Offensive rebound by M. Barnes,90,78
329,3,0:05.0,,M. Barnes misses 2-pt layup from 1 ft,90,78
330,3,0:04.0,Defensive rebound by S. Muhammad,,90,78
331,4,11:37.0,,B. Weber makes 2-pt layup at rim,90,80
332,4,11:06.0,S. Muhammad misses 3-pt jump shot from 25 ft,,90,80
333,4,11:05.0,Offensive rebound by S. Muhammad,,90,80
334,4,11:04.0,Turnover by S. Muhammad (traveling),,90,80
335,4,10:46.0,,J. Martin misses 2-pt layup from 1 ft,90,80
336,4,10:44.0,Defensive rebound by Z. LaVine,,90,80
337,4,10:32.0,S. Muhammad misses 3-pt jump shot from 22 ft,,90,80
338,4,10:31.0,,Defensive rebound by J. Martin,90,80
339,4,10:24.0,,R. McCallum misses 2-pt jump shot from 9 ft,90,80
340,4,10:21.0,Defensive rebound by T. Prince,,90,80
341,4,10:08.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by T. Prince),,93,80
342,4,9:47.0,,J. Martin misses 2-pt jump shot from 19 ft,93,80
343,4,9:47.0,Defensive rebound by G. Dieng,,93,80
344,4,9:28.0,S. Muhammad misses 2-pt jump shot from 5 ft (block by M. Barnes),,93,80
345,4,9:28.0,K. Towns enters the game for G. Dieng,,93,80
346,4,9:28.0,Offensive rebound by Team,,93,80
347,4,9:18.0,T. Jones makes 2-pt jump shot from 5 ft,,95,80
348,4,9:05.0,,L. Stephenson makes 2-pt jump shot from 19 ft,95,82
349,4,8:52.0,Personal foul by M. Barnes,,95,82
350,4,8:52.0,Minnesota full timeout,,95,82
351,4,8:52.0,,R. Hollins enters the game for M. Barnes,95,82
352,4,8:48.0,K. Towns misses 2-pt hook shot from 6 ft,,95,82
353,4,8:46.0,,Defensive rebound by L. Stephenson,95,82
354,4,8:34.0,,Turnover by R. Hollins (lost ball),95,82
355,4,8:34.0,G. Smith enters the game for S. Muhammad,,95,82
356,4,8:17.0,Z. LaVine misses 2-pt jump shot from 11 ft (block by B. Weber),,95,82
357,4,8:17.0,Offensive rebound by Team,,95,82
358,4,8:13.0,Z. LaVine misses 3-pt jump shot from 23 ft,,95,82
359,4,8:12.0,Offensive rebound by K. Towns,,95,82
360,4,8:01.0,Turnover by T. Jones (bad pass),,95,82
361,4,7:41.0,,B. Weber makes 2-pt jump shot from 16 ft,95,84
362,4,7:27.0,T. Prince makes 2-pt dunk at rim (assist by K. Towns),,97,84
363,4,7:09.0,,Turnover by B. Weber (bad pass; steal by T. Jones),97,84
364,4,7:06.0,Shooting foul by J. Martin (drawn by T. Jones),,97,84
365,4,7:06.0,T. Jones misses free throw 1 of 2,,97,84
366,4,7:06.0,Offensive rebound by Team,,97,84
367,4,7:06.0,A. Wiggins enters the game for T. Prince,,97,84
368,4,7:06.0,T. Jones misses free throw 2 of 2,,97,84
369,4,7:04.0,,Defensive rebound by L. Stephenson,97,84
370,4,6:51.0,,R. McCallum makes 3-pt jump shot from 25 ft (assist by L. Stephenson),97,87
371,4,6:34.0,T. Jones makes 2-pt jump shot from 12 ft,,99,87
372,4,6:12.0,,Turnover by R. McCallum (bad pass; steal by K. Towns),99,87
373,4,6:08.0,Shooting foul by L. Stephenson (drawn by K. Towns),,99,87
374,4,6:08.0,K. Towns misses free throw 1 of 2,,99,87
375,4,6:08.0,Offensive rebound by Team,,99,87
376,4,6:08.0,R. Rubio enters the game for Z. LaVine,,99,87
377,4,6:08.0,,T. Allen enters the game for J. Martin,99,87
378,4,6:08.0,T. Prince enters the game for T. Jones,,99,87
379,4,6:08.0,K. Towns makes free throw 2 of 2,,100,87
380,4,5:49.0,,T. Allen makes 2-pt layup from 1 ft (assist by R. Hollins),100,89
381,4,5:33.0,Personal foul by T. Allen,,100,89
382,4,5:33.0,,Memphis full timeout,100,89
383,4,5:33.0,,J. Green enters the game for R. Hollins,100,89
384,4,5:33.0,,J. Martin enters the game for B. Weber,100,89
385,4,5:33.0,,M. Barnes enters the game for R. McCallum,100,89
386,4,5:33.0,Z. LaVine enters the game for G. Smith,,100,89
387,4,5:22.0,T. Prince misses 2-pt jump shot from 18 ft,,100,89
388,4,5:21.0,,Defensive rebound by J. Martin,100,89
389,4,5:05.0,,Turnover by J. Green (bad pass),100,89
390,4,5:05.0,,Loose ball foul by L. Stephenson,100,89
391,4,5:05.0,R. Rubio makes free throw 1 of 2,,101,89
