,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SACRAMENTO_ACTION,MINNESOTA_SCORE,SACRAMENTO_SCORE
0,1,11:43.0,,Shooting foul by K. Towns (drawn by R. Gay),0,0
1,1,11:43.0,,R. Gay makes free throw 1 of 2,0,1
2,1,11:43.0,,R. Gay makes free throw 2 of 2,0,2
3,1,11:25.0,A. Wiggins makes 3-pt jump shot from 24 ft,,3,2
4,1,11:13.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),3,4
5,1,10:52.0,K. Towns misses 2-pt hook shot from 4 ft,,3,4
6,1,10:51.0,,Defensive rebound by K. Koufos,3,4
7,1,10:42.0,,K. Koufos misses 2-pt jump shot from 3 ft (block by G. Dieng),3,4
8,1,10:38.0,,Offensive rebound by W. Cauley-Stein,3,4
9,1,10:36.0,,W. Cauley-Stein makes 2-pt hook shot from 5 ft,3,6
10,1,10:26.0,A. Wiggins misses 2-pt layup from 3 ft,,3,6
11,1,10:25.0,,Defensive rebound by R. Gay,3,6
12,1,10:15.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by R. Gay),3,8
13,1,10:02.0,Personal block foul by K. Koufos,,3,8
14,1,9:52.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by R. Rubio),,5,8
15,1,9:42.0,,Turnover by W. Cauley-Stein (traveling),5,8
16,1,9:30.0,K. Towns misses 2-pt jump shot from 21 ft,,5,8
17,1,9:29.0,,Defensive rebound by K. Koufos,5,8
18,1,9:16.0,,K. Koufos misses 2-pt hook shot from 8 ft,5,8
19,1,9:16.0,Defensive rebound by G. Dieng,,5,8
20,1,9:06.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by R. Rubio),,8,8
21,1,8:52.0,,R. Gay misses 2-pt jump shot from 13 ft,8,8
22,1,8:51.0,Defensive rebound by G. Dieng,,8,8
23,1,8:47.0,Shooting foul by K. Koufos (drawn by K. Towns),,8,8
24,1,8:47.0,K. Towns makes free throw 1 of 2,,9,8
25,1,8:47.0,,Q. Acy enters the game for K. Koufos,9,8
26,1,8:47.0,K. Towns makes free throw 2 of 2,,10,8
27,1,8:28.0,,Turnover by D. Collison (bad pass; steal by Z. LaVine),10,8
28,1,8:23.0,Z. LaVine makes 2-pt dunk at rim,,12,8
29,1,8:13.0,,S. Curry misses 2-pt layup from 3 ft,12,8
30,1,8:13.0,Defensive rebound by G. Dieng,,12,8
31,1,8:05.0,Z. LaVine misses 3-pt jump shot from 25 ft,,12,8
32,1,8:04.0,,Defensive rebound by D. Collison,12,8
33,1,8:02.0,,Shooting foul by R. Rubio (drawn by D. Collison),12,8
34,1,8:02.0,,D. Collison makes free throw 1 of 2,12,9
35,1,8:02.0,,D. Collison makes free throw 2 of 2,12,10
36,1,7:48.0,G. Dieng misses 2-pt jump shot from 13 ft,,12,10
37,1,7:47.0,,Defensive rebound by W. Cauley-Stein,12,10
38,1,7:41.0,,Q. Acy misses 2-pt layup from 2 ft,12,10
39,1,7:41.0,Defensive rebound by R. Rubio,,12,10
40,1,7:36.0,Turnover by R. Rubio (bad pass; steal by W. Cauley-Stein),,12,10
41,1,7:31.0,,D. Collison misses 3-pt jump shot from 25 ft,12,10
42,1,7:30.0,,Offensive rebound by Q. Acy,12,10
43,1,7:18.0,,S. Curry misses 3-pt jump shot from 26 ft,12,10
44,1,7:17.0,,Offensive rebound by R. Gay,12,10
45,1,7:14.0,,Turnover by R. Gay (lost ball; steal by Z. LaVine),12,10
46,1,7:08.0,G. Dieng makes 2-pt dunk at rim,,14,10
47,1,6:46.0,,Turnover by S. Curry (lost ball; steal by Z. LaVine),14,10
48,1,6:43.0,Shooting foul by Q. Acy (drawn by Z. LaVine),,14,10
49,1,6:43.0,,Violation by Team (jump ball),14,10
50,1,6:43.0,Z. LaVine makes free throw 1 of 2,,15,10
51,1,6:43.0,,E. Moreland enters the game for W. Cauley-Stein,15,10
52,1,6:43.0,Z. LaVine makes free throw 2 of 2,,16,10
53,1,6:30.0,,Turnover by E. Moreland (bad pass),16,10
54,1,6:19.0,K. Towns misses 2-pt jump shot from 21 ft,,16,10
55,1,6:18.0,,Defensive rebound by R. Gay,16,10
56,1,6:12.0,,Q. Acy makes 2-pt dunk at rim (assist by R. Gay),16,12
57,1,6:04.0,Minnesota full timeout,,16,12
58,1,5:55.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by R. Rubio),,19,12
