,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
391,4,5:37.0,,R. Stuckey enters the game for M. Ellis,109,88
392,4,5:37.0,,L. Allen enters the game for G. Hill,109,88
393,4,5:37.0,,C. Budinger enters the game for J. Hill,109,88
394,4,5:25.0,,J. Young misses 3-pt jump shot from 25 ft,109,88
395,4,5:24.0,,Offensive rebound by L. Allen,109,88
396,4,5:20.0,,C. Budinger misses 3-pt jump shot from 24 ft,109,88
397,4,5:18.0,,Offensive rebound by C. Budinger,109,88
398,4,5:16.0,,C. Budinger makes 2-pt layup from 1 ft,109,90
399,4,5:01.0,Shooting foul by C. Budinger (drawn by M. Plumlee),,109,90
400,4,5:01.0,M. Plumlee misses free throw 1 of 2,,109,90
401,4,5:01.0,Offensive rebound by Team,,109,90
402,4,5:01.0,M. Plumlee misses free throw 2 of 2,,109,90
403,4,5:01.0,,Defensive rebound by L. Allen,109,90
404,4,4:47.0,,R. Stuckey makes 2-pt jump shot from 18 ft (assist by L. Allen),109,92
405,4,4:26.0,D. Lillard misses 2-pt layup from 2 ft,,109,92
406,4,4:26.0,,Defensive rebound by C. Budinger,109,92
407,4,4:18.0,,C. Budinger misses 2-pt layup from 1 ft,109,92
408,4,4:18.0,Defensive rebound by M. Plumlee,,109,92
409,4,4:17.0,Turnover by M. Plumlee (lost ball),,109,92
410,4,4:17.0,N. Vonleh enters the game for M. Plumlee,,109,92
411,4,4:17.0,A. Crabbe enters the game for E. Davis,,109,92
412,4,4:05.0,,G. Robinson makes 2-pt jump shot from 18 ft,109,94
413,4,4:00.0,Turnover by N. Vonleh (bad pass),,109,94
414,4,3:59.0,,G. Robinson makes 2-pt layup from 2 ft (assist by C. Budinger),109,96
415,4,3:59.0,,Shooting foul by N. Vonleh (drawn by G. Robinson),109,96
416,4,3:59.0,,G. Robinson misses free throw 1 of 1,109,96
417,4,3:59.0,Defensive rebound by A. Crabbe,,109,96
418,4,3:36.0,D. Lillard misses 2-pt jump shot from 5 ft (block by L. Allen),,109,96
419,4,3:35.0,,Defensive rebound by J. Young,109,96
420,4,3:30.0,,J. Young misses 2-pt layup at rim,109,96
421,4,3:29.0,,Offensive rebound by L. Allen,109,96
422,4,3:29.0,C. McCollum enters the game for G. Henderson,,109,96
423,4,3:20.0,,J. Young misses 2-pt jump shot from 12 ft,109,96
424,4,3:19.0,Defensive rebound by A. Aminu,,109,96
425,4,3:03.0,N. Vonleh misses 2-pt jump shot from 19 ft,,109,96
426,4,3:00.0,,Defensive rebound by G. Robinson,109,96
427,4,2:59.0,,Personal foul by A. Aminu (drawn by G. Robinson),109,96
428,4,2:59.0,Official timeout,,109,96
429,4,2:59.0,E. Davis enters the game for N. Vonleh,,109,96
430,4,2:43.0,,R. Stuckey makes 2-pt jump shot from 19 ft (assist by L. Allen),109,98
431,4,2:24.0,C. McCollum misses 2-pt jump shot from 12 ft,,109,98
432,4,2:23.0,,Defensive rebound by C. Budinger,109,98
433,4,2:17.0,,Turnover by J. Young (lost ball),109,98
434,4,2:06.0,,S. Hill enters the game for R. Stuckey,109,98
435,4,2:00.0,D. Lillard misses 3-pt jump shot from 28 ft,,109,98
436,4,1:59.0,,Defensive rebound by G. Robinson,109,98
437,4,1:40.0,,G. Robinson misses 2-pt jump shot from 18 ft,109,98
438,4,1:39.0,Defensive rebound by D. Lillard,,109,98
439,4,1:22.0,Personal foul by L. Allen (drawn by D. Lillard),,109,98
440,4,1:10.0,C. McCollum misses 2-pt jump shot from 12 ft,,109,98
441,4,1:10.0,,Defensive rebound by L. Allen,109,98
442,4,1:02.0,,J. Young makes 2-pt jump shot from 21 ft,109,100
443,4,0:41.0,D. Lillard makes 2-pt layup at rim,,111,100
444,4,0:34.0,,L. Allen makes 2-pt jump shot from 12 ft (assist by J. Young),111,102
445,4,0:09.0,C. McCollum misses 2-pt jump shot from 18 ft,,111,102
446,4,0:07.0,Offensive rebound by A. Aminu,,111,102
