,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,TORONTO_ACTION,NEW ORLEANS_SCORE,TORONTO_SCORE
166,2,5:35.0,E. Gordon misses 2-pt jump shot from 21 ft,,34,28
167,2,5:35.0,,Defensive rebound by K. Lowry,34,28
168,2,5:23.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),34,30
169,2,5:12.0,T. Douglas misses 2-pt jump shot from 6 ft,,34,30
170,2,5:12.0,,Defensive rebound by J. Valančiūnas,34,30
171,2,5:04.0,,D. Carroll misses 3-pt jump shot from 25 ft,34,30
172,2,5:04.0,Defensive rebound by R. Anderson,,34,30
173,2,4:45.0,R. Anderson misses 3-pt jump shot from 24 ft,,34,30
174,2,4:45.0,Offensive rebound by L. Babbitt,,34,30
175,2,4:41.0,L. Babbitt makes 2-pt jump shot from 7 ft,,36,30
176,2,4:33.0,,Toronto full timeout,36,30
177,2,4:33.0,,D. DeRozan enters the game for P. Patterson,36,30
178,2,4:24.0,,K. Lowry misses 2-pt layup from 3 ft,36,30
179,2,4:23.0,,Offensive rebound by J. Valančiūnas,36,30
180,2,4:21.0,,J. Valančiūnas misses 2-pt jump shot from 1 ft,36,30
181,2,4:20.0,Defensive rebound by R. Anderson,,36,30
182,2,4:07.0,E. Gordon makes 2-pt layup from 3 ft,,38,30
183,2,3:50.0,,D. DeRozan makes 2-pt jump shot from 8 ft,38,32
184,2,3:27.0,Ö. Aşık misses 2-pt jump shot from 3 ft (block by D. Carroll),,38,32
185,2,3:26.0,,Defensive rebound by J. Valančiūnas,38,32
186,2,3:18.0,,C. Joseph misses 3-pt jump shot from 24 ft,38,32
187,2,3:17.0,,Offensive rebound by D. Carroll,38,32
188,2,3:02.0,,D. Carroll misses 2-pt layup from 2 ft (block by Ö. Aşık),38,32
189,2,3:02.0,,Offensive rebound by J. Valančiūnas,38,32
190,2,3:02.0,,Personal foul by L. Babbitt (drawn by J. Valančiūnas),38,32
191,2,3:02.0,,J. Valančiūnas makes free throw 1 of 2,38,33
192,2,3:02.0,A. Gee enters the game for L. Babbitt,,38,33
193,2,3:02.0,,L. Scola enters the game for K. Lowry,38,33
194,2,3:02.0,I. Smith enters the game for T. Douglas,,38,33
195,2,3:02.0,,J. Valančiūnas misses free throw 2 of 2,38,33
196,2,3:01.0,Defensive rebound by Ö. Aşık,,38,33
197,2,2:49.0,E. Gordon makes 2-pt layup from 3 ft (assist by R. Anderson),,40,33
198,2,2:30.0,,D. Carroll misses 3-pt jump shot from 27 ft,40,33
199,2,2:29.0,Defensive rebound by Ö. Aşık,,40,33
200,2,2:07.0,I. Smith misses 2-pt jump shot from 12 ft,,40,33
201,2,2:06.0,,Defensive rebound by D. DeRozan,40,33
202,2,2:00.0,,Personal foul by I. Smith (drawn by J. Valančiūnas),40,33
203,2,2:00.0,New Orleans full timeout,,40,33
204,2,2:00.0,,J. Valančiūnas makes free throw 1 of 2,40,34
205,2,2:00.0,,J. Valančiūnas makes free throw 2 of 2,40,35
206,2,1:48.0,Offensive foul by Ö. Aşık (drawn by D. Carroll),,40,35
207,2,1:48.0,Turnover by Ö. Aşık (offensive foul),,40,35
208,2,1:30.0,,J. Valančiūnas makes 2-pt jump shot from 2 ft (assist by D. DeRozan),40,37
209,2,1:13.0,E. Gordon misses 2-pt jump shot from 18 ft,,40,37
210,2,1:12.0,,Defensive rebound by C. Joseph,40,37
211,2,0:53.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. DeRozan),40,40
212,2,0:34.0,R. Anderson misses 2-pt hook shot from 6 ft,,40,40
213,2,0:34.0,,Defensive rebound by D. Carroll,40,40
214,2,0:29.0,Offensive charge foul by C. Joseph (drawn by I. Smith),,40,40
215,2,0:29.0,,Turnover by C. Joseph (offensive foul),40,40
216,2,0:08.0,E. Gordon misses 2-pt jump shot from 6 ft,,40,40
217,2,0:07.0,Offensive rebound by Ö. Aşık,,40,40
218,2,0:06.0,Ö. Aşık misses 2-pt layup from 2 ft (block by C. Joseph),,40,40
219,2,0:06.0,Offensive rebound by Team,,40,40
220,2,0:06.0,New Orleans full timeout,,40,40
221,2,0:06.0,,N. Powell enters the game for D. Carroll,40,40
222,2,0:06.0,L. Babbitt enters the game for A. Gee,,40,40
223,2,0:02.0,R. Anderson misses 2-pt jump shot from 18 ft,,40,40
224,2,0:02.0,,Defensive rebound by D. DeRozan,40,40
225,3,11:49.0,A. Gee misses 3-pt jump shot from 24 ft,,40,40
226,3,11:48.0,,Defensive rebound by K. Lowry,40,40
227,3,11:32.0,,J. Valančiūnas makes 2-pt jump shot from 13 ft (assist by D. Carroll),40,42
228,3,11:22.0,J. Holiday makes 3-pt jump shot from 26 ft,,43,42
229,3,10:59.0,,K. Lowry misses 2-pt jump shot from 14 ft,43,42
230,3,10:59.0,,Offensive rebound by J. Valančiūnas,43,42
231,3,10:57.0,,J. Valančiūnas misses 2-pt jump shot from 2 ft,43,42
232,3,10:56.0,,Offensive rebound by J. Valančiūnas,43,42
233,3,10:52.0,,L. Scola makes 2-pt jump shot from 19 ft,43,44
234,3,10:46.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by E. Gordon),,46,44
235,3,10:27.0,,D. Carroll makes 2-pt jump shot from 6 ft,46,46
236,3,10:19.0,J. Holiday makes 2-pt jump shot from 15 ft,,48,46
237,3,10:03.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by K. Lowry),48,48
238,3,9:49.0,Turnover by Ö. Aşık (lost ball; steal by K. Lowry),,48,48
239,3,9:36.0,,L. Scola misses 2-pt jump shot from 10 ft,48,48
240,3,9:35.0,,Offensive rebound by J. Valančiūnas,48,48
241,3,9:27.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,48,50
242,3,9:07.0,Turnover by Ö. Aşık (traveling),,48,50
243,3,8:53.0,,D. DeRozan misses 2-pt jump shot from 4 ft,48,50
244,3,8:52.0,Defensive rebound by A. Gee,,48,50
245,3,8:43.0,R. Anderson makes 2-pt layup from 1 ft (assist by A. Gee),,50,50
246,3,8:22.0,,D. Carroll misses 2-pt jump shot from 8 ft,50,50
247,3,8:21.0,Defensive rebound by R. Anderson,,50,50
248,3,8:09.0,Personal foul by L. Scola (drawn by E. Gordon),,50,50
249,3,7:58.0,Turnover by E. Gordon (bad pass),,50,50
250,3,7:39.0,,K. Lowry makes 3-pt jump shot from 25 ft,50,53
251,3,7:25.0,R. Anderson misses 3-pt jump shot from 27 ft,,50,53
252,3,7:25.0,,Defensive rebound by Team,50,53
253,3,7:17.0,,Shooting foul by A. Gee (drawn by D. DeRozan),50,53
254,3,7:17.0,,D. DeRozan makes free throw 1 of 2,50,54
255,3,7:17.0,,D. DeRozan makes free throw 2 of 2,50,55
256,3,7:05.0,J. Holiday makes 2-pt jump shot from 8 ft,,52,55
257,3,6:43.0,,D. Carroll makes 2-pt jump shot from 7 ft (assist by D. DeRozan),52,57
258,3,6:31.0,E. Gordon misses 3-pt jump shot from 25 ft,,52,57
259,3,6:31.0,Offensive rebound by Team,,52,57
260,3,6:31.0,,Loose ball foul by J. Valančiūnas (drawn by R. Anderson),52,57
261,3,6:22.0,E. Gordon misses 3-pt jump shot from 25 ft,,52,57
262,3,6:21.0,,Defensive rebound by D. DeRozan,52,57
263,3,6:10.0,,L. Scola makes 2-pt hook shot from 7 ft,52,59
264,3,6:10.0,New Orleans full timeout,,52,59
265,3,5:58.0,R. Anderson misses 2-pt jump shot from 19 ft,,52,59
266,3,5:57.0,,Defensive rebound by Team,52,59
267,3,5:40.0,,Turnover by K. Lowry (lost ball; steal by J. Holiday),52,59
268,3,5:26.0,R. Anderson misses 2-pt layup from 3 ft (block by J. Valančiūnas),,52,59
269,3,5:26.0,,Defensive rebound by Team,52,59
270,3,5:09.0,,L. Scola misses 2-pt jump shot from 19 ft,52,59
271,3,5:09.0,Defensive rebound by A. Gee,,52,59
272,3,4:58.0,Shooting foul by D. Carroll (drawn by Ö. Aşık),,52,59
273,3,4:58.0,Ö. Aşık misses free throw 1 of 2,,52,59
274,3,4:58.0,Offensive rebound by Team,,52,59
275,3,4:58.0,Ö. Aşık makes free throw 2 of 2,,53,59
276,3,4:42.0,,Turnover by J. Valančiūnas (traveling),53,59
277,3,4:32.0,E. Gordon makes 2-pt layup from 3 ft,,55,59
278,3,4:23.0,,Personal foul by A. Gee (drawn by D. DeRozan),55,59
279,3,4:15.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),55,62
280,3,4:08.0,Turnover by J. Holiday (palming),,55,62
281,3,3:57.0,,L. Scola makes 3-pt jump shot from 24 ft (assist by D. DeRozan),55,65
282,3,3:32.0,Turnover by E. Gordon (lost ball; steal by D. Carroll),,55,65
283,3,3:20.0,,L. Scola misses 2-pt hook shot from 11 ft,55,65
284,3,3:19.0,Defensive rebound by Ö. Aşık,,55,65
285,3,3:12.0,J. Holiday misses 2-pt layup from 2 ft,,55,65
286,3,3:12.0,Offensive rebound by A. Gee,,55,65
287,3,3:08.0,A. Gee misses 2-pt jump shot at rim,,55,65
288,3,3:08.0,,Defensive rebound by D. DeRozan,55,65
289,3,3:02.0,,Turnover by J. Valančiūnas (offensive foul),55,65
290,3,3:02.0,,Offensive foul by J. Valančiūnas (drawn by J. Holiday),55,65
291,3,3:02.0,I. Smith enters the game for J. Holiday,,55,65
292,3,3:02.0,A. Ajinça enters the game for Ö. Aşık,,55,65
293,3,3:02.0,,Violation by Team (delay of game),55,65
294,3,3:02.0,,Technical foul by J. Valančiūnas,55,65
295,3,3:02.0,E. Gordon makes technical free throw,,56,65
296,3,3:02.0,,B. Biyombo enters the game for J. Valančiūnas,56,65
297,3,3:02.0,,C. Joseph enters the game for D. Carroll,56,65
298,3,2:48.0,Turnover by I. Smith (bad pass; steal by D. DeRozan),,56,65
299,3,2:43.0,,D. DeRozan makes 2-pt jump shot at rim (assist by K. Lowry),56,67
300,3,2:32.0,E. Gordon makes 3-pt jump shot from 28 ft,,59,67
301,3,2:14.0,,D. DeRozan misses 2-pt jump shot from 14 ft,59,67
302,3,2:14.0,Defensive rebound by A. Ajinça,,59,67
303,3,2:01.0,A. Ajinça makes 2-pt jump shot from 13 ft (assist by I. Smith),,61,67
304,3,1:53.0,,Toronto full timeout,61,67
305,3,1:53.0,D. Cunningham enters the game for R. Anderson,,61,67
306,3,1:53.0,,P. Patterson enters the game for L. Scola,61,67
307,3,1:34.0,,K. Lowry misses 3-pt jump shot from 29 ft,61,67
308,3,1:34.0,,Offensive rebound by P. Patterson,61,67
309,3,1:31.0,,P. Patterson makes 2-pt layup from 1 ft,61,69
310,3,1:08.0,I. Smith misses 2-pt jump shot from 18 ft,,61,69
311,3,1:08.0,,Defensive rebound by B. Biyombo,61,69
312,3,0:44.0,,P. Patterson misses 3-pt jump shot from 25 ft,61,69
313,3,0:43.0,Defensive rebound by I. Smith,,61,69
314,3,0:36.0,I. Smith misses 2-pt jump shot from 4 ft,,61,69
315,3,0:35.0,,Defensive rebound by B. Biyombo,61,69
316,3,0:26.0,,P. Patterson makes 3-pt jump shot from 27 ft (assist by D. DeRozan),61,72
317,3,0:07.0,Personal foul by C. Joseph (drawn by I. Smith),,61,72
318,3,0:07.0,L. Babbitt enters the game for A. Gee,,61,72
319,3,0:01.0,I. Smith misses 2-pt jump shot from 17 ft,,61,72
320,3,0:01.0,Offensive rebound by Team,,61,72
321,4,11:44.0,,P. Patterson makes 2-pt jump shot from 9 ft,61,74
322,4,11:22.0,I. Smith misses 3-pt jump shot from 25 ft,,61,74
323,4,11:21.0,,Defensive rebound by B. Biyombo,61,74
324,4,11:10.0,,D. Carroll misses 2-pt jump shot from 7 ft,61,74
325,4,11:09.0,Defensive rebound by A. Ajinça,,61,74
326,4,10:53.0,T. Douglas misses 2-pt jump shot from 9 ft,,61,74
327,4,10:52.0,Offensive rebound by A. Ajinça,,61,74
328,4,10:49.0,Turnover by A. Ajinça (lost ball; steal by N. Powell),,61,74
329,4,10:39.0,,Shooting foul by A. Ajinça (drawn by C. Joseph),61,74
330,4,10:39.0,,C. Joseph makes free throw 1 of 2,61,75
331,4,10:39.0,,C. Joseph makes free throw 2 of 2,61,76
332,4,10:26.0,A. Ajinça makes 2-pt jump shot from 19 ft (assist by I. Smith),,63,76
333,4,10:14.0,,Personal foul by I. Smith (drawn by C. Joseph),63,76
334,4,10:03.0,,Turnover by D. Carroll (bad pass; steal by T. Douglas),63,76
335,4,9:57.0,T. Douglas misses 2-pt jump shot from 8 ft,,63,76
336,4,9:56.0,,Defensive rebound by B. Biyombo,63,76
337,4,9:44.0,,P. Patterson misses 3-pt jump shot from 23 ft,63,76
338,4,9:44.0,,Offensive rebound by D. Carroll,63,76
339,4,9:43.0,,D. Carroll makes 2-pt layup from 2 ft,63,78
340,4,9:43.0,,Shooting foul by A. Ajinça (drawn by D. Carroll),63,78
341,4,9:43.0,,D. Carroll misses free throw 1 of 1,63,78
342,4,9:42.0,Defensive rebound by A. Ajinça,,63,78
343,4,9:34.0,Personal foul by N. Powell (drawn by T. Douglas),,63,78
344,4,9:34.0,J. Holiday enters the game for I. Smith,,63,78
345,4,9:34.0,R. Anderson enters the game for L. Babbitt,,63,78
346,4,9:28.0,J. Holiday misses 2-pt jump shot from 19 ft,,63,78
347,4,9:27.0,,Defensive rebound by N. Powell,63,78
348,4,9:10.0,,N. Powell misses 2-pt layup from 3 ft,63,78
349,4,9:09.0,Defensive rebound by R. Anderson,,63,78
350,4,8:59.0,T. Douglas misses 2-pt jump shot from 11 ft,,63,78
351,4,8:59.0,Offensive rebound by A. Ajinça,,63,78
352,4,8:50.0,Shooting foul by D. Carroll (drawn by J. Holiday),,63,78
353,4,8:50.0,Official timeout,,63,78
354,4,8:50.0,,D. DeRozan enters the game for N. Powell,63,78
355,4,8:50.0,E. Gordon enters the game for T. Douglas,,63,78
356,4,8:50.0,J. Holiday misses free throw 1 of 2,,63,78
357,4,8:50.0,Offensive rebound by Team,,63,78
358,4,8:50.0,J. Holiday makes free throw 2 of 2,,64,78
359,4,8:36.0,,D. DeRozan makes 2-pt jump shot from 18 ft,64,80
360,4,8:18.0,E. Gordon misses 3-pt jump shot from 27 ft,,64,80
361,4,8:17.0,Offensive rebound by E. Gordon,,64,80
362,4,8:06.0,J. Holiday makes 2-pt layup from 3 ft,,66,80
363,4,7:49.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by C. Joseph),66,83
364,4,7:36.0,D. Cunningham misses 3-pt jump shot from 24 ft,,66,83
365,4,7:35.0,,Defensive rebound by B. Biyombo,66,83
366,4,7:19.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by D. DeRozan),66,86
367,4,7:08.0,J. Holiday misses 3-pt jump shot from 26 ft,,66,86
368,4,7:08.0,,Defensive rebound by B. Biyombo,66,86
369,4,6:57.0,,Toronto full timeout,66,86
370,4,6:46.0,,C. Joseph makes 2-pt jump shot from 12 ft,66,88
371,4,6:26.0,D. Cunningham misses 2-pt jump shot from 13 ft,,66,88
372,4,6:26.0,Offensive rebound by Team,,66,88
373,4,6:26.0,,Loose ball foul by P. Patterson (drawn by D. Cunningham),66,88
374,4,6:21.0,Shooting foul by D. Carroll (drawn by E. Gordon),,66,88
375,4,6:21.0,E. Gordon misses free throw 1 of 2,,66,88
376,4,6:21.0,Offensive rebound by Team,,66,88
377,4,6:21.0,,K. Lowry enters the game for D. Carroll,66,88
378,4,6:21.0,E. Gordon makes free throw 2 of 2,,67,88
379,4,6:03.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),67,91
