,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
0,1,11:45.0,E. Moore misses 2-pt layup at rim,,0,0
1,1,11:43.0,,Defensive rebound by R. Vaughn,0,0
2,1,11:26.0,,J. Parker misses 3-pt jump shot from 22 ft,0,0
3,1,11:24.0,Defensive rebound by P. Gasol,,0,0
4,1,11:13.0,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by P. Gasol),,3,0
5,1,11:01.0,,G. Antetokounmpo makes 2-pt dunk at rim,3,2
6,1,10:42.0,Shooting foul by J. Parker (drawn by M. Dunleavy),,3,2
7,1,10:42.0,M. Dunleavy misses free throw 1 of 2,,3,2
8,1,10:42.0,Offensive rebound by Team,,3,2
9,1,10:42.0,M. Dunleavy makes free throw 2 of 2,,4,2
10,1,10:22.0,,G. Antetokounmpo makes 2-pt jump shot from 4 ft (assist by G. Monroe),4,4
11,1,10:05.0,M. Dunleavy misses 3-pt jump shot from 27 ft,,4,4
12,1,10:04.0,,Defensive rebound by J. Parker,4,4
13,1,9:58.0,,Personal foul by J. Butler,4,4
14,1,9:46.0,,Turnover by D. Inglis (bad pass; steal by E. Moore),4,4
15,1,9:22.0,B. Portis makes 2-pt hook shot from 5 ft,,6,4
16,1,9:05.0,,J. Parker misses 2-pt jump shot from 18 ft,6,4
17,1,9:04.0,Defensive rebound by E. Moore,,6,4
18,1,8:41.0,P. Gasol makes 3-pt jump shot from 25 ft (assist by B. Portis),,9,4
19,1,8:27.0,,G. Antetokounmpo makes 2-pt layup at rim,9,6
20,1,8:13.0,B. Portis makes 2-pt dunk at rim (assist by J. Butler),,11,6
21,1,8:12.0,Violation by Team (delay of game),,11,6
22,1,8:02.0,,J. Parker misses 2-pt layup from 1 ft (block by M. Dunleavy),11,6
23,1,8:02.0,,Offensive rebound by Team,11,6
24,1,7:55.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,11,6
25,1,7:53.0,,Offensive rebound by G. Monroe,11,6
26,1,7:51.0,,Personal foul by M. Dunleavy,11,6
27,1,7:46.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,11,6
28,1,7:44.0,Defensive rebound by B. Portis,,11,6
29,1,7:33.0,B. Portis misses 3-pt jump shot from 26 ft,,11,6
30,1,7:32.0,,Defensive rebound by R. Vaughn,11,6
31,1,7:25.0,,R. Vaughn misses 3-pt jump shot from 24 ft,11,6
32,1,7:24.0,,Offensive rebound by Team,11,6
33,1,7:19.0,,J. Parker makes 2-pt layup at rim (assist by D. Inglis),11,8
34,1,6:51.0,P. Gasol misses 3-pt jump shot from 27 ft,,11,8
35,1,6:50.0,,Defensive rebound by D. Inglis,11,8
36,1,6:43.0,,D. Inglis misses 2-pt layup at rim,11,8
37,1,6:41.0,Defensive rebound by E. Moore,,11,8
38,1,6:26.0,P. Gasol makes 2-pt hook shot from 3 ft (assist by J. Butler),,13,8
39,1,6:10.0,,G. Monroe misses 2-pt jump shot from 16 ft,13,8
40,1,6:09.0,Defensive rebound by P. Gasol,,13,8
41,1,5:48.0,E. Moore makes 2-pt jump shot from 8 ft,,15,8
42,1,5:34.0,,Milwaukee full timeout,15,8
43,1,5:34.0,,T. Ennis enters the game for D. Inglis,15,8
44,1,5:23.0,,G. Monroe misses 2-pt hook shot from 3 ft,15,8
45,1,5:20.0,,Offensive rebound by J. Parker,15,8
46,1,5:20.0,,J. Parker makes 2-pt dunk at rim,15,10
47,1,5:00.0,P. Gasol makes 2-pt layup at rim (assist by E. Moore),,17,10
48,1,4:46.0,,G. Antetokounmpo makes 2-pt jump shot from 21 ft (assist by T. Ennis),17,12
49,1,4:32.0,E. Moore misses 3-pt jump shot from 25 ft,,17,12
50,1,4:31.0,,Defensive rebound by G. Monroe,17,12
51,1,4:09.0,,Turnover by G. Antetokounmpo (bad pass; steal by E. Moore),17,12
52,1,4:03.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by E. Moore),,20,12
53,1,3:42.0,,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo),20,12
54,1,3:42.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by G. Monroe),20,14
55,1,3:42.0,N. Mirotić enters the game for M. Dunleavy,,20,14
56,1,3:42.0,A. Brooks enters the game for B. Portis,,20,14
57,1,3:42.0,J. Holiday enters the game for E. Moore,,20,14
58,1,3:42.0,,G. Antetokounmpo misses free throw 1 of 1,20,14
59,1,3:40.0,Defensive rebound by P. Gasol,,20,14
