,QUARTER,TIME_REMAINING,INDIANA_ACTION,DALLAS_ACTION,INDIANA_SCORE,DALLAS_SCORE
391,4,3:24.0,I. Mahinmi misses 2-pt layup from 2 ft,,100,95
392,4,3:23.0,,Defensive rebound by C. Parsons,100,95
393,4,3:19.0,,J. Barea makes 2-pt layup at rim (assist by C. Parsons),100,97
394,4,2:55.0,G. Hill makes 3-pt jump shot from 22 ft (assist by M. Ellis),,103,97
395,4,2:40.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Williams),103,99
396,4,2:28.0,M. Ellis makes 2-pt layup from 2 ft,,105,99
397,4,2:28.0,Shooting foul by D. Williams (drawn by M. Ellis),,105,99
398,4,2:28.0,M. Ellis makes free throw 1 of 1,,106,99
399,4,2:09.0,,Turnover by W. Matthews (bad pass; steal by M. Ellis),106,99
400,4,1:51.0,S. Hill makes 2-pt dunk at rim (assist by M. Ellis),,108,99
401,4,1:51.0,,Dallas full timeout,108,99
402,4,1:46.0,,Shooting foul by I. Mahinmi (drawn by D. Nowitzki),108,99
403,4,1:46.0,,D. Nowitzki makes free throw 1 of 2,108,100
404,4,1:46.0,,D. Nowitzki misses free throw 2 of 2,108,100
405,4,1:46.0,Defensive rebound by I. Mahinmi,,108,100
406,4,1:32.0,Offensive foul by I. Mahinmi (drawn by D. Nowitzki),,108,100
407,4,1:32.0,Turnover by I. Mahinmi (offensive foul),,108,100
408,4,1:27.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Williams),108,103
409,4,1:27.0,Indiana full timeout,,108,103
410,4,1:27.0,M. Turner enters the game for I. Mahinmi,,108,103
411,4,1:15.0,P. George misses 2-pt jump shot from 12 ft,,108,103
412,4,1:15.0,Offensive rebound by M. Turner,,108,103
413,4,1:15.0,Personal foul by D. Nowitzki,,108,103
414,4,1:15.0,M. Turner makes free throw 1 of 2,,109,103
415,4,1:15.0,M. Turner makes free throw 2 of 2,,110,103
416,4,1:10.0,,J. Barea misses 2-pt layup from 1 ft (block by M. Ellis),110,103
417,4,1:09.0,Defensive rebound by M. Turner,,110,103
418,4,0:55.0,Offensive foul by M. Ellis (drawn by W. Matthews),,110,103
419,4,0:55.0,Turnover by M. Ellis (offensive foul),,110,103
420,4,0:55.0,,Dallas full timeout,110,103
421,4,0:55.0,I. Mahinmi enters the game for M. Turner,,110,103
422,4,0:51.0,Violation by M. Ellis (kicked ball),,110,103
423,4,0:46.0,,D. Williams misses 3-pt jump shot from 26 ft,110,103
424,4,0:45.0,Defensive rebound by M. Ellis,,110,103
425,4,0:29.0,M. Ellis misses 2-pt layup from 2 ft,,110,103
426,4,0:27.0,Offensive rebound by S. Hill,,110,103
427,4,0:27.0,S. Hill misses 2-pt layup from 2 ft,,110,103
428,4,0:26.0,,Defensive rebound by C. Parsons,110,103
429,4,0:20.0,,J. Barea makes 2-pt layup from 1 ft,110,105
430,4,0:18.0,Personal take foul by C. Parsons,,110,105
431,4,0:18.0,G. Hill makes free throw 1 of 2,,111,105
432,4,0:18.0,,D. Lee enters the game for J. Barea,111,105
433,4,0:18.0,G. Hill misses free throw 2 of 2,,111,105
434,4,0:18.0,,Defensive rebound by D. Williams,111,105
435,4,0:18.0,,Dallas full timeout,111,105
436,4,0:18.0,,J. Barea enters the game for D. Lee,111,105
437,4,0:13.0,,C. Parsons misses 2-pt jump shot from 21 ft,111,105
438,4,0:12.0,Defensive rebound by P. George,,111,105
439,4,0:12.0,Personal foul by W. Matthews,,111,105
440,4,0:12.0,P. George makes free throw 1 of 2,,112,105
441,4,0:12.0,P. George misses free throw 2 of 2,,112,105
442,4,0:11.0,,Defensive rebound by D. Nowitzki,112,105
443,4,0:05.0,,W. Matthews misses 3-pt jump shot from 27 ft,112,105
444,4,0:04.0,Defensive rebound by P. George,,112,105
