,QUARTER,TIME_REMAINING,DALLAS_ACTION,TORONTO_ACTION,DALLAS_SCORE,TORONTO_SCORE
42,1,6:06.0,,Defensive rebound by L. Scola,10,15
43,1,6:00.0,,K. Lowry misses 2-pt layup from 3 ft,10,15
44,1,5:59.0,,Offensive rebound by L. Scola,10,15
45,1,5:56.0,,L. Scola misses 2-pt layup from 2 ft,10,15
46,1,5:56.0,Defensive rebound by J. McGee,,10,15
47,1,5:52.0,C. Villanueva misses 3-pt jump shot from 25 ft,,10,15
48,1,5:51.0,,Defensive rebound by B. Biyombo,10,15
49,1,5:35.0,,B. Biyombo makes 2-pt jump shot from 10 ft (assist by D. DeRozan),10,17
50,1,5:18.0,C. Villanueva misses 2-pt layup from 1 ft,,10,17
51,1,5:18.0,,Defensive rebound by K. Lowry,10,17
52,1,5:10.0,,L. Scola makes 2-pt hook shot from 5 ft (assist by K. Lowry),10,19
53,1,4:49.0,C. Parsons misses 2-pt jump shot from 19 ft,,10,19
54,1,4:48.0,,Defensive rebound by B. Biyombo,10,19
55,1,4:42.0,,K. Lowry makes 2-pt layup from 1 ft (assist by B. Biyombo),10,21
56,1,4:40.0,Dallas full timeout,,10,21
57,1,4:40.0,D. Powell enters the game for C. Villanueva,,10,21
58,1,4:24.0,W. Matthews misses 2-pt jump shot from 17 ft,,10,21
59,1,4:23.0,,Defensive rebound by D. DeRozan,10,21
60,1,4:14.0,,Shooting foul by W. Matthews (drawn by D. DeRozan),10,21
61,1,4:14.0,,D. DeRozan makes free throw 1 of 2,10,22
62,1,4:14.0,R. Felton enters the game for W. Matthews,,10,22
63,1,4:14.0,,P. Patterson enters the game for B. Biyombo,10,22
64,1,4:14.0,,D. DeRozan makes free throw 2 of 2,10,23
65,1,3:59.0,J. McGee misses 2-pt layup from 1 ft (block by K. Lowry),,10,23
66,1,3:59.0,Offensive rebound by Team,,10,23
67,1,3:59.0,,C. Joseph enters the game for T. Ross,10,23
68,1,3:54.0,D. Williams makes 2-pt jump shot from 17 ft (assist by J. McGee),,12,23
69,1,3:33.0,,Turnover by D. DeRozan (bad pass; steal by R. Felton),12,23
70,1,3:30.0,Turnover by D. Powell (lost ball),,12,23
71,1,3:30.0,D. Nowitzki enters the game for J. McGee,,12,23
72,1,3:19.0,,D. DeRozan misses 2-pt jump shot from 13 ft,12,23
73,1,3:16.0,Defensive rebound by R. Felton,,12,23
74,1,3:16.0,R. Felton misses 2-pt layup from 4 ft (block by L. Scola),,12,23
75,1,3:08.0,,Defensive rebound by L. Scola,12,23
76,1,3:08.0,Technical foul by R. Felton,,12,23
77,1,3:08.0,,D. DeRozan makes technical free throw,12,24
78,1,3:08.0,J. Barea enters the game for D. Williams,,12,24
79,1,2:55.0,,D. DeRozan makes 2-pt dunk at rim (assist by C. Joseph),12,26
80,1,2:29.0,R. Felton misses 3-pt jump shot from 27 ft,,12,26
81,1,2:29.0,Offensive rebound by D. Powell,,12,26
82,1,2:25.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,12,26
83,1,2:24.0,Offensive rebound by D. Nowitzki,,12,26
84,1,2:21.0,D. Nowitzki makes 2-pt jump shot from 16 ft,,14,26
85,1,2:10.0,,Toronto full timeout,14,26
86,1,2:10.0,,T. Ross enters the game for L. Scola,14,26
87,1,2:10.0,,L. Nogueira enters the game for K. Lowry,14,26
88,1,1:57.0,,P. Patterson misses 3-pt jump shot from 23 ft,14,26
89,1,1:56.0,Defensive rebound by D. Powell,,14,26
90,1,1:34.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,14,26
91,1,1:33.0,,Defensive rebound by Team,14,26
92,1,1:20.0,,D. DeRozan makes 2-pt jump shot from 4 ft,14,28
93,1,1:20.0,,Shooting foul by C. Parsons (drawn by D. DeRozan),14,28
94,1,1:20.0,,D. DeRozan makes free throw 1 of 1,14,29
95,1,1:13.0,J. Barea misses 2-pt jump shot from 10 ft,,14,29
96,1,1:11.0,Offensive rebound by D. Powell,,14,29
97,1,1:11.0,Personal foul by T. Ross (drawn by D. Powell),,14,29
98,1,1:03.0,C. Parsons misses 2-pt layup from 2 ft,,14,29
99,1,1:03.0,,Defensive rebound by T. Ross,14,29
100,1,0:59.0,,Turnover by P. Patterson (traveling),14,29
101,1,0:42.0,Turnover by J. Barea (bad pass; steal by P. Patterson),,14,29
102,1,0:37.0,,T. Ross makes 3-pt jump shot from 25 ft,14,32
103,1,0:21.0,D. Nowitzki makes 2-pt jump shot from 18 ft,,16,32
104,1,0:02.0,,Turnover by D. DeRozan (bad pass; steal by J. Barea),16,32
105,2,11:51.0,Personal foul by K. Lowry (drawn by D. Nowitzki),,16,32
106,2,11:44.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,16,32
107,2,11:43.0,,Defensive rebound by K. Lowry,16,32
108,2,11:29.0,,P. Patterson misses 3-pt jump shot from 24 ft,16,32
109,2,11:29.0,Defensive rebound by J. Jenkins,,16,32
110,2,11:19.0,Z. Pachulia makes 2-pt layup from 1 ft,,18,32
111,2,11:19.0,Shooting foul by L. Nogueira (drawn by Z. Pachulia),,18,32
112,2,11:19.0,Z. Pachulia makes free throw 1 of 1,,19,32
113,2,10:55.0,,T. Ross misses 3-pt jump shot from 24 ft,19,32
114,2,10:55.0,Defensive rebound by J. Jenkins,,19,32
115,2,10:46.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,19,32
116,2,10:45.0,,Defensive rebound by T. Ross,19,32
117,2,10:33.0,,Turnover by C. Joseph (lost ball; steal by C. Parsons),19,32
118,2,10:23.0,J. Barea makes 2-pt layup from 3 ft,,21,32
119,2,10:18.0,,Turnover by C. Joseph (dbl dribble),21,32
120,2,10:05.0,D. Nowitzki makes 2-pt jump shot from 16 ft,,23,32
121,2,9:56.0,,Toronto full timeout,23,32
122,2,9:56.0,,B. Biyombo enters the game for L. Nogueira,23,32
123,2,9:47.0,,K. Lowry misses 3-pt jump shot from 25 ft,23,32
124,2,9:46.0,Defensive rebound by D. Nowitzki,,23,32
125,2,9:31.0,C. Parsons makes 2-pt layup from 2 ft,,25,32
126,2,9:07.0,,B. Biyombo misses 2-pt jump shot from 14 ft,25,32
127,2,9:07.0,Defensive rebound by Z. Pachulia,,25,32
128,2,8:54.0,J. Jenkins makes 2-pt jump shot from 20 ft,,27,32
129,2,8:37.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by C. Joseph),27,35
130,2,8:27.0,Z. Pachulia misses 2-pt hook shot from 3 ft,,27,35
131,2,8:27.0,,Defensive rebound by K. Lowry,27,35
132,2,8:27.0,,Personal foul by Z. Pachulia (drawn by K. Lowry),27,35
133,2,8:13.0,,K. Lowry makes 2-pt jump shot from 2 ft,27,37
134,2,7:57.0,Personal foul by C. Joseph,,27,37
135,2,7:57.0,,L. Scola enters the game for P. Patterson,27,37
136,2,7:57.0,,D. Wright enters the game for C. Joseph,27,37
137,2,7:57.0,W. Matthews enters the game for D. Nowitzki,,27,37
138,2,7:57.0,J. McGee enters the game for Z. Pachulia,,27,37
139,2,7:57.0,R. Felton enters the game for C. Parsons,,27,37
140,2,7:57.0,D. Williams enters the game for J. Barea,,27,37
141,2,7:57.0,C. Villanueva enters the game for J. Jenkins,,27,37
142,2,7:52.0,Personal foul by B. Biyombo (drawn by J. McGee),,27,37
143,2,7:41.0,J. McGee misses 2-pt jump shot from 4 ft,,27,37
144,2,7:41.0,,Defensive rebound by Team,27,37
145,2,7:34.0,,Turnover by K. Lowry (bad pass),27,37
146,2,7:18.0,,Violation by B. Biyombo (def goaltending),27,37
147,2,7:18.0,W. Matthews makes 2-pt hook shot from 4 ft,,29,37
148,2,7:06.0,,Turnover by Team (back court),29,37
149,2,6:58.0,Def 3 sec tech foul by B. Biyombo,,29,37
150,2,6:58.0,D. Williams makes technical free throw,,30,37
151,2,6:58.0,,D. DeRozan enters the game for T. Ross,30,37
152,2,6:49.0,R. Felton misses 2-pt jump shot from 4 ft,,30,37
153,2,6:49.0,,Defensive rebound by L. Scola,30,37
154,2,6:30.0,,K. Lowry makes 2-pt jump shot from 18 ft,30,39
155,2,6:16.0,W. Matthews misses 3-pt jump shot from 25 ft,,30,39
156,2,6:15.0,,Defensive rebound by B. Biyombo,30,39
157,2,5:56.0,,D. Wright misses 2-pt layup from 1 ft,30,39
158,2,5:56.0,Defensive rebound by D. Williams,,30,39
159,2,5:49.0,C. Villanueva misses 3-pt jump shot from 24 ft,,30,39
160,2,5:49.0,,Defensive rebound by K. Lowry,30,39
161,2,5:40.0,,Personal block foul by W. Matthews (drawn by K. Lowry),30,39
162,2,5:40.0,Official timeout,,30,39
163,2,5:40.0,C. Parsons enters the game for W. Matthews,,30,39
164,2,5:40.0,,Personal foul by C. Villanueva (drawn by K. Lowry),30,39
165,2,5:27.0,,D. DeRozan misses 2-pt jump shot from 3 ft (block by J. McGee),30,39
166,2,5:26.0,Defensive rebound by C. Parsons,,30,39
167,2,5:18.0,C. Parsons misses 2-pt jump shot from 3 ft (block by B. Biyombo),,30,39
168,2,5:17.0,,Defensive rebound by L. Scola,30,39
169,2,5:09.0,,B. Biyombo makes 2-pt dunk at rim (assist by D. Wright),30,41
170,2,4:53.0,C. Villanueva misses 3-pt jump shot from 25 ft,,30,41
171,2,4:52.0,,Defensive rebound by D. Wright,30,41
172,2,4:33.0,,B. Biyombo misses 2-pt layup from 2 ft (block by J. McGee),30,41
173,2,4:32.0,,Offensive rebound by D. DeRozan,30,41
174,2,4:19.0,,D. DeRozan misses 2-pt jump shot from 3 ft,30,41
175,2,4:19.0,Defensive rebound by C. Villanueva,,30,41
176,2,4:09.0,D. Williams makes 2-pt jump shot from 8 ft,,32,41
177,2,3:34.0,,D. Wright misses 2-pt jump shot from 16 ft,32,41
178,2,3:34.0,,Offensive rebound by B. Biyombo,32,41
179,2,3:23.0,Z. Pachulia enters the game for J. McGee,,32,41
180,2,3:23.0,D. Nowitzki enters the game for C. Villanueva,,32,41
181,2,3:10.0,,D. DeRozan makes 2-pt jump shot from 19 ft,32,43
182,2,3:03.0,Dallas full timeout,,32,43
183,2,3:03.0,,C. Joseph enters the game for K. Lowry,32,43
184,2,3:03.0,J. Barea enters the game for R. Felton,,32,43
185,2,2:45.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,32,43
186,2,2:45.0,,Defensive rebound by C. Joseph,32,43
187,2,2:27.0,,D. DeRozan makes 2-pt jump shot from 12 ft,32,45
188,2,2:19.0,Turnover by D. Nowitzki (lost ball; steal by C. Joseph),,32,45
189,2,2:14.0,,L. Scola makes 2-pt jump shot from 17 ft (assist by C. Joseph),32,47
190,2,2:03.0,D. Williams misses 2-pt jump shot from 8 ft,,32,47
191,2,2:03.0,,Defensive rebound by B. Biyombo,32,47
192,2,1:44.0,,C. Joseph misses 2-pt jump shot from 4 ft,32,47
193,2,1:44.0,Defensive rebound by Z. Pachulia,,32,47
194,2,1:28.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,32,47
195,2,1:28.0,,Defensive rebound by D. DeRozan,32,47
196,2,1:18.0,,Turnover by D. DeRozan (bad pass),32,47
197,2,1:18.0,,K. Lowry enters the game for D. Wright,32,47
198,2,1:18.0,R. Felton enters the game for C. Parsons,,32,47
199,2,1:11.0,Personal block foul by L. Scola (drawn by D. Williams),,32,47
200,2,1:11.0,D. Williams makes free throw 1 of 2,,33,47
201,2,1:11.0,D. Williams makes free throw 2 of 2,,34,47
202,2,0:55.0,,L. Scola misses 2-pt jump shot from 3 ft (block by Z. Pachulia),34,47
203,2,0:54.0,Defensive rebound by Team,,34,47
204,2,0:37.0,Turnover by R. Felton (bad pass; steal by L. Scola),,34,47
205,2,0:34.0,,Turnover by L. Scola (bad pass; steal by Z. Pachulia),34,47
206,2,0:32.0,Z. Pachulia makes 2-pt layup from 2 ft,,36,47
207,2,0:25.0,,B. Biyombo makes 2-pt layup at rim (assist by C. Joseph),36,49
208,2,0:02.0,J. Barea misses 2-pt hook shot from 9 ft,,36,49
209,2,0:01.0,,Defensive rebound by L. Scola,36,49
210,3,11:38.0,W. Matthews misses 2-pt jump shot from 21 ft,,36,49
211,3,11:38.0,,Defensive rebound by K. Lowry,36,49
212,3,11:23.0,Violation by Z. Pachulia (kicked ball),,36,49
213,3,11:13.0,,T. Ross misses 3-pt jump shot from 25 ft,36,49
214,3,11:13.0,Defensive rebound by W. Matthews,,36,49
215,3,10:57.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by R. Felton),,39,49
216,3,10:37.0,,D. DeRozan makes 2-pt layup from 2 ft,39,51
217,3,10:24.0,D. Williams misses 2-pt jump shot from 18 ft,,39,51
218,3,10:24.0,,Defensive rebound by B. Biyombo,39,51
219,3,10:14.0,,K. Lowry makes 2-pt layup from 2 ft,39,53
220,3,10:02.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Williams),,42,53
221,3,9:45.0,,K. Lowry misses 2-pt jump shot from 14 ft,42,53
222,3,9:45.0,Defensive rebound by D. Williams,,42,53
223,3,9:38.0,Personal foul by L. Scola (drawn by D. Nowitzki),,42,53
224,3,9:28.0,R. Felton makes 2-pt jump shot from 20 ft (assist by Z. Pachulia),,44,53
225,3,9:07.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by K. Lowry),44,56
226,3,8:58.0,Turnover by R. Felton (step out of bounds),,44,56
227,3,8:47.0,,D. DeRozan misses 2-pt jump shot from 13 ft,44,56
228,3,8:46.0,,Offensive rebound by L. Scola,44,56
229,3,8:44.0,,Shooting foul by D. Nowitzki (drawn by L. Scola),44,56
230,3,8:44.0,,L. Scola makes free throw 1 of 2,44,57
231,3,8:44.0,,L. Scola makes free throw 2 of 2,44,58
232,3,8:31.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Williams),,46,58
233,3,8:09.0,,L. Scola makes 3-pt jump shot from 22 ft (assist by D. DeRozan),46,61
234,3,8:02.0,Personal foul by L. Scola (drawn by D. Nowitzki),,46,61
235,3,8:02.0,,A. Bennett enters the game for L. Scola,46,61
236,3,7:55.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Williams),,48,61
237,3,7:45.0,,A. Bennett misses 3-pt jump shot from 24 ft,48,61
238,3,7:45.0,,Offensive rebound by B. Biyombo,48,61
239,3,7:45.0,,Personal foul by Z. Pachulia (drawn by B. Biyombo),48,61
240,3,7:21.0,,K. Lowry misses 2-pt hook shot from 3 ft,48,61
241,3,7:21.0,Defensive rebound by D. Nowitzki,,48,61
242,3,7:02.0,D. Williams misses 2-pt jump shot from 20 ft,,48,61
243,3,7:02.0,,Defensive rebound by K. Lowry,48,61
244,3,6:56.0,,T. Ross misses 3-pt jump shot from 25 ft,48,61
245,3,6:55.0,Defensive rebound by R. Felton,,48,61
246,3,6:47.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,51,61
247,3,6:46.0,,Toronto full timeout,51,61
248,3,6:29.0,,D. DeRozan misses 2-pt jump shot from 17 ft,51,61
249,3,6:28.0,Defensive rebound by D. Nowitzki,,51,61
250,3,6:17.0,Personal foul by A. Bennett (drawn by D. Nowitzki),,51,61
251,3,6:05.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,51,61
252,3,6:05.0,,Defensive rebound by Team,51,61
253,3,5:47.0,,Turnover by D. DeRozan (lost ball; steal by R. Felton),51,61
254,3,5:46.0,Personal foul by D. DeRozan (drawn by D. Nowitzki),,51,61
255,3,5:35.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by W. Matthews),,54,61
256,3,5:29.0,,Personal foul by R. Felton (drawn by K. Lowry),54,61
257,3,5:29.0,C. Parsons enters the game for D. Williams,,54,61
258,3,5:11.0,,A. Bennett misses 2-pt jump shot from 14 ft (block by D. Nowitzki),54,61
259,3,5:09.0,Defensive rebound by Z. Pachulia,,54,61
260,3,4:57.0,W. Matthews misses 2-pt jump shot from 12 ft,,54,61
261,3,4:57.0,,Defensive rebound by B. Biyombo,54,61
262,3,4:50.0,,Personal foul by Z. Pachulia (drawn by K. Lowry),54,61
263,3,4:50.0,D. Powell enters the game for D. Nowitzki,,54,61
264,3,4:50.0,J. McGee enters the game for Z. Pachulia,,54,61
265,3,4:39.0,,Turnover by K. Lowry (bad pass; steal by R. Felton),54,61
266,3,4:33.0,R. Felton makes 2-pt jump shot from 21 ft,,56,61
267,3,4:11.0,,T. Ross misses 3-pt jump shot from 26 ft,56,61
268,3,4:10.0,,Offensive rebound by B. Biyombo,56,61
269,3,4:08.0,,Shooting foul by J. McGee (drawn by B. Biyombo),56,61
270,3,4:08.0,,B. Biyombo misses free throw 1 of 2,56,61
271,3,4:08.0,,Offensive rebound by Team,56,61
272,3,4:08.0,,B. Biyombo makes free throw 2 of 2,56,62
273,3,3:48.0,W. Matthews misses 3-pt jump shot from 24 ft,,56,62
274,3,3:48.0,,Defensive rebound by A. Bennett,56,62
275,3,3:40.0,,Offensive foul by D. DeRozan (drawn by C. Parsons),56,62
276,3,3:40.0,,Turnover by D. DeRozan (offensive foul),56,62
277,3,3:40.0,,C. Joseph enters the game for K. Lowry,56,62
278,3,3:40.0,Dallas full timeout,,56,62
279,3,3:40.0,,L. Nogueira enters the game for B. Biyombo,56,62
280,3,3:17.0,W. Matthews makes 2-pt jump shot from 7 ft,,58,62
281,3,2:57.0,,D. DeRozan makes 2-pt jump shot from 14 ft,58,64
282,3,2:42.0,Personal foul by D. DeRozan (drawn by D. Powell),,58,64
283,3,2:42.0,D. Powell misses free throw 1 of 2,,58,64
284,3,2:42.0,Offensive rebound by Team,,58,64
285,3,2:42.0,D. Powell makes free throw 2 of 2,,59,64
286,3,2:25.0,,A. Bennett makes 3-pt jump shot from 24 ft (assist by T. Ross),59,67
287,3,2:09.0,C. Parsons makes 2-pt jump shot from 19 ft,,61,67
288,3,1:50.0,Violation by J. McGee (kicked ball),,61,67
289,3,1:36.0,,C. Joseph misses 3-pt jump shot from 25 ft,61,67
290,3,1:35.0,Defensive rebound by J. McGee,,61,67
291,3,1:15.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by R. Felton),,64,67
292,3,0:56.0,,A. Bennett makes 2-pt layup from 2 ft,64,69
293,3,0:34.0,Shooting foul by L. Nogueira (drawn by J. McGee),,64,69
294,3,0:34.0,J. McGee misses free throw 1 of 2,,64,69
295,3,0:34.0,Offensive rebound by Team,,64,69
296,3,0:34.0,J. McGee makes free throw 2 of 2,,65,69
297,3,0:28.0,,Personal take foul by J. McGee (drawn by L. Nogueira),65,69
298,3,0:28.0,,L. Nogueira makes free throw 1 of 2,65,70
299,3,0:28.0,,L. Nogueira misses free throw 2 of 2,65,70
300,3,0:28.0,Defensive rebound by J. McGee,,65,70
301,3,0:07.0,C. Parsons makes 2-pt layup from 1 ft,,67,70
302,3,0:01.0,,C. Joseph makes 2-pt layup from 1 ft,67,72
303,3,0:00.0,Turnover by J. McGee (bad pass; steal by T. Ross),,67,72
304,4,11:38.0,,K. Lowry misses 2-pt jump shot from 8 ft,67,72
305,4,11:38.0,Defensive rebound by D. Nowitzki,,67,72
306,4,11:21.0,D. Powell makes 2-pt layup from 1 ft (assist by C. Parsons),,69,72
307,4,11:07.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),69,75
308,4,10:49.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,72,75
309,4,10:31.0,,A. Bennett misses 3-pt jump shot from 25 ft,72,75
310,4,10:31.0,Defensive rebound by C. Parsons,,72,75
311,4,10:19.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,72,75
312,4,10:19.0,,Defensive rebound by A. Bennett,72,75
313,4,10:13.0,,Personal foul by J. Barea,72,75
314,4,10:13.0,,L. Scola enters the game for A. Bennett,72,75
315,4,10:05.0,,Personal foul by J. Barea,72,75
316,4,9:49.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by K. Lowry),72,78
317,4,9:39.0,Personal foul by K. Lowry (drawn by D. Nowitzki),,72,78
318,4,9:29.0,D. Powell misses 2-pt layup at rim,,72,78
319,4,9:29.0,,Defensive rebound by B. Biyombo,72,78
320,4,9:26.0,,Personal foul by D. Powell (drawn by K. Lowry),72,78
321,4,9:06.0,,B. Biyombo misses 2-pt layup from 2 ft (block by D. Nowitzki),72,78
322,4,9:04.0,Defensive rebound by D. Nowitzki,,72,78
323,4,8:54.0,C. Parsons misses 2-pt hook shot from 6 ft,,72,78
324,4,8:54.0,,Defensive rebound by L. Scola,72,78
325,4,8:54.0,,Personal foul by D. Powell (drawn by L. Scola),72,78
326,4,8:54.0,Official timeout,,72,78
327,4,8:54.0,,T. Ross enters the game for D. DeRozan,72,78
328,4,8:54.0,J. McGee enters the game for W. Matthews,,72,78
329,4,8:54.0,R. Felton enters the game for D. Powell,,72,78
330,4,8:38.0,,Personal foul by J. Barea,72,78
331,4,8:38.0,,C. Joseph makes free throw 1 of 2,72,79
332,4,8:38.0,,C. Joseph makes free throw 2 of 2,72,80
333,4,8:30.0,Shooting foul by B. Biyombo (drawn by J. McGee),,72,80
334,4,8:30.0,J. McGee makes free throw 1 of 2,,73,80
335,4,8:30.0,J. McGee makes free throw 2 of 2,,74,80
336,4,8:11.0,,K. Lowry misses 3-pt jump shot from 25 ft,74,80
337,4,8:11.0,Defensive rebound by D. Nowitzki,,74,80
338,4,8:03.0,J. Barea misses 2-pt layup from 3 ft,,74,80
339,4,8:01.0,,Defensive rebound by C. Joseph,74,80
340,4,7:53.0,,C. Joseph makes 3-pt jump shot from 24 ft (assist by K. Lowry),74,83
341,4,7:33.0,C. Parsons misses 2-pt jump shot from 17 ft,,74,83
342,4,7:33.0,,Defensive rebound by B. Biyombo,74,83
343,4,7:20.0,,C. Joseph makes 3-pt jump shot from 23 ft (assist by K. Lowry),74,86
344,4,7:19.0,Dallas full timeout,,74,86
345,4,7:19.0,W. Matthews enters the game for D. Nowitzki,,74,86
346,4,7:19.0,D. Powell enters the game for C. Parsons,,74,86
347,4,7:10.0,J. Barea misses 2-pt jump shot from 4 ft,,74,86
348,4,7:10.0,,Defensive rebound by T. Ross,74,86
349,4,7:04.0,,K. Lowry misses 2-pt layup from 2 ft (block by J. McGee),74,86
350,4,7:01.0,Defensive rebound by R. Felton,,74,86
351,4,6:53.0,R. Felton misses 2-pt jump shot from 10 ft,,74,86
352,4,6:52.0,,Defensive rebound by B. Biyombo,74,86
353,4,6:46.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by K. Lowry),74,89
354,4,6:27.0,J. McGee misses 2-pt layup from 3 ft (block by B. Biyombo),,74,89
355,4,6:26.0,,Defensive rebound by C. Joseph,74,89
356,4,6:17.0,,C. Joseph misses 3-pt jump shot from 26 ft,74,89
357,4,6:17.0,Defensive rebound by J. McGee,,74,89
358,4,6:07.0,D. Powell misses 2-pt jump shot from 20 ft,,74,89
359,4,6:07.0,,Defensive rebound by K. Lowry,74,89
360,4,5:51.0,,Shooting foul by D. Powell (drawn by L. Scola),74,89
361,4,5:51.0,,L. Scola makes free throw 1 of 2,74,90
362,4,5:51.0,J. Evans enters the game for J. McGee,,74,90
363,4,5:51.0,,D. DeRozan enters the game for K. Lowry,74,90
364,4,5:51.0,,L. Scola misses free throw 2 of 2,74,90
365,4,5:50.0,Defensive rebound by D. Powell,,74,90
366,4,5:34.0,J. Barea misses 3-pt jump shot from 25 ft,,74,90
367,4,5:34.0,,Defensive rebound by L. Scola,74,90
368,4,5:20.0,,Turnover by B. Biyombo (traveling),74,90
369,4,5:20.0,C. Villanueva enters the game for D. Powell,,74,90
370,4,5:20.0,Dallas full timeout,,74,90
371,4,5:20.0,J. Jenkins enters the game for W. Matthews,,74,90
372,4,5:20.0,J. Anderson enters the game for R. Felton,,74,90
373,4,5:10.0,C. Villanueva makes 2-pt jump shot from 4 ft (assist by J. Jenkins),,76,90
374,4,4:50.0,,D. DeRozan misses 2-pt jump shot from 4 ft,76,90
375,4,4:49.0,Defensive rebound by J. Anderson,,76,90
376,4,4:30.0,J. Anderson makes 2-pt jump shot from 15 ft (assist by J. Barea),,78,90
377,4,4:16.0,,Shooting foul by J. Barea (drawn by C. Joseph),78,90
378,4,4:16.0,,C. Joseph makes free throw 1 of 2,78,91
379,4,4:16.0,,C. Joseph makes free throw 2 of 2,78,92
380,4,4:16.0,,Violation by Team (delay of game),78,92
381,4,4:04.0,J. Barea makes 3-pt jump shot from 26 ft,,81,92
382,4,3:47.0,,L. Scola misses 2-pt jump shot from 19 ft,81,92
383,4,3:46.0,,Offensive rebound by B. Biyombo,81,92
384,4,3:43.0,,B. Biyombo misses 2-pt dunk from 2 ft (block by J. Evans),81,92
