,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
0,1,11:44.0,J. Redick makes 3-pt jump shot from 24 ft (assist by J. Green),,3,0
1,1,11:27.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by D. Williams),3,3
2,1,11:11.0,C. Paul makes 2-pt jump shot from 3 ft,,5,3
3,1,10:54.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,5,3
4,1,10:53.0,Defensive rebound by C. Paul,,5,3
5,1,10:41.0,Turnover by J. Redick (lost ball; steal by D. Williams),,5,3
6,1,10:38.0,,D. Williams makes 2-pt layup from 1 ft,5,5
7,1,10:17.0,J. Green misses 2-pt layup from 2 ft,,5,5
8,1,10:16.0,,Defensive rebound by Z. Pachulia,5,5
9,1,9:58.0,,C. Parsons makes 2-pt jump shot from 17 ft,5,7
10,1,9:34.0,J. Redick makes 2-pt jump shot from 21 ft,,7,7
11,1,9:22.0,,C. Parsons misses 3-pt jump shot from 24 ft,7,7
12,1,9:21.0,,Offensive rebound by Z. Pachulia,7,7
13,1,9:17.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),7,10
14,1,8:58.0,P. Pierce misses 3-pt jump shot from 24 ft,,7,10
15,1,8:57.0,,Defensive rebound by W. Matthews,7,10
16,1,8:48.0,,Turnover by C. Parsons (lost ball; steal by D. Jordan),7,10
17,1,8:42.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,10,10
18,1,8:22.0,,Turnover by W. Matthews (lost ball; steal by D. Jordan),10,10
19,1,8:17.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,12,10
20,1,7:54.0,,D. Williams misses 3-pt jump shot from 23 ft,12,10
21,1,7:53.0,,Offensive rebound by Z. Pachulia,12,10
22,1,7:47.0,,Turnover by Z. Pachulia (lost ball),12,10
23,1,7:30.0,C. Paul misses 3-pt jump shot from 24 ft,,12,10
24,1,7:29.0,,Defensive rebound by D. Nowitzki,12,10
25,1,7:11.0,,W. Matthews misses 3-pt jump shot from 23 ft,12,10
26,1,7:08.0,,Offensive rebound by Z. Pachulia,12,10
27,1,7:05.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,12,10
28,1,7:05.0,Defensive rebound by P. Pierce,,12,10
29,1,6:50.0,J. Green misses 3-pt jump shot from 23 ft,,12,10
30,1,6:49.0,,Defensive rebound by W. Matthews,12,10
