,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,HOUSTON_ACTION,MINNESOTA_SCORE,HOUSTON_SCORE
130,2,8:26.0,,D. Motiejūnas misses 2-pt jump shot from 17 ft,32,37
131,2,8:25.0,Defensive rebound by T. Jones,,32,37
132,2,8:19.0,Minnesota full timeout,,32,37
133,2,8:19.0,,T. Ariza enters the game for C. Brewer,32,37
134,2,8:19.0,A. Payne enters the game for G. Smith,,32,37
135,2,8:08.0,T. Jones misses 2-pt jump shot from 11 ft,,32,37
136,2,8:07.0,,Defensive rebound by D. Motiejūnas,32,37
137,2,7:52.0,,J. Terry makes 2-pt jump shot from 9 ft,32,39
138,2,7:26.0,G. Dieng misses 2-pt jump shot from 7 ft,,32,39
139,2,7:25.0,,Defensive rebound by D. Motiejūnas,32,39
140,2,7:19.0,,Turnover by P. Beverley (bad pass; steal by S. Muhammad),32,39
141,2,7:13.0,G. Dieng makes 2-pt dunk at rim (assist by T. Jones),,34,39
142,2,6:55.0,,J. Terry misses 3-pt jump shot from 24 ft,34,39
143,2,6:54.0,Defensive rebound by G. Dieng,,34,39
144,2,6:31.0,S. Muhammad makes 2-pt dunk at rim (assist by A. Payne),,36,39
145,2,5:59.0,,P. Beverley makes 3-pt jump shot from 23 ft,36,42
146,2,5:45.0,G. Dieng misses 2-pt jump shot from 18 ft,,36,42
147,2,5:44.0,,Defensive rebound by D. Motiejūnas,36,42
148,2,5:36.0,,Turnover by D. Motiejūnas (bad pass; steal by T. Prince),36,42
149,2,5:30.0,T. Jones makes 2-pt jump shot from 6 ft (assist by T. Prince),,38,42
150,2,5:30.0,,Houston full timeout,38,42
151,2,5:30.0,,J. Harden enters the game for D. Howard,38,42
152,2,5:30.0,,C. Capela enters the game for J. Terry,38,42
153,2,5:30.0,Z. LaVine enters the game for T. Jones,,38,42
154,2,5:30.0,R. Rubio enters the game for S. Muhammad,,38,42
155,2,5:30.0,A. Wiggins enters the game for T. Prince,,38,42
156,2,5:12.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Harden),38,44
157,2,4:52.0,G. Dieng makes 2-pt layup at rim (assist by A. Payne),,40,44
158,2,4:35.0,,Turnover by J. Harden (bad pass; steal by A. Wiggins),40,44
159,2,4:31.0,,Violation by D. Motiejūnas (def goaltending),40,44
160,2,4:31.0,R. Rubio makes 2-pt layup from 1 ft (assist by A. Wiggins),,42,44
161,2,4:13.0,,T. Ariza misses 3-pt jump shot from 22 ft,42,44
162,2,4:12.0,Defensive rebound by Z. LaVine,,42,44
163,2,4:02.0,A. Payne misses 2-pt jump shot from 5 ft,,42,44
164,2,4:01.0,,Defensive rebound by D. Motiejūnas,42,44
165,2,3:51.0,,D. Motiejūnas misses 3-pt jump shot from 24 ft,42,44
166,2,3:51.0,Defensive rebound by A. Payne,,42,44
167,2,3:43.0,Personal foul by T. Ariza,,42,44
168,2,3:43.0,,M. Beasley enters the game for D. Motiejūnas,42,44
169,2,3:35.0,Shooting foul by M. Beasley (drawn by G. Dieng),,42,44
170,2,3:35.0,G. Dieng makes free throw 1 of 2,,43,44
171,2,3:35.0,G. Dieng makes free throw 2 of 2,,44,44
172,2,3:19.0,,T. Ariza makes 2-pt jump shot from 4 ft (assist by J. Harden),44,46
173,2,2:53.0,Turnover by R. Rubio (bad pass; steal by T. Ariza),,44,46
174,2,2:35.0,,J. Harden makes 2-pt jump shot from 15 ft (assist by P. Beverley),44,48
175,2,2:17.0,Z. LaVine misses 2-pt jump shot from 17 ft,,44,48
176,2,2:16.0,Offensive rebound by A. Payne,,44,48
177,2,2:15.0,A. Payne misses 2-pt layup from 2 ft,,44,48
178,2,2:12.0,Offensive rebound by G. Dieng,,44,48
179,2,1:56.0,Shooting foul by T. Ariza (drawn by G. Dieng),,44,48
180,2,1:56.0,Minnesota full timeout,,44,48
181,2,1:56.0,K. Towns enters the game for A. Payne,,44,48
182,2,1:56.0,,D. Howard enters the game for C. Capela,44,48
183,2,1:56.0,G. Dieng misses free throw 1 of 2,,44,48
184,2,1:56.0,Offensive rebound by Team,,44,48
185,2,1:56.0,G. Dieng makes free throw 2 of 2,,45,48
186,2,1:40.0,,Shooting foul by Z. LaVine (drawn by J. Harden),45,48
187,2,1:40.0,,J. Harden makes free throw 1 of 2,45,49
188,2,1:40.0,S. Muhammad enters the game for Z. LaVine,,45,49
189,2,1:40.0,,J. Harden makes free throw 2 of 2,45,50
190,2,1:22.0,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),,47,50
191,2,1:09.0,,M. Beasley makes 2-pt jump shot from 17 ft (assist by J. Harden),47,52
192,2,0:45.0,S. Muhammad makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,50,52
193,2,0:35.0,,M. Beasley makes 2-pt dunk at rim (assist by P. Beverley),50,54
194,2,0:23.0,Shooting foul by P. Beverley (drawn by K. Towns),,50,54
195,2,0:23.0,K. Towns makes free throw 1 of 2,,51,54
196,2,0:23.0,K. Towns makes free throw 2 of 2,,52,54
197,2,0:02.0,,J. Harden misses 3-pt jump shot from 25 ft,52,54
198,2,0:01.0,,Offensive rebound by P. Beverley,52,54
199,3,11:45.0,,T. Ariza makes 2-pt jump shot from 13 ft,52,56
200,3,11:26.0,R. Rubio misses 3-pt jump shot from 25 ft,,52,56
201,3,11:25.0,,Defensive rebound by D. Motiejūnas,52,56
202,3,11:23.0,,Turnover by P. Beverley (bad pass),52,56
203,3,11:02.0,Z. LaVine misses 2-pt jump shot from 13 ft,,52,56
204,3,11:01.0,Offensive rebound by G. Dieng,,52,56
205,3,11:00.0,G. Dieng misses 2-pt hook shot from 7 ft,,52,56
206,3,10:59.0,,Defensive rebound by J. Harden,52,56
207,3,10:51.0,,P. Beverley misses 3-pt jump shot from 23 ft,52,56
208,3,10:50.0,Defensive rebound by K. Towns,,52,56
209,3,10:44.0,Z. LaVine misses 2-pt jump shot from 4 ft (block by P. Beverley),,52,56
210,3,10:43.0,,Defensive rebound by T. Ariza,52,56
211,3,10:34.0,,T. Ariza makes 3-pt jump shot from 25 ft,52,59
212,3,10:17.0,Personal foul by D. Motiejūnas,,52,59
213,3,10:01.0,K. Towns makes 2-pt jump shot from 6 ft,,54,59
214,3,9:40.0,,J. Harden makes 2-pt jump shot from 14 ft,54,61
215,3,9:28.0,A. Wiggins misses 3-pt jump shot from 25 ft,,54,61
216,3,9:28.0,,Defensive rebound by D. Howard,54,61
217,3,9:15.0,,D. Motiejūnas makes 2-pt hook shot from 5 ft (assist by P. Beverley),54,63
218,3,9:15.0,Minnesota full timeout,,54,63
219,3,8:57.0,Z. LaVine misses 2-pt layup from 4 ft,,54,63
220,3,8:56.0,,Defensive rebound by D. Howard,54,63
221,3,8:50.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by P. Beverley),54,66
222,3,8:29.0,A. Wiggins makes 2-pt jump shot from 4 ft (assist by G. Dieng),,56,66
223,3,8:07.0,,Turnover by D. Howard (lost ball; steal by K. Towns),56,66
224,3,8:02.0,R. Rubio makes 2-pt layup from 3 ft,,58,66
225,3,7:46.0,,Turnover by J. Harden (bad pass; steal by G. Dieng),58,66
226,3,7:38.0,R. Rubio makes 2-pt layup from 2 ft,,60,66
227,3,7:38.0,Shooting foul by D. Howard (drawn by R. Rubio),,60,66
228,3,7:38.0,R. Rubio makes free throw 1 of 1,,61,66
229,3,7:25.0,,P. Beverley misses 3-pt jump shot from 23 ft,61,66
230,3,7:24.0,,Offensive rebound by D. Motiejūnas,61,66
231,3,7:22.0,,Turnover by D. Howard (bad pass),61,66
232,3,7:06.0,K. Towns makes 2-pt jump shot from 8 ft (assist by A. Wiggins),,63,66
233,3,6:56.0,,Shooting foul by K. Towns (drawn by J. Harden),63,66
234,3,6:56.0,,J. Harden makes free throw 1 of 2,63,67
235,3,6:56.0,,J. Harden makes free throw 2 of 2,63,68
236,3,6:38.0,G. Dieng misses 2-pt jump shot from 9 ft,,63,68
237,3,6:37.0,,Defensive rebound by D. Howard,63,68
238,3,6:26.0,,D. Howard makes 2-pt dunk at rim (assist by P. Beverley),63,70
239,3,6:04.0,Turnover by R. Rubio (bad pass; steal by J. Harden),,63,70
240,3,5:59.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Harden),63,72
241,3,5:58.0,Minnesota full timeout,,63,72
242,3,5:47.0,K. Towns misses 2-pt layup from 3 ft (block by D. Howard),,63,72
243,3,5:46.0,Offensive rebound by K. Towns,,63,72
244,3,5:46.0,,Offensive charge foul by K. Towns (drawn by D. Motiejūnas),63,72
245,3,5:46.0,Turnover by K. Towns (offensive foul),,63,72
246,3,5:34.0,,T. Ariza misses 3-pt jump shot from 23 ft,63,72
247,3,5:34.0,,Offensive rebound by Team,63,72
248,3,5:34.0,Loose ball foul by G. Dieng,,63,72
249,3,5:34.0,,M. Beasley enters the game for D. Motiejūnas,63,72
250,3,5:26.0,,J. Harden makes 2-pt hook shot from 5 ft,63,74
251,3,5:07.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,65,74
252,3,4:52.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),65,77
253,3,4:38.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,67,77
254,3,4:28.0,,J. Harden makes 2-pt layup from 1 ft (assist by P. Beverley),67,79
255,3,4:09.0,Shooting foul by J. Harden (drawn by G. Dieng),,67,79
256,3,4:09.0,G. Dieng makes free throw 1 of 2,,68,79
257,3,4:09.0,,C. Capela enters the game for D. Howard,68,79
258,3,4:09.0,G. Dieng makes free throw 2 of 2,,69,79
259,3,3:55.0,,T. Ariza misses 3-pt jump shot from 25 ft,69,79
260,3,3:54.0,Defensive rebound by K. Towns,,69,79
261,3,3:43.0,G. Dieng misses 2-pt jump shot from 15 ft,,69,79
262,3,3:42.0,Offensive rebound by K. Towns,,69,79
263,3,3:41.0,K. Towns makes 2-pt layup at rim,,71,79
264,3,3:36.0,,Shooting foul by G. Dieng (drawn by T. Ariza),71,79
265,3,3:36.0,,T. Ariza makes free throw 1 of 2,71,80
266,3,3:36.0,,J. Terry enters the game for P. Beverley,71,80
267,3,3:36.0,,T. Ariza makes free throw 2 of 2,71,81
268,3,3:23.0,A. Wiggins makes 3-pt jump shot from 22 ft (assist by G. Dieng),,74,81
269,3,3:12.0,,Turnover by J. Harden (bad pass; steal by G. Dieng),74,81
270,3,3:07.0,Z. LaVine makes 2-pt dunk at rim,,76,81
271,3,2:51.0,,C. Capela makes 2-pt layup from 1 ft (assist by T. Ariza),76,83
272,3,2:39.0,,Violation by C. Capela (kicked ball),76,83
273,3,2:39.0,,Houston full timeout,76,83
274,3,2:39.0,T. Jones enters the game for A. Wiggins,,76,83
275,3,2:39.0,S. Muhammad enters the game for G. Dieng,,76,83
276,3,2:39.0,T. Prince enters the game for R. Rubio,,76,83
277,3,2:39.0,,K. McDaniels enters the game for T. Ariza,76,83
278,3,2:26.0,Z. LaVine misses 3-pt jump shot from 25 ft,,76,83
279,3,2:25.0,,Defensive rebound by C. Capela,76,83
280,3,2:18.0,,J. Harden makes 3-pt jump shot from 24 ft,76,86
281,3,1:58.0,T. Prince misses 2-pt jump shot from 21 ft,,76,86
282,3,1:57.0,,Defensive rebound by M. Beasley,76,86
283,3,1:51.0,,C. Capela makes 2-pt layup at rim (assist by J. Harden),76,88
284,3,1:22.0,S. Muhammad misses 2-pt layup from 1 ft,,76,88
285,3,1:21.0,,Defensive rebound by C. Capela,76,88
286,3,1:10.0,,Turnover by J. Harden (bad pass; steal by Z. LaVine),76,88
287,3,1:03.0,T. Jones misses 3-pt jump shot from 25 ft,,76,88
288,3,1:02.0,,Defensive rebound by M. Beasley,76,88
289,3,0:49.0,,J. Harden misses 3-pt jump shot from 25 ft,76,88
290,3,0:48.0,Defensive rebound by T. Prince,,76,88
291,3,0:48.0,Z. LaVine misses 2-pt layup from 2 ft (block by M. Beasley),,76,88
292,3,0:42.0,Offensive rebound by K. Towns,,76,88
293,3,0:42.0,K. Towns misses 2-pt layup from 2 ft (block by C. Capela),,76,88
294,3,0:42.0,Offensive rebound by Team,,76,88
295,3,0:40.0,K. Towns misses 2-pt jump shot from 20 ft,,76,88
296,3,0:38.0,Offensive rebound by S. Muhammad,,76,88
297,3,0:23.0,K. Towns makes 2-pt hook shot from 6 ft (assist by S. Muhammad),,78,88
298,3,0:10.0,,Personal foul by Z. LaVine,78,88
299,3,0:02.0,,Turnover by J. Harden (bad pass; steal by Z. LaVine),78,88
300,4,11:40.0,K. Towns makes 2-pt jump shot from 22 ft (assist by T. Prince),,80,88
301,4,11:24.0,,M. Beasley makes 2-pt dunk at rim (assist by P. Beverley),80,90
302,4,11:05.0,K. Towns misses 2-pt jump shot from 12 ft,,80,90
303,4,11:05.0,Offensive rebound by K. Towns,,80,90
304,4,11:05.0,Shooting foul by D. Howard (drawn by K. Towns),,80,90
305,4,11:05.0,K. Towns makes free throw 1 of 2,,81,90
306,4,11:05.0,A. Wiggins enters the game for Z. LaVine,,81,90
307,4,11:05.0,K. Towns makes free throw 2 of 2,,82,90
308,4,10:48.0,,D. Howard makes 2-pt layup from 1 ft (assist by P. Beverley),82,92
309,4,10:33.0,K. Towns makes 2-pt jump shot from 17 ft (assist by T. Jones),,84,92
310,4,10:19.0,,Shooting foul by T. Jones (drawn by P. Beverley),84,92
311,4,10:19.0,,P. Beverley misses free throw 1 of 2,84,92
312,4,10:19.0,,Offensive rebound by Team,84,92
313,4,10:19.0,,P. Beverley makes free throw 2 of 2,84,93
314,4,10:13.0,Personal foul by P. Beverley,,84,93
315,4,10:05.0,K. Towns misses 2-pt jump shot from 12 ft,,84,93
316,4,10:04.0,,Defensive rebound by M. Beasley,84,93
317,4,9:56.0,,Turnover by K. McDaniels (traveling),84,93
318,4,9:45.0,T. Prince misses 3-pt jump shot from 23 ft,,84,93
319,4,9:44.0,,Defensive rebound by M. Beasley,84,93
320,4,9:37.0,,M. Beasley misses 2-pt layup from 1 ft,84,93
321,4,9:36.0,,Offensive rebound by K. McDaniels,84,93
322,4,9:22.0,,K. McDaniels misses 3-pt jump shot from 23 ft,84,93
323,4,9:21.0,,Offensive rebound by P. Beverley,84,93
324,4,9:20.0,,P. Beverley makes 2-pt layup from 1 ft,84,95
325,4,8:58.0,Shooting foul by P. Beverley (drawn by A. Wiggins),,84,95
326,4,8:58.0,Minnesota full timeout,,84,95
327,4,8:58.0,G. Dieng enters the game for K. Towns,,84,95
328,4,8:58.0,,T. Ariza enters the game for P. Beverley,84,95
329,4,8:58.0,,J. Harden enters the game for K. McDaniels,84,95
330,4,8:58.0,A. Wiggins makes free throw 1 of 2,,85,95
331,4,8:58.0,A. Wiggins makes free throw 2 of 2,,86,95
332,4,8:44.0,,Turnover by J. Harden (bad pass; steal by A. Wiggins),86,95
333,4,8:40.0,A. Wiggins makes 2-pt dunk at rim,,88,95
334,4,8:22.0,,Shooting foul by G. Dieng (drawn by D. Howard),88,95
335,4,8:22.0,,D. Howard misses free throw 1 of 2,88,95
336,4,8:22.0,,Offensive rebound by Team,88,95
337,4,8:22.0,K. Towns enters the game for T. Prince,,88,95
338,4,8:22.0,R. Rubio enters the game for T. Jones,,88,95
339,4,8:22.0,,D. Howard misses free throw 2 of 2,88,95
340,4,8:22.0,Defensive rebound by K. Towns,,88,95
341,4,8:01.0,R. Rubio misses 3-pt jump shot from 24 ft,,88,95
342,4,8:01.0,,Defensive rebound by T. Ariza,88,95
343,4,7:52.0,,Turnover by J. Harden (bad pass; steal by A. Wiggins),88,95
344,4,7:35.0,R. Rubio makes 2-pt layup from 1 ft,,90,95
345,4,7:17.0,,D. Howard makes 2-pt hook shot from 4 ft,90,97
346,4,6:58.0,,D. Motiejūnas enters the game for D. Howard,90,97
347,4,6:58.0,,C. Capela enters the game for M. Beasley,90,97
348,4,6:58.0,,P. Beverley enters the game for J. Terry,90,97
349,4,6:53.0,K. Towns misses 3-pt jump shot from 25 ft,,90,97
350,4,6:53.0,,Defensive rebound by P. Beverley,90,97
351,4,6:47.0,,J. Harden makes 2-pt layup from 2 ft,90,99
352,4,6:43.0,Shooting foul by P. Beverley (drawn by S. Muhammad),,90,99
353,4,6:43.0,S. Muhammad misses free throw 1 of 2,,90,99
354,4,6:43.0,Offensive rebound by Team,,90,99
355,4,6:43.0,,J. Terry enters the game for P. Beverley,90,99
356,4,6:43.0,S. Muhammad makes free throw 2 of 2,,91,99
357,4,6:35.0,,Shooting foul by R. Rubio (drawn by T. Ariza),91,99
358,4,6:35.0,,T. Ariza misses free throw 1 of 2,91,99
359,4,6:35.0,,Offensive rebound by Team,91,99
360,4,6:35.0,Minnesota full timeout,,91,99
361,4,6:35.0,Z. LaVine enters the game for S. Muhammad,,91,99
362,4,6:35.0,,T. Ariza misses free throw 2 of 2,91,99
363,4,6:35.0,Defensive rebound by K. Towns,,91,99
364,4,6:18.0,K. Towns makes 2-pt layup from 1 ft (assist by A. Wiggins),,93,99
365,4,6:02.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),93,101
366,4,5:47.0,A. Wiggins makes 2-pt layup from 2 ft,,95,101
367,4,5:34.0,,D. Motiejūnas makes 3-pt jump shot from 25 ft (assist by J. Harden),95,104
368,4,5:15.0,Turnover by R. Rubio (bad pass),,95,104
369,4,5:05.0,,J. Harden makes 2-pt jump shot from 10 ft,95,106
370,4,4:45.0,Turnover by A. Wiggins (lost ball),,95,106
371,4,4:33.0,,J. Terry misses 3-pt jump shot from 22 ft,95,106
372,4,4:32.0,Defensive rebound by G. Dieng,,95,106
373,4,4:26.0,R. Rubio makes 2-pt jump shot from 20 ft,,97,106
374,4,4:15.0,,Personal take foul by G. Dieng,97,106
375,4,4:15.0,,M. Beasley enters the game for C. Capela,97,106
376,4,4:05.0,,J. Terry misses 2-pt jump shot from 22 ft,97,106
377,4,4:04.0,,Offensive rebound by D. Motiejūnas,97,106
378,4,3:53.0,,J. Harden misses 2-pt jump shot from 5 ft,97,106
379,4,3:52.0,Defensive rebound by G. Dieng,,97,106
380,4,3:41.0,Turnover by A. Wiggins (lost ball; steal by J. Harden),,97,106
381,4,3:37.0,,Turnover by J. Harden (bad pass; steal by Z. LaVine),97,106
