,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
402,4,7:17.0,,A. Gee makes 2-pt dunk at rim (assist by J. Holiday),96,85
403,4,7:16.0,Miami full timeout,,96,85
404,4,7:16.0,D. Wade enters the game for G. Dragić,,96,85
405,4,7:01.0,J. Richardson misses 2-pt jump shot from 13 ft,,96,85
406,4,7:00.0,,Defensive rebound by J. Holiday,96,85
407,4,6:52.0,,J. Holiday makes 2-pt jump shot from 18 ft,96,87
408,4,6:34.0,D. Wade misses 2-pt jump shot from 16 ft,,96,87
409,4,6:34.0,,Defensive rebound by Team,96,87
410,4,6:23.0,,Def 3 sec tech foul by H. Whiteside,96,87
411,4,6:23.0,,J. Holiday makes technical free throw,96,88
412,4,6:23.0,J. Johnson enters the game for J. Winslow,,96,88
413,4,6:13.0,,A. Gee makes 2-pt layup from 1 ft (assist by J. Holiday),96,90
414,4,6:13.0,,Shooting foul by D. Wade (drawn by A. Gee),96,90
415,4,6:13.0,,A. Gee makes free throw 1 of 1,96,91
416,4,5:52.0,Personal foul by T. Frazier,,96,91
417,4,5:38.0,D. Wade misses 2-pt jump shot from 15 ft,,96,91
418,4,5:38.0,Offensive rebound by H. Whiteside,,96,91
419,4,5:38.0,Personal foul by A. Gee,,96,91
420,4,5:25.0,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Wade),,98,91
421,4,5:25.0,Shooting foul by K. Perkins (drawn by H. Whiteside),,98,91
422,4,5:25.0,H. Whiteside makes free throw 1 of 1,,99,91
423,4,5:12.0,,T. Frazier makes 2-pt hook shot from 7 ft,99,93
424,4,4:55.0,D. Wade makes 2-pt layup from 2 ft,,101,93
425,4,4:48.0,,Shooting foul by H. Whiteside (drawn by D. Cunningham),101,93
426,4,4:48.0,,D. Cunningham makes free throw 1 of 2,101,94
427,4,4:48.0,G. Dragić enters the game for J. Richardson,,101,94
428,4,4:48.0,,D. Cunningham makes free throw 2 of 2,101,95
429,4,4:32.0,H. Whiteside makes 2-pt jump shot from 8 ft (assist by D. Wade),,103,95
430,4,4:20.0,,J. Holiday misses 3-pt jump shot from 24 ft,103,95
431,4,4:19.0,Defensive rebound by H. Whiteside,,103,95
432,4,3:58.0,G. Dragić misses 2-pt jump shot from 16 ft,,103,95
433,4,3:57.0,,Defensive rebound by J. Holiday,103,95
434,4,3:53.0,,New Orleans full timeout,103,95
435,4,3:53.0,J. Winslow enters the game for L. Deng,,103,95
436,4,3:34.0,,T. Frazier misses 2-pt jump shot from 16 ft,103,95
437,4,3:33.0,,Offensive rebound by Team,103,95
438,4,3:33.0,,Turnover by Team (shot clock),103,95
439,4,3:14.0,D. Wade makes 2-pt jump shot from 16 ft,,105,95
440,4,3:01.0,,J. Holiday makes 2-pt layup at rim,105,97
441,4,2:42.0,J. Johnson misses 2-pt layup from 2 ft,,105,97
442,4,2:41.0,Offensive rebound by H. Whiteside,,105,97
443,4,2:40.0,Shooting foul by K. Perkins (drawn by H. Whiteside),,105,97
444,4,2:40.0,H. Whiteside makes free throw 1 of 2,,106,97
445,4,2:40.0,,L. Babbitt enters the game for A. Gee,106,97
446,4,2:40.0,H. Whiteside makes free throw 2 of 2,,107,97
447,4,2:19.0,,T. Frazier misses 2-pt jump shot from 12 ft,107,97
448,4,2:18.0,Defensive rebound by J. Winslow,,107,97
449,4,1:54.0,D. Wade makes 2-pt jump shot from 14 ft,,109,97
450,4,1:47.0,,J. Holiday misses 2-pt layup from 2 ft,109,97
451,4,1:46.0,Defensive rebound by D. Wade,,109,97
452,4,1:31.0,H. Whiteside makes 2-pt jump shot from 16 ft (assist by J. Johnson),,111,97
453,4,1:31.0,,New Orleans full timeout,111,97
454,4,1:31.0,,A. Gee enters the game for D. Cunningham,111,97
455,4,1:31.0,,T. Douglas enters the game for J. Holiday,111,97
456,4,1:31.0,,A. Ajinça enters the game for K. Perkins,111,97
457,4,1:16.0,,Shooting foul by H. Whiteside (drawn by T. Douglas),111,97
458,4,1:16.0,,T. Douglas makes free throw 1 of 2,111,98
459,4,1:16.0,,T. Douglas makes free throw 2 of 2,111,99
460,4,1:04.0,D. Wade misses 2-pt layup from 2 ft,,111,99
461,4,1:02.0,Offensive rebound by D. Wade,,111,99
462,4,1:02.0,D. Wade misses 2-pt layup from 1 ft,,111,99
463,4,1:01.0,Offensive rebound by H. Whiteside,,111,99
464,4,0:56.0,J. Johnson misses 2-pt jump shot from 13 ft,,111,99
465,4,0:55.0,,Defensive rebound by T. Douglas,111,99
466,4,0:41.0,,A. Ajinça misses 2-pt jump shot from 16 ft,111,99
467,4,0:40.0,Defensive rebound by H. Whiteside,,111,99
468,4,0:20.0,Shooting foul by T. Douglas (drawn by G. Dragić),,111,99
469,4,0:20.0,G. Dragić makes free throw 1 of 2,,112,99
470,4,0:20.0,J. Richardson enters the game for D. Wade,,112,99
471,4,0:20.0,G. Dragić makes free throw 2 of 2,,113,99
472,4,0:13.0,,Turnover by T. Douglas (bad pass),113,99
