,QUARTER,TIME_REMAINING,DENVER_ACTION,BOSTON_ACTION,DENVER_SCORE,BOSTON_SCORE
168,2,5:50.0,Offensive foul by N. Jokić (drawn by A. Bradley),,30,40
169,2,5:50.0,Turnover by N. Jokić (offensive foul),,30,40
170,2,5:50.0,Official timeout,,30,40
171,2,5:50.0,D. Gallinari enters the game for R. Foye,,30,40
172,2,5:50.0,E. Mudiay enters the game for S. Kilpatrick,,30,40
173,2,5:33.0,,E. Turner misses 2-pt jump shot from 8 ft,30,40
174,2,5:32.0,,Offensive rebound by J. Jerebko,30,40
175,2,5:29.0,,Turnover by J. Jerebko (bad pass; steal by G. Harris),30,40
176,2,5:25.0,Turnover by G. Harris (lost ball; steal by M. Smart),,30,40
177,2,5:19.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by M. Smart),30,43
178,2,5:04.0,E. Mudiay makes 2-pt layup from 2 ft,,32,43
179,2,4:55.0,,J. Jerebko makes 2-pt layup from 1 ft (assist by E. Turner),32,45
180,2,4:55.0,Denver full timeout,,32,45
181,2,4:55.0,K. Faried enters the game for N. Jokić,,32,45
182,2,4:55.0,,I. Thomas enters the game for M. Smart,32,45
183,2,4:55.0,,J. Sullinger enters the game for K. Olynyk,32,45
184,2,4:44.0,Shooting foul by J. Sullinger (drawn by K. Faried),,32,45
185,2,4:44.0,K. Faried misses free throw 1 of 2,,32,45
186,2,4:44.0,Offensive rebound by Team,,32,45
187,2,4:44.0,K. Faried makes free throw 2 of 2,,33,45
188,2,4:30.0,,A. Bradley misses 2-pt jump shot from 20 ft (block by D. Gallinari),33,45
189,2,4:29.0,Defensive rebound by K. Faried,,33,45
190,2,4:25.0,D. Gallinari makes 2-pt layup at rim (assist by K. Faried),,35,45
191,2,4:10.0,,A. Bradley makes 3-pt jump shot from 22 ft (assist by J. Sullinger),35,48
192,2,3:56.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,37,48
193,2,3:40.0,,J. Jerebko misses 2-pt jump shot from 20 ft,37,48
194,2,3:39.0,Defensive rebound by K. Faried,,37,48
195,2,3:24.0,D. Gallinari makes 2-pt layup at rim (assist by M. Miller),,39,48
196,2,3:23.0,,Boston full timeout,39,48
197,2,3:23.0,,A. Johnson enters the game for J. Sullinger,39,48
198,2,3:23.0,,J. Crowder enters the game for E. Turner,39,48
199,2,3:23.0,,M. Smart enters the game for J. Jerebko,39,48
200,2,3:07.0,,I. Thomas misses 2-pt jump shot from 18 ft,39,48
201,2,3:06.0,Defensive rebound by G. Harris,,39,48
202,2,2:58.0,D. Gallinari misses 2-pt layup from 2 ft (block by J. Crowder),,39,48
203,2,2:56.0,Offensive rebound by K. Faried,,39,48
204,2,2:43.0,Turnover by E. Mudiay (lost ball; steal by A. Bradley),,39,48
205,2,2:42.0,,Personal foul by E. Mudiay (drawn by A. Bradley),39,48
206,2,2:30.0,,A. Bradley misses 3-pt jump shot from 25 ft,39,48
207,2,2:29.0,Defensive rebound by G. Harris,,39,48
208,2,2:22.0,G. Harris makes 2-pt layup at rim,,41,48
209,2,2:13.0,,Shooting foul by K. Faried (drawn by I. Thomas),41,48
210,2,2:13.0,,I. Thomas misses free throw 1 of 2,41,48
211,2,2:13.0,,Offensive rebound by Team,41,48
212,2,2:13.0,,I. Thomas makes free throw 2 of 2,41,49
213,2,1:58.0,Personal foul by I. Thomas (drawn by G. Harris),,41,49
214,2,1:47.0,E. Mudiay misses 3-pt jump shot from 24 ft,,41,49
215,2,1:46.0,,Defensive rebound by A. Johnson,41,49
216,2,1:37.0,,A. Johnson makes 2-pt layup at rim (assist by I. Thomas),41,51
217,2,1:29.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,43,51
218,2,1:17.0,,Shooting foul by D. Gallinari (drawn by M. Smart),43,51
219,2,1:17.0,,M. Smart makes free throw 1 of 2,43,52
220,2,1:17.0,,E. Turner enters the game for A. Bradley,43,52
221,2,1:17.0,W. Barton enters the game for K. Faried,,43,52
222,2,1:17.0,,M. Smart makes free throw 2 of 2,43,53
223,2,1:00.0,D. Gallinari makes 2-pt jump shot from 22 ft (assist by W. Barton),,45,53
224,2,0:47.0,,Turnover by I. Thomas (lost ball),45,53
225,2,0:28.0,E. Mudiay misses 2-pt jump shot from 14 ft,,45,53
226,2,0:27.0,,Defensive rebound by J. Crowder,45,53
227,2,0:05.0,,Shooting foul by G. Harris (drawn by I. Thomas),45,53
228,2,0:05.0,,I. Thomas makes free throw 1 of 2,45,54
229,2,0:05.0,,J. Jerebko enters the game for A. Johnson,45,54
230,2,0:05.0,,I. Thomas makes free throw 2 of 2,45,55
231,2,0:03.0,Turnover by M. Miller (bad pass; steal by M. Smart),,45,55
232,2,0:00.0,,J. Crowder misses 3-pt jump shot from 24 ft,45,55
233,2,0:00.0,,Offensive rebound by Team,45,55
234,3,11:35.0,,A. Johnson misses 2-pt hook shot from 7 ft,45,55
235,3,11:34.0,Defensive rebound by K. Faried,,45,55
236,3,11:21.0,Shooting foul by J. Sullinger (drawn by E. Mudiay),,45,55
237,3,11:21.0,E. Mudiay makes free throw 1 of 2,,46,55
238,3,11:21.0,E. Mudiay makes free throw 2 of 2,,47,55
239,3,11:07.0,,J. Sullinger misses 2-pt jump shot from 5 ft (block by K. Faried),47,55
240,3,11:06.0,Defensive rebound by G. Harris,,47,55
241,3,11:03.0,E. Mudiay makes 2-pt layup at rim,,49,55
242,3,10:50.0,,A. Bradley misses 3-pt jump shot from 26 ft,49,55
243,3,10:49.0,,Offensive rebound by J. Sullinger,49,55
244,3,10:48.0,,J. Sullinger misses 2-pt layup from 2 ft,49,55
245,3,10:47.0,Defensive rebound by N. Jokić,,49,55
246,3,10:40.0,N. Jokić makes 2-pt layup at rim (assist by E. Mudiay),,51,55
247,3,10:40.0,,Boston full timeout,51,55
248,3,10:25.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Bradley),51,58
249,3,10:05.0,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),,53,58
250,3,9:41.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Johnson),53,61
251,3,9:27.0,D. Gallinari misses 2-pt layup at rim,,53,61
252,3,9:24.0,,Defensive rebound by J. Crowder,53,61
253,3,9:21.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Crowder),53,63
254,3,9:13.0,G. Harris misses 3-pt jump shot from 24 ft,,53,63
255,3,9:12.0,,Defensive rebound by A. Johnson,53,63
256,3,9:03.0,,I. Thomas misses 3-pt jump shot from 25 ft,53,63
257,3,9:02.0,,Offensive rebound by J. Sullinger,53,63
258,3,9:01.0,,Shooting foul by N. Jokić (drawn by J. Sullinger),53,63
259,3,9:01.0,,J. Sullinger makes free throw 1 of 2,53,64
260,3,9:01.0,,J. Sullinger makes free throw 2 of 2,53,65
261,3,8:42.0,D. Gallinari misses 3-pt jump shot from 23 ft,,53,65
262,3,8:41.0,Offensive rebound by N. Jokić,,53,65
263,3,8:36.0,Shooting foul by J. Sullinger (drawn by G. Harris),,53,65
264,3,8:36.0,G. Harris makes free throw 1 of 2,,54,65
265,3,8:36.0,G. Harris makes free throw 2 of 2,,55,65
266,3,8:19.0,,J. Sullinger misses 2-pt jump shot from 10 ft,55,65
267,3,8:19.0,,Offensive rebound by Team,55,65
268,3,8:19.0,Loose ball foul by E. Mudiay (drawn by A. Bradley),,55,65
269,3,8:12.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by I. Thomas),55,67
270,3,7:46.0,D. Gallinari misses 2-pt jump shot from 6 ft (block by J. Crowder),,55,67
271,3,7:45.0,,Defensive rebound by J. Crowder,55,67
272,3,7:29.0,,I. Thomas misses 2-pt layup from 1 ft,55,67
273,3,7:28.0,Defensive rebound by N. Jokić,,55,67
274,3,7:08.0,E. Mudiay misses 2-pt jump shot from 12 ft,,55,67
275,3,7:07.0,,Defensive rebound by J. Sullinger,55,67
276,3,6:57.0,,A. Bradley misses 3-pt jump shot from 24 ft,55,67
277,3,6:56.0,Defensive rebound by K. Faried,,55,67
278,3,6:48.0,N. Jokić misses 2-pt jump shot from 4 ft (block by A. Bradley),,55,67
279,3,6:47.0,,Defensive rebound by J. Sullinger,55,67
280,3,6:42.0,Violation by K. Faried (def goaltending),,55,67
281,3,6:42.0,,A. Bradley makes 2-pt layup from 1 ft (assist by I. Thomas),55,69
282,3,6:42.0,Denver full timeout,,55,69
283,3,6:27.0,G. Harris makes 2-pt jump shot from 19 ft (assist by N. Jokić),,57,69
284,3,6:10.0,,A. Bradley misses 3-pt jump shot from 24 ft,57,69
285,3,6:10.0,Defensive rebound by N. Jokić,,57,69
286,3,5:52.0,E. Mudiay misses 2-pt layup from 1 ft,,57,69
287,3,5:50.0,,Defensive rebound by A. Johnson,57,69
288,3,5:46.0,,I. Thomas makes 2-pt jump shot from 22 ft,57,71
289,3,5:29.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by K. Faried),,60,71
290,3,5:14.0,,J. Crowder misses 3-pt jump shot from 23 ft,60,71
291,3,5:12.0,Defensive rebound by G. Harris,,60,71
292,3,5:05.0,G. Harris misses 3-pt jump shot from 25 ft,,60,71
293,3,5:04.0,Offensive rebound by K. Faried,,60,71
294,3,5:04.0,K. Faried misses 2-pt layup from 2 ft,,60,71
295,3,5:02.0,,Defensive rebound by J. Sullinger,60,71
296,3,4:58.0,,I. Thomas misses 3-pt jump shot from 25 ft,60,71
297,3,4:57.0,Defensive rebound by E. Mudiay,,60,71
298,3,4:52.0,Shooting block foul by J. Sullinger (drawn by D. Gallinari),,60,71
299,3,4:52.0,D. Gallinari makes free throw 1 of 2,,61,71
300,3,4:52.0,W. Barton enters the game for N. Jokić,,61,71
301,3,4:52.0,,M. Smart enters the game for J. Sullinger,61,71
302,3,4:52.0,,E. Turner enters the game for J. Crowder,61,71
303,3,4:52.0,D. Gallinari makes free throw 2 of 2,,62,71
304,3,4:39.0,,I. Thomas makes 2-pt layup at rim (assist by A. Johnson),62,73
305,3,4:26.0,Shooting foul by A. Bradley (drawn by E. Mudiay),,62,73
306,3,4:26.0,E. Mudiay makes free throw 1 of 2,,63,73
307,3,4:26.0,,J. Crowder enters the game for A. Bradley,63,73
308,3,4:26.0,E. Mudiay makes free throw 2 of 2,,64,73
309,3,4:16.0,,J. Crowder misses 2-pt jump shot from 20 ft,64,73
310,3,4:15.0,Defensive rebound by D. Gallinari,,64,73
311,3,4:06.0,Turnover by D. Gallinari (bad pass),,64,73
312,3,3:56.0,,I. Thomas misses 2-pt layup at rim,64,73
313,3,3:55.0,Defensive rebound by K. Faried,,64,73
314,3,3:49.0,Turnover by E. Mudiay (bad pass; steal by J. Crowder),,64,73
315,3,3:48.0,,Personal foul by E. Mudiay (drawn by I. Thomas),64,73
316,3,3:25.0,,J. Crowder misses 2-pt jump shot from 4 ft,64,73
317,3,3:24.0,,Offensive rebound by A. Johnson,64,73
318,3,3:23.0,,A. Johnson makes 2-pt layup at rim,64,75
319,3,3:04.0,Personal foul by J. Crowder (drawn by D. Gallinari),,64,75
320,3,3:04.0,D. Gallinari makes free throw 1 of 2,,65,75
321,3,3:04.0,R. Foye enters the game for E. Mudiay,,65,75
322,3,3:04.0,D. Gallinari makes free throw 2 of 2,,66,75
323,3,2:52.0,,J. Crowder misses 3-pt jump shot from 23 ft,66,75
324,3,2:51.0,Defensive rebound by W. Barton,,66,75
325,3,2:42.0,W. Barton makes 2-pt jump shot from 16 ft,,68,75
326,3,2:31.0,,M. Smart misses 3-pt jump shot from 25 ft (block by W. Barton),68,75
327,3,2:30.0,Defensive rebound by R. Foye,,68,75
328,3,2:17.0,W. Barton makes 2-pt layup at rim,,70,75
329,3,2:02.0,,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),70,77
330,3,1:44.0,D. Gallinari misses 3-pt jump shot from 24 ft,,70,77
331,3,1:43.0,,Defensive rebound by I. Thomas,70,77
332,3,1:40.0,,Shooting foul by R. Foye (drawn by I. Thomas),70,77
333,3,1:40.0,,I. Thomas makes free throw 1 of 2,70,78
334,3,1:40.0,,K. Olynyk enters the game for A. Johnson,70,78
335,3,1:40.0,J. Nurkić enters the game for K. Faried,,70,78
336,3,1:40.0,,I. Thomas makes free throw 2 of 2,70,79
337,3,1:25.0,G. Harris misses 3-pt jump shot from 22 ft,,70,79
338,3,1:24.0,,Defensive rebound by K. Olynyk,70,79
339,3,1:05.0,,K. Olynyk misses 2-pt jump shot from 18 ft,70,79
340,3,1:04.0,Defensive rebound by W. Barton,,70,79
341,3,0:51.0,Personal foul by K. Olynyk (drawn by J. Nurkić),,70,79
342,3,0:51.0,J. Nurkić misses free throw 1 of 2,,70,79
343,3,0:51.0,Offensive rebound by Team,,70,79
344,3,0:51.0,M. Miller enters the game for D. Gallinari,,70,79
345,3,0:51.0,J. Nurkić misses free throw 2 of 2,,70,79
346,3,0:51.0,,Defensive rebound by K. Olynyk,70,79
347,3,0:36.0,,E. Turner makes 2-pt layup from 1 ft (assist by M. Smart),70,81
348,3,0:26.0,Turnover by R. Foye (bad pass; steal by M. Smart),,70,81
349,3,0:23.0,,Personal foul by M. Miller (drawn by J. Crowder),70,81
350,3,0:23.0,Denver full timeout,,70,81
351,3,0:23.0,,J. Sullinger enters the game for K. Olynyk,70,81
352,3,0:23.0,,J. Crowder makes free throw 1 of 2,70,82
353,3,0:23.0,,J. Crowder makes free throw 2 of 2,70,83
354,3,0:07.0,Personal foul by I. Thomas (drawn by W. Barton),,70,83
355,3,0:07.0,W. Barton makes free throw 1 of 2,,71,83
356,3,0:07.0,,K. Olynyk enters the game for J. Sullinger,71,83
357,3,0:07.0,S. Kilpatrick enters the game for J. Nurkić,,71,83
358,3,0:07.0,W. Barton misses free throw 2 of 2,,71,83
359,3,0:07.0,,Defensive rebound by K. Olynyk,71,83
360,3,0:01.0,,K. Olynyk makes 2-pt layup from 1 ft,71,85
361,3,0:01.0,,Shooting foul by M. Miller (drawn by K. Olynyk),71,85
362,3,0:01.0,,J. Jerebko enters the game for J. Crowder,71,85
363,3,0:01.0,J. Nurkić enters the game for S. Kilpatrick,,71,85
364,3,0:01.0,,K. Olynyk makes free throw 1 of 1,71,86
365,4,11:49.0,J. Nurkić misses 2-pt hook shot from 5 ft,,71,86
366,4,11:48.0,,Defensive rebound by A. Bradley,71,86
367,4,11:47.0,,Personal foul by J. Nurkić (drawn by A. Bradley),71,86
368,4,11:36.0,,M. Smart misses 2-pt jump shot from 8 ft,71,86
369,4,11:35.0,Defensive rebound by J. Nurkić,,71,86
370,4,11:24.0,M. Miller misses 2-pt jump shot from 14 ft,,71,86
371,4,11:23.0,,Defensive rebound by E. Turner,71,86
372,4,11:22.0,,Personal foul by J. Nurkić (drawn by E. Turner),71,86
373,4,11:12.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by E. Turner),71,89
374,4,10:58.0,R. Foye misses 2-pt jump shot from 20 ft,,71,89
375,4,10:57.0,,Defensive rebound by K. Olynyk,71,89
376,4,10:40.0,,K. Olynyk misses 2-pt jump shot from 5 ft (block by J. Nurkić),71,89
377,4,10:39.0,,Offensive rebound by Team,71,89
378,4,10:31.0,,E. Turner makes 2-pt jump shot from 22 ft (assist by K. Olynyk),71,91
379,4,10:13.0,W. Barton misses 2-pt jump shot from 9 ft,,71,91
380,4,10:12.0,,Defensive rebound by M. Smart,71,91
381,4,10:10.0,,E. Turner makes 2-pt dunk at rim (assist by M. Smart),71,93
382,4,10:10.0,Denver full timeout,,71,93
383,4,10:10.0,N. Jokić enters the game for J. Nurkić,,71,93
384,4,9:56.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,71,93
