,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
0,1,11:39.0,,N. Hilário makes 2-pt hook shot from 5 ft (assist by J. Wall),0,2
1,1,11:19.0,Turnover by L. Deng (bad pass; steal by K. Oubre),,0,2
2,1,11:07.0,,J. Wall misses 2-pt jump shot from 16 ft,0,2
3,1,11:06.0,Defensive rebound by L. Deng,,0,2
4,1,10:48.0,C. Bosh makes 2-pt jump shot from 20 ft (assist by G. Green),,2,2
5,1,10:41.0,,Personal foul by C. Bosh (drawn by N. Hilário),2,2
6,1,10:30.0,,N. Hilário makes 2-pt jump shot from 3 ft (assist by J. Wall),2,4
7,1,10:13.0,G. Green makes 2-pt jump shot from 12 ft (assist by L. Deng),,4,4
8,1,9:59.0,,Shooting foul by T. Johnson (drawn by J. Wall),4,4
9,1,9:59.0,,J. Wall makes free throw 1 of 2,4,5
10,1,9:59.0,,J. Wall makes free throw 2 of 2,4,6
11,1,9:39.0,,Loose ball foul by J. Wall (drawn by H. Whiteside),4,6
12,1,9:27.0,C. Bosh misses 3-pt jump shot from 25 ft,,4,6
13,1,9:26.0,,Defensive rebound by M. Gortat,4,6
14,1,9:17.0,,N. Hilário misses 2-pt layup at rim,4,6
15,1,9:16.0,,Offensive rebound by N. Hilário,4,6
16,1,9:09.0,,N. Hilário makes 2-pt dunk at rim (assist by G. Temple),4,8
17,1,8:53.0,C. Bosh misses 3-pt jump shot from 26 ft,,4,8
18,1,8:51.0,,Defensive rebound by N. Hilário,4,8
19,1,8:43.0,,M. Gortat makes 2-pt hook shot from 7 ft (assist by J. Wall),4,10
20,1,8:27.0,T. Johnson makes 2-pt layup at rim,,6,10
21,1,8:09.0,,N. Hilário misses 2-pt jump shot from 18 ft,6,10
22,1,8:08.0,Defensive rebound by H. Whiteside,,6,10
23,1,7:56.0,G. Green misses 3-pt jump shot from 25 ft,,6,10
24,1,7:54.0,,Defensive rebound by Team,6,10
25,1,7:40.0,,Turnover by K. Oubre (bad pass; steal by C. Bosh),6,10
26,1,7:33.0,L. Deng misses 2-pt layup from 2 ft,,6,10
27,1,7:31.0,,Defensive rebound by N. Hilário,6,10
28,1,7:23.0,,Shooting foul by L. Deng (drawn by M. Gortat),6,10
29,1,7:23.0,,M. Gortat misses free throw 1 of 2,6,10
30,1,7:23.0,,Offensive rebound by Team,6,10
31,1,7:23.0,,M. Gortat makes free throw 2 of 2,6,11
32,1,7:07.0,Turnover by C. Bosh (lost ball; steal by G. Temple),,6,11
33,1,7:04.0,,Shooting foul by G. Green (drawn by G. Temple),6,11
34,1,7:04.0,,G. Temple makes free throw 1 of 2,6,12
35,1,7:04.0,J. Richardson enters the game for G. Green,,6,12
36,1,7:04.0,,G. Temple makes free throw 2 of 2,6,13
37,1,6:42.0,Violation by Team (delay of game),,6,13
38,1,6:41.0,Turnover by H. Whiteside (lost ball; steal by N. Hilário),,6,13
39,1,6:22.0,,J. Wall makes 2-pt jump shot from 14 ft,6,15
40,1,6:15.0,Miami full timeout,,6,15
41,1,6:15.0,J. Winslow enters the game for L. Deng,,6,15
42,1,6:07.0,C. Bosh misses 2-pt jump shot from 5 ft,,6,15
43,1,6:05.0,,Defensive rebound by M. Gortat,6,15
44,1,5:54.0,,Turnover by J. Wall (bad pass; steal by H. Whiteside),6,15
45,1,5:50.0,J. Winslow makes 2-pt dunk at rim (assist by H. Whiteside),,8,15
46,1,5:29.0,,Turnover by J. Wall (bad pass),8,15
47,1,5:29.0,,B. Beal enters the game for K. Oubre,8,15
48,1,5:07.0,T. Johnson makes 2-pt jump shot from 6 ft,,10,15
49,1,4:46.0,,M. Gortat misses 2-pt jump shot from 3 ft (block by H. Whiteside),10,15
50,1,4:45.0,Defensive rebound by H. Whiteside,,10,15
51,1,4:34.0,Shooting foul by N. Hilário (drawn by C. Bosh),,10,15
52,1,4:34.0,C. Bosh makes free throw 1 of 2,,11,15
53,1,4:34.0,,J. Dudley enters the game for N. Hilário,11,15
54,1,4:34.0,C. Bosh makes free throw 2 of 2,,12,15
55,1,4:20.0,,G. Temple misses 2-pt jump shot from 19 ft,12,15
56,1,4:19.0,,Offensive rebound by G. Temple,12,15
57,1,4:17.0,,J. Dudley makes 2-pt jump shot from 21 ft (assist by G. Temple),12,17
58,1,3:55.0,H. Whiteside makes 2-pt jump shot from 10 ft (assist by J. Richardson),,14,17
59,1,3:41.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),14,20
60,1,3:23.0,Turnover by H. Whiteside (lost ball; steal by J. Dudley),,14,20
61,1,3:11.0,,M. Gortat makes 2-pt hook shot from 5 ft (assist by J. Dudley),14,22
62,1,2:53.0,Offensive foul by T. Johnson (drawn by J. Wall),,14,22
63,1,2:53.0,Turnover by T. Johnson (offensive foul),,14,22
64,1,2:53.0,,Washington full timeout,14,22
65,1,2:53.0,L. Deng enters the game for C. Bosh,,14,22
66,1,2:53.0,G. Green enters the game for T. Johnson,,14,22
67,1,2:53.0,,R. Sessions enters the game for J. Wall,14,22
68,1,2:36.0,,B. Beal misses 2-pt jump shot from 12 ft,14,22
69,1,2:35.0,Defensive rebound by J. Winslow,,14,22
70,1,2:21.0,G. Green misses 2-pt layup from 1 ft,,14,22
71,1,2:20.0,,Defensive rebound by R. Sessions,14,22
72,1,2:10.0,,M. Gortat makes 2-pt jump shot from 18 ft (assist by G. Temple),14,24
73,1,1:54.0,Turnover by J. Richardson (bad pass; steal by J. Dudley),,14,24
74,1,1:49.0,,Turnover by R. Sessions (lost ball),14,24
75,1,1:49.0,,G. Neal enters the game for G. Temple,14,24
76,1,1:34.0,Turnover by G. Green (step out of bounds),,14,24
77,1,1:34.0,A. Stoudemire enters the game for H. Whiteside,,14,24
78,1,1:15.0,,J. Dudley misses 2-pt jump shot from 20 ft,14,24
79,1,1:14.0,,Offensive rebound by M. Gortat,14,24
80,1,1:07.0,,J. Dudley makes 2-pt layup from 1 ft (assist by R. Sessions),14,26
81,1,0:46.0,L. Deng makes 2-pt jump shot from 14 ft,,16,26
82,1,0:39.0,,M. Gortat misses 2-pt jump shot from 3 ft,16,26
83,1,0:38.0,Defensive rebound by L. Deng,,16,26
84,1,0:26.0,L. Deng makes 3-pt jump shot from 23 ft (assist by J. Richardson),,19,26
85,1,0:24.0,,Turnover by G. Neal (bad pass),19,26
86,1,0:07.0,Personal take foul by R. Sessions (drawn by J. Richardson),,19,26
87,1,0:04.0,L. Deng makes 3-pt jump shot from 25 ft (assist by J. Winslow),,22,26
88,2,11:46.0,Turnover by J. Richardson (bad pass; steal by N. Hilário),,22,26
89,2,11:36.0,,N. Hilário makes 2-pt jump shot from 20 ft (assist by R. Sessions),22,28
90,2,11:16.0,Turnover by A. Stoudemire (3 sec),,22,28
91,2,11:08.0,,Turnover by R. Sessions (bad pass),22,28
92,2,11:00.0,Personal foul by B. Beal (drawn by G. Green),,22,28
93,2,10:49.0,A. Stoudemire makes 2-pt layup at rim,,24,28
94,2,10:46.0,,Personal foul by J. Richardson (drawn by R. Sessions),24,28
95,2,10:35.0,,J. Dudley makes 2-pt jump shot from 17 ft (assist by R. Sessions),24,30
96,2,10:07.0,A. Stoudemire makes 2-pt jump shot from 13 ft,,26,30
97,2,9:55.0,,Shooting foul by J. Winslow (drawn by B. Beal),26,30
98,2,9:55.0,,B. Beal misses free throw 1 of 2,26,30
99,2,9:55.0,,Offensive rebound by Team,26,30
100,2,9:55.0,,B. Beal makes free throw 2 of 2,26,31
101,2,9:54.0,Turnover by L. Deng (bad pass; steal by R. Sessions),,26,31
102,2,9:48.0,,R. Sessions misses 2-pt layup from 2 ft (block by L. Deng),26,31
103,2,9:47.0,Defensive rebound by J. Richardson,,26,31
104,2,9:42.0,G. Green misses 2-pt jump shot from 8 ft,,26,31
105,2,9:41.0,Offensive rebound by A. Stoudemire,,26,31
106,2,9:40.0,Shooting foul by J. Dudley (drawn by A. Stoudemire),,26,31
107,2,9:40.0,A. Stoudemire makes free throw 1 of 2,,27,31
108,2,9:40.0,T. Johnson enters the game for J. Richardson,,27,31
109,2,9:40.0,A. Stoudemire misses free throw 2 of 2,,27,31
110,2,9:39.0,,Defensive rebound by N. Hilário,27,31
111,2,9:17.0,,G. Neal misses 2-pt jump shot from 14 ft,27,31
112,2,9:16.0,Defensive rebound by J. Winslow,,27,31
