,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
0,1,11:35.0,,B. Griffin misses 3-pt jump shot from 25 ft,0,0
1,1,11:34.0,Defensive rebound by J. Randle,,0,0
2,1,11:13.0,K. Bryant misses 2-pt jump shot from 21 ft,,0,0
3,1,11:10.0,,Defensive rebound by L. Mbah a Moute,0,0
4,1,11:07.0,,L. Mbah a Moute makes 2-pt dunk at rim (assist by D. Jordan),0,2
5,1,10:45.0,J. Randle misses 2-pt jump shot from 13 ft,,0,2
6,1,10:43.0,,Defensive rebound by D. Jordan,0,2
7,1,10:37.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),0,4
8,1,10:19.0,J. Clarkson misses 2-pt layup from 2 ft,,0,4
9,1,10:17.0,,Defensive rebound by J. Redick,0,4
10,1,10:11.0,,C. Paul makes 2-pt jump shot from 11 ft (assist by L. Mbah a Moute),0,6
11,1,9:56.0,D. Russell makes 2-pt jump shot from 10 ft,,2,6
12,1,9:50.0,,Shooting foul by R. Hibbert (drawn by C. Paul),2,6
13,1,9:50.0,,C. Paul makes free throw 1 of 2,2,7
14,1,9:50.0,,C. Paul makes free throw 2 of 2,2,8
15,1,9:26.0,D. Russell misses 2-pt layup from 2 ft,,2,8
16,1,9:25.0,,Defensive rebound by D. Jordan,2,8
17,1,9:19.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),2,11
18,1,9:07.0,K. Bryant misses 2-pt jump shot from 18 ft,,2,11
19,1,9:05.0,,Defensive rebound by D. Jordan,2,11
20,1,9:01.0,,C. Paul makes 2-pt jump shot from 14 ft,2,13
21,1,8:53.0,LA Lakers full timeout,,2,13
22,1,8:43.0,J. Randle misses 2-pt jump shot from 21 ft,,2,13
23,1,8:42.0,,Defensive rebound by D. Jordan,2,13
24,1,8:35.0,,Def 3 sec tech foul by J. Randle,2,13
25,1,8:35.0,,C. Paul makes technical free throw,2,14
26,1,8:27.0,,B. Griffin misses 2-pt hook shot from 4 ft,2,14
27,1,8:25.0,Defensive rebound by J. Randle,,2,14
28,1,8:17.0,K. Bryant misses 3-pt jump shot from 28 ft,,2,14
29,1,8:16.0,Offensive rebound by R. Hibbert,,2,14
30,1,8:09.0,J. Clarkson misses 3-pt jump shot from 25 ft,,2,14
31,1,8:08.0,,Defensive rebound by D. Jordan,2,14
32,1,7:58.0,,C. Paul makes 2-pt hook shot from 9 ft,2,16
33,1,7:35.0,Turnover by K. Bryant (bad pass; steal by L. Mbah a Moute),,2,16
34,1,7:31.0,,J. Redick makes 2-pt layup from 2 ft (assist by C. Paul),2,18
35,1,7:17.0,K. Bryant misses 2-pt jump shot from 16 ft,,2,18
36,1,7:15.0,,Defensive rebound by J. Redick,2,18
37,1,7:11.0,,Shooting foul by R. Hibbert (drawn by L. Mbah a Moute),2,18
38,1,7:11.0,,L. Mbah a Moute misses free throw 1 of 2,2,18
39,1,7:11.0,,Offensive rebound by Team,2,18
40,1,7:11.0,,L. Mbah a Moute misses free throw 2 of 2,2,18
41,1,7:11.0,Defensive rebound by J. Clarkson,,2,18
42,1,6:52.0,K. Bryant misses 2-pt jump shot from 5 ft,,2,18
43,1,6:51.0,,Defensive rebound by C. Paul,2,18
44,1,6:46.0,,C. Paul makes 2-pt layup from 2 ft,2,20
45,1,6:35.0,Shooting foul by D. Jordan (drawn by D. Russell),,2,20
