,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHOENIX_ACTION,GOLDEN STATE_SCORE,PHOENIX_SCORE
0,1,11:43.0,A. Bogut misses 2-pt hook shot from 4 ft,,0,0
1,1,11:40.0,,Defensive rebound by M. Morris,0,0
2,1,11:33.0,,M. Morris misses 2-pt jump shot from 3 ft (block by D. Green),0,0
3,1,11:33.0,Defensive rebound by Team,,0,0
4,1,11:17.0,A. Bogut makes 2-pt jump shot from 6 ft (assist by S. Curry),,2,0
5,1,10:57.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,2,0
6,1,10:55.0,Defensive rebound by A. Bogut,,2,0
7,1,10:50.0,Turnover by D. Green (bad pass; steal by E. Bledsoe),,2,0
8,1,10:48.0,,Personal take foul by A. Bogut (drawn by E. Bledsoe),2,0
9,1,10:41.0,,Turnover by E. Bledsoe (bad pass; steal by H. Barnes),2,0
10,1,10:34.0,K. Thompson misses 3-pt jump shot from 25 ft,,2,0
11,1,10:31.0,Offensive rebound by D. Green,,2,0
12,1,10:27.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,5,0
13,1,10:18.0,,B. Knight misses 2-pt jump shot from 19 ft,5,0
14,1,10:16.0,Defensive rebound by D. Green,,5,0
15,1,10:10.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,8,0
16,1,9:48.0,,M. Morris makes 2-pt jump shot from 9 ft (assist by B. Knight),8,2
17,1,9:42.0,Shooting foul by T. Chandler (drawn by A. Bogut),,8,2
18,1,9:42.0,,Violation by Team (delay of game),8,2
19,1,9:42.0,A. Bogut makes free throw 1 of 2,,9,2
20,1,9:42.0,A. Bogut misses free throw 2 of 2,,9,2
21,1,9:41.0,,Defensive rebound by T. Chandler,9,2
22,1,9:26.0,,Turnover by M. Morris (offensive foul),9,2
23,1,9:26.0,Offensive charge foul by M. Morris (drawn by S. Curry),,9,2
24,1,9:15.0,K. Thompson misses 3-pt jump shot from 24 ft,,9,2
25,1,9:13.0,,Defensive rebound by T. Chandler,9,2
26,1,8:48.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),9,5
27,1,8:40.0,Personal foul by E. Bledsoe (drawn by S. Curry),,9,5
28,1,8:32.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Bogut),,11,5
29,1,8:06.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,11,8
30,1,7:55.0,A. Bogut makes 2-pt layup from 2 ft (assist by S. Curry),,13,8
31,1,7:51.0,,Phoenix full timeout,13,8
32,1,7:51.0,,A. Len enters the game for T. Chandler,13,8
33,1,7:36.0,,B. Knight misses 3-pt jump shot from 25 ft,13,8
34,1,7:34.0,Defensive rebound by D. Green,,13,8
35,1,7:24.0,Personal foul by P. Tucker (drawn by S. Curry),,13,8
36,1,7:16.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Curry),,16,8
37,1,6:52.0,,A. Len misses 2-pt jump shot from 15 ft,16,8
38,1,6:50.0,Defensive rebound by D. Green,,16,8
39,1,6:46.0,A. Bogut makes 2-pt layup at rim (assist by D. Green),,18,8
40,1,6:32.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,18,8
41,1,6:30.0,,Offensive rebound by A. Len,18,8
42,1,6:26.0,,E. Bledsoe makes 2-pt jump shot from 18 ft,18,10
43,1,6:15.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,21,10
44,1,5:58.0,,Turnover by M. Morris (traveling),21,10
45,1,5:48.0,S. Curry makes 3-pt jump shot from 25 ft,,24,10
46,1,5:38.0,,Personal foul by K. Thompson (drawn by B. Knight),24,10
47,1,5:38.0,A. Iguodala enters the game for H. Barnes,,24,10
48,1,5:30.0,,Personal foul by A. Bogut (drawn by A. Len),24,10
49,1,5:30.0,F. Ezeli enters the game for A. Bogut,,24,10
50,1,5:30.0,,R. Price enters the game for B. Knight,24,10
51,1,5:27.0,,M. Morris misses 2-pt jump shot from 16 ft,24,10
52,1,5:25.0,Defensive rebound by S. Curry,,24,10
53,1,5:21.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,26,10
54,1,5:01.0,,Turnover by M. Morris (bad pass; steal by S. Curry),26,10
55,1,4:55.0,Turnover by D. Green (bad pass; steal by A. Len),,26,10
56,1,4:49.0,,Turnover by E. Bledsoe (bad pass; steal by D. Green),26,10
57,1,4:46.0,Shooting foul by R. Price (drawn by S. Curry),,26,10
58,1,4:46.0,S. Curry misses free throw 1 of 2,,26,10
59,1,4:46.0,Offensive rebound by Team,,26,10
60,1,4:46.0,,T. Warren enters the game for M. Morris,26,10
61,1,4:46.0,,M. Teletović enters the game for A. Len,26,10
62,1,4:46.0,S. Curry makes free throw 2 of 2,,27,10
63,1,4:33.0,,E. Bledsoe makes 2-pt layup at rim,27,12
64,1,4:23.0,Personal foul by P. Tucker (drawn by S. Curry),,27,12
65,1,4:23.0,S. Curry makes free throw 1 of 2,,28,12
66,1,4:23.0,S. Curry makes free throw 2 of 2,,29,12
67,1,4:07.0,,P. Tucker misses 2-pt layup from 1 ft,29,12
68,1,4:05.0,,Offensive rebound by P. Tucker,29,12
69,1,4:05.0,,P. Tucker makes 2-pt layup at rim,29,14
70,1,3:53.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,32,14
71,1,3:53.0,Shooting foul by R. Price (drawn by S. Curry),,32,14
72,1,3:53.0,S. Curry makes free throw 1 of 1,,33,14
73,1,3:33.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by T. Warren),33,17
74,1,3:16.0,D. Green makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,36,17
75,1,3:02.0,,P. Tucker misses 2-pt jump shot from 16 ft,36,17
76,1,3:01.0,Defensive rebound by D. Green,,36,17
77,1,2:56.0,Turnover by D. Green (bad pass; steal by E. Bledsoe),,36,17
78,1,2:53.0,,E. Bledsoe makes 2-pt layup from 1 ft,36,19
79,1,2:42.0,Offensive foul by S. Curry (drawn by R. Price),,36,19
80,1,2:42.0,Turnover by S. Curry (offensive foul),,36,19
81,1,2:42.0,Golden State full timeout,,36,19
82,1,2:42.0,S. Livingston enters the game for K. Thompson,,36,19
83,1,2:27.0,,P. Tucker misses 2-pt jump shot from 3 ft,36,19
84,1,2:25.0,Defensive rebound by F. Ezeli,,36,19
85,1,2:12.0,F. Ezeli misses 2-pt jump shot from 4 ft,,36,19
86,1,2:11.0,,Defensive rebound by E. Bledsoe,36,19
87,1,2:05.0,,Turnover by E. Bledsoe (lost ball),36,19
88,1,1:57.0,Shooting foul by E. Bledsoe (drawn by F. Ezeli),,36,19
89,1,1:57.0,F. Ezeli misses free throw 1 of 2,,36,19
90,1,1:57.0,Offensive rebound by Team,,36,19
91,1,1:57.0,,D. Booker enters the game for E. Bledsoe,36,19
92,1,1:57.0,,B. Knight enters the game for P. Tucker,36,19
93,1,1:57.0,F. Ezeli misses free throw 2 of 2,,36,19
94,1,1:56.0,Offensive rebound by S. Curry,,36,19
95,1,1:52.0,S. Curry makes 3-pt jump shot from 24 ft,,39,19
96,1,1:34.0,,R. Price makes 2-pt layup at rim,39,21
97,1,1:22.0,F. Ezeli misses 2-pt hook shot from 7 ft,,39,21
98,1,1:19.0,,Defensive rebound by M. Teletović,39,21
99,1,1:10.0,,R. Price makes 2-pt layup from 1 ft,39,23
100,1,1:03.0,S. Curry misses 3-pt jump shot from 25 ft,,39,23
101,1,1:01.0,Offensive rebound by A. Iguodala,,39,23
102,1,0:49.0,F. Ezeli makes 2-pt jump shot from 3 ft (assist by D. Green),,41,23
103,1,0:44.0,,T. Warren makes 2-pt jump shot from 3 ft (assist by B. Knight),41,25
104,1,0:35.0,S. Curry makes 3-pt jump shot from 24 ft,,44,25
105,1,0:24.0,Violation by D. Green (def goaltending),,44,25
106,1,0:24.0,,M. Teletović makes 2-pt layup from 2 ft (assist by R. Price),44,27
107,1,0:04.0,S. Curry misses 2-pt layup from 1 ft,,44,27
108,1,0:02.0,Offensive rebound by F. Ezeli,,44,27
109,1,0:02.0,F. Ezeli misses 2-pt layup from 2 ft,,44,27
110,1,0:01.0,Offensive rebound by F. Ezeli,,44,27
111,1,0:00.0,F. Ezeli misses 2-pt layup from 1 ft,,44,27
112,1,0:00.0,Offensive rebound by Team,,44,27
113,2,11:47.0,,T. Warren misses 2-pt jump shot from 8 ft,44,27
114,2,11:44.0,Defensive rebound by A. Iguodala,,44,27
115,2,11:30.0,H. Barnes misses 2-pt layup from 2 ft (block by M. Teletović),,44,27
116,2,11:27.0,,Defensive rebound by Team,44,27
117,2,11:13.0,,B. Knight misses 2-pt layup from 2 ft,44,27
118,2,11:11.0,,Offensive rebound by T. Warren,44,27
119,2,11:08.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by R. Price),44,30
120,2,10:59.0,Turnover by L. Barbosa (lost ball),,44,30
121,2,10:42.0,,Personal foul by S. Livingston (drawn by B. Knight),44,30
122,2,10:38.0,,Personal foul by B. Rush (drawn by M. Teletović),44,30
123,2,10:23.0,,B. Knight makes 2-pt layup from 2 ft,44,32
124,2,10:06.0,A. Iguodala makes 2-pt dunk at rim,,46,32
125,2,10:05.0,,Phoenix full timeout,46,32
126,2,9:47.0,,R. Price misses 3-pt jump shot from 24 ft,46,32
127,2,9:46.0,Defensive rebound by Team,,46,32
128,2,9:33.0,L. Barbosa makes 3-pt jump shot from 24 ft,,49,32
129,2,9:25.0,,D. Booker makes 2-pt layup at rim,49,34
130,2,9:25.0,,Shooting foul by B. Rush (drawn by D. Booker),49,34
131,2,9:25.0,,D. Booker misses free throw 1 of 1,49,34
132,2,9:23.0,Defensive rebound by H. Barnes,,49,34
133,2,9:10.0,Shooting foul by R. Price (drawn by H. Barnes),,49,34
134,2,9:10.0,H. Barnes misses free throw 1 of 2,,49,34
135,2,9:10.0,Offensive rebound by Team,,49,34
136,2,9:10.0,,E. Bledsoe enters the game for R. Price,49,34
137,2,9:10.0,H. Barnes makes free throw 2 of 2,,50,34
138,2,9:06.0,,Personal foul by L. Barbosa (drawn by E. Bledsoe),50,34
139,2,8:58.0,,E. Bledsoe makes 3-pt jump shot from 24 ft,50,37
140,2,8:43.0,H. Barnes makes 2-pt dunk at rim (assist by S. Livingston),,52,37
141,2,8:24.0,,T. Warren makes 2-pt jump shot from 3 ft (assist by E. Bledsoe),52,39
142,2,8:12.0,S. Livingston misses 2-pt jump shot from 17 ft,,52,39
143,2,8:09.0,,Defensive rebound by T. Warren,52,39
144,2,7:57.0,,B. Knight makes 2-pt jump shot from 3 ft,52,41
145,2,7:57.0,,Shooting foul by S. Livingston (drawn by B. Knight),52,41
146,2,7:57.0,Golden State full timeout,,52,41
147,2,7:57.0,K. Thompson enters the game for B. Rush,,52,41
148,2,7:57.0,,B. Knight misses free throw 1 of 1,52,41
149,2,7:56.0,Defensive rebound by H. Barnes,,52,41
150,2,7:41.0,A. Iguodala makes 3-pt jump shot from 22 ft (assist by L. Barbosa),,55,41
151,2,7:27.0,,B. Knight makes 2-pt jump shot from 5 ft,55,43
152,2,7:05.0,L. Barbosa misses 2-pt jump shot from 21 ft,,55,43
153,2,7:03.0,,Defensive rebound by T. Warren,55,43
154,2,6:47.0,,M. Teletović misses 2-pt jump shot from 17 ft,55,43
155,2,6:44.0,Defensive rebound by S. Livingston,,55,43
156,2,6:39.0,S. Curry enters the game for L. Barbosa,,55,43
157,2,6:39.0,D. Green enters the game for A. Iguodala,,55,43
158,2,6:36.0,K. Thompson misses 3-pt jump shot from 24 ft,,55,43
159,2,6:33.0,Offensive rebound by H. Barnes,,55,43
160,2,6:33.0,H. Barnes makes 2-pt dunk at rim,,57,43
161,2,6:18.0,,M. Teletović misses 3-pt jump shot from 27 ft,57,43
162,2,6:16.0,Defensive rebound by H. Barnes,,57,43
163,2,6:07.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,60,43
164,2,5:58.0,,Phoenix full timeout,60,43
165,2,5:46.0,,E. Bledsoe makes 2-pt jump shot from 10 ft,60,45
166,2,5:27.0,Turnover by S. Curry (bad pass; steal by T. Warren),,60,45
167,2,5:23.0,,B. Knight makes 2-pt jump shot from 13 ft (assist by T. Warren),60,47
168,2,5:10.0,Personal foul by T. Warren (drawn by S. Curry),,60,47
169,2,5:06.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by S. Curry),,62,47
170,2,4:52.0,,B. Knight misses 2-pt jump shot from 16 ft,62,47
171,2,4:50.0,Defensive rebound by H. Barnes,,62,47
172,2,4:42.0,Turnover by H. Barnes (lost ball; steal by D. Booker),,62,47
173,2,4:37.0,,T. Warren makes 2-pt layup at rim (assist by E. Bledsoe),62,49
174,2,4:18.0,H. Barnes makes 2-pt jump shot from 5 ft,,64,49
175,2,4:07.0,,B. Knight makes 2-pt jump shot from 5 ft,64,51
176,2,3:59.0,Personal foul by D. Booker (drawn by D. Green),,64,51
177,2,3:59.0,,J. Leuer enters the game for M. Teletović,64,51
178,2,3:59.0,I. Clark enters the game for S. Livingston,,64,51
179,2,3:49.0,I. Clark makes 3-pt jump shot from 23 ft (assist by D. Green),,67,51
180,2,3:37.0,,Turnover by J. Leuer (bad pass; steal by S. Curry),67,51
181,2,3:36.0,Personal take foul by B. Knight (drawn by S. Curry),,67,51
182,2,3:21.0,Personal foul by D. Booker (drawn by H. Barnes),,67,51
183,2,3:21.0,H. Barnes misses free throw 1 of 2,,67,51
184,2,3:21.0,Offensive rebound by Team,,67,51
185,2,3:21.0,H. Barnes misses free throw 2 of 2,,67,51
186,2,3:20.0,,Defensive rebound by J. Leuer,67,51
187,2,3:16.0,,E. Bledsoe makes 2-pt layup from 2 ft,67,53
188,2,3:16.0,,Shooting foul by K. Thompson (drawn by E. Bledsoe),67,53
189,2,3:16.0,A. Iguodala enters the game for H. Barnes,,67,53
190,2,3:16.0,,E. Bledsoe misses free throw 1 of 1,67,53
191,2,3:14.0,Defensive rebound by D. Green,,67,53
192,2,2:52.0,Turnover by Team (shot clock),,67,53
193,2,2:52.0,Official timeout,,67,53
