,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,GOLDEN STATE_ACTION,CHARLOTTE_SCORE,GOLDEN STATE_SCORE
0,1,11:47.0,,Turnover by A. Bogut (bad pass; steal by C. Zeller),0,0
1,1,11:35.0,K. Walker makes 2-pt jump shot from 19 ft,,2,0
2,1,11:19.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by B. Rush),2,3
3,1,11:01.0,K. Walker makes 2-pt layup from 1 ft (assist by J. Lin),,4,3
4,1,10:48.0,,B. Rush makes 2-pt jump shot from 19 ft (assist by A. Bogut),4,5
5,1,10:19.0,Turnover by Team (shot clock),,4,5
6,1,10:03.0,,D. Green misses 2-pt layup from 2 ft (block by C. Zeller),4,5
7,1,10:02.0,Defensive rebound by C. Zeller,,4,5
8,1,9:47.0,M. Williams misses 3-pt jump shot from 25 ft,,4,5
9,1,9:47.0,,Defensive rebound by A. Bogut,4,5
10,1,9:31.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),4,8
11,1,9:14.0,P. Hairston misses 3-pt jump shot from 25 ft,,4,8
12,1,9:14.0,,Defensive rebound by Team,4,8
13,1,9:07.0,,S. Curry makes 2-pt layup from 1 ft,4,10
14,1,8:49.0,K. Walker makes 2-pt layup from 2 ft,,6,10
15,1,8:34.0,,Shooting foul by P. Hairston (drawn by K. Thompson),6,10
16,1,8:34.0,,K. Thompson makes free throw 1 of 2,6,11
17,1,8:34.0,,K. Thompson makes free throw 2 of 2,6,12
18,1,8:26.0,Turnover by K. Walker (lost ball),,6,12
19,1,8:19.0,,S. Curry misses 3-pt jump shot from 27 ft,6,12
20,1,8:19.0,Defensive rebound by C. Zeller,,6,12
21,1,8:09.0,C. Zeller makes 2-pt layup from 2 ft (assist by M. Williams),,8,12
22,1,7:58.0,,Personal foul by P. Hairston (drawn by K. Thompson),8,12
23,1,7:56.0,,K. Thompson misses 3-pt jump shot from 27 ft,8,12
24,1,7:56.0,Defensive rebound by C. Zeller,,8,12
25,1,7:46.0,K. Walker misses 2-pt jump shot from 1 ft,,8,12
26,1,7:45.0,Offensive rebound by K. Walker,,8,12
27,1,7:45.0,K. Walker makes 2-pt layup from 1 ft,,10,12
28,1,7:45.0,Shooting foul by S. Curry (drawn by K. Walker),,10,12
29,1,7:45.0,K. Walker makes free throw 1 of 1,,11,12
30,1,7:31.0,,A. Bogut misses 2-pt hook shot from 4 ft,11,12
31,1,7:30.0,Defensive rebound by J. Lin,,11,12
32,1,7:20.0,J. Lin makes 2-pt jump shot from 12 ft,,13,12
33,1,7:01.0,,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),13,14
34,1,6:46.0,J. Lin misses 2-pt jump shot from 6 ft (block by B. Rush),,13,14
35,1,6:45.0,,Defensive rebound by D. Green,13,14
36,1,6:38.0,,S. Curry misses 3-pt jump shot from 22 ft,13,14
37,1,6:37.0,,Offensive rebound by D. Green,13,14
38,1,6:32.0,,B. Rush makes 3-pt jump shot from 25 ft (assist by D. Green),13,17
39,1,6:24.0,Charlotte full timeout,,13,17
40,1,6:18.0,M. Williams makes 3-pt jump shot from 25 ft (assist by P. Hairston),,16,17
41,1,6:05.0,,Turnover by D. Green (step out of bounds),16,17
42,1,5:53.0,K. Walker misses 3-pt jump shot from 24 ft,,16,17
43,1,5:52.0,,Defensive rebound by D. Green,16,17
44,1,5:44.0,,Turnover by A. Bogut (bad pass; steal by C. Zeller),16,17
45,1,5:38.0,P. Hairston misses 2-pt layup from 2 ft (block by K. Thompson),,16,17
46,1,5:38.0,Offensive rebound by Team,,16,17
47,1,5:38.0,,A. Iguodala enters the game for B. Rush,16,17
48,1,5:25.0,J. Lin misses 2-pt jump shot from 18 ft,,16,17
49,1,5:24.0,,Defensive rebound by S. Curry,16,17
50,1,5:11.0,,A. Iguodala misses 3-pt jump shot from 23 ft,16,17
51,1,5:10.0,Defensive rebound by K. Walker,,16,17
52,1,5:03.0,Shooting foul by S. Curry (drawn by K. Walker),,16,17
53,1,5:03.0,K. Walker makes free throw 1 of 2,,17,17
54,1,5:03.0,F. Kaminsky enters the game for P. Hairston,,17,17
55,1,5:03.0,J. Lamb enters the game for M. Williams,,17,17
56,1,5:03.0,,S. Livingston enters the game for S. Curry,17,17
57,1,5:03.0,K. Walker makes free throw 2 of 2,,18,17
58,1,4:51.0,,Turnover by K. Thompson (bad pass; steal by J. Lamb),18,17
59,1,4:36.0,C. Zeller misses 2-pt layup at rim,,18,17
60,1,4:35.0,,Defensive rebound by A. Bogut,18,17
61,1,4:26.0,,S. Livingston misses 2-pt jump shot from 15 ft,18,17
62,1,4:25.0,Defensive rebound by J. Lamb,,18,17
63,1,4:08.0,K. Walker misses 2-pt jump shot from 3 ft,,18,17
64,1,4:07.0,Offensive rebound by C. Zeller,,18,17
65,1,4:04.0,J. Lamb misses 3-pt jump shot from 26 ft,,18,17
66,1,4:03.0,Offensive rebound by F. Kaminsky,,18,17
67,1,4:02.0,F. Kaminsky makes 2-pt layup from 1 ft,,20,17
68,1,3:52.0,,D. Green makes 3-pt jump shot from 24 ft (assist by A. Iguodala),20,20
69,1,3:34.0,Turnover by K. Walker (bad pass; steal by D. Green),,20,20
70,1,3:22.0,,D. Green misses 3-pt jump shot from 24 ft,20,20
71,1,3:22.0,Defensive rebound by J. Lamb,,20,20
72,1,3:13.0,Turnover by C. Zeller (traveling),,20,20
73,1,3:13.0,,M. Speights enters the game for A. Bogut,20,20
74,1,3:13.0,,Golden State full timeout,20,20
75,1,3:13.0,S. Hawes enters the game for C. Zeller,,20,20
76,1,3:03.0,,Personal foul by J. Lin (drawn by K. Thompson),20,20
77,1,2:58.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),20,23
78,1,2:41.0,J. Lamb misses 3-pt jump shot from 24 ft,,20,23
79,1,2:40.0,,Defensive rebound by D. Green,20,23
80,1,2:25.0,,K. Thompson misses 3-pt jump shot from 24 ft,20,23
81,1,2:25.0,Defensive rebound by S. Hawes,,20,23
82,1,2:11.0,Turnover by J. Lin (lost ball),,20,23
83,1,2:11.0,,H. Barnes enters the game for D. Green,20,23
84,1,1:55.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by K. Thompson),20,25
85,1,1:36.0,J. Lin misses 3-pt jump shot from 25 ft,,20,25
86,1,1:36.0,Offensive rebound by K. Walker,,20,25
87,1,1:30.0,S. Hawes misses 2-pt layup from 2 ft (block by M. Speights),,20,25
88,1,1:25.0,,Defensive rebound by M. Speights,20,25
89,1,1:21.0,,Personal foul by J. Lin (drawn by S. Livingston),20,25
90,1,1:21.0,B. Roberts enters the game for J. Lin,,20,25
91,1,1:14.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by K. Thompson),20,27
92,1,0:51.0,Shooting foul by M. Speights (drawn by J. Lamb),,20,27
93,1,0:51.0,J. Lamb makes free throw 1 of 2,,21,27
94,1,0:51.0,M. Williams enters the game for K. Walker,,21,27
95,1,0:51.0,J. Lamb makes free throw 2 of 2,,22,27
96,1,0:43.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Iguodala),22,30
97,1,0:39.0,Offensive foul by S. Hawes (drawn by S. Livingston),,22,30
98,1,0:39.0,Turnover by S. Hawes (offensive foul),,22,30
99,1,0:26.0,,H. Barnes misses 2-pt jump shot from 4 ft,22,30
100,1,0:25.0,,Offensive rebound by M. Speights,22,30
101,1,0:25.0,,M. Speights makes 2-pt layup from 2 ft,22,32
102,1,0:05.0,B. Roberts makes 2-pt layup from 1 ft,,24,32
103,1,0:01.0,,S. Livingston misses 2-pt jump shot from 9 ft,24,32
104,1,0:00.0,,Offensive rebound by Team,24,32
105,2,11:42.0,F. Kaminsky misses 2-pt jump shot from 12 ft,,24,32
106,2,11:41.0,,Defensive rebound by A. Iguodala,24,32
107,2,11:27.0,,H. Barnes makes 2-pt jump shot from 20 ft (assist by S. Livingston),24,34
108,2,11:07.0,B. Roberts makes 2-pt jump shot from 20 ft (assist by S. Hawes),,26,34
109,2,10:44.0,,I. Clark makes 3-pt jump shot from 25 ft (assist by A. Iguodala),26,37
110,2,10:26.0,M. Williams makes 3-pt jump shot from 23 ft (assist by B. Roberts),,29,37
111,2,10:05.0,,H. Barnes makes 2-pt jump shot from 20 ft,29,39
112,2,9:48.0,J. Lamb makes 2-pt layup from 2 ft (assist by S. Hawes),,31,39
113,2,9:48.0,Shooting foul by A. Iguodala (drawn by J. Lamb),,31,39
114,2,9:48.0,J. Lamb makes free throw 1 of 1,,32,39
115,2,9:34.0,,H. Barnes makes 2-pt jump shot from 18 ft,32,41
116,2,9:21.0,Offensive foul by J. Lamb (drawn by M. Speights),,32,41
117,2,9:21.0,Turnover by J. Lamb (offensive foul),,32,41
118,2,9:10.0,,Turnover by I. Clark (lost ball),32,41
119,2,8:50.0,B. Roberts makes 2-pt layup from 2 ft (assist by S. Hawes),,34,41
120,2,8:49.0,,Golden State full timeout,34,41
121,2,8:49.0,,S. Curry enters the game for S. Livingston,34,41
122,2,8:49.0,,D. Green enters the game for H. Barnes,34,41
123,2,8:34.0,,M. Speights makes 2-pt jump shot from 16 ft (assist by S. Curry),34,43
124,2,8:34.0,,Shooting foul by S. Hawes (drawn by M. Speights),34,43
125,2,8:34.0,,M. Speights makes free throw 1 of 1,34,44
126,2,8:19.0,J. Lamb makes 2-pt jump shot from 7 ft,,36,44
127,2,7:52.0,,I. Clark misses 2-pt jump shot from 21 ft,36,44
128,2,7:51.0,Defensive rebound by M. Williams,,36,44
129,2,7:44.0,Personal foul by I. Clark (drawn by J. Lamb),,36,44
130,2,7:44.0,,A. Bogut enters the game for M. Speights,36,44
131,2,7:34.0,B. Roberts misses 2-pt jump shot from 16 ft (block by D. Green),,36,44
132,2,7:33.0,,Defensive rebound by D. Green,36,44
133,2,7:29.0,,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),36,46
134,2,7:08.0,J. Lamb misses 2-pt jump shot from 6 ft,,36,46
135,2,7:07.0,Offensive rebound by F. Kaminsky,,36,46
136,2,7:03.0,B. Roberts makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,39,46
137,2,6:55.0,,S. Curry makes 3-pt jump shot from 27 ft,39,49
138,2,6:30.0,F. Kaminsky makes 2-pt jump shot from 8 ft,,41,49
139,2,6:24.0,,Turnover by A. Iguodala (bad pass; steal by B. Roberts),41,49
140,2,6:04.0,S. Hawes misses 3-pt jump shot from 25 ft,,41,49
141,2,6:03.0,,Defensive rebound by A. Iguodala,41,49
142,2,5:45.0,,Turnover by S. Curry (lost ball; steal by J. Lamb),41,49
143,2,5:39.0,J. Lamb makes 2-pt dunk at rim,,43,49
144,2,5:22.0,,I. Clark misses 3-pt jump shot from 28 ft,43,49
145,2,5:22.0,Defensive rebound by S. Hawes,,43,49
