,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DENVER_ACTION,OKLAHOMA CITY_SCORE,DENVER_SCORE
53,1,5:34.0,D. Waiters enters the game for A. Roberson,,15,14
54,1,5:34.0,S. Adams makes free throw 1 of 1,,16,14
55,1,5:21.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by E. Mudiay),16,16
56,1,5:21.0,,Shooting foul by S. Ibaka (drawn by J. Nurkić),16,16
57,1,5:21.0,,J. Nurkić makes free throw 1 of 1,16,17
58,1,5:02.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by D. Waiters),,19,17
59,1,4:45.0,,G. Harris misses 3-pt jump shot from 24 ft,19,17
60,1,4:44.0,Defensive rebound by R. Westbrook,,19,17
61,1,4:38.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,22,17
62,1,4:18.0,,Turnover by E. Mudiay (lost ball; steal by D. Waiters),22,17
63,1,4:14.0,S. Ibaka makes 2-pt dunk at rim (assist by D. Waiters),,24,17
64,1,4:14.0,,Denver full timeout,24,17
65,1,4:14.0,,J. Lauvergne enters the game for K. Faried,24,17
66,1,4:00.0,,Personal foul by S. Adams,24,17
67,1,3:44.0,,J. Lauvergne makes 2-pt jump shot from 16 ft,24,19
68,1,3:19.0,R. Westbrook misses 2-pt jump shot from 14 ft,,24,19
69,1,3:19.0,,Defensive rebound by J. Nurkić,24,19
70,1,3:03.0,,E. Mudiay misses 2-pt layup from 1 ft,24,19
71,1,3:02.0,Defensive rebound by S. Adams,,24,19
72,1,2:56.0,Shooting foul by J. Nurkić (drawn by S. Ibaka),,24,19
73,1,2:56.0,S. Ibaka misses free throw 1 of 2,,24,19
74,1,2:56.0,Offensive rebound by Team,,24,19
75,1,2:56.0,E. Freedom enters the game for S. Adams,,24,19
76,1,2:56.0,R. Foye enters the game for R. Westbrook,,24,19
77,1,2:56.0,,D. Augustin enters the game for E. Mudiay,24,19
78,1,2:56.0,,K. Faried enters the game for J. Nurkić,24,19
79,1,2:56.0,S. Ibaka misses free throw 2 of 2,,24,19
80,1,2:53.0,,Defensive rebound by J. Lauvergne,24,19
81,1,2:39.0,,W. Barton misses 2-pt jump shot from 16 ft,24,19
82,1,2:38.0,,Offensive rebound by J. Lauvergne,24,19
83,1,2:35.0,,W. Barton misses 3-pt jump shot from 25 ft,24,19
84,1,2:35.0,,Offensive rebound by Team,24,19
85,1,2:35.0,Loose ball foul by E. Freedom,,24,19
86,1,2:35.0,K. Durant enters the game for S. Ibaka,,24,19
87,1,2:18.0,,K. Faried misses 2-pt hook shot from 2 ft,24,19
88,1,2:17.0,Defensive rebound by E. Freedom,,24,19
89,1,2:07.0,R. Foye makes 2-pt layup from 2 ft,,26,19
90,1,1:51.0,,J. Lauvergne makes 2-pt jump shot from 18 ft (assist by D. Augustin),26,21
91,1,1:32.0,E. Freedom makes 2-pt dunk at rim (assist by K. Durant),,28,21
92,1,1:15.0,,D. Augustin makes 2-pt layup from 1 ft,28,23
93,1,0:55.0,K. Durant misses 2-pt jump shot from 19 ft,,28,23
94,1,0:54.0,,Defensive rebound by W. Barton,28,23
95,1,0:45.0,,K. Faried makes 2-pt layup from 2 ft (assist by W. Barton),28,25
96,1,0:29.0,D. Waiters makes 2-pt layup from 2 ft,,30,25
97,1,0:07.0,,J. Lauvergne makes 2-pt jump shot from 21 ft (assist by D. Augustin),30,27
98,1,0:02.0,Shooting block foul by K. Faried (drawn by K. Durant),,30,27
99,1,0:02.0,K. Durant makes free throw 1 of 2,,31,27
100,1,0:02.0,K. Durant makes free throw 2 of 2,,32,27
101,1,0:00.0,,D. Augustin makes 3-pt jump shot from 66 ft (assist by J. Lauvergne),32,30
102,2,11:50.0,,Turnover by D. Augustin (bad pass; steal by K. Durant),32,30
103,2,11:44.0,R. Foye misses 3-pt jump shot from 22 ft,,32,30
104,2,11:42.0,Offensive rebound by E. Freedom,,32,30
105,2,11:34.0,E. Freedom misses 2-pt jump shot from 3 ft,,32,30
106,2,11:31.0,,Defensive rebound by J. Lauvergne,32,30
107,2,11:29.0,,Shooting foul by R. Foye (drawn by D. Augustin),32,30
108,2,11:29.0,,D. Augustin makes free throw 1 of 2,32,31
109,2,11:29.0,,D. Augustin makes free throw 2 of 2,32,32
110,2,11:13.0,K. Durant misses 2-pt jump shot from 12 ft,,32,32
111,2,11:12.0,,Defensive rebound by A. Toupane,32,32
112,2,11:07.0,,J. Sampson makes 2-pt dunk at rim (assist by A. Toupane),32,34
113,2,11:07.0,Oklahoma City full timeout,,32,34
114,2,11:07.0,Technical foul by Team,,32,34
115,2,11:07.0,Technical foul by K. Durant,,32,34
116,2,11:07.0,,W. Barton misses technical free throw,32,34
117,2,11:07.0,Offensive rebound by Team,,32,34
118,2,11:07.0,,W. Barton makes technical free throw,32,35
119,2,10:48.0,D. Waiters misses 2-pt layup from 2 ft,,32,35
120,2,10:47.0,Offensive rebound by E. Freedom,,32,35
121,2,10:43.0,Shooting foul by J. Sampson (drawn by D. Waiters),,32,35
122,2,10:43.0,D. Waiters misses free throw 1 of 3,,32,35
123,2,10:43.0,Offensive rebound by Team,,32,35
124,2,10:43.0,D. Waiters makes free throw 2 of 3,,33,35
125,2,10:43.0,D. Waiters makes free throw 3 of 3,,34,35
126,2,10:31.0,,Personal foul by K. Singler,34,35
127,2,10:17.0,,W. Barton misses 2-pt layup from 1 ft,34,35
128,2,10:16.0,Defensive rebound by Team,,34,35
129,2,10:00.0,K. Durant makes 2-pt jump shot from 14 ft,,36,35
130,2,9:37.0,,J. Lauvergne misses 2-pt layup from 1 ft,36,35
131,2,9:36.0,Defensive rebound by E. Freedom,,36,35
132,2,9:22.0,K. Singler misses 3-pt jump shot from 23 ft,,36,35
133,2,9:21.0,,Defensive rebound by W. Barton,36,35
134,2,9:17.0,,Turnover by W. Barton (bad pass; steal by D. Waiters),36,35
135,2,9:02.0,K. Singler misses 2-pt hook shot from 3 ft,,36,35
136,2,9:02.0,Offensive rebound by D. Waiters,,36,35
137,2,8:56.0,K. Singler misses 2-pt hook shot from 2 ft,,36,35
138,2,8:55.0,,Defensive rebound by D. Augustin,36,35
139,2,8:49.0,,J. Lauvergne misses 2-pt layup from 3 ft (block by R. Foye),36,35
140,2,8:48.0,,Offensive rebound by J. Sampson,36,35
141,2,8:42.0,,J. Sampson makes 2-pt layup from 2 ft,36,37
142,2,8:28.0,R. Foye makes 3-pt jump shot from 24 ft (assist by D. Waiters),,39,37
143,2,8:12.0,,D. Augustin misses 2-pt jump shot from 20 ft,39,37
144,2,8:10.0,,Offensive rebound by J. Sampson,39,37
145,2,8:07.0,,Shooting foul by K. Singler (drawn by A. Toupane),39,37
146,2,8:07.0,,A. Toupane misses free throw 1 of 2,39,37
147,2,8:07.0,,Offensive rebound by Team,39,37
148,2,8:07.0,R. Westbrook enters the game for K. Durant,,39,37
149,2,8:07.0,A. Morrow enters the game for K. Singler,,39,37
150,2,8:07.0,,A. Toupane misses free throw 2 of 2,39,37
151,2,8:06.0,Defensive rebound by R. Westbrook,,39,37
152,2,7:53.0,D. Waiters makes 2-pt layup from 2 ft,,41,37
153,2,7:50.0,,Denver full timeout,41,37
154,2,7:28.0,,J. Lauvergne misses 2-pt jump shot from 18 ft,41,37
155,2,7:27.0,,Offensive rebound by J. Sampson,41,37
156,2,7:26.0,,J. Sampson makes 2-pt layup from 1 ft,41,39
157,2,7:14.0,Shooting foul by A. Toupane (drawn by R. Westbrook),,41,39
158,2,7:14.0,R. Westbrook makes free throw 1 of 2,,42,39
159,2,7:14.0,R. Westbrook misses free throw 2 of 2,,42,39
160,2,7:12.0,Offensive rebound by R. Westbrook,,42,39
161,2,7:05.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),,44,39
162,2,6:46.0,,W. Barton misses 2-pt jump shot from 6 ft,44,39
163,2,6:45.0,Defensive rebound by R. Westbrook,,44,39
164,2,6:43.0,E. Freedom misses 2-pt layup from 3 ft,,44,39
165,2,6:42.0,,Defensive rebound by J. Lauvergne,44,39
166,2,6:41.0,,Turnover by J. Lauvergne (bad pass; steal by R. Westbrook),44,39
167,2,6:38.0,E. Freedom misses 2-pt layup from 3 ft,,44,39
168,2,6:37.0,,Defensive rebound by J. Lauvergne,44,39
169,2,6:31.0,,W. Barton misses 3-pt jump shot from 23 ft,44,39
170,2,6:28.0,Defensive rebound by E. Freedom,,44,39
171,2,6:18.0,E. Freedom makes 2-pt layup from 1 ft,,46,39
172,2,5:59.0,,Shooting foul by A. Morrow (drawn by D. Augustin),46,39
173,2,5:59.0,,D. Augustin misses free throw 1 of 2,46,39
174,2,5:59.0,,Offensive rebound by Team,46,39
175,2,5:59.0,K. Durant enters the game for E. Freedom,,46,39
176,2,5:59.0,S. Adams enters the game for R. Foye,,46,39
177,2,5:59.0,,G. Harris enters the game for W. Barton,46,39
178,2,5:59.0,,E. Mudiay enters the game for J. Lauvergne,46,39
179,2,5:59.0,,N. Jokić enters the game for A. Toupane,46,39
180,2,5:59.0,,D. Augustin misses free throw 2 of 2,46,39
181,2,5:54.0,Defensive rebound by R. Westbrook,,46,39
182,2,5:49.0,Turnover by R. Westbrook (bad pass),,46,39
183,2,5:37.0,,E. Mudiay misses 3-pt jump shot from 25 ft,46,39
184,2,5:36.0,Defensive rebound by S. Adams,,46,39
185,2,5:30.0,R. Westbrook makes 2-pt jump shot from 5 ft,,48,39
186,2,5:16.0,,Turnover by G. Harris (bad pass; steal by D. Waiters),48,39
187,2,5:07.0,K. Durant makes 3-pt jump shot from 26 ft (assist by A. Morrow),,51,39
188,2,5:07.0,,Denver full timeout,51,39
189,2,5:07.0,S. Ibaka enters the game for D. Waiters,,51,39
190,2,4:55.0,,D. Augustin misses 3-pt jump shot from 26 ft,51,39
191,2,4:55.0,Defensive rebound by R. Westbrook,,51,39
192,2,4:44.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by S. Ibaka),,54,39
193,2,4:34.0,,N. Jokić misses 3-pt jump shot from 24 ft,54,39
194,2,4:33.0,Defensive rebound by Team,,54,39
195,2,4:33.0,,K. Faried enters the game for D. Augustin,54,39
196,2,4:24.0,Shooting foul by J. Sampson (drawn by K. Durant),,54,39
197,2,4:24.0,K. Durant makes free throw 1 of 3,,55,39
198,2,4:24.0,K. Durant makes free throw 2 of 3,,56,39
199,2,4:24.0,,W. Barton enters the game for J. Sampson,56,39
200,2,4:24.0,K. Durant makes free throw 3 of 3,,57,39
201,2,4:13.0,,Turnover by E. Mudiay (bad pass; steal by R. Westbrook),57,39
202,2,4:09.0,Turnover by R. Westbrook (bad pass),,57,39
203,2,3:56.0,,Offensive foul by K. Faried (drawn by S. Adams),57,39
204,2,3:56.0,,Turnover by K. Faried (offensive foul),57,39
205,2,3:45.0,Personal foul by W. Barton,,57,39
206,2,3:37.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Durant),,59,39
207,2,3:24.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by K. Faried),59,42
208,2,3:10.0,Turnover by R. Westbrook (lost ball; steal by E. Mudiay),,59,42
209,2,3:04.0,,E. Mudiay makes 2-pt layup at rim,59,44
210,2,2:39.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,61,44
211,2,2:27.0,,G. Harris misses 2-pt layup from 2 ft,61,44
212,2,2:26.0,,Offensive rebound by G. Harris,61,44
213,2,2:18.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by G. Harris),61,47
214,2,2:02.0,Official timeout,,61,47
215,2,1:52.0,K. Durant makes 2-pt jump shot from 3 ft (assist by R. Westbrook),,63,47
216,2,1:36.0,,E. Mudiay misses 3-pt jump shot from 26 ft,63,47
217,2,1:34.0,Defensive rebound by R. Westbrook,,63,47
218,2,1:30.0,Turnover by R. Westbrook (bad pass; steal by G. Harris),,63,47
219,2,1:23.0,,G. Harris misses 3-pt jump shot from 25 ft,63,47
220,2,1:22.0,Defensive rebound by S. Ibaka,,63,47
221,2,1:02.0,S. Ibaka makes 2-pt layup from 2 ft,,65,47
222,2,0:48.0,,E. Mudiay makes 2-pt jump shot from 15 ft (assist by W. Barton),65,49
223,2,0:35.0,R. Westbrook misses 3-pt jump shot from 24 ft,,65,49
224,2,0:34.0,,Defensive rebound by N. Jokić,65,49
225,2,0:29.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by N. Jokić),65,51
226,2,0:07.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by K. Durant),,68,51
227,3,11:46.0,,Shooting foul by R. Westbrook (drawn by E. Mudiay),68,51
228,3,11:46.0,,E. Mudiay makes free throw 1 of 2,68,52
229,3,11:46.0,,E. Mudiay misses free throw 2 of 2,68,52
230,3,11:44.0,Defensive rebound by A. Roberson,,68,52
231,3,11:26.0,S. Ibaka misses 3-pt jump shot from 24 ft,,68,52
232,3,11:26.0,Offensive rebound by A. Roberson,,68,52
233,3,11:21.0,A. Roberson misses 2-pt hook shot at rim,,68,52
234,3,11:21.0,,Defensive rebound by J. Sampson,68,52
235,3,11:14.0,,Shooting foul by S. Adams (drawn by K. Faried),68,52
236,3,11:14.0,,K. Faried makes free throw 1 of 2,68,53
237,3,11:14.0,,K. Faried makes free throw 2 of 2,68,54
238,3,11:06.0,Turnover by K. Durant (offensive foul),,68,54
239,3,11:06.0,Offensive foul by K. Durant (drawn by J. Sampson),,68,54
240,3,10:56.0,,K. Faried misses 2-pt layup from 1 ft,68,54
241,3,10:55.0,,Offensive rebound by K. Faried,68,54
242,3,10:54.0,,K. Faried misses 2-pt layup from 1 ft,68,54
243,3,10:53.0,,Offensive rebound by Team,68,54
244,3,10:44.0,,G. Harris makes 2-pt jump shot from 6 ft (assist by E. Mudiay),68,56
245,3,10:33.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Durant),,71,56
246,3,10:20.0,,E. Mudiay misses 2-pt layup from 2 ft,71,56
247,3,10:19.0,Defensive rebound by S. Ibaka,,71,56
248,3,10:14.0,R. Westbrook misses 3-pt jump shot from 24 ft,,71,56
249,3,10:13.0,,Defensive rebound by J. Sampson,71,56
250,3,10:03.0,,G. Harris misses 3-pt jump shot from 27 ft,71,56
251,3,10:02.0,Defensive rebound by K. Durant,,71,56
252,3,9:51.0,R. Westbrook makes 2-pt layup from 2 ft (assist by K. Durant),,73,56
253,3,9:51.0,Shooting foul by E. Mudiay (drawn by R. Westbrook),,73,56
254,3,9:51.0,R. Westbrook makes free throw 1 of 1,,74,56
255,3,9:32.0,,J. Sampson misses 2-pt layup from 1 ft,74,56
256,3,9:30.0,Defensive rebound by A. Roberson,,74,56
257,3,9:12.0,Turnover by S. Ibaka (bad pass; steal by G. Harris),,74,56
258,3,9:09.0,,G. Harris makes 2-pt dunk at rim,74,58
259,3,8:46.0,Turnover by S. Ibaka (lost ball; steal by K. Faried),,74,58
260,3,8:40.0,,J. Sampson misses 2-pt layup at rim (block by K. Durant),74,58
261,3,8:39.0,Defensive rebound by A. Roberson,,74,58
262,3,8:33.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,76,58
263,3,8:23.0,,N. Jokić makes 2-pt layup from 2 ft (assist by K. Faried),76,60
264,3,8:16.0,A. Morrow enters the game for S. Ibaka,,76,60
265,3,8:12.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),,78,60
266,3,8:04.0,,E. Mudiay misses 3-pt jump shot from 24 ft,78,60
267,3,8:03.0,Defensive rebound by R. Westbrook,,78,60
268,3,7:57.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,81,60
269,3,7:57.0,,Denver full timeout,81,60
270,3,7:57.0,,W. Barton enters the game for N. Jokić,81,60
271,3,7:48.0,,Turnover by E. Mudiay (bad pass; steal by K. Durant),81,60
272,3,7:42.0,K. Durant makes 2-pt layup from 2 ft,,83,60
273,3,7:29.0,,W. Barton misses 2-pt layup from 1 ft,83,60
274,3,7:28.0,Defensive rebound by R. Westbrook,,83,60
275,3,7:18.0,Personal foul by J. Sampson,,83,60
276,3,7:06.0,K. Durant misses 3-pt jump shot from 28 ft,,83,60
277,3,7:04.0,,Defensive rebound by W. Barton,83,60
278,3,6:56.0,,W. Barton misses 2-pt jump shot from 3 ft,83,60
279,3,6:55.0,Defensive rebound by R. Westbrook,,83,60
280,3,6:49.0,A. Morrow misses 3-pt jump shot from 23 ft,,83,60
281,3,6:49.0,Offensive rebound by Team,,83,60
282,3,6:49.0,,Loose ball foul by K. Faried,83,60
283,3,6:40.0,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),,85,60
284,3,6:18.0,,E. Mudiay makes 2-pt jump shot from 12 ft (assist by G. Harris),85,62
285,3,6:05.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,87,62
286,3,5:53.0,,Personal foul by S. Adams,87,62
287,3,5:53.0,,A. Toupane enters the game for J. Sampson,87,62
288,3,5:53.0,D. Waiters enters the game for K. Durant,,87,62
289,3,5:49.0,,Shooting foul by S. Adams (drawn by E. Mudiay),87,62
290,3,5:49.0,,E. Mudiay makes free throw 1 of 2,87,63
291,3,5:49.0,,E. Mudiay misses free throw 2 of 2,87,63
292,3,5:48.0,Defensive rebound by A. Roberson,,87,63
293,3,5:35.0,S. Adams misses 2-pt dunk at rim,,87,63
294,3,5:35.0,,Defensive rebound by E. Mudiay,87,63
295,3,5:30.0,Violation by A. Roberson (def goaltending),,87,63
296,3,5:30.0,,W. Barton makes 2-pt layup from 1 ft (assist by A. Toupane),87,65
297,3,5:17.0,Personal foul by E. Mudiay,,87,65
298,3,5:17.0,E. Freedom enters the game for S. Adams,,87,65
299,3,5:17.0,S. Ibaka enters the game for A. Roberson,,87,65
300,3,5:17.0,,J. Lauvergne enters the game for G. Harris,87,65
301,3,5:10.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,89,65
302,3,4:56.0,,A. Toupane makes 2-pt layup from 2 ft (assist by W. Barton),89,67
303,3,4:41.0,A. Morrow misses 3-pt jump shot from 22 ft,,89,67
304,3,4:41.0,Offensive rebound by R. Westbrook,,89,67
305,3,4:30.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by E. Freedom),,92,67
306,3,4:29.0,,Denver full timeout,92,67
307,3,4:29.0,,J. Nurkić enters the game for K. Faried,92,67
308,3,4:09.0,,E. Mudiay misses 3-pt jump shot from 25 ft,92,67
309,3,4:08.0,,Offensive rebound by J. Lauvergne,92,67
310,3,4:03.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by J. Lauvergne),92,69
311,3,3:42.0,E. Freedom makes 2-pt jump shot from 15 ft (assist by D. Waiters),,94,69
312,3,3:27.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by W. Barton),94,72
313,3,3:05.0,E. Freedom makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,96,72
314,3,2:48.0,,J. Lauvergne makes 2-pt layup from 2 ft (assist by E. Mudiay),96,74
315,3,2:30.0,,Loose ball foul by W. Barton,96,74
316,3,2:30.0,D. Waiters misses free throw 1 of 2,,96,74
317,3,2:30.0,Offensive rebound by Team,,96,74
318,3,2:30.0,R. Foye enters the game for R. Westbrook,,96,74
319,3,2:30.0,K. Durant enters the game for A. Morrow,,96,74
320,3,2:30.0,D. Waiters makes free throw 2 of 2,,97,74
321,3,2:17.0,,Shooting foul by E. Freedom (drawn by J. Nurkić),97,74
322,3,2:17.0,,J. Nurkić makes free throw 1 of 2,97,75
323,3,2:17.0,,J. Nurkić misses free throw 2 of 2,97,75
324,3,2:16.0,Defensive rebound by K. Durant,,97,75
325,3,1:59.0,Personal foul by J. Lauvergne,,97,75
326,3,1:59.0,S. Ibaka makes free throw 1 of 2,,98,75
327,3,1:59.0,S. Ibaka makes free throw 2 of 2,,99,75
328,3,1:47.0,,A. Toupane misses 2-pt jump shot from 21 ft,99,75
329,3,1:47.0,,Offensive rebound by W. Barton,99,75
330,3,1:43.0,,W. Barton misses 3-pt jump shot from 24 ft,99,75
331,3,1:42.0,Defensive rebound by K. Durant,,99,75
332,3,1:36.0,K. Durant misses 3-pt jump shot from 26 ft,,99,75
333,3,1:34.0,,Defensive rebound by J. Nurkić,99,75
334,3,1:32.0,,Turnover by J. Nurkić (bad pass; steal by D. Waiters),99,75
335,3,1:28.0,D. Waiters makes 2-pt layup from 1 ft,,101,75
336,3,1:13.0,,E. Mudiay misses 2-pt jump shot from 3 ft,101,75
337,3,1:13.0,Defensive rebound by K. Durant,,101,75
338,3,0:59.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by K. Durant),,104,75
339,3,0:47.0,,J. Lauvergne makes 2-pt hook shot from 4 ft (assist by J. Nurkić),104,77
340,3,0:28.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by K. Durant),,107,77
341,3,0:06.0,,J. Nurkić misses 2-pt jump shot from 4 ft,107,77
342,3,0:05.0,Defensive rebound by E. Freedom,,107,77
343,3,0:02.0,R. Foye misses 3-pt jump shot from 24 ft,,107,77
344,3,0:00.0,Offensive rebound by Team,,107,77
345,4,11:44.0,D. Waiters misses 2-pt layup from 2 ft (block by J. Nurkić),,107,77
346,4,11:42.0,,Defensive rebound by J. Nurkić,107,77
347,4,11:42.0,,Personal take foul by R. Foye,107,77
348,4,11:32.0,,J. Nurkić misses 2-pt hook shot from 6 ft,107,77
349,4,11:31.0,Defensive rebound by E. Freedom,,107,77
350,4,11:15.0,K. Durant makes 3-pt jump shot from 25 ft (assist by D. Waiters),,110,77
351,4,10:52.0,,A. Toupane misses 2-pt layup from 1 ft,110,77
352,4,10:50.0,Defensive rebound by E. Freedom,,110,77
353,4,10:44.0,K. Durant misses 3-pt jump shot from 25 ft,,110,77
354,4,10:43.0,Offensive rebound by E. Freedom,,110,77
355,4,10:38.0,S. Ibaka misses 3-pt jump shot from 25 ft,,110,77
356,4,10:37.0,,Defensive rebound by D. Augustin,110,77
357,4,10:33.0,,J. Lauvergne misses 2-pt dunk at rim,110,77
358,4,10:31.0,Defensive rebound by E. Freedom,,110,77
359,4,10:14.0,D. Waiters misses 3-pt jump shot from 25 ft,,110,77
360,4,10:13.0,,Defensive rebound by J. Lauvergne,110,77
361,4,10:02.0,,A. Toupane makes 3-pt jump shot from 24 ft (assist by D. Augustin),110,80
362,4,9:44.0,Offensive foul by E. Freedom (drawn by J. Nurkić),,110,80
363,4,9:44.0,Turnover by E. Freedom (offensive foul),,110,80
364,4,9:44.0,A. Morrow enters the game for K. Durant,,110,80
365,4,9:34.0,,Personal foul by D. Waiters,110,80
366,4,9:27.0,,D. Augustin misses 2-pt jump shot from 5 ft (block by E. Freedom),110,80
367,4,9:26.0,,Offensive rebound by J. Nurkić,110,80
368,4,9:26.0,,J. Nurkić misses 2-pt layup from 1 ft,110,80
369,4,9:24.0,Defensive rebound by S. Ibaka,,110,80
370,4,9:17.0,Turnover by R. Foye (bad pass; steal by W. Barton),,110,80
371,4,9:15.0,,W. Barton makes 2-pt dunk at rim (assist by J. Nurkić),110,82
372,4,9:15.0,Oklahoma City full timeout,,110,82
373,4,9:04.0,E. Freedom misses 2-pt jump shot from 16 ft,,110,82
374,4,9:03.0,,Defensive rebound by J. Lauvergne,110,82
375,4,8:46.0,,W. Barton misses 3-pt jump shot from 25 ft,110,82
376,4,8:45.0,,Offensive rebound by J. Nurkić,110,82
377,4,8:44.0,,J. Nurkić misses 2-pt layup from 1 ft,110,82
378,4,8:43.0,Defensive rebound by E. Freedom,,110,82
379,4,8:22.0,E. Freedom makes 2-pt jump shot from 3 ft (assist by R. Foye),,112,82
380,4,8:13.0,,D. Augustin makes 2-pt layup from 3 ft,112,84
381,4,8:13.0,,Shooting foul by E. Freedom (drawn by D. Augustin),112,84
382,4,8:13.0,,D. Augustin makes free throw 1 of 1,112,85
383,4,7:52.0,E. Freedom makes 2-pt layup from 1 ft,,114,85
