,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DALLAS_ACTION,PHOENIX_SCORE,DALLAS_SCORE
35,1,6:19.0,Phoenix full timeout,,13,14
36,1,6:19.0,,C. Parsons enters the game for W. Matthews,13,14
37,1,6:19.0,,D. Powell enters the game for D. Nowitzki,13,14
38,1,6:19.0,R. Price enters the game for E. Bledsoe,,13,14
39,1,6:02.0,J. Leuer misses 2-pt layup from 1 ft,,13,14
40,1,6:01.0,,Defensive rebound by Z. Pachulia,13,14
41,1,5:51.0,,Turnover by D. Williams (bad pass),13,14
42,1,5:36.0,J. Leuer makes 2-pt jump shot from 18 ft (assist by B. Knight),,15,14
43,1,5:15.0,,R. Felton misses 3-pt jump shot from 24 ft,15,14
44,1,5:14.0,Defensive rebound by P. Tucker,,15,14
45,1,5:02.0,Turnover by A. Len (lost ball; steal by Z. Pachulia),,15,14
46,1,4:59.0,,Turnover by Z. Pachulia (lost ball; steal by A. Len),15,14
47,1,4:59.0,M. Teletović enters the game for J. Leuer,,15,14
48,1,4:58.0,Turnover by A. Len (lost ball; steal by Z. Pachulia),,15,14
49,1,4:48.0,,Turnover by D. Williams (bad pass; steal by P. Tucker),15,14
50,1,4:37.0,M. Teletović misses 3-pt jump shot from 24 ft,,15,14
51,1,4:36.0,,Defensive rebound by C. Parsons,15,14
52,1,4:25.0,,D. Williams misses 3-pt jump shot from 23 ft,15,14
53,1,4:24.0,Defensive rebound by A. Len,,15,14
54,1,4:16.0,A. Len misses 2-pt jump shot from 3 ft,,15,14
55,1,4:15.0,,Defensive rebound by Z. Pachulia,15,14
56,1,4:08.0,,C. Parsons misses 3-pt jump shot from 24 ft,15,14
57,1,4:06.0,Defensive rebound by B. Knight,,15,14
58,1,3:54.0,B. Knight misses 2-pt jump shot from 3 ft,,15,14
59,1,3:53.0,,Defensive rebound by Z. Pachulia,15,14
60,1,3:45.0,,Shooting foul by M. Teletović (drawn by C. Parsons),15,14
61,1,3:45.0,,C. Parsons makes free throw 1 of 2,15,15
62,1,3:45.0,,J. Barea enters the game for R. Felton,15,15
63,1,3:45.0,,D. Harris enters the game for D. Williams,15,15
64,1,3:45.0,T. Chandler enters the game for A. Len,,15,15
65,1,3:45.0,,C. Parsons makes free throw 2 of 2,15,16
66,1,3:32.0,Personal foul by C. Parsons (drawn by P. Tucker),,15,16
67,1,3:25.0,B. Knight misses 2-pt jump shot from 22 ft,,15,16
68,1,3:24.0,Offensive rebound by P. Tucker,,15,16
69,1,3:22.0,P. Tucker makes 2-pt layup at rim,,17,16
70,1,3:04.0,,J. Barea misses 2-pt jump shot from 6 ft,17,16
71,1,3:03.0,,Offensive rebound by Z. Pachulia,17,16
72,1,3:02.0,,Z. Pachulia makes 2-pt layup from 1 ft,17,18
73,1,2:46.0,P. Tucker makes 2-pt layup from 1 ft,,19,18
74,1,2:35.0,,D. Harris makes 2-pt jump shot from 11 ft,19,20
75,1,2:23.0,B. Knight makes 2-pt jump shot from 22 ft,,21,20
76,1,2:18.0,,Dallas full timeout,21,20
77,1,2:18.0,,D. Nowitzki enters the game for Z. Pachulia,21,20
78,1,2:09.0,,D. Powell makes 2-pt layup at rim (assist by J. Barea),21,22
79,1,2:09.0,,Shooting foul by B. Knight (drawn by D. Powell),21,22
80,1,2:09.0,,D. Powell makes free throw 1 of 1,21,23
81,1,1:46.0,Turnover by M. Teletović (lost ball; steal by D. Harris),,21,23
82,1,1:41.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by D. Harris),21,25
83,1,1:14.0,B. Knight misses 2-pt jump shot from 17 ft,,21,25
84,1,1:13.0,,Defensive rebound by D. Nowitzki,21,25
85,1,1:07.0,,D. Harris misses 2-pt layup at rim (block by T. Chandler),21,25
86,1,1:05.0,Defensive rebound by R. Price,,21,25
87,1,0:54.0,R. Price misses 2-pt jump shot from 21 ft,,21,25
88,1,0:53.0,,Defensive rebound by D. Nowitzki,21,25
89,1,0:33.0,,D. Harris misses 3-pt jump shot from 24 ft,21,25
90,1,0:31.0,Defensive rebound by B. Knight,,21,25
91,1,0:11.0,P. Tucker misses 3-pt jump shot from 24 ft,,21,25
92,1,0:10.0,Offensive rebound by T. Chandler,,21,25
93,1,0:00.0,Personal foul by D. Powell (drawn by B. Knight),,21,25
94,1,0:00.0,,W. Matthews enters the game for D. Nowitzki,21,25
95,1,0:00.0,D. Booker enters the game for P. Tucker,,21,25
96,1,0:00.0,M. Teletović misses 2-pt jump shot from 17 ft,,21,25
97,1,0:00.0,Offensive rebound by Team,,21,25
98,2,11:48.0,Turnover by D. Booker (traveling),,21,25
99,2,11:27.0,,C. Parsons misses 3-pt jump shot from 23 ft,21,25
100,2,11:26.0,Defensive rebound by M. Teletović,,21,25
101,2,11:20.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,21,25
102,2,11:19.0,,Defensive rebound by D. Nowitzki,21,25
103,2,11:05.0,,J. Barea misses 2-pt jump shot from 3 ft (block by E. Bledsoe),21,25
104,2,11:03.0,Defensive rebound by M. Teletović,,21,25
105,2,10:57.0,R. Price makes 3-pt jump shot from 22 ft (assist by D. Booker),,24,25
106,2,10:47.0,,Personal foul by E. Bledsoe (drawn by D. Harris),24,25
107,2,10:29.0,,C. Parsons misses 3-pt jump shot from 23 ft,24,25
108,2,10:27.0,Defensive rebound by D. Booker,,24,25
109,2,10:11.0,Personal foul by D. Nowitzki (drawn by R. Price),,24,25
110,2,10:08.0,Turnover by E. Bledsoe (lost ball; steal by D. Harris),,24,25
111,2,10:03.0,,D. Harris makes 2-pt hook shot from 2 ft,24,27
112,2,9:43.0,Turnover by T. Chandler (bad pass; steal by D. Harris),,24,27
113,2,9:34.0,,D. Harris misses 2-pt layup from 1 ft,24,27
114,2,9:33.0,Defensive rebound by T. Chandler,,24,27
115,2,9:20.0,Shooting foul by D. Harris (drawn by T. Chandler),,24,27
116,2,9:20.0,T. Chandler makes free throw 1 of 2,,25,27
117,2,9:20.0,,D. Powell enters the game for D. Harris,25,27
118,2,9:20.0,T. Chandler makes free throw 2 of 2,,26,27
119,2,9:04.0,,W. Matthews makes 3-pt jump shot from 24 ft,26,30
120,2,8:53.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,26,30
121,2,8:52.0,,Defensive rebound by D. Powell,26,30
122,2,8:34.0,,D. Powell makes 2-pt hook shot from 7 ft (assist by D. Nowitzki),26,32
123,2,8:23.0,M. Teletović misses 3-pt jump shot from 24 ft,,26,32
124,2,8:21.0,Offensive rebound by T. Chandler,,26,32
125,2,8:21.0,T. Chandler makes 2-pt dunk at rim,,28,32
126,2,8:09.0,,J. Barea misses 3-pt jump shot from 24 ft,28,32
127,2,8:07.0,Defensive rebound by E. Bledsoe,,28,32
128,2,7:56.0,D. Booker misses 2-pt jump shot from 20 ft,,28,32
129,2,7:55.0,,Defensive rebound by D. Powell,28,32
130,2,7:39.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,28,32
131,2,7:38.0,Defensive rebound by M. Teletović,,28,32
132,2,7:17.0,E. Bledsoe misses 2-pt layup at rim,,28,32
133,2,7:15.0,,Defensive rebound by D. Nowitzki,28,32
134,2,7:13.0,,Personal take foul by R. Price,28,32
135,2,7:13.0,Official timeout,,28,32
136,2,7:13.0,,Z. Pachulia enters the game for D. Nowitzki,28,32
137,2,7:13.0,,D. Williams enters the game for C. Parsons,28,32
138,2,7:13.0,T. Warren enters the game for R. Price,,28,32
139,2,7:13.0,B. Knight enters the game for D. Booker,,28,32
140,2,7:07.0,,Shooting foul by T. Chandler (drawn by D. Powell),28,32
141,2,7:07.0,,D. Powell makes free throw 1 of 2,28,33
142,2,7:07.0,,D. Powell makes free throw 2 of 2,28,34
143,2,6:46.0,T. Warren misses 2-pt jump shot from 20 ft,,28,34
144,2,6:45.0,,Defensive rebound by D. Powell,28,34
145,2,6:30.0,,D. Williams misses 2-pt jump shot from 13 ft,28,34
146,2,6:29.0,Defensive rebound by M. Teletović,,28,34
147,2,6:19.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,28,34
148,2,6:18.0,,Defensive rebound by D. Powell,28,34
149,2,6:09.0,,Personal foul by T. Warren (drawn by W. Matthews),28,34
150,2,6:09.0,A. Len enters the game for T. Chandler,,28,34
151,2,6:09.0,J. Leuer enters the game for M. Teletović,,28,34
152,2,6:09.0,,R. Felton enters the game for J. Barea,28,34
153,2,6:02.0,,D. Williams makes 2-pt jump shot from 16 ft,28,36
154,2,5:47.0,B. Knight misses 2-pt jump shot from 5 ft,,28,36
155,2,5:45.0,Offensive rebound by A. Len,,28,36
156,2,5:45.0,A. Len misses 2-pt layup from 1 ft,,28,36
157,2,5:44.0,Offensive rebound by B. Knight,,28,36
158,2,5:41.0,T. Warren makes 2-pt layup at rim,,30,36
159,2,5:17.0,,D. Williams misses 3-pt jump shot from 24 ft,30,36
160,2,5:16.0,Defensive rebound by E. Bledsoe,,30,36
161,2,5:11.0,Shooting foul by D. Williams (drawn by J. Leuer),,30,36
162,2,5:11.0,,Dallas full timeout,30,36
163,2,5:11.0,J. Leuer makes free throw 1 of 2,,31,36
164,2,5:11.0,J. Leuer makes free throw 2 of 2,,32,36
165,2,4:56.0,,W. Matthews misses 3-pt jump shot from 24 ft,32,36
166,2,4:55.0,Defensive rebound by E. Bledsoe,,32,36
167,2,4:42.0,J. Leuer misses 3-pt jump shot from 23 ft,,32,36
168,2,4:41.0,,Defensive rebound by R. Felton,32,36
169,2,4:27.0,,W. Matthews misses 2-pt jump shot from 7 ft,32,36
170,2,4:26.0,Defensive rebound by Team,,32,36
171,2,4:05.0,Turnover by J. Leuer (lost ball),,32,36
172,2,4:05.0,,C. Parsons enters the game for W. Matthews,32,36
173,2,3:49.0,,D. Williams misses 2-pt jump shot from 6 ft (block by E. Bledsoe),32,36
174,2,3:49.0,,Offensive rebound by Team,32,36
175,2,3:43.0,,Z. Pachulia misses 2-pt jump shot from 16 ft,32,36
176,2,3:42.0,Defensive rebound by J. Leuer,,32,36
177,2,3:36.0,E. Bledsoe makes 2-pt jump shot from 20 ft,,34,36
178,2,3:34.0,,Dallas full timeout,34,36
179,2,3:34.0,,D. Nowitzki enters the game for D. Powell,34,36
180,2,3:16.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by C. Parsons),34,39
181,2,3:13.0,Personal foul by Z. Pachulia (drawn by E. Bledsoe),,34,39
182,2,2:58.0,E. Bledsoe makes 2-pt layup from 2 ft,,36,39
183,2,2:44.0,,Turnover by Z. Pachulia (lost ball; steal by B. Knight),36,39
184,2,2:40.0,Shooting foul by C. Parsons (drawn by T. Warren),,36,39
185,2,2:40.0,Phoenix full timeout,,36,39
186,2,2:40.0,,D. Harris enters the game for R. Felton,36,39
187,2,2:40.0,T. Warren makes free throw 1 of 2,,37,39
188,2,2:40.0,T. Warren misses free throw 2 of 2,,37,39
189,2,2:39.0,,Defensive rebound by Z. Pachulia,37,39
190,2,2:26.0,,D. Williams makes 2-pt jump shot from 5 ft,37,41
191,2,2:08.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,37,41
192,2,2:07.0,,Defensive rebound by C. Parsons,37,41
193,2,1:52.0,,Turnover by D. Nowitzki (bad pass),37,41
194,2,1:43.0,J. Leuer makes 2-pt jump shot from 18 ft (assist by B. Knight),,39,41
195,2,1:23.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by C. Parsons),39,44
196,2,1:10.0,J. Leuer makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),,41,44
197,2,0:51.0,,D. Williams misses 3-pt jump shot from 24 ft,41,44
198,2,0:49.0,Defensive rebound by B. Knight,,41,44
199,2,0:38.0,B. Knight makes 2-pt layup from 2 ft,,43,44
200,2,0:35.0,,D. Williams makes 2-pt jump shot from 6 ft,43,46
201,2,0:31.0,Turnover by E. Bledsoe (bad pass; steal by D. Harris),,43,46
202,2,0:31.0,,Personal foul by A. Len (drawn by D. Harris),43,46
203,2,0:31.0,P. Tucker enters the game for T. Warren,,43,46
204,2,0:31.0,,D. Harris misses free throw 1 of 2,43,46
205,2,0:31.0,,Offensive rebound by Team,43,46
206,2,0:31.0,,W. Matthews enters the game for D. Nowitzki,43,46
207,2,0:31.0,,D. Harris misses free throw 2 of 2,43,46
208,2,0:30.0,Defensive rebound by P. Tucker,,43,46
209,2,0:29.0,Phoenix full timeout,,43,46
210,2,0:11.0,Turnover by B. Knight (bad pass; steal by D. Harris),,43,46
211,2,0:06.0,,D. Williams misses 2-pt layup at rim,43,46
212,2,0:04.0,Defensive rebound by J. Leuer,,43,46
213,2,0:01.0,B. Knight misses 3-pt jump shot from 27 ft,,43,46
214,2,0:00.0,Offensive rebound by P. Tucker,,43,46
215,3,11:46.0,A. Len misses 2-pt jump shot from 15 ft,,43,46
216,3,11:45.0,,Defensive rebound by D. Nowitzki,43,46
217,3,11:33.0,,Turnover by D. Williams (bad pass),43,46
218,3,11:19.0,B. Knight misses 3-pt jump shot from 24 ft,,43,46
219,3,11:19.0,,Defensive rebound by Z. Pachulia,43,46
220,3,11:19.0,Loose ball foul by A. Len (drawn by Z. Pachulia),,43,46
221,3,10:54.0,,W. Matthews misses 3-pt jump shot from 22 ft,43,46
222,3,10:52.0,,Offensive rebound by Z. Pachulia,43,46
223,3,10:46.0,,Personal foul by A. Len (drawn by D. Nowitzki),43,46
224,3,10:41.0,,Offensive foul by Z. Pachulia (drawn by E. Bledsoe),43,46
225,3,10:41.0,,Turnover by Z. Pachulia (offensive foul),43,46
226,3,10:28.0,J. Leuer misses 2-pt jump shot from 8 ft,,43,46
227,3,10:26.0,Offensive rebound by J. Leuer,,43,46
228,3,10:26.0,J. Leuer makes 2-pt layup at rim,,45,46
229,3,10:06.0,,R. Felton misses 3-pt jump shot from 22 ft,45,46
230,3,10:05.0,,Offensive rebound by Z. Pachulia,45,46
231,3,9:44.0,,R. Felton makes 2-pt layup from 1 ft (assist by D. Williams),45,48
232,3,9:23.0,Turnover by P. Tucker (offensive foul),,45,48
233,3,9:23.0,Offensive foul by P. Tucker (drawn by W. Matthews),,45,48
234,3,9:15.0,,Personal foul by E. Bledsoe (drawn by D. Williams),45,48
235,3,9:08.0,,D. Williams makes 2-pt jump shot from 19 ft (assist by R. Felton),45,50
236,3,8:54.0,P. Tucker misses 2-pt jump shot from 17 ft,,45,50
237,3,8:53.0,Offensive rebound by J. Leuer,,45,50
238,3,8:48.0,Personal foul by D. Williams (drawn by B. Knight),,45,50
239,3,8:43.0,A. Len makes 2-pt layup at rim (assist by P. Tucker),,47,50
240,3,8:23.0,,D. Nowitzki makes 2-pt jump shot from 15 ft,47,52
241,3,8:07.0,A. Len misses 2-pt jump shot from 17 ft,,47,52
242,3,8:06.0,Offensive rebound by P. Tucker,,47,52
243,3,7:59.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by P. Tucker),,50,52
244,3,7:40.0,,D. Nowitzki makes 2-pt hook shot from 3 ft,50,54
245,3,7:24.0,P. Tucker misses 3-pt jump shot from 23 ft,,50,54
246,3,7:23.0,,Defensive rebound by W. Matthews,50,54
247,3,7:00.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),50,57
248,3,6:50.0,Phoenix full timeout,,50,57
249,3,6:50.0,,C. Parsons enters the game for D. Nowitzki,50,57
250,3,6:42.0,E. Bledsoe makes 2-pt layup at rim,,52,57
251,3,6:17.0,,C. Parsons misses 2-pt layup from 1 ft (block by A. Len),52,57
252,3,6:15.0,,Offensive rebound by Z. Pachulia,52,57
253,3,6:13.0,,Turnover by Z. Pachulia (bad pass; steal by E. Bledsoe),52,57
254,3,6:05.0,E. Bledsoe makes 2-pt jump shot from 10 ft,,54,57
255,3,5:44.0,,D. Williams makes 2-pt jump shot from 17 ft,54,59
256,3,5:21.0,A. Len misses 2-pt jump shot from 5 ft,,54,59
257,3,5:20.0,,Defensive rebound by D. Williams,54,59
258,3,5:10.0,,Turnover by W. Matthews (bad pass),54,59
259,3,4:59.0,Offensive foul by J. Leuer (drawn by R. Felton),,54,59
260,3,4:59.0,Turnover by J. Leuer (offensive foul),,54,59
261,3,4:59.0,T. Chandler enters the game for A. Len,,54,59
262,3,4:43.0,R. Price enters the game for E. Bledsoe,,54,59
263,3,4:35.0,,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by W. Matthews),54,61
264,3,4:13.0,R. Price makes 2-pt jump shot from 17 ft,,56,61
265,3,3:51.0,,R. Felton makes 2-pt layup at rim,56,63
266,3,3:36.0,J. Leuer misses 2-pt jump shot from 12 ft,,56,63
267,3,3:35.0,,Defensive rebound by Z. Pachulia,56,63
268,3,3:26.0,,Personal foul by R. Price (drawn by W. Matthews),56,63
269,3,3:26.0,,Dallas full timeout,56,63
270,3,3:26.0,M. Teletović enters the game for J. Leuer,,56,63
271,3,3:12.0,,R. Felton makes 3-pt jump shot from 25 ft,56,66
272,3,2:52.0,T. Chandler makes 2-pt dunk at rim (assist by P. Tucker),,58,66
273,3,2:28.0,,C. Parsons makes 2-pt jump shot from 9 ft,58,68
274,3,2:09.0,P. Tucker misses 2-pt jump shot from 5 ft (block by C. Parsons),,58,68
275,3,2:09.0,Offensive rebound by Team,,58,68
276,3,2:09.0,,D. Harris enters the game for R. Felton,58,68
277,3,2:06.0,M. Teletović misses 2-pt jump shot from 17 ft,,58,68
278,3,2:05.0,,Defensive rebound by W. Matthews,58,68
279,3,1:50.0,,C. Parsons makes 2-pt layup from 1 ft (assist by D. Williams),58,70
280,3,1:33.0,T. Chandler misses 2-pt jump shot from 17 ft,,58,70
281,3,1:32.0,,Defensive rebound by D. Williams,58,70
282,3,1:14.0,,W. Matthews makes 3-pt jump shot from 24 ft,58,73
283,3,0:49.0,R. Price misses 2-pt jump shot from 6 ft,,58,73
284,3,0:48.0,,Defensive rebound by Z. Pachulia,58,73
285,3,0:30.0,,Shooting foul by P. Tucker (drawn by C. Parsons),58,73
286,3,0:30.0,,C. Parsons makes free throw 1 of 2,58,74
287,3,0:30.0,,D. Powell enters the game for Z. Pachulia,58,74
288,3,0:30.0,T. Warren enters the game for P. Tucker,,58,74
289,3,0:30.0,S. Weems enters the game for T. Chandler,,58,74
290,3,0:30.0,,C. Parsons makes free throw 2 of 2,58,75
291,3,0:06.0,Turnover by Team (shot clock),,58,75
292,3,0:01.0,,C. Parsons makes 2-pt jump shot from 5 ft,58,77
293,4,11:39.0,,R. Felton misses 3-pt jump shot from 24 ft,58,77
294,4,11:38.0,Defensive rebound by T. Warren,,58,77
295,4,11:26.0,M. Teletović misses 3-pt jump shot from 24 ft,,58,77
296,4,11:25.0,,Defensive rebound by R. Felton,58,77
297,4,11:12.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by R. Felton),58,80
298,4,10:55.0,Turnover by S. Weems (bad pass; steal by D. Harris),,58,80
299,4,10:47.0,,Personal foul by S. Weems (drawn by D. Powell),58,80
300,4,10:47.0,,W. Matthews enters the game for C. Parsons,58,80
301,4,10:47.0,A. Goodwin enters the game for R. Price,,58,80
302,4,10:47.0,J. Leuer enters the game for M. Teletović,,58,80
303,4,10:33.0,,W. Matthews misses 3-pt jump shot from 24 ft,58,80
304,4,10:32.0,Defensive rebound by Team,,58,80
305,4,10:26.0,Personal foul by D. Powell (drawn by E. Bledsoe),,58,80
306,4,10:15.0,A. Goodwin makes 2-pt layup at rim (assist by S. Weems),,60,80
307,4,10:08.0,,Shooting foul by S. Weems (drawn by J. Barea),60,80
308,4,10:08.0,,J. Barea makes free throw 1 of 2,60,81
309,4,10:08.0,,J. Barea misses free throw 2 of 2,60,81
310,4,10:07.0,Defensive rebound by A. Goodwin,,60,81
311,4,10:03.0,S. Weems misses 2-pt layup at rim,,60,81
312,4,10:01.0,,Defensive rebound by D. Powell,60,81
313,4,9:38.0,,W. Matthews makes 2-pt jump shot from 21 ft,60,83
314,4,9:30.0,Shooting block foul by D. Powell (drawn by E. Bledsoe),,60,83
315,4,9:30.0,E. Bledsoe makes free throw 1 of 2,,61,83
316,4,9:30.0,E. Bledsoe makes free throw 2 of 2,,62,83
317,4,9:11.0,,R. Felton misses 2-pt jump shot from 8 ft,62,83
318,4,9:10.0,Defensive rebound by A. Goodwin,,62,83
319,4,9:08.0,Turnover by A. Goodwin (lost ball; steal by R. Felton),,62,83
320,4,9:04.0,,W. Matthews misses 3-pt jump shot from 23 ft,62,83
321,4,9:02.0,Defensive rebound by E. Bledsoe,,62,83
322,4,8:57.0,E. Bledsoe makes 3-pt jump shot from 23 ft,,65,83
323,4,8:38.0,,W. Matthews misses 2-pt jump shot from 6 ft,65,83
324,4,8:37.0,Defensive rebound by J. Leuer,,65,83
325,4,8:32.0,A. Goodwin makes 2-pt dunk at rim (assist by E. Bledsoe),,67,83
326,4,8:32.0,,Dallas full timeout,67,83
327,4,8:32.0,,C. Parsons enters the game for W. Matthews,67,83
328,4,8:32.0,,D. Nowitzki enters the game for D. Powell,67,83
329,4,8:19.0,,Personal foul by A. Goodwin (drawn by D. Nowitzki),67,83
330,4,8:05.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,67,83
331,4,8:04.0,Defensive rebound by J. Leuer,,67,83
332,4,7:56.0,J. Leuer makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,70,83
333,4,7:42.0,,J. Barea misses 2-pt layup from 2 ft,70,83
334,4,7:40.0,Defensive rebound by J. Leuer,,70,83
335,4,7:31.0,S. Weems makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,73,83
336,4,7:29.0,,Dallas full timeout,73,83
337,4,7:29.0,,D. Williams enters the game for J. Barea,73,83
338,4,7:09.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by R. Felton),73,86
339,4,7:09.0,,Shooting foul by S. Weems (drawn by C. Parsons),73,86
340,4,7:09.0,,C. Parsons makes free throw 1 of 1,73,87
341,4,7:05.0,Shooting foul by R. Felton (drawn by E. Bledsoe),,73,87
342,4,7:05.0,E. Bledsoe makes free throw 1 of 2,,74,87
343,4,7:05.0,E. Bledsoe makes free throw 2 of 2,,75,87
344,4,6:48.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Harris),75,90
345,4,6:35.0,Shooting foul by D. Nowitzki (drawn by S. Weems),,75,90
346,4,6:35.0,S. Weems misses free throw 1 of 2,,75,90
347,4,6:35.0,Offensive rebound by Team,,75,90
348,4,6:35.0,S. Weems makes free throw 2 of 2,,76,90
349,4,6:17.0,,Turnover by C. Parsons (bad pass; steal by A. Goodwin),76,90
350,4,6:02.0,S. Weems makes 3-pt jump shot from 24 ft (assist by J. Leuer),,79,90
351,4,5:38.0,,Shooting foul by J. Leuer (drawn by D. Nowitzki),79,90
352,4,5:38.0,Official timeout,,79,90
353,4,5:38.0,,D. Nowitzki makes free throw 1 of 2,79,91
354,4,5:38.0,,D. Nowitzki makes free throw 2 of 2,79,92
355,4,5:15.0,A. Goodwin makes 2-pt layup from 1 ft (assist by E. Bledsoe),,81,92
356,4,5:15.0,Shooting foul by R. Felton (drawn by A. Goodwin),,81,92
357,4,5:15.0,A. Goodwin misses free throw 1 of 1,,81,92
358,4,5:14.0,,Defensive rebound by D. Nowitzki,81,92
359,4,4:56.0,,C. Parsons misses 2-pt jump shot from 6 ft (block by T. Warren),81,92
360,4,4:54.0,Defensive rebound by J. Leuer,,81,92
361,4,4:50.0,T. Warren misses 2-pt jump shot from 5 ft,,81,92
362,4,4:49.0,,Defensive rebound by R. Felton,81,92
363,4,4:39.0,,D. Harris makes 2-pt layup from 2 ft (assist by D. Nowitzki),81,94
364,4,4:19.0,Personal foul by D. Harris (drawn by S. Weems),,81,94
365,4,4:19.0,S. Weems makes free throw 1 of 2,,82,94
366,4,4:19.0,S. Weems makes free throw 2 of 2,,83,94
367,4,4:02.0,,Turnover by D. Nowitzki (lost ball; steal by J. Leuer),83,94
368,4,3:54.0,T. Warren makes 2-pt jump shot from 13 ft,,85,94
369,4,3:37.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by D. Williams),85,96
370,4,3:37.0,,Shooting foul by T. Warren (drawn by D. Nowitzki),85,96
371,4,3:37.0,,W. Matthews enters the game for C. Parsons,85,96
372,4,3:37.0,,D. Nowitzki misses free throw 1 of 1,85,96
373,4,3:36.0,Defensive rebound by A. Goodwin,,85,96
374,4,3:29.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,85,96
375,4,3:28.0,Offensive rebound by T. Warren,,85,96
376,4,3:26.0,Shooting foul by W. Matthews (drawn by T. Warren),,85,96
377,4,3:26.0,T. Warren makes free throw 1 of 2,,86,96
378,4,3:26.0,T. Warren makes free throw 2 of 2,,87,96
379,4,3:09.0,,Turnover by R. Felton (bad pass; steal by E. Bledsoe),87,96
380,4,3:05.0,Shooting block foul by W. Matthews (drawn by A. Goodwin),,87,96
381,4,3:05.0,A. Goodwin misses free throw 1 of 2,,87,96
382,4,3:05.0,Offensive rebound by Team,,87,96
383,4,3:05.0,A. Goodwin misses free throw 2 of 2,,87,96
384,4,3:04.0,,Defensive rebound by D. Harris,87,96
