,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BROOKLYN_ACTION,HOUSTON_SCORE,BROOKLYN_SCORE
383,4,3:28.0,Offensive rebound by J. Terry,,91,99
384,4,3:24.0,J. Harden makes 3-pt jump shot from 25 ft (assist by J. Terry),,94,99
385,4,2:57.0,,J. Johnson makes 2-pt jump shot from 10 ft,94,101
386,4,2:39.0,J. Terry makes 3-pt jump shot from 24 ft (assist by P. Beverley),,97,101
387,4,2:20.0,,B. Lopez makes 2-pt dunk at rim (assist by M. Brown),97,103
388,4,2:04.0,D. Howard makes 2-pt layup from 2 ft (assist by J. Harden),,99,103
389,4,2:04.0,Shooting foul by J. Johnson (drawn by D. Howard),,99,103
390,4,2:04.0,Houston full timeout,,99,103
391,4,2:04.0,C. Brewer enters the game for J. Terry,,99,103
392,4,2:04.0,D. Howard misses free throw 1 of 1,,99,103
393,4,2:03.0,,Defensive rebound by B. Lopez,99,103
394,4,1:51.0,,Offensive foul by B. Lopez (drawn by C. Brewer),99,103
395,4,1:51.0,,Turnover by B. Lopez (offensive foul),99,103
396,4,1:34.0,M. Thornton misses 3-pt jump shot from 22 ft,,99,103
397,4,1:32.0,,Defensive rebound by J. Jack,99,103
398,4,1:29.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Jack),99,105
399,4,1:18.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),,102,105
400,4,1:01.0,,J. Johnson makes 2-pt jump shot from 13 ft,102,107
401,4,1:01.0,,Shooting foul by C. Brewer (drawn by J. Johnson),102,107
402,4,1:01.0,,J. Johnson makes free throw 1 of 1,102,108
403,4,1:01.0,Houston full timeout,,102,108
404,4,1:01.0,J. Terry enters the game for P. Beverley,,102,108
405,4,0:42.0,Shooting foul by B. Lopez (drawn by J. Terry),,102,108
406,4,0:42.0,J. Terry makes free throw 1 of 2,,103,108
407,4,0:42.0,J. Terry makes free throw 2 of 2,,104,108
408,4,0:42.0,,Brooklyn full timeout,104,108
409,4,0:42.0,P. Beverley enters the game for J. Terry,,104,108
410,4,0:38.0,,Turnover by J. Johnson (lost ball; steal by M. Thornton),104,108
411,4,0:36.0,Shooting foul by M. Brown (drawn by J. Harden),,104,108
412,4,0:36.0,J. Harden misses free throw 1 of 2,,104,108
413,4,0:36.0,Offensive rebound by Team,,104,108
414,4,0:36.0,J. Harden makes free throw 2 of 2,,105,108
415,4,0:11.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,105,108
416,4,0:09.0,,Offensive rebound by B. Lopez,105,108
417,4,0:08.0,,Personal foul by C. Brewer (drawn by J. Jack),105,108
418,4,0:08.0,,J. Jack makes free throw 1 of 2,105,109
419,4,0:08.0,,J. Jack makes free throw 2 of 2,105,110
420,4,0:02.0,J. Harden misses 3-pt jump shot from 24 ft,,105,110
421,4,0:01.0,Offensive rebound by C. Brewer,,105,110
