,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
73,1,2:22.0,L. Galloway enters the game for S. Vujačić,,24,15
74,1,2:22.0,,W. Matthews makes free throw 1 of 2,24,16
75,1,2:22.0,,W. Matthews misses free throw 2 of 2,24,16
76,1,2:21.0,Defensive rebound by K. Séraphin,,24,16
77,1,2:01.0,K. Séraphin makes 2-pt jump shot from 15 ft (assist by L. Galloway),,26,16
78,1,1:47.0,,D. Lee misses 2-pt layup from 1 ft,26,16
79,1,1:46.0,,Offensive rebound by Z. Pachulia,26,16
80,1,1:45.0,,Personal foul by L. Galloway,26,16
81,1,1:45.0,,J. Barea enters the game for R. Felton,26,16
82,1,1:45.0,,D. Nowitzki enters the game for Z. Pachulia,26,16
83,1,1:45.0,,J. Anderson enters the game for W. Matthews,26,16
84,1,1:37.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),26,18
85,1,1:18.0,K. Séraphin makes 2-pt layup from 1 ft (assist by L. Galloway),,28,18
86,1,1:06.0,,D. Lee makes 2-pt layup at rim (assist by J. Barea),28,20
87,1,0:55.0,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by K. Séraphin),,30,20
88,1,0:37.0,,D. Harris makes 2-pt jump shot from 7 ft,30,22
89,1,0:28.0,Turnover by K. O'Quinn (lost ball; steal by D. Nowitzki),,30,22
90,1,0:04.0,,J. Barea makes 2-pt jump shot from 20 ft,30,24
91,1,0:01.0,J. Grant misses 3-pt jump shot from 34 ft,,30,24
92,1,0:00.0,Offensive rebound by Team,,30,24
93,2,11:43.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,30,24
94,2,11:42.0,Defensive rebound by J. Grant,,30,24
95,2,11:26.0,L. Galloway misses 3-pt jump shot from 23 ft,,30,24
96,2,11:25.0,,Defensive rebound by J. Barea,30,24
97,2,11:05.0,,J. Barea misses 3-pt jump shot from 23 ft,30,24
98,2,11:04.0,Defensive rebound by L. Galloway,,30,24
99,2,10:50.0,K. Séraphin misses 2-pt jump shot from 19 ft,,30,24
100,2,10:49.0,,Defensive rebound by Team,30,24
101,2,10:27.0,,D. Nowitzki misses 2-pt jump shot from 5 ft (block by K. Séraphin),30,24
102,2,10:25.0,Defensive rebound by K. O'Quinn,,30,24
103,2,10:14.0,K. O'Quinn misses 2-pt jump shot from 9 ft,,30,24
104,2,10:13.0,,Defensive rebound by J. Anderson,30,24
105,2,10:00.0,,J. Anderson makes 3-pt jump shot from 22 ft (assist by J. Barea),30,27
106,2,9:37.0,K. Séraphin makes 2-pt jump shot from 9 ft,,32,27
107,2,9:19.0,,J. Barea misses 2-pt jump shot from 6 ft,32,27
108,2,9:18.0,,Offensive rebound by D. Lee,32,27
109,2,9:18.0,,D. Lee makes 2-pt layup from 1 ft,32,29
110,2,8:56.0,J. Grant misses 3-pt jump shot from 23 ft,,32,29
111,2,8:55.0,,Defensive rebound by J. Anderson,32,29
112,2,8:44.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,32,29
113,2,8:43.0,Defensive rebound by K. O'Quinn,,32,29
114,2,8:34.0,J. Grant makes 2-pt layup at rim,,34,29
115,2,8:22.0,,J. Barea makes 2-pt layup at rim,34,31
116,2,8:14.0,New York full timeout,,34,31
117,2,8:14.0,,D. Powell enters the game for D. Nowitzki,34,31
118,2,8:14.0,,R. Felton enters the game for D. Harris,34,31
119,2,8:05.0,K. O'Quinn misses 2-pt jump shot from 18 ft,,34,31
120,2,8:04.0,,Defensive rebound by J. Barea,34,31
121,2,7:47.0,,Offensive foul by D. Lee (drawn by J. Grant),34,31
122,2,7:47.0,,Turnover by D. Lee (offensive foul),34,31
123,2,7:35.0,Shooting foul by J. Anderson (drawn by A. Afflalo),,34,31
124,2,7:35.0,A. Afflalo makes free throw 1 of 2,,35,31
125,2,7:35.0,,Z. Pachulia enters the game for D. Lee,35,31
126,2,7:35.0,A. Afflalo misses free throw 2 of 2,,35,31
127,2,7:34.0,,Defensive rebound by J. Barea,35,31
128,2,7:17.0,,J. Barea makes 2-pt jump shot from 5 ft,35,33
129,2,7:02.0,L. Galloway misses 2-pt layup from 2 ft,,35,33
130,2,6:59.0,,Defensive rebound by D. Powell,35,33
131,2,6:53.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Powell),35,36
132,2,6:37.0,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by J. Grant),,37,36
133,2,6:07.0,,R. Felton makes 3-pt jump shot from 24 ft (assist by J. Barea),37,39
134,2,5:47.0,K. O'Quinn misses 2-pt jump shot from 12 ft,,37,39
135,2,5:46.0,Offensive rebound by A. Afflalo,,37,39
136,2,5:41.0,J. Grant misses 3-pt jump shot from 24 ft,,37,39
137,2,5:40.0,Offensive rebound by Team,,37,39
138,2,5:40.0,Official timeout,,37,39
139,2,5:40.0,,W. Matthews enters the game for J. Anderson,37,39
140,2,5:40.0,R. Lopez enters the game for J. Grant,,37,39
141,2,5:40.0,D. Williams enters the game for K. O'Quinn,,37,39
142,2,5:40.0,C. Anthony enters the game for K. Séraphin,,37,39
143,2,5:29.0,Shooting block foul by W. Matthews (drawn by C. Anthony),,37,39
144,2,5:29.0,C. Anthony makes free throw 1 of 2,,38,39
145,2,5:29.0,C. Anthony makes free throw 2 of 2,,39,39
146,2,5:18.0,,D. Powell misses 2-pt jump shot from 17 ft,39,39
147,2,5:17.0,Defensive rebound by D. Williams,,39,39
148,2,5:12.0,,Offensive charge foul by D. Williams (drawn by R. Felton),39,39
149,2,5:12.0,Turnover by D. Williams (offensive foul),,39,39
150,2,5:12.0,J. Calderón enters the game for L. Galloway,,39,39
151,2,4:59.0,,W. Matthews misses 3-pt jump shot from 25 ft,39,39
152,2,4:58.0,Defensive rebound by R. Lopez,,39,39
153,2,4:48.0,Turnover by J. Calderón (bad pass; steal by Z. Pachulia),,39,39
154,2,4:36.0,,R. Felton misses 3-pt jump shot from 24 ft,39,39
155,2,4:35.0,Defensive rebound by J. Calderón,,39,39
156,2,4:24.0,C. Anthony makes 2-pt jump shot from 15 ft (assist by R. Lopez),,41,39
157,2,4:02.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Barea),41,41
158,2,3:49.0,D. Williams misses 2-pt jump shot from 5 ft,,41,41
159,2,3:48.0,,Defensive rebound by R. Felton,41,41
160,2,3:44.0,,J. Barea makes 2-pt layup from 2 ft (assist by R. Felton),41,43
161,2,3:29.0,Offensive foul by A. Afflalo (drawn by W. Matthews),,41,43
162,2,3:29.0,Turnover by A. Afflalo (offensive foul),,41,43
163,2,3:29.0,,D. Nowitzki enters the game for D. Powell,41,43
164,2,3:18.0,,Turnover by R. Felton (bad pass),41,43
165,2,3:05.0,A. Afflalo misses 3-pt jump shot from 22 ft,,41,43
166,2,3:04.0,Offensive rebound by C. Anthony,,41,43
167,2,3:02.0,C. Anthony makes 2-pt jump shot from 11 ft,,43,43
168,2,2:51.0,,Personal foul by J. Calderón,43,43
169,2,2:51.0,,Dallas full timeout,43,43
170,2,2:51.0,S. Vujačić enters the game for A. Afflalo,,43,43
171,2,2:39.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,43,43
172,2,2:38.0,,Offensive rebound by Z. Pachulia,43,43
173,2,2:30.0,,W. Matthews makes 2-pt layup at rim (assist by J. Barea),43,45
174,2,2:13.0,Shooting block foul by W. Matthews (drawn by C. Anthony),,43,45
175,2,2:13.0,C. Anthony makes free throw 1 of 2,,44,45
176,2,2:13.0,L. Galloway enters the game for J. Calderón,,44,45
177,2,2:13.0,C. Anthony makes free throw 2 of 2,,45,45
178,2,1:58.0,,D. Nowitzki misses 2-pt jump shot from 7 ft,45,45
179,2,1:57.0,Defensive rebound by R. Lopez,,45,45
180,2,1:51.0,Personal foul by D. Nowitzki,,45,45
181,2,1:51.0,,D. Harris enters the game for R. Felton,45,45
182,2,1:51.0,,D. Lee enters the game for Z. Pachulia,45,45
183,2,1:38.0,C. Anthony misses 2-pt jump shot from 15 ft,,45,45
184,2,1:37.0,,Defensive rebound by D. Lee,45,45
185,2,1:20.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,45,45
186,2,1:19.0,Defensive rebound by S. Vujačić,,45,45
187,2,1:09.0,Shooting foul by D. Lee (drawn by D. Williams),,45,45
188,2,1:09.0,D. Williams makes free throw 1 of 2,,46,45
189,2,1:09.0,,Z. Pachulia enters the game for D. Lee,46,45
190,2,1:09.0,D. Williams misses free throw 2 of 2,,46,45
191,2,1:08.0,,Defensive rebound by D. Nowitzki,46,45
192,2,0:52.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,46,45
193,2,0:51.0,Defensive rebound by R. Lopez,,46,45
194,2,0:42.0,Offensive foul by R. Lopez (drawn by W. Matthews),,46,45
195,2,0:42.0,Turnover by R. Lopez (offensive foul),,46,45
196,2,0:33.0,,J. Barea makes 3-pt jump shot from 24 ft,46,48
197,2,0:21.0,Shooting foul by D. Nowitzki (drawn by D. Williams),,46,48
198,2,0:21.0,D. Williams makes free throw 1 of 2,,47,48
199,2,0:21.0,D. Williams makes free throw 2 of 2,,48,48
200,2,0:11.0,,Personal block foul by C. Anthony,48,48
201,2,0:00.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),48,51
202,3,11:46.0,,Shooting block foul by S. Vujačić (drawn by W. Matthews),48,51
203,3,11:46.0,,W. Matthews makes free throw 1 of 2,48,52
204,3,11:46.0,,W. Matthews makes free throw 2 of 2,48,53
205,3,11:29.0,S. Vujačić makes 3-pt jump shot from 24 ft (assist by D. Williams),,51,53
206,3,11:14.0,,J. Anderson misses 2-pt jump shot from 17 ft,51,53
207,3,11:13.0,Defensive rebound by D. Williams,,51,53
208,3,10:59.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by J. Grant),,53,53
209,3,10:39.0,,Turnover by R. Felton (bad pass; steal by C. Anthony),53,53
210,3,10:33.0,C. Anthony makes 3-pt jump shot from 25 ft,,56,53
211,3,10:32.0,,Dallas full timeout,56,53
212,3,10:32.0,,J. Barea enters the game for J. Anderson,56,53
213,3,10:08.0,,R. Felton misses 3-pt jump shot from 24 ft,56,53
214,3,10:07.0,,Offensive rebound by D. Powell,56,53
215,3,10:04.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,56,53
216,3,10:03.0,Defensive rebound by Team,,56,53
217,3,9:46.0,D. Williams misses 2-pt jump shot from 17 ft,,56,53
218,3,9:44.0,Offensive rebound by R. Lopez,,56,53
219,3,9:44.0,R. Lopez misses 2-pt layup from 2 ft,,56,53
220,3,9:42.0,,Defensive rebound by J. Barea,56,53
221,3,9:38.0,,D. Powell misses 2-pt layup from 2 ft,56,53
222,3,9:36.0,Defensive rebound by D. Williams,,56,53
223,3,9:31.0,C. Anthony misses 3-pt jump shot from 26 ft,,56,53
224,3,9:30.0,,Defensive rebound by R. Felton,56,53
225,3,9:12.0,,J. Barea makes 2-pt jump shot from 2 ft,56,55
226,3,9:02.0,Personal foul by D. Powell,,56,55
227,3,8:55.0,D. Williams makes 2-pt jump shot from 13 ft (assist by C. Anthony),,58,55
228,3,8:36.0,,J. Barea makes 3-pt jump shot from 24 ft,58,58
229,3,8:21.0,Shooting foul by W. Matthews (drawn by C. Anthony),,58,58
230,3,8:21.0,C. Anthony makes free throw 1 of 2,,59,58
231,3,8:21.0,C. Anthony makes free throw 2 of 2,,60,58
232,3,8:08.0,,J. Barea misses 2-pt layup from 3 ft,60,58
233,3,8:07.0,,Offensive rebound by D. Powell,60,58
234,3,8:07.0,,D. Powell misses 2-pt dunk at rim,60,58
235,3,8:06.0,,Offensive rebound by D. Powell,60,58
236,3,8:04.0,,D. Powell misses 2-pt layup from 2 ft,60,58
237,3,8:04.0,Defensive rebound by C. Anthony,,60,58
238,3,8:01.0,Turnover by C. Anthony (dbl dribble),,60,58
239,3,7:47.0,,R. Felton makes 2-pt layup from 1 ft (assist by D. Nowitzki),60,60
240,3,7:25.0,Turnover by C. Anthony (lost ball; steal by W. Matthews),,60,60
241,3,7:09.0,,W. Matthews misses 2-pt jump shot from 13 ft,60,60
242,3,7:08.0,Defensive rebound by R. Lopez,,60,60
243,3,6:56.0,J. Grant misses 2-pt jump shot from 12 ft,,60,60
244,3,6:55.0,,Defensive rebound by D. Nowitzki,60,60
245,3,6:35.0,,Turnover by D. Nowitzki (lost ball; steal by J. Grant),60,60
246,3,6:32.0,J. Grant makes 2-pt dunk at rim (assist by D. Williams),,62,60
247,3,6:15.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,62,60
248,3,6:15.0,Defensive rebound by S. Vujačić,,62,60
249,3,6:06.0,S. Vujačić makes 2-pt jump shot from 23 ft,,64,60
250,3,6:06.0,,Dallas full timeout,64,60
251,3,6:06.0,,Z. Pachulia enters the game for D. Nowitzki,64,60
252,3,6:06.0,,D. Lee enters the game for D. Powell,64,60
253,3,5:47.0,,W. Matthews misses 3-pt jump shot from 25 ft,64,60
254,3,5:46.0,,Offensive rebound by D. Lee,64,60
255,3,5:43.0,,Turnover by D. Lee (bad pass; steal by J. Grant),64,60
256,3,5:35.0,C. Anthony misses 3-pt jump shot from 24 ft,,64,60
257,3,5:34.0,,Defensive rebound by Z. Pachulia,64,60
258,3,5:32.0,,Personal foul by R. Lopez,64,60
259,3,5:32.0,,D. Harris enters the game for J. Barea,64,60
260,3,5:32.0,A. Afflalo enters the game for S. Vujačić,,64,60
261,3,5:21.0,,Turnover by D. Harris (bad pass; steal by J. Grant),64,60
262,3,5:19.0,Shooting foul by R. Felton (drawn by J. Grant),,64,60
263,3,5:19.0,J. Grant makes free throw 1 of 2,,65,60
264,3,5:19.0,K. O'Quinn enters the game for R. Lopez,,65,60
265,3,5:19.0,K. Séraphin enters the game for D. Williams,,65,60
266,3,5:19.0,J. Grant makes free throw 2 of 2,,66,60
267,3,5:00.0,,D. Harris misses 2-pt layup from 1 ft,66,60
268,3,4:58.0,,Offensive rebound by Z. Pachulia,66,60
269,3,4:57.0,,Z. Pachulia makes 2-pt layup at rim,66,62
270,3,4:37.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by J. Grant),,69,62
271,3,4:10.0,,D. Harris misses 3-pt jump shot from 24 ft,69,62
272,3,4:10.0,,Offensive rebound by Z. Pachulia,69,62
273,3,4:10.0,Loose ball foul by K. O'Quinn,,69,62
274,3,4:08.0,,Shooting block foul by K. Séraphin (drawn by W. Matthews),69,62
275,3,4:08.0,,W. Matthews misses free throw 1 of 2,69,62
276,3,4:08.0,,Offensive rebound by Team,69,62
277,3,4:08.0,,W. Matthews makes free throw 2 of 2,69,63
278,3,3:55.0,K. O'Quinn misses 2-pt layup at rim,,69,63
279,3,3:53.0,Offensive rebound by K. O'Quinn,,69,63
280,3,3:51.0,New York full timeout,,69,63
281,3,3:51.0,D. Williams enters the game for C. Anthony,,69,63
282,3,3:51.0,L. Galloway enters the game for J. Grant,,69,63
283,3,3:48.0,A. Afflalo misses 2-pt jump shot from 7 ft,,69,63
284,3,3:47.0,,Defensive rebound by D. Lee,69,63
285,3,3:29.0,,Turnover by Z. Pachulia (bad pass; steal by L. Galloway),69,63
286,3,3:19.0,Turnover by D. Williams (bad pass; steal by W. Matthews),,69,63
287,3,3:00.0,,R. Felton misses 2-pt jump shot from 5 ft (block by K. Séraphin),69,63
288,3,2:58.0,Defensive rebound by K. O'Quinn,,69,63
289,3,2:48.0,L. Galloway misses 2-pt jump shot from 4 ft,,69,63
290,3,2:47.0,,Defensive rebound by W. Matthews,69,63
291,3,2:34.0,,Turnover by D. Lee (bad pass),69,63
292,3,2:34.0,,J. Anderson enters the game for W. Matthews,69,63
293,3,2:34.0,,D. Nowitzki enters the game for R. Felton,69,63
294,3,2:34.0,,J. Barea enters the game for D. Lee,69,63
295,3,2:13.0,K. O'Quinn makes 2-pt jump shot from 10 ft (assist by L. Galloway),,71,63
296,3,2:01.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,71,63
297,3,2:00.0,Defensive rebound by L. Galloway,,71,63
298,3,1:55.0,Shooting foul by J. Anderson (drawn by L. Galloway),,71,63
299,3,1:55.0,L. Galloway makes 2-pt layup at rim,,73,63
300,3,1:55.0,L. Galloway makes free throw 1 of 1,,74,63
301,3,1:41.0,,Shooting foul by K. O'Quinn (drawn by Z. Pachulia),74,63
302,3,1:41.0,,Z. Pachulia makes free throw 1 of 2,74,64
303,3,1:41.0,,Z. Pachulia makes free throw 2 of 2,74,65
304,3,1:27.0,K. Séraphin misses 2-pt layup from 2 ft,,74,65
305,3,1:26.0,,Defensive rebound by Z. Pachulia,74,65
306,3,1:19.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,74,65
307,3,1:18.0,,Offensive rebound by J. Anderson,74,65
308,3,1:07.0,,J. Barea misses 2-pt jump shot from 4 ft,74,65
309,3,1:05.0,,Offensive rebound by Team,74,65
310,3,1:04.0,,Turnover by J. Barea (bad pass; steal by K. O'Quinn),74,65
311,3,1:00.0,D. Williams misses 2-pt dunk at rim (block by J. Anderson),,74,65
312,3,0:55.0,,Defensive rebound by D. Nowitzki,74,65
313,3,0:53.0,,J. Barea misses 3-pt jump shot from 25 ft,74,65
314,3,0:51.0,,Offensive rebound by Z. Pachulia,74,65
315,3,0:48.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,74,65
316,3,0:47.0,,Offensive rebound by J. Barea,74,65
317,3,0:41.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,74,65
318,3,0:40.0,Defensive rebound by A. Afflalo,,74,65
319,3,0:30.0,L. Galloway misses 2-pt jump shot from 20 ft,,74,65
320,3,0:29.0,,Defensive rebound by D. Nowitzki,74,65
321,3,0:25.0,,Shooting foul by A. Afflalo (drawn by J. Barea),74,65
322,3,0:25.0,,J. Barea makes free throw 1 of 2,74,66
323,3,0:25.0,,D. Powell enters the game for D. Nowitzki,74,66
324,3,0:25.0,C. Anthony enters the game for K. Séraphin,,74,66
325,3,0:25.0,,J. Barea makes free throw 2 of 2,74,67
326,3,0:01.0,C. Anthony misses 2-pt jump shot from 10 ft,,74,67
327,3,0:01.0,Offensive rebound by Team,,74,67
328,3,0:00.0,C. Anthony misses 2-pt jump shot from 10 ft,,74,67
329,3,0:00.0,Offensive rebound by Team,,74,67
330,4,11:47.0,L. Galloway misses 3-pt jump shot from 24 ft,,74,67
331,4,11:45.0,,Defensive rebound by J. Anderson,74,67
332,4,11:31.0,,Turnover by W. Matthews (bad pass; steal by L. Galloway),74,67
333,4,11:28.0,,Offensive charge foul by L. Galloway (drawn by W. Matthews),74,67
334,4,11:28.0,Turnover by L. Galloway (offensive foul),,74,67
335,4,11:14.0,,J. Barea misses 2-pt jump shot from 6 ft,74,67
336,4,11:13.0,Defensive rebound by D. Williams,,74,67
337,4,10:59.0,C. Anthony makes 2-pt jump shot from 19 ft,,76,67
338,4,10:40.0,,D. Harris makes 2-pt jump shot from 15 ft,76,69
339,4,10:24.0,Offensive foul by C. Anthony (drawn by D. Harris),,76,69
340,4,10:24.0,Turnover by C. Anthony (offensive foul),,76,69
341,4,10:15.0,,J. Barea misses 3-pt jump shot from 25 ft,76,69
342,4,10:14.0,Defensive rebound by A. Afflalo,,76,69
343,4,10:04.0,R. Lopez makes 2-pt hook shot from 6 ft,,78,69
344,4,9:49.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by W. Matthews),78,71
345,4,9:33.0,R. Lopez misses 2-pt hook shot from 7 ft,,78,71
346,4,9:32.0,,Defensive rebound by J. Anderson,78,71
347,4,9:22.0,,J. Barea misses 2-pt jump shot from 2 ft,78,71
348,4,9:22.0,Defensive rebound by C. Anthony,,78,71
349,4,9:19.0,Turnover by L. Galloway (dbl dribble),,78,71
350,4,9:12.0,,Turnover by J. Barea (lost ball; steal by C. Anthony),78,71
351,4,9:01.0,A. Afflalo misses 3-pt jump shot from 23 ft,,78,71
352,4,9:01.0,Offensive rebound by D. Williams,,78,71
353,4,8:43.0,Official timeout,,78,71
354,4,8:43.0,,R. Felton enters the game for J. Barea,78,71
355,4,8:43.0,S. Vujačić enters the game for D. Williams,,78,71
356,4,8:43.0,J. Grant enters the game for L. Galloway,,78,71
357,4,8:40.0,A. Afflalo misses 2-pt jump shot from 16 ft,,78,71
358,4,8:39.0,,Defensive rebound by J. Anderson,78,71
359,4,8:22.0,,D. Harris makes 2-pt jump shot from 19 ft,78,73
360,4,8:00.0,C. Anthony makes 2-pt jump shot from 11 ft,,80,73
361,4,7:47.0,,J. Anderson makes 2-pt layup from 1 ft,80,75
362,4,7:47.0,New York full timeout,,80,75
363,4,7:47.0,,Z. Pachulia enters the game for D. Nowitzki,80,75
364,4,7:23.0,C. Anthony misses 2-pt jump shot from 22 ft,,80,75
365,4,7:22.0,,Defensive rebound by J. Anderson,80,75
366,4,7:12.0,,Turnover by R. Felton (bad pass),80,75
367,4,6:55.0,Turnover by S. Vujačić (lost ball),,80,75
368,4,6:45.0,,W. Matthews misses 2-pt jump shot from 21 ft,80,75
369,4,6:44.0,Defensive rebound by R. Lopez,,80,75
370,4,6:22.0,S. Vujačić misses 2-pt jump shot from 17 ft,,80,75
371,4,6:21.0,,Defensive rebound by J. Anderson,80,75
372,4,6:12.0,,Shooting foul by J. Grant (drawn by R. Felton),80,75
373,4,6:12.0,,R. Felton misses free throw 1 of 2,80,75
374,4,6:12.0,,Offensive rebound by Team,80,75
375,4,6:12.0,,R. Felton makes free throw 2 of 2,80,76
376,4,5:55.0,Turnover by A. Afflalo (step out of bounds),,80,76
377,4,5:41.0,,D. Harris misses 2-pt layup at rim,80,76
378,4,5:40.0,Defensive rebound by S. Vujačić,,80,76
379,4,5:33.0,,Violation by R. Felton (kicked ball),80,76
380,4,5:33.0,L. Galloway enters the game for J. Grant,,80,76
381,4,5:33.0,D. Williams enters the game for S. Vujačić,,80,76
382,4,5:33.0,,D. Nowitzki enters the game for Z. Pachulia,80,76
383,4,5:33.0,,J. Barea enters the game for J. Anderson,80,76
384,4,5:25.0,A. Afflalo makes 2-pt layup from 2 ft (assist by C. Anthony),,82,76
385,4,5:05.0,,W. Matthews makes 2-pt jump shot from 6 ft,82,78
386,4,4:44.0,Turnover by R. Lopez (bad pass; steal by W. Matthews),,82,78
387,4,4:37.0,,W. Matthews makes 3-pt jump shot from 25 ft,82,81
388,4,4:37.0,New York full timeout,,82,81
389,4,4:37.0,,J. Anderson enters the game for D. Harris,82,81
