,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW ORLEANS_ACTION,SACRAMENTO_SCORE,NEW ORLEANS_SCORE
73,1,4:18.0,,R. Anderson misses 2-pt layup from 1 ft,23,17
74,1,4:17.0,Defensive rebound by D. Collison,,23,17
75,1,4:12.0,D. Collison misses 2-pt layup from 2 ft (block by T. Douglas),,23,17
76,1,4:11.0,,Defensive rebound by R. Anderson,23,17
77,1,4:04.0,,R. Anderson misses 2-pt layup from 2 ft,23,17
78,1,4:03.0,Defensive rebound by Team,,23,17
79,1,4:02.0,W. Cauley-Stein enters the game for Q. Acy,,23,17
80,1,3:53.0,D. Cousins makes 2-pt layup at rim (assist by R. Rondo),,25,17
81,1,3:46.0,,Shooting foul by R. Rondo (drawn by N. Cole),25,17
82,1,3:46.0,,N. Cole makes 2-pt jump shot from 10 ft,25,19
83,1,3:46.0,,N. Cole makes free throw 1 of 1,25,20
84,1,3:35.0,D. Cousins makes 2-pt jump shot from 19 ft (assist by D. Collison),,27,20
85,1,3:20.0,,T. Douglas makes 3-pt jump shot from 25 ft (assist by N. Cole),27,23
86,1,2:59.0,R. Gay misses 3-pt jump shot from 23 ft,,27,23
87,1,2:58.0,,Defensive rebound by T. Douglas,27,23
88,1,2:53.0,,R. Anderson makes 2-pt layup at rim (assist by T. Douglas),27,25
89,1,2:48.0,Sacramento full timeout,,27,25
90,1,2:48.0,O. Casspi enters the game for R. Gay,,27,25
91,1,2:48.0,K. Koufos enters the game for D. Cousins,,27,25
92,1,2:38.0,R. Rondo misses 3-pt jump shot from 23 ft,,27,25
93,1,2:37.0,,Defensive rebound by A. Gee,27,25
94,1,2:18.0,,N. Cole makes 3-pt jump shot from 22 ft (assist by R. Anderson),27,28
95,1,2:09.0,Turnover by R. Rondo (traveling),,27,28
96,1,2:09.0,,A. Davis enters the game for K. Perkins,27,28
97,1,1:53.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Douglas),27,30
98,1,1:43.0,Turnover by D. Collison (bad pass; steal by N. Cole),,27,30
99,1,1:31.0,,Personal foul by D. Collison (drawn by A. Davis),27,30
100,1,1:26.0,,Turnover by T. Douglas (bad pass; steal by O. Casspi),27,30
101,1,1:20.0,W. Cauley-Stein misses 2-pt jump shot from 8 ft,,27,30
102,1,1:19.0,Offensive rebound by O. Casspi,,27,30
103,1,1:17.0,O. Casspi makes 2-pt layup from 2 ft,,29,30
104,1,1:05.0,,Turnover by R. Anderson (bad pass; steal by K. Koufos),29,30
105,1,0:57.0,O. Casspi misses 3-pt jump shot from 25 ft,,29,30
106,1,0:56.0,,Defensive rebound by A. Davis,29,30
107,1,0:43.0,,R. Anderson misses 2-pt jump shot from 17 ft,29,30
108,1,0:42.0,Defensive rebound by O. Casspi,,29,30
109,1,0:30.0,W. Cauley-Stein misses 2-pt hook shot from 5 ft,,29,30
110,1,0:29.0,Offensive rebound by O. Casspi,,29,30
111,1,0:28.0,Personal foul by A. Gee (drawn by O. Casspi),,29,30
112,1,0:28.0,O. Casspi makes free throw 1 of 2,,30,30
113,1,0:28.0,,J. Holiday enters the game for N. Cole,30,30
114,1,0:28.0,O. Casspi makes free throw 2 of 2,,31,30
115,1,0:04.0,,A. Gee misses 2-pt jump shot from 7 ft,31,30
116,1,0:03.0,,Offensive rebound by A. Gee,31,30
117,1,0:00.0,,A. Gee makes 2-pt layup from 2 ft,31,32
118,1,0:00.0,,Shooting foul by W. Cauley-Stein (drawn by A. Gee),31,32
119,1,0:00.0,,A. Gee makes free throw 1 of 1,31,33
120,2,11:50.0,,Violation by T. Douglas (kicked ball),31,33
121,2,11:35.0,Turnover by Team (shot clock),,31,33
122,2,11:27.0,,Shooting foul by K. Koufos (drawn by A. Davis),31,33
123,2,11:27.0,,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),31,35
124,2,11:27.0,,A. Davis misses free throw 1 of 1,31,35
125,2,11:25.0,Defensive rebound by O. Casspi,,31,35
126,2,11:13.0,K. Koufos misses 2-pt hook shot from 9 ft,,31,35
127,2,11:12.0,,Defensive rebound by R. Anderson,31,35
128,2,11:03.0,,A. Davis misses 3-pt jump shot from 24 ft,31,35
129,2,11:02.0,Defensive rebound by D. Collison,,31,35
130,2,10:54.0,D. Collison misses 2-pt jump shot from 13 ft,,31,35
131,2,10:53.0,,Defensive rebound by R. Anderson,31,35
132,2,10:44.0,,J. Holiday makes 2-pt jump shot from 14 ft,31,37
133,2,10:35.0,Turnover by D. Collison (bad pass; steal by J. Holiday),,31,37
134,2,10:32.0,,J. Holiday makes 2-pt layup from 1 ft,31,39
135,2,10:32.0,Sacramento full timeout,,31,39
136,2,10:32.0,R. Gay enters the game for W. Cauley-Stein,,31,39
137,2,10:32.0,D. Cousins enters the game for K. Koufos,,31,39
138,2,10:26.0,D. Collison makes 2-pt layup from 3 ft (assist by O. Casspi),,33,39
139,2,10:26.0,Shooting foul by T. Douglas (drawn by D. Collison),,33,39
140,2,10:26.0,D. Collison makes free throw 1 of 1,,34,39
141,2,10:13.0,,R. Anderson misses 3-pt jump shot from 24 ft,34,39
142,2,10:12.0,Defensive rebound by O. Casspi,,34,39
143,2,9:55.0,D. Cousins makes 2-pt jump shot from 8 ft (assist by M. Belinelli),,36,39
144,2,9:38.0,,A. Davis misses 2-pt jump shot from 20 ft,36,39
145,2,9:36.0,Defensive rebound by R. Gay,,36,39
146,2,9:31.0,Turnover by D. Collison (bad pass; steal by A. Davis),,36,39
147,2,9:27.0,,Turnover by A. Davis (bad pass),36,39
148,2,9:18.0,D. Cousins makes 2-pt dunk at rim,,38,39
149,2,9:01.0,,J. Holiday misses 3-pt jump shot from 22 ft,38,39
150,2,8:59.0,Defensive rebound by D. Cousins,,38,39
151,2,8:54.0,Shooting foul by J. Holiday (drawn by O. Casspi),,38,39
152,2,8:54.0,O. Casspi makes free throw 1 of 2,,39,39
153,2,8:54.0,,K. Perkins enters the game for R. Anderson,39,39
154,2,8:54.0,O. Casspi makes free throw 2 of 2,,40,39
155,2,8:48.0,,N. Cole enters the game for J. Holiday,40,39
156,2,8:34.0,,Turnover by K. Perkins (traveling),40,39
157,2,8:21.0,R. Gay misses 2-pt jump shot from 17 ft,,40,39
158,2,8:20.0,,Defensive rebound by A. Gee,40,39
159,2,8:17.0,,Personal foul by D. Cousins (drawn by T. Douglas),40,39
160,2,8:06.0,,A. Gee makes 2-pt dunk at rim (assist by A. Davis),40,41
161,2,7:58.0,Turnover by R. Gay (bad pass),,40,41
162,2,7:43.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by K. Perkins),40,44
163,2,7:21.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by R. Gay),,42,44
164,2,7:14.0,,Personal foul by O. Casspi (drawn by A. Davis),42,44
165,2,7:06.0,,A. Davis misses 2-pt hook shot from 10 ft,42,44
166,2,7:06.0,,Offensive rebound by Team,42,44
167,2,6:56.0,,T. Douglas misses 3-pt jump shot from 25 ft,42,44
168,2,6:55.0,Defensive rebound by D. Cousins,,42,44
169,2,6:45.0,O. Casspi makes 2-pt layup from 3 ft,,44,44
170,2,6:45.0,Shooting foul by A. Davis (drawn by O. Casspi),,44,44
171,2,6:45.0,,D. Cunningham enters the game for A. Gee,44,44
172,2,6:45.0,O. Casspi makes free throw 1 of 1,,45,44
173,2,6:35.0,,Turnover by N. Cole (bad pass; steal by R. Gay),45,44
174,2,6:32.0,Shooting foul by A. Davis (drawn by R. Gay),,45,44
175,2,6:32.0,R. Gay misses free throw 1 of 2,,45,44
176,2,6:32.0,Offensive rebound by Team,,45,44
177,2,6:32.0,R. Rondo enters the game for O. Casspi,,45,44
178,2,6:32.0,R. Gay makes free throw 2 of 2,,46,44
179,2,6:16.0,,T. Douglas misses 2-pt jump shot from 20 ft,46,44
180,2,6:15.0,Defensive rebound by R. Gay,,46,44
181,2,6:07.0,R. Gay makes 3-pt jump shot from 24 ft (assist by R. Rondo),,49,44
182,2,5:52.0,,Turnover by T. Douglas (bad pass; steal by R. Gay),49,44
183,2,5:44.0,Turnover by D. Collison (bad pass; steal by N. Cole),,49,44
184,2,5:30.0,,Turnover by T. Douglas (bad pass),49,44
185,2,5:30.0,Official timeout,,49,44
186,2,5:30.0,,J. Holiday enters the game for T. Douglas,49,44
187,2,5:14.0,R. Rondo makes 2-pt layup from 2 ft (assist by D. Cousins),,51,44
188,2,4:56.0,,N. Cole misses 3-pt jump shot from 25 ft,51,44
189,2,4:55.0,Defensive rebound by D. Cousins,,51,44
190,2,4:46.0,M. Belinelli misses 3-pt jump shot from 26 ft,,51,44
191,2,4:43.0,,Defensive rebound by A. Davis,51,44
192,2,4:38.0,,Personal foul by R. Rondo (drawn by N. Cole),51,44
193,2,4:33.0,,J. Holiday misses 2-pt jump shot from 11 ft,51,44
194,2,4:32.0,Defensive rebound by D. Cousins,,51,44
195,2,4:13.0,R. Gay misses 2-pt jump shot from 7 ft,,51,44
196,2,4:12.0,,Defensive rebound by N. Cole,51,44
197,2,3:58.0,,J. Holiday makes 2-pt layup from 1 ft,51,46
198,2,3:41.0,D. Collison misses 2-pt jump shot from 14 ft,,51,46
199,2,3:40.0,,Defensive rebound by A. Davis,51,46
200,2,3:36.0,,Turnover by A. Davis (lost ball; steal by D. Cousins),51,46
201,2,3:31.0,M. Belinelli makes 2-pt dunk at rim (assist by D. Cousins),,53,46
202,2,3:19.0,,J. Holiday misses 3-pt jump shot from 25 ft,53,46
203,2,3:18.0,Defensive rebound by D. Cousins,,53,46
204,2,3:08.0,Turnover by R. Gay (lost ball; steal by D. Cunningham),,53,46
205,2,2:59.0,,D. Cunningham misses 3-pt jump shot from 25 ft,53,46
206,2,2:58.0,Defensive rebound by D. Cousins,,53,46
207,2,2:46.0,D. Cousins makes 2-pt jump shot from 20 ft (assist by D. Collison),,55,46
208,2,2:33.0,,Turnover by K. Perkins (lost ball),55,46
209,2,2:33.0,,New Orleans full timeout,55,46
210,2,2:33.0,,Ö. Aşık enters the game for A. Davis,55,46
211,2,2:33.0,,R. Anderson enters the game for K. Perkins,55,46
212,2,2:33.0,O. Casspi enters the game for M. Belinelli,,55,46
213,2,2:14.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,57,46
214,2,1:57.0,,J. Holiday misses 2-pt jump shot from 17 ft,57,46
215,2,1:56.0,Defensive rebound by R. Gay,,57,46
216,2,1:37.0,R. Rondo makes 2-pt jump shot from 18 ft,,59,46
217,2,1:13.0,,R. Anderson makes 2-pt jump shot from 13 ft (assist by N. Cole),59,48
218,2,0:57.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,61,48
219,2,0:35.0,,Turnover by Ö. Aşık (bad pass; steal by D. Cousins),61,48
220,2,0:31.0,R. Gay makes 2-pt dunk at rim (assist by D. Collison),,63,48
221,2,0:18.0,,D. Cunningham makes 2-pt layup at rim (assist by J. Holiday),63,50
222,2,0:13.0,Turnover by R. Rondo (bad pass; steal by D. Cunningham),,63,50
223,2,0:02.0,,N. Cole misses 2-pt jump shot from 10 ft,63,50
224,2,0:01.0,,Offensive rebound by N. Cole,63,50
225,2,0:00.0,,N. Cole misses 2-pt jump shot from 4 ft,63,50
226,2,0:00.0,,Offensive rebound by Team,63,50
227,3,12:00.0,,Technical foul by Team,63,50
228,3,12:00.0,R. Gay makes technical free throw,,64,50
229,3,11:40.0,Turnover by D. Cousins (bad pass; steal by A. Davis),,64,50
230,3,11:31.0,,N. Cole misses 2-pt jump shot from 18 ft,64,50
231,3,11:30.0,Defensive rebound by Q. Acy,,64,50
232,3,11:08.0,R. Rondo makes 3-pt jump shot from 25 ft (assist by B. McLemore),,67,50
233,3,11:00.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),67,52
234,3,10:45.0,Shooting foul by N. Cole (drawn by B. McLemore),,67,52
235,3,10:45.0,B. McLemore makes free throw 1 of 2,,68,52
236,3,10:45.0,B. McLemore makes free throw 2 of 2,,69,52
237,3,10:33.0,,A. Davis makes 2-pt jump shot from 20 ft (assist by J. Holiday),69,54
238,3,10:24.0,Offensive foul by B. McLemore (drawn by A. Davis),,69,54
239,3,10:24.0,Turnover by B. McLemore (offensive foul),,69,54
240,3,10:15.0,,Shooting foul by B. McLemore (drawn by J. Holiday),69,54
241,3,10:15.0,,J. Holiday makes 2-pt layup from 4 ft,69,56
242,3,10:15.0,,J. Holiday makes free throw 1 of 1,69,57
243,3,10:01.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,71,57
244,3,9:50.0,,Def 3 sec tech foul by D. Cousins,71,57
245,3,9:50.0,,A. Davis makes technical free throw,71,58
246,3,9:41.0,,N. Cole makes 2-pt jump shot from 20 ft,71,60
247,3,9:26.0,Shooting foul by Ö. Aşık (drawn by D. Cousins),,71,60
248,3,9:26.0,D. Cousins makes free throw 1 of 2,,72,60
249,3,9:26.0,D. Cousins makes free throw 2 of 2,,73,60
250,3,9:24.0,,Personal foul by Q. Acy (drawn by A. Davis),73,60
251,3,9:10.0,,A. Davis makes 2-pt hook shot from 12 ft,73,62
252,3,8:49.0,D. Cousins misses 2-pt jump shot from 16 ft,,73,62
253,3,8:48.0,,Defensive rebound by N. Cole,73,62
254,3,8:40.0,,Ö. Aşık misses 2-pt layup from 2 ft,73,62
255,3,8:39.0,Defensive rebound by D. Cousins,,73,62
256,3,8:30.0,D. Cousins misses 3-pt jump shot from 24 ft,,73,62
257,3,8:29.0,,Defensive rebound by J. Holiday,73,62
258,3,8:19.0,,A. Davis misses 2-pt jump shot from 17 ft,73,62
259,3,8:18.0,Defensive rebound by R. Rondo,,73,62
260,3,8:13.0,Turnover by R. Rondo (bad pass; steal by A. Davis),,73,62
261,3,8:03.0,,N. Cole makes 2-pt jump shot from 16 ft,73,64
262,3,7:35.0,R. Rondo misses 3-pt jump shot from 23 ft,,73,64
263,3,7:35.0,Offensive rebound by Team,,73,64
264,3,7:35.0,Turnover by Team (shot clock),,73,64
265,3,7:26.0,,Shooting foul by Q. Acy (drawn by A. Davis),73,64
266,3,7:26.0,Sacramento full timeout,,73,64
267,3,7:26.0,,A. Davis misses free throw 1 of 2,73,64
268,3,7:26.0,,Offensive rebound by Team,73,64
269,3,7:26.0,,A. Davis misses free throw 2 of 2,73,64
270,3,7:25.0,Defensive rebound by Team,,73,64
271,3,7:25.0,,Loose ball foul by Ö. Aşık (drawn by D. Cousins),73,64
272,3,7:12.0,D. Cousins makes 2-pt jump shot from 20 ft (assist by R. Rondo),,75,64
273,3,6:57.0,,N. Cole misses 2-pt layup from 2 ft,75,64
274,3,6:56.0,Defensive rebound by D. Cousins,,75,64
275,3,6:46.0,Turnover by D. Cousins (bad pass; steal by D. Cunningham),,75,64
276,3,6:35.0,,N. Cole misses 3-pt jump shot from 24 ft,75,64
277,3,6:32.0,,Offensive rebound by Ö. Aşık,75,64
278,3,6:32.0,,Ö. Aşık misses 2-pt layup from 1 ft,75,64
279,3,6:31.0,,Offensive rebound by Ö. Aşık,75,64
280,3,6:22.0,,Turnover by A. Davis (lost ball; steal by R. Rondo),75,64
281,3,6:14.0,R. Rondo misses 2-pt layup from 1 ft,,75,64
282,3,6:12.0,,Defensive rebound by A. Davis,75,64
283,3,5:59.0,,J. Holiday misses 2-pt jump shot from 20 ft,75,64
284,3,5:58.0,Defensive rebound by Q. Acy,,75,64
285,3,5:47.0,Personal foul by D. Cunningham (drawn by R. Gay),,75,64
286,3,5:47.0,D. Collison enters the game for B. McLemore,,75,64
287,3,5:47.0,,K. Perkins enters the game for Ö. Aşık,75,64
288,3,5:39.0,D. Cousins misses 2-pt jump shot from 20 ft,,75,64
289,3,5:38.0,,Defensive rebound by A. Davis,75,64
290,3,5:31.0,,Personal foul by Q. Acy (drawn by A. Davis),75,64
291,3,5:19.0,,A. Davis misses 2-pt jump shot from 18 ft,75,64
292,3,5:18.0,Defensive rebound by Team,,75,64
293,3,5:13.0,D. Cousins misses 2-pt layup from 2 ft,,75,64
294,3,5:12.0,Offensive rebound by D. Cousins,,75,64
295,3,5:12.0,,Loose ball foul by A. Davis (drawn by D. Cousins),75,64
296,3,5:12.0,D. Cousins misses free throw 1 of 2,,75,64
297,3,5:12.0,Offensive rebound by Team,,75,64
298,3,5:12.0,,R. Anderson enters the game for K. Perkins,75,64
299,3,5:12.0,D. Cousins makes free throw 2 of 2,,76,64
300,3,5:01.0,,N. Cole misses 2-pt jump shot from 18 ft,76,64
301,3,5:00.0,Defensive rebound by Q. Acy,,76,64
302,3,4:38.0,D. Cousins makes 2-pt jump shot from 9 ft (assist by D. Collison),,78,64
303,3,4:27.0,,R. Anderson misses 2-pt jump shot from 17 ft,78,64
304,3,4:26.0,Defensive rebound by D. Cousins,,78,64
305,3,4:20.0,Turnover by D. Cousins (bad pass; steal by J. Holiday),,78,64
306,3,4:14.0,,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),78,66
307,3,3:59.0,Personal foul by R. Anderson (drawn by D. Cousins),,78,66
308,3,3:59.0,D. Cousins makes free throw 1 of 2,,79,66
309,3,3:59.0,O. Casspi enters the game for Q. Acy,,79,66
310,3,3:59.0,D. Cousins makes free throw 2 of 2,,80,66
311,3,3:40.0,,Personal foul by D. Collison (drawn by R. Anderson),80,66
312,3,3:40.0,,R. Anderson makes free throw 1 of 2,80,67
313,3,3:40.0,,R. Anderson makes free throw 2 of 2,80,68
314,3,3:28.0,Turnover by R. Rondo (bad pass),,80,68
315,3,3:20.0,,Shooting foul by R. Gay (drawn by R. Anderson),80,68
316,3,3:20.0,,R. Anderson misses free throw 1 of 2,80,68
317,3,3:20.0,,Offensive rebound by Team,80,68
318,3,3:20.0,Q. Acy enters the game for R. Gay,,80,68
319,3,3:20.0,,R. Anderson makes free throw 2 of 2,80,69
320,3,3:07.0,Shooting foul by N. Cole (drawn by R. Rondo),,80,69
321,3,3:07.0,R. Rondo makes free throw 1 of 2,,81,69
322,3,3:07.0,,A. Gee enters the game for D. Cunningham,81,69
323,3,3:07.0,R. Rondo misses free throw 2 of 2,,81,69
324,3,3:05.0,,Defensive rebound by N. Cole,81,69
325,3,3:05.0,Loose ball foul by R. Rondo (drawn by N. Cole),,81,69
326,3,3:05.0,,N. Cole makes free throw 1 of 2,81,70
327,3,3:05.0,,T. Douglas enters the game for J. Holiday,81,70
328,3,3:05.0,K. Koufos enters the game for D. Cousins,,81,70
329,3,3:05.0,,N. Cole makes free throw 2 of 2,81,71
330,3,2:51.0,D. Collison makes 2-pt jump shot from 19 ft (assist by Q. Acy),,83,71
331,3,2:37.0,,T. Douglas misses 3-pt jump shot from 24 ft,83,71
332,3,2:36.0,Defensive rebound by Q. Acy,,83,71
333,3,2:26.0,D. Collison misses 3-pt jump shot from 25 ft,,83,71
334,3,2:25.0,,Defensive rebound by A. Davis,83,71
335,3,2:12.0,,Shooting foul by K. Koufos (drawn by R. Anderson),83,71
336,3,2:12.0,,New Orleans full timeout,83,71
337,3,2:12.0,,R. Anderson makes free throw 1 of 2,83,72
338,3,2:12.0,,R. Anderson makes free throw 2 of 2,83,73
339,3,1:53.0,Personal foul by A. Gee (drawn by O. Casspi),,83,73
340,3,1:53.0,O. Casspi misses free throw 1 of 2,,83,73
341,3,1:53.0,Offensive rebound by Team,,83,73
342,3,1:53.0,O. Casspi makes free throw 2 of 2,,84,73
343,3,1:41.0,,A. Davis makes 2-pt dunk at rim (assist by R. Anderson),84,75
344,3,1:25.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by Q. Acy),,87,75
345,3,1:10.0,,A. Gee makes 2-pt jump shot from 6 ft,87,77
346,3,0:57.0,O. Casspi makes 2-pt jump shot from 9 ft (assist by D. Collison),,89,77
347,3,0:38.0,,A. Davis makes 3-pt jump shot from 23 ft (assist by T. Douglas),89,80
348,3,0:30.0,O. Casspi misses 3-pt jump shot from 25 ft,,89,80
349,3,0:29.0,,Defensive rebound by A. Davis,89,80
350,3,0:29.0,Loose ball foul by K. Koufos (drawn by A. Davis),,89,80
351,3,0:29.0,,A. Davis makes free throw 1 of 2,89,81
352,3,0:29.0,D. Cousins enters the game for K. Koufos,,89,81
353,3,0:29.0,R. Gay enters the game for Q. Acy,,89,81
354,3,0:29.0,,A. Davis misses free throw 2 of 2,89,81
355,3,0:28.0,Defensive rebound by R. Gay,,89,81
356,3,0:09.0,R. Gay misses 3-pt jump shot from 25 ft,,89,81
357,3,0:08.0,,Defensive rebound by N. Cole,89,81
358,3,0:02.0,,Shooting foul by R. Gay (drawn by A. Davis),89,81
359,3,0:02.0,,A. Davis makes free throw 1 of 2,89,82
360,3,0:02.0,,A. Davis makes free throw 2 of 2,89,83
361,3,0:00.0,D. Collison misses 2-pt jump shot from 19 ft,,89,83
362,3,0:00.0,Offensive rebound by Team,,89,83
363,4,11:45.0,,J. Holiday makes 2-pt layup at rim,89,85
364,4,11:27.0,D. Collison misses 3-pt jump shot from 24 ft,,89,85
365,4,11:26.0,,Defensive rebound by A. Gee,89,85
366,4,11:05.0,,A. Gee makes 2-pt layup from 3 ft,89,87
367,4,10:39.0,D. Collison misses 3-pt jump shot from 23 ft (block by J. Holiday),,89,87
368,4,10:39.0,Offensive rebound by Team,,89,87
369,4,10:38.0,Turnover by O. Casspi (bad pass; steal by T. Douglas),,89,87
370,4,10:18.0,,R. Anderson misses 3-pt jump shot from 23 ft,89,87
371,4,10:17.0,Defensive rebound by O. Casspi,,89,87
372,4,9:58.0,D. Cousins misses 3-pt jump shot from 24 ft,,89,87
373,4,9:57.0,,Defensive rebound by T. Douglas,89,87
374,4,9:53.0,,T. Douglas misses 2-pt layup at rim,89,87
375,4,9:52.0,,Offensive rebound by A. Gee,89,87
376,4,9:52.0,,A. Gee misses 2-pt dunk from 1 ft,89,87
377,4,9:50.0,Defensive rebound by R. Gay,,89,87
378,4,9:43.0,M. Belinelli misses 3-pt jump shot from 24 ft,,89,87
379,4,9:41.0,,Defensive rebound by A. Gee,89,87
380,4,9:34.0,,J. Holiday misses 3-pt jump shot from 26 ft,89,87
381,4,9:33.0,Defensive rebound by R. Gay,,89,87
382,4,9:21.0,Turnover by D. Cousins (lost ball; steal by K. Perkins),,89,87
383,4,9:10.0,,T. Douglas misses 2-pt jump shot from 18 ft,89,87
384,4,9:09.0,Defensive rebound by O. Casspi,,89,87
