,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
0,1,11:34.0,,M. Gasol makes 2-pt hook shot from 7 ft,0,2
1,1,11:13.0,B. McLemore makes 2-pt jump shot from 13 ft,,2,2
2,1,10:52.0,,Personal foul by W. Cauley-Stein (drawn by M. Gasol),2,2
3,1,10:38.0,,Z. Randolph makes 2-pt jump shot from 12 ft (assist by M. Gasol),2,4
4,1,10:30.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,4,4
5,1,10:16.0,,T. Allen makes 2-pt layup from 1 ft (assist by M. Gasol),4,6
6,1,10:01.0,B. McLemore misses 2-pt jump shot from 15 ft,,4,6
7,1,10:00.0,Offensive rebound by D. Cousins,,4,6
8,1,9:57.0,D. Cousins misses 2-pt dunk at rim (block by M. Gasol),,4,6
9,1,9:56.0,,Defensive rebound by M. Gasol,4,6
10,1,9:52.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by M. Gasol),4,9
11,1,9:39.0,Turnover by R. Rondo (bad pass; steal by T. Allen),,4,9
12,1,9:36.0,,Shooting foul by D. Cousins (drawn by T. Allen),4,9
13,1,9:36.0,,T. Allen makes free throw 1 of 2,4,10
14,1,9:36.0,,T. Allen makes free throw 2 of 2,4,11
15,1,9:24.0,Turnover by R. Rondo (bad pass; steal by Z. Randolph),,4,11
16,1,9:16.0,,T. Allen makes 2-pt layup at rim (assist by M. Conley),4,13
17,1,8:57.0,R. Rondo makes 2-pt layup from 1 ft,,6,13
18,1,8:36.0,,Turnover by Z. Randolph (bad pass; steal by W. Cauley-Stein),6,13
19,1,8:28.0,R. Gay misses 2-pt jump shot from 15 ft,,6,13
20,1,8:27.0,Offensive rebound by W. Cauley-Stein,,6,13
21,1,8:24.0,W. Cauley-Stein misses 2-pt jump shot from 3 ft (block by M. Gasol),,6,13
22,1,8:23.0,,Defensive rebound by Z. Randolph,6,13
23,1,8:06.0,,M. Gasol misses 2-pt jump shot from 18 ft,6,13
24,1,8:06.0,Defensive rebound by R. Rondo,,6,13
25,1,8:02.0,Shooting foul by M. Conley (drawn by B. McLemore),,6,13
26,1,8:02.0,B. McLemore misses free throw 1 of 2,,6,13
27,1,8:02.0,Offensive rebound by Team,,6,13
28,1,8:02.0,K. Koufos enters the game for W. Cauley-Stein,,6,13
29,1,8:02.0,B. McLemore makes free throw 2 of 2,,7,13
30,1,7:45.0,,M. Gasol makes 2-pt jump shot from 7 ft,7,15
31,1,7:28.0,R. Gay makes 3-pt jump shot from 24 ft (assist by R. Rondo),,10,15
32,1,7:11.0,,Z. Randolph misses 2-pt jump shot from 17 ft,10,15
33,1,7:10.0,Defensive rebound by R. Gay,,10,15
34,1,6:53.0,D. Cousins misses 2-pt layup from 2 ft,,10,15
35,1,6:51.0,,Defensive rebound by Z. Randolph,10,15
36,1,6:44.0,,Turnover by Z. Randolph (bad pass),10,15
37,1,6:29.0,R. Rondo misses 2-pt layup at rim,,10,15
