,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MEMPHIS_ACTION,WASHINGTON_SCORE,MEMPHIS_SCORE
27,1,8:34.0,,M. Barnes makes free throw 1 of 2,3,6
28,1,8:34.0,,M. Barnes makes free throw 2 of 2,3,7
29,1,8:14.0,J. Wall makes 3-pt jump shot from 24 ft (assist by G. Temple),,6,7
30,1,8:04.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),6,10
31,1,7:55.0,Turnover by J. Wall (lost ball),,6,10
32,1,7:42.0,,Turnover by M. Barnes (bad pass; steal by O. Porter),6,10
33,1,7:36.0,G. Temple makes 2-pt layup at rim (assist by O. Porter),,8,10
34,1,7:16.0,,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Conley),8,12
35,1,7:03.0,M. Gortat makes 2-pt jump shot from 6 ft,,10,12
36,1,6:45.0,,J. Green misses 3-pt jump shot from 26 ft,10,12
37,1,6:45.0,Defensive rebound by M. Gortat,,10,12
38,1,6:31.0,G. Temple misses 3-pt jump shot from 24 ft,,10,12
39,1,6:30.0,,Defensive rebound by J. Green,10,12
40,1,6:19.0,,M. Gasol misses 2-pt hook shot from 6 ft,10,12
41,1,6:18.0,,Offensive rebound by M. Barnes,10,12
42,1,6:18.0,,M. Barnes makes 2-pt layup at rim,10,14
43,1,6:05.0,J. Wall makes 3-pt jump shot from 24 ft (assist by O. Porter),,13,14
44,1,5:46.0,,M. Conley misses 2-pt jump shot from 17 ft,13,14
45,1,5:43.0,Defensive rebound by O. Porter,,13,14
46,1,5:27.0,G. Temple makes 2-pt jump shot from 20 ft,,15,14
47,1,5:03.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by M. Conley),15,16
48,1,4:47.0,O. Porter misses 2-pt jump shot from 12 ft,,15,16
49,1,4:47.0,,Defensive rebound by M. Gasol,15,16
50,1,4:38.0,,M. Gasol misses 2-pt layup from 1 ft,15,16
51,1,4:38.0,Defensive rebound by J. Dudley,,15,16
52,1,4:29.0,G. Temple misses 3-pt jump shot from 23 ft,,15,16
53,1,4:28.0,Offensive rebound by J. Dudley,,15,16
54,1,4:21.0,J. Wall misses 3-pt jump shot from 23 ft,,15,16
55,1,4:20.0,,Defensive rebound by C. Lee,15,16
56,1,4:17.0,Offensive charge foul by M. Barnes (drawn by G. Temple),,15,16
57,1,4:17.0,,Turnover by M. Barnes (offensive foul),15,16
58,1,4:17.0,,Memphis full timeout,15,16
59,1,4:17.0,,Z. Randolph enters the game for M. Barnes,15,16
60,1,4:17.0,,M. Chalmers enters the game for M. Conley,15,16
61,1,4:08.0,Turnover by M. Gortat (dbl dribble),,15,16
62,1,3:52.0,,J. Green makes 2-pt layup from 1 ft,15,18
63,1,3:31.0,O. Porter makes 2-pt layup at rim (assist by J. Wall),,17,18
64,1,3:13.0,,J. Green makes 2-pt dunk at rim,17,20
65,1,2:58.0,J. Dudley makes 2-pt jump shot from 19 ft (assist by J. Wall),,19,20
66,1,2:30.0,,M. Gasol misses 2-pt jump shot from 19 ft,19,20
67,1,2:29.0,Defensive rebound by J. Dudley,,19,20
68,1,2:21.0,Turnover by J. Wall (bad pass; steal by J. Green),,19,20
69,1,2:05.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by M. Gasol),19,23
70,1,1:57.0,Washington full timeout,,19,23
71,1,1:57.0,G. Neal enters the game for O. Porter,,19,23
72,1,1:57.0,K. Oubre enters the game for G. Temple,,19,23
73,1,1:57.0,,J. Green enters the game for M. Gasol,19,23
74,1,1:57.0,,Violation by Team (jump ball),19,23
75,1,1:49.0,Personal foul by J. Green (drawn by K. Oubre),,19,23
76,1,1:39.0,J. Dudley makes 2-pt jump shot from 10 ft (assist by J. Wall),,21,23
77,1,1:23.0,,Turnover by J. Green (bad pass; steal by M. Gortat),21,23
78,1,1:20.0,Turnover by M. Gortat (bad pass),,21,23
79,1,1:20.0,D. Blair enters the game for M. Gortat,,21,23
80,1,1:06.0,,J. Green misses 2-pt jump shot from 7 ft,21,23
81,1,1:05.0,,Offensive rebound by Z. Randolph,21,23
82,1,1:05.0,,Z. Randolph makes 2-pt layup from 1 ft,21,25
83,1,0:59.0,J. Wall misses 2-pt layup at rim,,21,25
84,1,0:58.0,,Defensive rebound by Z. Randolph,21,25
85,1,0:48.0,,Turnover by M. Chalmers (bad pass; steal by D. Blair),21,25
86,1,0:40.0,Personal foul by M. Chalmers (drawn by G. Neal),,21,25
87,1,0:40.0,G. Neal misses free throw 1 of 2,,21,25
88,1,0:40.0,Offensive rebound by Team,,21,25
89,1,0:40.0,G. Neal misses free throw 2 of 2,,21,25
90,1,0:40.0,,Defensive rebound by Z. Randolph,21,25
91,1,0:22.0,O. Porter enters the game for J. Dudley,,21,25
92,1,0:18.0,,C. Lee misses 2-pt jump shot from 19 ft,21,25
93,1,0:16.0,Defensive rebound by J. Wall,,21,25
94,1,0:01.0,J. Wall misses 3-pt jump shot from 26 ft,,21,25
95,1,0:00.0,Offensive rebound by Team,,21,25
96,2,11:49.0,,Turnover by J. Green (bad pass; steal by K. Oubre),21,25
97,2,11:42.0,K. Oubre misses 2-pt layup at rim (block by J. Green),,21,25
98,2,11:42.0,Offensive rebound by Team,,21,25
99,2,11:33.0,O. Porter misses 2-pt jump shot from 20 ft,,21,25
100,2,11:32.0,,Defensive rebound by M. Conley,21,25
101,2,11:17.0,,M. Chalmers makes 2-pt layup at rim,21,27
102,2,11:02.0,D. Blair makes 2-pt jump shot from 8 ft,,23,27
103,2,10:36.0,,J. Green makes 2-pt hook shot from 5 ft,23,29
104,2,10:26.0,Personal foul by Z. Randolph (drawn by R. Sessions),,23,29
105,2,10:26.0,,M. Gasol enters the game for J. Green,23,29
106,2,10:12.0,Turnover by R. Sessions (lost ball; steal by Z. Randolph),,23,29
107,2,9:59.0,,Personal foul by D. Blair (drawn by M. Gasol),23,29
108,2,9:59.0,K. Humphries enters the game for K. Oubre,,23,29
109,2,9:52.0,,M. Conley makes 2-pt jump shot from 9 ft,23,31
110,2,9:38.0,G. Neal makes 2-pt jump shot from 18 ft (assist by K. Humphries),,25,31
111,2,9:26.0,,Turnover by M. Conley (bad pass; steal by R. Sessions),25,31
112,2,9:21.0,R. Sessions makes 2-pt layup from 2 ft (assist by O. Porter),,27,31
113,2,9:01.0,,J. Green makes 2-pt jump shot from 7 ft,27,33
114,2,8:51.0,G. Neal makes 2-pt jump shot from 15 ft,,29,33
115,2,8:34.0,,Memphis full timeout,29,33
116,2,8:30.0,,Personal foul by O. Porter (drawn by M. Gasol),29,33
117,2,8:19.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by J. Green),29,36
118,2,8:07.0,D. Blair misses 2-pt jump shot from 8 ft (block by M. Gasol),,29,36
119,2,8:07.0,,Defensive rebound by Team,29,36
120,2,7:52.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by M. Conley),29,38
121,2,7:35.0,G. Neal makes 3-pt jump shot from 24 ft,,32,38
122,2,7:07.0,,M. Gasol misses 2-pt dunk at rim,32,38
123,2,7:05.0,Defensive rebound by D. Blair,,32,38
124,2,6:54.0,K. Humphries makes 2-pt layup from 2 ft (assist by D. Blair),,34,38
125,2,6:34.0,,M. Chalmers makes 2-pt layup from 1 ft,34,40
126,2,6:27.0,Turnover by R. Sessions (lost ball),,34,40
127,2,6:06.0,,M. Gasol misses 2-pt jump shot from 12 ft,34,40
128,2,6:05.0,Defensive rebound by K. Humphries,,34,40
129,2,5:56.0,G. Neal misses 2-pt jump shot from 10 ft,,34,40
130,2,5:55.0,,Defensive rebound by M. Gasol,34,40
131,2,5:49.0,,Memphis full timeout,34,40
132,2,5:49.0,J. Wall enters the game for O. Porter,,34,40
133,2,5:49.0,,M. Barnes enters the game for J. Green,34,40
134,2,5:49.0,,C. Lee enters the game for M. Chalmers,34,40
135,2,5:33.0,,M. Barnes makes 3-pt jump shot from 26 ft (assist by Z. Randolph),34,43
136,2,5:16.0,K. Humphries misses 3-pt jump shot from 23 ft,,34,43
137,2,5:15.0,Offensive rebound by D. Blair,,34,43
138,2,4:59.0,K. Humphries misses 2-pt jump shot from 7 ft,,34,43
139,2,4:57.0,,Defensive rebound by Z. Randolph,34,43
140,2,4:48.0,,M. Conley misses 2-pt layup from 1 ft,34,43
141,2,4:46.0,Defensive rebound by D. Blair,,34,43
142,2,4:38.0,J. Wall misses 2-pt jump shot from 17 ft,,34,43
143,2,4:36.0,,Defensive rebound by M. Gasol,34,43
144,2,4:32.0,,M. Conley misses 2-pt layup from 1 ft,34,43
145,2,4:29.0,,Offensive rebound by M. Conley,34,43
146,2,4:22.0,,Personal foul by K. Humphries (drawn by Z. Randolph),34,43
147,2,4:22.0,M. Gortat enters the game for D. Blair,,34,43
148,2,4:22.0,J. Dudley enters the game for K. Humphries,,34,43
149,2,4:09.0,,M. Conley misses 3-pt jump shot from 24 ft,34,43
150,2,4:09.0,Defensive rebound by J. Dudley,,34,43
151,2,3:58.0,J. Dudley makes 2-pt jump shot from 21 ft (assist by J. Wall),,36,43
152,2,3:42.0,,Z. Randolph makes 2-pt layup at rim (assist by M. Gasol),36,45
153,2,3:38.0,Shooting foul by M. Conley (drawn by R. Sessions),,36,45
154,2,3:38.0,R. Sessions makes free throw 1 of 2,,37,45
155,2,3:38.0,R. Sessions makes free throw 2 of 2,,38,45
156,2,3:18.0,,Z. Randolph makes 2-pt layup at rim,38,47
157,2,3:07.0,G. Neal makes 3-pt jump shot from 24 ft (assist by J. Wall),,41,47
158,2,2:49.0,,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),41,49
159,2,2:37.0,Washington full timeout,,41,49
160,2,2:37.0,,J. Green enters the game for Z. Randolph,41,49
161,2,2:27.0,G. Neal makes 2-pt layup from 2 ft,,43,49
162,2,2:27.0,Shooting foul by M. Gasol (drawn by G. Neal),,43,49
163,2,2:27.0,G. Neal makes free throw 1 of 1,,44,49
164,2,2:14.0,,Turnover by M. Gasol (bad pass; steal by M. Gortat),44,49
165,2,2:09.0,J. Dudley misses 2-pt layup from 1 ft,,44,49
166,2,2:09.0,,Defensive rebound by Team,44,49
167,2,1:52.0,,M. Gasol makes 2-pt dunk at rim (assist by J. Green),44,51
168,2,1:44.0,Turnover by J. Dudley (bad pass; steal by M. Conley),,44,51
169,2,1:39.0,,M. Barnes makes 2-pt layup at rim (assist by M. Conley),44,53
170,2,1:28.0,G. Neal makes 2-pt jump shot from 18 ft,,46,53
171,2,1:06.0,,M. Conley makes 2-pt layup from 1 ft,46,55
172,2,1:00.0,Personal foul by M. Gasol (drawn by M. Gortat),,46,55
173,2,1:00.0,O. Porter enters the game for R. Sessions,,46,55
174,2,0:50.0,M. Gortat misses 2-pt layup at rim (block by M. Gasol),,46,55
175,2,0:49.0,,Defensive rebound by M. Gasol,46,55
176,2,0:44.0,,M. Conley makes 2-pt layup at rim,46,57
177,2,0:40.0,Washington full timeout,,46,57
178,2,0:33.0,M. Gortat misses 2-pt layup from 1 ft,,46,57
179,2,0:32.0,,Defensive rebound by M. Gasol,46,57
180,2,0:12.0,Offensive charge foul by M. Gasol (drawn by G. Neal),,46,57
181,2,0:12.0,,Turnover by M. Gasol (offensive foul),46,57
182,2,0:12.0,,J. Green enters the game for M. Gasol,46,57
183,2,0:01.0,G. Neal misses 2-pt jump shot from 20 ft,,46,57
184,2,0:00.0,Offensive rebound by Team,,46,57
185,3,11:43.0,,Turnover by J. Green (bad pass),46,57
186,3,11:30.0,M. Gortat misses 2-pt layup from 2 ft,,46,57
187,3,11:29.0,,Defensive rebound by M. Gasol,46,57
188,3,11:15.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Gasol),46,60
189,3,11:08.0,Turnover by G. Temple (lost ball; steal by M. Conley),,46,60
190,3,10:56.0,,C. Lee makes 2-pt jump shot from 19 ft (assist by M. Conley),46,62
191,3,10:39.0,O. Porter misses 2-pt jump shot from 11 ft,,46,62
192,3,10:38.0,,Defensive rebound by M. Gasol,46,62
193,3,10:22.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by M. Conley),46,64
194,3,10:22.0,Washington full timeout,,46,64
195,3,10:10.0,O. Porter misses 2-pt jump shot from 18 ft,,46,64
196,3,10:09.0,,Defensive rebound by M. Gasol,46,64
197,3,9:56.0,,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),46,66
198,3,9:44.0,J. Dudley makes 2-pt jump shot from 21 ft (assist by J. Wall),,48,66
199,3,9:29.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),48,68
200,3,9:12.0,J. Wall misses 2-pt jump shot from 16 ft,,48,68
201,3,9:11.0,,Defensive rebound by J. Green,48,68
202,3,8:57.0,,J. Green misses 2-pt layup at rim,48,68
203,3,8:54.0,Defensive rebound by J. Dudley,,48,68
204,3,8:52.0,O. Porter misses 2-pt layup from 1 ft (block by M. Barnes),,48,68
205,3,8:52.0,Offensive rebound by Team,,48,68
206,3,8:46.0,G. Temple misses 3-pt jump shot from 25 ft,,48,68
207,3,8:45.0,,Defensive rebound by M. Barnes,48,68
208,3,8:26.0,,M. Gasol makes 2-pt layup from 2 ft (assist by M. Barnes),48,70
209,3,8:21.0,Personal foul by M. Barnes (drawn by M. Gortat),,48,70
210,3,8:02.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,50,70
211,3,7:45.0,,J. Green misses 2-pt layup from 1 ft,50,70
212,3,7:44.0,Defensive rebound by M. Gortat,,50,70
213,3,7:38.0,J. Wall misses 3-pt jump shot from 25 ft,,50,70
214,3,7:34.0,Offensive rebound by M. Gortat,,50,70
215,3,7:25.0,J. Dudley misses 2-pt jump shot from 22 ft,,50,70
216,3,7:21.0,,Defensive rebound by M. Conley,50,70
217,3,7:10.0,,M. Gasol misses 2-pt jump shot from 20 ft,50,70
218,3,7:08.0,Defensive rebound by J. Wall,,50,70
219,3,7:01.0,O. Porter misses 3-pt jump shot from 24 ft,,50,70
220,3,7:01.0,Offensive rebound by Team,,50,70
221,3,7:01.0,,Loose ball foul by J. Green (drawn by M. Gortat),50,70
222,3,7:01.0,G. Neal enters the game for G. Temple,,50,70
223,3,6:55.0,Shooting foul by C. Lee (drawn by M. Gortat),,50,70
224,3,6:55.0,M. Gortat makes free throw 1 of 2,,51,70
225,3,6:55.0,M. Gortat makes free throw 2 of 2,,52,70
226,3,6:42.0,,C. Lee makes 2-pt layup at rim (assist by M. Gasol),52,72
227,3,6:28.0,M. Gortat makes 2-pt jump shot from 8 ft (assist by J. Dudley),,54,72
228,3,6:05.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by J. Green),54,75
229,3,5:53.0,Turnover by M. Gortat (bad pass),,54,75
230,3,5:53.0,,M. Chalmers enters the game for C. Lee,54,75
231,3,5:40.0,,Turnover by J. Green (lost ball),54,75
232,3,5:32.0,,Violation by M. Gasol (kicked ball),54,75
233,3,5:25.0,G. Neal makes 2-pt jump shot from 20 ft,,56,75
234,3,5:01.0,,M. Chalmers misses 2-pt jump shot from 20 ft,56,75
235,3,5:00.0,Defensive rebound by M. Gortat,,56,75
236,3,4:53.0,J. Wall misses 3-pt jump shot from 24 ft,,56,75
237,3,4:52.0,,Defensive rebound by M. Chalmers,56,75
238,3,4:52.0,,Memphis full timeout,56,75
239,3,4:52.0,,Z. Randolph enters the game for J. Green,56,75
240,3,4:39.0,,Personal foul by M. Gortat (drawn by M. Gasol),56,75
241,3,4:27.0,,Turnover by Z. Randolph (3 sec),56,75
242,3,4:08.0,M. Gortat misses 2-pt jump shot from 10 ft,,56,75
243,3,4:07.0,,Defensive rebound by Team,56,75
244,3,3:52.0,,Turnover by M. Conley (lost ball; steal by J. Dudley),56,75
245,3,3:46.0,G. Neal misses 3-pt jump shot from 25 ft,,56,75
246,3,3:44.0,,Defensive rebound by M. Barnes,56,75
247,3,3:26.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by M. Gasol),56,78
248,3,3:08.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by J. Wall),,59,78
249,3,2:47.0,,M. Conley misses 2-pt jump shot from 12 ft,59,78
250,3,2:45.0,Defensive rebound by M. Gortat,,59,78
251,3,2:41.0,Shooting foul by Z. Randolph (drawn by J. Dudley),,59,78
252,3,2:41.0,J. Dudley misses free throw 1 of 2,,59,78
253,3,2:41.0,Offensive rebound by Team,,59,78
254,3,2:41.0,R. Sessions enters the game for O. Porter,,59,78
255,3,2:41.0,,C. Lee enters the game for M. Conley,59,78
256,3,2:41.0,J. Dudley misses free throw 2 of 2,,59,78
257,3,2:39.0,,Defensive rebound by M. Barnes,59,78
258,3,2:22.0,,Turnover by M. Gasol (bad pass),59,78
259,3,2:22.0,,J. Green enters the game for M. Gasol,59,78
260,3,2:14.0,J. Wall misses 3-pt jump shot from 25 ft,,59,78
261,3,2:13.0,,Defensive rebound by J. Green,59,78
262,3,1:56.0,,C. Lee makes 2-pt layup from 1 ft (assist by M. Chalmers),59,80
263,3,1:46.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,61,80
264,3,1:28.0,,Z. Randolph misses 2-pt jump shot from 20 ft,61,80
265,3,1:27.0,Defensive rebound by G. Neal,,61,80
266,3,1:21.0,Personal foul by M. Chalmers (drawn by M. Gortat),,61,80
267,3,1:21.0,M. Gortat misses free throw 1 of 2,,61,80
268,3,1:21.0,Offensive rebound by Team,,61,80
269,3,1:21.0,K. Oubre enters the game for J. Wall,,61,80
270,3,1:21.0,M. Gortat misses free throw 2 of 2,,61,80
271,3,1:20.0,,Defensive rebound by C. Lee,61,80
272,3,1:06.0,,M. Chalmers makes 2-pt jump shot from 5 ft,61,82
273,3,1:06.0,,Shooting foul by G. Neal (drawn by M. Chalmers),61,82
274,3,1:06.0,D. Blair enters the game for M. Gortat,,61,82
275,3,1:06.0,,M. Chalmers makes free throw 1 of 1,61,83
276,3,0:53.0,Turnover by K. Oubre (bad pass; steal by M. Chalmers),,61,83
277,3,0:49.0,,J. Green misses 2-pt dunk at rim,61,83
278,3,0:46.0,Defensive rebound by R. Sessions,,61,83
279,3,0:39.0,J. Dudley misses 3-pt jump shot from 24 ft,,61,83
280,3,0:37.0,,Defensive rebound by Team,61,83
281,3,0:37.0,K. Humphries enters the game for J. Dudley,,61,83
282,3,0:25.0,,Z. Randolph misses 2-pt layup at rim (block by D. Blair),61,83
283,3,0:25.0,Defensive rebound by Team,,61,83
284,3,0:05.0,R. Sessions misses 2-pt jump shot from 5 ft,,61,83
285,3,0:04.0,,Defensive rebound by J. Green,61,83
286,3,0:03.0,,Turnover by J. Green (bad pass),61,83
287,4,11:39.0,G. Neal misses 2-pt jump shot from 14 ft,,61,83
288,4,11:36.0,,Defensive rebound by J. Green,61,83
289,4,11:18.0,,Turnover by Z. Randolph (bad pass),61,83
290,4,11:12.0,Shooting foul by C. Lee (drawn by R. Sessions),,61,83
291,4,11:12.0,R. Sessions misses free throw 1 of 2,,61,83
292,4,11:12.0,Offensive rebound by Team,,61,83
293,4,11:12.0,R. Sessions makes free throw 2 of 2,,62,83
294,4,10:54.0,,M. Chalmers makes 2-pt jump shot from 8 ft,62,85
295,4,10:32.0,R. Sessions makes 2-pt jump shot from 8 ft,,64,85
296,4,10:32.0,Shooting foul by C. Lee (drawn by R. Sessions),,64,85
297,4,10:32.0,R. Sessions makes free throw 1 of 1,,65,85
298,4,10:20.0,,J. Green makes 2-pt jump shot from 15 ft,65,87
299,4,10:12.0,D. Blair makes 2-pt layup from 2 ft (assist by R. Sessions),,67,87
300,4,9:48.0,,Z. Randolph misses 2-pt hook shot from 5 ft,67,87
301,4,9:47.0,,Offensive rebound by Team,67,87
302,4,9:47.0,,M. Gasol enters the game for Z. Randolph,67,87
303,4,9:47.0,,M. Conley enters the game for M. Chalmers,67,87
304,4,9:26.0,,M. Conley misses 3-pt jump shot from 24 ft,67,87
305,4,9:25.0,Defensive rebound by K. Humphries,,67,87
306,4,9:13.0,R. Sessions makes 2-pt jump shot from 18 ft,,69,87
307,4,9:11.0,,Memphis full timeout,69,87
308,4,8:50.0,,C. Lee misses 2-pt jump shot from 21 ft,69,87
309,4,8:46.0,Defensive rebound by K. Oubre,,69,87
310,4,8:32.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by R. Sessions),,72,87
311,4,8:22.0,,Shooting foul by D. Blair (drawn by M. Conley),72,87
312,4,8:22.0,,M. Conley makes free throw 1 of 2,72,88
313,4,8:22.0,,M. Conley makes free throw 2 of 2,72,89
314,4,8:07.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by K. Humphries),,75,89
315,4,7:53.0,,J. Green misses 2-pt jump shot from 4 ft (block by K. Humphries),75,89
316,4,7:51.0,Defensive rebound by K. Oubre,,75,89
317,4,7:45.0,D. Blair makes 2-pt layup from 1 ft (assist by R. Sessions),,77,89
318,4,7:28.0,,Personal foul by D. Blair (drawn by J. Green),77,89
319,4,7:28.0,,M. Barnes enters the game for J. Green,77,89
320,4,7:16.0,,Shooting foul by K. Oubre (drawn by J. Green),77,89
321,4,7:16.0,,J. Green misses free throw 1 of 2,77,89
322,4,7:16.0,,Offensive rebound by Team,77,89
323,4,7:16.0,,J. Green makes free throw 2 of 2,77,90
324,4,7:04.0,G. Neal makes 2-pt jump shot from 20 ft,,79,90
325,4,6:42.0,,M. Gasol misses 2-pt jump shot from 8 ft,79,90
326,4,6:40.0,Defensive rebound by K. Oubre,,79,90
327,4,6:30.0,K. Oubre misses 2-pt jump shot from 8 ft,,79,90
328,4,6:28.0,,Defensive rebound by J. Green,79,90
329,4,6:23.0,,Shooting foul by K. Oubre (drawn by J. Green),79,90
330,4,6:23.0,,J. Green makes free throw 1 of 2,79,91
331,4,6:23.0,,J. Green makes free throw 2 of 2,79,92
332,4,6:03.0,G. Neal misses 2-pt jump shot from 14 ft,,79,92
333,4,6:01.0,Offensive rebound by K. Humphries,,79,92
334,4,6:01.0,K. Humphries makes 2-pt layup from 1 ft,,81,92
335,4,5:47.0,,M. Conley makes 2-pt jump shot from 11 ft,81,94
336,4,5:34.0,K. Humphries misses 2-pt jump shot from 6 ft,,81,94
337,4,5:33.0,,Defensive rebound by M. Gasol,81,94
338,4,5:21.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by M. Conley),81,97
339,4,5:20.0,Washington full timeout,,81,97
340,4,5:12.0,Shooting foul by M. Gasol (drawn by G. Neal),,81,97
341,4,5:12.0,G. Neal makes free throw 1 of 2,,82,97
342,4,5:12.0,G. Neal makes free throw 2 of 2,,83,97
343,4,4:58.0,,Shooting foul by D. Blair (drawn by M. Gasol),83,97
344,4,4:58.0,,M. Gasol makes free throw 1 of 2,83,98
345,4,4:58.0,,M. Gasol makes free throw 2 of 2,83,99
346,4,4:35.0,R. Sessions misses 3-pt jump shot from 25 ft,,83,99
347,4,4:34.0,,Defensive rebound by M. Gasol,83,99
348,4,4:33.0,,Personal foul by K. Humphries (drawn by M. Gasol),83,99
349,4,4:33.0,,M. Gasol makes free throw 1 of 2,83,100
350,4,4:33.0,,M. Gasol makes free throw 2 of 2,83,101
351,4,4:20.0,K. Humphries misses 3-pt jump shot from 25 ft,,83,101
352,4,4:18.0,Offensive rebound by G. Neal,,83,101
353,4,4:13.0,R. Sessions makes 2-pt jump shot from 5 ft,,85,101
354,4,4:06.0,,J. Green makes 2-pt dunk at rim (assist by M. Barnes),85,103
355,4,3:54.0,G. Neal makes 3-pt jump shot from 26 ft,,88,103
356,4,3:36.0,,Turnover by M. Barnes (bad pass; steal by G. Neal),88,103
357,4,3:30.0,R. Sessions misses 2-pt layup from 1 ft,,88,103
358,4,3:30.0,Offensive rebound by K. Humphries,,88,103
359,4,3:30.0,K. Humphries misses 2-pt layup at rim,,88,103
360,4,3:29.0,Offensive rebound by K. Humphries,,88,103
361,4,3:29.0,Shooting foul by J. Green (drawn by K. Humphries),,88,103
362,4,3:29.0,K. Humphries misses free throw 1 of 2,,88,103
363,4,3:29.0,Offensive rebound by Team,,88,103
364,4,3:29.0,K. Humphries makes free throw 2 of 2,,89,103
365,4,3:07.0,,C. Lee misses 3-pt jump shot from 25 ft,89,103
366,4,3:05.0,,Offensive rebound by J. Green,89,103
367,4,2:50.0,,M. Conley makes 2-pt layup from 2 ft,89,105
368,4,2:40.0,D. Blair misses 2-pt jump shot from 14 ft,,89,105
369,4,2:37.0,,Defensive rebound by M. Barnes,89,105
370,4,2:22.0,,M. Conley misses 2-pt jump shot from 21 ft,89,105
371,4,2:20.0,,Offensive rebound by J. Green,89,105
372,4,2:18.0,,J. Green misses 2-pt layup from 1 ft,89,105
373,4,2:16.0,Defensive rebound by K. Oubre,,89,105
374,4,2:07.0,K. Oubre misses 2-pt jump shot from 6 ft (block by M. Gasol),,89,105
375,4,2:05.0,,Defensive rebound by M. Conley,89,105
376,4,2:01.0,,M. Barnes makes 2-pt layup from 2 ft,89,107
377,4,2:01.0,Washington full timeout,,89,107
378,4,2:01.0,G. Temple enters the game for G. Neal,,89,107
379,4,1:48.0,K. Oubre misses 3-pt jump shot from 24 ft,,89,107
380,4,1:46.0,,Defensive rebound by M. Gasol,89,107
381,4,1:25.0,,M. Barnes misses 3-pt jump shot from 25 ft,89,107
382,4,1:24.0,,Offensive rebound by M. Gasol,89,107
383,4,1:24.0,,Personal foul by D. Blair (drawn by M. Gasol),89,107
384,4,1:24.0,,M. Gasol makes free throw 1 of 2,89,108
385,4,1:24.0,,R. Smith enters the game for M. Conley,89,108
386,4,1:24.0,,M. Gasol makes free throw 2 of 2,89,109
387,4,1:14.0,Turnover by R. Sessions (bad pass; steal by M. Barnes),,89,109
388,4,1:10.0,,Turnover by M. Barnes (bad pass; steal by K. Oubre),89,109
