,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BROOKLYN_ACTION,WASHINGTON_SCORE,BROOKLYN_SCORE
62,1,5:13.0,,Offensive rebound by R. Hollis-Jefferson,22,9
63,1,5:11.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,22,9
64,1,5:10.0,Defensive rebound by M. Gortat,,22,9
65,1,5:04.0,O. Porter misses 2-pt jump shot from 19 ft,,22,9
66,1,5:03.0,,Defensive rebound by H. Sims,22,9
67,1,4:41.0,,D. Sloan makes 2-pt layup from 2 ft (assist by H. Sims),22,11
68,1,4:17.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Dudley),,25,11
69,1,4:00.0,,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,25,11
70,1,3:59.0,,Offensive rebound by H. Sims,25,11
71,1,3:58.0,,Shooting foul by J. Dudley (drawn by H. Sims),25,11
72,1,3:58.0,,H. Sims makes free throw 1 of 2,25,12
73,1,3:58.0,A. Anderson enters the game for J. Dudley,,25,12
74,1,3:58.0,,H. Sims makes free throw 2 of 2,25,13
75,1,3:36.0,A. Anderson misses 3-pt jump shot from 22 ft,,25,13
76,1,3:35.0,,Defensive rebound by H. Sims,25,13
77,1,3:30.0,,D. Sloan makes 2-pt layup from 1 ft,25,15
78,1,3:24.0,,Violation by H. Sims (def goaltending),25,15
79,1,3:24.0,R. Sessions makes 2-pt layup from 2 ft,,27,15
80,1,3:16.0,,Personal foul by R. Sessions,27,15
81,1,3:16.0,,H. Sims makes free throw 1 of 2,27,16
82,1,3:16.0,J. Hickson enters the game for M. Gortat,,27,16
83,1,3:16.0,,H. Sims makes free throw 2 of 2,27,17
84,1,3:01.0,M. Thornton misses 2-pt jump shot from 18 ft,,27,17
85,1,3:00.0,,Defensive rebound by R. Hollis-Jefferson,27,17
86,1,2:55.0,,Shooting foul by O. Porter (drawn by R. Hollis-Jefferson),27,17
87,1,2:55.0,,R. Hollis-Jefferson makes free throw 1 of 2,27,18
88,1,2:55.0,G. Temple enters the game for M. Thornton,,27,18
89,1,2:55.0,K. Oubre enters the game for O. Porter,,27,18
90,1,2:55.0,,R. Hollis-Jefferson makes free throw 2 of 2,27,19
91,1,2:51.0,Washington full timeout,,27,19
92,1,2:40.0,R. Sessions makes 2-pt jump shot from 13 ft,,29,19
93,1,2:21.0,,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft,29,21
94,1,2:01.0,J. Hickson makes 2-pt dunk at rim (assist by R. Sessions),,31,21
95,1,1:37.0,,D. Sloan misses 3-pt jump shot from 24 ft,31,21
96,1,1:36.0,Defensive rebound by K. Oubre,,31,21
97,1,1:26.0,G. Temple makes 3-pt jump shot from 23 ft (assist by R. Sessions),,34,21
98,1,1:09.0,,M. Brown makes 2-pt jump shot from 15 ft,34,23
99,1,0:48.0,A. Anderson misses 3-pt jump shot from 24 ft,,34,23
100,1,0:47.0,,Defensive rebound by S. Kilpatrick,34,23
101,1,0:41.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft,34,26
102,1,0:23.0,J. Hickson misses 2-pt layup from 2 ft (block by H. Sims),,34,26
103,1,0:22.0,,Defensive rebound by S. Kilpatrick,34,26
104,1,0:19.0,,Shooting foul by A. Anderson (drawn by S. Kilpatrick),34,26
105,1,0:19.0,,S. Kilpatrick makes free throw 1 of 2,34,27
106,1,0:19.0,J. Eddie enters the game for R. Sessions,,34,27
107,1,0:19.0,,C. McCullough enters the game for H. Sims,34,27
108,1,0:19.0,,S. Kilpatrick makes free throw 2 of 2,34,28
109,1,0:03.0,Shooting foul by R. Hollis-Jefferson (drawn by J. Hickson),,34,28
110,1,0:03.0,J. Hickson misses free throw 1 of 2,,34,28
111,1,0:03.0,Offensive rebound by Team,,34,28
112,1,0:03.0,J. Hickson misses free throw 2 of 2,,34,28
113,1,0:01.0,Offensive rebound by G. Temple,,34,28
114,2,11:36.0,,S. Kilpatrick misses 2-pt jump shot from 16 ft,34,28
115,2,11:35.0,Defensive rebound by J. Eddie,,34,28
116,2,11:19.0,J. Eddie makes 3-pt jump shot from 24 ft (assist by G. Temple),,37,28
117,2,10:57.0,,H. Sims misses 2-pt hook shot from 10 ft,37,28
118,2,10:56.0,Defensive rebound by J. Eddie,,37,28
119,2,10:52.0,K. Oubre makes 2-pt layup from 2 ft,,39,28
120,2,10:52.0,Shooting foul by D. Sloan (drawn by K. Oubre),,39,28
121,2,10:52.0,,W. Ellington enters the game for D. Sloan,39,28
122,2,10:52.0,,S. Larkin enters the game for M. Brown,39,28
123,2,10:52.0,K. Oubre makes free throw 1 of 1,,40,28
124,2,10:34.0,,W. Ellington misses 2-pt jump shot from 19 ft,40,28
125,2,10:33.0,,Offensive rebound by S. Larkin,40,28
126,2,10:24.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),40,31
127,2,10:10.0,Shooting foul by H. Sims (drawn by J. Hickson),,40,31
128,2,10:10.0,J. Hickson makes free throw 1 of 2,,41,31
129,2,10:10.0,J. Hickson makes free throw 2 of 2,,42,31
130,2,10:01.0,,H. Sims misses 2-pt layup from 1 ft,42,31
131,2,10:00.0,Defensive rebound by J. Hickson,,42,31
132,2,9:55.0,J. Hickson makes 2-pt dunk at rim,,44,31
133,2,9:54.0,,Brooklyn full timeout,44,31
134,2,9:40.0,,W. Ellington misses 2-pt jump shot from 20 ft,44,31
135,2,9:39.0,Defensive rebound by G. Temple,,44,31
136,2,9:36.0,Turnover by J. Hickson (offensive goaltending),,44,31
137,2,9:25.0,,S. Kilpatrick makes 3-pt jump shot from 23 ft (assist by S. Larkin),44,34
138,2,9:10.0,J. Hickson misses 2-pt jump shot from 11 ft,,44,34
139,2,9:09.0,,Defensive rebound by H. Sims,44,34
140,2,9:01.0,,S. Larkin makes 2-pt layup from 2 ft,44,36
141,2,8:47.0,A. Anderson makes 2-pt layup from 2 ft,,46,36
142,2,8:35.0,,H. Sims makes 2-pt dunk at rim (assist by S. Larkin),46,38
143,2,8:14.0,G. Temple misses 2-pt jump shot from 3 ft (block by S. Kilpatrick),,46,38
144,2,8:13.0,Offensive rebound by Team,,46,38
145,2,8:11.0,K. Oubre makes 2-pt layup from 2 ft (assist by A. Anderson),,48,38
146,2,7:57.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by S. Larkin),48,41
147,2,7:48.0,Personal foul by S. Larkin,,48,41
148,2,7:48.0,J. Dudley enters the game for A. Anderson,,48,41
149,2,7:42.0,J. Eddie makes 2-pt jump shot from 20 ft,,50,41
150,2,7:34.0,,S. Larkin makes 2-pt layup from 1 ft,50,43
151,2,7:18.0,J. Dudley misses 2-pt jump shot from 19 ft,,50,43
152,2,7:17.0,Offensive rebound by J. Hickson,,50,43
153,2,7:16.0,Personal foul by W. Ellington,,50,43
154,2,7:16.0,J. Hickson misses free throw 1 of 2,,50,43
155,2,7:16.0,Offensive rebound by Team,,50,43
156,2,7:16.0,J. Hickson makes free throw 2 of 2,,51,43
157,2,6:59.0,,W. Ellington misses 3-pt jump shot from 23 ft,51,43
158,2,6:58.0,Defensive rebound by J. Dudley,,51,43
159,2,6:45.0,J. Eddie misses 3-pt jump shot from 22 ft,,51,43
160,2,6:44.0,,Defensive rebound by B. Bogdanović,51,43
161,2,6:29.0,,S. Larkin makes 3-pt jump shot from 24 ft,51,46
162,2,6:21.0,J. Eddie misses 2-pt layup from 3 ft,,51,46
163,2,6:20.0,,Defensive rebound by H. Sims,51,46
164,2,6:14.0,,S. Larkin makes 2-pt layup from 2 ft,51,48
165,2,6:07.0,Washington full timeout,,51,48
166,2,6:07.0,M. Gortat enters the game for J. Hickson,,51,48
167,2,6:07.0,R. Sessions enters the game for G. Temple,,51,48
168,2,6:07.0,,C. McCullough enters the game for H. Sims,51,48
169,2,5:55.0,J. Eddie makes 2-pt jump shot from 19 ft (assist by J. Dudley),,53,48
170,2,5:45.0,,S. Kilpatrick makes 2-pt layup from 2 ft,53,50
171,2,5:45.0,,Shooting foul by K. Oubre (drawn by S. Kilpatrick),53,50
172,2,5:45.0,,S. Kilpatrick misses free throw 1 of 1,53,50
173,2,5:44.0,Defensive rebound by M. Gortat,,53,50
174,2,5:23.0,R. Sessions misses 2-pt jump shot from 11 ft,,53,50
175,2,5:22.0,,Defensive rebound by C. McCullough,53,50
176,2,5:16.0,,Turnover by S. Larkin (lost ball; steal by J. Eddie),53,50
177,2,5:06.0,J. Eddie misses 3-pt jump shot from 24 ft,,53,50
178,2,5:06.0,Offensive rebound by M. Gortat,,53,50
179,2,5:02.0,J. Eddie misses 2-pt layup from 1 ft,,53,50
180,2,5:01.0,Offensive rebound by J. Dudley,,53,50
181,2,5:00.0,J. Dudley makes 2-pt layup from 1 ft,,55,50
182,2,4:44.0,,S. Kilpatrick misses 3-pt jump shot from 23 ft,55,50
183,2,4:43.0,Defensive rebound by J. Eddie,,55,50
184,2,4:36.0,Turnover by R. Sessions (bad pass),,55,50
185,2,4:36.0,,M. Brown enters the game for S. Kilpatrick,55,50
186,2,4:36.0,O. Porter enters the game for K. Oubre,,55,50
187,2,4:36.0,M. Thornton enters the game for J. Eddie,,55,50
188,2,4:36.0,Violation by Team (delay of game),,55,50
189,2,4:23.0,,W. Ellington misses 3-pt jump shot from 24 ft,55,50
190,2,4:22.0,,Offensive rebound by M. Brown,55,50
191,2,4:18.0,,B. Bogdanović makes 3-pt jump shot from 29 ft,55,53
192,2,4:11.0,M. Gortat misses 2-pt layup from 2 ft,,55,53
193,2,4:10.0,,Defensive rebound by B. Bogdanović,55,53
194,2,4:06.0,,B. Bogdanović makes 2-pt layup from 2 ft,55,55
195,2,4:06.0,,Shooting foul by O. Porter (drawn by B. Bogdanović),55,55
196,2,4:06.0,,B. Bogdanović makes free throw 1 of 1,55,56
197,2,3:54.0,R. Sessions makes 2-pt layup from 2 ft,,57,56
198,2,3:32.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,57,56
199,2,3:31.0,Defensive rebound by M. Gortat,,57,56
200,2,3:25.0,Turnover by R. Sessions (bad pass; steal by W. Ellington),,57,56
201,2,3:22.0,,W. Ellington makes 2-pt dunk at rim,57,58
202,2,3:04.0,J. Dudley makes 2-pt layup from 3 ft (assist by R. Sessions),,59,58
203,2,2:44.0,,C. McCullough misses 3-pt jump shot from 25 ft,59,58
204,2,2:43.0,Defensive rebound by J. Dudley,,59,58
205,2,2:33.0,O. Porter misses 3-pt jump shot from 23 ft,,59,58
206,2,2:32.0,Offensive rebound by Team,,59,58
207,2,2:32.0,Official timeout,,59,58
208,2,2:32.0,,D. Sloan enters the game for S. Larkin,59,58
209,2,2:32.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,59,58
210,2,2:32.0,K. Oubre enters the game for O. Porter,,59,58
211,2,2:20.0,J. Dudley makes 2-pt layup from 2 ft (assist by R. Sessions),,61,58
212,2,1:58.0,,Shooting foul by M. Thornton (drawn by C. McCullough),61,58
213,2,1:58.0,,C. McCullough misses free throw 1 of 2,61,58
214,2,1:58.0,,Offensive rebound by Team,61,58
215,2,1:58.0,A. Anderson enters the game for J. Dudley,,61,58
216,2,1:58.0,,C. McCullough makes free throw 2 of 2,61,59
217,2,1:35.0,Shooting foul by C. McCullough (drawn by M. Gortat),,61,59
218,2,1:35.0,M. Gortat misses free throw 1 of 2,,61,59
219,2,1:35.0,Offensive rebound by Team,,61,59
220,2,1:35.0,,H. Sims enters the game for C. McCullough,61,59
221,2,1:35.0,M. Gortat makes free throw 2 of 2,,62,59
222,2,1:18.0,,R. Hollis-Jefferson makes 2-pt jump shot from 17 ft,62,61
223,2,1:04.0,K. Oubre misses 3-pt jump shot from 26 ft,,62,61
224,2,1:03.0,,Defensive rebound by W. Ellington,62,61
225,2,1:00.0,,M. Brown makes 2-pt dunk at rim,62,63
226,2,0:55.0,M. Thornton makes 3-pt jump shot from 25 ft (assist by R. Sessions),,65,63
227,2,0:45.0,,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft (assist by D. Sloan),65,65
228,2,0:38.0,K. Oubre makes 2-pt dunk at rim (assist by A. Anderson),,67,65
229,2,0:30.0,,H. Sims makes 2-pt layup from 1 ft (assist by D. Sloan),67,67
230,2,0:08.0,M. Thornton misses 3-pt jump shot from 25 ft,,67,67
231,2,0:06.0,,Defensive rebound by D. Sloan,67,67
232,2,0:01.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Sloan),67,69
233,2,0:00.0,K. Oubre makes 3-pt jump shot from 31 ft (assist by M. Gortat),,70,69
234,3,11:46.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by S. Larkin),70,71
235,3,11:26.0,Turnover by R. Sessions (bad pass; steal by H. Sims),,70,71
236,3,11:24.0,,Turnover by H. Sims (bad pass; steal by R. Sessions),70,71
237,3,11:21.0,Personal foul by S. Larkin,,70,71
238,3,11:21.0,O. Porter makes free throw 1 of 2,,71,71
239,3,11:21.0,O. Porter makes free throw 2 of 2,,72,71
240,3,10:56.0,,H. Sims misses 2-pt jump shot from 16 ft,72,71
241,3,10:55.0,Defensive rebound by Team,,72,71
242,3,10:41.0,Turnover by O. Porter (bad pass; steal by W. Ellington),,72,71
243,3,10:30.0,,C. McCullough misses 2-pt jump shot from 18 ft,72,71
244,3,10:29.0,Defensive rebound by O. Porter,,72,71
245,3,10:14.0,M. Thornton makes 3-pt jump shot from 25 ft (assist by J. Dudley),,75,71
246,3,9:48.0,,W. Ellington misses 2-pt jump shot from 19 ft,75,71
247,3,9:47.0,Defensive rebound by R. Sessions,,75,71
248,3,9:43.0,Personal foul by H. Sims,,75,71
249,3,9:43.0,,Brooklyn full timeout,75,71
250,3,9:43.0,R. Sessions makes free throw 1 of 2,,76,71
251,3,9:43.0,R. Sessions makes free throw 2 of 2,,77,71
252,3,9:23.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by W. Ellington),77,74
253,3,9:07.0,Turnover by M. Thornton (bad pass; steal by C. McCullough),,77,74
254,3,9:02.0,,C. McCullough misses 2-pt layup from 1 ft,77,74
255,3,9:01.0,,Offensive rebound by C. McCullough,77,74
256,3,8:57.0,,C. McCullough makes 2-pt layup from 2 ft,77,76
257,3,8:51.0,R. Sessions misses 2-pt layup from 1 ft (block by H. Sims),,77,76
258,3,8:50.0,,Defensive rebound by S. Larkin,77,76
259,3,8:46.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by S. Larkin),77,78
260,3,8:25.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Dudley),,79,78
261,3,8:05.0,,S. Larkin makes 2-pt layup from 1 ft (assist by B. Bogdanović),79,80
262,3,7:54.0,R. Sessions misses 3-pt jump shot from 24 ft,,79,80
263,3,7:53.0,,Defensive rebound by H. Sims,79,80
264,3,7:47.0,,S. Larkin makes 2-pt layup from 1 ft,79,82
265,3,7:47.0,Washington full timeout,,79,82
266,3,7:28.0,Turnover by M. Thornton (bad pass),,79,82
267,3,7:15.0,,Personal foul by M. Gortat,79,82
268,3,7:07.0,,S. Larkin makes 3-pt jump shot from 26 ft,79,85
269,3,6:47.0,M. Gortat makes 2-pt jump shot from 15 ft,,81,85
270,3,6:26.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,81,85
271,3,6:25.0,Defensive rebound by Team,,81,85
272,3,6:25.0,,Loose ball foul by H. Sims,81,85
273,3,6:04.0,M. Thornton misses 3-pt jump shot from 23 ft,,81,85
274,3,6:03.0,,Defensive rebound by S. Larkin,81,85
275,3,5:55.0,,S. Larkin makes 2-pt jump shot from 18 ft,81,87
276,3,5:44.0,M. Gortat makes 2-pt dunk at rim (assist by R. Sessions),,83,87
277,3,5:33.0,,Turnover by B. Bogdanović (bad pass; steal by O. Porter),83,87
278,3,5:27.0,M. Thornton makes 2-pt layup at rim (assist by R. Sessions),,85,87
279,3,5:04.0,,W. Ellington misses 3-pt jump shot from 26 ft,85,87
280,3,5:03.0,Defensive rebound by M. Gortat,,85,87
281,3,4:55.0,J. Dudley misses 3-pt jump shot from 24 ft,,85,87
282,3,4:54.0,,Defensive rebound by W. Ellington,85,87
283,3,4:51.0,,C. McCullough makes 2-pt dunk at rim (assist by W. Ellington),85,89
284,3,4:41.0,,S. Kilpatrick enters the game for C. McCullough,85,89
285,3,4:41.0,,M. Brown enters the game for W. Ellington,85,89
286,3,4:41.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,85,89
287,3,4:41.0,A. Anderson enters the game for O. Porter,,85,89
288,3,4:37.0,M. Thornton misses 2-pt jump shot from 10 ft,,85,89
289,3,4:36.0,Offensive rebound by M. Thornton,,85,89
290,3,4:35.0,Shooting foul by H. Sims (drawn by M. Thornton),,85,89
291,3,4:35.0,M. Thornton makes free throw 1 of 2,,86,89
292,3,4:35.0,,D. Sloan enters the game for H. Sims,86,89
293,3,4:35.0,,C. McCullough enters the game for S. Larkin,86,89
294,3,4:35.0,M. Thornton makes free throw 2 of 2,,87,89
295,3,4:17.0,,S. Kilpatrick makes 2-pt jump shot from 18 ft (assist by M. Brown),87,91
296,3,4:08.0,Shooting foul by D. Sloan (drawn by R. Sessions),,87,91
297,3,4:08.0,R. Sessions makes free throw 1 of 2,,88,91
298,3,4:08.0,,B. Bogdanović enters the game for C. McCullough,88,91
299,3,4:08.0,R. Sessions makes free throw 2 of 2,,89,91
300,3,3:51.0,,S. Kilpatrick misses 3-pt jump shot from 27 ft,89,91
301,3,3:50.0,Defensive rebound by M. Thornton,,89,91
302,3,3:48.0,A. Anderson misses 2-pt layup from 2 ft (block by M. Brown),,89,91
303,3,3:47.0,Offensive rebound by Team,,89,91
304,3,3:47.0,K. Oubre enters the game for J. Dudley,,89,91
305,3,3:32.0,Turnover by K. Oubre (lost ball; steal by S. Kilpatrick),,89,91
306,3,3:27.0,,B. Bogdanović makes 2-pt dunk at rim (assist by M. Brown),89,93
307,3,3:14.0,A. Anderson makes 2-pt jump shot from 14 ft (assist by R. Sessions),,91,93
308,3,3:05.0,G. Temple enters the game for M. Thornton,,91,93
309,3,3:01.0,,M. Brown misses 2-pt jump shot from 16 ft,91,93
310,3,3:00.0,Defensive rebound by R. Sessions,,91,93
311,3,2:55.0,K. Oubre makes 2-pt dunk at rim (assist by R. Sessions),,93,93
312,3,2:55.0,Shooting foul by B. Bogdanović (drawn by K. Oubre),,93,93
313,3,2:55.0,J. Hickson enters the game for M. Gortat,,93,93
314,3,2:55.0,K. Oubre misses free throw 1 of 1,,93,93
315,3,2:54.0,,Defensive rebound by S. Kilpatrick,93,93
316,3,2:42.0,,S. Kilpatrick misses 2-pt jump shot from 22 ft,93,93
317,3,2:41.0,Defensive rebound by G. Temple,,93,93
318,3,2:28.0,R. Sessions makes 2-pt layup from 1 ft,,95,93
319,3,2:28.0,Shooting foul by M. Brown (drawn by R. Sessions),,95,93
320,3,2:28.0,R. Sessions makes free throw 1 of 1,,96,93
321,3,2:09.0,,M. Brown misses 2-pt jump shot from 7 ft,96,93
322,3,2:07.0,Defensive rebound by K. Oubre,,96,93
323,3,1:59.0,A. Anderson misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),,96,93
324,3,1:57.0,,Defensive rebound by R. Hollis-Jefferson,96,93
325,3,1:54.0,,D. Sloan misses 2-pt layup from 1 ft,96,93
326,3,1:53.0,,Offensive rebound by Team,96,93
327,3,1:53.0,,Personal foul by A. Anderson,96,93
328,3,1:43.0,,R. Hollis-Jefferson misses 2-pt jump shot from 19 ft,96,93
329,3,1:42.0,Defensive rebound by K. Oubre,,96,93
330,3,1:37.0,Shooting foul by B. Bogdanović (drawn by R. Sessions),,96,93
331,3,1:37.0,R. Sessions makes free throw 1 of 2,,97,93
332,3,1:37.0,,Brooklyn full timeout,97,93
333,3,1:37.0,R. Sessions makes free throw 2 of 2,,98,93
334,3,1:23.0,,M. Brown misses 2-pt layup from 3 ft (block by J. Hickson),98,93
335,3,1:21.0,Defensive rebound by R. Sessions,,98,93
336,3,1:16.0,Turnover by R. Sessions (bad pass; steal by B. Bogdanović),,98,93
337,3,1:12.0,,S. Kilpatrick misses 2-pt layup from 1 ft,98,93
338,3,1:11.0,Defensive rebound by K. Oubre,,98,93
339,3,1:05.0,K. Oubre misses 2-pt layup from 1 ft,,98,93
340,3,1:04.0,,Defensive rebound by D. Sloan,98,93
341,3,1:00.0,,Shooting foul by R. Sessions (drawn by S. Kilpatrick),98,93
342,3,1:00.0,,S. Kilpatrick misses free throw 1 of 2,98,93
343,3,1:00.0,,Offensive rebound by Team,98,93
344,3,1:00.0,J. Eddie enters the game for R. Sessions,,98,93
345,3,1:00.0,,S. Larkin enters the game for B. Bogdanović,98,93
346,3,1:00.0,,S. Kilpatrick makes free throw 2 of 2,98,94
347,3,0:42.0,A. Anderson misses 2-pt jump shot from 5 ft (block by R. Hollis-Jefferson),,98,94
348,3,0:42.0,,Defensive rebound by Team,98,94
349,3,0:34.0,,D. Sloan makes 2-pt jump shot from 8 ft,98,96
350,3,0:12.0,Turnover by G. Temple (bad pass; steal by R. Hollis-Jefferson),,98,96
351,3,0:09.0,,S. Kilpatrick makes 2-pt dunk at rim (assist by D. Sloan),98,98
352,3,0:02.0,Shooting foul by R. Hollis-Jefferson (drawn by G. Temple),,98,98
353,3,0:02.0,G. Temple makes free throw 1 of 2,,99,98
354,3,0:02.0,G. Temple makes free throw 2 of 2,,100,98
355,3,0:01.0,,S. Larkin misses 2-pt layup from 2 ft,100,98
356,3,0:00.0,,Offensive rebound by Team,100,98
357,4,11:39.0,G. Temple makes 3-pt jump shot from 24 ft (assist by A. Anderson),,103,98
358,4,11:28.0,,Turnover by S. Larkin (dbl dribble),103,98
359,4,11:15.0,J. Eddie misses 2-pt jump shot from 19 ft,,103,98
360,4,11:14.0,,Defensive rebound by M. Brown,103,98
361,4,11:08.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,103,98
362,4,11:07.0,,Offensive rebound by S. Larkin,103,98
363,4,11:06.0,,Personal foul by K. Oubre,103,98
364,4,10:55.0,,Turnover by S. Larkin (bad pass),103,98
365,4,10:36.0,A. Anderson misses 2-pt jump shot from 12 ft,,103,98
366,4,10:35.0,,Defensive rebound by R. Hollis-Jefferson,103,98
367,4,10:30.0,,M. Brown makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),103,100
368,4,10:07.0,G. Temple misses 2-pt jump shot from 20 ft,,103,100
369,4,10:05.0,,Defensive rebound by S. Kilpatrick,103,100
370,4,9:57.0,,H. Sims misses 2-pt layup from 2 ft,103,100
371,4,9:56.0,Defensive rebound by J. Hickson,,103,100
372,4,9:36.0,K. Oubre misses 3-pt jump shot from 24 ft,,103,100
373,4,9:35.0,,Defensive rebound by S. Larkin,103,100
374,4,9:24.0,,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,103,100
375,4,9:23.0,Defensive rebound by J. Hickson,,103,100
376,4,9:10.0,J. Eddie misses 3-pt jump shot from 25 ft,,103,100
377,4,9:09.0,,Defensive rebound by S. Larkin,103,100
378,4,9:03.0,,Shooting foul by J. Hickson (drawn by S. Larkin),103,100
